,Concept_ID,mhr,it
746,schlank::A,яжу́,slanciato
747,hübsch::A,чеве́р,bello
748,hübsch::A,чеве́р,carino
749,böse::A,шы́де,cattivo
750,dumm::A,аҥыра́,stùpido
751,faul::A,його,pigro
752,fleißig::A,ты́ршыше,diligente
753,geizig::A,чаҥга́,avaro
754,klug::A,уша́н,intelligente
755,geschickt::A,уста́,àbile
756,lieb::A,ала́л,caro
757,lustig::A,весела́,gaio
758,lustig::A,весела́,allegro
759,sanft::A,ны́жылге,dolce
760,hungrig::A,шу́жышо,affamato
761,krank::A,че́рле,malato
762,krank::A,че́рле,infermo
763,nackt::A,чарама́т,nudo
764,traurig::A,ойга́н,triste
765,lebendig::A,и́лыше,vivo
766,gut::A,сай,buono
767,schlecht::A,уда́,cattivo
768,schlecht::A,шӱ́кшӧ,cattivo
769,richtig::A,чы́нле,giusto
770,schlimm::A,аля́к,grave
771,schlimm::A,тыра́н,grave
772,wahr::A,чы́нле,vero
773,wahr::A,настоя́щий,vero
774,alt::A,то́што,vecchio
775,neu::A,у,nuovo
776,ehemalig::A,о́нчычсо,vecchio
777,ehemalig::A,о́нчычсо,d'una_volta
778,ehemalig::A,онда́кысе,vecchio
779,ehemalig::A,онда́кысе,d'una_volta
780,alt[Lebewesen]::A,шо́нто,anziano
781,jung::A,са́мырык,giovane
782,arm::A,нужна́,pòvero
783,reich::A,поя́н,ricco
784,bekannt::A,па́лыме,noto
785,bekannt::A,па́лыме,conosciuto
786,berühmt::A,лӱ́млӧ,famoso
787,berühmt::A,лӱ́млӧ,cèlebre
788,fremd::A,йот,estràneo
789,fremd::A,йот,straniero
790,verschieden::A,тӱ́рлӧ,diverso
791,verschieden::A,тӱ́рлӧ,differente
792,nah::A,ли́шыл,vicino
793,nah::A,ли́шыл,propinquo
794,fern::A,тора́,lontano
795,fern::A,мӱ́ндыр,lontano
796,linker::A,шола́,sinistro
797,rechter::A,пурла́,destro
798,anderer::A,вес,altro
799,anderer::A,мо́ло,altro
800,erster::A,и́кымше,primo
801,zweiter::A,ко́кымшо,secondo
802,dritter::A,ку́мшо,terzo
803,letzter::A,пыта́ртыш,ùltimo
804,allein::ADV,шкет,solo
805,allein::ADV,шкет,da solo
806,auf einmal::ADV,икана́ште,insieme
807,zusammen::ADV,пырля́,insieme
808,lange::ADV,кужу́н,a lungo
809,plötzlich::ADV,кенета́,all'improvviso
810,sofort::ADV,кызыта́к,sùbito
811,sofort::ADV,кызыта́к,all'istante
812,später::ADV,варара́к,più tardi
813,jetzt::ADV,ы́нде,ora
814,jetzt::ADV,ы́нде,adesso
815,jetzt::ADV,кы́зыт,ora
816,jetzt::ADV,кы́зыт,adesso
817,heute::ADV,та́че,oggi
818,morgen::ADV,эрла́,domani
819,bald::ADV,вашке́,presto
820,bald::ADV,вашке́,tra poco
821,dann::ADV,вара́,allora
822,gestern::ADV,теҥге́че,ieri
823,einst::ADV,икана́,prima
824,einst::ADV,икана́,un tempo
825,damals::ADV,туна́м,allora
826,danach::ADV,вара́,poi
827,danach::ADV,вара́,dopo
828,vorher::ADV,о́нчыч,prima
829,zuerst::ADV,онда́к,prima
830,zuerst::ADV,онда́к,dapprima
831,einmal::ADV,икана́,una volta
832,manchmal::ADV,ка́шын,talvolta
833,manchmal::ADV,ка́шын,qualche volta
834,manchmal::ADV,кокла́н,talvolta
835,manchmal::ADV,кокла́н,qualche volta
836,oft::ADV,чӱ́чкыдын,spesso
837,immer::ADV,эре́,sempre
838,immer::ADV,ту́тыш,sempre
839,niemals::ADV,ок нигуна́м,non mai
840,hier::ADV,ты́ште,qua
841,hierhin::ADV,ты́шке,qua
842,hierhin::ADV,тыш,qua
843,von hier::ADV,тыше́ч,ne
844,von hier::ADV,тыше́ч,da qui
845,von hier::ADV,тыве́ч,ne
846,von hier::ADV,тыве́ч,da qui
847,dort::ADV,ту́што,lì
848,dorthin::ADV,туш,là
849,dorthin::ADV,ту́шко,là
850,geradeaus::ADV,вик,diritto
851,vorwärts::ADV,о́нчыко,avanti
852,rückwärts::ADV,шеҥге́к,all'indietro
853,zurück::ADV,мӧҥге́ш,di indietro
854,unten::ADV,ӱ́лнӧ,giù
855,unten::ADV,ӱ́лнӧ,sotto
856,unten::ADV,йыма́лне,giù
857,unten::ADV,йыма́лне,sotto
858,hinab::ADV,йыма́к,giù
859,hinab::ADV,йыма́к,in giù
860,oben::ADV,кӱ́шнӧ,su
861,oben::ADV,кӱ́шнӧ,sopra
862,oben::ADV,ӱмба́лне,su
863,oben::ADV,ӱмба́лне,sopra
864,hinauf::ADV,кӱ́ш,in sù
865,hinauf::ADV,кӱ́ш,in alto
866,hinauf::ADV,кӱ́шкӧ,in sù
867,hinauf::ADV,кӱ́шкӧ,in alto
868,überall::ADV,чыла́ вере́,dappertutto
869,nicht::ADV,ок,non
870,nicht::ADV,о́геш,non
871,ein wenig::ADV,изи́ш,un po'
872,ein wenig::ADV,изи́ш,un poco
873,kaum::ADV,пыкше́,a appena
874,sehr::ADV,чот,molto
875,so::ADV,тыге́,così
876,so::ADV,тыге́,tanto
877,noch::ADV,а́ле,ancora
878,nur::ADV,гына́,solo
879,nur::ADV,гына́,soltanto
880,schon::ADV,ы́нде,già
881,wieder::ADV,ада́к,di nuovo
882,vergebens::ADV,ара́м,invano
883,vor::PRP,о́нчыч,davanti a
884,hinter::PRP,шеҥге́лне,dietro
885,unter::PRP,йыма́лне,sotto
886,durch::PRP,вошт,per
887,durch::PRP,вошт,attraverso
888,neben::PRP,вокте́н,a accanto a
889,zwischen::PRP,кокла́ште,fra
890,wegen::PRP,верч,a causa di
891,dies::PRN,ти́де,ciò
892,dies::PRN,ти́де,questo
893,das::PRN,са́де,ciò
894,das::PRN,са́де,quello
895,alles::PRN,чыла́,tutto
896,ich::PRN,мый,ìo
897,du::PRN,тый,tu
898,er::PRN,ту́до,lui
899,er::PRN,ту́до,egli
900,wir::PRN,ме,noi
901,ihr::PRN,те,voi
902,sie::PRN,ну́но,loro
903,was::FPRN,мо,che
904,was::FPRN,мо,che cosa
905,wer::FPRN,кӧ,chi
906,wo::FADV,куша́н,dove
907,wohin::FADV,куш,dove
908,wohin::FADV,ку́шко,dove
909,wie::FADV,кузе́,come
910,warum::FADV,мо,perche
911,warum::FADV,мола́н,perche
912,wieviel::FNUM,куна́р,quanto
913,eins::NUM,ик,uno
914,zwei::NUM,ко́кыт,due
915,drei::NUM,кум,tre
916,vier::NUM,ныл,quattro
917,fünf::NUM,вич,cinque
918,sechs::NUM,куд,sei
919,sieben::NUM,шым,sette
920,acht::NUM,канда́ш,otto
921,neun::NUM,инде́ш,nove
922,zehn::NUM,лу,dieci
923,elf::NUM,лати́к,ùndici
924,zwölf::NUM,латко́к,dodici
925,zwanzig::NUM,ко́ло,venti
926,dreißig::NUM,ку́мло,trenta
927,vierzig::NUM,ны́лле,quaranta
928,fünfzig::NUM,ви́тле,cinquanta
929,sechzig::NUM,ку́дло,sessanta
930,siebzig::NUM,шы́мле,settanta
931,achtzig::NUM,канда́шле,ottanta
932,neunzig::NUM,инде́шле,novanta
933,hundert::NUM,шӱ́дӧ,cento
934,tausend::NUM,тӱже́м,mille
935,und::CNJ,да,e
936,und::CNJ,ден,e
937,oder::CNJ,я,o
938,oder::CNJ,а́ле,o
939,stehen::V,шога́ш,stare in piedi
940,sitzen::V,шинча́ш,sedere
941,sitzen::V,шинча́ш,stare seduto
942,liegen::V,кия́ш,giacere
943,hängen::V,кеча́ш,pèndere
944,hängen::V,кеча́ш,èssere appeso
945,werden::V,лия́ш,farsi
946,werden::V,лия́ш,diventare
947,passieren::V,лия́ш,succèdere
948,beginnen::V,тӱҥгала́ш,cominciare
949,enden::V,пыта́ш,finire
950,enden::V,пыта́ш,terminare
951,wechseln::V,вашталта́ш,variare
952,wechseln::V,вашталта́ш,cambiare
953,aufgehen[Sonne]::V,лекта́ш,sòrgere
954,aufgehen[Sonne]::V,лекта́ш,spuntare
955,untergehen[Sonne]::V,шинча́ш,tramontare
956,scheinen[Sonne]::V,волгалта́ш,splèndere
957,donnern::V,кӱдырта́ш,tonare
958,donnern::V,сургалта́ш,tonare
959,wehen::V,пуа́ш,soffiare
960,strömen::V,шийалтара́ш,fluire
961,fließen::V,йога́ш,fluire
962,fließen::V,йога́ш,scorrere
963,sich drehen::V,пӧрда́ш,girarsi
964,schwanken::V,лӱҥга́ш,oscillare
965,schwanken::V,лӱҥга́ш,barcollare
966,schwanken::V,тайныла́ш,oscillare
967,schwanken::V,тайныла́ш,barcollare
968,schwingen::V,рӱпшалта́ш,vibrare
969,schwingen::V,рӱпшалта́ш,oscillare
970,fallen::V,воза́ш,cadere
971,fallen::V,йӧрла́ш,cadere
972,brennen::V,йӱла́ш,àrdere
973,brennen::V,йӱла́ш,bruciare
974,rauchen::V,шикша́ш,fumare
975,regnen::V,йӱра́ш,piòvere
976,gefrieren::V,кылма́ш,gelarsi
977,gefrieren::V,кылма́ш,congelarsi
978,gefrieren::V,ияҥа́ш,gelarsi
979,gefrieren::V,ияҥа́ш,congelarsi
980,tauen::V,шула́ш,sciògliersi
981,schmelzen::V,лева́ш,fòndere
982,schmelzen::V,лева́ш,sciògliersi
983,trocknen::V,кошка́ш,asciugarsi
984,sieden::V,шола́ш,bollire
985,faulen::V,шӱя́ш,marcire
986,verfaulen::V,шӱйы́н шуа́ш,imputridire
987,reißen::V,кӱрла́ш,strapparsi
988,versinken::V,пуре́н кая́ш,affondare
989,vergehen::V,эрте́н кая́ш,passare
990,erscheinen::V,толы́н лекта́ш,apparire
991,erscheinen::V,толы́н лекта́ш,comparire
992,verschwinden::V,йома́ш,sparire
993,verschwinden::V,йома́ш,scomparire
994,sinken::V,пуча́ш,calare
995,sinken::V,пуча́ш,scendere
996,abnehmen::V,пуча́ш,diminuire
997,zunehmen::V,шукема́ш,aumentare
998,steigen::V,нӧлталта́ш,salire
999,steigen::V,нӧлталта́ш,montare
1000,wachsen::V,кушка́ш,crescere
1001,glänzen::V,йылгыжа́ш,splèndere
1002,funkeln::V,чолга́ш,brillare
1003,funkeln::V,чолга́ш,scintillare
1004,lärmen::V,рӱшка́ш,strepitare
1005,lärmen::V,рӱшка́ш,fare chiasso
1006,läuten::V,мура́ш,suonare
1007,klingeln::V,йыҥгырта́ш,suonare
1008,klirren::V,чылдыртата́ш,tintinnare
1009,brausen::V,лӱшка́ш,rombare
1010,brausen::V,лӱшка́ш,rumoreggiare
1011,rauschen::V,лыжга́ш,frusciare
1012,klingen::V,йоҥга́ш,suonare
1013,bellen::V,опта́ш,latrare
1014,bellen::V,опта́ш,abbaiare
1015,heulen::V,урмыжа́ш,urlare
1016,heulen::V,урмыжа́ш,ululare
1017,blasen::V,пуала́ш,soffiare
1018,pfeifen::V,шӱ́шкаш,fischiare
1019,schreien::V,кычкыра́ш,gridare
1020,stöhnen::V,йыҥыса́ш,gèmere
1021,zittern::V,чытыра́ш,tremare
1022,leben::V,ила́ш,vìvere
1023,geboren werden::V,шоча́ш,nàscere
1024,atmen::V,шӱла́ш,respirare
1025,trinken::V,йӱа́ш,bere
1026,essen::V,кочка́ш,mangiare
1027,schlucken::V,нела́ш,inghiottire
1028,müde werden::V,ноя́ш,stancarsi
1029,einschlafen::V,мале́н колта́ш,addormentarsi
1030,schlafen::V,мала́ш,dormire
1031,aufwachen::V,помыжалта́ш,svegliarsi
1032,aufstehen::V,кынела́ш,levarsi
1033,sich erholen::V,кана́ш,riposarsi
1034,krank werden::V,черлане́н воза́ш,ammalarsi
1035,krank sein::V,черлане́н кия́ш,èssere malato
1036,schmerzen::V,коршта́ш,dolere
1037,husten::V,кокыра́ш,tossire
1038,genesen::V,тӱрла́ш,guarire
1039,genesen::V,тазаҥа́ш,guarire
1040,sterben::V,кола́ш,morire
1041,umkommen::V,вуй йома́ш,perire
1042,sich bewegen::V,кошта́ш,agitarsi
1043,sich rühren::V,тарвана́ш,muòversi
1044,sich erheben::V,кынела́ш,alzarsi
1045,sich setzen::V,шинча́ш,sedersi
1046,hinfallen::V,йӧрла́ш,cadere
1047,laufen::V,кошта́ш,camminare
1048,laufen::V,кошта́ш,andare a piedi
1049,schreiten::V,ошкыла́ш,andare
1050,schreiten::V,ошкыла́ш,procedere
1051,spazierengehen::V,гуля́яш,passeggiare
1052,spazierengehen::V,гуля́яш,andare a passeggio
1053,eilen::V,вашка́ш,andare in fretta
1054,sich beeilen::V,вашкешта́ш,affrettarsi
1055,sausen::V,юлтка́ш,volare
1056,sausen::V,юлтка́ш,correre
1057,rennen::V,куржтала́ш,correre
1058,springen::V,тӧршта́ш,saltare
1059,klettern::V,кӱза́ш,arrampicarsi
1060,schaukeln::V,лӱҥгалта́ш,fare l'altalena
1061,kriechen::V,нушка́ш,strisciare
1062,schwimmen::V,ия́ш,nuotare
1063,tauchen::V,шуҥгалта́ш,tuffarsi
1064,tauchen::V,шуҥгалта́ш,immèrgersi
1065,rudern::V,удыра́ш,remare
1066,fahren::V,кудала́ш,andare
1067,fahren::V,кудала́ш,viaggiare
1068,fliegen::V,чоҥешта́ш,volare
1069,gehen::V,кая́ш,andare
1070,weggehen::V,кораҥа́ш,andàrsene
1071,weggehen::V,кораҥа́ш,andare via
1072,abfahren::V,лекта́ш,partire
1073,anhalten::V,чарна́ш,fermarsi
1074,hineingehen::V,пура́ш,entrare
1075,eintreten::V,пура́ш,entrare
1076,kommen::V,тола́ш,venire
1077,ankommen::V,шуа́ш,arrivare
1078,zurückkommen::V,пӧртыла́ш,ritornare
1079,bleiben::V,кода́ш,restare
1080,bleiben::V,кода́ш,rimanere
1081,warten::V,вуча́ш,aspettare
1082,erwarten::V,вуча́ш,attèndere
1083,suchen::V,кычала́ш,cercare
1084,finden::V,муа́ш,trovare
1085,versuchen::V,толаша́ш,tentare
1086,vorbereiten::V,ямдыла́ш,preparare
1087,lieben::V,йӧрата́ш,amare
1088,mögen::V,йӧрата́ш,piacere a
1089,mögen::V,йӧрата́ш,volere bene a
1090,lachen::V,воштыла́ш,rìdere
1091,rühren::V,ку́мыл тарвата́ш,commuòvere
1092,weinen::V,шорта́ш,piàngere
1093,schimpfen::V,каргаша́ш,imprecare
1094,sich ärgern::V,сыра́ш,stizzirsi
1095,sich ärgern::V,сыра́ш,arrabbiarsi
1096,sich fürchten::V,лӱда́ш,avere paura
1097,fürchten::V,лӱда́ш,temere
1098,fliehen::V,куржа́ш,fuggire
1099,flüchten::V,куржа́ш,sfuggire
1100,sehen::V,ужа́ш,vedere
1101,anschauen::V,онча́ш,guardare
1102,ansehen::V,эскера́ш,guardare
1103,hören::V,кола́ш,udire
1104,hören::V,кола́ш,sentire
1105,zuhören::V,колышта́ш,ascoltare
1106,probieren::V,тамла́ш,degustare
1107,probieren::V,тамла́ш,assaggiare
1108,riechen::V,ӱпшынча́ш,sentire
1109,fühlen::V,шижа́ш,sentire
1110,scheinen::V,чуча́ш,parere
1111,scheinen::V,чуча́ш,sembrare
1112,zu sehen sein::V,коя́ш,vedersi
1113,vernehmen::V,кола́ш,sentire
1114,vernehmen::V,кола́ш,percepire
1115,frieren::V,кылма́ш,aver freddo
1116,tun::V,ышта́ш,fare
1117,können::V,мошта́ш,sapere
1118,wollen::V,тӱна́ш,volere
1119,anfangen::V,тӱҥала́ш,iniziare
1120,anfangen::V,тӱҥала́ш,cominciare
1121,beenden::V,пытара́ш,finire
1122,beenden::V,пытара́ш,terminare
1123,aufhören::V,чарна́ш,finire
1124,aufhören::V,чарна́ш,cessare
1125,gelingen::V,сай лекта́ш,riuscire
1126,geraten::V,лекта́ш,stare
1127,öffnen::V,поча́ш,aprire
1128,schließen::V,петыра́ш,chiùdere
1129,stellen::V,шында́ш,porre
1130,stellen::V,шында́ш,mettere
1131,setzen::V,шында́ш,porre
1132,setzen::V,шында́ш,mettere
1133,legen::V,опта́ш,posare
1134,legen::V,опта́ш,mettere
1135,legen::V,пышта́ш,posare
1136,legen::V,пышта́ш,mettere
1137,berühren::V,тӱка́ш,toccare
1138,verbinden::V,пида́ш,unire
1139,verbinden::V,пида́ш,congiùngere
1140,bedecken::V,леведа́ш,coprire
1141,bedecken::V,леведа́ш,ricoprire
1142,aufhängen::V,сака́ш,attaccare
1143,anzünden::V,чӱкта́ш,accèndere
1144,anzünden::V,чӱкта́ш,incendiare
1145,aufheben::V,нӧлтала́ш,raccògliere
1146,zurücklassen::V,кода́ш,lasciare
1147,zurücklassen::V,кода́ш,lasciare indietro
1148,verlieren::V,йомдара́ш,pèrdere
1149,fallen lassen::V,воза́ш,lasciare cadere
1150,machen::V,ышта́ш,fare
1151,herstellen::V,ямдыла́ш,produrre
1152,herstellen::V,ямдыла́ш,fabbricare
1153,bauen::V,чоҥа́ш,costruire
1154,reparieren::V,ачала́ш,riparare
1155,verbessern::V,саемда́ш,migliorare
1156,ändern::V,весемда́ш,mutare
1157,ändern::V,весемда́ш,cambiare
1158,graben::V,кӱнча́ш,scavare
1159,beugen::V,пӱгырта́ш,chinare
1160,beugen::V,пӱгырта́ш,flettere
1161,biegen::V,лывырта́ш,tòrcere
1162,drehen::V,пӱтыра́ш,girare
1163,wenden::V,ирала́ш,girare
1164,wenden::V,ирала́ш,voltare
1165,umdrehen::V,савырала́ш,rivoltare
1166,heben::V,нӧлта́ш,levare
1167,hochheben::V,нӧлта́ш,levare
1168,hochheben::V,нӧлта́ш,sollevare
1169,ergreifen::V,руалта́ш,afferrare
1170,halten::V,куча́ш,tenere
1171,drücken::V,иша́ш,premere
1172,drücken::V,темда́ш,premere
1173,schieben::V,шӱкала́ш,spìngere
1174,kratzen::V,удыра́ш,grattare
1175,kratzen::V,удыра́ш,graffiare
1176,lecken::V,нула́ш,leccare
1177,beißen::V,пура́ш,mòrdere
1178,abreißen::V,кӱрла́ш,staccarsi
1179,abreißen::V,кӱрла́ш,strapparsi
1180,abschneiden::V,пӱчка́ш,tagliare
1181,binden::V,кылда́ш,legare
1182,binden::V,кылда́ш,bendare
1183,stecken::V,шуралта́ш,ficcare
1184,brechen::V,тодышта́ш,rompere
1185,klopfen::V,кыра́ш,bàttere
1186,hauen::V,тӱя́ш,picchiare
1187,kleben::V,клеитла́ш,incollare
1188,reiben::V,йыга́ш,fregare
1189,reiben::V,туржала́ш,fregare
1190,streichen::V,шӱра́ш,spalmare
1191,schleifen::V,шума́ш,arrotare
1192,schleifen::V,яна́ш,arrotare
1193,schneiden::V,пӱчка́ш,tagliare
1194,rütteln::V,рӱза́ш,scuòtere
1195,schütteln::V,почка́ш,agitare
1196,schütteln::V,почка́ш,scuòtere
1197,schwenken::V,рӱза́ш,agitare
1198,schwenken::V,рӱза́ш,sventolare
1199,schütten::V,опта́ш,versare
1200,füllen::V,тема́ш,riempire
1201,einwickeln::V,вӱдыла́ш,involtare
1202,tragen::V,нумала́ш,portare
1203,schleppen::V,шӱдыра́ш,trainare
1204,schleppen::V,шӱдыра́ш,trascinare
1205,ziehen::V,шупша́ш,tirare
1206,aufbewahren::V,арала́ш,custodire
1207,aufbewahren::V,арала́ш,conservare
1208,werfen::V,шуа́ш,gettare
1209,werfen::V,шуа́ш,lanciare
1210,werfen::V,кышка́ш,gettare
1211,werfen::V,кышка́ш,lanciare
1212,fangen::V,куча́ш,prèndere
1213,fangen::V,куча́ш,acchiappare
1214,packen::V,руалта́ш,pigliare
1215,packen::V,руалта́ш,afferrare
1216,verstecken::V,тоя́ш,nascondere
1217,teilen::V,пӧла́ш,divìdere
1218,schicken::V,колта́ш,inviare
1219,bringen::V,конда́ш,portare
1220,bringen::V,конда́ш,apportare
1221,hinzufügen::V,ешара́ш,aggiùngere
1222,bekommen::V,нала́ш,ricevere
1223,erhalten::V,нала́ш,ricevere
1224,nehmen::V,нала́ш,prèndere
1225,wählen::V,сайла́ш,elèggere
1226,wählen::V,сайла́ш,scegliere
1227,auswählen::V,таҥгла́ш,scegliere
1228,bewahren::V,сакла́ш,conservare
1229,behindern::V,чаракла́ш,impedire
1230,verderben::V,пужа́ш,guastare
1231,beschädigen::V,пужа́ш,danneggiare
1232,zerbrechen::V,пудырта́ш,rompere
1233,zerbrechen::V,пудырта́ш,spezzare
1234,zerreißen::V,кӱрла́ш,stracciare
1235,zerstören::V,шалата́ш,distrùggere
1236,verbrennen::V,йӱлата́ш,bruciare
1237,geben::V,пуа́ш,dare
1238,reichen::V,пуа́ш,pòrgere
1239,schenken::V,пӧлекла́ш,regalare
1240,versprechen::V,сӧра́ш,promettere
1241,wünschen::V,тылана́ш,augurare
1242,loben::V,мокта́ш,lodare
1243,küssen::V,шупшала́ш,baciare
1244,wiegen::V,рӱпша́ш,cullare
1245,wiegen::V,рӱпша́ш,dondolare
1246,zudecken::V,леведа́ш,coprire
1247,wecken::V,помыжалтара́ш,svegliare
1248,zeigen::V,ончыкта́ш,indicare
1249,führen::V,вӱда́ш,guidare
1250,führen::V,вӱда́ш,condurre
1251,lehren::V,туныкта́ш,insegnare
1252,unterrichten::V,туныкта́ш,istruire
1253,unterrichten::V,туныкта́ш,insegnare
1254,aufziehen::V,орышта́ш,allevare
1255,leiten::V,вӱда́ш,avviare
1256,leiten::V,вӱда́ш,dirìgere
1257,leiten::V,вуйлата́ш,avviare
1258,leiten::V,вуйлата́ш,dirìgere
1259,antreiben::V,поктыла́ш,incitare
1260,lassen::V,-та́ш,fare
1261,einladen::V,ӱжа́ш,invitare
1262,vereinigen::V,иктешла́ш,unire
1263,besuchen::V,то́лын кая́ш,visitare
1264,besuchen::V,то́лын кая́ш,far vìsita a
1265,treffen::V,вашлия́ш,incontrare
1266,sich versammeln::V,погына́ш,rinunirsi
1267,sich versammeln::V,чумырга́ш,rinunirsi
1268,spielen::V,мода́ш,giocare
1269,singen::V,мура́ш,cantare
1270,tanzen::V,кушта́ш,danzare
1271,sich trennen::V,ойырла́ш,separarsi
1272,verlassen::V,кудалта́ш,lasciare
1273,verlassen::V,кудалта́ш,abbandonare
1274,retten::V,утара́ш,salvare
1275,bewachen::V,орола́ш,custodire
1276,schützen::V,арала́ш,protèggere
1277,verteidigen::V,арала́ш,difèndere
1278,sich schlagen::V,кредала́ш,bàttersi
1279,schießen::V,лӱя́ш,sparare
1280,siegen::V,сеҥа́ш,vìncere
1281,ärgern::V,сырыкта́ш,stizzire
1282,schlagen::V,пера́ш,bàttere
1283,treten::V,тошка́ш,calciare
1284,stechen::V,кера́ш,pùngere
1285,stoßen::V,шӱкала́ш,urtare
1286,stoßen::V,шӱкала́ш,spìngere
1287,stehlen::V,шолышта́ш,rubare
1288,stören::V,мешая́ш,disturbare
1289,belästigen::V,толаштара́ш,molestare
1290,belästigen::V,толаштара́ш,importunare
1291,verbergen::V,шылта́ш,celare
1292,verbergen::V,шылта́ш,nascondere
1293,täuschen::V,ондала́ш,ingannare
1294,betrügen::V,ондала́ш,frodare
1295,betrügen::V,ондала́ш,truffare
1296,töten::V,пушта́ш,uccìdere
1297,wohnen::V,ила́ш,abitare
1298,arbeiten::V,пашалана́ш,lavorare
1299,arbeiten::V,паша́м ышта́ш,lavorare
1300,sammeln::V,пога́ш,raccògliere
1301,sammeln::V,пога́ш,collezionare
1302,pflücken::V,кӱра́ш,cògliere
1303,jagen::V,сонарла́ш,cacciare
1304,fischen::V,кол куча́ш,pescare
1305,fassen::V,куча́ш,catturare
1306,fassen::V,куча́ш,acchiappare
1307,hüten::V,кӱта́ш,pascolare
1308,treiben::V,покта́ш,spìngere
1309,anbinden::V,йолышта́ш,legare
1310,anbinden::V,йолышта́ш,attaccare
1311,füttern::V,пукша́ш,dar da mangiare a
1312,melken::V,лӱшта́ш,mùngere
1313,hacken::V,руа́ш,tritare
1314,hacken::V,руа́ш,spaccare
1315,gießen::V,шава́ш,annaffiare
1316,reifen::V,кӱа́ш,maturare
1317,zubereiten::V,ямдыла́ш,preparare
1318,kochen::V,шолта́ш,cuòcere
1319,backen::V,кӱкташ,cuòcere
1320,backen::V,кӱкташ,cuòcere al forno
1321,braten::V,пуштыла́ш,frìggere
1322,braten::V,пуштыла́ш,arrostire
1323,braten::V,жаритла́ш,frìggere
1324,braten::V,жаритла́ш,arrostire
1325,umrühren::V,луга́ш,mescolare
1326,stricken::V,пида́ш,llavorare a maglia
1327,nähen::V,урга́ш,cucire
1328,färben::V,чиялта́ш,tìngere
1329,reinigen::V,эрыкта́ш,pulire
1330,reinigen::V,эрыкта́ш,nettare
1331,waschen::V,мушка́ш,lavare
1332,abwischen::V,ӱшта́ш,asciugare
1333,spülen::V,шӱалта́ш,lavare
1334,spülen::V,шӱалта́ш,sciacquare
1335,fegen::V,ӱшта́ш,spazzare
1336,kehren::V,ӱшта́ш,spazzare
1337,baden::V,йӱштыла́ш,bagnarsi
1338,baden::V,йӱштыла́ш,fare il bagno
1339,sich waschen::V,мушкылта́ш,lavarsi
1340,ausziehen::V,кудаша́ш,tògliersi
1341,anziehen::V,чия́ш,mettersi
1342,anziehen::V,чия́ш,indossare
1343,sich anziehen::V,чия́ш,vestirsi
1344,kämmen::V,шера́ш,pettinare
1345,schmücken::V,тӱзата́ш,ornare
1346,schmücken::V,тӱзата́ш,decorare
1347,schmücken::V,чеверта́ш,ornare
1348,schmücken::V,чеверта́ш,decorare
1349,sagen::V,ойла́ш,dire
1350,sagen::V,каласа́ш,dire
1351,sprechen::V,кутыра́ш,parlare
1352,reden::V,мутлана́ш,parlare
1353,sich unterhalten::V,кутыра́ш,conversare
1354,fragen::V,йода́ш,chièdere
1355,fragen::V,йода́ш,domandare
1356,bitten::V,йода́ш,pregare
1357,erzählen::V,ойла́ш,narrare
1358,erzählen::V,ойла́ш,raccontare
1359,mitteilen::V,увертара́ш,comunicare
1360,nennen::V,лӱмда́ш,nominare
1361,rufen::V,ӱжа́ш,chiamare
1362,prahlen::V,моктана́ш,vantarsi
1363,übersetzen::V,кусара́ш,tradurre
1364,denken::V,шона́ш,pensare
1365,glauben::V,ӱшана́ш,credere
1366,bemerken::V,шижа́ш,notare
1367,bemerken::V,шижа́ш,osservare
1368,erkennen::V,пала́ш,riconoscere
1369,begreifen::V,ыҥла́ш,capire
1370,begreifen::V,ыҥла́ш,comprèndere
1371,verstehen::V,умыла́ш,intèndere
1372,verstehen::V,умыла́ш,comprèndere
1373,lernen::V,тунема́ш,imparare
1374,lernen::V,тунема́ш,apprèndere
1375,wissen::V,шинча́ш,sapere
1376,sich erinnern an::V,шарна́ш,ricordare
1377,sich erinnern an::V,шарна́ш,ricordarsi di
1378,vergessen::V,монда́ш,dimenticare
1379,messen::V,виса́ш,misurare
1380,zählen::V,шотла́ш,contare
1381,rechnen::V,шотла́ш,contare
1382,rechnen::V,шотла́ш,calcolare
1383,lesen::V,луда́ш,lèggere
1384,malen::V,сӱретла́ш,dipìngere
1385,zeichnen::V,сӱретла́ш,disegnare
1386,schreiben::V,воза́ш,scrìvere
1387,besitzen::V,лия́ш,possedere
1388,kaufen::V,нала́ш,comprare
1389,kaufen::V,нала́ш,acquistare
1390,verkaufen::V,ужала́ш,vendere
1391,bezahlen::V,тӱла́ш,pagare
1392,zahlen::V,тӱла́ш,pagare
1393,beherrschen::V,куча́ш,dominare
1394,ertragen::V,турка́ш,sopportare
