,Concept_ID,fa,ja
136,Rinde::N,پوست,皮層
137,Ast::N,شاخه,枝
138,Zweig::N,شاخه,小枝
139,Blatt::N,برگ,葉
140,Birke::N,غان,樺
141,Kiefer[Baum]::N,کاج,松
142,Weide[Baum]::N,بید,柳
143,Tanne::N,صنوبر,樅
144,Horn::N,شاخ,角
145,Feder::N,پر,羽根
146,Fell::N,خز,毛皮
147,Flügel::N,پر,羽
148,Flügel::N,بال,羽
149,Klaue::N,چنگ,鉤爪
150,Klaue::N,پنجه,鉤爪
151,Kralle::N,پنجه,爪
152,Schwanz::N,دم,尻尾
153,Ei::N,تخم,卵
154,Nest::N,لانه,巣
155,Bau::N,بنا,穴
156,Bau::N,ساختمان,穴
157,Tier::N,هیوان,動物
158,Herde::N,رمه,群れ
159,Kuh::N,گاو,牛
160,Bulle::N,گاو نر,雄牛
161,Pferd::N,اسب,馬
162,Schaf::N,گوسفند,羊
163,Schwein::N,خوک,豚
164,Hund::N,سگ,犬
165,Katze::N,گربه,猫
166,Bär::N,خرس,熊
167,Eichhörnchen::N,سنجاب,栗鼠
168,Elch::N,گوزن شمالی,ヘラジカ
169,Fuchs::N,روباه,狐
170,Hase::N,خرگوش,兎
171,Maus::N,موش,鼠
172,Wolf::N,گرگ,狼
173,Vogel::N,پرنده,鳥
174,Schwarm::N,دسته,群れ
175,Huhn::N,مرغ,鶏
176,Hahn::N,خروس,雄鶏
177,Gans::N,غاز,ガチョウ
178,Adler::N,عقاب,鷲
179,Ente::N,اردک,鴨
180,Ente::N,مرغابی,鴨
181,Eule::N,جغد,フクロウ
182,Kranich::N,درنا,鶴
183,Krähe::N,زاغ,烏
184,Krähe::N,کلاغ,烏
185,Kuckuck::N,فاخته,郭公
186,Schwan::N,قو,白鳥
187,Fisch::N,ماهی,魚
188,Barsch::N,ماهی خاردار,鱸
189,Hecht::N,اردک ماهی,川魳
190,Schlange[Tier]::N,مار,蛇
191,Wurm::N,کرم,虫
192,Spinne::N,عنکبوت,蜘蛛
193,Ameise::N,مورچه,蟻
194,Laus::N,شپش,虱
195,Mücke::N,پشه,蚊
196,Fliege::N,مگس,蝿
197,Schmetterling::N,پروانه,蝶
198,Beere::N,گیله,漿果
199,Apfel::N,سیب,林檎
200,Pilz::N,قارچ,茸
201,Zwiebel::N,پیاز,玉葱
202,Saat::N,بذر,種
203,Korn::N,تخم,粒
204,Korn::N,دانه,粒
205,Heu::N,علف خشک,干し草
206,Schale::N,پوست,皮
207,Grube::N,گودال,穴
208,Falle::N,دام,わな
209,Schlinge::N,حلقه,輪
210,Spur::N,رد,跡
211,Asche::N,خاکستر,灰
212,Dreck::N,کثافت,泥
213,Eisen::N,آهن,鉄
214,Gold::N,زر,金
215,Gold::N,طلا,金
216,Silber::N,نقره,銀
217,Kohle::N,زغال,炭
218,Glas::N,شیشه,ガラス
219,Lehm::N,گل,ローム
220,Sand::N,شن,砂
221,Sand::N,ماسه,砂
222,Mensch::N,آدم,人
223,Mensch::N,انسان,人
224,Mann::N,مرد,男
225,Mann::N,مرد,男性
226,Frau::N,زن,女
227,Frau::N,زن,女性
228,Kind::N,بچه,子
229,Kind::N,بچه,子供
230,Kind::N,کودک,子
231,Kind::N,کودک,子供
232,Junge::N,پسر,男の子
233,Mädchen::N,دختر,女の子
234,Familie::N,فامیل,家族
235,Familie::N,خانواده,家族
236,Großvater::N,پدربزرگ,祖父
237,Großvater::N,پدربزرگ,おじいさん
238,Großmutter::N,مادر‌بزرگ,祖母
239,Großmutter::N,مادر‌بزرگ,おばあさん
240,Eltern::N,والدین,親
241,Eltern::N,والدین,両親
242,Eltern::N,پدر‌و‌مادر,親
243,Eltern::N,پدر‌و‌مادر,両親
244,Vater::N,پدر,父
245,Vater::N,پدر,お父さん
246,Mutter::N,مادر,母
247,Mutter::N,مادر,お母さん
248,Sohn::N,پسر,息子
249,Sohn::N,پسر,息子さん
250,Tochter::N,دختر,娘
251,Tochter::N,دختر,お嬢さん
252,Bruder::N,برادر,弟
253,Schwester::N,خواهر,妹
254,Onkel::N,عمو,伯父
255,Onkel::N,عمو,伯父さん
256,Onkel::N,دایی,伯父
257,Onkel::N,دایی,伯父さん
258,Tante::N,عمه,叔母
259,Tante::N,عمه,叔母さん
260,Tante::N,خاله,叔母
261,Tante::N,خاله,叔母さん
262,Ehemann::N,همسر,夫
263,Ehemann::N,همسر,主人
264,Ehefrau::N,همسر,妻
265,Ehefrau::N,همسر,奥さん
266,Freude::N,شادی,喜び
267,Gelächter::N,خنده,笑い
268,Gelächter::N,قاه‌قاه,笑い
269,Glück::N,اقبال,幸せ
270,Kummer::N,غم,悩み
271,Kummer::N,غصه,悩み
272,Wunsch::N,آرزو,希望
273,Lust::N,هوس,気
274,Geist::N,روح,精神
275,Gedanke::N,فکر,考え
276,Gedächtnis::N,حافظه,記憶
277,Verstand::N,هوش,理解力
278,Sinn::N,معنا,意味
279,Sinn::N,مفهوم,意味
280,Grund::N,سبب,理由
281,Grund::N,دلیل,理由
282,Wahrheit::N,حقیقت,真実
283,Gespräch::N,صحبت,会話
284,Gespräch::N,گفتگو,会話
285,Märchen::N,قصه,童話
286,Märchen::N,افسانه,童話
287,Erzählung::N,داستان,物語
288,Nachricht::N,خبر,報告
289,Neuigkeit::N,خبر تازه,ニュース
290,Name::N,اسم,名前
291,Rätsel::N,معما,謎
292,Rede::N,سخن,演説
293,Sprache::N,زبان,言語
294,Stimme::N,صدا,声
295,Wort::N,کلمه,言葉
296,Zeichen::N,نشان,記号
297,Zeichen::N,علامت,記号
298,Ruf::N,صدا,呼び声
299,Lärm::N,هیاهو,騒音
300,Laut::N,صدا,音
301,Ton::N,آهنگ,音
302,Lied::N,آواز,歌
303,Lied::N,ترانه,歌
304,Ruhe::N,آرامش,静けさ
305,Leute::N,مردم,人々
306,Volk::N,خلق,民族
307,Arbeit::N,کار,仕事
308,Gast::N,مهمان,客
309,Geschenk::N,هدیه,贈り物
310,Spiel::N,بازی,遊び
311,Gesellschaft::N,جمعیت,社会
312,Hilfe::N,کمک,援助
313,Freund::N,دوست,友達
314,Kamerad::N,رفیق,同志
315,Angelegenheit::N,امر,件
316,Angelegenheit::N,قضیه,件
317,Anzahl::N,عده,数
318,Anzahl::N,شمار,数
319,Art::N,نوع,種類
320,Stück::N,تکه,部分
321,Stück::N,قطعه,部分
322,Teil::N,بخش,部分
323,Teil::N,قسمت,部分
324,Hälfte::N,نیم,半分
325,Kreis::N,حلقه,円
326,Kreis::N,دایره,円
327,Kreuz::N,صلیب,十字
328,Linie::N,خط,線
329,Linie::N,سطر,線
330,Strich::N,خط,線
331,Abstand::N,فاصله,距離
332,Entfernung::N,مسافت,距離
333,Gegend::N,منطقه,辺
334,Gegend::N,منطقه,地域
335,Platz::N,گنجایش,ゆとり
336,Ort::N,جا,所
337,Ort::N,جا,場所
338,Ort::N,محل,所
339,Ort::N,محل,場所
340,Ort::N,مکان,所
341,Ort::N,مکان,場所
342,Seite::N,طرف,横
343,Mitte::N,وسط,真ん中
344,Mitte::N,میان,真ん中
345,Gegenstand::N,چیز,物件
346,Sache::N,چیز,物
347,Rand::N,کنار,端
348,Rand::N,حاشیه,端
349,Kante::N,لبه,縁
350,Ecke::N,گوشه,角
351,Spitze::N,سر,先頭
352,Spitze::N,نوک,先頭
353,Ende::N,ته,端
354,Ende::N,آخر,端
355,Loch::N,سوراخ,穴
356,Winkel::N,کنج,片隅
357,Muster::N,نقش,模様
358,Größe::N,قد,大きさ
359,Größe::N,بزرگی,大きさ
360,Länge::N,طول,長さ
361,Höhe::N,بلندی,高さ
362,Gewicht::N,وزن,重さ
363,Menge::N,مقدار,量
364,Menge::N,اندازه,量
365,Haufen::N,توده,堆積
366,Reihe::N,ردیف,並び
367,Boot::N,قایق,ボート
368,Ruder::N,پارو,オール
369,Schlitten::N,سورتمه,そり
370,Ski::N,اسکی,スキー
371,Lagerfeuer::N,آتش,篝火
372,Last::N,بار,荷物
373,Last::N,سنگینی,荷物
374,Gang::N,راه رفتن,歩み
375,Schritt::N,قدم,歩
376,Norden::N,شمال,北
377,Süden::N,جنوب,南
378,Westen::N,غرب,西
379,Osten::N,شرق,東
380,Holz::N,چوب,木
381,Holz::N,چوب,木材
382,Brett::N,تخته,板
383,Platte::N,صفحه,盤
384,Stütze::N,تکیه,支柱
385,Stange::N,میله,棒
386,Stock::N,چوب,杖
387,Stab::N,عصا,棒
388,Rohr::N,لوله,管
389,Haus::N,منزل,家
390,Heim::N,خانه,家
391,Heim::N,کاشانه,家
392,Ofen::N,بخاری,ストーブ
393,Fußboden::N,کف اتاق,床
394,Tisch::N,میز,机
395,Stuhl::N,صندلی,椅子
396,Wiege::N,گهواره,揺籃
397,Bett::N,تختخواب,ベッド
398,Regal::N,قفسه,棚
399,Kiste::N,صندوق,箱
400,Fenster::N,پنجره,窓
401,Tür::N,در,戸
402,Tür::N,در,ドア
403,Tür::N,درب,戸
404,Tür::N,درب,ドア
405,Tor::N,دروازه,門
406,Zaun::N,حصار,垣根
407,Dach::N,بام,屋根
408,Leiter::N,نردبان,梯子
409,Besen::N,جارو,ほうき
410,Spaten::N,بیل,スコップ
411,Schaufel::N,بیل,シャベル
412,Schaufel::N,پارو,シャベル
413,Gabel::N,چنگال,フォーク
414,Löffel::N,قاشق,スプーン
415,Messer::N,کارد,ナイフ
416,Nagel::N,میخ,釘
417,Netz::N,تور,網
418,Netz::N,شبکه,網
419,Haken::N,قلاب,鉤
420,Haken::N,قلاب,フック
421,Griff::N,دسته,取っ手
422,Schloss::N,قفل,錠
423,Bild::N,عکس,絵
424,Bild::N,تصویر,絵
425,Figur::N,تندیس,像
426,Puppe::N,عروسک,人形
427,Beutel::N,کیسه,袋
428,Bündel::N,بسته,束
429,Bündel::N,بسته,包み
430,Tasche::N,کیف,かばん
431,Eimer::N,سطل,バケツ
432,Deckel::N,در,蓋
433,Geschirr::N,ظرف,食器
434,Sack::N,گونی,袋
435,Tasse::N,فنجان,カップ
436,Topf::N,دیگ,鍋
437,Topf::N,قابلمه,鍋
438,Kessel::N,دیگ,釜
439,Essen::N,خوراک,食事
440,Nahrung::N,غذا,食物
441,Speise::N,خوراک,料理
442,Fleisch::N,گوشت,肉
443,Getreide::N,غله,麦
444,Getreide::N,غله,穀物
445,Brei::N,فرنی,粥
446,Brei::N,حریره,粥
447,Brot::N,نان,パン
448,Scheibe::N,قاچ,枚
449,Scheibe::N,قاچ,切れ
450,Scheibe::N,لزگه,枚
451,Scheibe::N,لزگه,切れ
452,Fett::N,چربی,脂肪
453,Butter::N,کره,バター
454,Öl::N,روغن,油
455,Salz::N,نمک,塩
456,Suppe::N,آش,スープ
457,Suppe::N,سوپ,スープ
458,Honig::N,عسل,蜂蜜
459,Milch::N,شیر,牛乳
460,Tee::N,چای,茶
461,Tee::N,چای,お茶
462,Leder::N,چرم,革
463,Wolle::N,پشم,毛糸
464,Stoff::N,پارچه,布
465,Nadel::N,سوزن,針
466,Faden::N,نخ,糸
467,Knopf::N,دکمه,ボタン
468,Knoten::N,گره,結び目
469,Farbe::N,رنگ,ペンキ
470,Kleidung::N,لباس,衣服
471,Kleidung::N,پوشاک,衣服
472,Hemd::N,پیراهن,シャツ
473,Kragen::N,یقه,襟
474,Ärmel::N,آستین,袖
475,Hose::N,شلوار,ズボン
476,Gürtel::N,کمر‌بند,帯
477,Gürtel::N,کمر‌بند,ベルト
478,Mütze::N,کلاه,帽子
479,Schuh::N,کفش,靴
480,Stiefel::N,چکمه,ブーツ
481,Ring::N,حلقه,輪
482,Ring::N,انگشتر,輪
483,Band::N,نوار,リボン
484,Band::N,روبان,リボン
485,Kamm::N,شانه,櫛
486,Spiegel::N,آینه,鏡
487,Riemen::N,تسمه,緒
488,Schnur::N,ریسمان,紐
489,Leine::N,قلاده,綱
490,Decke::N,پتو,掛け布団
491,Kissen::N,بالش,枕
492,Tuch::N,شال,スカーフ
493,Handtuch::N,حوله,タオル
494,Kraft::N,نیرو,力
495,Stärke::N,زور,強さ
496,Gesundheit::N,سلامتی,健康
497,Gesundheit::N,تندرستی,健康
498,Krankheit::N,بیماری,病気
499,Schmerz::N,درد,痛み
500,Wunde::N,زخم,傷
501,Fieber::N,تب,熱
502,Arznei::N,دارو,薬
503,Brücke::N,پل,橋
504,Brunnen::N,چاه,井戸
505,Weide::N,چراگاه,牧場
506,Pfad::N,راه,小路
507,Weg::N,راه,道
508,Weg::N,طریق,道
509,Straße::N,راه,街道
510,Straße::N,جاده,街道
511,Dorf::N,ده,村
512,Dorf::N,روستا,村
513,Stadt::N,شهر,町
514,Stadt::N,شهر,都市
515,Brief::N,نامه,手紙
516,Buch::N,کتاب,本
517,Buchstabe::N,حرف,文字
518,Zeitung::N,روزنامه,新聞
519,Leben::N,عمر,生活
520,Leben::N,زندگی,生活
521,Tod::N,مرگ,死
522,Grab::N,گور,墓
523,Grab::N,مزار,墓
524,Kirche::N,کلیسا,教会
525,Sünde::N,بزه,罪
526,Sünde::N,گناه,罪
527,Gott::N,خدا,神
528,Arbeiter::N,کارگر,労働者
529,Chef::N,رئیس,上司
530,Meister::N,استاد,達人
531,Meister::N,استاد,マイスター
532,Arzt::N,پزشک,医者
533,Lehrer::N,معلم,先生
534,Lehrer::N,آموزگار,先生
535,Geld::N,پول,金
536,Geschäft::N,کار,取り引き
537,Geschäft::N,بیزنس,取り引き
538,Laden::N,دکان,店
539,Laden::N,مغازه,店
540,Preis::N,بها,値段
541,Preis::N,قیمت,値段
542,Ware::N,جنس,商品
543,Ware::N,کالا,商品
544,Nutzen::N,مزیت,利益
545,Nutzen::N,امتیاز,利益
546,Reichtum::N,مال,豊かさ
547,Reichtum::N,ثروت,豊かさ
548,Welt::N,دنیا,世界
549,Land::N,کشور,国
550,Land::N,مملکت,国
551,Staat::N,دولت,国家
552,König::N,شاه,国王
553,König::N,پادشاه,国王
554,Macht::N,قدرت,権力
555,Macht::N,اختیار,権力
556,Grenze::N,مرز,国境
557,Krieg::N,جنگ,戦争
558,Feind::N,دشمن,敵
559,Gewalt::N,زور,暴力
560,Gewalt::N,خشونت,暴力
561,Kampf::N,نبرد,戦い
562,Kampf::N,مبارزه,戦い
563,Bogen[Waffe]::N,کمان,弓
564,Pfeil::N,تیر,矢
565,Gewehr::N,تفنگ,銃
566,Fehler::N,غلط,間違い
567,Fehler::N,اشتباه,間違い
568,Lüge::N,دروغ,嘘
569,Schaden::N,آسیب,損害
570,Schaden::N,خسارت,損害
571,Unglück::N,بلا,不幸
572,Schuld::N,گناه,罪
573,Schuld::N,تقصیر,罪
574,Alter::N,سن,年
575,Alter::N,سن,年齢
576,Alter::N,عمر,年
577,Alter::N,عمر,年齢
578,Schluss::N,انتها,終わり
579,Zeit::N,وقت,時
580,Zeit::N,وقت,時間
581,Zeit::N,زمان,時
582,Zeit::N,زمان,時間
583,Tag::N,روز,日
584,Morgen::N,صبح,朝
585,Mittag::N,ظهر,昼
586,Abend::N,شب,晩
587,Abend::N,شب,夕方
588,Abend::N,عصر,晩
589,Abend::N,عصر,夕方
590,Nacht::N,شب,夜
591,Woche::N,هفته,週
592,Monat::N,ماه,月
593,Jahr::N,سال,年
594,Frühling::N,بهار,春
595,Sommer::N,تابستان,夏
596,Herbst::N,پاییز,秋
597,Winter::N,زمستان,冬
598,Januar::N,ژانویه,一月
599,Februar::N,فوریه,二月
600,März::N,مارس,三月
601,April::N,آوریل,四月
602,Mai::N,مه,五月
603,Juni::N,ژوئن,六月
604,Juli::N,ژویه,七月
605,August::N,اوت,八月
606,September::N,سپتامبر,九月
607,Oktober::N,اکتبر,十月
608,November::N,نوامبر,十一月
609,Dezember::N,دسامبر,十二月
610,Montag::N,دو‌شنبه,月曜日
611,Dienstag::N,سه‌شنبه,火曜日
612,Mittwoch::N,چهار‌شنبه,水曜日
613,Donnerstag::N,پنج شنبه,木曜日
614,Freitag::N,جمعه,金曜日
615,Samstag::N,شنبه,土曜日
616,Sonntag::N,یکشنبه,日曜日
617,groß::A,بزرگ,大きい
618,klein::A,کوچک,小さい
619,lang::A,بلند,長い
620,kurz::A,کوتاه,短い
621,breit::A,پهن,広い
622,schmal::A,تنگ,狭い
623,schmal::A,نازک,狭い
624,dicht::A,چگال,密な
625,dicht::A,انبوه,密な
626,dick[Gegenstand]::A,ضخیم,厚い
627,dünn::A,نازک,薄い
628,fein::A,ریز,細い
629,fein::A,باریک,細い
630,fest::A,محکم,硬い
631,flach::A,صاف,平らな
632,flach::A,مسطح,平らな
633,glatt::A,لیز,滑らかな
634,hart::A,سفت,堅い
635,weich::A,نرم,柔らかい
636,weich::A,ملایم,柔らかい
637,rund::A,گرد,丸い
638,spitz::A,تیز,尖った
639,spitz::A,نوک‌تیز,尖った
640,scharf::A,تیز,鋭い
641,scharf::A,برنده,鋭い
642,stumpf::A,کند,鈍い
643,schwer::A,سنگین,重い
644,schön::A,زیبا,綺麗な
645,heiß::A,داغ,熱い
646,warm::A,گرم,温かい
647,kalt::A,سرد,寒い
648,kalt::A,سرد,冷たい
649,kühl::A,خنک,涼しい
650,frisch::A,تازه,ひんやりした
651,feucht::A,مرطوب,湿った
652,nass::A,تر,濡れた
653,nass::A,خیش,濡れた
654,trocken::A,خشک,乾いた
655,voll::A,پر,いっぱいの
656,leer::A,خالی,空の
657,offen::A,باز,開いた
658,geschlossen::A,بسته,閉まった
659,sauber::A,پاک,清潔な
660,sauber::A,تمیز,清潔な
661,schmutzig::A,کثیف,汚い
662,schmutzig::A,آلوده,汚い
663,roh::A,خام,生の
664,reif::A,رسیده,熟した
665,lecker::A,لذیذ,美味しい
666,lecker::A,خوشمزه,美味しい
667,süß::A,شیرین,甘い
668,bitter::A,تلخ,苦い
669,sauer::A,ترش,酸っぱい
670,hell::A,روشن,明るい
671,dunkel::A,تاریک,暗い
672,schwarz::A,سیاه,黒い
673,weiß::A,سفید,白い
674,rot::A,سرخ,赤い
675,rot::A,قرمز,赤い
676,gelb::A,زرد,黄色い
677,blau::A,آبی,青い
678,grün::A,سبز,緑の
679,grau::A,طوسی,灰色の
680,grau::A,خاکستری,灰色の
681,bunt::A,رنگارنگ,色取り取りの
682,billig::A,ارزان,安い
683,teuer::A,گران,高い
684,wertvoll::A,قیمتی,貴重な
685,wertvoll::A,گرانبها,貴重な
686,blind::A,کور,盲目の
687,blind::A,نابینا,盲目の
688,taub::A,کر,耳が聞こえない
689,taub::A,ناشنوا,耳が聞こえない
690,kräftig::A,قوی,強力な
691,stark::A,قوی,強い
692,stark::A,نیرومند,強い
693,schwach::A,ضعیف,弱い
694,fett::A,چرب,太った
695,schlank::A,باریک‌اندام,ほっそりした
696,hübsch::A,قشنگ,素敵な
697,hübsch::A,خوشگل,素敵な
698,böse::A,بد,悪い
699,dumm::A,احمق,馬鹿な
700,faul::A,لش,怠惰な
701,faul::A,تنبل,怠惰な
702,fleißig::A,زرنگ,勤勉な
703,geizig::A,خسیس,けちな
704,klug::A,عاقل,賢い
705,klug::A,عاقل,頭のいい
706,klug::A,باهوش,賢い
707,klug::A,باهوش,頭のいい
708,geschickt::A,ماهر,器用な
709,lieb::A,عزیز,愛らしい
710,lustig::A,شاد,楽しい
711,lustig::A,خوشحال,楽しい
712,sanft::A,لطیف,温和な
713,hungrig::A,گرسنه,空腹の
714,krank::A,مریض,病気の
715,krank::A,بیمار,病気の
716,nackt::A,لخت,裸の
717,nackt::A,برهنه,裸の
718,traurig::A,غمگین,悲しい
719,lebendig::A,زنده,生きた
720,gut::A,خوب,良い
721,schlecht::A,بد,悪い
722,schlecht::A,بد,駄目な
723,richtig::A,درست,正しい
724,schlimm::A,وخيم,ひどい
725,wahr::A,درست,本当の
726,wahr::A,حقیقی,本当の
727,alt::A,کهنه,古い
728,neu::A,نو,新しい
729,ehemalig::A,قبلی,以前の
730,alt[Lebewesen]::A,پیر,年を取った
731,jung::A,جوان,若い
732,arm::A,فقیر,貧乏な
733,reich::A,پولدار,裕福な
734,reich::A,ثروتمند,裕福な
735,bekannt::A,آشنا,有名な
736,bekannt::A,معلوم,有名な
737,berühmt::A,مشهور,有名な
738,fremd::A,خارجی,見知らぬ
739,fremd::A,بیگانه,見知らぬ
740,verschieden::A,مختلف,色々な
741,verschieden::A,متفاوت,色々な
742,nah::A,نزدیک,近い
743,fern::A,دور,遠い
744,linker::A,چپ,左の
745,rechter::A,راست,右の
746,anderer::A,دیگر,別の
747,erster::A,اول,一番目
748,zweiter::A,دوم,二番目
749,dritter::A,سوم,三番目
750,letzter::A,آخر,最後の
751,allein::ADV,تنها,一人で
752,auf einmal::ADV,همزمان,同時に
753,zusammen::ADV,باهم,一緒に
754,lange::ADV,مدت‌ها,長い間
755,lange::ADV,مدت زیادی,長い間
756,plötzlich::ADV,ناگهان,急に
757,sofort::ADV,فوراً,すぐに
758,später::ADV,بعدها,後で
759,jetzt::ADV,حالا,今
760,jetzt::ADV,اکنون,今
761,heute::ADV,امروز,今日
762,morgen::ADV,فردا,明日
763,bald::ADV,زود,間もなく
764,bald::ADV,بزودی,間もなく
765,dann::ADV,سپس,それから
766,dann::ADV,آنوقت,それから
767,gestern::ADV,دیروز,昨日
768,einst::ADV,وقتی,過去に
769,einst::ADV,زمانی,過去に
770,damals::ADV,آنوقت,あの時
771,damals::ADV,آنزمان,あの時
772,danach::ADV,بعد,その後で
773,vorher::ADV,قبلاً,以前に
774,zuerst::ADV,اول,まず
775,zuerst::ADV,اول,最初に
776,zuerst::ADV,ابتداء,まず
777,zuerst::ADV,ابتداء,最初に
778,einmal::ADV,یکدفعه,一回
779,manchmal::ADV,گاهی,時々
780,manchmal::ADV,بعضی اوقات,時々
781,oft::ADV,اغلب,よく
782,immer::ADV,همیشه,いつも
783,niemals::ADV,هرگز,一度も...ない
784,hier::ADV,اینجا,こちら
785,hierhin::ADV,به اینجا,ここへ
786,hierhin::ADV,به اینجا,こちらへ
787,von hier::ADV,از اینجا,ここから
788,dort::ADV,آنجا,そちら
789,dorthin::ADV,به آنجا,そこへ
790,dorthin::ADV,به آنجا,そちらへ
791,geradeaus::ADV,راست,真っ直ぐに
792,vorwärts::ADV,جلو,前へ
793,vorwärts::ADV,به پیش,前へ
794,rückwärts::ADV,عقب,後ろへ
795,zurück::ADV,پس,後ろへ
796,zurück::ADV,عقب,後ろへ
797,zurück::ADV,بالعکس,後ろへ
798,unten::ADV,زیر,下に
799,unten::ADV,پایین,下に
800,hinab::ADV,به پایین,下へ
801,oben::ADV,بالا,上に
802,hinauf::ADV,به بالا,上へ
803,überall::ADV,همه‌جا,どこでも
804,nicht::ADV,نه,ない
805,ein wenig::ADV,کمی,少し
806,ein wenig::ADV,کمی,ちょっと
807,kaum::ADV,به سختی,ほとんど～ない
808,sehr::ADV,خیلی,とても
809,sehr::ADV,بسیار,とても
810,so::ADV,چنین,こう
811,so::ADV,اینطور,こう
812,noch::ADV,هنوز,まだ
813,nur::ADV,فقط,～だけ
814,nur::ADV,تنها,～だけ
815,schon::ADV,قبلاً,もう
816,schon::ADV,به این زودی,もう
817,wieder::ADV,باز,再び
818,wieder::ADV,دوباره,再び
819,vergebens::ADV,بیهوده,無駄に
820,vor::PRP,در جلوی,前に
821,hinter::PRP,پشت,後ろに
822,unter::PRP,تحت,下に
823,durch::PRP,از وسط,通して
824,durch::PRP,از ميان,通して
825,neben::PRP,کنار,横に
826,neben::PRP,پهلوی,横に
