,Concept_ID,uz,be
792,stöhnen::V,nola qilmoq,стагнаць
793,zittern::V,titramoq,дрыжаць
794,leben::V,yashamoq,жыць
795,geboren werden::V,tug'ilmoq,нарадзіцца
796,atmen::V,nafas chiqarmoq,дыхаць
797,trinken::V,ichmoq,піць
798,essen::V,emoq,есці
799,schlucken::V,yutmoq,глытаць
800,müde werden::V,horimoq,стаміцца
801,einschlafen::V,uxlab qolmoq,заснуць
802,schlafen::V,uxlamoq,спаць
803,aufwachen::V,uyg'onmoq,рассыпацца
804,aufstehen::V,qo'pmoq,устаць
805,sich erholen::V,dam olmoq,адпачываць
806,krank werden::V,kasallanmoq,захварэць
807,krank sein::V,betob yotmoq,хварэць
808,schmerzen::V,og'rimoq,балець
809,husten::V,yo'talmoq,кашляць
810,genesen::V,tuzalmoq,паправіцца
811,genesen::V,tuzalmoq,паздаравець
812,sterben::V,o'lmoq,памерці
813,umkommen::V,halok bo'lmoq,загінуць
814,sich bewegen::V,harakat qilmoq,рухацца
815,sich rühren::V,qimirlamoq,варушыцца
816,sich erheben::V,qo'pmoq,устаць
817,sich setzen::V,o'tirmoq,сесці
818,hinfallen::V,yiqilmoq,упасці
819,laufen::V,yurmoq,хадзіць
820,schreiten::V,yurmoq,шагаць
821,schreiten::V,yurmoq,крочыць
822,spazierengehen::V,sayr ätmoq,гуляць
823,eilen::V,tezlamoq,спяшацца
824,sich beeilen::V,shoshmoq,спяшацца
825,sausen::V,chopqillamoq,імчацца
826,rennen::V,yugurmoq,бегаць
827,springen::V,sakramoq,скакаць
828,klettern::V,yuqorilamoq,лазіць
829,schaukeln::V,irg'amoq,гайдацца
830,kriechen::V,ämaklamoq,поўзаць
831,schwimmen::V,suzmoq,плаваць
832,tauchen::V,chu'mmoq,ныраць
833,rudern::V,eshkak eshmoq,веславаць
834,fahren::V,haydamoq,ехаць
835,fliegen::V,uchmoq,лятаць
836,gehen::V,bormoq,ісці
837,weggehen::V,ketoq,пайсці
838,abfahren::V,jo'namoq,адʼяжджаць
839,anhalten::V,to'xtamoq,спыніцца
840,anhalten::V,to'xtamoq,затрымацца
841,hineingehen::V,kirmoq,уваходзіць
842,eintreten::V,kirmoq,увайсці
843,kommen::V,kelmoq,прыйсці
844,ankommen::V,etib kelmoq,прыбыць
845,zurückkommen::V,qaytib kelmoq,вярнуцца
846,bleiben::V,qolmoq,застацца
847,warten::V,poylamoq,чакаць
848,erwarten::V,kutmoq,чакаць
849,suchen::V,izlamoq,шукаць
850,finden::V,topmoq,знайсці
851,versuchen::V,chalishmoq,прабаваць
852,vorbereiten::V,hozirlamoq,падрыхтаваць
853,lieben::V,sevmoq,кахаць
854,mögen::V,ardoqlamoq,любіць
855,lachen::V,kulmoq,смяяцца
856,rühren::V,ta'sirlantirmoq,расчуліць
857,weinen::V,yig'lamoq,плакаць
858,schimpfen::V,koyinmoq,лаяцца
859,sich ärgern::V,g'azab qilmoq,сердаваць
860,sich fürchten::V,hurkmoq,баяцца
861,fürchten::V,qo'rqmoq,баяцца
862,fliehen::V,qochmoq,уцякаць
863,flüchten::V,qochmoq,уцячы
864,sehen::V,ko'rmoq,бачыць
865,anschauen::V,razm solmoq,паглядзець
866,ansehen::V,razm qilmoq,глядзець
867,hören::V,äshitmoq,чуць
868,zuhören::V,tinglamoq,слухаць
869,probieren::V,tatib ko'rmoq,каштаваць
870,riechen::V,iskamoq,нюхаць
871,fühlen::V,sezmoq,адчуваць
872,scheinen::V,tuyilmoq,здавацца
873,zu sehen sein::V,ko'rinmoq,віднецца
874,vernehmen::V,äshitmoq,пачуць
875,frieren::V,sovuq qotmoq,мёрзнуць
876,tun::V,ätmoq,рабіць
877,können::V,-a olmoq,умець
878,können::V,-y olmoq,умець
879,wollen::V,istamoq,хацець
880,anfangen::V,boshlamoq,пачаць
881,beenden::V,bitirmoq,закончыць
882,aufhören::V,tinmoq,перастаць
883,gelingen::V,muvaffaqiyat qozonmoq,удацца
884,geraten::V,bo'lmoq,аказацца
885,öffnen::V,ochmoq,адчыніць
886,schließen::V,yopmoq,зачыніць
887,stellen::V,qo'ymoq,паставіць
888,setzen::V,o'tqazmoq,пасадзіць
889,legen::V,yotqizmoq,класці
890,berühren::V,tegmoq,чапаць
891,verbinden::V,ulamoq,звязаць
892,bedecken::V,bekitmoq,накрыць
893,aufhängen::V,ildirmoq,павесіць
894,anzünden::V,yondirmoq,запаліць
895,aufheben::V,ko'tarmoq,падняць
896,zurücklassen::V,ayrilmoq,пакінуць
897,verlieren::V,yo'qotmoq,згубіць
898,fallen lassen::V,tushirmoq,упусціць
899,machen::V,qilmoq,зрабіць
900,herstellen::V,chiqarmoq,вырабіць
901,bauen::V,solmoq,будаваць
902,reparieren::V,tuzatmoq,правіць
903,verbessern::V,isloh qilmoq,палепшыць
904,ändern::V,o'zgartirmoq,змяніць
905,graben::V,qazimoq,капаць
906,beugen::V,bukmoq,сагнуць
907,biegen::V,bukmoq,пагнуць
908,drehen::V,aylantirmoq,вярцець
909,wenden::V,burmoq,павярнуць
910,umdrehen::V,ag'darmoq,перавярнуць
911,heben::V,yuksaltirmoq,падымаць
912,hochheben::V,ko'tarmoq,падняць
913,ergreifen::V,tutamlamoq,схапіць
914,ergreifen::V,tutamlamoq,схваціць
915,halten::V,tutmoq,трымаць
916,drücken::V,bosmoq,націскаць
917,schieben::V,surmoq,пхаць
918,schieben::V,surmoq,штурхаць
919,kratzen::V,qashimoq,скрэбці
920,lecken::V,mijimoq,лізаць
921,beißen::V,tishlamoq,кусаць
922,abreißen::V,emirmoq,адарваць
923,abschneiden::V,cho'rt kesmoq,адрэзаць
924,binden::V,bog'lamoq,вязаць
925,stecken::V,suqmoq,уваткнуць
926,brechen::V,sindirmoq,зламаць
927,klopfen::V,dukurlamoq,стукаць
928,hauen::V,urmoq,біць
929,kleben::V,yopishtirmoq,клеіць
930,reiben::V,surkamoq,церці
931,streichen::V,surkamoq,намазаць
932,schleifen::V,qayramoq,тачыць
933,schneiden::V,kesmoq,рэзаць
934,rütteln::V,chayqamoq,хістаць
935,schütteln::V,chayqamoq,трэсці
936,schwenken::V,chayqatmoq,махаць
937,schütten::V,quymoq,наліць
938,füllen::V,to'ldirmoq,напоўніць
939,einwickeln::V,chulg'amoq,загарнуць
940,tragen::V,tashimoq,несці
941,schleppen::V,sudramoq,цягнуць
942,ziehen::V,tortmoq,цягнуць
943,aufbewahren::V,tutmoq,захоўваць
944,werfen::V,tashlamoq,кідаць
945,fangen::V,tutmoq,лавіць
946,packen::V,opqochmoq,схапіць
947,packen::V,opqochmoq,схваціць
948,verstecken::V,yashirmoq,схаваць
949,teilen::V,bo'lmoq,раздзяліць
950,schicken::V,yubormoq,пасылаць
951,bringen::V,keltirmoq,прынесці
952,hinzufügen::V,tirkamoq,дабавіць
953,bekommen::V,olmoq,дастаць
954,erhalten::V,olmoq,атрымаць
955,nehmen::V,olmoq,ўзяць
956,wählen::V,saylamoq,выбраць
957,auswählen::V,saylamoq,адабраць
958,bewahren::V,saqlamoq,захаваць
959,behindern::V,xalal bermoq,перашкаджаць
960,verderben::V,xazon qilmoq,сапсаваць
961,beschädigen::V,buzmoq,пашкодзіць
962,zerbrechen::V,sindirmoq,разбіць
963,zerreißen::V,yirtmoq,разадраць
964,zerstören::V,vayron qilmoq,разбурыць
965,verbrennen::V,kuydirmoq,спаліць
966,geben::V,bermoq,даць
967,reichen::V,bermoq,перадаць
968,schenken::V,sovg'a qilmoq,дарыць
969,versprechen::V,va'da bermoq,абяцаць
970,wünschen::V,orziqmoq,жадаць
971,loben::V,maqtamoq,хваліць
972,küssen::V,o'pmoq,цалаваць
973,wiegen::V,tebratmoq,гушкаць
974,wiegen::V,tebratmoq,калыхаць
975,zudecken::V,yopmoq,накрыць
976,wecken::V,uyg'otmoq,пабудзіць
977,zeigen::V,ko'rsatmoq,паказаць
978,führen::V,boshlik bo'lmoq,весці
979,lehren::V,o'rgatmoq,вучыць
980,unterrichten::V,dars bermoq,выкладаць
981,aufziehen::V,o'stirmoq,выхаваць
982,leiten::V,boshqarmoq,кіраваць
983,antreiben::V,shoshiltirmoq,падганяць
984,lassen::V,ruxsat bermoq,прымусіць
985,einladen::V,taklif kilmoq,запрасіць
986,vereinigen::V,qo'shmoq,абʼяднаць
987,besuchen::V,mehmonga bormoq,наведаць
988,treffen::V,duchor bo'lmoq,сустрэць
989,sich versammeln::V,to'planmoq,сабрацца
990,spielen::V,o'ynamoq,гуляць
991,singen::V,yalla qilmoq,пець
992,singen::V,yalla qilmoq,спяваць
993,tanzen::V,raqs qilmoq,танцаваць
994,sich trennen::V,yakkalanmoq,расстацца
995,verlassen::V,qoldirmoq,пакінуць
996,retten::V,qutqazmoq,выратаваць
997,bewachen::V,qo'rimoq,ахоўваць
998,schützen::V,yoniga olmoq,уберагаць
999,verteidigen::V,yoqlamoq,абараніць
1000,sich schlagen::V,yoqalashmoq,біцца
1001,sich schlagen::V,yoqalashmoq,драцца
1002,schießen::V,otmoq,страляць
1003,siegen::V,engmoq,перамагчы
1004,ärgern::V,jahl chiqarmoq,злаваць
1005,schlagen::V,urmoq,ударыць
1006,treten::V,tepmoq,штурхаць
1007,stechen::V,qadamoq,укалоць
1008,stoßen::V,turtmoq,папхнуць
1009,stehlen::V,o'g'rilamoq,украсці
1010,stören::V,tebratmoq,перашкодзіць
1011,belästigen::V,g'ashini keltirmoq,дакучаць
1012,verbergen::V,berkitmoq,скрыць
1013,verbergen::V,berkitmoq,схаваць
1014,täuschen::V,aldamoq,падмануць
1015,betrügen::V,tirriq qilmoq,змахляваць
1016,töten::V,o'ldirmoq,забіць
1017,wohnen::V,istiqomat qilmoq,жыць
1018,arbeiten::V,ishlamoq,працаваць
1019,sammeln::V,yig'moq,сабраць
1020,pflücken::V,termoq,зрываць
1021,jagen::V,ov qilmoq,паляваць
1022,fischen::V,baliq ovlamoq,рыбачыць
1023,fassen::V,ilinmoq,злавіць
1024,hüten::V,boqtirmoq,пасвіць
1025,treiben::V,haydamoq,гнаць
1026,anbinden::V,bog'lamoq,прывязаць
1027,füttern::V,edirmoq,карміць
1028,melken::V,sog'moq,даіць
1029,hacken::V,chopmoq,сячы
1030,gießen::V,oqizmoq,паліць
1031,reifen::V,qizarmoq,паспець
1032,zubereiten::V,pishirmoq,зварыць
1033,zubereiten::V,pishirmoq,згатаваць
1034,kochen::V,qaynatmoq,варыць
1035,backen::V,yopmoq,пячы
1036,braten::V,qovurmoq,смажыць
1037,umrühren::V,atalamoq,перамяшаць
1038,stricken::V,to'qimoq,вязаць
1039,nähen::V,tikmoq,шыць
1040,färben::V,bo'yoqlamoq,пафарбаваць
1041,reinigen::V,tozalamoq,ачысціць
1042,waschen::V,yuvmoq,мыць
1043,abwischen::V,surkamoq,выцерці
1044,spülen::V,chaymoq,паласкаць
1045,fegen::V,cho'tkalamoq,падмятаць
1046,kehren::V,supurmoq,месці
1047,baden::V,cho'milmoq,купацца
1048,sich waschen::V,yuvinmoq,мыцца
1049,ausziehen::V,echintirmoq,зняць
1050,anziehen::V,kiymoq,надзець
1051,sich anziehen::V,kiyinmoq,адзецца
1052,kämmen::V,taramoq,прычасаць
1053,schmücken::V,yasatmoq,аздобіць
1054,sagen::V,aytmoq,сказаць
1055,sprechen::V,so'zlamoq,гаварыць
1056,reden::V,gapirmoq,размаўляць
1057,sich unterhalten::V,suhbatlashmoq,гутарыць
1058,fragen::V,so'ramoq,спытаць
1059,bitten::V,iltimos qilmoq,прасіць
1060,erzählen::V,aytib bermoq,расказаць
1061,mitteilen::V,bildirmoq,паведаміць
1062,nennen::V,atamoq,назваць
1063,rufen::V,chaqirmoq,зваць
1064,prahlen::V,gerdaymoq,хваліцца
1065,übersetzen::V,tarjima qilmoq,перакласці
1066,denken::V,o'ylamoq,думаць
1067,glauben::V,ishonmoq,верыць
1068,bemerken::V,payqamoq,заўважыць
1069,erkennen::V,tanimoq,пазнаць
1070,begreifen::V,tushunmoq,спасцігнуць
1071,verstehen::V,anglamoq,пачуць
1072,lernen::V,o'qimoq,вучыцца
1073,wissen::V,bilmoq,знаць
1074,sich erinnern an::V,äsni tanimoq,памятаць
1075,vergessen::V,unutmoq,забыць
1076,messen::V,o'lchamoq,мераць
1077,zählen::V,raqamlamoq,лічыць
1078,rechnen::V,cho'tlamoq,лічыць
1079,lesen::V,o'qimoq,чытаць
1080,malen::V,rasm solmoq,маляваць
1081,zeichnen::V,chizmoq,рысаваць
1082,schreiben::V,yozmoq,пісаць
1083,besitzen::V,ägalamoq,мець
1084,kaufen::V,olmoq,купіць
1085,verkaufen::V,sotmoq,прадаць
1086,bezahlen::V,to'lamoq,заплаціць
1087,zahlen::V,to'lamoq,плаціць
1088,beherrschen::V,ägalamoq,уладаць
1089,beherrschen::V,ägalamoq,валодаць
1090,ertragen::V,chidamoq,выцерпець
