,Concept_ID,mdf,hr
813,alt[Lebewesen]::A,сире,star
814,jung::A,од,mlad
815,arm::A,а́шу,ubog
816,arm::A,а́шу,siromašan
817,reich::A,козя,bogat
818,bekannt::A,содаф,poznat
819,berühmt::A,содавикс,čuven
820,berühmt::A,содавикс,slavan
821,fremd::A,лия,tuđ
822,fremd::A,лия,stran
823,fremd::A,аф содаф,tuđ
824,fremd::A,аф содаф,stran
825,verschieden::A,аф фкя ла́цонь,razan
826,verschieden::A,аф фкя ла́цонь,različan
827,nah::A,мала,blizak
828,nah::A,аф ичкоздень,blizak
829,fern::A,и́чкоздень,dalek
830,fern::A,и́чкоздень,daljnji
831,fern::A,куна́рдонь,dalek
832,fern::A,куна́рдонь,daljnji
833,linker::A,кержи,lijevi
834,rechter::A,види,desni
835,anderer::A,лия,drugi
836,anderer::A,лия,drugačiji
837,erster::A,васенце,prvi
838,zweiter::A,омбоце,drugi
839,dritter::A,колмоце,treći
840,letzter::A,ме́кольце,zadnji
841,allein::ADV,ськамонза,sam
842,auf einmal::ADV,вихцок,istodobno
843,zusammen::ADV,марс,skupa
844,zusammen::ADV,марс,zajedno
845,zusammen::ADV,ма́рса,skupa
846,zusammen::ADV,ма́рса,zajedno
847,lange::ADV,кува́тьс,dugo
848,plötzlich::ADV,а́пак учт,naglo
849,plötzlich::ADV,а́пак учт,iznenada
850,sofort::ADV,тяникиге,odmah
851,später::ADV,ме́ле,kasnije
852,jetzt::ADV,тяни,sad
853,jetzt::ADV,тяни,sada
854,heute::ADV,тячи,danas
855,morgen::ADV,ва́нды,sutra
856,bald::ADV,курок,skoro
857,bald::ADV,курок,doskora
858,dann::ADV,меле,zatim
859,dann::ADV,сяда меле,zatim
860,gestern::ADV,ися́к,juče
861,gestern::ADV,ися́к,jučer
862,einst::ADV,весть,negda
863,einst::ADV,весть,nekada
864,einst::ADV,мзя́рда-бди,negda
865,einst::ADV,мзя́рда-бди,nekada
866,damals::ADV,эста,tada
867,damals::ADV,эста,onda
868,danach::ADV,меле,poslije
869,danach::ADV,меле,nakon toga
870,vorher::ADV,инголи,prije
871,vorher::ADV,инголи,prije toga
872,zuerst::ADV,ва́сенда,prvo
873,zuerst::ADV,ва́сенда,najprije
874,einmal::ADV,весть,jednom
875,einmal::ADV,весть,jedanput
876,manchmal::ADV,лия́ста,katkad
877,manchmal::ADV,лия́ста,katkada
878,manchmal::ADV,ко́ста-ко́ста,katkad
879,manchmal::ADV,ко́ста-ко́ста,katkada
880,oft::ADV,си́деста,često
881,immer::ADV,фалу,vazda
882,immer::ADV,фалу,uvijek
883,immer::ADV,най,vazda
884,immer::ADV,най,uvijek
885,niemals::ADV,аф мзя́рдонга,nikad
886,niemals::ADV,аф мзя́рдонга,nikada
887,hier::ADV,тяса,tu
888,hier::ADV,тяса,ovdje
889,hierhin::ADV,сей,amo
890,hierhin::ADV,сей,ovamo
891,hierhin::ADV,тяза,amo
892,hierhin::ADV,тяза,ovamo
893,von hier::ADV,тя́ста,odavde
894,dort::ADV,тоса,ondje
895,dorthin::ADV,тов,onamo
896,dorthin::ADV,тоза,onamo
897,geradeaus::ADV,ви́деста,ravno
898,vorwärts::ADV,и́нголи,naprijed
899,rückwärts::ADV,ме́ки,natrag
900,zurück::ADV,ме́ки,nazad
901,zurück::ADV,ме́ки,natrag
902,unten::ADV,ала,dolje
903,hinab::ADV,алу,nizbrdo
904,oben::ADV,вяре,gore
905,hinauf::ADV,вяри,uzbrdo
906,überall::ADV,се́мбе ва́стова,svuda
907,überall::ADV,се́мбе ва́стова,svagdje
908,nicht::ADV,аф,ne
909,ein wenig::ADV,аф лама,malo
910,kaum::ADV,а́ньцек,tek
911,kaum::ADV,а́ньцек,jedva
912,sehr::ADV,пяк,jako
913,sehr::ADV,пяк,veoma
914,so::ADV,ста́не,tako
915,so::ADV,ста́не,ovako
916,noch::ADV,нинге,još
917,nur::ADV,аньцек,samo
918,schon::ADV,ни,već
919,wieder::ADV,та́га,opet
920,wieder::ADV,та́га,ponovo
921,vergebens::ADV,стак,uzalud
922,vergebens::ADV,стак,zabadava
923,vor::PRP,инголе,pred
924,vor::PRP,инголе,ispred
925,hinter::PRP,фтала,za
926,hinter::PRP,фтала,iza
927,hinter::PRP,мельге,za
928,hinter::PRP,мельге,iza
929,unter::PRP,ала,pod
930,unter::PRP,ала,ispod
931,durch::PRP,пачк,po
932,durch::PRP,пачк,kroz
933,neben::PRP,ваксса,kraj
934,neben::PRP,ваксса,pored
935,neben::PRP,ваксса,pokraj
936,zwischen::PRP,ёткса,među
937,zwischen::PRP,ёткса,između
938,wegen::PRP,сюнеда,radi
939,wegen::PRP,сюнеда,zbog
940,dies::PRN,тя,ovo
941,das::PRN,ся,to
942,das::PRN,ся,ono
943,das::PRN,тона,to
944,das::PRN,тона,ono
945,alles::PRN,сембе,sve
946,ich::PRN,мон,ja
947,du::PRN,тон,ti
948,er::PRN,сон,on
949,wir::PRN,минь,mi
950,ihr::PRN,тинь,vi
951,sie::PRN,синь,oni
952,was::FPRN,мезе,što
953,wer::FPRN,кие,tko
954,wo::FADV,коса,gdje
955,wohin::FADV,ков,kuda
956,wohin::FADV,ков,kamo
957,wohin::FADV,коза,kuda
958,wohin::FADV,коза,kamo
959,wie::FADV,ко́да,kako
960,warum::FADV,мес,zašto
961,wieviel::FNUM,мзя́ра,koliko
962,eins::NUM,фкя,jedan
963,zwei::NUM,кафта,dva
964,drei::NUM,колма,tri
965,vier::NUM,ниле,četiri
966,fünf::NUM,вете,pet
967,sechs::NUM,кота,šest
968,sieben::NUM,сисем,sedam
969,acht::NUM,кафкса,osam
970,neun::NUM,ве́йхкса,devet
971,zehn::NUM,кемонь,deset
972,elf::NUM,кефкие,jedanaest
973,zwölf::NUM,кемгафтува,dvanaest
974,zwanzig::NUM,комсь,dvadeset
975,dreißig::NUM,колмогемонь,trideset
976,vierzig::NUM,нильге́монь,četrdeset
977,fünfzig::NUM,ве́дьгемонь,pedeset
978,sechzig::NUM,ко́дгемонь,šezdeset
979,siebzig::NUM,сизьге́монь,sedamdeset
980,achtzig::NUM,ка́фксогемонь,osamdeset
981,neunzig::NUM,ве́йхксогемонь,devetdeset
982,hundert::NUM,сяда,sto
983,tausend::NUM,тёжянь,tisuća
984,und::CNJ,и,i
985,und::CNJ,и,te
986,und::CNJ,дъ,i
987,und::CNJ,дъ,te
988,oder::CNJ,или,ili
989,oder::CNJ,али,ili
990,stehen::V,а́щемс стя́да,stajati
991,sitzen::V,ащемс озада,sjediti
992,liegen::V,ма́дозь а́щемс,ležati
993,hängen::V,нюрьгомс,visiti
994,werden::V,арамс,postati
995,werden::V,арамс,činiti se
996,werden::V,тиевомс,postati
997,werden::V,тиевомс,činiti se
998,passieren::V,лисэмс,desiti se
999,passieren::V,лисэмс,dogoditi se
1000,passieren::V,эвондамс,desiti se
1001,passieren::V,эвондамс,dogoditi se
1002,beginnen::V,ушедомс,početi
1003,enden::V,лоткамс,prestati
1004,enden::V,лоткамс,svršiti se
1005,wechseln::V,по́лафнемс,mijenjati se
1006,aufgehen[Sonne]::V,стямс,izići
1007,aufgehen[Sonne]::V,лисемс,izići
1008,untergehen[Sonne]::V,валгомс,zaći
1009,scheinen[Sonne]::V,ва́лдоптомс,sijati
1010,donnern::V,торамс,grmjeti
1011,wehen::V,уфа́мс,duhati
1012,strömen::V,шудемс,strujati
1013,fließen::V,шудемс,teći
1014,sich drehen::V,шаромс,obrtati se
1015,sich drehen::V,шаромс,vrtjeti se
1016,schwanken::V,якамс,teturati
1017,schwanken::V,якамс,kolebati se
1018,schwingen::V,люксемс,njihati
1019,schwingen::V,люксемс,titrati
1020,schwingen::V,нюрьсемс,njihati
1021,schwingen::V,нюрьсемс,titrati
1022,fallen::V,прамс,padati
1023,fallen::V,прашендомс,padati
1024,brennen::V,паломс,gorjeti
1025,rauchen::V,качадомс,dimiti se
1026,regnen::V,пиземс,kišiti
1027,regnen::V,пиземс,daždjeti
1028,gefrieren::V,эйндамс,smrznuti se
1029,gefrieren::V,кельмомс,smrznuti se
1030,tauen::V,соламс,kopnjeti
1031,tauen::V,соламс,kraviti se
1032,schmelzen::V,соламс,topiti se
1033,trocknen::V,коськомс,sušiti se
1034,sieden::V,лакамс,kipjeti
1035,sieden::V,лакамс,ključati
1036,faulen::V,наксадомс,gnjiti
1037,verfaulen::V,наксадомс,sagnjiti
1038,reißen::V,сязевомс,otrgnuti se
1039,versinken::V,ваямс,tonuti
1040,versinken::V,ваямс,propasti
1041,vergehen::V,ётамс,prolaziti
1042,erscheinen::V,эвондамс,pojaviti se
1043,verschwinden::V,юма́мс,nestati
1044,verschwinden::V,юма́мс,izgubiti se
1045,sinken::V,валгомс,trgnuti
1046,sinken::V,валгомс,spustiti se
1047,abnehmen::V,киремс,opasti
1048,zunehmen::V,ламокстомс,povećati se
1049,zunehmen::V,рашнемс,povećati se
1050,steigen::V,кеподемс,uzići
1051,steigen::V,кеподемс,nadoći
1052,wachsen::V,касомс,rasti
1053,glänzen::V,цинзелдомс,blistati
1054,glänzen::V,цинзелдомс,sjati se
1055,glänzen::V,цифордомс,blistati
1056,glänzen::V,цифордомс,sjati se
1057,funkeln::V,ци́фтордомс,svjetlucati
1058,lärmen::V,жалнамс,bučati
1059,lärmen::V,жалнамс,galamiti
1060,läuten::V,гайфтемс,zvoniti
1061,klingeln::V,гайфтемс,zvoniti
1062,klirren::V,ка́нзеркшнемс,zvečati
1063,brausen::V,жоледемс,hujati
1064,rauschen::V,вжнамс,šumiti
1065,rauschen::V,вжнамс,šuškati
1066,rauschen::V,гамнамс,šumiti
1067,rauschen::V,гамнамс,šuškati
1068,klingen::V,кайгомс,zvučati
1069,bellen::V,ува́мс,lajati
1070,heulen::V,сувомс,zavijati
1071,heulen::V,урнамс,zavijati
1072,blasen::V,уфа́мс,puhati
1073,pfeifen::V,вяшкомс,fućkati
1074,schreien::V,пешкодомс,vikati
1075,schreien::V,пешкодомс,kričati
1076,stöhnen::V,куфцемс,stenjati
1077,zittern::V,таромс,drhtati
1078,zittern::V,таромс,trepetati
1079,leben::V,эрямс,živjeti
1080,geboren werden::V,шачемс,roditi se
1081,atmen::V,ажнамс,disati
1082,trinken::V,симомс,piti
1083,essen::V,ярхцамс,jesti
1084,schlucken::V,нилемс,gutati
1085,müde werden::V,сиземс,umoriti se
1086,einschlafen::V,матодовомс,usnuti
1087,einschlafen::V,матодовомс,zaspati
1088,schlafen::V,удомс,spati
1089,aufwachen::V,съргоземс,probuditi se
1090,aufstehen::V,стямс,ustati
1091,sich erholen::V,ваймосемс,odmoriti se
1092,krank werden::V,сярядькстомс,oboljeti se
1093,krank werden::V,сярядькстомс,razboljeti se
1094,krank sein::V,сярядемс,bolovati
1095,schmerzen::V,сярядемс,boljeti
1096,husten::V,козомс,kašljati
1097,genesen::V,пъ́чкамс,ozdraviti
1098,genesen::V,пъ́чкамс,oporaviti se
1099,sterben::V,куломс,umrijeti
1100,umkommen::V,юма́мс,skapati
1101,sich bewegen::V,шаштомс,gibati se
1102,sich bewegen::V,шаштомс,kretati se
1103,sich rühren::V,сърхка́мс,maknuti se
1104,sich erheben::V,стямс,dići se
1105,sich setzen::V,озамс,sjesti
1106,hinfallen::V,прамс,pasti
1107,hinfallen::V,сяворемс,pasti
1108,laufen::V,якамс,hodati
1109,schreiten::V,молемс,stupati
1110,schreiten::V,аськолямс,stupati
1111,spazierengehen::V,якамс,šetati se
1112,eilen::V,эряскодомс,hitati
1113,sich beeilen::V,эряскодомс,požuriti se
1114,sausen::V,лиемс,juriti
1115,rennen::V,арнемс,trčati
1116,springen::V,комотнемс,skakati
1117,klettern::V,ку́цемс,popeti se
1118,klettern::V,ку́цемс,penjati se
1119,schaukeln::V,нюрямс,ljuljati se
1120,kriechen::V,шаштомс комада,puzati
1121,kriechen::V,шаштомс комада,gmizati
1122,schwimmen::V,уемс,plivati
1123,tauchen::V,юпиемс,roniti
1124,tauchen::V,юпиемс,gnjuriti
1125,tauchen::V,чёпафнемс,roniti
1126,tauchen::V,чёпафнемс,gnjuriti
1127,rudern::V,па́немс ве́неж,veslati
1128,fahren::V,ардомс,voziti se
1129,fliegen::V,лиемс,letjeti
1130,fliegen::V,лиемс,lijetati
1131,gehen::V,молемс,ići
1132,weggehen::V,тумс,otići
1133,abfahren::V,тумс,krenuti
1134,abfahren::V,тумс,otputovati
1135,anhalten::V,лоткамс,stati
1136,anhalten::V,лоткамс,zaustaviti
1137,hineingehen::V,сува́мс,ulaziti
1138,eintreten::V,сува́мс,ući
1139,kommen::V,самс,doći
1140,ankommen::V,самс,stići
1141,ankommen::V,пачкодемс,stići
1142,zurückkommen::V,мърдамс,vratiti se
1143,zurückkommen::V,мърдамс,povratiti se
1144,bleiben::V,иля́домс,ostati
1145,warten::V,учемс,čekati
1146,erwarten::V,учемс,očekivati
1147,suchen::V,вешемс,tražiti
1148,finden::V,мумс,naći
1149,versuchen::V,варчсемс,pokušati
1150,vorbereiten::V,анокламс,spremiti
1151,vorbereiten::V,анокламс,pripremiti
1152,lieben::V,кельгомс,voljeti
1153,mögen::V,кельгомс,voljeti
1154,lachen::V,рахамс,smijati se
1155,lachen::V,рахсемс,smijati se
1156,rühren::V,токамс седи,taknuti
1157,weinen::V,авардемс,plakati
1158,schimpfen::V,сюцемс,psovati
1159,sich ärgern::V,кяжиямс,ljutiti se
1160,sich fürchten::V,пелемс,bojati se
1161,fürchten::V,пелемс,bojati se
1162,fliehen::V,ворьгодемс,pobjeći
1163,flüchten::V,ша́домс,utjeći
1164,flüchten::V,во́рьгодемс,utjeći
1165,sehen::V,няемс,vidjeti
1166,anschauen::V,ваномс,ogledati
1167,ansehen::V,ваномс,gledati
1168,hören::V,марямс,čuti
1169,zuhören::V,ку́лхдоньомс,slušati
1170,probieren::V,варжамс,probati
1171,riechen::V,никса́мс,osjećati miris
1172,fühlen::V,марямс,osjećati
1173,scheinen::V,ня́евомс,činiti se
1174,zu sehen sein::V,ня́евомс,biti vidljiv
1175,vernehmen::V,марямс,saznati
1176,frieren::V,паломс,zima je
1177,frieren::V,кельмомс,zima je
1178,tun::V,тиемс,raditi
1179,können::V,маштомс,moći
1180,wollen::V,-не-,htjeti
1181,anfangen::V,ушедомс,početi
1182,beenden::V,аде́ламс,svršiti
1183,beenden::V,аде́ламс,dovršiti
1184,aufhören::V,лоткамс,prestati
1185,gelingen::V,удалакшнемс,uspjeti
1186,geraten::V,лисемс,desiti se
1187,öffnen::V,панжемс,otvoriti
1188,schließen::V,сёлгомс,zatvoriti
1189,stellen::V,путомс,metnuti
1190,stellen::V,путомс,postaviti
1191,setzen::V,озафнемс,posaditi
1192,setzen::V,озавтнемс,posaditi
1193,legen::V,путомс,polagati
1194,berühren::V,токамс,doticati
1195,berühren::V,токамс,dodirivati
1196,verbinden::V,сотомс,spojiti
1197,verbinden::V,сотомс,zavezati
1198,bedecken::V,комачамс,pokriti
1199,bedecken::V,вельхтямс,pokriti
1200,aufhängen::V,повфтамс,objesiti
1201,anzünden::V,крьвя́стемс,upaliti
1202,anzünden::V,крьвя́стемс,zapaliti
1203,aufheben::V,кеподемс,podići
1204,aufheben::V,кеподемс,podignuti
1205,aufheben::V,касфтомс,podići
1206,aufheben::V,касфтомс,podignuti
1207,zurücklassen::V,ка́домс,ostaviti
1208,zurücklassen::V,ка́домс,pustiti natrag
1209,verlieren::V,юма́фтомс,izgubiti
1210,fallen lassen::V,прафтомс,ispustiti
1211,machen::V,тиемс,uraditi
1212,machen::V,тиемс,načiniti
1213,machen::V,тиемс,napraviti
1214,herstellen::V,анокламс,proizvesti
1215,bauen::V,путомс,graditi
1216,reparieren::V,петемс,popraviti
1217,verbessern::V,цебярьгофтомс,poboljšati
1218,ändern::V,полафтомс,promijeniti
1219,graben::V,шу́вомс,kopati
1220,graben::V,шу́вомс,kopkati
1221,graben::V,та́ргамс,kopati
1222,graben::V,та́ргамс,kopkati
1223,beugen::V,мяндемс,saviti
1224,biegen::V,комафтомс,saviti
1225,biegen::V,комафтомс,sagnuti
1226,drehen::V,шо́вамс,vrtjeti
1227,drehen::V,ша́рфнемс,vrtjeti
1228,wenden::V,ша́рфтомс,obrnuti
1229,umdrehen::V,шарфтомс,okrenuti
1230,umdrehen::V,шарфтомс,prevŕnuti
1231,heben::V,ке́подемс,dizati
1232,hochheben::V,ке́подемс,dignuti
1233,hochheben::V,ка́сфтомс,dignuti
1234,ergreifen::V,фатямс,uhvatiti
1235,ergreifen::V,фатямс,prihvatiti
1236,halten::V,кирдемс,držati
1237,drücken::V,люпшта́мс,pritiskivati
1238,schieben::V,шашфтомс,gurati
1239,kratzen::V,а́нгорямс,česati
1240,kratzen::V,а́нгорямс,grepsti
1241,kratzen::V,киськоря́мс,česati
1242,kratzen::V,киськоря́мс,grepsti
1243,lecken::V,нолсемс,lizati
1244,beißen::V,сускомс,ujesti
1245,beißen::V,сускомс,gristi
1246,abreißen::V,сяземс,otkinuti
1247,abschneiden::V,керомс,odrezati
1248,binden::V,сотомс,vezati
1249,stecken::V,сялгомс,turiti
1250,brechen::V,си́ннемс,slomiti
1251,brechen::V,ка́лафтомс,slomiti
1252,klopfen::V,чакамс,lupati
1253,klopfen::V,чакамс,kucati
1254,klopfen::V,чакиемс,lupati
1255,klopfen::V,чакиемс,kucati
1256,hauen::V,шавомс,tući
1257,hauen::V,шавомс,udarati
1258,hauen::V,пиксомс,tući
1259,hauen::V,пиксомс,udarati
1260,kleben::V,пе́тфнемс,lijepiti
1261,reiben::V,шо́вамс,trti
1262,streichen::V,вадемс,namazati
1263,schleifen::V,шо́вамс,brusiti
1264,schneiden::V,керомс,rezati
1265,rütteln::V,та́рфтомс,drmati
1266,schütteln::V,шука́демс,tresti
1267,schwenken::V,яфодемс,mahati
1268,schütten::V,каямс,sipati
1269,schütten::V,каямс,lijevati
1270,schütten::V,нюрьхтя́мс,sipati
1271,schütten::V,нюрьхтя́мс,lijevati
1272,füllen::V,пяшкодемс,napuniti
1273,einwickeln::V,тапардамс,umotati
1274,einwickeln::V,тапардамс,zamotati
1275,tragen::V,кандомс,nositi
1276,schleppen::V,ускомс,tegliti
1277,ziehen::V,ускомс,vući
1278,aufbewahren::V,ванфтомс,čuvati
1279,werfen::V,ёрямс,bacati
1280,fangen::V,кунда́мс,loviti
1281,fangen::V,кунда́мс,hvatati
1282,packen::V,фатямс,ščepati
1283,packen::V,фатямс,zgrabiti
1284,verstecken::V,кяшемс,sakriti
1285,teilen::V,явомс,podijeliti
1286,schicken::V,кучемс,slati
1287,bringen::V,кандомс,donijeti
1288,bringen::V,пачфтемс,donijeti
1289,hinzufügen::V,пу́томс та́га,dodati
1290,hinzufügen::V,пу́томс та́га,pridati
1291,hinzufügen::V,ма́ксомс та́га,dodati
1292,hinzufügen::V,ма́ксомс та́га,pridati
1293,bekommen::V,сявомс,dobiti
1294,erhalten::V,сявомс,primiti
1295,nehmen::V,сявомс,uzeti
1296,wählen::V,ко́чкамс,izabrati
1297,auswählen::V,кочкамс,odabrati
1298,bewahren::V,ванфтомс,sačuvati
1299,behindern::V,шорямс,smetati
1300,verderben::V,коламс,pokvariti
1301,verderben::V,гастямс,pokvariti
1302,beschädigen::V,тиендемс зиян,oštetiti
1303,zerbrechen::V,тапамс,razbiti
1304,zerbrechen::V,тапамс,prelomiti
1305,zerreißen::V,сяземс,poderati
1306,zerreißen::V,сяземс,rastrgnuti
1307,zerstören::V,ка́лафтомс,razoriti
1308,zerstören::V,ка́лафтомс,razrušiti
1309,verbrennen::V,пълхта́мс,spaliti
1310,verbrennen::V,пълхта́мс,sagorjeti
1311,geben::V,ма́ксомс,dati
1312,reichen::V,максомс,pružiti
1313,schenken::V,каземс,darivati
1314,versprechen::V,ма́ксомс вал,obećati
1315,wünschen::V,арьсемс,željeti
1316,loben::V,шна́мс,hvaliti
1317,küssen::V,палсемс,ljubiti
1318,wiegen::V,нюря́фтомс,njihati
1319,wiegen::V,нюря́фтомс,ljuljati
1320,zudecken::V,вельхтямс,pokriti
1321,wecken::V,стя́фтомс,probuditi
1322,wecken::V,съ́ргозьфтемс,probuditi
1323,zeigen::V,няфтемс,pokazati
1324,führen::V,вятемс,voditi
1325,lehren::V,тонафтомс,učiti
1326,unterrichten::V,тонафтомс,poučiti
1327,aufziehen::V,касфтомс,uzgajati
1328,leiten::V,вятемс,upravljati
1329,antreiben::V,вятемс,natjeravati
1330,lassen::V,кошардомс,dati
1331,einladen::V,тердемс,pozvati
1332,einladen::V,серьгядемс,pozvati
1333,vereinigen::V,пуроптомс,ujediniti
1334,vereinigen::V,кочкамс марса,ujediniti
1335,besuchen::V,варжамс,posjetiti
1336,treffen::V,васьфтомс,sresti
1337,sich versammeln::V,кочкавомс,okupiti se
1338,spielen::V,налхксемс,igrati se
1339,singen::V,морамс,pjevati
1340,tanzen::V,кштимс,plesati
1341,sich trennen::V,явомс,razići se
1342,verlassen::V,кадондомс,ostaviti
1343,verlassen::V,кадондомс,napustiti
1344,retten::V,идемс,spasiti
1345,retten::V,араламс,spasiti
1346,bewachen::V,ваномс,čuvati
1347,bewachen::V,ваномс,stražariti
1348,schützen::V,а́раламс,čuvati
1349,verteidigen::V,а́раламс,obraniti
1350,sich schlagen::V,тюремс,biti se
1351,sich schlagen::V,тюремс,udariti se
1352,schießen::V,ляцемс,pucati
1353,schießen::V,ляцемс,strijeljati
1354,siegen::V,сяськомс,pobijediti
1355,ärgern::V,кяжияфтомс,ljutiti
1356,schlagen::V,токамс,biti
1357,schlagen::V,токамс,udariti
1358,treten::V,тапамс,šutnuti
1359,stechen::V,пупамс,ubosti
1360,stechen::V,сялгомс,ubosti
1361,stoßen::V,тостядемс,gurnuti
1362,stehlen::V,саламс,ukrasti
1363,stören::V,шорсемс,smetati
1364,belästigen::V,токсамс,smetati
1365,belästigen::V,токсамс,dosaditi
1366,belästigen::V,аф кадомс ваймама,smetati
1367,belästigen::V,аф кадомс ваймама,dosaditi
1368,verbergen::V,кяшемс,skriti
1369,täuschen::V,васькафтомс,obmanuti
1370,täuschen::V,кяльготнемс,obmanuti
1371,betrügen::V,васькафнемс,prevarati
1372,töten::V,шавомс,ubiti
1373,töten::V,аде́ламс,ubiti
1374,wohnen::V,эрямс,stanovati
1375,arbeiten::V,покодемс,raditi
1376,sammeln::V,кочкамс,sabrati
1377,sammeln::V,пу́роптомс,sabrati
1378,pflücken::V,фатнемс,ubrati
1379,pflücken::V,нотфнемс,ubrati
1380,jagen::V,кунда́мс,loviti
1381,fischen::V,калонь кунда́мс,ribati
1382,fischen::V,калонь кунда́мс,loviti ribu
1383,fassen::V,кунда́мс,uloviti
1384,hüten::V,ваномс,pasti
1385,treiben::V,панемс,goniti
1386,anbinden::V,сотомс,privezati
1387,füttern::V,трямс,hraniti
1388,füttern::V,а́ндомс,hraniti
1389,melken::V,потямс,musti
1390,hacken::V,лазондомс,sjeckati
1391,gießen::V,валомс,politi
1392,reifen::V,кенеремс,sazreti
1393,zubereiten::V,анокламс,prigotoviti
1394,kochen::V,пидемс,kuhati
1395,backen::V,пидемс,peći
1396,braten::V,пуштомс,peći
1397,braten::V,пуштомс,pržiti
1398,umrühren::V,шорямс,promiješati
1399,stricken::V,кодамс,plesti
1400,nähen::V,стамс,šiti
1401,färben::V,а́рхтомс,obojiti
1402,reinigen::V,ва́ткамс,očistiti
1403,reinigen::V,ва́ткамс,počistiti
1404,reinigen::V,а́роптомс,očistiti
1405,reinigen::V,а́роптомс,počistiti
1406,waschen::V,муськомс,prati
1407,abwischen::V,нардамс,otrti
1408,spülen::V,оргалдомс,isprati
1409,spülen::V,оргалдомс,oplakati
1410,fegen::V,тяемс,mesti
1411,fegen::V,тяемс,pomesti
1412,kehren::V,тяемс,mesti
1413,baden::V,э́шелямс,kupati se
1414,sich waschen::V,штамс,umiti se
1415,sich waschen::V,штамс,prati se
1416,ausziehen::V,кайсефтемс,svući
1417,anziehen::V,ща́фтомс,obući
1418,sich anziehen::V,щамс,obući se
1419,kämmen::V,се́ендемс,češljati
1420,schmücken::V,на́ряжамс,uresiti
1421,schmücken::V,на́ряжамс,nakititi
1422,schmücken::V,ма́зоптомс,uresiti
1423,schmücken::V,ма́зоптомс,nakititi
1424,sagen::V,азомс,reći
1425,sagen::V,азомс,kazati
1426,sagen::V,мярьгомс,reći
1427,sagen::V,мярьгомс,kazati
1428,sprechen::V,корхтамс,govoriti
1429,reden::V,корхнемс,govoriti
1430,reden::V,корхнемс,besjediti
1431,sich unterhalten::V,корхнемс,razgovarati se
1432,fragen::V,ки́зефтемс,pitati
1433,bitten::V,а́намс,moliti
1434,bitten::V,ве́шемс,moliti
1435,erzählen::V,а́зондомс,ispričati
1436,erzählen::V,а́зондомс,pripovjediti
1437,mitteilen::V,азомс,saopćiti
1438,nennen::V,лемдемс,nazvati
1439,nennen::V,путомс лем,nazvati
1440,rufen::V,серьгядемс,zvati
1441,rufen::V,серьгядемс,dozvati
1442,prahlen::V,шна́фтомс пря́,hvalisati se
1443,übersetzen::V,ётафтомс,prevesti
1444,denken::V,арьсемс,misliti
1445,glauben::V,кемамс,vjerovati
1446,bemerken::V,ня́емс,zapaziti
1447,bemerken::V,ня́емс,primijetiti
1448,erkennen::V,содамс,prepoznati
1449,begreifen::V,сатомс,pojmiti
1450,begreifen::V,сатомс,shvatiti
1451,verstehen::V,шарьхкодемс,razabrati
1452,lernen::V,тонафнемс,učiti se
1453,wissen::V,со́дамс,znati
1454,sich erinnern an::V,лятфтамс,sjetiti se
1455,vergessen::V,юкстамс,zaboraviti
1456,messen::V,ункснемс,mjeriti
1457,zählen::V,лу́вомс,brojiti
1458,zählen::V,а́рьсемс,brojiti
1459,rechnen::V,лувомс,računati
1460,lesen::V,лувомс,čitati
1461,lesen::V,морафтомс,čitati
1462,malen::V,рисова́ндамс,slikati
1463,zeichnen::V,рисова́ндамс,crtati
1464,schreiben::V,сёрмадомс,pisati
1465,besitzen::V,улемс азоркс,imati
1466,besitzen::V,улемс азоркс,posjedovati
1467,kaufen::V,рамамс,kupiti
1468,verkaufen::V,мимс,prodati
1469,verkaufen::V,мимс,raspačati
1470,bezahlen::V,пандомс,platiti
1471,zahlen::V,па́ндомс,plaćati
1472,beherrschen::V,азорондамс,vladati
1473,beherrschen::V,азорондамс,gospodariti
1474,ertragen::V,кирдемс,trpjeti
1475,ertragen::V,кирдемс,podnijeti
1476,Netz::N,,mreža
