,Concept_ID,cv,ko
333,Rand::N,хӗрри,가
334,Kante::N,хайкача,귀퉁
335,Kante::N,хысак,귀퉁
336,Ecke::N,кӗтес,구석
337,Spitze::N,вӗҫ,끝
338,Spitze::N,вӗҫ,참단
339,Ende::N,вӗҫ,말당
340,Loch::N,шӑтӑк,빙옷
341,Winkel::N,кӗтес,각도
342,Muster::N,эреш,본
343,Muster::N,эреш,견복
344,Größe::N,пысӑкӑш,신장
345,Länge::N,вӑрӑмӑш,길이긺
346,Höhe::N,ҫӳллӗш,높이
347,Gewicht::N,виҫе,추
348,Gewicht::N,йывӑрӑш,추
349,Menge::N,йыш,수양
350,Haufen::N,купа,퇴적
351,Reihe::N,рет,열
352,Boot::N,кимӗ,보트
353,Ruder::N,кӗсмен,노
354,Schlitten::N,ҫуна,썰매
355,Ski::N,йӗлтӗр,스키
356,Lagerfeuer::N,вут,캠프의 모닥불
357,Lagerfeuer::N,кӑвайт,캠프의 모닥불
358,Last::N,сулмаклӑх,무거운짐
359,Last::N,йывӑр япала,무거운짐
360,Gang::N,куҫӑм,걸음
361,Schritt::N,утӑм,보조
362,Schritt::N,пусӑм,보조
363,Norden::N,ҫурҫӗр,북쪽 
364,Süden::N,кӑнтӑр,남쪽
365,Westen::N,анӑҫ,서쪽
366,Westen::N,хӗвел анӑҫ,서쪽
367,Osten::N,хӗвел тухӑҫ,동쪽
368,Holz::N,йывӑҫ,목재
369,Brett::N,хӑма,마루널
370,Platte::N,плита,탤
371,Platte::N,плита,금속판
372,Stütze::N,ура,버팀목
373,Stange::N,шерте,장대
374,Stock::N,патак,막대기
375,Stab::N,шӑчӑ,작대기
376,Rohr::N,пӑрӑх,갈대
377,Haus::N,ҫурт,집
378,Heim::N,кил,집
379,Ofen::N,кӑмака,아궁이
380,Fußboden::N,урай,마루
381,Tisch::N,сӗтел,탁자
382,Stuhl::N,пукан,의자
383,Wiege::N,сӑпка,발상지
384,Bett::N,кравать,침대
385,Regal::N,ҫӳлӗк,서가
386,Regal::N,сентре,서가
387,Kiste::N,ещӗк,짐궤
388,Kiste::N,сунтӑх,짐궤
389,Fenster::N,чӳрече,눔
390,Tür::N,алӑк,문
391,Tor::N,хапха,대문
392,Zaun::N,хӳме,담장
393,Dach::N,тӑрӑ,지붕
394,Leiter::N,пусма,사닥다리
395,Besen::N,шӑпӑр,비
396,Spaten::N,кӗреҫе,가래
397,Schaufel::N,кӗреҫе,삽
398,Gabel::N,вилка,갈래
399,Löffel::N,кашӑк,숟가락
400,Messer::N,ҫӗҫӗ,나이프
401,Nagel::N,пӑта,발툽
402,Netz::N,тетел,그물
403,Haken::N,йӑрхах,갈고리
404,Haken::N,ҫекӗл,갈고리
405,Griff::N,хӑлӑп,움켜쥠
406,Schloss::N,ҫӑра,자물쇠
407,Bild::N,сӑн,그림
408,Bild::N,сӑнлӑх,그림
409,Bild::N,картина,그림
410,Figur::N,кӗлетке,몸메
411,Puppe::N,пукане,인형
412,Beutel::N,михӗ,클
413,Bündel::N,ҫыхӑ,자근다발
414,Bündel::N,тӗрке,자근다발
415,Tasche::N,сумка,가방
416,Eimer::N,витре,동이
417,Deckel::N,хупӑ,뚜껑
418,Geschirr::N,савӑт-сапа,식시
419,Sack::N,михӗ,조갑
420,Tasse::N,курка,차잔
421,Topf::N,кастрюль,단지
422,Kessel::N,хуран,주전자
423,Essen::N,апат,먹기
424,Nahrung::N,апат-ҫимӗс,식료
425,Speise::N,апат,음식물
426,Speise::N,ҫимӗҫ,음식물
427,Fleisch::N,аш,고기
428,Fleisch::N,какай,고기
429,Getreide::N,тырӑ,곡물
430,Brei::N,пӑтӑ,젤리
431,Brot::N,ҫӑкӑр,빵
432,Scheibe::N,чӗлӗ,원반
433,Scheibe::N,касӑк,원반
434,Fett::N,ҫу,기름
435,Butter::N,ҫу,버터
436,Öl::N,ҫу,올리브유
437,Salz::N,тӑвар,소금
438,Suppe::N,яшка,국
439,Suppe::N,яшка,수프
440,Honig::N,пыл,감미
441,Milch::N,сӗт,유즙
442,Tee::N,чей,차
443,Leder::N,сӑран,가죽
444,Wolle::N,ҫӑм,양털
445,Stoff::N,тӗртӗм,패료
446,Nadel::N,йӗп,바늘
447,Faden::N,ҫип,콘실
448,Knopf::N,тӳме,단추
449,Knoten::N,йӑлӑ,곁절
450,Farbe::N,сӑрӑ,색
451,Kleidung::N,тум,옷입기
452,Kleidung::N,ҫипуҫ,옷입기
453,Kleidung::N,тум-тир,옷입기
454,Hemd::N,кӗпе,속옷
455,Kragen::N,ҫуха,깃
456,Ärmel::N,ҫанӑ,소매
457,Hose::N,шӑлавар,바지
458,Gürtel::N,пиҫиххи,밴드
459,Mütze::N,ҫӗлӗк,모자
460,Schuh::N,пушмак,구두
461,Schuh::N,ботинок,구두
462,Stiefel::N,атӑ,장화
463,Ring::N,ҫӗрӗ,고리
464,Band::N,хаю,리본
465,Band::N,йӗсме,리본
466,Kamm::N,тура,빗
467,Spiegel::N,тӗкӗр,거울
468,Spiegel::N,куҫ кӗски,거울
469,Riemen::N,чӗн,가죽끈
470,Schnur::N,кантра,밧줄
471,Leine::N,касмӑк,고삐줄
472,Decke::N,утиял,이부자리
473,Kissen::N,ҫытар,깔개
474,Kissen::N,минтер,깔개
475,Tuch::N,тутӑр,천
476,Handtuch::N,ал шӑлли,수건
477,Kraft::N,вӑй,세력
478,Kraft::N,хӑват,세력
479,Stärke::N,хал,힘
480,Stärke::N,хӑват,힘
481,Gesundheit::N,хал,위생
482,Gesundheit::N,сывлӑх,위생
483,Krankheit::N,чир,병
484,Schmerz::N,ырату,아픔고통
485,Wunde::N,суран,상처
486,Fieber::N,сив чир,열별
487,Arznei::N,эмел,약
488,Brücke::N,кӗпер,교량
489,Brunnen::N,ҫӑл,원천
490,Brunnen::N,пусӑ,원천
491,Weide::N,ҫаран,목장
492,Pfad::N,йӗр,좁은길
493,Pfad::N,сукмак,좁은길
494,Weg::N,ҫул,길
495,Weg::N,ҫул-йӗр,길
496,Straße::N,ҫӳрев,길
497,Straße::N,ҫул ҫӳрени,길
498,Dorf::N,ял,촌
499,Dorf::N,ял,촌락
500,Stadt::N,хула,도시
501,Brief::N,ҫыру,서한
502,Buch::N,кӗнеке,책
503,Buchstabe::N,сас палли,문자
504,Zeitung::N,хаҫат,신문
505,Leben::N,пурнӑҫ,삶
506,Tod::N,вилӗм,죽음
507,Grab::N,масар шӑтӑкӗ,무덤
508,Kirche::N,чиркӳ,교회
509,Sünde::N,ҫылӑх,부정
510,Gott::N,турӑ,하느님
511,Arbeiter::N,рабочи,일하는사람
512,Chef::N,пуҫлӑх,사장
513,Meister::N,ӑста,명인
514,Meister::N,ӑста,대가
515,Meister::N,мастер,명인
516,Meister::N,мастер,대가
517,Arzt::N,врач,의사
518,Arzt::N,тухтӑр,의사
519,Lehrer::N,учитель,교사
520,Lehrer::N,вӗрентекен,교사
521,Geld::N,укҫа,돈
522,Geschäft::N,бизнес,일
523,Laden::N,магазин,가게
524,Preis::N,хак,가격
525,Ware::N,тавар,상품
526,Nutzen::N,пайта,이익
527,Reichtum::N,мул,많음
528,Welt::N,тӗнче,세상
529,Land::N,ҫӗр-шыв,지방
530,Staat::N,патшàлӑх,국가
531,König::N,король,국왕
532,Macht::N,власть,힘
533,Grenze::N,чикӗ,국경
534,Krieg::N,вӑрҫӑ,전쟁
535,Feind::N,тӑшман,적
536,Gewalt::N,ирӗксӗрлӳ,권력
537,Kampf::N,кӗрешӳ,전투
538,Bogen[Waffe]::N,ухӑ,활
539,Pfeil::N,ҫӗмрен,화살
540,Pfeil::N,ухӑ йӗппи,화살
541,Gewehr::N,пӑшал,무기
542,Fehler::N,йӑнӑш,오류
543,Lüge::N,суя,거짓말
544,Lüge::N,ултав,거짓말
545,Schaden::N,сиен,손상
546,Unglück::N,шар,불행
547,Unglück::N,инкек,불행
548,Schuld::N,айӑп,부채
549,Alter::N,ҫул шучӗ,연령
550,Schluss::N,пӗтни,마감
551,Schluss::N,пӗтмӗш,마감
552,Zeit::N,вӑхӑт,때
553,Zeit::N,вӑхӑт,시간
554,Tag::N,кун,하루
555,Morgen::N,ир,이침
556,Mittag::N,кӑнтӑрла,대낮
557,Abend::N,каҫ,저녁
558,Nacht::N,каҫ,밤
559,Woche::N,эрне,근무일
560,Monat::N,уйӑх,달
561,Jahr::N,ҫулталӑк,해
562,Frühling::N,ҫур,봄
563,Frühling::N,ҫуркунне,봄
564,Sommer::N,ҫу,여름
565,Sommer::N,ҫулла,여름
566,Herbst::N,кӗр,가을
567,Herbst::N,кӗркунне,가을
568,Winter::N,хӗл,겨울
569,Winter::N,хӗлле,겨울
570,Januar::N,январь,일월
571,Februar::N,февраль,이월
572,Februar::N,кӗҫӗн кӑрлач,이월
573,März::N,март,삼월
574,März::N,пуш уйӑхӗ,삼월
575,April::N,апрель,사월
576,Mai::N,май,오월
577,Juni::N,июнь,유월
578,Juli::N,июль,칠월
579,August::N,август,팔월
580,September::N,сентябрь,구월
581,September::N,авӑн уйӑхӗ,구월
582,Oktober::N,октябрь,시월
583,November::N,ноябрь,십일월
584,Dezember::N,раштав,십이월
585,Dezember::N,декабрь,십이월
586,Montag::N,тунти кун,월요일
587,Dienstag::N,ытлари кун,화요일
588,Mittwoch::N,юн кун,수요일
589,Donnerstag::N,кӗҫнерни кун,모교일
590,Freitag::N,эрне кун,그묘일
591,Samstag::N,шӑмат кун,토요일
592,Sonntag::N,вырсарни кун,일요일
593,groß::A,пысӑк,큰
594,klein::A,пӗчӗк,자근
595,lang::A,вӑрӑм,긴
596,kurz::A,кӗске,짧은
597,breit::A,сарлака,넓은
598,schmal::A,ансӑр,좁은
599,dicht::A,йӑвӑ,농밀한
600,dick[Gegenstand]::A,хулӑн,두꺼운
601,dünn::A,ҫинҫе,얇은
602,dünn::A,ҫӳхе,얇은
603,fein::A,тарай,미세한
604,fein::A,вӗлтӗрти,미세한
605,fest::A,тӗреклӗ,굳은
606,flach::A,лаптак,얕은
607,glatt::A,такӑр,반들반들한
608,hart::A,хытӑ,굳은
609,weich::A,ҫемҫе,연한
610,rund::A,ҫавра,둥근
611,spitz::A,шӗвӗр,뾰족한
612,scharf::A,ҫивӗч,날카로운
613,stumpf::A,мӑка,무딘
614,stumpf::A,пуклак,무딘
615,stumpf::A,тӗрӗнчӗк,무딘
616,stumpf::A,ӑнкарусӑр,무딘
617,schwer::A,йывӑр,무거운
618,schön::A,илемлӗ,멋진
619,heiß::A,вӗри,뜨거운
620,warm::A,ӑшӑ,따뜻한
621,kalt::A,сивӗ,찬
622,kühl::A,уҫӑ,서늘한
623,frisch::A,уҫӑ,신선한
624,feucht::A,йӗпе,축축한
625,nass::A,нӳрӗ,젖은
626,trocken::A,типӗ,마른
627,voll::A,тулли,완전한
628,leer::A,пушӑ,빈
629,offen::A,уҫӑ,열린
630,geschlossen::A,хупӑ,닫힌
631,sauber::A,таса,깨끗한
632,schmutzig::A,пылчӑклӑ,더러운
633,schmutzig::A,вараланчӑк,더러운
634,roh::A,чӗрӗ,날게잇의
635,reif::A,пулнӑ,이근
636,reif::A,пиҫӗхнӗ,이근
637,reif::A,аталаннӑ,이근
638,reif::A,пиҫсе ҫитнӗ,이근
639,lecker::A,тутлӑ,맛있는
640,lecker::A,техӗмлӗ,맛있는
641,süß::A,пылак,단
642,bitter::A,йӳҫӗ,찌르는듯한
643,sauer::A,йӳҫӗ,산성의
644,sauer::A,йӳҫек,산성의
645,sauer::A,кӑвасак,산성의
646,hell::A,ҫутӑ,밝은
647,dunkel::A,тӗттӗм,어두운
648,schwarz::A,хура,검은
649,weiß::A,шурӑ,하얀
650,rot::A,хӗрлӗ,붉은
651,gelb::A,сарӑ,황색
652,blau::A,кӑвак,푸른
653,grün::A,симӗс,녹색의
654,grün::A,пиҫмен,녹색의
655,grün::A,ӑс пухман,녹색의
656,grau::A,кӑвак,회색의
657,bunt::A,чӑпар,알록달록한
658,billig::A,йӳнӗ,싼
659,teuer::A,хаклӑ,값비산
660,wertvoll::A,паха,가치가많은
661,blind::A,суккӑр,눈먼
662,taub::A,хӑлхасӑр,무감간한
663,kräftig::A,хӑватлӑ,강장한
664,stark::A,вирлӗ,강한
665,schwach::A,халсӑр,약한
666,fett::A,самӑр,실찐
667,fett::A,мӑнтӑр,실찐
668,schlank::A,йӑрӑс,호리호리한
669,schlank::A,яштака,호리호리한
670,hübsch::A,хитре,예쁜
671,böse::A,усал,나쁜
672,dumm::A,ухмах,어리석은
673,faul::A,наян,너덜너덜한
674,faul::A,юлхав,너덜너덜한
675,faul::A,ӳркенчӗк,너덜너덜한
676,fleißig::A,хастар,근면한
677,geizig::A,хытӑ,인색한
678,klug::A,ӑслӑ,
679,geschickt::A,ӑста,교묘한
680,lieb::A,савнӑ,친애하는
681,lustig::A,хаваслӑ,유쾌한
682,sanft::A,ачаш,온화한
683,hungrig::A,выҫӑ,배고픈
684,krank::A,чирлӗ,병든
685,nackt::A,ҫара,벌거벗은
686,traurig::A,салхуллӑ,슬픈
687,lebendig::A,чӗрӗ,살아있는
688,gut::A,аван,좋은
689,gut::A,лайӑх,좋은
690,schlecht::A,япӑх,나쁜
691,schlecht::A,начар,나쁜
692,richtig::A,тӗрӗс,바른
693,schlimm::A,йӗрӗнчӗк,못된
694,wahr::A,чӑн,참된
695,alt::A,кивӗ,늙은
696,neu::A,ҫӗнӗ,새
697,ehemalig::A,пулнӑ,전의
698,alt[Lebewesen]::A,ватӑ,낡은
699,jung::A,яш,젊은
700,jung::A,ҫамрӑк,젊은
701,arm::A,чухӑн,가난한
702,reich::A,пуян,풍부한
703,bekannt::A,пӗлӗш,저명한
704,berühmt::A,чаплӑ,유명한
705,fremd::A,ют,타처이
706,verschieden::A,расна,따른
707,nah::A,ҫывӑх,가까운
708,nah::A,ҫывӑхри,가까운
709,fern::A,инҫе,먼
710,fern::A,аякри,먼
711,linker::A,сулахай,왼쭉의
712,rechter::A,сылтӑм,오른쪽의
713,anderer::A,урӑх,다른
714,erster::A,пӗрремӗш,첫째
715,zweiter::A,иккӗмӗш,둘째
716,dritter::A,виҫҫӗмӗш,셋째
717,letzter::A,юлашки,의후자의
718,allein::ADV,пӗччен,훌로
719,auf einmal::ADV,кӗмӗрккен,갑자기
720,zusammen::ADV,пӗрле,모아서
721,lange::ADV,вӑрах,오래
722,plötzlich::ADV,сасартӑк,둘연한
723,sofort::ADV,тӳрех,즉시
724,später::ADV,кайран,보다늦은
725,jetzt::ADV,халь,목하
726,jetzt::ADV,халӗ,목하
727,heute::ADV,паян,오늘
728,morgen::ADV,ыран,내일
729,bald::ADV,халех,곱
730,bald::ADV,кӗҫех,곱
731,dann::ADV,унтан,그경우에
732,gestern::ADV,ӗнер,어제
733,einst::ADV,пӗррехинче,옛날에
734,damals::ADV,ун чухне,그때에
735,damals::ADV,апла пулсан,그때에
736,danach::ADV,унтан,그 뒤에
737,vorher::ADV,малтан,미리
738,zuerst::ADV,пирвай,최초로
739,einmal::ADV,пӗррехинче,한번
740,manchmal::ADV,хӑш чухне,땓대로
741,oft::ADV,тӑтӑш,땓대로
742,immer::ADV,ялан,늘
743,niemals::ADV,нихӑҫан та,결코...(하지)않다
744,hier::ADV,кунта,여기
745,hierhin::ADV,кунта,여기로
746,von hier::ADV,кунтан,
747,dort::ADV,унта,거기
