,Concept_ID,ro,pt
854,dumm::A,tâmpit,estúpido
855,faul::A,leneș,preguiçoso
856,fleißig::A,harnic,aplicado
857,fleißig::A,harnic,diligente
858,fleißig::A,sârguincios,aplicado
859,fleißig::A,sârguincios,diligente
860,geizig::A,calic,avarento
861,geizig::A,zgârcit,avarento
862,klug::A,isteț,prudente
863,klug::A,isteț,inteligente
864,klug::A,deștept,prudente
865,klug::A,deștept,inteligente
866,geschickt::A,dibaci,hábil
867,lieb::A,drag,caro
868,lieb::A,drag,querido
869,lieb::A,iubit,caro
870,lieb::A,iubit,querido
871,lustig::A,vesel,alegre
872,sanft::A,blând,suave
873,sanft::A,blând,brando
874,sanft::A,blajin,suave
875,sanft::A,blajin,brando
876,hungrig::A,flămând,faminto
877,krank::A,bolnav,doente
878,krank::A,bolnav,enfermo
879,nackt::A,gol,nu
880,nackt::A,gol,despido
881,traurig::A,trist,triste
882,traurig::A,mâhnit,triste
883,lebendig::A,viu,vivo
884,gut::A,bun,bom
885,schlecht::A,rău,mau
886,schlecht::A,rău,ruim
887,schlecht::A,prost,mau
888,schlecht::A,prost,ruim
889,richtig::A,drept,justo
890,richtig::A,drept,correcto
891,richtig::A,corect,justo
892,richtig::A,corect,correcto
893,schlimm::A,rău,mau
894,schlimm::A,rău,grave
895,wahr::A,adevărat,verdadeiro
896,alt::A,uzat,velho
897,alt::A,uzat,antigo
898,alt::A,vechi,velho
899,alt::A,vechi,antigo
900,neu::A,nou,novo
901,ehemalig::A,fost,antigo
902,ehemalig::A,anterior,antigo
903,alt[Lebewesen]::A,bătrîn,velho
904,jung::A,tânăr,jovem
905,arm::A,sărac,pobre
906,arm::A,sărman,pobre
907,reich::A,avut,rico
908,reich::A,bogat,rico
909,bekannt::A,cunoscut,conhecido
910,berühmt::A,renumit,famoso
911,berühmt::A,renumit,célebre
912,fremd::A,străin,alheio
913,fremd::A,străin,estranho
914,verschieden::A,diferit,diverso
915,verschieden::A,diferit,diferente
916,verschieden::A,deosebit,diverso
917,verschieden::A,deosebit,diferente
918,nah::A,apropiat,próximo
919,fern::A,departe,remoto
920,fern::A,departe,distante
921,linker::A,stâng,esquerdo
922,rechter::A,drept,direito
923,anderer::A,alt,outro
924,erster::A,prim,primeiro
925,zweiter::A,al doilea,segundo
926,dritter::A,treilea,terceiro
927,letzter::A,final,final
928,letzter::A,final,último
929,allein::ADV,singur,só
930,auf einmal::ADV,dintrodată,de vez
931,zusammen::ADV,împreună,juntos
932,lange::ADV,îndelung,muito tempo
933,lange::ADV,mult timp,muito tempo
934,plötzlich::ADV,deodată,de repente
935,plötzlich::ADV,pe neașteptate,de repente
936,sofort::ADV,imediat,imediatamente
937,sofort::ADV,numaidecît,imediatamente
938,später::ADV,mai apoi,mais tarde
939,später::ADV,mai târziu,mais tarde
940,jetzt::ADV,acum,agora
941,heute::ADV,azi,hoje
942,heute::ADV,astăzi,hoje
943,morgen::ADV,mâine,amanhã
944,bald::ADV,curând,logo
945,bald::ADV,curând,breve
946,dann::ADV,apoi,então
947,dann::ADV,apoi,depois
948,gestern::ADV,ieri,ontem
949,einst::ADV,odată,antigamente
950,einst::ADV,odinioară,antigamente
951,damals::ADV,atunci,então
952,damals::ADV,pe atunci,então
953,danach::ADV,după aceasta,logo
954,danach::ADV,după aceasta,depois
955,vorher::ADV,mai întâi,antes
956,vorher::ADV,în prealabil,antes
957,zuerst::ADV,întâi,primeiro
958,zuerst::ADV,în primul rând,primeiro
959,einmal::ADV,odată,uma vez
960,manchmal::ADV,uneori,às vezes
961,manchmal::ADV,câteodată,às vezes
962,oft::ADV,des,muitas vezes
963,oft::ADV,deseori,muitas vezes
964,immer::ADV,mereu,sempre
965,immer::ADV,întotdeauna,sempre
966,niemals::ADV,niciodată,nunca
967,hier::ADV,aci,cá
968,hier::ADV,aci,aqui
969,hier::ADV,aici,cá
970,hier::ADV,aici,aqui
971,hierhin::ADV,încoace,para cá
972,von hier::ADV,de aici,daqui
973,dort::ADV,acolo,lá
974,dort::ADV,acolo,ali
975,dorthin::ADV,dincolo,lá
976,dorthin::ADV,dincolo,para lá
977,geradeaus::ADV,drept înainte,em frente
978,vorwärts::ADV,înainte,avante
979,rückwärts::ADV,îndărăt,para trás
980,zurück::ADV,înapoi,atrás
981,unten::ADV,jos,debaixo
982,unten::ADV,jos,em baixo
983,unten::ADV,dedesubt,debaixo
984,unten::ADV,dedesubt,em baixo
985,hinab::ADV,în jos,para baixo
986,hinab::ADV,de vale,para baixo
987,oben::ADV,sus,em cima
988,oben::ADV,deasupra,em cima
989,hinauf::ADV,în sus,para cima
990,überall::ADV,peste tot,em toda parte
991,überall::ADV,pretutindeni,em toda parte
992,nicht::ADV,nu,não
993,ein wenig::ADV,puțin,um pouco
994,ein wenig::ADV,puțin,um bocado
995,kaum::ADV,cu greu,apenas
996,kaum::ADV,cu anevoie,apenas
997,sehr::ADV,mult,muito
998,sehr::ADV,foarte,muito
999,so::ADV,așa,tão
1000,so::ADV,așa,assim
1001,so::ADV,atât,tão
1002,so::ADV,atât,assim
1003,noch::ADV,încă,ainda
1004,nur::ADV,doar,só
1005,nur::ADV,doar,apenas
1006,nur::ADV,doar,somente
1007,schon::ADV,și,já
1008,schon::ADV,deja,já
1009,wieder::ADV,iar,outra vez
1010,wieder::ADV,iarăși,outra vez
1011,vergebens::ADV,în zadar,em vão
1012,vor::PRP,înainte de,diante de
1013,hinter::PRP,după,atrás de
1014,hinter::PRP,în spatele,atrás de
1015,unter::PRP,sub,sob
1016,unter::PRP,sub,debaixo de
1017,durch::PRP,prin,por
1018,durch::PRP,prin,através de
1019,neben::PRP,lângă,junto de
1020,neben::PRP,lângă,ao lado de
1021,neben::PRP,alături de,junto de
1022,neben::PRP,alături de,ao lado de
1023,zwischen::PRP,între,entre
1024,zwischen::PRP,dintre,entre
1025,wegen::PRP,pentru,por
1026,wegen::PRP,pentru,por causa de
1027,dies::PRN,acesta,isto
1028,das::PRN,asta,isso
1029,das::PRN,asta,aquilo
1030,alles::PRN,tot,todo
1031,ich::PRN,eu,eu
1032,du::PRN,tu,tu
1033,er::PRN,el,ele
1034,er::PRN,dânsul,ele
1035,wir::PRN,noi,nós
1036,ihr::PRN,voi,vós
1037,ihr::PRN,voi,vocês
1038,sie::PRN,ei,eles
1039,sie::PRN,dânșii,eles
1040,was::FPRN,ce,quê
1041,wer::FPRN,cine,quem
1042,wo::FADV,unde,onde
1043,wohin::FADV,încotro,aonde
1044,wohin::FADV,încotro,para onde
1045,wie::FADV,cum,como
1046,warum::FADV,de ce,porquê
1047,warum::FADV,de ce,por que
1048,warum::FADV,pentru ce,porquê
1049,warum::FADV,pentru ce,por que
1050,wieviel::FNUM,cât,quanto
1051,eins::NUM,unu,um
1052,zwei::NUM,doi,dois
1053,drei::NUM,trei,três
1054,vier::NUM,patru,quatro
1055,fünf::NUM,cinci,cinco
1056,sechs::NUM,șase,seis
1057,sieben::NUM,șapte,sete
1058,acht::NUM,opt,oito
1059,neun::NUM,nouă,nove
1060,zehn::NUM,zece,dez
1061,elf::NUM,unsprezece,onze
1062,zwölf::NUM,douăsprezece,doze
1063,zwanzig::NUM,douăzeci,vinte
1064,dreißig::NUM,treizeci,trinta
1065,vierzig::NUM,patruzeci,quarenta
1066,fünfzig::NUM,cincizeci,cinquenta
1067,sechzig::NUM,șaizeci,sessenta
1068,siebzig::NUM,șaptezeci,setenta
1069,achtzig::NUM,optzeci,oitenta
1070,neunzig::NUM,nouăzeci,noventa
1071,hundert::NUM,sută,cem
1072,hundert::NUM,sută,cento
1073,tausend::NUM,mie,mil
1074,und::CNJ,și,e
1075,oder::CNJ,ori,ou
1076,stehen::V,sta,estar em pé
1077,sitzen::V,ședea,estar sentado
1078,liegen::V,zăcea,jazer
1079,liegen::V,zăcea,estar deitado
1080,liegen::V,fi culcat,jazer
1081,liegen::V,fi culcat,estar deitado
1082,hängen::V,atârna,pender
1083,hängen::V,atârna,estar pendurado
1084,werden::V,deveni,tornar-se
1085,werden::V,se face,tornar-se
1086,passieren::V,se întâmpla,acontecer
1087,beginnen::V,începe,começar
1088,enden::V,se sfârși,acabar
1089,enden::V,se sfârși,terminar
1090,enden::V,se termina,acabar
1091,enden::V,se termina,terminar
1092,wechseln::V,se schimba,variar
1093,wechseln::V,se schimba,alternar
1094,aufgehen[Sonne]::V,răsări,nascer
1095,untergehen[Sonne]::V,apune,pôr-se
1096,scheinen[Sonne]::V,străluci,brilhar
1097,donnern::V,tuna,trovejar
1098,wehen::V,bate,soprar
1099,strömen::V,curge în șiroaie,correr
1100,fließen::V,curge,fluir
1101,sich drehen::V,se învârti,girar
1102,schwanken::V,se clătina,oscilar
1103,schwingen::V,vibra,vibrar
1104,schwingen::V,flutura,vibrar
1105,fallen::V,cădea,cair
1106,brennen::V,arde,arder
1107,rauchen::V,fuma,fumegar
1108,regnen::V,ploua,chover
1109,gefrieren::V,îngheța,gelar
1110,gefrieren::V,îngheța,congelar
1111,tauen::V,se dezgheța,derreter
1112,tauen::V,se dezgheța,descongelar
1113,schmelzen::V,se topi,fundir-se
1114,trocknen::V,se usca,secar
1115,sieden::V,fierbe,ferver
1116,sieden::V,clocoti,ferver
1117,faulen::V,se împuți,estragar-se
1118,verfaulen::V,putrezi,apodrecer
1119,reißen::V,se rupe,romper-se
1120,reißen::V,se sfâșia,romper-se
1121,versinken::V,se scufunda,afundar-se
1122,vergehen::V,trece,passar
1123,vergehen::V,se scurge,passar
1124,erscheinen::V,apărea,aparecer
1125,verschwinden::V,dispărea,desaparecer
1126,sinken::V,cădea,descer
1127,sinken::V,coborî,descer
1128,abnehmen::V,scădea,diminuir
1129,abnehmen::V,scădea,decrescer
1130,abnehmen::V,descrește,diminuir
1131,abnehmen::V,descrește,decrescer
1132,zunehmen::V,spori,crescer
1133,zunehmen::V,spori,aumentar
1134,zunehmen::V,crește,crescer
1135,zunehmen::V,crește,aumentar
1136,zunehmen::V,augmenta,crescer
1137,zunehmen::V,augmenta,aumentar
1138,steigen::V,urca,subir
1139,wachsen::V,crește,crescer
1140,glänzen::V,luci,brilhar
1141,glänzen::V,străluci,brilhar
1142,funkeln::V,scânteia,cintilar
1143,lärmen::V,face larmă,fazer barulho
1144,läuten::V,suna,chocalhar
1145,klingeln::V,suna,tocar
1146,klirren::V,zăngăni,tinir
1147,brausen::V,vui,bramar
1148,rauschen::V,vâjâi,murmurar
1149,rauschen::V,vâjâi,rumorejar
1150,klingen::V,suna,soar
1151,bellen::V,lătra,ladrar
1152,heulen::V,urla,uivar
1153,blasen::V,sufla,soprar
1154,pfeifen::V,fluiera,assobiar
1155,schreien::V,țipa,gritar
1156,stöhnen::V,geme,gemer
1157,zittern::V,tremura,tremer
1158,leben::V,trăi,viver
1159,geboren werden::V,se naște,nascer
1160,atmen::V,respira,respirar
1161,trinken::V,bea,beber
1162,essen::V,mânca,comer
1163,schlucken::V,înghiți,engolir
1164,müde werden::V,se obosi,cansar-se
1165,einschlafen::V,adormi,adormecer
1166,schlafen::V,dormi,dormir
1167,aufwachen::V,se deștepta,acordar
1168,aufstehen::V,fi se scula,levantar-se
1169,sich erholen::V,se relaxa,descansar
1170,sich erholen::V,se destinde,descansar
1171,krank werden::V,se îmbolnăvi,adoecer
1172,krank werden::V,se îmbolnăvi,ficar doente
1173,krank sein::V,zăcea,estar doente
1174,krank sein::V,fi bolnav,estar doente
1175,schmerzen::V,durea,doer
1176,husten::V,tuși,tossir
1177,genesen::V,se însănătoși,convalescer
1178,sterben::V,muri,morrer
1179,umkommen::V,pieri,perecer
1180,sich bewegen::V,se mișca,mover-se
1181,sich rühren::V,se mișca,mexer-se
1182,sich erheben::V,se ridica,levantar-se
1183,sich setzen::V,lua loc,sentar-se
1184,sich setzen::V,se așeza,sentar-se
1185,hinfallen::V,cădea jos,cair
1186,laufen::V,merge,andar
1187,laufen::V,merge,caminhar
1188,laufen::V,merge pe jos,andar
1189,laufen::V,merge pe jos,caminhar
1190,schreiten::V,păși,andar
1191,schreiten::V,păși,caminhar
1192,spazierengehen::V,se plimba,passear
1193,eilen::V,fi se grăbi,apressar-se
1194,sich beeilen::V,se grăbi,apressar-se
1195,sich beeilen::V,se grăbi,despachar-se
1196,sausen::V,țâșni,correr
1197,rennen::V,fugi,correr
1198,rennen::V,alerga,correr
1199,springen::V,sări,saltar
1200,klettern::V,urca,trepar
1201,klettern::V,se cățăra,trepar
1202,schaukeln::V,legăna,baloiçar
1203,kriechen::V,se târî,rastejar
1204,kriechen::V,se târî,arrastar-se
1205,schwimmen::V,înota,nadar
1206,tauchen::V,se scufunda,mergulhar
1207,rudern::V,vâsli,remar
1208,rudern::V,lopăta,remar
1209,fahren::V,merge,ir
1210,fliegen::V,zbura,voar
1211,gehen::V,merge,ir
1212,gehen::V,merge,andar
1213,weggehen::V,se duce,partir
1214,weggehen::V,se duce,ir-se embora
1215,abfahren::V,pleca,sair
1216,abfahren::V,pleca,partir
1217,anhalten::V,se opri,parar
1218,hineingehen::V,intra,entrar
1219,eintreten::V,intra,entrar
1220,kommen::V,veni,vir
1221,ankommen::V,sosi,chegar
1222,ankommen::V,ajunge,chegar
1223,zurückkommen::V,se întoarce,voltar
1224,zurückkommen::V,se întoarce,regressar
1225,bleiben::V,rămâne,ficar
1226,bleiben::V,rămâne,permanecer
1227,warten::V,aștepta,esperar
1228,erwarten::V,aștepta,esperar
1229,erwarten::V,aștepta,aguardar
1230,suchen::V,căuta,buscar
1231,suchen::V,căuta,procurar
1232,finden::V,găsi,achar
1233,finden::V,găsi,encontrar
1234,versuchen::V,încerca,tentar
1235,vorbereiten::V,pregăti,preparar
1236,lieben::V,iubi,amar
1237,lieben::V,iubi,querer
1238,mögen::V,plăcea a,gostar de
1239,lachen::V,râde,rir
1240,lachen::V,râde,rir-se
1241,rühren::V,mișca,comover
1242,rühren::V,înduioșa,comover
1243,weinen::V,plânge,chorar
1244,schimpfen::V,înjura,ralhar
1245,sich ärgern::V,se supăra,zangar-se
1246,sich fürchten::V,se teme,ter medo de
1247,sich fürchten::V,se teme,ter receio de
1248,sich fürchten::V,fi teamă a,ter medo de
1249,sich fürchten::V,fi teamă a,ter receio de
1250,fürchten::V,se teme de,temer
1251,fürchten::V,se teme de,recear
1252,fliehen::V,fugi,fugir
1253,flüchten::V,evada,refugiar-se
1254,sehen::V,vedea,ver
1255,anschauen::V,privi,olhar
1256,ansehen::V,privi,mirar
1257,hören::V,auzi,ouvir
1258,zuhören::V,asculta,escutar
1259,probieren::V,gusta,provar
1260,probieren::V,gusta,saborear
1261,riechen::V,mirosi,cheirar
1262,fühlen::V,simți,sentir
1263,fühlen::V,resimți,sentir
1264,scheinen::V,părea,parecer
1265,zu sehen sein::V,se vedea,estar à vista
1266,vernehmen::V,auzi,ouvir
1267,frieren::V,fi frig,ter frio
1268,tun::V,face,fazer
1269,können::V,ști,saber
1270,können::V,putea,saber
1271,wollen::V,dori,querer
1272,anfangen::V,începe,iniciar
1273,beenden::V,sfârși,acabar
1274,beenden::V,sfârși,terminar
1275,beenden::V,termina,acabar
1276,beenden::V,termina,terminar
1277,aufhören::V,înceta,cessar
1278,aufhören::V,înceta,desistir
1279,gelingen::V,reuși,sair bem
1280,gelingen::V,reuși,dar bom resultado
1281,gelingen::V,izbuti,sair bem
1282,gelingen::V,izbuti,dar bom resultado
1283,geraten::V,reuși,sair
1284,geraten::V,reuși,dar resultado
1285,öffnen::V,deschide,abrir
1286,schließen::V,închide,fechar
1287,stellen::V,pune,pôr
1288,stellen::V,pune,colocar
1289,stellen::V,așeza,pôr
1290,stellen::V,așeza,colocar
1291,setzen::V,pune,pôr
1292,setzen::V,pune,meter
1293,setzen::V,așeza,pôr
1294,setzen::V,așeza,meter
1295,legen::V,pune,pôr
1296,legen::V,pune,meter
1297,berühren::V,atinge,tocar
1298,verbinden::V,lega,unir
1299,verbinden::V,lega,ligar
1300,bedecken::V,acoperi,cobrir
1301,aufhängen::V,atârna,pendurar
1302,aufhängen::V,spânzura,pendurar
1303,anzünden::V,aprinde,acender
1304,aufheben::V,ridica,apanhar
1305,aufheben::V,ridica,levantar
1306,aufheben::V,lua de jos,apanhar
1307,aufheben::V,lua de jos,levantar
1308,zurücklassen::V,lăsa,deixar
1309,zurücklassen::V,lăsa în urmă,deixar
1310,verlieren::V,pierde,perder
1311,fallen lassen::V,scăpa,deixar cair
1312,fallen lassen::V,arunca,deixar cair
1313,machen::V,face,fazer
1314,herstellen::V,fabrica,produzir
1315,herstellen::V,confecționa,produzir
1316,bauen::V,clădi,edificar
1317,bauen::V,clădi,construir
1318,bauen::V,construi,edificar
1319,bauen::V,construi,construir
1320,reparieren::V,repara,reparar
1321,reparieren::V,repara,consertar
1322,verbessern::V,ameliora,melhorar
1323,verbessern::V,îmbunătăți,melhorar
1324,ändern::V,schimba,mudar
1325,ändern::V,schimba,alterar
1326,ändern::V,modifica,mudar
1327,ändern::V,modifica,alterar
1328,graben::V,săpa,cavar
1329,beugen::V,curba,curvar
1330,biegen::V,îndoi,vergar
1331,biegen::V,încovoia,vergar
1332,drehen::V,învârti,girar
1333,wenden::V,întoarce,virar
1334,wenden::V,întoarce,voltar
1335,umdrehen::V,învârti,virar
1336,umdrehen::V,învârti,revolver
1337,umdrehen::V,întoarce,virar
1338,umdrehen::V,întoarce,revolver
1339,heben::V,ridica,levantar
1340,hochheben::V,ridica,erguer
1341,hochheben::V,ridica,levantar
1342,ergreifen::V,lua,apanhar
1343,ergreifen::V,apuca,apanhar
1344,halten::V,ține,segurar
1345,drücken::V,apăsa,apertar
1346,drücken::V,strânge,apertar
1347,schieben::V,împinge,empurrar
1348,kratzen::V,zgâria,raspar
1349,lecken::V,linge,lamber
1350,beißen::V,mușca,morder
1351,abreißen::V,rupe,arrancar
1352,abreißen::V,smulge,arrancar
1353,abschneiden::V,scurta,talhar
1354,binden::V,lega,ligar
1355,stecken::V,pune,meter
1356,stecken::V,pune,enfiar
1357,brechen::V,rupe,romper
1358,brechen::V,rupe,quebrar
1359,brechen::V,frânge,romper
1360,brechen::V,frânge,quebrar
1361,klopfen::V,ciocăni,bater
1362,hauen::V,lovi,bater
1363,kleben::V,lipi,colar
1364,reiben::V,freca,esfregar
1365,reiben::V,fricționa,esfregar
1366,streichen::V,unge,barrar
1367,schleifen::V,ascuți,afiar
1368,schneiden::V,tăia,cortar
1369,rütteln::V,zgâlțâi,sacudir
1370,schütteln::V,scutura,abanar
1371,schütteln::V,scutura,sacudir
1372,schwenken::V,agita,agitar
1373,schütten::V,vărsa,deitar
1374,füllen::V,umple,encher
1375,einwickeln::V,înveli,envolver
1376,einwickeln::V,înveli,embrulhar
1377,einwickeln::V,înfășura,envolver
1378,einwickeln::V,înfășura,embrulhar
1379,tragen::V,căra,levar
1380,tragen::V,căra,trazer
1381,schleppen::V,târî,arrastar
1382,ziehen::V,trage,puxar
1383,aufbewahren::V,păstra,guardar
1384,aufbewahren::V,păstra,conservar
1385,aufbewahren::V,conserva,guardar
1386,aufbewahren::V,conserva,conservar
1387,werfen::V,arunca,lançar
1388,fangen::V,prinde,apanhar
1389,packen::V,apuca,agarrar
1390,verstecken::V,ascunde,esconder
1391,teilen::V,împărți,partir
1392,teilen::V,împărți,dividir
1393,schicken::V,trimite,enviar
1394,bringen::V,aduce,trazer
1395,hinzufügen::V,adăuga,acrescentar
1396,bekommen::V,obține,obter
1397,bekommen::V,dobândi,obter
1398,erhalten::V,primi,receber
1399,erhalten::V,căpăta,receber
1400,nehmen::V,lua,tomar
1401,wählen::V,opta,eleger
1402,wählen::V,opta,escolher
1403,wählen::V,alege,eleger
1404,wählen::V,alege,escolher
1405,auswählen::V,selecta,escolher
1406,auswählen::V,selecta,seleccionar
1407,bewahren::V,păstra,guardar
1408,bewahren::V,păstra,conservar
1409,behindern::V,stingheri,impedir
1410,verderben::V,strica,estragar
1411,verderben::V,strica,corromper
1412,beschädigen::V,strica,danificar
1413,zerbrechen::V,rupe,romper
1414,zerbrechen::V,rupe,quebrar
1415,zerbrechen::V,frânge,romper
1416,zerbrechen::V,frânge,quebrar
1417,zerreißen::V,rupe,rasgar
1418,zerreißen::V,sfâșia,rasgar
1419,zerstören::V,distruge,destruir
1420,verbrennen::V,arde,queimar
1421,verbrennen::V,incendia,queimar
1422,geben::V,da,dar
1423,reichen::V,întinde,passar
1424,schenken::V,dărui,oferecer
1425,versprechen::V,făgădui,prometer
1426,wünschen::V,ura,desejar
1427,loben::V,lăuda,louvar
1428,küssen::V,săruta,beijar
1429,wiegen::V,legăna,embalar
1430,zudecken::V,acoperi,tapar
1431,zudecken::V,acoperi,cobrir
1432,wecken::V,trezi,acordar
1433,wecken::V,trezi,despertar
1434,wecken::V,deștepta,acordar
1435,wecken::V,deștepta,despertar
1436,zeigen::V,arăta,mostrar
1437,führen::V,călăuzi,guiar
1438,führen::V,călăuzi,conduzir
1439,lehren::V,preda,ensinar
1440,lehren::V,învăța,ensinar
1441,unterrichten::V,învăța,instruir
1442,unterrichten::V,instrui,instruir
1443,aufziehen::V,crește,criar
1444,leiten::V,duce,dirigir
1445,leiten::V,duce,conduzir
1446,leiten::V,conduce,dirigir
1447,leiten::V,conduce,conduzir
1448,antreiben::V,împinge,impelir
1449,antreiben::V,încuraja,impelir
1450,lassen::V,pune pe să,fazer
1451,einladen::V,invita,convidar
1452,vereinigen::V,uni,unir
1453,vereinigen::V,uni,reunir
1454,vereinigen::V,întruni,unir
1455,vereinigen::V,întruni,reunir
1456,besuchen::V,vizita,ir ver
1457,besuchen::V,vizita,visitar
1458,besuchen::V,face o vizită,ir ver
1459,besuchen::V,face o vizită,visitar
1460,treffen::V,întâlni,encontrar
1461,sich versammeln::V,se aduna,reunir-se
1462,spielen::V,se juca,jogar
1463,spielen::V,se juca,brincar
1464,singen::V,cânta,cantar
1465,tanzen::V,dansa,bailar
1466,sich trennen::V,se separa,apartar-se
1467,sich trennen::V,se despărți,apartar-se
1468,verlassen::V,părăsi,deixar
1469,verlassen::V,părăsi,abandonar
1470,verlassen::V,abandona,deixar
1471,verlassen::V,abandona,abandonar
1472,retten::V,salva,salvar
1473,bewachen::V,păzi,vigiar
1474,bewachen::V,păzi,guardar
1475,schützen::V,ocroti,proteger
1476,schützen::V,proteja,proteger
1477,verteidigen::V,apăra,defender
1478,sich schlagen::V,se bate,brigar
1479,sich schlagen::V,se bate,bater-se
1480,schießen::V,trage,disparar
1481,siegen::V,birui,vencer
1482,siegen::V,învinge,vencer
1483,ärgern::V,supăra,irritar
1484,ärgern::V,supăra,aborrecer
1485,schlagen::V,lovi,bater
1486,treten::V,călca,pisar
1487,stechen::V,înțepa,picar
1488,stechen::V,împunge,picar
1489,stoßen::V,împinge,empurrar
1490,stehlen::V,fura,furtar
1491,stören::V,deranja,perturbar
1492,belästigen::V,importuna,incomodar
1493,belästigen::V,importuna,importunar
1494,verbergen::V,ascunde,ocultar
1495,verbergen::V,ascunde,esconder
1496,täuschen::V,amăgi,iludir
1497,täuschen::V,amăgi,enganar
1498,betrügen::V,înșela,burlar
1499,betrügen::V,înșela,enganar
1500,töten::V,omorî,matar
1501,wohnen::V,sta,morar
1502,wohnen::V,locui,morar
1503,arbeiten::V,lucra,trabalhar
1504,sammeln::V,aduna,recolher
1505,sammeln::V,aduna,coleccionar
1506,sammeln::V,colecționa,recolher
1507,sammeln::V,colecționa,coleccionar
1508,pflücken::V,culege,colher
1509,jagen::V,vâna,caçar
1510,fischen::V,pescui,pescar
1511,fassen::V,prinde,apanhar
1512,hüten::V,paște,guardar
1513,treiben::V,mână,conduzir
1514,anbinden::V,lega,atar
1515,füttern::V,da de mâncare,dar de comer a
1516,melken::V,mulge,ordenhar
1517,hacken::V,toca,rachar
1518,hacken::V,sparge,rachar
1519,gießen::V,uda,regar
1520,reifen::V,pârgui,amadurecer
1521,zubereiten::V,găti,preparar
1522,kochen::V,găti,cozer
1523,backen::V,coace,cozer
1524,braten::V,coace,assar
1525,braten::V,coace,fritar
1526,umrühren::V,mesteca,remexer
1527,stricken::V,împleti,tricotar
1528,stricken::V,împleti,fazer malha
1529,nähen::V,coase,coser
1530,nähen::V,coase,costurar
1531,färben::V,vopsi,tingir
1532,färben::V,vopsi,colorir
1533,färben::V,colora,tingir
1534,färben::V,colora,colorir
1535,reinigen::V,curăți,limpar
1536,reinigen::V,curăți,purificar
1537,waschen::V,spăla,lavar
1538,abwischen::V,șterge,limpar
1539,abwischen::V,șterge,esfregar
1540,spülen::V,clăti,lavar
1541,spülen::V,clăti,enxaguar
1542,fegen::V,mătura,varrer
1543,kehren::V,mătura,varrer
1544,baden::V,se scălda,banhar
1545,baden::V,se scălda,tomar banho
1546,sich waschen::V,se spăla,lavar-se
1547,ausziehen::V,și scoate,despir
1548,anziehen::V,îmbrăca,vestir
1549,sich anziehen::V,se îmbrăca,vestir-se
1550,kämmen::V,pieptăna,pentear
1551,schmücken::V,împodobi,adornar
1552,sagen::V,zice,dizer
1553,sagen::V,spune,dizer
1554,sprechen::V,vorbi,falar
1555,reden::V,vorbi,falar
1556,reden::V,discuta,falar
1557,sich unterhalten::V,conversa,conversar
1558,sich unterhalten::V,sta de vorbă,conversar
1559,fragen::V,întreba,perguntar
1560,bitten::V,ruga,pedir
1561,erzählen::V,spune,contar
1562,erzählen::V,povesti,contar
1563,mitteilen::V,comunica,comunicar
1564,mitteilen::V,comunica,participar
1565,mitteilen::V,înștiința,comunicar
1566,mitteilen::V,înștiința,participar
1567,nennen::V,numi,nomear
1568,nennen::V,numi,apelidar
1569,nennen::V,chema,nomear
1570,nennen::V,chema,apelidar
1571,rufen::V,chema,chamar
1572,prahlen::V,se făli,gabar-se
1573,prahlen::V,se făli,vangloriar-se
1574,übersetzen::V,traduce,traduzir
1575,denken::V,gândi,pensar
1576,glauben::V,crede,crer
1577,bemerken::V,observa,notar
1578,bemerken::V,observa,observar
1579,erkennen::V,cunoaște,reconhecer
1580,erkennen::V,recunoaște,reconhecer
1581,begreifen::V,pricepe,apreender
1582,begreifen::V,pricepe,compreender
1583,begreifen::V,înțelege,apreender
1584,begreifen::V,înțelege,compreender
1585,verstehen::V,înțelege,entender
1586,verstehen::V,înțelege,compreender
1587,lernen::V,învăța,aprender
1588,wissen::V,ști,saber
1589,sich erinnern an::V,a-și aminti de,lembrar-se de
1590,sich erinnern an::V,a-și aminti de,recordar-se de
1591,vergessen::V,uita,esquecer
1592,messen::V,măsura,medir
1593,zählen::V,număra,contar
1594,rechnen::V,calcula,calcular
1595,lesen::V,citi,ler
1596,malen::V,picta,pintar
1597,zeichnen::V,desena,desenhar
1598,schreiben::V,scrie,escrever
1599,besitzen::V,avea,possuir
1600,besitzen::V,poseda,possuir
1601,kaufen::V,cumpăra,comprar
1602,verkaufen::V,vinde,vender
1603,bezahlen::V,plăti,pagar
1604,bezahlen::V,achita,pagar
1605,zahlen::V,plăti,pagar
1606,beherrschen::V,stăpâni,imperar
1607,ertragen::V,răbda,suportar
1608,ertragen::V,suporta,suportar
