,Concept_ID,ga,sah
138,Meer::N,farraige,муора
139,Bucht::N,bá,хомо
140,Bucht::N,bá,бухта
141,Bucht::N,cuan,хомо
142,Bucht::N,cuan,бухта
143,Insel::N,inis,арыы
144,Insel::N,oileán,арыы
145,Blume::N,bláth,сибэкки
146,Gras::N,féar,от
147,Wurzel::N,rúta,силис
148,Wurzel::N,fréamh,силис
149,Baum::N,crann,мас
150,Stamm::N,stoc,умнас
151,Stamm::N,tamhan,умнас
152,Rinde::N,coirt,хатырык
153,Rinde::N,craiceann,хатырык
154,Ast::N,géag,мутук
155,Zweig::N,géag,лабаа
156,Zweig::N,craobh,лабаа
157,Blatt::N,duille,сэбирдэх
158,Blatt::N,duilleog,сэбирдэх
159,Birke::N,beith,хатыҥ
160,Birke::N,crann beithe,хатыҥ
161,Kiefer[Baum]::N,péine,бэс
162,Weide[Baum]::N,saileach,үөт
163,Weide[Baum]::N,saileach,талах
164,Tanne::N,giúis,харыйа
165,Horn::N,adharc,муос
166,Feder::N,cleite,куорсун
167,Fell::N,clúmh,тирии
168,Flügel::N,eite,кынат
169,Flügel::N,sciathán,кынат
170,Klaue::N,crúb,тыҥырах
171,Klaue::N,crobh,тыҥырах
172,Kralle::N,crobh,баппаҕай
173,Schwanz::N,eireaball,кутурук
174,Ei::N,ubh,сымыыт
175,Nest::N,nead,уйа
176,Bau::N,brocais,хороон
177,Tier::N,ainmhí,кыыл
178,Tier::N,ainmhí,харамай
179,Tier::N,beithíoch,кыыл
180,Tier::N,beithíoch,харамай
181,Herde::N,tréad,үөр
182,Kuh::N,bó,ынах
183,Bulle::N,tarbh,оҕус
184,Pferd::N,each,сылгы
185,Pferd::N,capall,сылгы
186,Schaf::N,caora,овца
187,Schwein::N,muc,сибиинньэ
188,Hund::N,madra,ыт
189,Katze::N,cat,куоска
190,Bär::N,béar,эһэ
191,Eichhörnchen::N,iora,тииҥ
192,Elch::N,eilc,тайах
193,Fuchs::N,sionnach,саһыл
194,Fuchs::N,madra rua,саһыл
195,Hase::N,giorria,куобах
196,Maus::N,luch,кутуйах
197,Wolf::N,mac tíre,бөрө
198,Vogel::N,éan,көтөр
199,Schwarm::N,saithe,бөлөх
200,Huhn::N,cearc,куурусса
201,Hahn::N,coileach,бөтүүк
202,Gans::N,gé,хаас
203,Adler::N,iolar,хотой
204,Ente::N,lacha,кус
205,Eule::N,ulchabhán,мэкчиргэ
206,Kranich::N,grús,туруйа
207,Krähe::N,caróg,тураах
208,Krähe::N,préachán,тураах
209,Kuckuck::N,cuach,кэҕэ
210,Schwan::N,eala,куба
211,Fisch::N,iasc,балык
212,Barsch::N,péirse,алыһар
213,Hecht::N,liús,сордон
214,Schlange[Tier]::N,nathair,моҕой
215,Schlange[Tier]::N,nathair,эриэн үөн
216,Wurm::N,péist,үөн
217,Spinne::N,damhán alla,ооҕуй
218,Ameise::N,seangán,кымырдаҕас
219,Laus::N,míol,быт
220,Mücke::N,muiscít,кумаар
221,Mücke::N,corrmhíol,кумаар
222,Fliege::N,cuil,сахсырҕа
223,Fliege::N,cuileog,сахсырҕа
224,Schmetterling::N,féileacán,лыах
225,Schmetterling::N,féileacán,үрүмэччи
226,Beere::N,caor,отон
227,Apfel::N,úll,яблоко
228,Pilz::N,beacán,тэллэй
229,Pilz::N,muisiriún,тэллэй
230,Zwiebel::N,oinniún,луук
231,Saat::N,síol,сиэмэ
232,Korn::N,gráinne,сиэмэ
233,Heu::N,féar,от
234,Schale::N,scaimh,хах
235,Grube::N,poll,дьаама
236,Falle::N,gaiste,сохсо
237,Schlinge::N,sealán,уктаа
238,Spur::N,rian,суол
239,Asche::N,luaith,күл
240,Dreck::N,salachar,бадараан
241,Eisen::N,iarann,тимир
242,Gold::N,ór,көмүс
243,Gold::N,ór,кыһыл көмүс
244,Silber::N,airgead,көмүс
245,Silber::N,airgead,үрүҥ көмүс
246,Kohle::N,gual,чох
247,Glas::N,gloine,өстүөкүлэ
248,Lehm::N,cré,туой
249,Sand::N,gaineamh,кумах
250,Mensch::N,duine,киһи
251,Mann::N,fear,эр
252,Frau::N,bean,дьахтар
253,Kind::N,gasúr,оҕо
254,Kind::N,páiste,оҕо
255,Junge::N,buachaill,уол
256,Mädchen::N,cailín,кыыс оҕо
257,Familie::N,teaghlach,кэргэн
258,Familie::N,comhluadar,кэргэн
259,Großvater::N,seanathair,эһэ
260,Großmutter::N,seanmháthair,эбэ
261,Eltern::N,tuismitheoirí,аҕа-ийэ
262,Vater::N,athair,аҕа
263,Mutter::N,máthair,ийэ
264,Sohn::N,mac,уол
265,Tochter::N,iníon,кыыс
266,Bruder::N,deartháir,убай
267,Bruder::N,deartháir,быраат
268,Schwester::N,deirfiúr,аҕас
269,Schwester::N,deirfiúr,балыс
270,Onkel::N,uncail,таай
271,Onkel::N,uncail,абаҕа
272,Tante::N,aintín,эдьиий
273,Ehemann::N,fear céile,эр
274,Ehefrau::N,bean chéile,ойох
275,Freude::N,áthas,үөрүү
276,Gelächter::N,gáire,күлүү
277,Glück::N,séan,дьол
278,Glück::N,séan,соргу
279,Glück::N,sonas,дьол
280,Glück::N,sonas,соргу
281,Kummer::N,brón,кутурҕан
282,Kummer::N,buairt,кутурҕан
283,Wunsch::N,guí,баҕарыы
284,Wunsch::N,achainí,баҕарыы
285,Lust::N,fonn,баҕа
286,Geist::N,meon,тыын
287,Geist::N,spiorad,тыын
288,Gedanke::N,smaoineamh,санаа
289,Gedächtnis::N,cuimhne,өй
290,Verstand::N,ciall,өй
291,Verstand::N,intinn,өй
292,Sinn::N,brí,суолта
293,Sinn::N,ciall,суолта
294,Grund::N,fáth,төрүөт
295,Wahrheit::N,fírinne,кырдьык
296,Gespräch::N,comhrá,бэсиэдэ
297,Gespräch::N,comhrá,кэпсэтии
298,Märchen::N,scéal,остуоруйа
299,Erzählung::N,scéal,кэпсээн
300,Nachricht::N,teachtaireacht,биллэриллии
301,Neuigkeit::N,scéala,сонун
302,Name::N,ainm,аат
303,Rätsel::N,tomhas,таабырын
304,Rede::N,óráid,этии
305,Rede::N,aitheasc,этии
306,Sprache::N,teanga,тыл
307,Stimme::N,guth,куолас
308,Wort::N,focal,тыл
309,Zeichen::N,comhartha,бэлиэ
310,Ruf::N,glaoch,ыҥырыы
311,Lärm::N,torann,айдаан
312,Laut::N,fuaim,тыас
313,Ton::N,ton,дорҕоон
314,Lied::N,amhrán,ырыа
315,Ruhe::N,suaimhneas,уу чуумпу
316,Leute::N,muintir,дьон
317,Volk::N,pobal,дьон
318,Volk::N,pobal,норуот
319,Arbeit::N,obair,үлэ
320,Gast::N,aoi,ыалдьыт
321,Geschenk::N,féirín,бэлэх
322,Geschenk::N,bronntanas,бэлэх
323,Spiel::N,cluiche,оонньуу
324,Gesellschaft::N,comhluadar,общество
325,Hilfe::N,cúnamh,көмө
326,Hilfe::N,cabhair,көмө
327,Freund::N,cara,доҕор
328,Kamerad::N,comrádaí,атас
329,Angelegenheit::N,ábhar,дьыала
330,Anzahl::N,líon,ахсаан
331,Art::N,sórt,биис
332,Art::N,saghas,биис
333,Stück::N,píosa,кырбас
334,Teil::N,cuid,ирээт
335,Teil::N,páirt,ирээт
336,Hälfte::N,leath,аҥар
337,Kreis::N,ciorcal,төгүрүк
338,Kreis::N,ciorcal,төгүрүмтэ
339,Kreuz::N,cros,кириэс
340,Linie::N,líne,сурааһын
341,Strich::N,stríoc,сурааһын
342,Abstand::N,achar,арыт
343,Entfernung::N,fad,ыраах
344,Gegend::N,ceantar,сир
345,Platz::N,áit,арыт
346,Platz::N,spás,арыт
347,Ort::N,áit,сир
348,Seite::N,taobh,өрүт
349,Seite::N,taobh,сирэй
350,Mitte::N,lár,орто
351,Gegenstand::N,ball,предмет
352,Gegenstand::N,ábhar,предмет
353,Sache::N,ní,мал
354,Sache::N,rud,мал
355,Rand::N,imeall,кытыы
356,Rand::N,imeall,ойоҕос
357,Rand::N,ciumhais,кытыы
358,Rand::N,ciumhais,ойоҕос
359,Kante::N,corr,кырыы
360,Kante::N,colbha,кырыы
361,Ecke::N,coirnéal,муннук
362,Spitze::N,gob,чыпчаал
363,Spitze::N,barr,чыпчаал
364,Ende::N,ceann,төбө
365,Ende::N,foirceann,төбө
366,Loch::N,poll,тэһэҕэс
367,Loch::N,poll,дьөлөҕөс
368,Winkel::N,cúinne,муннук
369,Winkel::N,uillinn,муннук
370,Muster::N,patrún,оһуор
371,Größe::N,méid,кээмэй
372,Größe::N,toise,кээмэй
373,Länge::N,fad,уста
374,Höhe::N,airde,үрдүк
375,Gewicht::N,meáchan,ыйааһын
376,Menge::N,méid,ахсаан
377,Haufen::N,cnap,чөмчөх
378,Reihe::N,líne,кэккэ
379,Reihe::N,sraith,кэккэ
380,Boot::N,bád,оҥочо
381,Ruder::N,rámh,эрдии
382,Ruder::N,maide rámha,эрдии
383,Schlitten::N,carr sleamhnáin,сыарҕа
384,Ski::N,scí,хайыһар
385,Lagerfeuer::N,tine champa,кутаа
386,Last::N,ualach,ыарахан
387,Gang::N,siúlóid,хаамыы
388,Schritt::N,céim,хардыы
389,Schritt::N,coiscéim,хардыы
390,Norden::N,tuaisceart,хоту
391,Süden::N,deisceart,соҕуруу
392,Westen::N,iarthar,арҕаа
393,Osten::N,oirthear,илин
394,Holz::N,adhmad,мас
395,Brett::N,clár,дуоска
396,Brett::N,clár,хаптаһын
397,Platte::N,leac,билиитэ
398,Stütze::N,taca,тулааһын
399,Stange::N,polla,ураҕас
400,Stange::N,cuaille,ураҕас
401,Stock::N,bata,мас
402,Stock::N,bata,баалкы
403,Stock::N,maide,мас
404,Stock::N,maide,баалкы
405,Stab::N,maide,ураҕас
406,Stab::N,bachall,ураҕас
407,Rohr::N,píopa,турба
408,Haus::N,teach,дьиэ
409,Heim::N,baile,дьиэ
410,Ofen::N,sornóg,оһох
411,Fußboden::N,urlár,муоста
412,Tisch::N,bord,остуол
413,Tisch::N,tábla,остуол
414,Stuhl::N,cathaoir,устуул
415,Wiege::N,cliabhán,биһик
416,Bett::N,leaba,кырабаат
417,Regal::N,seilf,долбуур
418,Kiste::N,bosca,дьааһык
419,Fenster::N,fuinneoig,түннүк
420,Tür::N,doras,аан
421,Tor::N,geata,аан
422,Zaun::N,fál,соппулуот
423,Zaun::N,claí,соппулуот
424,Dach::N,díon,кырыыса
425,Leiter::N,dréimire,кирилиэс
426,Besen::N,scuab,миинньик
427,Spaten::N,spád,күрдьэх
428,Spaten::N,rámhainn,күрдьэх
429,Schaufel::N,sluasaid,күрдьэх
430,Gabel::N,forc,биилкэ
431,Gabel::N,gabhlóg,биилкэ
432,Löffel::N,spúnóg,луоска
433,Messer::N,scian,быһах
434,Nagel::N,tairne,тоһоҕо
435,Netz::N,líon,илим
436,Netz::N,eangach,илим
437,Haken::N,croch,көхө
438,Griff::N,cos,ук
439,Griff::N,cos,тутаах
440,Griff::N,hanla,ук
441,Griff::N,hanla,тутаах
442,Schloss::N,glas,күлүүс
443,Bild::N,pictiúr,хартыына
444,Figur::N,fíor,фигура
445,Puppe::N,bábóg,куукула
446,Beutel::N,mála,мөһөөччук
447,Beutel::N,mealbhóg,мөһөөччук
448,Bündel::N,beart,баайыы
449,Tasche::N,mála,суумка
450,Eimer::N,buicéad,биэдэрэ
451,Deckel::N,clár,хаппах
452,Deckel::N,claibín,хаппах
453,Geschirr::N,soithí,иһит
454,Geschirr::N,gréithe,иһит
455,Sack::N,sac,куул
456,Sack::N,mála,куул
457,Tasse::N,cupán,сэлиэнэй
458,Topf::N,pota,көстүрүүҥкэ
459,Kessel::N,citeal,хочуол
460,Essen::N,béile,аһылык
461,Nahrung::N,bia,ас
462,Speise::N,mias,аһылык
463,Fleisch::N,feoil,эт
464,Getreide::N,grán,злактар
465,Getreide::N,arbhar,злактар
466,Brei::N,brúitín,хааһы
467,Brot::N,arán,килиэп
468,Scheibe::N,píosa,куһуок
469,Scheibe::N,slisne,куһуок
470,Fett::N,saill,сыа
471,Fett::N,méathras,сыа
472,Butter::N,im,арыы
473,Öl::N,ola,арыы
474,Salz::N,salann,туус
475,Suppe::N,sú,мин
476,Suppe::N,anraith,мин
477,Honig::N,mil,мүөт
478,Milch::N,bainne,үүт
479,Tee::N,tae,чэй
480,Leder::N,leathar,тирии
481,Wolle::N,olann,түү
482,Stoff::N,éadach,таҥас
483,Nadel::N,snáthaid,иннэ
484,Faden::N,snáth,сап
485,Knopf::N,cnaipe,тимэх
486,Knoten::N,snaidhm,түмүк
487,Farbe::N,péint,кырааска
488,Kleidung::N,éadaí,таҥас
489,Hemd::N,léine,ырбаахы
490,Kragen::N,bóna,саҕа
491,Ärmel::N,muinchille,сиэх
492,Hose::N,bríste,ыстаан
493,Hose::N,bríste,бүрүүкэ
494,Hose::N,treabhsar,ыстаан
495,Hose::N,treabhsar,бүрүүкэ
496,Gürtel::N,crios,кур
497,Mütze::N,caipín,бэргэһэ
498,Schuh::N,bróg,бачыыҥка
499,Stiefel::N,buatais,саппыкы
500,Ring::N,fáinne,биһилэх
501,Band::N,ribín,лиэнтэ
502,Kamm::N,cíor,тараах
503,Spiegel::N,scáthán,сиэркилэ
504,Riemen::N,iall,кур
505,Riemen::N,strapa,кур
506,Schnur::N,téad,быа
507,Schnur::N,sreangán,быа
508,Leine::N,iall,тэһиин
509,Decke::N,pluid,суорҕан
510,Decke::N,blaincéad,суорҕан
511,Kissen::N,piliúr,сыттык
512,Kissen::N,adhartán,сыттык
513,Tuch::N,scaif,былаат
514,Handtuch::N,tuáille,соттор
515,Kraft::N,fórsa,сыра
516,Stärke::N,neart,күүс
517,Gesundheit::N,sláinte,доруобуйа
518,Krankheit::N,tinneas,ыарыы
519,Krankheit::N,breoiteacht,ыарыы
520,Schmerz::N,pian,ыарыы
521,Wunde::N,goin,баас
522,Fieber::N,fiabhras,түрүлгэн
523,Fieber::N,fiabhras,лихорадка
524,Fieber::N,fiabhras,температура
525,Arznei::N,cógas,эмп
526,Brücke::N,droichead,күргэ
527,Brunnen::N,tobar,холуодьас
528,Weide::N,féarach,мэччирэҥ
529,Pfad::N,cosán,ыллык
530,Pfad::N,conair,ыллык
531,Weg::N,slí,суол
532,Weg::N,bealach,суол
533,Straße::N,bóthar,суол
534,Dorf::N,sráidbhaile,дэриэбинэ
535,Stadt::N,baile,куорат
536,Stadt::N,cathair,куорат
537,Brief::N,litir,сурук
538,Buch::N,cín,кинигэ
539,Buch::N,leabhar,кинигэ
540,Buchstabe::N,litir,буква
541,Zeitung::N,nuachtán,хаһыат
542,Leben::N,saol,тыын
543,Leben::N,beatha,тыын
544,Tod::N,bás,өлүү
545,Grab::N,uaigh,иин
546,Kirche::N,eaglais,таҥара дьиэтэ
547,Sünde::N,peaca,айыы
548,Gott::N,dia,тангара
549,Arbeiter::N,oibrí,үлэһит
550,Chef::N,saoiste,баһылык
551,Chef::N,saoiste,начальник
552,Chef::N,ceannasaí,баһылык
553,Chef::N,ceannasaí,начальник
554,Meister::N,máistir,уус
555,Meister::N,máistir,маастар
556,Arzt::N,lia,врач
557,Arzt::N,dochtúir,врач
558,Lehrer::N,oide,учуутал
559,Lehrer::N,múinteoir,учуутал
560,Geld::N,airgead,харчы
561,Geschäft::N,gnó,идэ
562,Laden::N,siopa,маҕаһыын
563,Preis::N,praghas,сыана
564,Ware::N,earra,табаар
565,Nutzen::N,tairbhe,туһа
566,Reichtum::N,rachmas,баай
567,Reichtum::N,saibhreas,баай
568,Welt::N,domhan,аан дойду
569,Land::N,tír,дойду
570,Staat::N,stát,государство
571,König::N,rí,король
572,Macht::N,cumhacht,былаас
573,Grenze::N,críoch,кыраныысса
574,Grenze::N,teorainn,кыраныысса
575,Krieg::N,cogadh,сэрии
576,Feind::N,namhaid,өстөөх
577,Gewalt::N,foréigean,күүһүлээһин
578,Kampf::N,troid,охсуһуу
579,Bogen[Waffe]::N,bogha,ох
580,Pfeil::N,saighead,ох
581,Gewehr::N,gunna,саа
582,Fehler::N,botún,сыыһа
583,Fehler::N,meancóg,сыыһа
584,Lüge::N,bréag,сымыйа
585,Lüge::N,éitheach,сымыйа
586,Schaden::N,dochar,хоромньу
587,Schaden::N,damáiste,хоромньу
588,Unglück::N,drochrath,алдьархай
589,Schuld::N,locht,буруй
590,Schuld::N,milleán,буруй
591,Alter::N,aois,саас
592,Schluss::N,deireadh,тиһэх
593,Zeit::N,am,бириэмэ
594,Zeit::N,aimsir,бириэмэ
595,Tag::N,lá,күн
596,Morgen::N,maidin,сарсыарда
597,Mittag::N,nóin,күн ортото
598,Abend::N,tráthnóna,киэһэ
599,Nacht::N,oíche,түүн
600,Woche::N,seachtain,нэдиэлэ
601,Monat::N,mí,ый
602,Jahr::N,bliain,сыл
603,Jahr::N,bliain,дьыл
604,Frühling::N,earrach,саас
605,Sommer::N,samhradh,сайын
606,Herbst::N,fómhar,күһүн
607,Winter::N,geimhreadh,кыһын
608,Januar::N,Eanáir,тохсунньу
609,Februar::N,Feabhra,олунньу
610,März::N,Márta,кулун тутар
611,April::N,Aibreán,муус устар ый
612,Mai::N,Bealtaine,ыам ыйа
613,Juni::N,Meitheamh,бэс ыйа
614,Juli::N,Iúil,от ыйа
615,August::N,Lúnasa,атырдьах ыйа
616,September::N,Meán Fómhair,балаҕан ыйа
617,Oktober::N,Deireadh Fómhair,алтынньы
618,November::N,Samhain,сэтинньи
619,November::N,Mí na Samhna,сэтинньи
620,Dezember::N,Mí na Nollag,ахсынньы
621,Montag::N,Luan,бэнидиэнньик
622,Montag::N,Dé Luain,бэнидиэнньик
623,Dienstag::N,Máirt,оптуорунньук
624,Dienstag::N,Dé Máirt,оптуорунньук
625,Mittwoch::N,Céadaoin,сэрэдэ
626,Mittwoch::N,Dé Céadaoin,сэрэдэ
627,Donnerstag::N,Déardaoin,чэппиэр
628,Freitag::N,Aoine,бээтинсэ
629,Freitag::N,Dé hAoine,бээтинсэ
630,Samstag::N,Satharn,субуота
631,Samstag::N,Dé Sathairn,субуота
632,Sonntag::N,Domhnach,баскыһыанньа
633,Sonntag::N,Dé Domhnaigh,баскыһыанньа
634,groß::A,mór,бөдөҥ
635,groß::A,mór,улахан
636,klein::A,beag,кыр
637,lang::A,fada,уһун
638,kurz::A,gearr,кылгас
639,kurz::A,gairid,кылгас
640,breit::A,leathan,кэтит
641,breit::A,fairsing,кэтит
642,schmal::A,cúng,кыараҕас
643,dicht::A,dlúth,хойуу
644,dick[Gegenstand]::A,tiubh,суон
645,dick[Gegenstand]::A,tiubh,хойуу
646,dünn::A,caol,чараас
647,dünn::A,tanaí,чараас
648,fein::A,scáinte,бытархай
649,fein::A,scáinte,синньигес
650,fein::A,fíneálta,бытархай
651,fein::A,fíneálta,синньигес
652,fest::A,daingean,бөҕө
653,fest::A,daingean,кытаанах
654,flach::A,cothrom,хаптаҕай
655,glatt::A,mín,кылааккай
656,glatt::A,sleamhain,кылааккай
657,hart::A,crua,хатан
658,hart::A,crua,кытаанах
659,weich::A,bog,сымнаҕас
660,rund::A,cruinn,төгүрүк
661,spitz::A,gobach,сытыы
662,spitz::A,gobach,уһуктаах
663,spitz::A,biorach,сытыы
664,spitz::A,biorach,уһуктаах
665,scharf::A,géar,сытыы
666,scharf::A,faobhrach,сытыы
667,stumpf::A,maol,сыппах
668,schwer::A,trom,ыарахан
669,schön::A,álainn,кыраһыабай
670,heiß::A,te,итии
671,warm::A,te,ичигэс
672,kalt::A,fuar,тымныы
673,kühl::A,fionnuar,сөрүүн
674,frisch::A,úr,ыраас
675,frisch::A,úr,сөрүүн
676,frisch::A,úr,тымныы
677,frisch::A,friseáilte,ыраас
678,frisch::A,friseáilte,сөрүүн
679,frisch::A,friseáilte,тымныы
680,feucht::A,tais,сииктээх
681,nass::A,fliuch,инчэҕэй
682,trocken::A,tirim,кураан
683,voll::A,lán,толору
684,leer::A,folamh,иччитэх
685,offen::A,oscailte,аһаҕас
686,geschlossen::A,dúnta,бүтэй
687,geschlossen::A,druidte,бүтэй
688,sauber::A,glan,сэбэр
689,schmutzig::A,salach,кирдээх
690,roh::A,amh,сиикэй
691,reif::A,aibí,буспут
692,reif::A,aibí,сиппит-хоппут
693,lecker::A,blasta,минньигэс
694,süß::A,milis,минньигэс
695,bitter::A,searbh,аһыы
696,sauer::A,géar,аһыы
697,sauer::A,searbh,аһыы
698,hell::A,geal,сырдык
699,hell::A,soilseach,сырдык
700,dunkel::A,dorcha,хараҥа
701,schwarz::A,dubh,хара
702,weiß::A,bán,үрүҥ
703,weiß::A,bán,маҥан
704,rot::A,dearg,кыһыл
705,gelb::A,buí,саһархай
706,blau::A,gorm,күөх
707,grün::A,glas,күөх
708,grün::A,glas,от күөҕэ
709,grün::A,uaine,күөх
710,grün::A,uaine,от күөҕэ
711,grau::A,liath,сиэрэй
712,bunt::A,ildathach,эриэн
713,bunt::A,dathannach,эриэн
714,billig::A,saor,чэпчэки
715,teuer::A,daor,сыаналаах
716,teuer::A,costasach,сыаналаах
717,wertvoll::A,luachmhar,сыаналаах
718,blind::A,dall,хараҕа суох
719,blind::A,caoch,хараҕа суох
720,taub::A,bodhar,дьүлэй
721,kräftig::A,cumhachtach,модун
722,stark::A,tréan,күүстээх
723,stark::A,láidir,күүстээх
724,schwach::A,lag,мөлтөх
725,schwach::A,fann,мөлтөх
726,fett::A,ramhar,эмис
727,schlank::A,caol,дьылҕан
728,schlank::A,caol,дьыпсаҕай
729,schlank::A,seang,дьылҕан
730,schlank::A,seang,дьыпсаҕай
731,hübsch::A,álainn,олус кэрэ
732,hübsch::A,álainn,көрүөхтэн үчүгэй
733,hübsch::A,dathúil,олус кэрэ
734,hübsch::A,dathúil,көрүөхтэн үчүгэй
735,böse::A,olc,өһүөннээх
736,dumm::A,dúr,акаары
737,dumm::A,amaideach,акаары
738,faul::A,falsa,нэс
739,faul::A,leisciúil,нэс
740,fleißig::A,dícheallach,кыһамньылаах
741,geizig::A,barainneach,иҥсэлээх
742,geizig::A,sprionlaithe,иҥсэлээх
743,klug::A,cliste,өйдөөх
744,geschickt::A,oilte,наһаа дьоҕурдаах
745,geschickt::A,ealaíonta,наһаа дьоҕурдаах
746,lieb::A,dil,тапталлаах
747,lieb::A,dílis,тапталлаах
748,lustig::A,aerach,көрдөөх
749,lustig::A,meidhreach,көрдөөх
750,sanft::A,bog,намчы
751,sanft::A,bog,сымнаҕас
752,sanft::A,séimh,намчы
753,sanft::A,séimh,сымнаҕас
754,hungrig::A,ocrach,аччык
755,krank::A,tinn,ыалдьар
756,krank::A,breoite,ыалдьар
757,nackt::A,nocht,сыгынньах
758,traurig::A,brónach,санаарҕабыллаах
759,lebendig::A,beo,тыыннаах
760,gut::A,maith,үтүө
761,gut::A,maith,үчүгэй
762,schlecht::A,dona,куһаҕан
763,schlecht::A,droch-,куһаҕан
764,richtig::A,ceart,сөп
