,Concept_ID,kl,os
307,Lärm::N,perpaluk,уынæр
308,Laut::N,torsukattak,зӕл
309,Laut::N,torsukattak,мыр
310,Ton::N,erinaq,мыр
311,Lied::N,taalliaq,зарӕг
312,Lied::N,erinarsuut,зарӕг
313,Ruhe::N,qatsunganeq,æнцой
314,Leute::N,inuiak,адӕм
315,Leute::N,inuiaqatigiit,адӕм
316,Volk::N,inuiaat,адӕм
317,Arbeit::N,suliaq,фӕллой
318,Gast::N,qaaqqusaq,уазӕг
319,Geschenk::N,pajugut,хуын
320,Hilfe::N,annertoqqut,æххуыс
321,Hilfe::N,annertoqqut,ахъаз
322,Freund::N,tiliaq,лымӕн
323,Freund::N,ikinngut,лымӕн
324,Kamerad::N,tiliaq,ӕмбал
325,Kamerad::N,ikinngut,ӕмбал
326,Art::N,ileqquuseq,хуыз
327,Art::N,ileqquuseq,хуызад
328,Stück::N,nakkaalaniku,кæрдих
329,Stück::N,nakkaalaniku,комдзаг
330,Teil::N,tassiaasat,хай
331,Hälfte::N,affaq,æрдæг
332,Hälfte::N,affaq,æмбис
333,Kreis::N,kaajaluinneq or kaajaluitsoq,зиллакк
334,Kreuz::N,sanningasulik,дзуар
335,Linie::N,tittaq,хахх
336,Linie::N,titarneq,хахх
337,Abstand::N,aku,æхсæнуат
338,Abstand::N,ikiaq,æхсæнуат
339,Entfernung::N,asi,дæрддзæг
340,Entfernung::N,asi,дардцæг
341,Gegend::N,nuna,ран
342,Platz::N,ini,бууат
343,Platz::N,inissaq,бууат
344,Ort::N,sumiiffik,ран
345,Ort::N,sumiiffik,бынат
346,Seite::N,saneraq,фахс
347,Mitte::N,qiteq,астӕу
348,Sache::N,pigisaq,дзаума
349,Rand::N,sini,кӕрон
350,Rand::N,akerfineq,кӕрон
351,Kante::N,akerfineq,фӕрск
352,Ecke::N,teqeqqoq,тигъ
353,Ecke::N,teqeqqoq,фисын
354,Ecke::N,tikeqqoq,тигъ
355,Ecke::N,tikeqqoq,фисын
356,Spitze::N,inngik,бырынкъ
357,Ende::N,isu,кӕрон
358,Loch::N,putu,хуынкъ
359,Winkel::N,teqeqqorissaat,къуым
360,Muster::N,ilisserut,нывæфтыд
361,Muster::N,ilisserut,кæдзист
362,Größe::N,angissuseq,ас
363,Länge::N,takissuseq,дӕргъ
364,Gewicht::N,oqimaalutaq,уӕз
365,Menge::N,amerlassuseq,бӕрц
366,Haufen::N,eqimattat,кӕри
367,Reihe::N,allunaasaq,рӕнхъ
368,Boot::N,qajaq,чема
369,Boot::N,angallat,чема
370,Boot::N,umiatsiaq,чема
371,Ruder::N,iput,къохар
372,Schlitten::N,qamutit,дзоныгъ
373,Schlitten::N,qimusseq,дзоныгъ
374,Ski::N,ataarut,къахдзоныгътæ
375,Ski::N,ataarut,лыжæтæ
376,Last::N,nammagaq,уаргъ
377,Schritt::N,allorneq,санчъех
378,Schritt::N,allorneq,къахдзӕф
379,Norden::N,avannaq,цæгат
380,Süden::N,qava,хуссар
381,Süden::N,kujat,хуссар
382,Süden::N,kujataa,хуссар
383,Westen::N,kitaa,ныгуылæн
384,Osten::N,kangi,скæсæн
385,Holz::N,qisuk,хъӕдӕрмӕг
386,Brett::N,salliligaq,фæйнæг
387,Platte::N,qaateq,къӕй
388,Stütze::N,ajagutaq,быцæу
389,Stütze::N,ajaagutaq,быцæу
390,Stange::N,kaaviffik,хъил
391,Stock::N,ajaappissat,лӕдзӕг
392,Stab::N,ajaappissat,хъил
393,Rohr::N,sullulik,хӕтӕл
394,Haus::N,illu,хӕдзар
395,Ofen::N,kissarsuut,пец
396,Fußboden::N,nateq,астӕрд
397,Tisch::N,allattarfik,стъол
398,Stuhl::N,issiavik,бандон
399,Stuhl::N,issiaffik,бандон
400,Wiege::N,uaasoq,авдæн
401,Bett::N,nallavik,сынтӕг
402,Regal::N,ilisivik,тӕрхӕг
403,Regal::N,ilisivik,уӕлвӕйнӕг
404,Kiste::N,sakissat,асыкк
405,Kiste::N,illerfiusaq,асыкк
406,Fenster::N,aki,рудзынг
407,Fenster::N,aki,фæрссаг
408,Fenster::N,igalaaq,рудзынг
409,Fenster::N,igalaaq,фæрссаг
410,Tür::N,matu,дуар
411,Tor::N,isaaffik,кулдуар
412,Zaun::N,saputit,æмбонд
413,Zaun::N,saputit,быру
414,Zaun::N,saputit,гæрæн
415,Dach::N,qaliaq,уӕлхӕдзар
416,Leiter::N,tummeqqat,асин
417,Leiter::N,majuartarfiit,асин
418,Besen::N,saligutit,уисой
419,Spaten::N,nivaataq,бел
420,Schaufel::N,nivaataq,æвгæнæн
421,Schaufel::N,nivaataq,кæфой
422,Gabel::N,qilluaq,вилкæ
423,Gabel::N,ajassaatit,вилкæ
424,Löffel::N,alussaat,уидыг
425,Messer::N,savik,кард
426,Nagel::N,kukik,зӕгӕл
427,Netz::N,anguffaseq,хыз
428,Haken::N,nissik,хæдз
429,Haken::N,nissik,хæбырæгъ
430,Haken::N,qarsorsaq,хæдз
431,Haken::N,qarsorsaq,хæбырæгъ
432,Haken::N,qarsorsartoq,хæдз
433,Haken::N,qarsorsartoq,хæбырæгъ
434,Griff::N,ipi,фистон
435,Schloss::N,illussaarsuaq,гуыдыр
436,Bild::N,assiliaq,ныв
437,Figur::N,kisitsit,кæрдгæныв
438,Puppe::N,inuusaq,чындз
439,Bündel::N,qilertaq,баст
440,Tasche::N,pooqattaq,хызын
441,Tasche::N,pooqattaq,дзæкъул
442,Deckel::N,matu,сæр
443,Deckel::N,matu,æмбæрзæн
444,Geschirr::N,anut,мигæнæн
445,Geschirr::N,anut,мигæнæнтæ
446,Tasse::N,tiitorfik,пиала
447,Tasse::N,tiitorfik,къус
448,Tasse::N,tiitorfiup ilorlia,пиала
449,Tasse::N,tiitorfiup ilorlia,къус
450,Topf::N,qoqqoq,аг
451,Topf::N,qoqqoq,чысыл аг
452,Kessel::N,uunnaavik,аг
453,Essen::N,igaaq,хӕрд
454,Nahrung::N,neqissaq,хойраг
455,Speise::N,nerisassat,хӕринаг
456,Fleisch::N,neqi,дзидза
457,Fleisch::N,neqi,фыдызгъӕл
458,Getreide::N,maannineq,халсар
459,Brot::N,iffit,дзул
460,Brot::N,iffiaq,дзул
461,Scheibe::N,igalaassiaq,къӕбӕр
462,Fett::N,tarnutissaq,сой
463,Fett::N,tarnutissiaq,сой
464,Butter::N,punneq,нӕлхӕ
465,Öl::N,uulia,зети
466,Salz::N,taratsut,цӕхх
467,Suppe::N,qajoq,бас
468,Honig::N,tungusunnitsuut,мыд
469,Milch::N,immuk,ӕхсыр
470,Tee::N,tii,цай
471,Tee::N,teeq,цай
472,Wolle::N,nuersagassiaq,фӕсмын
473,Stoff::N,milliaq,хъуымац
474,Stoff::N,qarlissiaq,хъуымац
475,Nadel::N,meqqut,судзин
476,Faden::N,ujalussiaq,ӕндах
477,Knopf::N,attat,цӕппӕр
478,Knoten::N,akeroq,ӕлхынцъ
479,Knoten::N,qilerneq,ӕлхынцъ
480,Farbe::N,qalipaat,ахорæн
481,Kleidung::N,atisat,дарӕс
482,Kleidung::N,annoraaq,дарӕс
483,Hemd::N,ilupaaq,хӕдон
484,Kragen::N,qungasiinnaq,æфцæггот
485,Ärmel::N,aaq,дыс
486,Hose::N,qarliit,хæлаф
487,Hose::N,qarliit,æддаг хæлаф
488,Hose::N,qarliit,салбар
489,Gürtel::N,qiterut,рон
490,Gürtel::N,unngersaq,рон
491,Mütze::N,nasaq,худ
492,Schuh::N,skuu,басмахъ
493,Schuh::N,ikernuk,басмахъ
494,Schuh::N,ateraasaq,басмахъ
495,Stiefel::N,kamik,цырыхъхъ
496,Ring::N,assammiu,къухдарӕн
497,Band::N,qilerutissiaq,лент
498,Kamm::N,illaagutit,сӕрвасӕн
499,Kamm::N,illaajaatit pl.,сӕрвасӕн
500,Spiegel::N,tarrarsuut,айдæн
501,Spiegel::N,tarrarsuut,кæсæн
502,Riemen::N,allunaaq,гӕрз
503,Schnur::N,kujaaq,бӕндӕн
504,Schnur::N,allunaasaq,бӕндӕн
505,Leine::N,aleq,
506,Decke::N,qipik,хъӕццул
507,Kissen::N,akit,баз
508,Tuch::N,qarlissiaq,кæлмæрзæн
509,Tuch::N,qarlissiaq,кæрдæн
510,Handtuch::N,allarut,хисæрфæн
511,Handtuch::N,allarterut,хисæрфæн
512,Kraft::N,pissak,тых
513,Kraft::N,pissak,хъомыс
514,Stärke::N,qerattarsaat,тых
515,Stärke::N,qerattarsaat,æхсар
516,Gesundheit::N,peqqisusseq,æнæниздзинад
517,Krankheit::N,nappaat,низ
518,Krankheit::N,nappaat,рын
519,Schmerz::N,anniaat,рис
520,Wunde::N,iki,цӕф
521,Fieber::N,nappaat qanimanartoq,ризӕг
522,Fieber::N,nappaat qanimanartoq,тӕфсӕг
523,Arznei::N,imigassaq,хос
524,Brücke::N,ikaartarfik,хид
525,Brunnen::N,tissaluttuliaq,цъай
526,Weide::N,masarsuk,хизæн
527,Weide::N,masarsuk,хизæнуат
528,Weide::N,masarsuk,сæрвæт
529,Pfad::N,aqqut,къахвæндаг
530,Pfad::N,aqqut,къахвæд
531,Weg::N,aggerfik,фӕндаг
532,Straße::N,aqqusineq,фӕндаг
533,Dorf::N,nunaqarfik,хъӕу
534,Stadt::N,illorpaat,сахар
535,Stadt::N,illorpalik,сахар
536,Brief::N,allagarsiaq,фыстӕг
537,Buch::N,atuakkat,чиныг
538,Buch::N,mappersagaq,чиныг
539,Buchstabe::N,naqinneq,дамгъӕ
540,Zeitung::N,aviisi,газет
541,Leben::N,inuussuseq,цард
542,Leben::N,inuussuseq,цӕрӕнбон
543,Tod::N,toqu,мæлæт
544,Tod::N,toqu,адзал
545,Tod::N,toquneq,мæлæт
546,Tod::N,toquneq,адзал
547,Grab::N,iliveq,ингӕн
548,Grab::N,illissat,ингӕн
549,Kirche::N,oqaluffik,аргъуан
550,Sünde::N,ajorti,тæригъæд
551,Arbeiter::N,sulisoq,кусæг
552,Chef::N,ittoqut,ӕмцег
553,Meister::N,naalagaq,мастер
554,Meister::N,naalagaq,дæсны
555,Arzt::N,katsorsaasoq,хосгæнæг
556,Arzt::N,katsorsaasoq,дохтыр
557,Lehrer::N,ilinniartitsisoq,ахуыргæнæг
558,Geld::N,aningaasat,ӕхца
559,Geschäft::N,niuertarfik,бизнес
560,Geschäft::N,niuertarfik,хъуыддаг
561,Laden::N,niuertarfik,дукани
562,Preis::N,aki,аргъ
563,Ware::N,qaliata pii,базайраг
564,Ware::N,nioqqutissaq,базайраг
565,Nutzen::N,iluaqut,пайда
566,Welt::N,nunarsuaq,дуне
567,Land::N,nuna,бӕстӕ
568,König::N,kunngi,къарол
569,Macht::N,pissaassuseq,хицаудзинад
570,Grenze::N,killik,арӕн
571,Krieg::N,sorsunneq,хӕст
572,Feind::N,akeraq,знаг
573,Feind::N,akeraq,фыдгул
574,Feind::N,akeraq,фыдзæрдæ
575,Feind::N,akeraq,сон
576,Feind::N,akerartorti,знаг
577,Feind::N,akerartorti,фыдгул
578,Feind::N,akerartorti,фыдзæрдæ
579,Feind::N,akerartorti,сон
580,Feind::N,qinngarsuisoq,знаг
581,Feind::N,qinngarsuisoq,фыдгул
582,Feind::N,qinngarsuisoq,фыдзæрдæ
583,Feind::N,qinngarsuisoq,сон
584,Kampf::N,sorsunneq,хæст
585,Kampf::N,sorsunneq,хъæбысæйхæст
586,Kampf::N,sorsunneq,тох
587,Pfeil::N,qalugiusaq,фат
588,Gewehr::N,aallaat,топп
589,Fehler::N,kukkuneq,рӕдыд
590,Fehler::N,paarlaappaa,рӕдыд
591,Unglück::N,perluut,бæллæх
592,Schuld::N,akiitsugaq,азым
593,Schuld::N,akiligassaq,азым
594,Alter::N,utoqqaq,кар
595,Schluss::N,isu,кæрон
596,Zeit::N,ulloq,рӕстӕг
597,Zeit::N,akuttoqatigiinneq,рӕстӕг
598,Tag::N,ulloq,бон
599,Morgen::N,ullaaq,райсом
600,Mittag::N,ulloqeqqa,æмбисбон
601,Abend::N,unnuk,изӕр
602,Nacht::N,unnuaq,ӕхсӕв
603,Woche::N,sapaatip akunnera,къуыри
604,Monat::N,qaammat,мӕй
605,Jahr::N,ukioq,аз
606,Jahr::N,ukioq,афӕдз
607,Frühling::N,upernaaq,уалдзæг
608,Sommer::N,aasaq,сӕрд
609,Herbst::N,ukiaq,фæззæг
610,Winter::N,ukioq,зымӕг
611,Januar::N,siulleeq,январь
612,Januar::N,qaammaliaq,январь
613,Februar::N,aarlaat,февраль
614,März::N,marsi,мартъи
615,März::N,martsi,мартъи
616,Mai::N,maaji,май
617,Juni::N,juuni,июнь
618,Juli::N,juuli,июль
619,August::N,aggusti,август
620,September::N,septembari,сентябрь
621,Oktober::N,oktobari,октябрь
622,November::N,novembari,ноябрь
623,Dezember::N,detsembari,декабрь
624,Montag::N,ataasinngortoq,къуырисæр
625,Dienstag::N,marlunngorneq,дыццæг
626,Mittwoch::N,pingasunngorneq,æртыццæг
627,Donnerstag::N,sisamanngorneq,цыппæрæм
628,Freitag::N,tallimanngorneq,майрæмбон
629,Samstag::N,arfininngorneq,сабат
630,Sonntag::N,sapaat,хуыцаубон
631,Sonntag::N,sapaati,хуыцаубон
632,groß::A,angivoq,дынджыр
633,klein::A,mikivoq,гыццыл
634,lang::A,takisooq,даргъ
635,kurz::A,naatsoq,цыбыр
636,breit::A,silippoq,фӕтӕн
637,schmal::A,amitsoq,нарӕг
638,schmal::A,amitsoq,уынгӕг
639,dicht::A,torsusooq,бæзджын
640,dicht::A,torsusooq,тар
641,dick[Gegenstand]::A,issuvoq,сӕвджын
642,dick[Gegenstand]::A,issusooq,сӕвджын
643,dünn::A,amitsoq,тæнæг
644,fein::A,mamarpoq,лыстӕг
645,fest::A,tangeqarpoq,фидар
646,fest::A,tangeqarpoq,хъӕддых
647,flach::A,nalimmappoq,тъӕпӕн
648,glatt::A,quasak,лӕгъз
649,hart::A,mattusooq,хъӕбӕр
650,hart::A,manngerpoq,хъӕбӕр
651,hart::A,titeqquluppoq,хъӕбӕр
652,weich::A,nerumaarpoq,фӕлмӕн
653,rund::A,ammallorippoq,тымбыл
654,spitz::A,qummukujooq,цыргъбырынкъ
655,spitz::A,qummukujooq,цыргъфындз
656,scharf::A,ipippoq,цыргъ
657,stumpf::A,anngerpoq,къуымых
658,schwer::A,oqimaappoq,уӕззау
659,schön::A,kusanarpoq,аив
660,schön::A,kusanarpoq,рӕсугъд
661,heiß::A,kiappoq,тӕвд
662,warm::A,oqorpoq,хъарм
663,kalt::A,issippoq,уазал
664,kühl::A,pueqqortippoq,сатæг
665,kühl::A,pueqqortippoq,уазалгомау
666,feucht::A,isugutavoq,уымӕл
667,feucht::A,qaasernarpoq,уымӕл
668,nass::A,imerorpoq,хуылыдз
669,trocken::A,panerpoq,хус
670,voll::A,ulikkaarpoq,дзаг
671,voll::A,ulikkaarpoq,йедзаг 
672,leer::A,imaattuarpoq,афтид
673,offen::A,ammavoq,гом
674,geschlossen::A,matuvoq,æхгæд
675,sauber::A,eqqippoq,сыгъдæг
676,sauber::A,sukuluippoq,сыгъдæг
677,sauber::A,ipeqanngilaq,сыгъдæг
678,schmutzig::A,tapappoq,чъиллон
679,schmutzig::A,minguppoq,чъиллон
680,roh::A,aapavoq,хом
681,reif::A,qaarulerpoq,рӕгъӕд
682,süß::A,tungusunnippoq,адджын
683,bitter::A,qasilippoq,судзаг
684,hell::A,qaamavoq,рухс
685,dunkel::A,qernerpoq,талынг
686,schwarz::A,qernerpoq,сау
687,weiß::A,qaqorpoq,урс
