,Concept_ID,ja,pl
836,schmelzen::V,溶ける,topnieć
837,trocknen::V,乾く,schnąć
838,sieden::V,沸く,wrzeć
839,sieden::V,沸く,kipieć
840,faulen::V,腐る,gnić
841,verfaulen::V,朽ちる,zgnić
842,reißen::V,切れる,urywać się
843,versinken::V,沈む,tonąć
844,vergehen::V,経つ,przechodzić
845,erscheinen::V,現れる,zjawiać się
846,verschwinden::V,消える,zniknąć
847,sinken::V,下がる,spadać
848,abnehmen::V,減る,spadać
849,zunehmen::V,増える,wzrosnąć
850,steigen::V,上がる,wzrastać
851,wachsen::V,伸びる,rosnąć
852,glänzen::V,輝く,błyszczeć
853,funkeln::V,ぴかぴか光る,zabłyszczeć
854,lärmen::V,騒ぐ,hałasować
855,läuten::V,鳴る,dzwonić
856,klingeln::V,鳴る,dzwonić
857,klirren::V,がらんがらんと鳴る,brzęczeć
858,brausen::V,逆巻く,huczeć
859,rauschen::V,戦ぐ,szumieć
860,rauschen::V,戦ぐ,szeleścić
861,klingen::V,鳴る,brzmieć
862,klingen::V,鳴る,dźwięczeć
863,bellen::V,吠える,szczekać
864,heulen::V,きゃんきゃん鳴く,wyć
865,blasen::V,吹く,dmuchnąć
866,pfeifen::V,口笛を吹く,gwizdać
867,schreien::V,叫ぶ,krzyczeć
868,stöhnen::V,うめく,stękać
869,zittern::V,震える,drżeć
870,leben::V,生きている,żyć
871,geboren werden::V,生まれる,urodzić się
872,atmen::V,呼吸する,oddychać
873,trinken::V,飲む,pić
874,essen::V,食べる,jeść
875,schlucken::V,飲み込む,połknąć
876,müde werden::V,眠くなる,zmęczyć się
877,einschlafen::V,寝付く,zasnąć
878,schlafen::V,眠る,spać
879,aufwachen::V,目が覚める,obudzić się
880,aufstehen::V,起きる,wstać
881,sich erholen::V,休養する,wypoczywać
882,krank werden::V,病気になる,zachorować
883,krank sein::V,病気である,chorować
884,schmerzen::V,痛む,boleć
885,husten::V,咳をする,kaszlać
886,genesen::V,元気になる,wyzdrowieć
887,sterben::V,死ぬ,umrzeć
888,sterben::V,亡くなる,umrzeć
889,umkommen::V,死亡する,zginąć
890,sich bewegen::V,移動する,poruszać się
891,sich rühren::V,動く,ruszyć się
892,sich erheben::V,立ち上がる,podnieść się
893,sich setzen::V,座る,usiąść
894,hinfallen::V,転ぶ,upaść
895,laufen::V,歩く,chodzić
896,schreiten::V,跨ぐ,kroczyć
897,spazierengehen::V,散歩する,iść na spacer
898,eilen::V,急ぐ,pospieszać
899,sich beeilen::V,焦る,pospieszyć się
900,sausen::V,疾駆する,pędzić
901,rennen::V,走る,biec
902,rennen::V,走る,biegać
903,springen::V,跳ぶ,skakać
904,klettern::V,よじ登る,wspinać się
905,schaukeln::V,ぶらんこに乗る,huśtać
906,schaukeln::V,ぶらんこに乗る,kołysać
907,kriechen::V,這う,pełzać
908,kriechen::V,這う,czołgać się
909,schwimmen::V,泳ぐ,pływać
910,tauchen::V,潜る,zanurzać się
911,rudern::V,漕ぐ,wiosłować
912,fahren::V,行く,jechać
913,fahren::V,乗車する,jechać
914,fliegen::V,飛ぶ,latać
915,fliegen::V,飛ぶ,lecieć
916,gehen::V,行く,iść
917,weggehen::V,立ち去る,odejść
918,abfahren::V,出発する,odjechać
919,anhalten::V,止まる,zatrzymać się
920,hineingehen::V,入る,wchodzić
921,eintreten::V,中に入る,wejść
922,eintreten::V,中に入る,nastąpić
923,kommen::V,来る,przyjść
924,ankommen::V,着く,przybyć
925,ankommen::V,到着する,przybyć
926,zurückkommen::V,帰る,wrócić
927,bleiben::V,留まる,zostać
928,warten::V,待つ,czekać
929,erwarten::V,期待する,oczekiwać
930,suchen::V,探る,szukać
931,finden::V,見つける,znaleźć
932,versuchen::V,試す,próbować
933,vorbereiten::V,準備する,przygotować
934,lieben::V,愛する,kochać
935,mögen::V,好きである,lubić
936,lachen::V,笑う,śmiać się
937,rühren::V,感情を動かす,wzruszyć
938,weinen::V,泣く,płakać
939,schimpfen::V,叱る,kląć
940,sich ärgern::V,怒る,gniewać się
941,sich ärgern::V,腹を立てる,gniewać się
942,sich fürchten::V,怖がる,bać się
943,fürchten::V,恐れる,bać się
944,fliehen::V,逃げる,uciekać
945,flüchten::V,逃亡する,uciec
946,sehen::V,見る,widzieć
947,sehen::V,見る,zobaczyć
948,anschauen::V,眺める,oglądać
949,ansehen::V,見る,popatrzeć na
950,hören::V,聞く,słyszeć
951,zuhören::V,聴く,słuchać
952,probieren::V,食べてみる,kosztować
953,riechen::V,気取る,wąchać
954,fühlen::V,感じる,czuć
955,fühlen::V,感じる,odczuwać
956,scheinen::V,ように見える,wydawać się
957,zu sehen sein::V,見える,widnieć
958,vernehmen::V,承る,usłyszeć
959,frieren::V,寒気がする,marznąć
960,tun::V,する,czynić
961,können::V,出来る,móc
962,können::V,出来る,umieć
963,wollen::V,-たい,chcieć
964,anfangen::V,始める,zacząć
965,beenden::V,終える,zakończyć
966,aufhören::V,止める,przestać
967,gelingen::V,成功する,udać się
968,geraten::V,当たる,udać się
969,öffnen::V,開く,otworzyć
970,öffnen::V,開ける,otworzyć
971,schließen::V,閉める,zamknąć
972,stellen::V,置く,postawić
973,stellen::V,据える,postawić
974,setzen::V,座らせる,posadzić
975,legen::V,置く,kłaść
976,berühren::V,触る,dotykać
977,berühren::V,触れる,dotykać
978,verbinden::V,結びつける,łączyć
979,bedecken::V,覆う,przykryć
980,aufhängen::V,掛ける,powiesić
981,anzünden::V,燃やす,zapalić
982,anzünden::V,火をつける,zapalić
983,aufheben::V,拾う,podnieść
984,zurücklassen::V,残す,zostawić
985,verlieren::V,無くす,zgubić
986,fallen lassen::V,落とす,upuścić
987,machen::V,作る,zrobić
988,herstellen::V,製造する,wytworzyć
989,bauen::V,建設する,budować
990,reparieren::V,直す,naprawiać
991,reparieren::V,修理する,naprawiać
992,verbessern::V,改良する,ulepszyć
993,ändern::V,変える,zmienić
994,graben::V,掘る,kopać
995,beugen::V,折る,zagiąć
996,biegen::V,曲げる,zgiąć
997,drehen::V,回す,obracać
998,wenden::V,裏返す,obrocić
999,umdrehen::V,裏返す,obrocić
1000,heben::V,挙げる,podnosić
1001,hochheben::V,持ち上げる,podnieść
1002,ergreifen::V,取り上げる,chwycić
1003,halten::V,持つ,trzymać
1004,drücken::V,押す,naciskać
1005,schieben::V,ずらす,pchać
1006,schieben::V,ずらす,posuwać
1007,kratzen::V,引っ掻く,drapać
1008,lecken::V,なめる,lizać
1009,beißen::V,噛む,kąsać
1010,abreißen::V,剝ぎ取る,oderwać
1011,abschneiden::V,切り取る,odciąć
1012,binden::V,縛る,wiązać
1013,stecken::V,差し込む,wetknąć
1014,brechen::V,破る,złamać
1015,klopfen::V,とんとん叩く,pukać
1016,klopfen::V,とんとん叩く,stukać
1017,hauen::V,叩く,bić
1018,kleben::V,貼る,kleić
1019,kleben::V,くっ付ける,kleić
1020,reiben::V,擦る,trzeć
1021,streichen::V,塗る,smarować
1022,schleifen::V,研ぐ,ostrzyć
1023,schneiden::V,切る,ciąć
1024,schneiden::V,切る,krajać
1025,rütteln::V,揺さぶる,trząść
1026,schütteln::V,振る,trząść
1027,schütteln::V,揺さぶる,trząść
1028,schwenken::V,振る,machać
1029,schütten::V,注ぐ,nasypać
1030,füllen::V,いっぱいにする,napełnić
1031,einwickeln::V,包む,zawinąć
1032,tragen::V,運ぶ,nieść
1033,schleppen::V,引きずる,wlec
1034,ziehen::V,引く,ciągnąć
1035,aufbewahren::V,預かる,przechowywać
1036,werfen::V,投げる,rzucać
1037,fangen::V,受ける,łowić
1038,packen::V,掴む,chwycić
1039,verstecken::V,隠す,ukryć
1040,verstecken::V,隠す,schować
1041,teilen::V,分ける,podzielić
1042,schicken::V,送る,posyłać
1043,bringen::V,持って行く,przynieść
1044,hinzufügen::V,加える,dodać
1045,bekommen::V,得る,dostać
1046,erhalten::V,受ける,otrzymać
1047,nehmen::V,取る,wziąć
1048,wählen::V,選ぶ,wybrać
1049,auswählen::V,選ぶ,wybrać
1050,bewahren::V,保存する,zachować
1051,behindern::V,妨害する,utrudnić
1052,behindern::V,妨害する,przeszkadzać
1053,verderben::V,台無しにする,zepsuć
1054,beschädigen::V,損傷する,uszkodzić
1055,zerbrechen::V,割る,złamać
1056,zerreißen::V,引き裂く,drzeć
1057,zerreißen::V,引き裂く,rozdzierać
1058,zerstören::V,破壊する,zniszczyć
1059,verbrennen::V,焼く,spalić
1060,geben::V,上げる,dać
1061,reichen::V,渡す,podać
1062,schenken::V,贈る,darować
1063,versprechen::V,約束する,obiecać
1064,wünschen::V,望む,życzyć
1065,loben::V,褒める,chwalić
1066,küssen::V,キスする,całować
1067,wiegen::V,揺する,kołysać
1068,zudecken::V,覆う,przykryć
1069,wecken::V,起こす,zbudzić
1070,zeigen::V,見せる,pokazać
1071,führen::V,案内する,wieść
1072,führen::V,案内する,prowadzić
1073,lehren::V,教える,uczyć
1074,unterrichten::V,通知する,nauczać
1075,aufziehen::V,育てる,wychować
1076,leiten::V,導く,kierować
1077,antreiben::V,励ます,popędzić
1078,lassen::V,～させる,zostawić
1079,einladen::V,誘う,zaprosić
1080,einladen::V,招待する,zaprosić
1081,vereinigen::V,一つにする,zjednoczyć
1082,besuchen::V,訪ねる,odwiedzić
1083,treffen::V,出会う,trafić
1084,treffen::V,出会う,spotkać
1085,sich versammeln::V,集まる,zebrać się
1086,sich versammeln::V,集まる,zgromadzić się
1087,spielen::V,遊ぶ,grać
1088,spielen::V,遊ぶ,bawić się
1089,singen::V,歌う,śpiewać
1090,tanzen::V,踊る,pląsać
1091,tanzen::V,踊る,tańczyć
1092,sich trennen::V,別れる,rozstać się
1093,verlassen::V,別れる,opuścić
1094,retten::V,救う,ocalić
1095,retten::V,救う,uratować
1096,retten::V,助ける,ocalić
1097,retten::V,助ける,uratować
1098,bewachen::V,見張る,pilnować
1099,bewachen::V,軽微する,pilnować
1100,schützen::V,保護する,ochronić
1101,verteidigen::V,守る,bronić
1102,sich schlagen::V,殴る,pobić się
1103,schießen::V,撃つ,strzelać
1104,siegen::V,勝つ,zwycziężyć
1105,ärgern::V,怒らせる,gniewać
1106,schlagen::V,殴る,bić
1107,schlagen::V,殴る,uderzyć
1108,treten::V,蹴る,kopnąć
1109,stechen::V,突く,ukłuć
1110,stoßen::V,突く,popchnąć
1111,stehlen::V,盗る,ukraść
1112,stören::V,構う,zakłócić
1113,stören::V,構う,przeszkodzić
1114,belästigen::V,邪魔する,dokuczać
1115,verbergen::V,隠す,ukryć
1116,täuschen::V,だます,łudzić
1117,betrügen::V,だます,oszukać
1118,töten::V,殺す,zabić
1119,wohnen::V,住む,mieszkać
1120,arbeiten::V,働く,pracować
1121,sammeln::V,集める,zebrać
1122,sammeln::V,収集する,zebrać
1123,pflücken::V,摘む,zerwać
1124,jagen::V,狩りをする,polować
1125,fischen::V,釣る,łowić ryby
1126,fassen::V,捕る,złapać
1127,hüten::V,放牧する,paść
1128,treiben::V,追う,pędzić
1129,anbinden::V,繋ぐ,przywiązać
1130,füttern::V,餌をやる,karmić
1131,melken::V,搾乳する,doić
1132,hacken::V,刻む,rąbać
1133,gießen::V,水をやる,lać
1134,gießen::V,水をやる,podlać
1135,reifen::V,熟す,dojrzeć
1136,zubereiten::V,調理する,przyrządzić
1137,kochen::V,煮る,gotować
1138,backen::V,焼く,piec
1139,braten::V,焼く,piec
1140,braten::V,焼く,smażyć
1141,braten::V,炒める,piec
1142,braten::V,炒める,smażyć
1143,umrühren::V,混ぜる,przemieszać
1144,stricken::V,編む,dziać
1145,nähen::V,縫う,szyć
1146,färben::V,染める,pofarbować
1147,reinigen::V,掃除する,oczyścić
1148,waschen::V,洗う,prać
1149,waschen::V,洗濯する,prać
1150,abwischen::V,拭く,obetrzeć
1151,spülen::V,洗う,płukać
1152,spülen::V,すすぐ,płukać
1153,fegen::V,掃除する,zamiatać
1154,kehren::V,掃く,zamieść
1155,baden::V,入浴する,kąpać się
1156,sich waschen::V,洗う,myć się
1157,ausziehen::V,脱ぐ,zdjąć
1158,anziehen::V,着る,włożyć
1159,sich anziehen::V,着る,ubrać się
1160,kämmen::V,梳く,uczesać
1161,schmücken::V,飾る,ozdabiać
1162,sagen::V,言う,powiedzieć
1163,sprechen::V,話す,mówić
1164,reden::V,話す,mówić
1165,sich unterhalten::V,話をする,rozmawiać
1166,fragen::V,聞く,zapytać
1167,bitten::V,頼む,prosić
1168,bitten::V,お願いする,prosić
1169,erzählen::V,物語る,opowiedzieć
1170,mitteilen::V,伝える,zawiadomić o
1171,nennen::V,名づける,nazwać
1172,rufen::V,呼ぶ,wołać
1173,prahlen::V,自慢する,chełpić się
1174,übersetzen::V,訳す,tłumaczyć
1175,denken::V,考える,myśleć
1176,glauben::V,信じる,sądzić
1177,glauben::V,信じる,wierzyć
1178,bemerken::V,気が付く,zauważyć
1179,erkennen::V,認識する,poznać
1180,begreifen::V,分かる,zrozumieć
1181,verstehen::V,聞き取る,rozumieć
1182,verstehen::V,聞き取る,dosłyszeć
1183,lernen::V,学ぶ,uczyć się
1184,lernen::V,勉強する,uczyć się
1185,wissen::V,知っている,wiedzieć
1186,sich erinnern an::V,思い出す,przypomnieć sobie
1187,vergessen::V,忘れる,zapomnieć
1188,messen::V,計る,mierzyć
1189,messen::V,測定する,mierzyć
1190,zählen::V,数える,liczyć
1191,rechnen::V,計算する,rachować
1192,lesen::V,読む,czytać
1193,malen::V,描く,malować
1194,zeichnen::V,写生する,rysować
1195,schreiben::V,書く,pisać
1196,besitzen::V,所持する,posiadać
1197,kaufen::V,買う,kupić
1198,verkaufen::V,売る,sprzedać
1199,bezahlen::V,払う,zapłacić
1200,zahlen::V,支払う,płacić
1201,beherrschen::V,支配する,opanować
1202,ertragen::V,耐える,znieść
