,Concept_ID,lt,hi
71,Körper::N,kūnas,शरीर
72,Haut::N,oda,चर्म
73,Haut::N,oda,त्वचा
74,Blut::N,kraujas,लहू
75,Blut::N,kraujas,ख़ून
76,Ader::N,kraujagyslė,रग
77,Ader::N,kraujagyslė,शिरा
78,Sehne::N,sausgyslė,कंडरा
79,Sehne::N,sausgyslė,स्नायु
80,Knochen::N,kaulas,अस्थि
81,Gehirn::N,smegenys,दिमाग़
82,Gehirn::N,smegenys,मस्तिष्क
83,Herz::N,širdis,दिल
84,Herz::N,širdis,हृदय
85,Magen::N,skrandis,मेदा
86,Magen::N,skrandis,अमाशय
87,Leber::N,kepenys,जिगर
88,Leber::N,kepenys,यकृत्
89,Atem::N,kvapas,दम
90,Atem::N,kvapas,साँस
91,Atem::N,kvapas,श्वास
92,Hunger::N,badas,भूख
93,Hunger::N,badas,क्षुधा
94,Hunger::N,alkis,भूख
95,Hunger::N,alkis,क्षुधा
96,Träne::N,ašara,आँसू
97,Träne::N,ašara,अश्रु
98,Geschmack::N,skonis,स्वाद
99,Geschmack::N,skonis,ज़ायक़ा
100,Geruch::N,kvapas,बू
101,Geruch::N,kvapas,गंध
102,Schlaf::N,miegas,नींद
103,Schlaf::N,miegas,निद्रा
104,Traum::N,sapnas,सपना
105,Traum::N,sapnas,स्वप्न
106,Himmel::N,dangus,आकाश
107,Himmel::N,dangus,आसमान
108,Sonne::N,saulė,रवि
109,Sonne::N,saulė,सूरज
110,Sonne::N,saulė,सूर्य
111,Mond::N,mėnulis,चाँद
112,Mond::N,mėnulis,चंद्र
113,Stern::N,žvaigždė,तारा
114,Stern::N,žvaigždė,सितारा
115,Luft::N,oras,हवा
116,Luft::N,oras,वायु
117,Wind::N,vėjas,पाद
118,Welle::N,banga,लहर
119,Welle::N,banga,तरंग
120,Welle::N,vilnis,लहर
121,Welle::N,vilnis,तरंग
122,Wasser::N,vanduo,जल
123,Wasser::N,vanduo,पानी
124,Stein::N,akmuo,पत्थर
125,Boden::N,žemė,मिट्टी
126,Boden::N,dugnas,मिट्टी
127,Erde::N,žemė,भूमि
128,Erde::N,žemė,ज़मीन
129,Staub::N,dulkės,धूल
130,Rauch::N,dūmai,धूआँ
131,Rauch::N,dūmai,धुम्र
132,Funke::N,kibirkštis,चिनगारी
133,Funke::N,kibirkštis,स्फुलिंग
134,Feuer::N,ugnis,आग
135,Feuer::N,ugnis,आतिश
136,Feuer::N,ugnis,अग्नि
137,Licht::N,šviesa,रोशनी
138,Licht::N,šviesa,प्रकाश
139,Schatten::N,paūksmė,छाया
140,Schatten::N,paūksmė,परछाई
141,Wetter::N,oras,ऋतु
142,Wetter::N,oras,मौसम
143,Nebel::N,migla,धुँध
144,Nebel::N,migla,कुहरा
145,Nebel::N,rūkas,धुँध
146,Nebel::N,rūkas,कुहरा
147,Wolke::N,debesis,मेघ
148,Wolke::N,debesis,अभ्र
149,Regen::N,lietus,मेंह
150,Regen::N,lietus,बारिश
151,Schnee::N,sniegas,हिम
152,Schnee::N,sniegas,बर्फ़
153,Eis::N,ledas,हिम
154,Eis::N,ledas,बर्फ़
155,Frost::N,šalna,ठंड
156,Kälte::N,šaltis,सर्दी
157,Kälte::N,šaltis,शीतलता
158,Hitze::N,karštis,ताप
159,Hitze::N,karštis,गरमी
160,Raureif::N,šerkšnas,पाला
161,Regenbogen::N,vaivorykštė,इंद्र-धनुष
162,Donner::N,perkūnas,गरज
163,Donner::N,perkūnas,मेघ-गर्जन
164,Donner::N,griaustinis,गरज
165,Donner::N,griaustinis,मेघ-गर्जन
166,Strömung::N,tėkmė,बहाव
167,Strömung::N,tėkmė,प्रवाह
168,Tropfen::N,lašas,बूँद
169,Schaum::N,putos,झाग
170,Schmutz::N,purvas,गंद
171,Schmutz::N,purvas,कीचड़
172,See::N,ežeras,झील
173,See::N,ežeras,सरोवर
174,Sumpf::N,klampynė,दलदल
175,Sumpf::N,klampynė,धँसान
176,Sumpf::N,liūnas,दलदल
177,Sumpf::N,liūnas,धँसान
178,Moor::N,pelkė,झाबर
179,Moor::N,pelkė,धँसान
180,Wiese::N,pieva,घास-स्थल
181,Wald::N,miškas,जंगल
182,Hügel::N,kalva,टीला
183,Hügel::N,kalva,पहाड़
184,Anhöhe::N,kauburys,टीला
185,Anhöhe::N,kauburys,पहाड़ी
186,Berg::N,kalnas,पहाड़
187,Gipfel::N,viršūnė,शिखर
188,Höhle::N,ola,गुहा
189,Höhle::N,ola,गुफ़ा
190,Abhang::N,šlaitas,ढाल
191,Abhang::N,šlaitas,ढलान
192,Abhang::N,nuokalnė,ढाल
193,Abhang::N,nuokalnė,ढलान
194,Quelle::N,versmė,चश्मा
195,Quelle::N,šaltinis,चश्मा
196,Bach::N,upelis,सोता
197,Bach::N,upelis,नदिका
198,Fluss::N,upė,नदी
199,Fluss::N,upė,सरिता
200,Ufer::N,krantas,तट
201,Ufer::N,krantas,किनारा
202,Küste::N,pajūris,समुद्र-तट
203,Festland::N,sausuma,महाद्वीप
204,Meer::N,jūra,सागर
205,Meer::N,jūra,समुद्र
206,Bucht::N,įlanka,खाड़ी
207,Bucht::N,užutekis,खाड़ी
208,Insel::N,sala,टापू
209,Insel::N,sala,द्वीप
210,Blume::N,gėlė,फूल
211,Blume::N,gėlė,पुष्प
212,Gras::N,žolė,घास
213,Wurzel::N,šaknis,मूल
214,Baum::N,medis,पेड़
215,Baum::N,medis,वृक्ष
216,Stamm::N,kamienas,धड़
217,Rinde::N,žievė,छाल
218,Rinde::N,žievė,वल्कल
219,Ast::N,šaka,डाल
220,Ast::N,šaka,शाखा
221,Zweig::N,šakelė,टहनी
222,Blatt::N,lapas,पत्र
223,Blatt::N,lapas,पत्ता
224,Birke::N,beržas,भूर्ज
225,Kiefer[Baum]::N,pušis,पाइन-वृक्ष
226,Weide[Baum]::N,karklas,बेंत
227,Tanne::N,eglė,फ़र
228,Tanne::N,kėnis,फ़र
229,Horn::N,ragas,सींग
230,Horn::N,ragas,विषाण
231,Feder::N,plunksna,पर
232,Feder::N,plunksna,पंख
233,Fell::N,kailis,खाल
234,Fell::N,kailis,पशु-चर्म
235,Flügel::N,sparnas,पंख
236,Flügel::N,sparnas,डैना
237,Klaue::N,kanopa,पंजा
238,Kralle::N,nagas,पंजा
239,Kralle::N,nagas,नाख़ून
240,Schwanz::N,uodega,पूँछ
241,Ei::N,kiaušinis,अंडा
242,Nest::N,gūžta,नीड़
243,Nest::N,gūžta,घोंसला
244,Nest::N,lizdas,नीड़
245,Nest::N,lizdas,घोंसला
246,Bau::N,ola,बिल
247,Bau::N,ola,माँद
248,Tier::N,gyvūnas,पशु
249,Tier::N,gyvūnas,जानवर
250,Herde::N,banda,गल्ला
251,Herde::N,kaimenė,गल्ला
252,Kuh::N,karvė,गौ
253,Kuh::N,karvė,गाय
254,Bulle::N,bulius,साँड़
255,Pferd::N,arklys,अश्व
256,Pferd::N,arklys,घोड़ा
257,Schaf::N,avis,भेड़
258,Schwein::N,kiaulė,शूकर
259,Hund::N,šuo,श्वान
260,Hund::N,šuo,कुत्ता
261,Katze::N,katė,बिल्ली
262,Bär::N,lokys,रीछ
263,Bär::N,lokys,भालू
264,Eichhörnchen::N,voveraitė,गिलहरी
265,Elch::N,briedis,एल्क
266,Fuchs::N,lapė,लोमड़ी
267,Hase::N,kiškas,खरहा
268,Hase::N,kiškas,ख़रगोश
269,Maus::N,pelė,मूष
270,Maus::N,pelė,चूहा
271,Wolf::N,vilkas,वृक
272,Wolf::N,vilkas,भेड़िया
273,Vogel::N,paukštis,पक्षी
274,Vogel::N,paukštis,चिड़िया
275,Schwarm::N,spiečius,झुंड
276,Huhn::N,višta,मुर्ग़ी
277,Hahn::N,gaidys,मुर्ग़ा
278,Gans::N,žąsis,हंस
279,Gans::N,žąsis,हंसिनी
280,Adler::N,erelis,उक़ाब
281,Ente::N,antis,बतख़
282,Ente::N,antis,बत्तक
283,Eule::N,pelėda,उल्लू
284,Kranich::N,gervė,सारस
285,Kranich::N,gervė,क्रौंंच
286,Krähe::N,varna,काक
287,Kuckuck::N,gegužė,कोयल
288,Kuckuck::N,gegužė,कोकिल
289,Schwan::N,gulbė,हंस
290,Schwan::N,gulbė,मराल
291,Fisch::N,žuvis,मछली
292,Fisch::N,žuvis,मत्स्य
293,Barsch::N,ešerys,पर्च
294,Hecht::N,lydeka,पाइक
295,Schlange[Tier]::N,gyvatė,सर्प
296,Wurm::N,kirmėlė,कृमि
297,Wurm::N,kirmėlė,कीड़ा
298,Spinne::N,voras,लूता
299,Spinne::N,voras,मकड़ी
300,Ameise::N,skruzdė,चींटी
301,Laus::N,utėlė,जूँ
302,Mücke::N,uodas,डाँस
303,Fliege::N,musė,मक्खी
304,Fliege::N,musė,मक्षिका
305,Schmetterling::N,drugys,तितली
306,Schmetterling::N,peteliškė,तितली
307,Beere::N,uoga,बेरी
308,Apfel::N,obuolys,सेब
309,Pilz::N,grybas,खुंबी
310,Zwiebel::N,svogūnas,प्याज़
311,Saat::N,sėkla,बीज
312,Korn::N,grūdai,दाना
313,Heu::N,šienas,मूखी घास
314,Schale::N,žievelė,बकला
315,Schale::N,žievelė,छिलका
316,Grube::N,duobė,गड्ढा
317,Falle::N,pinklės,जाल
318,Falle::N,pinklės,फँदा
319,Falle::N,žabangai,जाल
320,Falle::N,žabangai,फँदा
321,Schlinge::N,kilpa,फँदा
322,Spur::N,vėžė,सुराग़
323,Spur::N,vėžė,पद-चिह्न
324,Spur::N,pėdos,सुराग़
325,Spur::N,pėdos,पद-चिह्न
326,Spur::N,pėdsakas,सुराग़
327,Spur::N,pėdsakas,पद-चिह्न
328,Asche::N,pelenai,राख
329,Dreck::N,purvas,मैल
330,Dreck::N,purvas,गंदगी
331,Eisen::N,geležis,लोहा
332,Gold::N,auksas,सोना
333,Gold::N,auksas,स्वर्ण
334,Silber::N,sidabras,रजत
335,Silber::N,sidabras,चाँदी
336,Kohle::N,anglis,कोयला
337,Glas::N,stiklas,काँच
338,Lehm::N,molis,चिकनी मिट्टी
339,Sand::N,smėlis,रेत
340,Sand::N,smėlis,बालू
341,Mensch::N,žmogus,मानव
342,Mensch::N,žmogus,इनसान
343,Mensch::N,žmogus,मनुष्य
344,Mann::N,vyras,आदमी
345,Mann::N,vyras,पुरुष
346,Mann::N,vyriškis,आदमी
347,Mann::N,vyriškis,पुरुष
348,Frau::N,moteris,औरत
349,Frau::N,moteris,महिला
350,Frau::N,moteris,स्त्री
351,Kind::N,vaikas,बाल
352,Kind::N,vaikas,बच्चा
353,Junge::N,vaikinas,लड़का
354,Junge::N,berniukas,लड़का
355,Mädchen::N,mergytė,लड़की
356,Mädchen::N,mergytė,कुमारी
357,Mädchen::N,mergaitė,लड़की
358,Mädchen::N,mergaitė,कुमारी
359,Familie::N,šeima,परिवार
360,Großvater::N,senelis,दादा
361,Großmutter::N,senelė,नानी
362,Eltern::N,tėvai,माँ-बाप
363,Eltern::N,tėvai,माता-पिता
364,Vater::N,tėvas,बाप
365,Vater::N,tėvas,पिता
366,Mutter::N,motina,माँ
367,Mutter::N,motina,माता
368,Sohn::N,sūnus,बेटा
369,Sohn::N,sūnus,पुत्र
370,Tochter::N,duktė,बेटी
371,Tochter::N,duktė,पुत्री
372,Bruder::N,brolis,भाई
373,Bruder::N,brolis,भ्राता
374,Schwester::N,sesuo,बहन
375,Schwester::N,sesuo,भगिनी
376,Onkel::N,dėdė,ताऊ
377,Onkel::N,dėdė,काका
378,Tante::N,teta,बूआ
379,Tante::N,teta,फूफी
380,Tante::N,teta,ख़ाला
381,Ehemann::N,vyras,पति
382,Ehemann::N,vyras,शौहर
383,Ehefrau::N,žmona,बीवी
384,Freude::N,džiaugsmas,आनंद
385,Freude::N,džiaugsmas,प्रसन्नता
386,Gelächter::N,juokas,हँसी
387,Gelächter::N,juokas,क़हक़हा
388,Glück::N,laimė,आनंद
389,Glück::N,laimė,ख़ुशी
390,Kummer::N,vargas,शोक
391,Kummer::N,vargas,दुःख
392,Kummer::N,rūpestis,शोक
393,Kummer::N,rūpestis,दुःख
394,Wunsch::N,troškimas,इच्छा
395,Wunsch::N,troškimas,अभिलाषा
396,Wunsch::N,pageidavimas,इच्छा
397,Wunsch::N,pageidavimas,अभिलाषा
398,Lust::N,noras,चाह
399,Lust::N,noras,कामना
400,Lust::N,geidulys,चाह
401,Lust::N,geidulys,कामना
402,Geist::N,dvasia,जान
403,Geist::N,dvasia,प्राण
404,Gedanke::N,mintis,विचार
405,Gedächtnis::N,atmintis,याददाश्त
406,Gedächtnis::N,atmintis,स्मरण-शक्ति
407,Verstand::N,protas,समझ
408,Verstand::N,protas,अक़्ल
409,Verstand::N,protas,बुद्धि
410,Sinn::N,prasmė,अर्थ
411,Grund::N,priežastis,वजह
412,Grund::N,priežastis,कारण
413,Wahrheit::N,tiesa,सत्य
414,Wahrheit::N,tiesa,सच्चाई
415,Wahrheit::N,teisybė,सत्य
416,Wahrheit::N,teisybė,सच्चाई
417,Gespräch::N,pokalbis,चर्चा
418,Gespräch::N,pokalbis,वार्ता
419,Gespräch::N,pokalbis,बात-चीत
420,Märchen::N,pasaka,क़िस्सा
421,Erzählung::N,apsakymas,कथा
422,Erzählung::N,apsakymas,कहानी
423,Erzählung::N,pasakojimas,कथा
424,Erzählung::N,pasakojimas,कहानी
425,Nachricht::N,žinia,सूचना
426,Nachricht::N,žinia,समाचार
427,Neuigkeit::N,naujiena,ख़बर
428,Neuigkeit::N,naujiena,समाचार
429,Name::N,vardas,नाम
430,Rätsel::N,mįslė,पहेली
431,Rede::N,kalba,वचन
432,Rede::N,kalba,भाषण
433,Sprache::N,kalba,भाषा
434,Sprache::N,kalba,ज़बान
435,Stimme::N,balsas,स्वर
436,Stimme::N,balsas,आवाज़
437,Wort::N,žodis,शब्द
438,Wort::N,žodis,लफ़्ज़
439,Zeichen::N,žymė,निशान
440,Zeichen::N,ženklas,निशान
441,Ruf::N,šauksmas,पुकार
442,Ruf::N,šauksmas,आह्वान
443,Lärm::N,triukšmas,शोर
444,Lärm::N,triukšmas,हुल्लड़
445,Laut::N,garsas,स्वर
446,Laut::N,garsas,ध्वनि
447,Ton::N,tonas,सुर
448,Ton::N,tonas,स्वर
449,Ton::N,garsas,सुर
450,Ton::N,garsas,स्वर
451,Lied::N,daina,गीत
452,Lied::N,giesmė,गीत
453,Ruhe::N,ramybė,आराम
454,Ruhe::N,ramybė,ख़ामोशी
455,Ruhe::N,ramumas,आराम
456,Ruhe::N,ramumas,ख़ामोशी
457,Leute::N,žmonės,लोग
458,Volk::N,tauta,क़ौम
459,Volk::N,tauta,प्रजा
460,Arbeit::N,darbas,काम
461,Arbeit::N,triūsas,काम
462,Gast::N,svečias,अतिथि
463,Gast::N,svečias,मेहमान
464,Geschenk::N,dovana,उपहार
465,Geschenk::N,dovana,तोहफ़ा
466,Spiel::N,žaismas,खेल
467,Spiel::N,žaismas,क्रीड़ा
468,Spiel::N,žaidimas,खेल
469,Spiel::N,žaidimas,क्रीड़ा
470,Gesellschaft::N,draugija,साथ
471,Gesellschaft::N,kompanija,साथ
472,Hilfe::N,pagalba,मदद
473,Hilfe::N,pagalba,सहायता
474,Freund::N,draugas,मित्र
475,Freund::N,bičiulis,मित्र
476,Kamerad::N,draugas,साथी
477,Kamerad::N,draugas,कामरेड
478,Angelegenheit::N,dalykas,बात
479,Angelegenheit::N,dalykas,मामला
480,Angelegenheit::N,reikalas,बात
481,Angelegenheit::N,reikalas,मामला
482,Anzahl::N,kiekis,तादाद
483,Anzahl::N,kiekis,संख्या
484,Anzahl::N,skaičius,तादाद
485,Anzahl::N,skaičius,संख्या
486,Art::N,rūšis,तरह
487,Art::N,rūšis,क़िस्म
488,Stück::N,gabalas,फाँक
489,Stück::N,gabalas,टुकड़ा
490,Teil::N,dalis,भाग
491,Teil::N,dalis,हिस्सा
492,Hälfte::N,pusė,अर्धभाग
493,Kreis::N,ratas,चक्कर
494,Kreis::N,apskritis,चक्कर
495,Kreis::N,apskritimas,चक्कर
496,Kreuz::N,kryžius,सलीब
497,Kreuz::N,kryžius,क्रूस
498,Linie::N,linija,लाइन
499,Strich::N,brėžis,लकीर
500,Strich::N,brūkšnys,लकीर
501,Abstand::N,atstumas,अंतर
502,Abstand::N,atstumas,फ़ासला
503,Entfernung::N,atstumas,दूरी
504,Entfernung::N,atstumas,फ़ासला
505,Gegend::N,vietovė,इलाक़ा
506,Platz::N,vieta,जगह
507,Platz::N,vieta,स्थान
508,Ort::N,vieta,स्थल
509,Ort::N,vieta,स्थान
510,Ort::N,vietovė,स्थल
511,Ort::N,vietovė,स्थान
512,Seite::N,pusė,ओर
513,Seite::N,pusė,तरफ़
514,Seite::N,šonas,ओर
515,Seite::N,šonas,तरफ़
516,Mitte::N,vidurys,बीच
517,Mitte::N,vidurys,मध्य
518,Gegenstand::N,dalykas,चीज़
519,Gegenstand::N,dalykas,पदार्थ
520,Sache::N,daiktas,चीज़
521,Sache::N,daiktas,वस्तु
522,Rand::N,kraštas,छोर
523,Rand::N,kraštas,उपांत
524,Rand::N,pakraštys,छोर
525,Rand::N,pakraštys,उपांत
526,Kante::N,kraštas,कोर
527,Kante::N,kraštas,किनारा
528,Ecke::N,kertė,कोना
529,Ecke::N,kertė,नुक्कड़
530,Ecke::N,kampas,कोना
531,Ecke::N,kampas,नुक्कड़
532,Spitze::N,priekis,नोक
533,Spitze::N,priešakys,नोक
534,Ende::N,galas,छोर
535,Ende::N,galas,सिरा
536,Loch::N,skylė,छेद
537,Loch::N,skylė,सूराख़
538,Winkel::N,kampas,कोण
539,Winkel::N,kampas,कोना
540,Winkel::N,kampelis,कोण
541,Winkel::N,kampelis,कोना
542,Muster::N,raštas,नमूना
543,Muster::N,raštas,डिज़ाइन
544,Größe::N,dydis,परिमाण
545,Größe::N,dydis,विस्तार
546,Größe::N,didumas,परिमाण
547,Größe::N,didumas,विस्तार
548,Länge::N,ilgis,लंबाई
549,Länge::N,ilgumas,लंबाई
550,Höhe::N,aukštis,ऊँचाई
551,Höhe::N,aukštis,उच्चता
552,Höhe::N,aukštuma,ऊँचाई
553,Höhe::N,aukštuma,उच्चता
554,Gewicht::N,svoris,भार
555,Gewicht::N,svoris,वज़न
556,Gewicht::N,svarstis,भार
557,Gewicht::N,svarstis,वज़न
558,Menge::N,kiekis,मात्रा
559,Menge::N,daugybė,मात्रा
560,Haufen::N,krūva,ढेर
561,Haufen::N,krūva,अंबार
562,Haufen::N,šūsnis,ढेर
563,Haufen::N,šūsnis,अंबार
564,Reihe::N,greta,क़तार
565,Reihe::N,greta,पंक्ति
566,Boot::N,valtis,नाव
567,Boot::N,valtis,नौका
568,Boot::N,laivelis,नाव
569,Boot::N,laivelis,नौका
570,Ruder::N,irklas,चप्पू
571,Schlitten::N,rogės,बर्फ़-गाड़ी
572,Schlitten::N,rogutės,बर्फ़-गाड़ी
573,Ski::N,slidė,स्की
574,Lagerfeuer::N,laužas,अलाव
575,Lagerfeuer::N,laužas,कैंप-फ़ायर
576,Last::N,našta,भार
577,Last::N,nešulys,भार
578,Gang::N,eisena,चाल
579,Schritt::N,žingsnis,डग
580,Schritt::N,žingsnis,क़दम
581,Norden::N,šiaurė,उत्तर
582,Norden::N,žiemiai,उत्तर
583,Süden::N,pietūs,दक्खिन
584,Westen::N,vakarai,पश्चिम
585,Osten::N,rytai,पूरब
586,Holz::N,mediena,काठ
587,Holz::N,mediena,काष्ठ
588,Brett::N,lenta,पटरा
589,Brett::N,lenta,तख़्ता
590,Platte::N,plokštė,फलक
591,Platte::N,plokštė,तख़्ता
592,Stütze::N,atrama,टेक
593,Stütze::N,atrama,थूनी
594,Stütze::N,atspara,टेक
595,Stütze::N,atspara,थूनी
596,Stange::N,lazda,छड़
597,Stange::N,lazda,बाँस
598,Stange::N,kartis,छड़
599,Stange::N,kartis,बाँस
600,Stock::N,lazda,लाठी
601,Stab::N,kartis,लग्गा
602,Rohr::N,vamzdis,नल
603,Haus::N,namas,घर
604,Haus::N,namas,मकान
605,Heim::N,namai,घर
606,Heim::N,namai,गृह
607,Ofen::N,krosnis,चूल्हा
608,Fußboden::N,grindys,फ़र्श
609,Tisch::N,stalas,मेज़
610,Stuhl::N,kėdė,कुरसी
611,Wiege::N,lopšys,पालना
612,Wiege::N,lopšys,हिंडोला
613,Bett::N,lova,खाट
614,Bett::N,lova,पलंग
615,Bett::N,patalai,खाट
616,Bett::N,patalai,पलंग
617,Regal::N,lentyna,शेल्फ़
618,Kiste::N,dėžė,पेटी
619,Kiste::N,dėžė,डिब्बा
620,Fenster::N,langas,खिड़की
621,Tür::N,durys,द्वार
622,Tür::N,durys,दरवाज़ा
623,Tor::N,vartai,फाटक
624,Zaun::N,tvora,बाड़ा
625,Dach::N,stogas,छत
626,Dach::N,stogas,छप्पर
627,Leiter::N,kopėčios,सीढ़ी
628,Besen::N,šluota,झाड़ू
629,Besen::N,šluota,बुहारी
630,Spaten::N,lopeta,कुदाल
631,Spaten::N,kastuvas,कुदाल
632,Schaufel::N,semtuvas,बेलचा
633,Schaufel::N,semtuvas,फावड़ा
634,Gabel::N,šakutė,काँटा
635,Löffel::N,šaukštas,चम्मच
636,Messer::N,peilis,छुरा
637,Messer::N,peilis,चाक़ू
638,Nagel::N,vinis,कील
639,Nagel::N,vinis,मेख़
640,Netz::N,tinklas,जाल
641,Haken::N,vagis,अंकुश
642,Haken::N,kablys,अंकुश
643,Griff::N,kotas,मूठ
644,Griff::N,kotas,हत्था
645,Griff::N,rankena,मूठ
646,Griff::N,rankena,हत्था
647,Schloss::N,spyna,ताला
648,Schloss::N,užraktas,ताला
649,Bild::N,paveikslas,चित्र
650,Figur::N,figūra,मूर्ति
651,Puppe::N,lėlė,पुतली
652,Puppe::N,lėlė,गुड़िया
653,Beutel::N,krepšys,झोला
654,Beutel::N,maišelis,झोला
655,Bündel::N,ryšulys,पुलिंदा
656,Tasche::N,krepšelis,बेग
657,Tasche::N,krepšelis,बस्ता
658,Eimer::N,kibiras,बाल्टी
659,Deckel::N,dangtis,ढक्कन
660,Geschirr::N,indai,बरतन-भाँड़े
661,Sack::N,maišas,बोरा
662,Tasse::N,puodukas,प्याला
663,Topf::N,puodas,देग़चा
664,Kessel::N,katilas,देग़
665,Kessel::N,katilas,बटलोई
666,Essen::N,valgis,खाना
667,Nahrung::N,penas,भोजन
668,Nahrung::N,maistas,भोजन
669,Speise::N,patiekalas,खाना
670,Speise::N,patiekalas,व्यंजन
671,Fleisch::N,mėsa,मांस
672,Fleisch::N,mėsa,गोश्त
673,Getreide::N,javai,अनाज
674,Brei::N,košė,भरता
675,Brei::N,košė,दलिया
676,Brot::N,duona,रोटी
677,Scheibe::N,riekė,कतला
678,Fett::N,taukai,वसा
679,Fett::N,taukai,चरबी
680,Fett::N,riebalai,वसा
681,Fett::N,riebalai,चरबी
682,Butter::N,sviestas,मक्खन
683,Öl::N,aliejus,तेल
684,Salz::N,druska,नमक
685,Suppe::N,sriuba,सूप
686,Suppe::N,sriuba,शोरबा
687,Honig::N,medus,शहद
688,Milch::N,pienas,दूध
689,Tee::N,arbata,चाय
690,Leder::N,oda,चमड़ा
691,Wolle::N,vilna,ऊन
692,Stoff::N,audeklas,कपड़ा
693,Nadel::N,adata,सूई
694,Faden::N,gija,डोरा
695,Faden::N,siūlas,डोरा
696,Knopf::N,saga,बटन
697,Knopf::N,saga,घुंडी
698,Knoten::N,mazgas,गाँठ
699,Knoten::N,mazgas,गुत्थी
700,Farbe::N,dažai,रंग
701,Farbe::N,dažai,वर्ण
702,Kleidung::N,rūbai,पहनावा
703,Kleidung::N,drabužiai,पहनावा
704,Hemd::N,marškiniai,कुरता
705,Hemd::N,marškiniai,क़मीज़
706,Kragen::N,apykaklė,गरदनी
707,Kragen::N,apykaklė,गरेबान
708,Ärmel::N,rankovė,आस्तीन
709,Hose::N,kelnės,पैंट
710,Hose::N,kelnės,पतलून
711,Gürtel::N,juosta,पेटी
712,Gürtel::N,juosta,मेखला
713,Gürtel::N,diržas,पेटी
714,Gürtel::N,diržas,मेखला
715,Mütze::N,kepurė,टोपी
716,Schuh::N,batas,जूता
717,Stiefel::N,auliniai batai,बूट
718,Ring::N,žiedas,अँगूठी
719,Band::N,kaspinas,पट्टी
720,Kamm::N,šukos,कंघी
721,Spiegel::N,veidrodis,आईना
722,Spiegel::N,veidrodis,दर्पण
723,Riemen::N,diržas,तसमा
724,Riemen::N,diržas,पट्टा
725,Schnur::N,virvė,डोरी
726,Schnur::N,virvė,सुतली
727,Leine::N,pavadėlis,रस्सी
728,Decke::N,antklodė,रज़ाई
729,Kissen::N,pagalvė,तकिया
730,Kissen::N,pagalvė,गाद्दा
731,Kissen::N,priegalvis,तकिया
732,Kissen::N,priegalvis,गाद्दा
733,Tuch::N,skarelė,रूमाल
734,Tuch::N,skarelė,वस्त्र
735,Handtuch::N,rankšluostis,अँगोछा
736,Kraft::N,jėga,ज़ोर
737,Kraft::N,jėga,शक्ति
738,Stärke::N,stiprumas,बल
739,Stärke::N,stiprumas,ताक़त
740,Gesundheit::N,sveikata,स्वास्थ्य
