,Concept_ID,ru,ko
249,Neuigkeit::N,новость,뉴스
250,Name::N,имя,이름
251,Rätsel::N,загадка,수수께끼
252,Rede::N,речь,연설
253,Sprache::N,язык,말
254,Stimme::N,голос,목소리
255,Wort::N,слово,낱말
256,Zeichen::N,знак,신호
257,Ruf::N,зов,부름
258,Lärm::N,шум,소동
259,Laut::N,звук,음성
260,Ton::N,звучание,목소리
261,Lied::N,песня,노래
262,Ruhe::N,покой,쉼
263,Leute::N,люди,사람들
264,Volk::N,народ,국중
265,Arbeit::N,работа,근로
266,Arbeit::N,работа,너무
267,Gast::N,гость,손님
268,Geschenk::N,подарок,행하
269,Spiel::N,игра,무리
270,Gesellschaft::N,общество,교제
271,Hilfe::N,помощь,거들음
272,Hilfe::N,помощь,보좌
273,Freund::N,друг,친구
274,Kamerad::N,приятель,동실자
275,Angelegenheit::N,дело,용무
276,Anzahl::N,количество,어떤
277,Anzahl::N,количество,수
278,Art::N,вид,정류
279,Stück::N,кусок,일부분
280,Teil::N,часть,몱
281,Teil::N,часть,구훠
282,Hälfte::N,половина,2분의
283,Kreis::N,круг,고리
284,Kreuz::N,крест,열십자
285,Linie::N,линия,선
286,Strich::N,черта,스침
287,Abstand::N,промежуток,거리
288,Entfernung::N,расстояние,거리
289,Gegend::N,местность,곳
290,Gegend::N,местность,부금
291,Platz::N,пространство,장소
292,Ort::N,место,장소
293,Seite::N,сторона,옆면
294,Mitte::N,середина,궁간
295,Gegenstand::N,предмет,항목
296,Sache::N,вещь,뭉에
297,Rand::N,край,가
298,Kante::N,ребро,귀퉁
299,Ecke::N,угол,구석
300,Spitze::N,кончик,끝
301,Spitze::N,кончик,참단
302,Ende::N,конец,말당
303,Loch::N,дыра,빙옷
304,Winkel::N,угол,각도
305,Muster::N,узор,본
306,Muster::N,узор,견복
307,Größe::N,размер,신장
308,Länge::N,длина,길이긺
309,Höhe::N,высота,높이
310,Gewicht::N,вес,추
311,Menge::N,количество,수양
312,Haufen::N,куча,퇴적
313,Reihe::N,ряд,열
314,Boot::N,лодка,보트
315,Ruder::N,весло,노
316,Schlitten::N,сани,썰매
317,Ski::N,лыжа,스키
318,Lagerfeuer::N,костер,캠프의 모닥불
319,Last::N,тяжесть,무거운짐
320,Gang::N,ход,걸음
321,Schritt::N,шаг,보조
322,Norden::N,север,북쪽 
323,Süden::N,юг,남쪽
324,Westen::N,запад,서쪽
325,Osten::N,восток,동쪽
326,Holz::N,древесина,목재
327,Brett::N,доска,마루널
328,Platte::N,плита,탤
329,Platte::N,плита,금속판
330,Stütze::N,подпорка,버팀목
331,Stange::N,жердь,장대
332,Stock::N,палка,막대기
333,Stab::N,шест,작대기
334,Rohr::N,труба,갈대
335,Haus::N,дом,집
336,Heim::N,дом,집
337,Ofen::N,печь,아궁이
338,Fußboden::N,пол,마루
339,Tisch::N,стол,탁자
340,Stuhl::N,стул,의자
341,Wiege::N,колыбель,발상지
342,Bett::N,постель,침대
343,Regal::N,полка,서가
344,Kiste::N,ящик,짐궤
345,Fenster::N,окно,눔
346,Tür::N,дверь,문
347,Tor::N,ворота,대문
348,Zaun::N,забор,담장
349,Dach::N,крыша,지붕
350,Leiter::N,лестница,사닥다리
351,Besen::N,метла,비
352,Spaten::N,лопата,가래
353,Schaufel::N,совок,삽
354,Gabel::N,вилка,갈래
355,Löffel::N,ложка,숟가락
356,Messer::N,нож,나이프
357,Nagel::N,гвоздь,발툽
358,Netz::N,сеть,그물
359,Haken::N,крюк,갈고리
360,Griff::N,ручка,움켜쥠
361,Schloss::N,замок,자물쇠
362,Bild::N,картина,그림
363,Figur::N,фигура,몸메
364,Puppe::N,кукла,인형
365,Beutel::N,мешок,클
366,Bündel::N,связка,자근다발
367,Tasche::N,сумка,가방
368,Eimer::N,ведро,동이
369,Deckel::N,крышка,뚜껑
370,Geschirr::N,посуда,식시
371,Sack::N,мешок,조갑
372,Tasse::N,чашка,차잔
373,Topf::N,кастрюля,단지
374,Kessel::N,котел,주전자
375,Essen::N,еда,먹기
376,Nahrung::N,пища,식료
377,Speise::N,блюдо,음식물
378,Speise::N,кушанье,음식물
379,Fleisch::N,мясо,고기
380,Getreide::N,хлеб,곡물
381,Brei::N,каша,젤리
382,Brot::N,хлеб,빵
383,Scheibe::N,ломоть,원반
384,Fett::N,жир,기름
385,Butter::N,масло,버터
386,Öl::N,масло,올리브유
387,Salz::N,соль,소금
388,Suppe::N,суп,국
389,Suppe::N,суп,수프
390,Honig::N,мед,감미
391,Milch::N,молоко,유즙
392,Tee::N,чай,차
393,Leder::N,кожа,가죽
394,Wolle::N,шерсть,양털
395,Stoff::N,ткань,패료
396,Nadel::N,игла,바늘
397,Faden::N,нитка,콘실
398,Knopf::N,пуговица,단추
399,Knoten::N,узел,곁절
400,Farbe::N,краска,색
401,Kleidung::N,одежда,옷입기
402,Hemd::N,рубашка,속옷
403,Kragen::N,воротник,깃
404,Ärmel::N,рукав,소매
405,Hose::N,брюки,바지
406,Gürtel::N,пояс,밴드
407,Mütze::N,шапка,모자
408,Schuh::N,ботинок,구두
409,Stiefel::N,сапог,장화
410,Ring::N,кольцо,고리
411,Band::N,лента,리본
412,Kamm::N,расческа,빗
413,Spiegel::N,зеркало,거울
414,Riemen::N,ремень,가죽끈
415,Schnur::N,веревка,밧줄
416,Leine::N,поводок,고삐줄
417,Decke::N,одеяло,이부자리
418,Kissen::N,подушка,깔개
419,Tuch::N,платок,천
420,Handtuch::N,полотенце,수건
421,Kraft::N,сила,세력
422,Stärke::N,крепость,힘
423,Gesundheit::N,здоровье,위생
424,Krankheit::N,болезнь,병
425,Schmerz::N,боль,아픔고통
426,Wunde::N,рана,상처
427,Fieber::N,лихорадка,열별
428,Fieber::N,температура,열별
429,Arznei::N,лекарство,약
430,Brücke::N,мост,교량
431,Brunnen::N,колодец,원천
432,Weide::N,пастбище,목장
433,Pfad::N,тропа,좁은길
434,Weg::N,путь,길
435,Weg::N,дорога,길
436,Straße::N,улица,길
437,Straße::N,дорога,길
438,Dorf::N,деревня,촌
439,Dorf::N,деревня,촌락
440,Stadt::N,город,도시
441,Brief::N,письмо,서한
442,Buch::N,книга,책
443,Buchstabe::N,буква,문자
444,Zeitung::N,газета,신문
445,Leben::N,жизнь,삶
446,Tod::N,смерть,죽음
447,Grab::N,могила,무덤
448,Kirche::N,церковь,교회
449,Sünde::N,грех,부정
450,Gott::N,бог,하느님
451,Arbeiter::N,рабочий,일하는사람
452,Chef::N,начальник,사장
453,Meister::N,мастер,명인
454,Meister::N,мастер,대가
455,Arzt::N,врач,의사
456,Lehrer::N,учитель,교사
457,Geld::N,деньги,돈
458,Geschäft::N,занятие,일
459,Laden::N,магазин,가게
460,Preis::N,цена,가격
461,Ware::N,товар,상품
462,Nutzen::N,выгода,이익
463,Reichtum::N,богатство,많음
464,Welt::N,мир,세상
465,Land::N,страна,지방
466,Staat::N,государство,국가
467,König::N,король,국왕
468,Macht::N,власть,힘
469,Grenze::N,граница,국경
470,Krieg::N,война,전쟁
471,Feind::N,враг,적
472,Gewalt::N,насилие,권력
473,Kampf::N,борьба,전투
474,Bogen[Waffe]::N,лук,활
475,Pfeil::N,стрела,화살
476,Gewehr::N,ружье,무기
477,Fehler::N,ошибка,오류
478,Lüge::N,ложь,거짓말
479,Schaden::N,вред,손상
480,Unglück::N,беда,불행
481,Schuld::N,вина,부채
482,Alter::N,возраст,연령
483,Schluss::N,окончание,마감
484,Zeit::N,время,때
485,Zeit::N,время,시간
486,Tag::N,день,하루
487,Morgen::N,утро,이침
488,Mittag::N,полдень,대낮
489,Abend::N,вечер,저녁
490,Nacht::N,ночь,밤
491,Woche::N,неделя,근무일
492,Monat::N,месяц,달
493,Jahr::N,год,해
494,Frühling::N,весна,봄
495,Sommer::N,лето,여름
496,Herbst::N,осень,가을
497,Winter::N,зима,겨울
498,Januar::N,январь,일월
499,Februar::N,февраль,이월
500,März::N,март,삼월
501,April::N,апрель,사월
502,Mai::N,май,오월
503,Juni::N,июнь,유월
504,Juli::N,июль,칠월
505,August::N,август,팔월
506,September::N,сентябрь,구월
507,Oktober::N,октябрь,시월
508,November::N,ноябрь,십일월
509,Dezember::N,декабрь,십이월
510,Montag::N,понедельник,월요일
511,Dienstag::N,вторник,화요일
512,Mittwoch::N,среда,수요일
513,Donnerstag::N,четверг,모교일
514,Freitag::N,пятница,그묘일
515,Samstag::N,суббота,토요일
516,Sonntag::N,воскресенье,일요일
517,groß::A,большой,큰
518,klein::A,маленький,자근
519,lang::A,длинный,긴
520,kurz::A,короткий,짧은
521,breit::A,широкий,넓은
522,schmal::A,узкий,좁은
523,dicht::A,густой,농밀한
524,dick[Gegenstand]::A,толстый,두꺼운
525,dünn::A,тонкий,얇은
526,fein::A,тонкий,미세한
527,fest::A,крепкий,굳은
528,flach::A,плоский,얕은
529,glatt::A,гладкий,반들반들한
530,hart::A,твердый,굳은
531,weich::A,мягкий,연한
532,rund::A,круглый,둥근
533,spitz::A,остроконечный,뾰족한
534,scharf::A,острый,날카로운
535,stumpf::A,тупой,무딘
536,schwer::A,тяжелый,무거운
537,schön::A,красивый,멋진
538,heiß::A,жаркий,뜨거운
539,warm::A,теплый,따뜻한
540,kalt::A,холодный,찬
541,kühl::A,прохладный,서늘한
542,frisch::A,свежий,신선한
543,feucht::A,влажный,축축한
544,nass::A,мокрый,젖은
545,trocken::A,сухой,마른
546,voll::A,полный,완전한
547,voll::A,наполненный,완전한
548,leer::A,пустой,빈
549,offen::A,открытый,열린
550,geschlossen::A,закрытый,닫힌
551,sauber::A,чистый,깨끗한
552,schmutzig::A,грязный,더러운
553,roh::A,сырой,날게잇의
554,reif::A,зрелый,이근
555,lecker::A,вкусный,맛있는
556,süß::A,сладкий,단
557,bitter::A,горький,찌르는듯한
558,sauer::A,кислый,산성의
559,hell::A,светлый,밝은
560,dunkel::A,темный,어두운
561,schwarz::A,черный,검은
562,weiß::A,белый,하얀
563,rot::A,красный,붉은
564,gelb::A,желтый,황색
565,blau::A,синий,푸른
566,grün::A,зеленый,녹색의
567,grau::A,серый,회색의
568,bunt::A,пестрый,알록달록한
569,billig::A,дешевый,싼
570,teuer::A,дорогой,값비산
571,wertvoll::A,ценный,가치가많은
572,blind::A,слепой,눈먼
573,taub::A,глухой,무감간한
574,kräftig::A,могучий,강장한
575,stark::A,сильный,강한
576,schwach::A,слабый,약한
577,fett::A,жирный,실찐
578,schlank::A,стройный,호리호리한
579,hübsch::A,прелестный,예쁜
580,böse::A,злой,나쁜
581,dumm::A,глупый,어리석은
582,faul::A,ленивый,너덜너덜한
583,fleißig::A,прилежный,근면한
584,geizig::A,жадный,인색한
585,klug::A,умный,
586,geschickt::A,искусный,교묘한
587,lieb::A,милый,친애하는
588,lustig::A,веселый,유쾌한
589,sanft::A,нежный,온화한
590,hungrig::A,голодный,배고픈
591,krank::A,больной,병든
592,nackt::A,голый,벌거벗은
593,traurig::A,грустный,슬픈
594,lebendig::A,живой,살아있는
595,gut::A,хороший,좋은
596,schlecht::A,плохой,나쁜
597,richtig::A,правильный,바른
598,schlimm::A,отвратительный,못된
599,schlimm::A,мерзкий,못된
600,wahr::A,настоящий,참된
601,alt::A,старый,늙은
602,neu::A,новый,새
603,ehemalig::A,бывший,전의
604,alt[Lebewesen]::A,пожилой,낡은
605,jung::A,молодой,젊은
606,arm::A,бедный,가난한
607,reich::A,богатый,풍부한
608,bekannt::A,знакомый,저명한
609,berühmt::A,знаменитый,유명한
610,fremd::A,чужой,타처이
611,verschieden::A,разный,따른
612,nah::A,близкий,가까운
613,fern::A,далекий,먼
614,linker::A,левый,왼쭉의
615,rechter::A,правый,오른쪽의
616,anderer::A,другой,다른
617,erster::A,первый,첫째
618,zweiter::A,второй,둘째
619,dritter::A,третий,셋째
620,letzter::A,последний,의후자의
621,allein::ADV,один,훌로
622,auf einmal::ADV,сразу,갑자기
623,zusammen::ADV,вместе,모아서
624,lange::ADV,долго,오래
625,plötzlich::ADV,вдруг,둘연한
626,sofort::ADV,тотчас,즉시
627,später::ADV,позже,보다늦은
628,jetzt::ADV,сейчас,목하
629,heute::ADV,сегодня,오늘
630,morgen::ADV,завтра,내일
631,bald::ADV,скоро,곱
632,dann::ADV,потом,그경우에
633,gestern::ADV,вчера,어제
634,einst::ADV,однажды,옛날에
635,damals::ADV,тогда,그때에
636,danach::ADV,затем,그 뒤에
637,vorher::ADV,раньше,미리
638,zuerst::ADV,сперва,최초로
639,einmal::ADV,раз,한번
640,manchmal::ADV,иногда,땓대로
641,oft::ADV,часто,땓대로
642,immer::ADV,всегда,늘
643,niemals::ADV,никогда,결코...(하지)않다
644,hier::ADV,здесь,여기
645,hierhin::ADV,сюда,여기로
646,von hier::ADV,отсюда,
647,dort::ADV,там,거기
648,dorthin::ADV,туда,저기예
649,geradeaus::ADV,прямо,곧장
650,vorwärts::ADV,вперед,앞으로
651,rückwärts::ADV,назад,뒤로
652,zurück::ADV,обратно,제자리로
653,unten::ADV,внизу,아래에
654,hinab::ADV,вниз,아래쪽으로
655,oben::ADV,наверху,위에
656,hinauf::ADV,вверх,위쪽으로
657,überall::ADV,везде,도처에
658,nicht::ADV,не,안
659,ein wenig::ADV,немного,적음
660,kaum::ADV,едва,가의
661,sehr::ADV,очень,자주
662,so::ADV,так,그와같이
663,noch::ADV,еще,아직
664,nur::ADV,только,다만
665,schon::ADV,уже,이미
666,wieder::ADV,опять,다시
667,vergebens::ADV,напрасно,헛되이
668,vor::PRP,перед,앞에
669,hinter::PRP,за,뒤에
670,hinter::PRP,позади,뒤에
671,unter::PRP,под,잍에
672,durch::PRP,сквозь,통고하여
673,neben::PRP,возле,와나란히
674,zwischen::PRP,между,의사이로
675,wegen::PRP,из-за,때문에
676,dies::PRN,это,이
677,das::PRN,то,저
678,alles::PRN,все,모든것
679,ich::PRN,я,나
680,du::PRN,ты,너
681,er::PRN,он,그
682,wir::PRN,мы,우리
683,ihr::PRN,вы,너희들
684,sie::PRN,они,그들
685,was::FPRN,что,뭣
686,wer::FPRN,кто,누구
687,wo::FADV,где,어디
688,wohin::FADV,куда,어디로
689,wie::FADV,как,어떻게
690,warum::FADV,почему,왜
691,wieviel::FNUM,сколько,얼마만큰
692,eins::NUM,один,하나
693,zwei::NUM,два,둘
694,drei::NUM,три,셋
695,vier::NUM,четыре,넷
696,fünf::NUM,пять,다섯
697,sechs::NUM,шесть,여섯
698,sieben::NUM,семь,일곱
699,acht::NUM,восемь,여덟
700,neun::NUM,девять,아홉
701,zehn::NUM,десять,열
702,elf::NUM,одиннадцать,열하나
703,zwölf::NUM,двенадцать,열둘
704,zwanzig::NUM,двадцать,스물
705,dreißig::NUM,тридцать,서름
706,vierzig::NUM,сорок,마흔
707,fünfzig::NUM,пятьдесят,숸
708,sechzig::NUM,шестьдесят,에순
709,siebzig::NUM,семьдесят,일흔
710,achtzig::NUM,восемьдесят,여든
711,neunzig::NUM,девяносто,아흔
712,hundert::NUM,сто,백
713,tausend::NUM,тысяча,천
714,und::CNJ,и,와
715,oder::CNJ,или,아니면
716,oder::CNJ,либо,아니면
717,stehen::V,стоять,서다
718,sitzen::V,сидеть,앉다
719,liegen::V,лежать,눕다
720,hängen::V,висеть,달다
721,werden::V,стать,되다
722,passieren::V,случиться,지장옶다
723,beginnen::V,начаться,시작되다
724,enden::V,кончиться,큳내다
725,wechseln::V,меняться,병경하다
726,aufgehen[Sonne]::V,взойти,뜨다
727,untergehen[Sonne]::V,зайти,지다
728,scheinen[Sonne]::V,светить,빛나다
729,donnern::V,греметь,천둥치다
730,wehen::V,дуть,풀다
731,strömen::V,литься,흐르다
732,fließen::V,течь,흐르다
733,sich drehen::V,вращаться,돌다
734,schwanken::V,колебаться,동요하다
735,schwingen::V,качаться,흔들다
736,fallen::V,падать,떨어지다
737,brennen::V,гореть,타다
738,rauchen::V,дымить,김이나다
739,regnen::V,дождить,비가오다
740,gefrieren::V,замерзнуть,얼다
741,tauen::V,таять,녹다
742,schmelzen::V,плавиться,녹다
743,trocknen::V,сохнуть,홈치다
744,sieden::V,кипеть,끓다
745,faulen::V,гнить,부패하다
746,verfaulen::V,сгнить,썩다
747,reißen::V,рваться,지바찢다
748,versinken::V,тонуть,가라앉다
749,vergehen::V,проходить,지나가다
750,erscheinen::V,появиться,나타나다
751,verschwinden::V,исчезнуть,사라지다
752,sinken::V,спадать,가라앉다
753,abnehmen::V,уменьшиться,떼어내다
754,zunehmen::V,увеличиваться,증가하다
755,steigen::V,подниматься,상승하다
756,wachsen::V,расти,생기하다
757,glänzen::V,блестеть,뛰오나다
758,funkeln::V,сверкать,불티가잍어나다
759,lärmen::V,шуметь,떠들다
760,läuten::V,звонить,울시다
761,klingeln::V,звонить,초닌총을울리다
762,klirren::V,звякать,탁탁울리다
763,brausen::V,бушевать,쏴쏴소리내다
764,rauschen::V,шелестеть,솨솨
765,klingen::V,звучать,반향하다
766,bellen::V,лаять,짖다
767,heulen::V,выть,포효하다
768,blasen::V,дунуть,불다
769,pfeifen::V,свистеть,피리를불다
770,schreien::V,кричать,절규하다
771,stöhnen::V,стонать,신음하다
772,zittern::V,дрожать,저뉼하다
773,leben::V,жить,살다
774,geboren werden::V,родиться,태어난
775,atmen::V,дышать,숨쉬다
776,trinken::V,пить,마시다
777,essen::V,есть,먹다
778,essen::V,кушать,먹다
779,schlucken::V,глотать,들이켜다
780,müde werden::V,устать,
781,einschlafen::V,заснуть,잠들다
782,schlafen::V,спать,자다
783,aufwachen::V,проснуться,눈트다
784,aufstehen::V,встать,서다
785,sich erholen::V,отдыхать,회복하다
786,krank werden::V,заболеть,
787,krank sein::V,болеть,
788,schmerzen::V,болеть,아프다
789,husten::V,кашлять,잔기침하다
790,genesen::V,поправиться,낫다
791,sterben::V,умереть,죽다
792,umkommen::V,погибнуть,못쓰게되다
793,sich bewegen::V,двигаться,움직이다
794,sich rühren::V,шевельнуться,움직이다
795,sich erheben::V,встать,이러서다
796,sich setzen::V,сесть,앉히다
797,hinfallen::V,упасть,넘어지다
798,laufen::V,ходить,걷다
799,schreiten::V,шагать,보행하다
800,spazierengehen::V,гулять,산보하다
801,eilen::V,спешить,서둘다
802,sich beeilen::V,торопиться,서둘게하다
803,sausen::V,мчаться,서들러 떠나다
804,rennen::V,бегать,달리다
805,springen::V,прыгать,도약하다
806,klettern::V,лазать,갑겨오르다
807,schaukeln::V,раскачиваться,흔들리게하다
808,kriechen::V,ползать,기다
809,schwimmen::V,плавать,헤엄치다
810,tauchen::V,нырять,잠기다
811,rudern::V,грести,물을헤치다
812,fahren::V,ехать,가다
813,fahren::V,ехать,나르다
814,fliegen::V,летать,날다
815,gehen::V,идти,가다
816,weggehen::V,уйти,팔리다
817,abfahren::V,отправиться,출발하다
818,anhalten::V,остановиться,멈추다
819,hineingehen::V,входить,(그리로)가다
820,eintreten::V,войти,들러가다
821,kommen::V,прийти,오다
822,ankommen::V,прибыть,고챀하다
823,zurückkommen::V,возвратиться,보기
824,bleiben::V,остаться,체류
825,warten::V,ждать,기다리다
826,erwarten::V,ожидать,기대하다
827,suchen::V,искать,찾다
828,suchen::V,искать,구하다
829,finden::V,найти,찾아내다
830,versuchen::V,пытаться,시험하다
831,vorbereiten::V,подготовить,재비하다
832,lieben::V,любить,사랑하다
833,mögen::V,любить,줗아하다
834,lachen::V,смеяться,웃다
835,rühren::V,растрогать,건드리다
836,weinen::V,плакать,울다
837,schimpfen::V,ругаться,꾸짖다
838,sich ärgern::V,сердиться,화를내게 하다
839,sich fürchten::V,бояться,두려원하다
840,fürchten::V,бояться,두려원하다
841,fliehen::V,убегать,도망치다
842,flüchten::V,убежать,도주하다
843,sehen::V,видеть,보다
844,anschauen::V,посмотреть,바라보다
845,ansehen::V,смотреть,바라보다
846,hören::V,слышать,듣다
847,zuhören::V,слушать,듣다
