,Concept_ID,ro,te
242,Tochter::N,fiică,కూతురు
243,Bruder::N,frate,పోదరుడు
244,Schwester::N,soră,సోదరి
245,Onkel::N,unchi,మేనమామ
246,Tante::N,mătușă,మేనత్త
247,Tante::N,mătușă,పినతల్లి
248,Ehemann::N,soț,భర్త
249,Ehemann::N,bărbat,భర్త
250,Ehefrau::N,soție,భార్య
251,Freude::N,bucurie,సంతోషము
252,Gelächter::N,râset,నవ్వు
253,Glück::N,fericire,సంతోషము
254,Kummer::N,mâhnire,దుఃఖము
255,Wunsch::N,dorință,కోరిక
256,Wunsch::N,deziderat,కోరిక
257,Lust::N,poftă,కోరిక
258,Lust::N,înclinare,కోరిక
259,Geist::N,duh,ఆత్మ
260,Geist::N,minte,ఆత్మ
261,Geist::N,suflet,ఆత్మ
262,Gedanke::N,gând,ఆలోచన
263,Gedanke::N,cuget,ఆలోచన
264,Gedächtnis::N,memorie,జ్ఞాపకము
265,Verstand::N,minte,మనస్సు
266,Verstand::N,intelect,మనస్సు
267,Sinn::N,sens,అర్థము
268,Sinn::N,înțeles,అర్థము
269,Grund::N,cauză,కారణము
270,Grund::N,pricină,కారణము
271,Wahrheit::N,adevăr,సత్యము
272,Gespräch::N,convorbire,పంభాషణ
273,Gespräch::N,conversație,పంభాషణ
274,Märchen::N,basm,అద్భుతకథ
275,Märchen::N,poveste,అద్భుతకథ
276,Erzählung::N,poveste,కథ
277,Nachricht::N,veste,వార్త
278,Neuigkeit::N,noutate,వార్త
279,Neuigkeit::N,actualitate,వార్త
280,Name::N,nume,పేరు
281,Rätsel::N,ghicitoare,చిక్కు
282,Rede::N,discurs,ఉపన్యాసము
283,Sprache::N,limbă,భాష
284,Sprache::N,limbaj,భాష
285,Stimme::N,glas,కంరథ్సని
286,Wort::N,cuvânt,మాట
287,Zeichen::N,semn,గుర్తు
288,Zeichen::N,semnal,గుర్తు
289,Ruf::N,chemare,పిలువు
290,Lärm::N,zgomot,సందడి
291,Lärm::N,tărăboi,సందడి
292,Laut::N,sunet,ధ్వని
293,Ton::N,ton,స్వరము
294,Lied::N,cântec,పాట
295,Ruhe::N,odihnă,గాలిలేమి
296,Ruhe::N,liniște,గాలిలేమి
297,Leute::N,lume,జనులు
298,Leute::N,oameni,జనులు
299,Volk::N,popor,జాతి
300,Volk::N,națiune,జాతి
301,Arbeit::N,lucru,పని
302,Gast::N,musafir,అతిధి
303,Geschenk::N,dar,దానము
304,Geschenk::N,cadou,దానము
305,Spiel::N,joc,ఆట
306,Gesellschaft::N,societate,జట్టు
307,Hilfe::N,ajutor,సాహాయ్యము
308,Freund::N,amic,స్నేహితుడు
309,Freund::N,prieten,స్నేహితుడు
310,Kamerad::N,tovarăș,చెలికాడు
311,Angelegenheit::N,afacere,విషయము
312,Anzahl::N,număr,లెక్క
313,Anzahl::N,cantitate,లెక్క
314,Art::N,fel,జాతి
315,Art::N,specie,జాతి
316,Stück::N,bucată,తునుక
317,Teil::N,parte,భాగము
318,Teil::N,porție,భాగము
319,Hälfte::N,jumătate,సగము
320,Kreis::N,cerc,వృత్తము
321,Kreuz::N,cruce,సిలువ
322,Linie::N,linie,గీత
323,Strich::N,linie,గీత
324,Strich::N,trăsătură,గీత
325,Abstand::N,distanță,సందు
326,Abstand::N,depărtare,సందు
327,Entfernung::N,distanță,దూరము
328,Entfernung::N,depărtare,దూరము
329,Gegend::N,regiune,విస్తీర్ణము
330,Platz::N,loc,ఎడము
331,Ort::N,loc,స్థలము
332,Seite::N,latură,ప్రక్క
333,Mitte::N,centru,నడిమి
334,Gegenstand::N,obiect,పద్దు
335,Sache::N,lucru,వస్తువు
336,Sache::N,chestie,వస్తువు
337,Rand::N,bordură,అంచు
338,Kante::N,muchie,అంచు
339,Kante::N,bordură,అంచు
340,Ecke::N,colț,మూల
341,Spitze::N,vârf,మొన
342,Spitze::N,creștet,మొన
343,Ende::N,capăt,కొన
344,Loch::N,gaură,రంధ్రము
345,Winkel::N,colț,కోణము
346,Muster::N,desen,మాదిరి
347,Größe::N,mărime,పరిమాణము
348,Länge::N,lungime,పొడుగు
349,Höhe::N,înălțime,పొడుగు
350,Gewicht::N,greutate,భారము
351,Menge::N,cantitate,మొత్తము
352,Haufen::N,grămadă,రాశి
353,Reihe::N,șir,వరుస
354,Reihe::N,rând,వరుస
355,Boot::N,barcă,పడవ
356,Boot::N,luntre,పడవ
357,Ruder::N,vâslă,అడక
358,Ruder::N,lopată,అడక
359,Schlitten::N,sanie,సరవండ్లు
360,Ski::N,schi,స్కీ
361,Lagerfeuer::N,foc de tabără,నెగడు
362,Last::N,povară,బరువు
363,Last::N,sarcină,బరువు
364,Gang::N,mers,నడక
365,Gang::N,umblet,నడక
366,Schritt::N,pas,అడుగు
367,Norden::N,nord,ఉత్తరదిక్కు
368,Norden::N,miazănoapte,ఉత్తరదిక్కు
369,Süden::N,sud,దక్షిణము
370,Süden::N,miazăzi,దక్షిణము
371,Westen::N,apus,పడమర
372,Osten::N,est,తూర్పు
373,Osten::N,răsărit,తూర్పు
374,Holz::N,lemn,కొయ్య
375,Brett::N,scândură,పలక
376,Platte::N,placă,పలక
377,Stütze::N,proptea,వాల్సేడ్లు
378,Stange::N,bară,స్తంభము
379,Stange::N,prăjină,స్తంభము
380,Stock::N,băț,కఱ్ఱ
381,Stock::N,baston,కఱ్ఱ
382,Stab::N,baston,కఱ్ఱ
383,Stab::N,prăjină,కఱ్ఱ
384,Rohr::N,tub,గొట్టము
385,Rohr::N,țeavă,గొట్టము
386,Haus::N,casă,ఇల్లు
387,Heim::N,casă,స్వగృహము
388,Heim::N,cămin,స్వగృహము
389,Ofen::N,sobă,పొయ్యి
390,Fußboden::N,podea,నేల
391,Fußboden::N,dușumea,నేల
392,Tisch::N,masă,మేజా
393,Stuhl::N,scaun,కుర్చీ
394,Wiege::N,leagăn,ఉయ్యాల
395,Bett::N,pat,పడక
396,Bett::N,pat,మంచం
397,Regal::N,rafturi,అటక
398,Kiste::N,ladă,వెట్టె
399,Kiste::N,cutie,వెట్టె
400,Fenster::N,fereastră,కిటికి
401,Tür::N,ușă,ద్వారము
402,Tor::N,poartă,ద్వారము
403,Zaun::N,gard,కంచె
404,Dach::N,acoperiș,ఇంటివైకప్పు
405,Leiter::N,scară,నిచ్చెన
406,Besen::N,mătură,చీపురుకట్ట
407,Spaten::N,cazma,పాఱ
408,Spaten::N,hârleț,పాఱ
409,Schaufel::N,lopată,పాఱ
410,Gabel::N,furculiță,ముండ్లగరిటె
411,Löffel::N,lingură,గరిటె
412,Messer::N,cuțit,కత్తి
413,Nagel::N,cui,మేకు
414,Netz::N,plasă,వల
415,Haken::N,cârlig,కొక్కెము
416,Griff::N,mâner,పిడి
417,Schloss::N,lacăt,తాళము
418,Bild::N,tablou,చిత్రము
419,Bild::N,imagine,చిత్రము
420,Figur::N,chip,రూపము
421,Figur::N,figură,రూపము
422,Puppe::N,păpușă,బొమ్మ
423,Beutel::N,pungă,సంచి
424,Beutel::N,săculeț,సంచి
425,Bündel::N,mănunchi,మూట
426,Tasche::N,geantă,సంచి
427,Eimer::N,găleată,చేద
428,Deckel::N,capac,మూత
429,Geschirr::N,vase,వంటకాలు
430,Geschirr::N,tacâmuri,వంటకాలు
431,Sack::N,sac,గోనెసంచి
432,Tasse::N,ceașcă,గిన్నె
433,Topf::N,oală,కుండ
434,Kessel::N,cazan,నీరుకాచుపాత్ర
435,Kessel::N,căldare,నీరుకాచుపాత్ర
436,Essen::N,mâncare,ఆహారము
437,Nahrung::N,hrană,ఆహారము
438,Nahrung::N,aliment,ఆహారము
439,Speise::N,bucate,ఆహారము
440,Speise::N,fel de bucate,ఆహారము
441,Fleisch::N,carne,మాంసము
442,Getreide::N,cereale,ధాన్యము
443,Brei::N,pireu,గుజ్జు
444,Brot::N,pâine,రొట్టె
445,Scheibe::N,felie,బద్ద
446,Scheibe::N,bucată,బద్ద
447,Fett::N,untură,క్రొవ్వు
448,Fett::N,grăsime,క్రొవ్వు
449,Butter::N,unt,వెన్న
450,Öl::N,ulei,నూనె
451,Salz::N,sare,ఉప్పు
452,Suppe::N,supă,చారు
453,Suppe::N,ciorbă,చారు
454,Honig::N,miere,తెనె
455,Milch::N,lapte,పాలు
456,Tee::N,ceai,తేనీరు
457,Leder::N,piele,బాగుచేసివతోలు
458,Wolle::N,lână,ఉన్ని
459,Stoff::N,stofă,బట్ట
460,Nadel::N,ac,సూది
461,Faden::N,ață,దారము
462,Knopf::N,buton,బొత్తాము
463,Knoten::N,nod,ముడి
464,Farbe::N,vopsea,రంగు
465,Kleidung::N,haine,బట్టలు
466,Kleidung::N,îmbrăcăminte,బట్టలు
467,Hemd::N,cămașă,చొక్కాయ
468,Kragen::N,guler,మాల
469,Ärmel::N,mânecă,చొక్కాయచెయ్యి
470,Hose::N,pantaloni,ఇజారు
471,Gürtel::N,cordon,పటకా
472,Mütze::N,șapcă,టోపి
473,Schuh::N,gheată,పాదరక్ష
474,Stiefel::N,cizmă,బూటు
475,Ring::N,inel,ఉంగరము
476,Ring::N,verigă,ఉంగరము
477,Band::N,panglică,నాడా
478,Band::N,șiret,నాడా
479,Kamm::N,pieptene,దువ్వెన
480,Spiegel::N,oglindă,అద్దము
481,Riemen::N,curea,వాడా
482,Schnur::N,funie,దారము
483,Schnur::N,sfoară,దారము
484,Leine::N,lesă,వారు
485,Leine::N,curea,వారు
486,Decke::N,pătură,కంబళి
487,Kissen::N,pernă,తలగడ
488,Tuch::N,batic,బట్ట
489,Handtuch::N,prosop,తువాలు
490,Handtuch::N,ștergar,తువాలు
491,Kraft::N,forță,బలము
492,Kraft::N,putere,బలము
493,Stärke::N,tărie,శక్తి
494,Stärke::N,vigoare,శక్తి
495,Gesundheit::N,sănătate,ఆరోగ్యము
496,Krankheit::N,boală,రోగము
497,Krankheit::N,maladie,రోగము
498,Schmerz::N,durere,నొప్పి
499,Wunde::N,rană,గాయము
500,Fieber::N,febră,జ్వరము
501,Arznei::N,leac,మందు
502,Arznei::N,medicament,మందు
503,Brücke::N,pod,వంతెన
504,Brücke::N,punte,వంతెన
505,Brunnen::N,puț,బావి
506,Brunnen::N,puț,కూపము
507,Brunnen::N,puț,నుయ్యి
508,Weide::N,izlaz,పచ్చికబయలు
509,Weide::N,pășune,పచ్చికబయలు
510,Pfad::N,cărare,కాలిత్రోవ
511,Weg::N,drum,మార్గము
512,Straße::N,cale,బాట
513,Straße::N,stradă,బాట
514,Dorf::N,sat,గ్రామము
515,Stadt::N,oraș,పట్టణము
516,Brief::N,scrisoare,జాబు
517,Buch::N,carte,పుస్తకము
518,Buchstabe::N,literă,అక్షరము
519,Buchstabe::N,caracter,అక్షరము
520,Zeitung::N,ziar,వార్తాపత్రిక
521,Zeitung::N,gazetă,వార్తాపత్రిక
522,Leben::N,viață,ప్రాణము
523,Tod::N,moarte,మరణము
524,Grab::N,groapă,సమాధి
525,Grab::N,mormânt,సమాధి
526,Kirche::N,biserică,క్రెస్తవులగుడి
527,Sünde::N,păcat,పాపము
528,Gott::N,zeu,దేవుడు
529,Arbeiter::N,muncitor,పనిపాటుచేశేవాడు
530,Chef::N,șef,యజమానుడు
531,Meister::N,meșter,కళాకారుడు
532,Meister::N,maestru,కళాకారుడు
533,Arzt::N,medic,వైద్యుడు
534,Arzt::N,doctor,వైద్యుడు
535,Lehrer::N,profesor,ఉపాధ్యాయుడు
536,Lehrer::N,învățător,ఉపాధ్యాయుడు
537,Geld::N,bani,ద్రవ్యము
538,Geld::N,parale,ద్రవ్యము
539,Geschäft::N,treabă,వ్యాపారము
540,Geschäft::N,afacere,వ్యాపారము
541,Laden::N,magazin,అంగడి
542,Laden::N,prăvălie,అంగడి
543,Preis::N,preț,వెల
544,Ware::N,marfă,సరకులు
545,Nutzen::N,folos,ప్రయోజనము
546,Nutzen::N,profit,ప్రయోజనము
547,Reichtum::N,avuție,ధనము
548,Reichtum::N,bogăție,ధనము
549,Welt::N,lume,ప్రపంచము
550,Land::N,țară,దేశము
551,Staat::N,stat,రాజ్యము
552,König::N,rege,రాజు
553,Macht::N,putere,అధికారము
554,Macht::N,putință,అధికారము
555,Grenze::N,hotar,సరిహద్దు
556,Grenze::N,graniță,సరిహద్దు
557,Grenze::N,frontieră,సరిహద్దు
558,Krieg::N,război,యుద్ధము
559,Feind::N,dușman,శత్రువు
560,Gewalt::N,violență,దౌర్జన్యము
561,Kampf::N,luptă,పోట్లాట
562,Bogen[Waffe]::N,arc,విల్లు
563,Pfeil::N,săgeată,బాణము
564,Gewehr::N,armă,తుపాకి
565,Gewehr::N,pușcă,తుపాకి
566,Fehler::N,eroare,తప్ప
567,Fehler::N,greșeală,తప్ప
568,Lüge::N,minciună,అసత్యము
569,Schaden::N,daună,నష్టము
570,Schaden::N,pagubă,నష్టము
571,Unglück::N,nenorocire,దురదృష్టము
572,Schuld::N,vină,తప్పు
573,Alter::N,etate,వయస్సు
574,Alter::N,vârstă,వయస్సు
575,Schluss::N,sfârșit,ముగింపు
576,Zeit::N,timp,కాలము
577,Zeit::N,vreme,కాలము
578,Tag::N,zi,దినము
579,Morgen::N,dimineață,ఉదయము
580,Mittag::N,prânz,మధ్యాహ్నము
581,Mittag::N,amiază,మధ్యాహ్నము
582,Abend::N,seară,సాయంకాలము
583,Nacht::N,noapte,రత్రి
584,Woche::N,săptămână,వారము
585,Monat::N,lună,నెల
586,Jahr::N,an,సంవత్సరము
587,Frühling::N,primăvară,వసంతకాలము
588,Sommer::N,vară,వేసవికాము
589,Herbst::N,toamnă,ఆకురాలుకాలము
590,Winter::N,iarnă,శీతకాలము
591,Januar::N,ianuarie,జనవరి
592,Februar::N,februarie,ఫిబ్రవరి
593,März::N,martie,మార్చి
594,April::N,aprilie,ఏప్రిలు
595,Mai::N,mai,మే
596,Juni::N,iunie,జూన్
597,Juli::N,iulie,జూలై
598,August::N,august,ఆగస్టు
599,September::N,septembrie,సెప్ఠెంబరు
600,Oktober::N,octombrie,అక్టోబరు
601,November::N,noiembrie,నవంబరు
602,Dezember::N,decembrie,డిసెంబర్
603,Montag::N,luni,సోమవారము
604,Dienstag::N,marți,మంగళవారము
605,Mittwoch::N,miercuri,బుధవారము
606,Donnerstag::N,joi,గురువారము
607,Freitag::N,vineri,శుక్రవారము
608,Samstag::N,sâmbătă,శనివారము
609,Sonntag::N,duminică,ఆదివారము
610,groß::A,mare,గొప్పైన
611,klein::A,mic,చిన్న
612,lang::A,lung,పొడుగాటి
613,kurz::A,scurt,పొట్టి
614,breit::A,lat,వెడల్పైన
615,breit::A,larg,వెడల్పైన
616,schmal::A,strâmt,ఇఱుకైన
617,dicht::A,des,దట్టమైన
618,dick[Gegenstand]::A,gros,దట్టమైన
619,dünn::A,subțire,పలుచని
620,fein::A,fin,నాజాకైన
621,fein::A,subțire,నాజాకైన
622,fest::A,tare,దృడమైవ
623,fest::A,solid,దృడమైవ
624,flach::A,șes,చదువైన
625,flach::A,plan,చదువైన
626,glatt::A,lins,నున్నని
627,hart::A,dur,కఠినమైన
628,weich::A,moale,మృదువైన
629,rund::A,rotund,గుండ్రని
630,rund::A,circular,గుండ్రని
631,spitz::A,ascuțit,మొనగల
632,scharf::A,tăios,పదనైన
633,scharf::A,ascuțit,పదనైన
634,stumpf::A,tocit,వాడిలేని
635,schwer::A,greu,బరువ్తెన
636,schön::A,frumos,సుందరమైన
637,heiß::A,cald,వేడియైన
638,heiß::A,fierbinte,వేడియైన
639,warm::A,cald,వెచ్చని
640,warm::A,fierbinte,వెచ్చని
641,kalt::A,rece,చల్లని
642,kühl::A,rece,చల్లని
643,kühl::A,răcoros,చల్లని
644,frisch::A,răcoros,తాజాయైన
645,frisch::A,proaspăt,తాజాయైన
646,feucht::A,umed,చెమ్మగానున్న
647,feucht::A,jilav,చెమ్మగానున్న
648,nass::A,ud,తడిగామన్న
649,trocken::A,sec,ఎండిన
650,trocken::A,uscat,ఎండిన
651,voll::A,plin,నిండు
652,leer::A,gol,శూన్యమైన
653,offen::A,deschis,తెఱచియున్న
654,geschlossen::A,închis,మూసిన
655,sauber::A,curat,పరిశుద్ధమైన
656,schmutzig::A,murdar,ముఱికియైన
657,roh::A,crud,పచ్చి
658,reif::A,copt,పండివ
659,lecker::A,gustos,రుచి గల
660,süß::A,dulce,తియ్యని
661,bitter::A,amar,చేదైన
662,sauer::A,acru,పుల్లని
663,hell::A,clar,కాంతిగల
664,hell::A,luminos,కాంతిగల
665,dunkel::A,obscur,చీకటియైన
666,dunkel::A,întunecos,చీకటియైన
667,schwarz::A,negru,నల్లని
668,weiß::A,alb,తెలుపు
669,rot::A,roșu,ఎఱ్ఱని
670,gelb::A,galben,పసుపు పచ్చ
671,blau::A,albastru,నీలవర్ణము
672,grün::A,verde,ఆకుపచ్చని
673,grau::A,gri,నెరిసిన
674,grau::A,cenușiu,నెరిసిన
675,bunt::A,colorat,రంగేలీ
676,billig::A,ieftin,చౌకయైన
677,teuer::A,scump,వెలపొడుగైన
678,wertvoll::A,prețios,విలుప్తెన
679,blind::A,orb,గ్రుడ్డి
680,taub::A,surd,చెవిటి
681,kräftig::A,tare,శక్తి గల
682,kräftig::A,forte,శక్తి గల
683,kräftig::A,robust,శక్తి గల
684,stark::A,viguros,బలమైన
685,stark::A,puternic,బలమైన
686,schwach::A,slab,బలహీనమైన
687,schwach::A,debil,బలహీనమైన
688,fett::A,gras,క్రొవ్విన
689,schlank::A,zvelt,సన్నని
690,hübsch::A,drăguț,సాగప్తెన
691,böse::A,rău,చెడ్డ
692,böse::A,răutăcios,చెడ్డ
693,dumm::A,nerod,తెలివిలేని
694,dumm::A,tâmpit,తెలివిలేని
695,faul::A,leneș,సోమరియైన
696,fleißig::A,harnic,శ్రద్దగల
697,fleißig::A,sârguincios,శ్రద్దగల
698,geizig::A,calic,పిసినారియైన
699,geizig::A,zgârcit,పిసినారియైన
700,klug::A,isteț,తెలివిగల
701,klug::A,deștept,తెలివిగల
702,geschickt::A,dibaci,నిపుణతగల
703,lieb::A,drag,ప్రియమైన
704,lieb::A,iubit,ప్రియమైన
705,lustig::A,vesel,ఉల్లాసము గల
706,sanft::A,blând,సాధువైన
707,sanft::A,blajin,సాధువైన
708,hungrig::A,flămând,ఆకలిగొనిన
