,Concept_ID,el,no
757,hinauf::ADV,προς τα πάνω,opp
758,hinauf::ADV,προς τα πάνω,oppover
759,überall::ADV,παντού,overalt
760,nicht::ADV,δεν,ikke
761,ein wenig::ADV,λιγάκι,litt
762,kaum::ADV,μόλις,neppe
763,sehr::ADV,πολύ,svært
764,so::ADV,έτσι,så
765,noch::ADV,ακόμα,enda
766,nur::ADV,μόνο,bare
767,schon::ADV,ήδη,alt
768,schon::ADV,ήδη,allerede
769,schon::ADV,κιόλας,alt
770,schon::ADV,κιόλας,allerede
771,wieder::ADV,ξανά,igjen
772,vergebens::ADV,μάταια,forgjeves
773,vor::PRP,μπροστά σε,foran
774,vor::PRP,μπροστά σε,utenfor
775,vor::PRP,μπροστά από,foran
776,vor::PRP,μπροστά από,utenfor
777,hinter::PRP,πίσω από ,bak
778,hinter::PRP,πίσω από ,bakom
779,unter::PRP,υπό,under
780,unter::PRP,κάτω από,under
781,durch::PRP,διά,gjennom
782,durch::PRP,διά,igjennom
783,durch::PRP,διά μέσου,gjennom
784,durch::PRP,διά μέσου,igjennom
785,neben::PRP,δίπλα σε,ved siden av
786,zwischen::PRP,μεταξύ,mellom
787,zwischen::PRP,ανάμεσα σε,mellom
788,wegen::PRP,για,på grunn av
789,wegen::PRP,λόγω,på grunn av
790,dies::PRN,αυτό,dette
791,das::PRN,το,det
792,alles::PRN,όλα,alt
793,ich::PRN,εγώ,jeg
794,du::PRN,σύ,du
795,du::PRN,εσύ,du
796,er::PRN,αυτός,han
797,wir::PRN,εμείς,vi
798,ihr::PRN,εσείς,dere
799,sie::PRN,αυτοί,de
800,was::FPRN,τι,hva
801,wer::FPRN,ποιος,hvem
802,wo::FADV,πού,hvor
803,wohin::FADV,πού,hvor ... hen
804,wohin::FADV,για πού,hvor ... hen
805,wie::FADV,πώς,hvordan
806,warum::FADV,γιατί,hvorfor
807,wieviel::FNUM,πόσος,hvor mye
808,eins::NUM,ένα,en
809,eins::NUM,ένα,ett
810,zwei::NUM,δύο,to
811,drei::NUM,τρία,tre
812,drei::NUM,τρεις,tre
813,vier::NUM,τέσσερα,fire
814,vier::NUM,τέσσερις,fire
815,fünf::NUM,πέντε,fem
816,sechs::NUM,έξι,seks
817,sieben::NUM,εφτά,sju
818,acht::NUM,οχτώ,åtte
819,neun::NUM,εννιά,ni
820,zehn::NUM,δέκα,ti
821,elf::NUM,έντεκα,elleve
822,zwölf::NUM,δώδεκα,tolv
823,zwanzig::NUM,είκοσι,tjue
824,dreißig::NUM,τριάντα,tretti
825,vierzig::NUM,σαράντα,førti
826,fünfzig::NUM,πενήντα,femti
827,sechzig::NUM,εξήντα,seksti
828,siebzig::NUM,εβδομήντα,sytti
829,achtzig::NUM,ογδόντα,åtti
830,neunzig::NUM,ενενήντα,nitti
831,hundert::NUM,εκατό,hundre
832,tausend::NUM,χίλιοι,tusen
833,und::CNJ,και,og
834,oder::CNJ,ή,eller
835,stehen::V,στέκομαι,stå
836,stehen::V,είμαι όρθιος,stå
837,sitzen::V,κάθομαι,sitte
838,liegen::V,είμαι ξαπλωμένος,ligge
839,hängen::V,κρέμομαι,henge
840,werden::V,γίνομαι,bli
841,passieren::V,συμβαίνω,skje
842,passieren::V,συμβαίνω,hende
843,beginnen::V,αρχίζω,begynne
844,enden::V,τελειώνω,ende
845,enden::V,τελειώνω,slutte
846,wechseln::V,αλλάζω,veksle
847,aufgehen[Sonne]::V,βγαίνω,stå opp
848,aufgehen[Sonne]::V,ανατέλλω,stå opp
849,untergehen[Sonne]::V,δύω,gå ned
850,untergehen[Sonne]::V,βασιλεύω,gå ned
851,scheinen[Sonne]::V,λάμπω,skinne
852,donnern::V,βροντώ,tordne
853,wehen::V,φυσώ,blåse
854,strömen::V,ρέω,strømme
855,strömen::V,τρέχω,strømme
856,fließen::V,ρέω,flyte
857,sich drehen::V,γυρίζω,dreie seg
858,sich drehen::V,στρέφομαι,dreie seg
859,schwanken::V,ταλαντεύομαι,svaie
860,schwingen::V,αιωρούμαι,svinge
861,schwingen::V,ταλαντεύομαι,svinge
862,fallen::V,πέφτω,falle
863,brennen::V,καίω,brenne
864,rauchen::V,καπνίζω,ryke
865,regnen::V,βρέχω,regne
866,gefrieren::V,παγώνω,fryse
867,tauen::V,λειώνω,tine
868,schmelzen::V,λειώνω,smelte
869,trocknen::V,στεγνώνω,tørre
870,sieden::V,βράζω,koke
871,faulen::V,σαπίζω,råtne
872,verfaulen::V,σαπίζω,råtne
873,reißen::V,σχίζω,briste
874,versinken::V,βουλιάζω,synke
875,versinken::V,βουλιάζω,synke ned
876,versinken::V,βυθίζομαι,synke
877,versinken::V,βυθίζομαι,synke ned
878,vergehen::V,περνώ,forløpe
879,erscheinen::V,εμφανίζομαι,synes
880,verschwinden::V,χάνομαι,forsvinne
881,verschwinden::V,εξαφανίζομαι,forsvinne
882,sinken::V,κατεβαίνω,synke
883,abnehmen::V,μειώνομαι ,avta
884,abnehmen::V,μειώνομαι ,minske
885,zunehmen::V,αυξάνω,tilta
886,zunehmen::V,μεγαλώνω,tilta
887,steigen::V,ανεβαίνω,stige
888,wachsen::V,μεγαλώνω,gro
889,wachsen::V,μεγαλώνω,vokse
890,glänzen::V,γυαλίζω,skinne
891,funkeln::V,αστράφτω,tindre
892,funkeln::V,σπιθοβολώ,tindre
893,lärmen::V,θορυβώ,bråke
894,läuten::V,χτυπώ ,ringe
895,klingeln::V,κουδουνίζω,ringe
896,klirren::V,κουδουνίζω,klirre
897,brausen::V,βουΐζω,bruse
898,rauschen::V,βουΐζω,suse
899,klingen::V,ηχώ,lyde
900,klingen::V,ηχώ,klinge
901,bellen::V,γαυγίζω,gjø
902,bellen::V,γαυγίζω,bjeffe
903,heulen::V,ουρλιάζω,ule
904,blasen::V,φυσώ,blåse
905,pfeifen::V,σφυρίζω,plystre
906,schreien::V,κραυγάζω,skrike
907,stöhnen::V,βογγώ,stønne
908,zittern::V,τρέμω,dirre
909,zittern::V,τρέμω,skjelve
910,leben::V,ζω,leve
911,geboren werden::V,γεννιέμαι,fødes
912,atmen::V,αναπνέω,ånde
913,atmen::V,αναπνέω,puste
914,trinken::V,πίνω,drikke
915,essen::V,τρώω,spise
916,schlucken::V,καταπίνω,svelge
917,müde werden::V,κουράζομαι,bli trett
918,einschlafen::V,αποκοιμιέμαι,sovne
919,schlafen::V,κοιμάμαι,sove
920,aufwachen::V,ξυπνώ,våkne
921,aufstehen::V,σηκώνομαι,stå opp
922,sich erholen::V,ξεκουράζομαι,bli bra
923,sich erholen::V,ξεκουράζομαι,komme seg
924,krank werden::V,αρρωσταίνω,bli syk
925,krank sein::V,ασθενώ,være syk
926,schmerzen::V,πονώ,gjøre vondt
927,husten::V,βήχω,hoste
928,genesen::V,θεραπεύομαι,komme seg
929,sterben::V,πεθαίνω,dø
930,umkommen::V,πεθαίνω,omkomme
931,sich bewegen::V,κουνιέμαι,bevege seg
932,sich rühren::V,σαλεύω,røre på seg
933,sich erheben::V,επαναστατώ,reise seg
934,sich setzen::V,κάθομαι,sette sig
935,hinfallen::V,πέφτω κάτω,falle over ende
936,laufen::V,τρέχω,løpe
937,schreiten::V,βαδίζω,skride
938,spazierengehen::V,κάνω βόλτα,spasere
939,spazierengehen::V,κάνω βόλτα,gå en tur
940,spazierengehen::V,πηγαίνω περίπατο,spasere
941,spazierengehen::V,πηγαίνω περίπατο,gå en tur
942,eilen::V,σπεύδω,ile
943,sich beeilen::V,βιάζομαι,skynde seg
944,sausen::V,τρέχω γρήγορα,suse
945,rennen::V,τρέχω,løpe
946,springen::V,πηδώ,hoppe
947,springen::V,πηδώ,springe
948,klettern::V,σκαρφαλώνω,klatre
949,schaukeln::V,κουνιέμαι,huske
950,kriechen::V,έρπω,krype
951,kriechen::V,σέρνομαι,krype
952,schwimmen::V,κολυμπώ,svømme
953,tauchen::V,βουτώ,dykke
954,rudern::V,κωπηλατώ,ro
955,fahren::V,πηγαίνω,kjøre
956,fliegen::V,πετώ,fly
957,gehen::V,βαδίζω,gå
958,gehen::V,πηγαίνω,gå
959,weggehen::V,φεύγω,gå bort
960,abfahren::V,ξεκινώ,reise
961,abfahren::V,αναχωρώ,reise
962,anhalten::V,σταματώ,stanse
963,hineingehen::V,μπαίνω,gå inn
964,eintreten::V,μπαίνω,tre inn
965,eintreten::V,εισέρχομαι,tre inn
966,kommen::V,έρχομαι,komme
967,ankommen::V,φτάνω,ankomme
968,ankommen::V,φτάνω,komme til
969,zurückkommen::V,επιστρέφω,komme tilbake
970,bleiben::V,μένω,bli
971,bleiben::V,μένω,forbli
972,warten::V,περιμένω,vente
973,erwarten::V,αναμένω,vente
974,erwarten::V,περιμένω,vente
975,suchen::V,ψάχνω,søke
976,finden::V,βρίσκω,finne
977,versuchen::V,προσπαθώ,prøve
978,versuchen::V,προσπαθώ,forsøke
979,vorbereiten::V,προετοιμάζω,forberede
980,lieben::V,αγαπώ,elske
981,mögen::V,μου αρέσει,like
982,lachen::V,γελώ,le
983,rühren::V,συγκινώ,røre
984,weinen::V,κλαίω,gråte
985,schimpfen::V,βρίζω,skjelle
986,sich ärgern::V,θυμώνω,ergre seg
987,sich fürchten::V,φοβάμαι,være redd
988,fürchten::V,φοβάμαι,være redd for
989,fliehen::V,φεύγω,rømme
990,fliehen::V,φεύγω,flykte
991,flüchten::V,δραπετεύω,flykte
992,sehen::V,βλέπω,se
993,anschauen::V,κοιτάζω,se på
994,anschauen::V,κοιτάζω,betrakte
995,ansehen::V,βλέπω,anse
996,hören::V,ακούω,høre
997,zuhören::V,ακούω,tilhøre
998,probieren::V,δοκιμάζω,smake
999,probieren::V,δοκιμάζω,smake på
1000,riechen::V,μυρίζω,lukte
1001,riechen::V,οσφραίνομαι,lukte
1002,fühlen::V,αισθάνομαι,føle
1003,scheinen::V,φαίνομαι,se ut
1004,zu sehen sein::V,φαίνομαι,synes
1005,vernehmen::V,ακούω,få vite
1006,vernehmen::V,μαθαίνω,få vite
1007,frieren::V,κρυώνω,fryse
1008,tun::V,κάνω,gjøre
1009,können::V,ξέρω,kunne
1010,können::V,μπορώ,kunne
1011,wollen::V,θέλω,ville
1012,anfangen::V,αρχίζω,begynne
1013,beenden::V,τελειώνω,avslutte
1014,aufhören::V,παύω,slutte
1015,aufhören::V,παύω,holde opp
1016,gelingen::V,πετυχαίνω,lykkes
1017,geraten::V,γίνομαι,bli
1018,öffnen::V,ανοίγω,åpne
1019,schließen::V,κλείνω,lukke
1020,schließen::V,κλείνω,stenge
1021,stellen::V,θέτω,stille
1022,setzen::V,θέτω,sette
1023,legen::V,θέτω,legge
1024,berühren::V,εγγίζω,berøre
1025,verbinden::V,συνδέω,forbinde
1026,bedecken::V,σκεπάζω,dekke
1027,aufhängen::V,κρεμώ,henge
1028,aufhängen::V,κρεμώ,henge opp
1029,anzünden::V,ανάβω,tenne
1030,anzünden::V,ανάβω,antenne
1031,anzünden::V,ανάβω,tenne på
1032,aufheben::V,σηκώνω,løfte
1033,aufheben::V,σηκώνω,ta opp
1034,zurücklassen::V,εγκαταλείπω,slippe tilbake
1035,verlieren::V,χάνω,miste
1036,fallen lassen::V,αφήνω να πέσει,droppe
1037,fallen lassen::V,αφήνω να πέσει,la falle
1038,machen::V,κάνω,lage
1039,machen::V,κάνω,gjøre
1040,machen::V,φτιάχνω,lage
1041,machen::V,φτιάχνω,gjøre
1042,herstellen::V,κατασκευάζω,fremstille
1043,bauen::V,χτίζω,bygge
1044,bauen::V,οικοδομώ,bygge
1045,reparieren::V,επισκευάζω,reparere
1046,reparieren::V,επιδιορθώνω,reparere
1047,verbessern::V,βελτιώνω,rette
1048,verbessern::V,βελτιώνω,forbedre
1049,verbessern::V,καλυτερεύω,rette
1050,verbessern::V,καλυτερεύω,forbedre
1051,ändern::V,αλλάζω,forandre
1052,graben::V,σκάβω,grave
1053,beugen::V,λυγίζω,bøye
1054,biegen::V,κάμπτω,bøye
1055,drehen::V,στρέφω,dreie
1056,wenden::V,γυρίζω,vende
1057,umdrehen::V,γυρίζω,snu
1058,heben::V,υψώνω,heve
1059,heben::V,σηκώνω,heve
1060,hochheben::V,υψώνω,løfte
1061,hochheben::V,σηκώνω,løfte
1062,ergreifen::V,πιάνω,gripe
1063,ergreifen::V,πιάνω,få tak i
1064,ergreifen::V,αρπάζω,gripe
1065,ergreifen::V,αρπάζω,få tak i
1066,halten::V,βαστώ,holde
1067,drücken::V,πιέζω,trykke
1068,schieben::V,σπρώχνω,skyve
1069,kratzen::V,γρατσουνίζω,klø
1070,kratzen::V,γρατσουνίζω,klore
1071,lecken::V,γλείφω,slikke
1072,beißen::V,δαγκάνω,bite
1073,abreißen::V,κόβω,rive av
1074,abreißen::V,σχίζω,rive av
1075,abschneiden::V,αποκόπτω,skjære av
1076,binden::V,δένω,binde
1077,stecken::V,χώνω,stikke
1078,brechen::V,σπάζω,bryte
1079,brechen::V,σπάζω,briste
1080,klopfen::V,χτυπώ,banke
1081,klopfen::V,τινάζω,banke
1082,hauen::V,χτυπώ,hogge
1083,kleben::V,κολλώ,klistre
1084,reiben::V,τρίβω,gni
1085,streichen::V,αλείφω,stryke
1086,schleifen::V,ακονίζω,slipe
1087,schneiden::V,κόβω,klippe
1088,rütteln::V,σείω,ruske
1089,rütteln::V,τινάζω,ruske
1090,schütteln::V,σείω,riste
1091,schütteln::V,κουνώ,riste
1092,schwenken::V,κουνώ,svinge
1093,schütten::V,χύνω,helle
1094,füllen::V,γεμίζω,fylle
1095,einwickeln::V,τυλίγω,vikle inn
1096,tragen::V,φέρνω,bære
1097,schleppen::V,κουβαλώ,slepe
1098,ziehen::V,τραβώ,dra
1099,ziehen::V,τραβώ,trekke
1100,aufbewahren::V,φυλάω,oppbevare
1101,aufbewahren::V,φυλάω,ta vare på
1102,werfen::V,ρίχνω,kaste
1103,fangen::V,πιάνω,fange
1104,packen::V,τσακώνω,gripe
1105,packen::V,τσακώνω,gripe tak i
1106,verstecken::V,κρύβω,gjemme
1107,teilen::V,μερίζω,dele
1108,schicken::V,στέλνω,sende
1109,bringen::V,φέρνω,bringe
1110,hinzufügen::V,προσθέτω,tilføye
1111,bekommen::V,προσκομίζω,få
1112,erhalten::V,παίρνω,få
1113,erhalten::V,λαμβάνω,få
1114,nehmen::V,πιάνω,ta
1115,nehmen::V,παίρνω,ta
1116,wählen::V,εκλέγω,velge
1117,auswählen::V,διαλέγω,velge ut
1118,bewahren::V,διατηρώ,bevare
1119,behindern::V,εμποδίζω,hindre
1120,behindern::V,εμποδίζω,forhindre
1121,verderben::V,χαλώ,ødelegge
1122,beschädigen::V,ζημιώνω,skade
1123,zerbrechen::V,σπάζω,brekke i stykker
1124,zerreißen::V,σχίζω,rive i stykker
1125,zerstören::V,καταστρέφω,ødelegge
1126,verbrennen::V,καίω,brenne
1127,verbrennen::V,καίω,brenne opp
1128,geben::V,δίνω,gi
1129,reichen::V,δίνω,rekke
1130,schenken::V,χαρίζω,forære
1131,schenken::V,χαρίζω,skjenke
1132,versprechen::V,υπόσχομαι,love
1133,wünschen::V,εύχομαι,ønske
1134,loben::V,επαινώ,rose
1135,küssen::V,φιλώ,kysse
1136,wiegen::V,κουνώ,vogge
1137,wiegen::V,νανουρίζω,vogge
1138,zudecken::V,σκεπάζω,dekke til
1139,wecken::V,ξυπνώ,vekke
1140,zeigen::V,δείχνω,vise
1141,führen::V,οδηγώ,føre
1142,lehren::V,διδάσκω,lære
1143,unterrichten::V,διδάσκω,undervise
1144,aufziehen::V,ανατρέφω,oppdra
1145,leiten::V,ηγούμαι,lede
1146,leiten::V,διευθύνω,lede
1147,antreiben::V,σπρώχνω,drive på
1148,antreiben::V,παρακινώ,drive på
1149,lassen::V,αφήνω,få til å
1150,einladen::V,προσκαλώ,be
1151,einladen::V,προσκαλώ,invitere
1152,vereinigen::V,ενώνω,forene
1153,besuchen::V,επισκέπτομαι,besøke
1154,treffen::V,συναντώ,møte
1155,treffen::V,συναντώ,treffe
1156,sich versammeln::V,μαζεύομαι,forsamles
1157,spielen::V,παίζω,leke
1158,spielen::V,παίζω,spille
1159,singen::V,τραγουδώ,synge
1160,tanzen::V,χορεύω,danse
1161,sich trennen::V,αποχωρίζομαι,skilles
1162,verlassen::V,εγκαταλείπω,forlate
1163,retten::V,σώζω,redde
1164,bewachen::V,φρουρώ,bevokte
1165,schützen::V,προστατεύω,verne
1166,schützen::V,προστατεύω,beskytte
1167,verteidigen::V,υπερασπίζω,forsvare
1168,sich schlagen::V,χτυπιέμαι,slåss
1169,schießen::V,πυροβολώ,skyte
1170,siegen::V,νικώ,seire
1171,ärgern::V,τσαντίζω,ergre
1172,schlagen::V,χτυπώ,
1173,treten::V,κλοτσώ,sparke
1174,stechen::V,τρυπώ,stikke
1175,stoßen::V,ωθώ,støte
1176,stoßen::V,σπρώχνω,støte
1177,stehlen::V,κλέβω,stjele
1178,stören::V,διαταράσσω,forstyrre
1179,belästigen::V,ενοχλώ,plage
1180,belästigen::V,ενοχλώ,sjenere
1181,verbergen::V,κρύβω,gjemme
1182,täuschen::V,παραπλανώ,villede
1183,betrügen::V,απατώ,bedra
1184,töten::V,σκοτώνω,drepe
1185,töten::V,θανατώνω,drepe
1186,wohnen::V,μένω,bo
1187,wohnen::V,κατοικώ,bo
1188,arbeiten::V,δουλεύω,arbeide
1189,arbeiten::V,εργάζομαι,arbeide
1190,sammeln::V,μαζεύω,samle
1191,sammeln::V,συλλέγω,samle
1192,pflücken::V,κόβω,plukke
1193,jagen::V,κυνηγώ,jage
1194,fischen::V,ψαρεύω,fiske
1195,fassen::V,πιάνω,fange
1196,hüten::V,φυλάγω,vokte
1197,hüten::V,προσέχω,vokte
1198,treiben::V,οδηγώ,drive
1199,anbinden::V,δένω,feste
1200,füttern::V,ταΐζω,fore
1201,melken::V,αρμέγω,melke
1202,hacken::V,κόβω,hakke
1203,gießen::V,ποτίζω,helle
1204,reifen::V,ωριμάζω,modne
1205,zubereiten::V,ετοιμάζω,lage
1206,zubereiten::V,ετοιμάζω,tilberede
1207,kochen::V,βράζω,koke
1208,backen::V,ψήνω,bake
1209,braten::V,τηγανίζω,steke
1210,umrühren::V,ανακατεύω,røre om
1211,stricken::V,πλέκω,strikke
1212,nähen::V,ράβω,sy
1213,färben::V,βάφω,farge
1214,färben::V,χρωματίζω,farge
1215,reinigen::V,καθαρίζω,rense
1216,reinigen::V,καθαρίζω,gjøre ren
1217,waschen::V,πλένω,vaske
1218,abwischen::V,σφουγγίζω,tørke av
1219,spülen::V,ξεπλένω,spyle
1220,spülen::V,ξεπλένω,skylle
1221,fegen::V,σκουπίζω,feie
1222,kehren::V,σκουπίζω,koste
1223,baden::V,κάνω μπάνιο,bade
1224,sich waschen::V,πλένομαι,vaske seg
1225,ausziehen::V,βγάζω,ta av
1226,anziehen::V,φορώ,ta på
1227,sich anziehen::V,ντύνομαι,kle på seg
1228,kämmen::V,χτενίζω,gre
1229,kämmen::V,χτενίζω,kjemme
1230,schmücken::V,στολίζω,pynte
1231,schmücken::V,στολίζω,smykke
1232,sagen::V,λέω,si
1233,sprechen::V,μιλώ,snakke
1234,reden::V,μιλώ,tale
1235,reden::V,μιλώ,snakke
1236,reden::V,κουβεντιάζω,tale
1237,reden::V,κουβεντιάζω,snakke
1238,sich unterhalten::V,συνομιλώ,samtale
1239,sich unterhalten::V,κουβεντιάζω,samtale
1240,fragen::V,ρωτώ,spørre
1241,bitten::V,ζητώ,be
1242,bitten::V,παρακαλώ,be
1243,erzählen::V,διηγούμαι,fortelle
1244,mitteilen::V,πληροφορώ,meddele
1245,nennen::V,ονομάζω,kalle
1246,rufen::V,φωνάζω,rope
1247,prahlen::V,καυχιέμαι,skryte
1248,übersetzen::V,μεταφράζω,oversette
1249,denken::V,σκέφτομαι,tenke
1250,glauben::V,πιστεύω,tro
1251,bemerken::V,παρατηρώ,bemerke
1252,bemerken::V,παρατηρώ,legge merke til
1253,erkennen::V,αναγνωρίζω,gjenkjenne
1254,begreifen::V,καταλαβαίνω,begripe
1255,verstehen::V,ακούω,forstå
1256,verstehen::V,ακούω,skjønne
1257,lernen::V,μαθαίνω,lære
1258,wissen::V,ξέρω,vite
1259,sich erinnern an::V,θυμάμαι,huske på
1260,vergessen::V,ξεχνώ,glemme
1261,messen::V,μετρώ,måle
1262,zählen::V,μετρώ,telle
1263,rechnen::V,λογαριάζω,regne
1264,lesen::V,διαβάζω,lese
1265,malen::V,ζωγραφίζω,male
1266,zeichnen::V,σχεδιάζω,tegne
1267,schreiben::V,γράφω,skrive
1268,besitzen::V,κατέχω,eie
1269,besitzen::V,κατέχω,inneha
1270,kaufen::V,αγοράζω,kjøpe
1271,verkaufen::V,πουλώ,selge
1272,bezahlen::V,πληρώνω,betale
1273,zahlen::V,πληρώνω,betale
1274,beherrschen::V,κυριαρχώ,beherske
1275,ertragen::V,βαστώ,orke
1276,ertragen::V,αντέχω,orke
