,Concept_ID,sq,et
818,so::ADV,ashtu,nii
819,so::ADV,kështu,nii
820,noch::ADV,ende,veel
821,noch::ADV,akoma,veel
822,nur::ADV,vetëm,ainult
823,schon::ADV,tashmë,juba
824,wieder::ADV,përsëri,jälle
825,vergebens::ADV,kot,asjata
826,vor::PRP,para,ees
827,hinter::PRP,prapa,taha
828,hinter::PRP,mbrapa,taha
829,unter::PRP,nën,all
830,durch::PRP,nëpër,läbi
831,durch::PRP,nëpër,kaudu
832,neben::PRP,pranë,kõrval
833,neben::PRP,përbri,kõrval
834,zwischen::PRP,midis,vahel
835,zwischen::PRP,ndërmjet,vahel
836,wegen::PRP,për,tõttu
837,wegen::PRP,për,pärast
838,dies::PRN,ky,see
839,das::PRN,ky,see
840,alles::PRN,gjithçka,kõik
841,ich::PRN,unë,mina
842,du::PRN,ti,sina
843,er::PRN,ai,tema
844,wir::PRN,ne,me
845,ihr::PRN,ju,te
846,sie::PRN,ata,nad
847,was::FPRN,ç',mis
848,was::FPRN,çfarë,mis
849,wer::FPRN,kush,kes
850,wo::FADV,ku,kus
851,wohin::FADV,për ku,kuhu
852,wie::FADV,si,kuidas
853,warum::FADV,pse,miks
854,warum::FADV,përse,miks
855,wieviel::FNUM,sa,mitu
856,wieviel::FNUM,sa,kui palju
857,eins::NUM,një,üks
858,zwei::NUM,dy,kaks
859,drei::NUM,tre,kolm
860,vier::NUM,katër,neli
861,fünf::NUM,pesë,viis
862,sechs::NUM,gjashtë,kuus
863,sieben::NUM,shtatë,seitse
864,acht::NUM,tetë,kaheksa
865,neun::NUM,nëntë,üheksa
866,zehn::NUM,dhjetë,kümme
867,elf::NUM,njëmbëdhjetë,üksteist
868,zwölf::NUM,dymbëdhjetë,kaksteist
869,zwanzig::NUM,njëzet,kakskümmend
870,dreißig::NUM,tridhjetë,kolmkümmend
871,vierzig::NUM,dyzet,nelikümmend
872,fünfzig::NUM,pesëdhjetë,viiskümmend
873,sechzig::NUM,gjashtëdhjetë,kuuskümmend
874,siebzig::NUM,shtatëdhjetë,seitsekümmend
875,achtzig::NUM,tetëdhjetë,kaheksakümmend
876,neunzig::NUM,nëntëdhjetë,üheksakümmend
877,hundert::NUM,qind,sada
878,tausend::NUM,mijë,tuhat
879,und::CNJ,e,ja
880,und::CNJ,dhe,ja
881,oder::CNJ,a,või
882,oder::CNJ,apo,või
883,stehen::V,rri,seisma
884,sitzen::V,rri,istuma
885,liegen::V,rri shtrirë,lamama
886,hängen::V,varem,rippuma
887,werden::V,bëhem,saama
888,werden::V,bëhem,hakkama
889,passieren::V,ndodh,juhtuma
890,beginnen::V,filloj,algama
891,beginnen::V,filloj,hakkama
892,enden::V,përfundoj,lõppema
893,wechseln::V,ndërroj,vahelduma
894,aufgehen[Sonne]::V,hapem,tõusma
895,untergehen[Sonne]::V,hyj,loojuma
896,untergehen[Sonne]::V,perëndoj,loojuma
897,scheinen[Sonne]::V,ndriçoj,paistma
898,donnern::V,gjëmoj,kõmisema
899,donnern::V,bubulloj,kõmisema
900,wehen::V,fryj,puhuma
901,strömen::V,derdh,voolama
902,fließen::V,rrjedh,voolama
903,sich drehen::V,rrotullohem,pöörduma
904,schwanken::V,dyzoj,kõikuma
905,schwingen::V,dridhem,võnkuma
906,fallen::V,bie,langema
907,brennen::V,digjem,põlema
908,rauchen::V,nxjerr tym,suitsema
909,regnen::V,bie shi,sadama
910,gefrieren::V,ngrij,kinni külmuma
911,tauen::V,shkrij,sulama
912,schmelzen::V,shkrij,sulama
913,trocknen::V,thaj,kuivama
914,sieden::V,ziej,keema
915,faulen::V,kalbem,mädanema
916,faulen::V,prishem,mädanema
917,verfaulen::V,kalbem,mädanema
918,reißen::V,grisem,rebenema
919,reißen::V,shqyhem,rebenema
920,versinken::V,humboj,uppuma
921,vergehen::V,kaloj,mööduma
922,erscheinen::V,dukem,ilmuma
923,verschwinden::V,zhdukem,kaduma
924,sinken::V,ulem,vajuma
925,sinken::V,ulem,langema
926,abnehmen::V,pakësohem,vähenema
927,abnehmen::V,pakësohem,kahenema
928,abnehmen::V,zvogëlohem,vähenema
929,abnehmen::V,zvogëlohem,kahenema
930,zunehmen::V,shtohem,kasvama
931,steigen::V,rritem,tõusma
932,steigen::V,rritem,üles minema
933,wachsen::V,rritem,kasvama
934,glänzen::V,vezulloj,läikimä
935,funkeln::V,xixoj,sädelema
936,funkeln::V,xixëlloj,sädelema
937,lärmen::V,oshtij,lärmama
938,lärmen::V,zhurmoj,lärmama
939,läuten::V,bie,helisema
940,klingeln::V,i bie ziles,helisema
941,klirren::V,kërcëlloj,kõlisema
942,brausen::V,gjëmoj,kohisema
943,rauschen::V,fëshfërij,kohisema
944,klingen::V,tingëlloj,kõlama
945,bellen::V,leh,haukuma
946,heulen::V,ulërij,uluma
947,blasen::V,fryj,puhuma
948,pfeifen::V,fishkëllej,vilistama
949,schreien::V,bërtas,karjuma
950,stöhnen::V,rënkoj,oigama
951,zittern::V,trembem,värisema
952,leben::V,rroj,elama
953,leben::V,rroj,elus olema
954,leben::V,jetoj,elama
955,leben::V,jetoj,elus olema
956,geboren werden::V,lind,sündima
957,atmen::V,marr frymë,hingama
958,trinken::V,pi,jooma
959,essen::V,ha,sööma
960,schlucken::V,gëlltis,neelama
961,schlucken::V,kapërdij,neelama
962,müde werden::V,lodhem,väsima
963,einschlafen::V,bie të fle,uinuma
964,schlafen::V,fle,magama
965,aufwachen::V,zgjohem,ärkama
966,aufstehen::V,çohem,ärkama
967,aufstehen::V,çohem,üles tõusma
968,aufstehen::V,ngrihem,ärkama
969,aufstehen::V,ngrihem,üles tõusma
970,sich erholen::V,qetësohem,puhkama
971,sich erholen::V,shtendosem,puhkama
972,krank werden::V,bie i sëmurë,haigestuma
973,krank werden::V,bie i sëmurë,haigeks jääma
974,krank sein::V,jam i sëmurë,haige olema
975,schmerzen::V,dhemb,valutama
976,husten::V,kollitem,köhima
977,genesen::V,shërohem,toibuma
978,sterben::V,vdes,surema
979,umkommen::V,vdes,surma saama
980,umkommen::V,mbaroj,surma saama
981,sich bewegen::V,shkundem,liikuma
982,sich rühren::V,lëviz,liikuma
983,sich erheben::V,ngrihem,kerkima
984,sich setzen::V,ulem,istet võtma
985,hinfallen::V,gremisem,kukkuma
986,hinfallen::V,gremisem,maha kukkuma
987,laufen::V,eci,kõndima
988,schreiten::V,çapem,astuma
989,spazierengehen::V,shëtis,jalutama
990,eilen::V,ngas,ruttama
991,eilen::V,ngas,kiirustama
992,sich beeilen::V,nxitoj,ruttama
993,sich beeilen::V,nxitoj,kiirustama
994,sausen::V,eci shpejt,kihutama
995,sausen::V,eci shpejt,tormama
996,rennen::V,vrapoj,jooksma
997,rennen::V,vrapoj,kihutama
998,springen::V,kërcej,hüppama
999,klettern::V,hipi,ronima
1000,schaukeln::V,kolovitem,kiikuma
1001,kriechen::V,zvarritem,roomama
1002,schwimmen::V,notoj,ujuma
1003,tauchen::V,zhytem,sukelduma
1004,rudern::V,vozis,sõudma
1005,fahren::V,shkoj,sõitma
1006,fliegen::V,fluturoj,lendama
1007,gehen::V,eci,käima
1008,gehen::V,eci,minema
1009,gehen::V,shkoj,käima
1010,gehen::V,shkoj,minema
1011,weggehen::V,vete,ära minema
1012,weggehen::V,vete,välja minema
1013,abfahren::V,nisem,väljuma
1014,abfahren::V,nisem,ära sõitma
1015,anhalten::V,ndalem,peatuma
1016,hineingehen::V,futem,sisenema
1017,hineingehen::V,futem,sisse minema
1018,eintreten::V,hyj,sisenema
1019,eintreten::V,hyj,sisse astuma
1020,kommen::V,vij,tulema
1021,ankommen::V,arrij,saabuma
1022,ankommen::V,mbërrij,saabuma
1023,zurückkommen::V,kthehem,tagasi tulema
1024,bleiben::V,mbetem,jääma
1025,bleiben::V,qëndroj,jääma
1026,warten::V,pres,ootama
1027,erwarten::V,pres,ootama
1028,erwarten::V,pres,lootma
1029,suchen::V,kërkoj,otsima
1030,finden::V,gjej,leidma
1031,versuchen::V,mundohem,püüdma
1032,versuchen::V,mundohem,üritama
1033,versuchen::V,mundohem,katsetama
1034,vorbereiten::V,përgatis,valmistama
1035,lieben::V,dashuroj,armastama
1036,mögen::V,dua,sallima
1037,mögen::V,dua,meeldima
1038,lachen::V,qesh,naerma
1039,rühren::V,mallëngjej,liigutama
1040,rühren::V,mallëngjej,heldima panema
1041,weinen::V,qaj,nutma
1042,schimpfen::V,shaj,sõimama
1043,sich ärgern::V,bëhem verem,ärrituma
1044,sich ärgern::V,bëhem verem,vihastuma
1045,sich fürchten::V,kam frikë,kartma
1046,sich fürchten::V,kam frikë,hirmu tundma
1047,sich fürchten::V,frikësohem,kartma
1048,sich fürchten::V,frikësohem,hirmu tundma
1049,fürchten::V,kam frikë nga,kartma
1050,fliehen::V,arratisem,põgenema
1051,flüchten::V,iki,põgenema
1052,sehen::V,shoh,nägema
1053,anschauen::V,shikoj,vaatama
1054,ansehen::V,shikoj,vaatama
1055,hören::V,dëgjoj,kuulma
1056,zuhören::V,veshtoj,kuulama
1057,probieren::V,provoj,proovima
1058,riechen::V,nuhas,nuusutama
1059,fühlen::V,ndiej,tundma
1060,scheinen::V,ndriçoj,näida
1061,scheinen::V,ndriçoj,ilmuda
1062,zu sehen sein::V,dukem,ilmuma
1063,vernehmen::V,dëgjoj,üle kuulama
1064,frieren::V,mërdhij,külmetada
1065,tun::V,bëj,tegema
1066,können::V,mund,võima
1067,können::V,mund,oskama
1068,wollen::V,dua,tahtma
1069,wollen::V,dëshiroj,tahtma
1070,anfangen::V,filloj,hakkama
1071,anfangen::V,filloj,alustama
1072,beenden::V,kryej,lõpetama
1073,beenden::V,mbaroj,lõpetama
1074,aufhören::V,pushoj,lakkama
1075,gelingen::V,më shkon mbarë,õnnestuma
1076,geraten::V,del,jõudma
1077,öffnen::V,hap,avama
1078,schließen::V,mbyll,sulgema
1079,stellen::V,vë,panema
1080,stellen::V,vë,asetama
1081,setzen::V,vë,panema
1082,legen::V,vë,panema
1083,legen::V,vë,asetama
1084,berühren::V,rrok,riivama
1085,berühren::V,rrok,puudutama
1086,verbinden::V,bashkoj,ühendama
1087,bedecken::V,mbuloj,katma
1088,aufhängen::V,var,riputama
1089,anzünden::V,ndez,süütama
1090,aufheben::V,ngre,üles tõstma
1091,zurücklassen::V,lë pas,jätma
1092,verlieren::V,humb,kaotama
1093,fallen lassen::V,lëshoj,maha pillama
1094,fallen lassen::V,lëshoj,kukkuda laskma
1095,machen::V,bëj,tegema
1096,herstellen::V,prodhoj,valmistama
1097,bauen::V,ndërtoj,ehitama
1098,reparieren::V,ndreq,parandama
1099,reparieren::V,meremetoj,parandama
1100,verbessern::V,përmirësoj,parandama
1101,ändern::V,ndërroj,muutma
1102,ändern::V,ndërroj,ümber tegema
1103,graben::V,gërmoj,kaevama
1104,beugen::V,kërrus,painutama
1105,biegen::V,përkul,painutama
1106,drehen::V,dredh,keerama
1107,drehen::V,rrotulloj,keerama
1108,wenden::V,kthej,ümber pöörama
1109,umdrehen::V,kthej,ümber keerama
1110,heben::V,ngre,tõstma
1111,hochheben::V,ngre,üles tõstma
1112,hochheben::V,ngre,kõrgele tõstma
1113,ergreifen::V,rrëmbej,haarama
1114,halten::V,mbaj,hoidma
1115,drücken::V,shtyp,pigistama
1116,schieben::V,shtyj,lükkama
1117,kratzen::V,kruaj,kraapima
1118,kratzen::V,gërvisht,kraapima
1119,lecken::V,lëpij,lakkuma
1120,beißen::V,kafshoj,purema
1121,beißen::V,kafshoj,hammustama
1122,abreißen::V,shkëpus,rebima
1123,abreißen::V,shkëpus,ära rebima
1124,abschneiden::V,cungoj,ära lõikama
1125,binden::V,lidh,siduma
1126,stecken::V,fus,pistma
1127,stecken::V,ngul,pistma
1128,brechen::V,thyej,murdma
1129,klopfen::V,trokas,koputama
1130,hauen::V,godas,lööma
1131,kleben::V,ngjis,kleepima
1132,reiben::V,fërkoj,hõõruma
1133,streichen::V,lyej,silitama
1134,schleifen::V,mpreh,lihvima
1135,schleifen::V,mpreh,teritama
1136,schneiden::V,pres,lõikama
1137,rütteln::V,shkund,raputama
1138,schütteln::V,lëkund,raputama
1139,schütteln::V,lëkund,loksutama
1140,schwenken::V,valëvit,vehkima
1141,schwenken::V,valëvit,lehvitama
1142,schütten::V,mbush,kallama
1143,füllen::V,mbush,täitma
1144,einwickeln::V,mbështjell,sisse mähkima
1145,tragen::V,mbaj,kandma
1146,tragen::V,mbart,kandma
1147,schleppen::V,heq,tassima
1148,schleppen::V,heq,lohistama
1149,schleppen::V,zhgërryej,tassima
1150,schleppen::V,zhgërryej,lohistama
1151,ziehen::V,tërheq,vedama
1152,ziehen::V,tërheq,tõmbama
1153,aufbewahren::V,ruaj,säilitama
1154,aufbewahren::V,ruaj,alal hoidma
1155,werfen::V,hedh,viskama
1156,fangen::V,kap,püüdma
1157,packen::V,rrëmbej,kinni haarama
1158,packen::V,rrëmbej,kinni võtma
1159,verstecken::V,fsheh,peitma
1160,teilen::V,ndaj,jagama
1161,teilen::V,ndaj,jaotama
1162,schicken::V,dërgoj,saatma
1163,bringen::V,sjell,viima
1164,hinzufügen::V,shtoj,lisama
1165,bekommen::V,kap,saama
1166,erhalten::V,marr,saama
1167,nehmen::V,marr,võtma
1168,wählen::V,zgjedh,valima
1169,auswählen::V,përzgjedh,valima
1170,bewahren::V,ruaj,hoidma
1171,behindern::V,pengoj,takistama
1172,verderben::V,prish,rikkuma
1173,beschädigen::V,dëmtoj,rikkuma
1174,zerbrechen::V,thyej,katki tegema
1175,zerreißen::V,çjerr,katki rebima
1176,zerreißen::V,zheloj,katki rebima
1177,zerstören::V,prish,purustama
1178,zerstören::V,shkatërroj,purustama
1179,verbrennen::V,djeg,põletama
1180,geben::V,jap,andma
1181,reichen::V,jap,andma
1182,reichen::V,jap,ulatama
1183,schenken::V,fal,kinkima
1184,schenken::V,dhuroj,kinkima
1185,versprechen::V,premtoj,lubama
1186,versprechen::V,premtoj,tõotama
1187,wünschen::V,uroj,soovima
1188,loben::V,lëvdoj,kiitma
1189,loben::V,lavdëroj,kiitma
1190,küssen::V,puth,suudlema
1191,wiegen::V,tund,hällitama
1192,zudecken::V,mbuloj,kaanetama
1193,zudecken::V,mbuloj,kinni katma
1194,wecken::V,zgjoj,äratama
1195,zeigen::V,dëftej,näitama
1196,führen::V,çoj,juhatama
1197,lehren::V,arsej,õpetama
1198,unterrichten::V,arsimoj,õpetama
1199,aufziehen::V,rris,üles kasvatama
1200,leiten::V,udhëheq,juhtima
1201,antreiben::V,nxis,ergutama
1202,lassen::V,detyroj,laskma
1203,einladen::V,ftoj,kutsuma
1204,vereinigen::V,bashkoj,ühendama
1205,besuchen::V,vizitoj,külastama
1206,treffen::V,ndesh,kohtama
1207,sich versammeln::V,tubohem,kogunema
1208,spielen::V,loz,mängima
1209,spielen::V,luaj,mängima
1210,singen::V,këndoj,laulma
1211,tanzen::V,kërcej,tantsima
1212,tanzen::V,vallëzoj,tantsima
1213,sich trennen::V,ndahem,lahku minema
1214,verlassen::V,braktis,maha jätma
1215,retten::V,shpëtoj,päästma
1216,bewachen::V,ruaj,valvama
1217,schützen::V,ruaj,kaitsma
1218,schützen::V,mbroj,kaitsma
1219,verteidigen::V,mbroj,kaitsma
1220,sich schlagen::V,zihem,kaklema
1221,schießen::V,shtie,tulistama
1222,siegen::V,fitoj,võitma
1223,siegen::V,ngadhënjej,võitma
1224,ärgern::V,zemëroj,ärritama
1225,ärgern::V,zemëroj,vihastama
1226,schlagen::V,rrah,lööma
1227,schlagen::V,godas,lööma
1228,treten::V,shtyj,sõtkuma
1229,treten::V,shtyj më këmbë,sõtkuma
1230,stechen::V,ther,pistma
1231,stechen::V,ther,torkama
1232,stechen::V,shpoj,pistma
1233,stechen::V,shpoj,torkama
1234,stoßen::V,shtyj,tõukama
1235,stehlen::V,vjedh,varastama
1236,stören::V,pengoj,segama
1237,stören::V,pengoj,häirima
1238,belästigen::V,bezdis,ahistama
1239,verbergen::V,fsheh,peitma
1240,verbergen::V,fsheh,varjama
1241,täuschen::V,mashtroj,petma
1242,täuschen::V,mashtroj,tüssama
1243,betrügen::V,kobis,petma
1244,betrügen::V,kobis,tüssama
1245,betrügen::V,kobis,truudust murtma
1246,töten::V,vras,tapma
1247,töten::V,vras,surmama
1248,wohnen::V,banoj,elama
1249,arbeiten::V,punoj,töötama
1250,arbeiten::V,vardoj,töötama
1251,sammeln::V,mbledh,koguma
1252,sammeln::V,mbledh,korjama
1253,sammeln::V,grumbulloj,koguma
1254,sammeln::V,grumbulloj,korjama
1255,pflücken::V,vjel,noppima
1256,pflücken::V,mbledh,noppima
1257,jagen::V,gjuaj,jahtima
1258,fischen::V,peshkoj,kalastama
1259,fischen::V,peshkoj,kala püüdma
1260,fischen::V,gjuaj peshk,kalastama
1261,fischen::V,gjuaj peshk,kala püüdma
1262,fassen::V,zë,püüdma
1263,hüten::V,kullos,karjatama
1264,treiben::V,vë përpara,ajama
1265,anbinden::V,lidh,kinni siduma
1266,füttern::V,grazhdoj,söötma
1267,melken::V,mjel,lüpsma
1268,hacken::V,grij,raiuma
1269,hacken::V,grij,lõhkuma
1270,gießen::V,ujis,kastma
1271,reifen::V,piqem,valmima
1272,zubereiten::V,gatuaj,valmistama
1273,kochen::V,ziej,keetma
1274,backen::V,pjek,küpsetama
1275,backen::V,furroj,küpsetama
1276,braten::V,fërgoj,praadima
1277,braten::V,tiganis,praadima
1278,umrühren::V,trazoj,segama
1279,stricken::V,thur,kuduma
1280,nähen::V,qep,õmblema
1281,färben::V,ngjyej,värvima
1282,färben::V,bojatis,värvima
1283,reinigen::V,qëroj,puhastama
1284,reinigen::V,pastroj,puhastama
1285,waschen::V,laj,pesema
1286,waschen::V,finjos,pesema
1287,abwischen::V,fshij,puhtaks pühkima
1288,spülen::V,kulloj,uhtma
1289,fegen::V,fshij,pühkima
1290,kehren::V,fshij,pühkima
1291,baden::V,lahem,suplema
1292,baden::V,lahem,kümblema
1293,sich waschen::V,lahem,end pesema
1294,ausziehen::V,heq,käest võtma
1295,ausziehen::V,heq,jalast võtma
1296,ausziehen::V,heq,seljast võtma
1297,ausziehen::V,zbath,käest võtma
1298,ausziehen::V,zbath,jalast võtma
1299,ausziehen::V,zbath,seljast võtma
1300,anziehen::V,vesh,jalga panema
1301,anziehen::V,mbath,jalga panema
1302,sich anziehen::V,vishem,riietuma
1303,kämmen::V,kreh,kammima
1304,schmücken::V,hijeshoj,kaunistama
1305,sagen::V,them,ütlema
1306,sprechen::V,flas,rääkima
1307,sprechen::V,flas,kõnelema
1308,reden::V,fjalos,kõnelema
1309,reden::V,fjalëtoj,kõnelema
1310,sich unterhalten::V,bisedoj,vestlema
1311,fragen::V,pyes,küsima
1312,bitten::V,lus,paluma
1313,bitten::V,lutem,paluma
1314,erzählen::V,rrëfej,jutustama
1315,mitteilen::V,kumtoj,teatama
1316,mitteilen::V,kumtoj,teada andma
1317,nennen::V,quaj,nimetama
1318,rufen::V,thërras,kutsuma
1319,prahlen::V,mburrem,hooplema
1320,prahlen::V,kapardisem,hooplema
1321,übersetzen::V,përkthej,tõlkima
1322,denken::V,mendoj,mõtlema
1323,glauben::V,besoj,uskuma
1324,bemerken::V,vërej,märkama
1325,erkennen::V,njoh,ära tundma
1326,erkennen::V,shquaj,ära tundma
1327,begreifen::V,marr vesh,aru saama
1328,verstehen::V,marr vesh,mõistma
1329,lernen::V,mësoj,õppima
1330,wissen::V,di,teadma
1331,sich erinnern an::V,kujtoj,mäletama
1332,vergessen::V,harroj,unustama
1333,messen::V,mas,mõõtma
1334,zählen::V,njeh,loendama
1335,rechnen::V,llogaris,arvutama
1336,lesen::V,lexoj,lugema
1337,lesen::V,këndoj,lugema
1338,malen::V,lyej,maalima
1339,zeichnen::V,vizatoj,joonistama
1340,schreiben::V,shkruaj,kirjutama
1341,besitzen::V,kam,omama
1342,kaufen::V,blej,ostma
1343,verkaufen::V,shes,müüma
1344,bezahlen::V,paguaj,tasuma
1345,zahlen::V,paguaj,maksma
1346,beherrschen::V,zotëroj,valitsema
1347,ertragen::V,duroj,taluma
