,Concept_ID,ro,fr
374,Stück::N,bucată,morceau
375,Teil::N,parte,part
376,Teil::N,parte,partie
377,Teil::N,porție,part
378,Teil::N,porție,partie
379,Hälfte::N,jumătate,moitié
380,Kreis::N,cerc,cercle
381,Kreuz::N,cruce,croix
382,Linie::N,linie,ligne
383,Strich::N,linie,trait
384,Strich::N,trăsătură,trait
385,Abstand::N,distanță,écart
386,Abstand::N,depărtare,écart
387,Entfernung::N,distanță,distance
388,Entfernung::N,depărtare,distance
389,Gegend::N,regiune,région
390,Gegend::N,regiune,contrée
391,Platz::N,loc,place
392,Ort::N,loc,lieu
393,Ort::N,loc,endroit
394,Seite::N,latură,côté
395,Mitte::N,centru,milieu
396,Gegenstand::N,obiect,objet
397,Sache::N,lucru,chose
398,Sache::N,chestie,chose
399,Rand::N,bordură,bord
400,Kante::N,muchie,arête
401,Kante::N,bordură,arête
402,Ecke::N,colț,coin
403,Ecke::N,colț,tournant
404,Spitze::N,vârf,cime
405,Spitze::N,vârf,pointe
406,Spitze::N,creștet,cime
407,Spitze::N,creștet,pointe
408,Ende::N,capăt,bout
409,Loch::N,gaură,trou
410,Winkel::N,colț,coin
411,Winkel::N,colț,réduit
412,Muster::N,desen,dessin
413,Größe::N,mărime,grandeur
414,Länge::N,lungime,longueur
415,Höhe::N,înălțime,hauteur
416,Höhe::N,înălțime,altitude
417,Gewicht::N,greutate,poids
418,Menge::N,cantitate,quantité
419,Haufen::N,grămadă,tas
420,Reihe::N,șir,file
421,Reihe::N,șir,rangée
422,Reihe::N,rând,file
423,Reihe::N,rând,rangée
424,Boot::N,barcă,canot
425,Boot::N,barcă,bateau
426,Boot::N,luntre,canot
427,Boot::N,luntre,bateau
428,Ruder::N,vâslă,rame
429,Ruder::N,vâslă,aviron
430,Ruder::N,lopată,rame
431,Ruder::N,lopată,aviron
432,Schlitten::N,sanie,traîneau
433,Ski::N,schi,ski
434,Lagerfeuer::N,foc de tabără,feu de camp
435,Last::N,povară,charge
436,Last::N,povară,fardeau
437,Last::N,sarcină,charge
438,Last::N,sarcină,fardeau
439,Gang::N,mers,tour
440,Gang::N,mers,marche
441,Gang::N,umblet,tour
442,Gang::N,umblet,marche
443,Schritt::N,pas,pas
444,Norden::N,nord,nord
445,Norden::N,miazănoapte,nord
446,Süden::N,sud,sud
447,Süden::N,miazăzi,sud
448,Westen::N,apus,ouest
449,Westen::N,apus,occident
450,Osten::N,est,est
451,Osten::N,est,orient
452,Osten::N,răsărit,est
453,Osten::N,răsărit,orient
454,Holz::N,lemn,bois
455,Brett::N,scândură,planche
456,Platte::N,placă,plaque
457,Stütze::N,proptea,appui
458,Stütze::N,proptea,soutien
459,Stange::N,bară,barre
460,Stange::N,bară,perche
461,Stange::N,prăjină,barre
462,Stange::N,prăjină,perche
463,Stock::N,băț,canne
464,Stock::N,baston,canne
465,Stab::N,baston,bâton
466,Stab::N,prăjină,bâton
467,Rohr::N,tub,tube
468,Rohr::N,tub,tuyau
469,Rohr::N,țeavă,tube
470,Rohr::N,țeavă,tuyau
471,Haus::N,casă,maison
472,Heim::N,casă,maison
473,Heim::N,cămin,maison
474,Ofen::N,sobă,poêle
475,Fußboden::N,podea,plancher
476,Fußboden::N,dușumea,plancher
477,Tisch::N,masă,table
478,Stuhl::N,scaun,chaise
479,Wiege::N,leagăn,berceau
480,Bett::N,pat,lit
481,Regal::N,rafturi,étagère
482,Kiste::N,ladă,caisse
483,Kiste::N,cutie,caisse
484,Fenster::N,fereastră,fenêtre
485,Tür::N,ușă,porte
486,Tor::N,poartă,porte
487,Tor::N,poartă,portail
488,Zaun::N,gard,clôture
489,Dach::N,acoperiș,toit
490,Leiter::N,scară,échelle
491,Besen::N,mătură,balai
492,Spaten::N,cazma,bêche
493,Spaten::N,hârleț,bêche
494,Schaufel::N,lopată,pelle
495,Gabel::N,furculiță,fourchette
496,Löffel::N,lingură,cuiller
497,Messer::N,cuțit,couteau
498,Nagel::N,cui,clou
499,Netz::N,plasă,filet
500,Haken::N,cârlig,croc
501,Haken::N,cârlig,crochet
502,Griff::N,mâner,prise
503,Griff::N,mâner,manche
504,Schloss::N,lacăt,serrure
505,Bild::N,tablou,image
506,Bild::N,tablou,tableau
507,Bild::N,imagine,image
508,Bild::N,imagine,tableau
509,Figur::N,chip,figure
510,Figur::N,figură,figure
511,Puppe::N,păpușă,poupée
512,Beutel::N,pungă,sac
513,Beutel::N,pungă,petit sac
514,Beutel::N,săculeț,sac
515,Beutel::N,săculeț,petit sac
516,Bündel::N,mănunchi,paquet
517,Bündel::N,mănunchi,faisceau
518,Tasche::N,geantă,sac
519,Eimer::N,găleată,seau
520,Deckel::N,capac,couvercle
521,Geschirr::N,vase,vaisselle
522,Geschirr::N,tacâmuri,vaisselle
523,Sack::N,sac,sac
524,Tasse::N,ceașcă,tasse
525,Topf::N,oală,pot
526,Topf::N,oală,marmite
527,Kessel::N,cazan,chaudron
528,Kessel::N,căldare,chaudron
529,Essen::N,mâncare,repas
530,Essen::N,mâncare,manger
531,Nahrung::N,hrană,nourriture
532,Nahrung::N,aliment,nourriture
533,Speise::N,bucate,plat
534,Speise::N,fel de bucate,plat
535,Fleisch::N,carne,viande
536,Getreide::N,cereale,blé
537,Getreide::N,cereale,céréales
538,Brei::N,pireu,purée
539,Brei::N,pireu,bouillie
540,Brot::N,pâine,pain
541,Scheibe::N,felie,tranche
542,Scheibe::N,bucată,tranche
543,Fett::N,untură,graisse
544,Fett::N,grăsime,graisse
545,Butter::N,unt,beurre
546,Öl::N,ulei,huile
547,Salz::N,sare,sel
548,Suppe::N,supă,soupe
549,Suppe::N,supă,potage
550,Suppe::N,ciorbă,soupe
551,Suppe::N,ciorbă,potage
552,Honig::N,miere,miel
553,Milch::N,lapte,lait
554,Tee::N,ceai,thé
555,Leder::N,piele,cuir
556,Wolle::N,lână,laine
557,Stoff::N,stofă,tissu
558,Stoff::N,stofă,étoffe
559,Nadel::N,ac,aiguille
560,Faden::N,ață,fil
561,Knopf::N,buton,bouton
562,Knoten::N,nod,nœud
563,Farbe::N,vopsea,peinture
564,Kleidung::N,haine,vêtements
565,Kleidung::N,haine,habillement
566,Kleidung::N,îmbrăcăminte,vêtements
567,Kleidung::N,îmbrăcăminte,habillement
568,Hemd::N,cămașă,chemise
569,Kragen::N,guler,col
570,Ärmel::N,mânecă,manche
571,Hose::N,pantaloni,pantalon
572,Gürtel::N,cordon,ceinture
573,Mütze::N,șapcă,bonnet
574,Mütze::N,șapcă,casquette
575,Schuh::N,gheată,soulier
576,Schuh::N,gheată,chaussure
577,Stiefel::N,cizmă,botte
578,Ring::N,inel,bague
579,Ring::N,verigă,bague
580,Band::N,panglică,ruban
581,Band::N,șiret,ruban
582,Kamm::N,pieptene,peigne
583,Spiegel::N,oglindă,glace
584,Spiegel::N,oglindă,miroir
585,Riemen::N,curea,lanière
586,Riemen::N,curea,courroie
587,Schnur::N,funie,corde
588,Schnur::N,funie,ficelle
589,Schnur::N,sfoară,corde
590,Schnur::N,sfoară,ficelle
591,Leine::N,lesă,laisse
592,Leine::N,curea,laisse
593,Decke::N,pătură,couverture
594,Kissen::N,pernă,oreiller
595,Tuch::N,batic,drap
596,Tuch::N,batic,fichu
597,Handtuch::N,prosop,serviette
598,Handtuch::N,prosop,essuie-mains
599,Handtuch::N,ștergar,serviette
600,Handtuch::N,ștergar,essuie-mains
601,Kraft::N,forță,force
602,Kraft::N,putere,force
603,Stärke::N,tărie,vigueur
604,Stärke::N,vigoare,vigueur
605,Gesundheit::N,sănătate,santé
606,Krankheit::N,boală,maladie
607,Krankheit::N,maladie,maladie
608,Schmerz::N,durere,douleur
609,Wunde::N,rană,plaie
610,Wunde::N,rană,blessure
611,Fieber::N,febră,fièvre
612,Arznei::N,leac,remède
613,Arznei::N,leac,médecine
614,Arznei::N,medicament,remède
615,Arznei::N,medicament,médecine
616,Brücke::N,pod,pont
617,Brücke::N,punte,pont
618,Brunnen::N,puț,puits
619,Weide::N,izlaz,pâturage
620,Weide::N,pășune,pâturage
621,Pfad::N,cărare,sentier
622,Weg::N,drum,voie
623,Weg::N,drum,chemin
624,Straße::N,cale,route
625,Straße::N,stradă,route
626,Dorf::N,sat,village
627,Stadt::N,oraș,cité
628,Stadt::N,oraș,ville
629,Brief::N,scrisoare,lettre
630,Buch::N,carte,livre
631,Buchstabe::N,literă,lettre
632,Buchstabe::N,literă,caractère
633,Buchstabe::N,caracter,lettre
634,Buchstabe::N,caracter,caractère
635,Zeitung::N,ziar,journal
636,Zeitung::N,gazetă,journal
637,Leben::N,viață,vie
638,Tod::N,moarte,mort
639,Grab::N,groapă,tombe
640,Grab::N,mormânt,tombe
641,Kirche::N,biserică,église
642,Sünde::N,păcat,péché
643,Gott::N,zeu,dieu
644,Arbeiter::N,muncitor,ouvrier
645,Arbeiter::N,muncitor,travailleur
646,Chef::N,șef,chef
647,Chef::N,șef,patron
648,Meister::N,meșter,maître
649,Meister::N,maestru,maître
650,Arzt::N,medic,médecin
651,Arzt::N,doctor,médecin
652,Lehrer::N,profesor,professeur
653,Lehrer::N,profesor,instituteur
654,Lehrer::N,învățător,professeur
655,Lehrer::N,învățător,instituteur
656,Geld::N,bani,argent
657,Geld::N,parale,argent
658,Geschäft::N,treabă,affaire
659,Geschäft::N,treabă,commerce
660,Geschäft::N,afacere,affaire
661,Geschäft::N,afacere,commerce
662,Laden::N,magazin,magasin
663,Laden::N,magazin,boutique
664,Laden::N,prăvălie,magasin
665,Laden::N,prăvălie,boutique
666,Preis::N,preț,prix
667,Ware::N,marfă,marchandise
668,Nutzen::N,folos,profit
669,Nutzen::N,profit,profit
670,Reichtum::N,avuție,richesse
671,Reichtum::N,bogăție,richesse
672,Welt::N,lume,monde
673,Land::N,țară,pays
674,Staat::N,stat,État
675,König::N,rege,roi
676,Macht::N,putere,pouvoir
677,Macht::N,putere,puissance
678,Macht::N,putință,pouvoir
679,Macht::N,putință,puissance
680,Grenze::N,hotar,frontière
681,Grenze::N,graniță,frontière
682,Grenze::N,frontieră,frontière
683,Krieg::N,război,guerre
684,Feind::N,dușman,ennemi
685,Gewalt::N,violență,violence
686,Kampf::N,luptă,lutte
687,Kampf::N,luptă,combat
688,Bogen[Waffe]::N,arc,arc
689,Pfeil::N,săgeată,flèche
690,Gewehr::N,armă,fusil
691,Gewehr::N,pușcă,fusil
692,Fehler::N,eroare,faute
693,Fehler::N,eroare,erreur
694,Fehler::N,greșeală,faute
695,Fehler::N,greșeală,erreur
696,Lüge::N,minciună,mensonge
697,Schaden::N,daună,dégât
698,Schaden::N,daună,dommage
699,Schaden::N,pagubă,dégât
700,Schaden::N,pagubă,dommage
701,Unglück::N,nenorocire,malheur
702,Schuld::N,vină,faute
703,Schuld::N,vină,culpabilité
704,Alter::N,etate,âge
705,Alter::N,vârstă,âge
706,Schluss::N,sfârșit,fin
707,Zeit::N,timp,temps
708,Zeit::N,vreme,temps
709,Tag::N,zi,jour
710,Tag::N,zi,journée
711,Morgen::N,dimineață,matin
712,Morgen::N,dimineață,matinée
713,Mittag::N,prânz,midi
714,Mittag::N,amiază,midi
715,Abend::N,seară,soir
716,Abend::N,seară,soirée
717,Nacht::N,noapte,nuit
718,Woche::N,săptămână,semaine
719,Monat::N,lună,mois
720,Jahr::N,an,an
721,Jahr::N,an,année
722,Frühling::N,primăvară,printemps
723,Sommer::N,vară,été
724,Herbst::N,toamnă,automne
725,Winter::N,iarnă,hiver
726,Januar::N,ianuarie,janvier
727,Februar::N,februarie,février
728,März::N,martie,mars
729,April::N,aprilie,avril
730,Mai::N,mai,mai
731,Juni::N,iunie,juin
732,Juli::N,iulie,juillet
733,August::N,august,août
734,September::N,septembrie,septembre
735,Oktober::N,octombrie,octobre
736,November::N,noiembrie,novembre
737,Dezember::N,decembrie,décembre
738,Montag::N,luni,lundi
739,Dienstag::N,marți,mardi
740,Mittwoch::N,miercuri,mercredi
741,Donnerstag::N,joi,jeudi
742,Freitag::N,vineri,vendredi
743,Samstag::N,sâmbătă,samedi
744,Sonntag::N,duminică,dimanche
745,groß::A,mare,grand
746,klein::A,mic,petit
747,lang::A,lung,long
748,kurz::A,scurt,court
749,breit::A,lat,large
750,breit::A,larg,large
751,schmal::A,strâmt,étroit
752,dicht::A,des,dense
753,dick[Gegenstand]::A,gros,épais
754,dünn::A,subțire,mince
755,fein::A,fin,fin
756,fein::A,fin,menu
757,fein::A,subțire,fin
758,fein::A,subțire,menu
759,fest::A,tare,ferme
760,fest::A,tare,solide
761,fest::A,solid,ferme
762,fest::A,solid,solide
763,flach::A,șes,plat
764,flach::A,plan,plat
765,glatt::A,lins,poli
766,glatt::A,lins,lisse
767,hart::A,dur,dur
768,weich::A,moale,mou
769,rund::A,rotund,rond
770,rund::A,circular,rond
771,spitz::A,ascuțit,aigu
772,spitz::A,ascuțit,pointu
773,scharf::A,tăios,tranchant
774,scharf::A,ascuțit,tranchant
775,stumpf::A,tocit,mousse
776,stumpf::A,tocit,émoussé
777,schwer::A,greu,lourd
778,schwer::A,greu,pesant
779,schön::A,frumos,beau
780,heiß::A,cald,chaud
781,heiß::A,cald,très chaud
782,heiß::A,fierbinte,chaud
783,heiß::A,fierbinte,très chaud
784,warm::A,cald,chaud
785,warm::A,fierbinte,chaud
786,kalt::A,rece,froid
787,kühl::A,rece,frais
788,kühl::A,răcoros,frais
789,frisch::A,răcoros,frais
790,frisch::A,proaspăt,frais
791,feucht::A,umed,humide
792,feucht::A,jilav,humide
793,nass::A,ud,mouillé
794,trocken::A,sec,sec
795,trocken::A,uscat,sec
796,voll::A,plin,plein
797,voll::A,plin,rempli
798,leer::A,gol,vide
799,offen::A,deschis,ouvert
800,geschlossen::A,închis,clos
801,geschlossen::A,închis,fermé
802,sauber::A,curat,net
803,sauber::A,curat,propre
804,schmutzig::A,murdar,sale
805,schmutzig::A,murdar,crasseux
806,roh::A,crud,cru
807,roh::A,crud,brut
808,reif::A,copt,mûr
809,lecker::A,gustos,délicieux
810,lecker::A,gustos,appétissant
811,süß::A,dulce,doux
812,bitter::A,amar,amer
813,sauer::A,acru,aigre
814,hell::A,clar,clair
815,hell::A,luminos,clair
816,dunkel::A,obscur,sombre
817,dunkel::A,întunecos,sombre
818,schwarz::A,negru,noir
819,weiß::A,alb,blanc
820,rot::A,roșu,rouge
821,gelb::A,galben,jaune
822,blau::A,albastru,bleu
823,grün::A,verde,vert
824,grau::A,gri,gris
825,grau::A,cenușiu,gris
826,bunt::A,colorat,multicolore
827,billig::A,ieftin,bon marché
828,teuer::A,scump,cher
829,wertvoll::A,prețios,précieux
830,blind::A,orb,aveugle
831,taub::A,surd,sourd
832,kräftig::A,tare,fort
833,kräftig::A,tare,vigoureux
834,kräftig::A,forte,fort
835,kräftig::A,forte,vigoureux
836,kräftig::A,robust,fort
837,kräftig::A,robust,vigoureux
838,stark::A,viguros,fort
839,stark::A,viguros,puissant
840,stark::A,puternic,fort
841,stark::A,puternic,puissant
842,schwach::A,slab,faible
843,schwach::A,debil,faible
844,fett::A,gras,gras
845,schlank::A,zvelt,svelte
846,hübsch::A,drăguț,joli
847,böse::A,rău,mauvais
848,böse::A,răutăcios,mauvais
849,dumm::A,nerod,sot
850,dumm::A,nerod,bête
851,dumm::A,tâmpit,sot
852,dumm::A,tâmpit,bête
853,faul::A,leneș,fainéant
854,faul::A,leneș,paresseux
855,fleißig::A,harnic,appliqué
856,fleißig::A,sârguincios,appliqué
857,geizig::A,calic,avare
858,geizig::A,zgârcit,avare
