,Concept_ID,bn,he
708,sieben::NUM,সাত,שבעה
709,acht::NUM,আট,שמונה
710,neun::NUM,নয়,תשעה
711,zehn::NUM,দশ,עשרה
712,elf::NUM,এগারো,אחת עשרה
713,zwölf::NUM,দ্বাদশ,שתים עשרה
714,zwanzig::NUM,বিশ,עשרים
715,dreißig::NUM,ত্রিশ,שלושים
716,vierzig::NUM,চল্লিশ,ארבעים
717,fünfzig::NUM,পঞ্চাশ,חמשים
718,sechzig::NUM,ষাট,ששים
719,siebzig::NUM,সত্তর,שבעים
720,achtzig::NUM,আশি,שמונים
721,neunzig::NUM,নব্বুই,תשעים
722,hundert::NUM,শত,מאה
723,tausend::NUM,হাজার,אלף
724,und::CNJ,আর,ו
725,und::CNJ,এবং,ו
726,oder::CNJ,বা,או
727,stehen::V,দাঁড়ানো,עמד
728,sitzen::V,বসা,ישב
729,liegen::V,শোয়া,שכב
730,hängen::V,ঝোলা,היה תלוי
731,werden::V,হইয়া উঠা,הפך ל
732,passieren::V,ঘটা,קרה
733,beginnen::V,আরম্ভ হওয়া,התחיל
734,enden::V,শেষ হওয়া,הסתים
735,wechseln::V,রূপাস্তর করা,השתנה
736,aufgehen[Sonne]::V,উদিত হওয়া,זרח
737,untergehen[Sonne]::V,অস্ত যাওয়া,שקע
738,scheinen[Sonne]::V,আলো দেওয়া,בהק
739,donnern::V,বজ্রধ্বনি করা,רעם
740,wehen::V,প্রবাহিত হওয়া,נשב
741,strömen::V,প্রবাহিত হওয়া,זרם
742,fließen::V,ছুটা,זרם
743,sich drehen::V,পাক খাওয়া,הסתובב
744,schwanken::V,দোলা,התנודד
745,schwingen::V,দোলা,התנענע
746,fallen::V,পড়া,נפל
747,brennen::V,সেঁকা,בער
748,rauchen::V,ধোঁয়া ছড়ান,עשן
749,regnen::V,বর্ষণ_করা,ירד גשם
750,gefrieren::V,হিমায়িত হওয়া,קפא
751,tauen::V,গলা,נמס
752,schmelzen::V,গলা,התיך
753,trocknen::V,শুষ্ক করা,התיבש
754,sieden::V,ফোঁড়া,רתח
755,faulen::V,ক্ষয় হওয়া,רקב
756,verfaulen::V,ক্ষয় হওয়া ,רקב
757,reißen::V,ছিঁড়া,נקרע
758,versinken::V,ডুবা,טבע
759,vergehen::V,যাওয়া,עבר
760,erscheinen::V,আসা,נגלה
761,erscheinen::V,আসা,הופיע
762,verschwinden::V,অদৃশ্য হওয়া,נעלם
763,sinken::V,হ্রাস হওয়া,ירד
764,abnehmen::V,হ্রাস হওয়া,הפחית
765,zunehmen::V,বৃদ্ধি পাওয়া,רבה
766,steigen::V,ওঠা,עלה
767,wachsen::V,বড় হওয়া,גדל
768,glänzen::V,জ্বলা,נצץ
769,glänzen::V,জ্বলা,בהק
770,funkeln::V,জ্বল্জ্বল করা,נצנץ
771,läuten::V,রুসুঝুসু করা,צלצל
772,klingeln::V,বাজা,צלצל
773,klirren::V,টুংটাং-শব্দ করা,קרקש
774,brausen::V,গর্জন করা,געש
775,rauschen::V,মর্মরধ্বনি করা,רשרש
776,klingen::V,শব্দ করা,נשמע
777,bellen::V,ঘেউ ঘেউ করা,נבח
778,heulen::V,গর্জন করা,ילל
779,blasen::V,ফুঁ দেওয়া,נשף
780,pfeifen::V,শিস্ দেওয়া,שרק
781,schreien::V,চিৎকার করা,צעק
782,stöhnen::V,গোঁ-গো করা,נאנק
783,zittern::V,কাঁপা,רעד
784,leben::V,বাঁচা,חי
785,geboren werden::V,জন্মানো,נולד
786,atmen::V,শ্বাস ফেলা,נשם
787,trinken::V,পান করা,שתה
788,essen::V,ভক্ষণ করা,אכל
789,schlucken::V,গেলা,בלע
790,müde werden::V,পরিশ্রান্ত হওয়া,התעיף
791,einschlafen::V,নিদ্রামগ্ন হওয়া,נרדם
792,schlafen::V,নিদ্রা যাওয়া,ישן
793,aufwachen::V,জাগা,התעורר
794,aufstehen::V,জাগা,קם
795,sich erholen::V,আরাম করা,נפש
796,krank werden::V,অসুস্থ হত্তয়া,חלה
797,krank sein::V,রূগ্ণ হত্তয়া,היה חולה
798,schmerzen::V,কন্কন করা,כאב
799,husten::V,কাশা,השתעל
800,genesen::V,আরোগ্য হওয়া,הבריא
801,sterben::V,মারা যাওয়া,מת
802,umkommen::V,মারা যাওয়া,נספה
803,sich bewegen::V,চলা,נע
804,sich rühren::V,নড়া,זז
805,sich erheben::V,উদিত হওয়া,קם
806,sich setzen::V,বসা,התישב
807,hinfallen::V,পড়া,נפל
808,laufen::V,হাঁটা,הלך ברגל
809,schreiten::V,হাঁটা,פסע
810,spazierengehen::V,পায়চারি করা,טיל
811,eilen::V,ত্বরাম্বিত করা,אץ
812,eilen::V,ত্বরাম্বিত করা,מהר
813,sich beeilen::V,ত্বরাম্বিত করা,מהר
814,sausen::V,ধেয়ে যাওয়া,אץ
815,rennen::V,চলা,רץ
816,springen::V,লাফানো,קפץ
817,klettern::V,আরোহণ করা,טפס
818,schaukeln::V,দোলা,התנדנד
819,kriechen::V,হামাগুড়ি দেওয়া,זחל
820,schwimmen::V,সাঁতার কাটা,שחה
821,tauchen::V,ডোবা,צלל
822,rudern::V,দাঁড় টানা,חתר
823,fahren::V,চালান,נסע
824,fliegen::V,ওড়া,עף
825,gehen::V,যাওয়া,הלך
826,weggehen::V,প্রস্থান করা,עזב
827,abfahren::V,প্রস্থান করা,יצא
828,anhalten::V,থামা,עצר
829,hineingehen::V,ঢোকা,נכנס
830,eintreten::V,ঢোকা,נכנס
831,kommen::V,আসা,בא
832,ankommen::V,আসা,הגיע
833,zurückkommen::V,ফিরা,שב
834,zurückkommen::V,ফিরা,חזר
835,bleiben::V,থাকা,נשאר
836,warten::V,অপেক্ষা করা,חכה
837,warten::V,অপেক্ষা করা,המתין
838,erwarten::V,অপেক্ষা করা,צפה
839,suchen::V,খোঁজ করা,חפש
840,finden::V,পাওয়া,מצא
841,versuchen::V,পরখ করা,נסה
842,vorbereiten::V,প্রস্তুত করা,הכין
843,lieben::V,ভালবাসা,אהב
844,mögen::V,পছন্দ করা,אהב
845,lachen::V,হাসা,צחק
846,rühren::V,হৃদয়ম্পর্শ করা,נגע ללב
847,weinen::V,কাঁদা,בכה
848,schimpfen::V,নালিশ করা,גער
849,sich ärgern::V,রাগ হত্তয়া,זעם
850,sich ärgern::V,রাগ হত্তয়া,כעס
851,sich fürchten::V,ভয় করা,פחד
852,sich fürchten::V,ভয় করা,חשש
853,fürchten::V,ডরা,פחד מ
854,fürchten::V,ডরা,חשש מ
855,fliehen::V,পালানো,ברח
856,flüchten::V,পালানো,נמלט
857,sehen::V,দেখা,ראה
858,anschauen::V,দেখা,הביט
859,ansehen::V,দেখা,התבונן
860,hören::V,শোনা,שמע
861,zuhören::V,শোনা,הקשיב
862,probieren::V,পরখ করা,נסה
863,riechen::V,শুঁকা,הריח
864,fühlen::V,অনুভব করা,חש
865,scheinen::V,মনে হত্তয়া,נדמה
866,zu sehen sein::V,দেখা দেত্তয়া,נראה
867,vernehmen::V,শোনা,נודע ל
868,frieren::V,শীত লাগা,קר ל
869,tun::V,করা,פעל
870,können::V,পারা,יכל
871,wollen::V,ইচ্ছা করা,רצה
872,anfangen::V,আরম্ভ করা,התחיל
873,beenden::V,শেষ করা,גמר
874,aufhören::V,থামা,סים
875,gelingen::V,সিদ্ধিলাভ করা,הצליח
876,geraten::V,পরিণত হত্তয়া,עלה
877,öffnen::V,খোলা,פתח
878,schließen::V,বন্ধ করা,סגר
879,stellen::V,স্থাপন করা,העמיד
880,setzen::V,স্থাপন করা,הושיב
881,legen::V,স্থাপন করা,שם
882,berühren::V,স্পর্শ করা,נגע
883,verbinden::V,সংযুক্ত করা,קשר
884,bedecken::V,ঢাকা,כסה
885,aufhängen::V,ঝুলানো,תלה
886,anzünden::V,জ্বালান,הצית
887,aufheben::V,কুড়াইয়া তোলা,אסף
888,zurücklassen::V,পরিত্যাগ করা,השאיר
889,verlieren::V,হারান,אבד
890,fallen lassen::V,ফেলা,שמט
891,fallen lassen::V,ফেলা,הפיל
892,machen::V,গঠন করা,עשה
893,herstellen::V,সৃষ্টি করা,יצר
894,bauen::V,নির্মাণ করা,בנה
895,reparieren::V,মেরামত করা,תקן
896,verbessern::V,উন্নতিলাভ করা,שפר
897,ändern::V,পরিবর্তিত করা,שנה
898,graben::V,খনন করা,חפר
899,beugen::V,নোয়া,כפף
900,biegen::V,নোয়া,כופף
901,drehen::V,ঘোরান,סובב
902,wenden::V,উলটাইয়া দেত্তয়া,הפך
903,umdrehen::V,উলটানো,סובב
904,heben::V,উত্তোলন করা,הרים
905,hochheben::V,উঁচু করা,הרים
906,ergreifen::V,দখল করা,אחז
907,halten::V,ধরা,החזיק
908,drücken::V,টেপা,לחץ
909,schieben::V,ঠেলা,הזיז
910,kratzen::V,চাঁচা,שרט
911,kratzen::V,চাঁচা,שפשף
912,lecken::V,চাটা,לקק
913,beißen::V,দংশন করা,נשך
914,abreißen::V,বিচ্ছিন্ন করা,קרע
915,abschneiden::V,বিচ্ছিন্ন করা,חתך
916,binden::V,বন্ধন করা,קשר
917,stecken::V,বিদ্ধ করা,תקע
918,brechen::V,ভাঙা,שבר
919,klopfen::V,আঘাত করা,נקש
920,hauen::V,আঘাত করা,הכה
921,kleben::V,সাঁটা,הדביק
922,reiben::V,ঘষা,שפשף
923,streichen::V,ছড়াইয়া,מרח
924,schleifen::V,ধার দেওয়া,השחיז
925,schneiden::V,কাটা,גזר
926,rütteln::V,নাড়ান,נענע
927,schütteln::V,নড়া,נער
928,schwenken::V,দোলা,נופף
929,schwenken::V,দোলা,טלטל
930,schütten::V,বর্ষণ করা,שפך
931,füllen::V,পরিপূর্ণ করা,מלא
932,einwickeln::V,মুড়া,עטף
933,tragen::V,বহন করা,נשא
934,schleppen::V,টানা,סחב
935,ziehen::V,টানা,משך
936,aufbewahren::V,রাখা,שמר
937,werfen::V,ছুড়া,זרק
938,fangen::V,লোফা,תפס
939,packen::V,ধরা,אחז
940,verstecken::V,গোপন করা,החביא
941,teilen::V,বিভক্ত করা,חלק
942,schicken::V,প্রেরণ করা,שלח
943,bringen::V,আনা,הביא
944,hinzufügen::V,একত্র করা,הוסיף
945,bekommen::V,পাওয়া,תפס
946,erhalten::V,পাওয়া,קבל
947,nehmen::V,নেওয়া,אחז
948,wählen::V,বাছা,בחר
949,auswählen::V,বাছা,בחר ב
950,bewahren::V,বাঁচাইয়া রাখা,קים
951,behindern::V,বাধা দেওয়া,מנע
952,verderben::V,নষ্ট করা,מנע
953,beschädigen::V,ক্ষতি করা,הזיק
954,zerbrechen::V,ভাঙ্গিয়া যাওয়া,נשבר
955,zerreißen::V,ছিঁড়া,קרע
956,zerstören::V,বিনাশ করা,הרס
957,zerstören::V,বিনাশ করা,השמיד
958,verbrennen::V,দহন করা,שרף
959,geben::V,দেওয়া,נתן
960,reichen::V,দেওয়া,העביר
961,schenken::V,উপহার দেত্তয়া,נתן במתנה
962,versprechen::V,প্রতিশ্রুতি দেওয়া,הבטיח
963,wünschen::V,আকাঙ্ক্ষা করা,אחל
964,loben::V,প্রশংসা করা,שבח
965,küssen::V,চুম্বন করা,נשק
966,wiegen::V,দুলানো,נדנד
967,zudecken::V,ঢাকা,כסה
968,wecken::V,জাগানো,עורר
969,zeigen::V,দেখানো,הראה
970,führen::V,পথ দেখানো,הביא
971,führen::V,পথ দেখানো,הוביל
972,lehren::V,শেখানো,למד
973,unterrichten::V,শিক্ষা দেওয়া,למד
974,aufziehen::V,পালন করা,רומם
975,leiten::V,পরিচালনা করা,נהל
976,antreiben::V,চালনা করা,המרץ
977,lassen::V,অনুমতি দেওয়া,נתן
978,einladen::V,নিমন্ত্রণ করা,הזמין
979,vereinigen::V,এক করা,אחד
980,vereinigen::V,এক করা,לכד
981,besuchen::V,দেখিতে যাওয়া,בקר
982,treffen::V,সন্মুখীন হওয়া,פגש
983,sich versammeln::V,জড়ো হওয়া,התאסף
984,spielen::V,খেলা,שחק
985,singen::V,গাওয়া,שר
986,tanzen::V,নাচা,רקד
987,sich trennen::V,পৃথক করা,נפרד
988,verlassen::V,পরিত্যাগ করা,עזב
989,retten::V,উদ্ধার করা,הציל
990,bewachen::V,পাহারা দেওয়া,שמר
991,schützen::V,রক্ষা করা,אבטח
992,verteidigen::V,রক্ষা করা,הגן
993,sich schlagen::V,লড়াই করা,התכתש
994,schießen::V,তীরবেগে ছোটা,ירה
995,siegen::V,জেতা,גבר
996,siegen::V,জেতা,נצח
997,ärgern::V,বিরক্ত করা,עצבן
998,schlagen::V,আঘাত করা,הכה
999,schlagen::V,আঘাত করা,הלקה
1000,treten::V,লাথি মারা,בעט
1001,stechen::V,দংশন করা,דקר
1002,stoßen::V,ঠেলা,דחק
1003,stehlen::V,অপহরণ করা,גנב
1004,stören::V,ঘাঁটান,קטע
1005,stören::V,ঘাঁটান,הפריע
1006,belästigen::V,বিরক্ত করা,הציק
1007,belästigen::V,বিরক্ত করা,הטריד
1008,verbergen::V,গোপন করা,הצניע
1009,täuschen::V,প্রবঞ্চনা করা,שגע
1010,betrügen::V,প্রতারণা করা,הונה
1011,töten::V,হত্যা করা,הרג
1012,wohnen::V,বাস করা,גר
1013,arbeiten::V,কাজ করা,עבד
1014,sammeln::V,সংগ্রহ করা,אסף
1015,pflücken::V,চয়ন করা,קטף
1016,jagen::V,শিকার করা,צד
1017,fischen::V,মাছ ধরা,דג
1018,fassen::V,ধরা,תפס
1019,hüten::V,যুথভুক্ত করা,רעה
1020,treiben::V,চালনা করা,הוציא
1021,anbinden::V,বন্ধন করা,קשר
1022,füttern::V,ভোজন করানো,הלעיט
1023,melken::V,দুগ্ধ দোহন করা,חלב
1024,hacken::V,কাটা,קצץ
1025,gießen::V,বর্ষণ করা,השקה
1026,reifen::V,পাকা,בשל
1027,zubereiten::V,রন্ধন করা,הכין
1028,kochen::V,রন্ধন করা,בשל
1029,backen::V,সেকা,אפה
1030,braten::V,ভাজা,צלה
1031,braten::V,ভাজা,טגן
1032,umrühren::V,নড়ানো,ערבב
1033,stricken::V,বোনা,סרג
1034,nähen::V,সেলাই করা,תפר
1035,färben::V,রঞ্জিত করা,צבע
1036,reinigen::V,পরিষ্কার করা,נקה
1037,waschen::V,পরিষ্কার করা,רחץ
1038,waschen::V,পরিষ্কার করা,כבס
1039,abwischen::V,মুছা,נגב
1040,spülen::V,পরিষ্কার করা,שטף
1041,fegen::V,ঝাঁট দেওয়া,טאטא
1042,kehren::V,ঝাঁট দেওয়া,טאטא
1043,baden::V,অবগাহন করা,טבל
1044,baden::V,অবগাহন করা,שחה
1045,sich waschen::V,ধোয়া,התרחץ
1046,ausziehen::V,খুলা,הוריד
1047,anziehen::V,গায়ে দেত্তয়া,לבש
1048,sich anziehen::V,পোশাক পরা,התלבש
1049,kämmen::V,আঁচড়ানো,סרק
1050,schmücken::V,সাজান করা,קשט
1051,sagen::V,উচ্চারণ করা,אמר
1052,sprechen::V,বলা,דבר
1053,reden::V,আলাপ করা,דבר
1054,sich unterhalten::V,আড্ডা দেওয়া,שוחח
1055,fragen::V,জিজ্ঞাসা করা,שאל
1056,bitten::V,প্রার্থনা করা,בקש
1057,erzählen::V,বর্ণনা করা,ספר
1058,mitteilen::V,বলা,מסר
1059,mitteilen::V,বলা,הודיע
1060,nennen::V,নাম দেওয়া,קרא בשם
1061,rufen::V,আমন্ত্রণ করা,גיס
1062,rufen::V,আমন্ত্রণ করা,הזמין לבוא
1063,prahlen::V,বড়াই করা,התרברב
1064,übersetzen::V,ভাষাস্তরিত করা,תרגם
1065,denken::V,ভাবা,חשב
1066,glauben::V,বিশ্বাস করা,האמין
1067,bemerken::V,লক্ষ্য করা,הבחין
1068,erkennen::V,চিনিতে পারা,זהה
1069,begreifen::V,উপলব্ধি করা,קלט
1070,begreifen::V,উপলব্ধি করা,הבין
1071,verstehen::V,উপলব্ধি করা,הבין
1072,lernen::V,শেখা,למד
1073,wissen::V,জানা,ידע
1074,sich erinnern an::V,মনে করা,זכר
1075,vergessen::V,বিস্মৃত হওয়া,שכח
1076,messen::V,মাপা,מדד
1077,zählen::V,গণনা করা,ספר
1078,rechnen::V,হিসাব করা,חשב
1079,lesen::V,পাঠ করা,קרא
1080,malen::V,আঁকা,ציר
1081,zeichnen::V,ছকা,שרטט
1082,schreiben::V,লেখা,כתב
1083,besitzen::V,অধিকার করা,היה בעל של
1084,kaufen::V,ক্রয় করা,קנה
1085,kaufen::V,ক্রয় করা,רכש
1086,verkaufen::V,বেচা,מכר
1087,bezahlen::V,প্রদান করা,שלם
1088,zahlen::V,প্রদান করা,שלם
1089,beherrschen::V,শাসন করা,שלט
1090,ertragen::V,বহন করা,סבל
1091,lärmen::V,,רעש
