,Concept_ID,hu,ku
833,acht::NUM,nyolc,heşt
834,neun::NUM,kilenc,neh
835,zehn::NUM,tíz,deh
836,elf::NUM,tizenegy,yazdeh
837,zwölf::NUM,tizenkettő,diwazdeh
838,zwanzig::NUM,húsz,bîst
839,dreißig::NUM,harminc,sih
840,vierzig::NUM,negyven,çil
841,fünfzig::NUM,ötven,pençi
842,sechzig::NUM,hatvan,şêst
843,siebzig::NUM,hetven,heftê
844,achtzig::NUM,nyolcvan,heştê
845,neunzig::NUM,kilencven,nod
846,hundert::NUM,száz,sêd
847,tausend::NUM,ezer,hezar
848,und::CNJ,és,û
849,und::CNJ,meg,û
850,oder::CNJ,vagy,an
851,oder::CNJ,vagy,yan
852,stehen::V,áll,sekinîn
853,sitzen::V,ül,rûniştin
854,liegen::V,fekszik,paldan
855,hängen::V,függ,darve kirin
856,werden::V,lesz,bûn
857,passieren::V,történik,hatin holê
858,passieren::V,történik,hatin serê kesî
859,beginnen::V,kezdődik,li dest pêkirin
860,enden::V,végződik,xalas bû
861,enden::V,befejeződik,xalas bû
862,wechseln::V,változik,guherandin
863,wechseln::V,változik,dêgiş kirin
864,aufgehen[Sonne]::V,kel,hilatin
865,untergehen[Sonne]::V,lemegy,çun ava
866,scheinen[Sonne]::V,süt,şewk de
867,donnern::V,dörög,gire-gir
868,wehen::V,fúj,ba le de
869,strömen::V,áramlik,xwe girtin
870,fließen::V,folyik,herikîn
871,sich drehen::V,forog,xwe zivirandin
872,schwanken::V,inog,hejandin
873,schwanken::V,ingadozik,hejandin
874,schwingen::V,leng,libakirin
875,fallen::V,esik,ketin
876,brennen::V,ég,şewitîn
877,rauchen::V,füstöl,kişandin
878,regnen::V,esik,bahran tê
879,gefrieren::V,megfagy,qefilandin
880,tauen::V,olvad,helandin
881,schmelzen::V,olvad,helandin
882,schmelzen::V,elolvad,helandin
883,trocknen::V,szárad,zuwabûn
884,sieden::V,forr,kelîn
885,faulen::V,rothad,xerabûn
886,verfaulen::V,elrothad,xerabûn
887,verfaulen::V,megrothad,xerabûn
888,reißen::V,szakad,jêkirin
889,versinken::V,süllyed,xerq bûn
890,versinken::V,elsüllyed,xerq bûn
891,vergehen::V,múlik,derbas bûn
892,vergehen::V,elmúlik,derbas bûn
893,erscheinen::V,feltűnik,peyda bûn
894,erscheinen::V,megjelenik,peyda bûn
895,verschwinden::V,letűnik,wendabûn
896,sinken::V,süllyed,noq bûn
897,abnehmen::V,apad,kêm bûn
898,abnehmen::V,csökken,kêm bûn
899,zunehmen::V,növekszik,qelew bûn
900,zunehmen::V,gyarapszik,qelew bûn
901,steigen::V,emelkedik,hildan
902,wachsen::V,nő,mezin bûn
903,wachsen::V,terem,mezin bûn
904,wachsen::V,növekszik,mezin bûn
905,glänzen::V,ragyog,biriqîn
906,glänzen::V,fénylik,biriqîn
907,funkeln::V,csillog,çikisîn
908,funkeln::V,tündöklik,çikisîn
909,lärmen::V,lármázik,guşîn
910,läuten::V,cseng,lê de
911,klingeln::V,csenget,sîl dan
912,klingeln::V,csenget,ringerin
913,klirren::V,csörömpöl,zingzing hat
914,brausen::V,zúg,guşîn
915,brausen::V,morajlik,guşîn
916,rauschen::V,zúg,guşîn
917,klingen::V,hangzik,deng pe ketin
918,bellen::V,ugat,kewtîn
919,heulen::V,bőg,ûrîn
920,heulen::V,üvölt,ûrîn
921,blasen::V,fúj,puf kirin
922,pfeifen::V,fütyül,fîkandin
923,schreien::V,kiált,qîrîn
924,schreien::V,kiabál,qîrîn
925,stöhnen::V,nyög,nalîn
926,zittern::V,remeg,hejîn
927,zittern::V,reszket,hejîn
928,leben::V,él,jihîn
929,geboren werden::V,születik,hatin dinyê
930,geboren werden::V,születik,bûn
931,atmen::V,lélegzik,hilmijîn
932,trinken::V,iszik,vexwarin
933,essen::V,eszik,xwarin
934,schlucken::V,nyel,daqulbandin
935,müde werden::V,elfárad,betilîln
936,müde werden::V,elfárad,qerimîn
937,müde werden::V,kifárad,betilîln
938,müde werden::V,kifárad,qerimîn
939,einschlafen::V,elalszik,razan
940,schlafen::V,alszik,razan
941,schlafen::V,alszik,razandin
942,aufwachen::V,felébred,şiyarbûn
943,aufstehen::V,felkel,rabûn
944,sich erholen::V,pihen,baş bûn
945,krank werden::V,megbetegedik,nexweş kêt
946,krank werden::V,belebetegszik,nexweş kêt
947,krank sein::V,betegeskedik,nexweş bû
948,schmerzen::V,fáj,êşandin
949,husten::V,köhög,kuxin
950,genesen::V,meggyógyul,baş bûn
951,sterben::V,hal,mirin
952,umkommen::V,elpusztul,mirin
953,sich bewegen::V,mozog,leqîn
954,sich rühren::V,mozdul,leqîn
955,sich erheben::V,feláll,rabûn
956,sich erheben::V,felemelkedik,rabûn
957,sich setzen::V,ül,runiştin
958,sich setzen::V,leül,runiştin
959,hinfallen::V,bukik,kêtin
960,hinfallen::V,elesik,kêtin
961,laufen::V,jár,meşîn
962,schreiten::V,lép,meşkirin
963,spazierengehen::V,sétál,gerandin
964,eilen::V,siet,lezandin
965,sich beeilen::V,siet,zûkirin
966,sausen::V,robog,fîzîn
967,rennen::V,fut,baz dan
968,rennen::V,szalad,baz dan
969,springen::V,ugrik,hilpekîn
970,klettern::V,kúszik,hilperikîn
971,schaukeln::V,hintázik,lorandin
972,kriechen::V,kúszik,xuşandin
973,schwimmen::V,úszik,avjenîn
974,tauchen::V,merül,qutxuyardin
975,tauchen::V,merül,noqîn
976,rudern::V,evez,qaîq ajotin
977,fahren::V,jár,ajotin
978,fahren::V,megy,ajotin
979,fahren::V,utazik,ajotin
980,fliegen::V,száll,firîn
981,gehen::V,megy,çûn
982,weggehen::V,elmegy,çûn
983,abfahren::V,indul,çûyin
984,anhalten::V,megáll,rawestîn
985,hineingehen::V,bemegy,ketin hundir
986,eintreten::V,belép,têketin
987,kommen::V,jön,hatin
988,ankommen::V,érkezik,gihan
989,ankommen::V,érkezik,gihîştin
990,ankommen::V,megérkezik,gihan
991,ankommen::V,megérkezik,gihîştin
992,zurückkommen::V,visszajön,vegerandin
993,bleiben::V,marad,sekinîn
994,bleiben::V,megmarad,sekinîn
995,warten::V,vár,payîn
996,warten::V,várakozik,payîn
997,erwarten::V,vár,payîn
998,erwarten::V,megvár,payîn
999,suchen::V,kutat,lêgerîn
1000,finden::V,talál,peyda kirin
1001,versuchen::V,megpróbál,çeribandin
1002,versuchen::V,megkísérel,çeribandin
1003,vorbereiten::V,előkészít,amade kirin
1004,lieben::V,szeret,hez kirin
1005,mögen::V,szeret,dil kirin
1006,lachen::V,nevet,kenîn
1007,rühren::V,mozdít,hêjan
1008,weinen::V,sír,girîn
1009,schimpfen::V,szid,pevçûn
1010,schimpfen::V,szitkozódik,pevçûn
1011,sich ärgern::V,mérgelődik,enirîn
1012,sich ärgern::V,bosszankodik,enirîn
1013,sich fürchten::V,fél,tirsîn
1014,sich fürchten::V,retteg,tirsîn
1015,fürchten::V,fél,tirsin
1016,fliehen::V,menekül,bazdan
1017,flüchten::V,elmenekül,revîn
1018,sehen::V,néz,dîtin
1019,anschauen::V,megnéz,sêr kirin
1020,ansehen::V,néz,hesibandin
1021,ansehen::V,ránéz,hesibandin
1022,ansehen::V,megnéz,hesibandin
1023,hören::V,hall,guhdar jirin
1024,zuhören::V,hallgat,guhdarî kirin
1025,zuhören::V,meghallgat,guhdarî kirin
1026,probieren::V,kóstol,tehm kirin
1027,probieren::V,megkóstol,tehm kirin
1028,riechen::V,szagol,bihn kirin
1029,fühlen::V,érez,hîs kirin
1030,scheinen::V,tűnik,xoyer kir
1031,scheinen::V,látszik,xoyer kir
1032,zu sehen sein::V,mutatkozik,diyar bûn
1033,vernehmen::V,hall,bihîstin
1034,frieren::V,fázik,qerişîn
1035,tun::V,csinál,kirin
1036,tun::V,cselekszik,kirin
1037,können::V,tud,karin
1038,wollen::V,akar,xwestîn
1039,anfangen::V,kezd,dest pêkirin
1040,beenden::V,befejez,xelas kirin
1041,aufhören::V,megszűnik,xelas kirin
1042,gelingen::V,sikerül,çe bûn
1043,geraten::V,kerül,qewîmîn
1044,geraten::V,jut,qewîmîn
1045,öffnen::V,nyit,vekirin
1046,öffnen::V,kinyit,vekirin
1047,schließen::V,csuk,girtin
1048,schließen::V,becsuk,girtin
1049,stellen::V,állít,danîn
1050,stellen::V,helyez,danîn
1051,setzen::V,ültet,rûniştin
1052,setzen::V,helyez,rûniştin
1053,legen::V,tesz,danîn
1054,legen::V,tesz,razandin
1055,legen::V,fektet,danîn
1056,legen::V,fektet,razandin
1057,berühren::V,érint,lêketin
1058,verbinden::V,beköt,anîn pê
1059,verbinden::V,összeköt,anîn pê
1060,bedecken::V,betakar,sergirtin
1061,bedecken::V,beborít,sergirtin
1062,aufhängen::V,felakaszt,aliqandin
1063,anzünden::V,gyújt,pêxistin
1064,anzünden::V,meggyújt,pêxistin
1065,aufheben::V,felemel,hildan
1066,zurücklassen::V,hátrahagy,hiştin
1067,zurücklassen::V,hátrahagy,vehiştin
1068,verlieren::V,veszít,wendakirin
1069,verlieren::V,elveszít,wendakirin
1070,fallen lassen::V,elejt,xistin bixe
1071,fallen lassen::V,elejt,xistin
1072,machen::V,tesz,kirin
1073,machen::V,tesz,çêkirin
1074,machen::V,csinál,kirin
1075,machen::V,csinál,çêkirin
1076,herstellen::V,gyárt,çê kirin
1077,herstellen::V,gyárt,peyda kirin
1078,herstellen::V,előállít,çê kirin
1079,herstellen::V,előállít,peyda kirin
1080,bauen::V,épít,lêkirin
1081,reparieren::V,javít,veherînerîn
1082,reparieren::V,kijavít,veherînerîn
1083,reparieren::V,megjavít,veherînerîn
1084,verbessern::V,megjavít,sererastkirin
1085,ändern::V,változtat,degiş kirin
1086,ändern::V,megváltoztat,degiş kirin
1087,graben::V,ás,kolandin
1088,beugen::V,meghajt,tewîn
1089,beugen::V,meghajt,xwar kirin
1090,biegen::V,hajlít,tewandin
1091,biegen::V,hajlít,xwarkirin
1092,drehen::V,forgat,fitilandin
1093,wenden::V,fordít,zivîrin
1094,wenden::V,megfordít,zivîrin
1095,umdrehen::V,megfordít,vegerandin
1096,umdrehen::V,megforgat,vegerandin
1097,heben::V,emel,hildan
1098,hochheben::V,felemel,hildan
1099,ergreifen::V,megfog,dest avêtin
1100,halten::V,tart,hîştin
1101,halten::V,tart,sekinîn
1102,drücken::V,nyom,pêl kirin
1103,drücken::V,megnyom,pêl kirin
1104,schieben::V,tol,damdan
1105,kratzen::V,vakar,xurandin
1106,lecken::V,nyal,alastin
1107,beißen::V,harap,gez kirin
1108,abreißen::V,letép,hilşandin
1109,abschneiden::V,levág,jêkirin
1110,binden::V,köt,girêdan
1111,binden::V,kötöz,girêdan
1112,stecken::V,dug,têxistin
1113,brechen::V,tör,şikandin
1114,brechen::V,eltör,şikandin
1115,klopfen::V,kopogtat,kutandin
1116,hauen::V,vág,li dan
1117,hauen::V,levág,li dan
1118,kleben::V,tapaszt,zeliqîn
1119,kleben::V,tapaszt,şirêz kirin
1120,reiben::V,dörzsöl,firikandin
1121,reiben::V,súrol,firikandin
1122,streichen::V,simít,bax dan
1123,schleifen::V,fen,çarkirin
1124,schleifen::V,csiszol,çarkirin
1125,schleifen::V,köszörül,çarkirin
1126,schneiden::V,vág,jêkirin
1127,schneiden::V,szel,jêkirin
1128,schneiden::V,metsz,jêkirin
1129,rütteln::V,ráz,hejandin
1130,schütteln::V,ráz,daweşîn
1131,schütteln::V,megráz,daweşîn
1132,schwenken::V,lóbál,têwdan
1133,schwenken::V,lobogtat,têwdan
1134,schütten::V,önt,rijandin
1135,füllen::V,tölt,dagirtin
1136,füllen::V,megtölt,dagirtin
1137,einwickeln::V,becsavar,pêçandin
1138,tragen::V,hord,kişandin
1139,tragen::V,hord,rajtin
1140,schleppen::V,vonszol,kişandin
1141,ziehen::V,húz,kişandin
1142,aufbewahren::V,megőriz,hilandin
1143,werfen::V,dob,avêtin
1144,werfen::V,hajít,avêtin
1145,fangen::V,fog,sem kirin
1146,fangen::V,fog,girtin
1147,packen::V,megragad,pê girtin
1148,verstecken::V,eldug,hîlanin
1149,verstecken::V,elrejt,hîlanin
1150,teilen::V,oszt,parvekirin
1151,teilen::V,megoszt,parvekirin
1152,schicken::V,küld,şandin
1153,bringen::V,hoz,anîn
1154,bringen::V,hoz,birin
1155,bringen::V,visz,anîn
1156,bringen::V,visz,birin
1157,hinzufügen::V,hozzáad,dan ser
1158,hinzufügen::V,hozzáad,li tiştekî zêde kirin
1159,bekommen::V,kap,standin
1160,bekommen::V,megkap,standin
1161,erhalten::V,kap,standin
1162,erhalten::V,megkap,standin
1163,nehmen::V,vesz,girtin
1164,wählen::V,választ,ray dan
1165,auswählen::V,kiválaszt,bijartin
1166,bewahren::V,megtart,rê li ber girtin
1167,bewahren::V,megtart,lê xwedî derketin
1168,behindern::V,akadályoz,bara wi
1169,behindern::V,gátol,bara wi
1170,verderben::V,elront,heram bûn
1171,beschädigen::V,rongál,xerab kirin
1172,zerbrechen::V,eltör,şikênandin
1173,zerbrechen::V,eltör,perçe kirin
1174,zerbrechen::V,széttör,şikênandin
1175,zerbrechen::V,széttör,perçe kirin
1176,zerbrechen::V,kettétör,şikênandin
1177,zerbrechen::V,kettétör,perçe kirin
1178,zerreißen::V,eltép,qelişandin
1179,zerreißen::V,széttép,qelişandin
1180,zerstören::V,elpusztít,hilşandin
1181,verbrennen::V,éget,şewitandin
1182,verbrennen::V,eléget,şewitandin
1183,geben::V,ad,dan
1184,geben::V,ad,dayin
1185,reichen::V,nyújt,besbûn
1186,reichen::V,nyújt,têrkirin
1187,schenken::V,ajándékoz,diyarî kirin
1188,versprechen::V,ígér,soz dan
1189,wünschen::V,kíván,dil kirin
1190,loben::V,dicsér,pesinandin
1191,küssen::V,csókol,maçkirin
1192,wiegen::V,ringat,lorandin
1193,wiegen::V,ringat,wezinandin
1194,zudecken::V,betakar,nixumandin
1195,wecken::V,kelt,bixwe hesandin
1196,wecken::V,ébreszt,bixwe hesandin
1197,zeigen::V,mutat,şanîdan
1198,führen::V,visz,raber kirin
1199,führen::V,vezet,raber kirin
1200,lehren::V,tanít,hîn kirin
1201,unterrichten::V,tanít,ders dan
1202,aufziehen::V,felnevel,mesinkirin
1203,leiten::V,vezet,rêberî kirin
1204,leiten::V,vezérel,rêberî kirin
1205,antreiben::V,hajt,bezandin
1206,lassen::V,-tat,berdan
1207,lassen::V,-tat,hiştin
1208,lassen::V,-at,berdan
1209,lassen::V,-at,hiştin
1210,einladen::V,meghív,dawet kirin
1211,vereinigen::V,egyesít,bi yek kirin
1212,besuchen::V,látogat,mêvan bûn
1213,treffen::V,talál,rast hatin
1214,sich versammeln::V,gyülekezik,li hev çivîn
1215,sich versammeln::V,összegyűlik,li hev çivîn
1216,spielen::V,játszik,listin
1217,singen::V,énekel,stran
1218,tanzen::V,táncol,reqisîn
1219,sich trennen::V,elválik,hew berdan
1220,verlassen::V,elhagy,tanê hişt
1221,verlassen::V,elhagy,bêkes
1222,retten::V,ment,rihakirin
1223,bewachen::V,őriz,raçavkirin
1224,schützen::V,óv,hemet kirin
1225,schützen::V,véd,hemet kirin
1226,verteidigen::V,véd,paraztin
1227,sich schlagen::V,verekszik,li hev bezîn
1228,schießen::V,lő,agir kirin
1229,siegen::V,győz,biser ketin
1230,ärgern::V,bosszant,xeyirandin
1231,schlagen::V,üt,lêdan
1232,schlagen::V,üt,lêxistin
1233,schlagen::V,ver,lêdan
1234,schlagen::V,ver,lêxistin
1235,treten::V,rúg,têlekirin
1236,stechen::V,döf,têrekirin
1237,stechen::V,szúr,têrekirin
1238,stoßen::V,lök,lêketin
1239,stehlen::V,lop,dizîn
1240,stehlen::V,lop,dizî birin
1241,stören::V,zavar,aciz kirin
1242,belästigen::V,zaklat,li tela yeki ketin
1243,verbergen::V,rejt,veşartin
1244,verbergen::V,rejt,kemîndanîn
1245,verbergen::V,elrejt,veşartin
1246,verbergen::V,elrejt,kemîndanîn
1247,täuschen::V,megtéveszt,xapandin
1248,täuschen::V,megtéveszt,lê zexeli kirin
1249,betrügen::V,csal,xapandin
1250,töten::V,öl,kûştin
1251,wohnen::V,lakik,rûniştin
1252,arbeiten::V,dolgozik,kar kirin
1253,arbeiten::V,dolgozik,şêxulin
1254,sammeln::V,szed,komkirin
1255,sammeln::V,gyűjt,komkirin
1256,pflücken::V,szed,çinîn
1257,jagen::V,vadászik,nêçîr kirin
1258,fischen::V,halászik,masî girtin
1259,fassen::V,fog,pê girtin
1260,fassen::V,fog,sêm kirin
1261,hüten::V,őriz,hei jê man
1262,hüten::V,legeltet,hei jê man
1263,treiben::V,hajt,bêherandin
1264,anbinden::V,köt,tewilandin
1265,füttern::V,etet,xwarine dan lê
1266,melken::V,fej,dotin
1267,hacken::V,vág,kolandin
1268,gießen::V,öntöz,av dan
1269,reifen::V,érik,kemilîn
1270,zubereiten::V,elkészít,çe kirin
1271,kochen::V,főz,xwarin çe kirin
1272,kochen::V,főz,kelandin
1273,backen::V,süt,pijandin
1274,braten::V,süt,qelandin
1275,braten::V,süt,sor kirin
1276,umrühren::V,megkever,têvdan
1277,stricken::V,köt,hûnan
1278,nähen::V,varr,kêl kirin
1279,färben::V,fest,boyax kirin
1280,reinigen::V,tisztít,paqijkirin
1281,waschen::V,mos,şuştin
1282,abwischen::V,letöröl,pakîj kirin
1283,spülen::V,mosogat,şuştin
1284,fegen::V,söpör,maliştin
1285,kehren::V,söpör,maliştin
1286,baden::V,fürdik,serîşûştin
1287,sich waschen::V,mosdik,serîşûştin
1288,sich waschen::V,mosakszik,serîşûştin
1289,ausziehen::V,levesz,jê kirin
1290,anziehen::V,felölt,pê kirin
1291,anziehen::V,felvesz,pê kirin
1292,sich anziehen::V,öltözik,xwe kirin
1293,sich anziehen::V,felöltözik,xwe kirin
1294,kämmen::V,fésül,şeh kirin
1295,schmücken::V,díszít,xemilandin
1296,sagen::V,mond,gotin
1297,sagen::V,mond,peyivîn
1298,sprechen::V,beszél,peyivîn
1299,reden::V,beszél,axaftin
1300,sich unterhalten::V,beszélget,hev biştaxilin
1301,fragen::V,kérdez,pirsîn
1302,fragen::V,kérdez,pirs kirin
1303,bitten::V,kér,tika kirin
1304,erzählen::V,mesél,behs kirin
1305,erzählen::V,elbeszél,behs kirin
1306,mitteilen::V,közöl,vegotin
1307,nennen::V,hív,bi nav kirin
1308,nennen::V,nevez,bi nav kirin
1309,rufen::V,hív,bakirin
1310,prahlen::V,dicsekszik,pesnê xwe dan
1311,übersetzen::V,fordít,qulibandin
1312,übersetzen::V,fordít,derbas kirin
1313,denken::V,gondol,fikirîn
1314,glauben::V,hisz,bawer bûn
1315,bemerken::V,észrevesz,bala xwe dan
1316,bemerken::V,észrevesz,çac lê ketin
1317,erkennen::V,ráismer,pêhesîn
1318,erkennen::V,felismer,pêhesîn
1319,begreifen::V,felfog,fêmkirin
1320,verstehen::V,ért,fêmkirin
1321,verstehen::V,megért,fêmkirin
1322,lernen::V,tanul,halmandin
1323,lernen::V,tanul,fêrbun
1324,lernen::V,megtanul,halmandin
1325,lernen::V,megtanul,fêrbun
1326,wissen::V,tud,zanîn
1327,sich erinnern an::V,emlékszik,bir bûn
1328,vergessen::V,felejt,ji bir kirin
1329,vergessen::V,elfelejt,ji bir kirin
1330,messen::V,mér,pê kanîn
1331,messen::V,megmér,pê kanîn
1332,zählen::V,számol,hejmardin
1333,zählen::V,megszámol,hejmardin
1334,rechnen::V,számít,hesibandin
1335,lesen::V,olvas,xwendin
1336,malen::V,fest,rengandin
1337,malen::V,fest,boyax kirin
1338,zeichnen::V,rajzol,işaret kirin
1339,schreiben::V,ír,nivîsandin
1340,besitzen::V,birtokol,hebûn
1341,kaufen::V,vesz,kirîn
1342,kaufen::V,megvesz,kirîn
1343,verkaufen::V,elad,firotin
1344,bezahlen::V,fizet,pere dan
1345,bezahlen::V,kifizet,pere dan
1346,zahlen::V,fizet,pere dan
1347,zahlen::V,fizet,dayin
1348,zahlen::V,megfizet,pere dan
1349,zahlen::V,megfizet,dayin
1350,beherrschen::V,ural,zebt kirin
1351,beherrschen::V,ural,hukim kirin
1352,ertragen::V,elbír,bihêzkirin
1353,ertragen::V,elvisel,bihêzkirin
