,Concept_ID,ar,da
821,fließen::V,سال,flyde
822,sich drehen::V,دار,dreje sig
823,schwanken::V,ترنح,vakle
824,schwingen::V,ترجح,svinge
825,fallen::V,سقط,falde
826,brennen::V,احترق,brænde
827,rauchen::V,دخن,ryge
828,regnen::V,أمطر,regne
829,gefrieren::V,تجمد,fryse
830,tauen::V,ذاب,tø
831,schmelzen::V,ذاب,smelte
832,trocknen::V,نشف,tørre
833,sieden::V,غلى,koge
834,faulen::V,فسد,rådne
835,verfaulen::V,تعفن,rådne
836,reißen::V,انقطع,briste
837,versinken::V,غرق,synke
838,versinken::V,غرق,synke ned
839,vergehen::V,مضى,forløbe
840,erscheinen::V,لاح,vise sig
841,erscheinen::V,ظهر,vise sig
842,verschwinden::V,غاب,forsvinde
843,sinken::V,هبط,synke
844,abnehmen::V,نقص,aftage
845,zunehmen::V,ازداد,tiltage
846,steigen::V,صعد,stige
847,steigen::V,ارتفع,stige
848,wachsen::V,نما,gro
849,wachsen::V,نما,vokse
850,wachsen::V,نبت,gro
851,wachsen::V,نبت,vokse
852,glänzen::V,لمع,glinse
853,funkeln::V,تلألأ,tindre
854,lärmen::V,ضج,larme
855,lärmen::V,صخب,larme
856,läuten::V,قرع,ringe
857,klingeln::V,دق,ringe
858,klirren::V,قعقع,klirre
859,brausen::V,عج,bruse
860,rauschen::V,حف,suse
861,klingen::V,رن,lyde
862,klingen::V,رن,klinge
863,bellen::V,نبح,gø
864,heulen::V,عوى,hyle
865,blasen::V,نفخ,blæse
866,pfeifen::V,صفر,fløjte
867,schreien::V,صرخ,skrige
868,stöhnen::V,أن,stønne
869,zittern::V,ارتعش,dirre
870,zittern::V,ارتعش,skælve
871,leben::V,عاش,leve
872,geboren werden::V,ولد,fødes
873,atmen::V,تنفس,ånde
874,trinken::V,شرب,drikke
875,essen::V,أكل,spise
876,schlucken::V,جرع,synke
877,müde werden::V,تعب,blive træt
878,einschlafen::V,نام,falde i søvn
879,schlafen::V,نام,sove
880,aufwachen::V,استيقظ,vågne
881,aufstehen::V,قام,stå op
882,sich erholen::V,استجم,komme sig
883,krank werden::V,مرض,blive syg
884,krank sein::V,مرض,være syg
885,schmerzen::V,آلم,smerte
886,husten::V,كح,hoste
887,husten::V,سعل,hoste
888,genesen::V,نقه,komme sig
889,sterben::V,مات,dø
890,umkommen::V,هلك,omkomme
891,sich bewegen::V,تحرك,bevæge sig
892,sich rühren::V,تحرك,røre på sig
893,sich erheben::V,قام,rejse sig
894,sich setzen::V,جلس,sætte sig
895,hinfallen::V,وقع,
896,laufen::V,مشى,løbe
897,schreiten::V,خطا,skride
898,spazierengehen::V,تنزه,gå en tur
899,eilen::V,عجل,ile
900,sich beeilen::V,استعجل,skynde sig
901,sausen::V,أسرع,suse
902,rennen::V,عدا,løbe
903,rennen::V,عدا,rende
904,rennen::V,ركض,løbe
905,rennen::V,ركض,rende
906,springen::V,قفز,hoppe
907,springen::V,قفز,springe
908,klettern::V,تسلق,klatre
909,schaukeln::V,تأرجح,gynge
910,kriechen::V,دب,krybe
911,kriechen::V,زحف,krybe
912,schwimmen::V,سبح,svømme
913,tauchen::V,غطس,dykke
914,rudern::V,جذف,ro
915,fahren::V,ركب,køre
916,fahren::V,سافر,køre
917,fliegen::V,طار,flyve
918,gehen::V,سار,gå
919,gehen::V,ذهب,gå
920,weggehen::V,ذهب,gå bort
921,weggehen::V,انصرف,gå bort
922,abfahren::V,رحل,køre bort
923,anhalten::V,توقف,standse
924,hineingehen::V,دخل,gå ind
925,eintreten::V,دخل,træde ind
926,kommen::V,أتى,komme
927,kommen::V,جاء,komme
928,ankommen::V,وصل,ankomme
929,zurückkommen::V,عاد,komme tilbage
930,zurückkommen::V,رجع,komme tilbage
931,bleiben::V,مكث,blive
932,bleiben::V,مكث,forblive
933,warten::V,انتظر,vente
934,erwarten::V,ترقب,vente
935,erwarten::V,ترقب,afvente
936,erwarten::V,انتظر,vente
937,erwarten::V,انتظر,afvente
938,suchen::V,بحث,søge
939,finden::V,وجد,finde
940,versuchen::V,حاول,forsøge
941,vorbereiten::V,أعد,forberede
942,vorbereiten::V,حضر,forberede
943,lieben::V,أحب,elske
944,mögen::V,أحب,holde af
945,mögen::V,أحب,kunne lide
946,lachen::V,ضحك,le
947,rühren::V,أثر,røre
948,weinen::V,بكى,græde
949,schimpfen::V,سب,skænde
950,schimpfen::V,شتم,skænde
951,sich ärgern::V,زعل,ærgre sig
952,sich fürchten::V,هاب,være bange
953,fürchten::V,خاف,være bange for
954,fürchten::V,خشي,være bange for
955,fliehen::V,هرب,flygte
956,flüchten::V,فر,flygte
957,sehen::V,رأى,se
958,anschauen::V,نظر,se på
959,anschauen::V,نظر,betragte
960,ansehen::V,نظر,anse
961,hören::V,سمع,høre
962,zuhören::V,أصغى,høre til
963,probieren::V,ذاق,smage
964,probieren::V,ذاق,smage på
965,riechen::V,شم,lugte
966,riechen::V,استنشق,lugte
967,fühlen::V,شعر,føle
968,scheinen::V,ظهر,synes
969,zu sehen sein::V,ظهر,synes
970,vernehmen::V,سمع,erfare
971,frieren::V,بردان,fryse
972,tun::V,فعل,gøre
973,können::V,قدر,kunne
974,können::V,استطاع,kunne
975,wollen::V,شاء,ville
976,wollen::V,أراد,ville
977,anfangen::V,بدأ,begynde
978,beenden::V,أنهى,afslutte
979,aufhören::V,توقف,ophøre
980,aufhören::V,توقف,holde op
981,aufhören::V,انقطع,ophøre
982,aufhören::V,انقطع,holde op
983,gelingen::V,نجح,lykkes
984,geraten::V,طلع,blive
985,öffnen::V,فتح,åbne
986,schließen::V,أغلق,lukke
987,stellen::V,وضع,stille
988,stellen::V,أقام,stille
989,setzen::V,أجلس,sætte
990,legen::V,وضع,lægge
991,berühren::V,مس,berøre
992,berühren::V,لمس,berøre
993,verbinden::V,ربط,forbinde
994,verbinden::V,وصل,forbinde
995,bedecken::V,غطى,dække
996,bedecken::V,غطى,bedække
997,aufhängen::V,علق,hænge
998,aufhängen::V,علق,hænge op
999,anzünden::V,أوقد,tænde
1000,anzünden::V,أوقد,antænde
1001,aufheben::V,لقط,løfte
1002,aufheben::V,لقط,tage op
1003,zurücklassen::V,ترك,lade tilbage
1004,verlieren::V,فقد,miste
1005,fallen lassen::V,أسقط,tabe
1006,fallen lassen::V,أسقط,droppe
1007,machen::V,فعل,gøre
1008,herstellen::V,صنع,fremstille
1009,herstellen::V,أنتج,fremstille
1010,bauen::V,بنى,bygge
1011,bauen::V,شيد,bygge
1012,reparieren::V,صلح,reparere
1013,verbessern::V,صحح,rette
1014,verbessern::V,صحح,forbedre
1015,ändern::V,غير,ændre
1016,graben::V,حفر,grave
1017,beugen::V,ثنى,bøje
1018,beugen::V,أحنى,bøje
1019,biegen::V,لوى,bøje
1020,drehen::V,أدار,dreje
1021,drehen::V,دور,dreje
1022,wenden::V,قلب,vende
1023,umdrehen::V,قلب,dreje om
1024,heben::V,رفع,hæve
1025,hochheben::V,رفع,løfte
1026,ergreifen::V,مسك,gribe fat i
1027,halten::V,مسك,holde
1028,drücken::V,ضغط,trykke
1029,schieben::V,حرك,skyde
1030,schieben::V,حرك,skubbe
1031,kratzen::V,خدش,klø
1032,kratzen::V,خدش,kradse
1033,lecken::V,لعق,slikke
1034,beißen::V,عض,bide
1035,abreißen::V,قلع,rive af
1036,abschneiden::V,قطع,skære af
1037,binden::V,ربط,binde
1038,stecken::V,دس,stikke
1039,brechen::V,كسر,brække
1040,klopfen::V,طرق,banke
1041,hauen::V,ضرب,hugge
1042,kleben::V,ألصق,klistre
1043,reiben::V,حك,gnide
1044,streichen::V,نشر,smøre
1045,schleifen::V,سن,slibe
1046,schneiden::V,قطع,skære
1047,schneiden::V,قطع,klippe
1048,rütteln::V,رج,ruske
1049,schütteln::V,هز,ryste
1050,schwenken::V,لوح,svinge
1051,schütten::V,صب,hælde
1052,füllen::V,ملأ,fylde
1053,einwickeln::V,لف,pakke ind
1054,tragen::V,حمل,bære
1055,schleppen::V,سحب,slæbe
1056,ziehen::V,سحب,trække
1057,aufbewahren::V,حفظ,opbevare
1058,werfen::V,رمى,kaste
1059,werfen::V,ألقى,kaste
1060,fangen::V,التقط,fange
1061,packen::V,مسك,gribe
1062,verstecken::V,خبأ,gemme
1063,teilen::V,قسم,dele
1064,schicken::V,بعث,sende
1065,schicken::V,أرسل,sende
1066,bringen::V,جلب,bringe
1067,hinzufügen::V,أضاف,tilføje
1068,bekommen::V,حصل,få
1069,erhalten::V,استلم,få
1070,nehmen::V,أخذ,tage
1071,wählen::V,اختار,vælge
1072,auswählen::V,انتقى,udvælge
1073,bewahren::V,حافظ,bevare
1074,behindern::V,عاق,hindre
1075,behindern::V,عاق,forhindre
1076,verderben::V,أفسد,ødelægge
1077,beschädigen::V,أضر,beskadige
1078,zerbrechen::V,كسر,brække itu
1079,zerreißen::V,مزق,rive itu
1080,zerstören::V,دمر,ødelægge
1081,verbrennen::V,حرق,brænde
1082,geben::V,أعطى,give
1083,reichen::V,ناول,række
1084,schenken::V,وهب,forære
1085,versprechen::V,وعد,love
1086,wünschen::V,تمنى,ønske
1087,loben::V,مدح,rose
1088,küssen::V,قبل,kysse
1089,wiegen::V,هدهد,vugge
1090,zudecken::V,غطى,dække til
1091,wecken::V,أيقظ,vække
1092,zeigen::V,أرى,vise
1093,führen::V,دل,føre
1094,lehren::V,علم,lære
1095,unterrichten::V,علم,undervise
1096,aufziehen::V,ربى,opdrage
1097,leiten::V,دل,lede
1098,leiten::V,أدار,lede
1099,antreiben::V,حث,skynde på
1100,lassen::V,حدا,få til at
1101,einladen::V,دعا,indbyde
1102,einladen::V,دعا,invitere
1103,vereinigen::V,وحد,forene
1104,besuchen::V,زار,besøge
1105,treffen::V,قابل,møde
1106,sich versammeln::V,اجتمع,forsamles
1107,spielen::V,لعب,lege
1108,spielen::V,لعب,spille
1109,singen::V,غنى,synge
1110,tanzen::V,رقص,danse
1111,sich trennen::V,افترق,skilles
1112,verlassen::V,ترك,forlade
1113,retten::V,نجى,redde
1114,retten::V,أنقذ,redde
1115,bewachen::V,حرس,bevogte
1116,schützen::V,حمى,skærme
1117,schützen::V,حمى,beskytte
1118,verteidigen::V,دافع,forsvare
1119,sich schlagen::V,تضارب,slås
1120,schießen::V,أطلق,skyde
1121,siegen::V,انتصر,sejre
1122,ärgern::V,أزعل,ærgre
1123,schlagen::V,ضرب,slå
1124,treten::V,رفس,sparke
1125,stechen::V,شك,stikke
1126,stoßen::V,دفع,støde
1127,stehlen::V,سرق,stjæle
1128,stören::V,ضايق,forstyrre
1129,belästigen::V,أزعج,genere
1130,belästigen::V,أزعج,ulejlige
1131,verbergen::V,كتم,skjule
1132,täuschen::V,خدع,villede
1133,betrügen::V,غش,bedrage
1134,töten::V,قتل,dræbe
1135,wohnen::V,سكن,bo
1136,arbeiten::V,عمل,arbejde
1137,arbeiten::V,اشتغل,arbejde
1138,sammeln::V,جمع,samle
1139,pflücken::V,جنى,plukke
1140,pflücken::V,قطف,plukke
1141,jagen::V,صاد,jage
1142,fischen::V,اصطاد,fiske
1143,fassen::V,قبض,fange
1144,hüten::V,رعى,vogte
1145,treiben::V,ساق,drive
1146,anbinden::V,ربط,binde fast
1147,füttern::V,علف,fodre
1148,melken::V,حلب,malke
1149,hacken::V,فرم,hakke
1150,gießen::V,سقى,hælde
1151,reifen::V,نضج,modne
1152,zubereiten::V,حضر,tilberede
1153,kochen::V,طبخ,koge
1154,backen::V,خبز,bage
1155,braten::V,قلى,stege
1156,braten::V,حمر,stege
1157,umrühren::V,قلب,røre om
1158,stricken::V,حاك,strikke
1159,nähen::V,خاط,sy
1160,färben::V,صبغ,farve
1161,färben::V,لون,farve
1162,reinigen::V,نظف,rense
1163,reinigen::V,نظف,gøre ren
1164,waschen::V,غسل,vaske
1165,abwischen::V,مسح,tørre af
1166,spülen::V,شطف,skylle
1167,fegen::V,كنس,feje
1168,kehren::V,كنس,feje
1169,baden::V,استحم,bade
1170,sich waschen::V,اغتسل,vaske sig
1171,ausziehen::V,خلع,tage af
1172,anziehen::V,لبس,tage på
1173,sich anziehen::V,اكتسى,klæde sig på
1174,kämmen::V,مشط,rede
1175,kämmen::V,مشط,frisere
1176,schmücken::V,زين,pynte
1177,schmücken::V,زين,smykke
1178,sagen::V,قال,sige
1179,sprechen::V,تكلم,snakke
1180,reden::V,تكلم,tale
1181,reden::V,تكلم,snakke
1182,sich unterhalten::V,تحادث,snakke sammen
1183,fragen::V,سأل,spørge
1184,bitten::V,رجا,bede
1185,erzählen::V,حكي,berette
1186,erzählen::V,حكي,fortælle
1187,mitteilen::V,بلغ,meddele
1188,nennen::V,سمى,nævne
1189,rufen::V,نادى,råbe
1190,prahlen::V,فشر,prale
1191,prahlen::V,تفاخر,prale
1192,übersetzen::V,ترجم,oversætte
1193,denken::V,فكر,tænke
1194,glauben::V,اعتقد,tro
1195,bemerken::V,لاحظ,bemærke
1196,bemerken::V,لاحظ,lægge mærke til
1197,erkennen::V,عرف,genkende
1198,begreifen::V,فهم,begribe
1199,begreifen::V,أدرك,begribe
1200,verstehen::V,فهم,forstå
1201,lernen::V,درس,lære
1202,wissen::V,علم,vide
1203,sich erinnern an::V,تذكر,mindes
1204,sich erinnern an::V,تذكر,huske på
1205,vergessen::V,نسي,glemme
1206,messen::V,قاس,måle
1207,zählen::V,عد,tælle
1208,zählen::V,أحصى,tælle
1209,rechnen::V,حسب,regne
1210,lesen::V,قرأ,læse
1211,malen::V,صور,male
1212,zeichnen::V,رسم,tegne
1213,schreiben::V,كتب,skrive
1214,besitzen::V,حاز,eje
1215,besitzen::V,حاز,besidde
1216,besitzen::V,ملك,eje
1217,besitzen::V,ملك,besidde
1218,kaufen::V,اشترى,købe
1219,verkaufen::V,باع,sælge
1220,bezahlen::V,دفع,betale
1221,zahlen::V,سدد,betale
1222,beherrschen::V,حكم,beherske
1223,ertragen::V,أطاق,tåle
1224,ertragen::V,أطاق,udholde
1225,ertragen::V,تحمل,tåle
1226,ertragen::V,تحمل,udholde
