,Concept_ID,la,kk
809,dann::ADV,deinde,сонан соң
810,gestern::ADV,heri,кеше
811,einst::ADV,olim,бірде
812,einst::ADV,olim,бір кезде
813,damals::ADV,tum,анада
814,danach::ADV,postea,онан соң
815,danach::ADV,postea,сонан соң
816,vorher::ADV,antea,бұрын
817,zuerst::ADV,primo,әуелі
818,zuerst::ADV,primo,алдымен
819,einmal::ADV,semel,бір жолы
820,manchmal::ADV,interdum,кейде
821,oft::ADV,saepe,ылғи
822,immer::ADV,semper,өнебойы
823,niemals::ADV,numquam,ешуақытта
824,hier::ADV,hic,бұнда
825,hier::ADV,hic,осында
826,hierhin::ADV,huc,бермен
827,von hier::ADV,hinc,бер жақтан
828,dort::ADV,ibi,анда
829,dorthin::ADV,eo,әрі
830,geradeaus::ADV,recte,тура
831,vorwärts::ADV,porro,ілгері
832,rückwärts::ADV,retro,артқа
833,zurück::ADV,retro,кейін қарай
834,unten::ADV,infra,төменде
835,hinab::ADV,pessum,астына
836,hinab::ADV,pessum,төмен
837,oben::ADV,supra,жоғарыда
838,hinauf::ADV,sursum,өрге
839,überall::ADV,ubique,әрқайда
840,nicht::ADV,non,емес
841,ein wenig::ADV,paulum,азырақ
842,ein wenig::ADV,paulum,аздаған
843,ein wenig::ADV,paulum,азғантай
844,kaum::ADV,vix,зорға
845,kaum::ADV,aegre,зорға
846,sehr::ADV,valde,орасан
847,sehr::ADV,magnopere,орасан
848,so::ADV,ita,бұлай
849,so::ADV,ita,былайша
850,noch::ADV,etiam,әлі
851,nur::ADV,solum,ғана
852,nur::ADV,tantum,ғана
853,schon::ADV,iam,түге
854,wieder::ADV,rursus,жаңа
855,wieder::ADV,rursus,қайта
856,wieder::ADV,rursus,жаңадан
857,vergebens::ADV,frustra,бекер
858,vor::PRP,ante,алды
859,hinter::PRP,post,артынан
860,unter::PRP,sub,түп
861,unter::PRP,sub,маңында
862,durch::PRP,per,арқылы
863,neben::PRP,iuxta,іргеде
864,neben::PRP,iuxta,жанында
865,zwischen::PRP,inter,арада
866,wegen::PRP,propter,үшін
867,dies::PRN,hoc,бұ
868,dies::PRN,hoc,осы
869,das::PRN,id,сол
870,alles::PRN,omnia,дүйім
871,alles::PRN,omnia,күллі
872,ich::PRN,ego,мен
873,du::PRN,tu,сен
874,er::PRN,is,ол
875,er::PRN,ille,ол
876,wir::PRN,nos,біз
877,ihr::PRN,vos,сіз
878,sie::PRN,ii,олар
879,sie::PRN,illi,олар
880,was::FPRN,quid,не
881,wer::FPRN,quis,кім
882,wo::FADV,ubi,кәні
883,wo::FADV,ubi,қайда
884,wohin::FADV,quo,қайда
885,wie::FADV,quomodo,калай
886,warum::FADV,cur,неғып
887,wieviel::FNUM,quantum,неше
888,wieviel::FNUM,quantum,қанша
889,eins::NUM,unus,бір
890,zwei::NUM,duo,екі
891,drei::NUM,tres,үш
892,vier::NUM,quattuor,төрт
893,fünf::NUM,quinque,бес
894,sechs::NUM,sex,алты
895,sieben::NUM,septem,жеті
896,acht::NUM,octo,сегіз
897,neun::NUM,novem,тоғыз
898,zehn::NUM,decem,он
899,elf::NUM,undecim,он бір
900,zwölf::NUM,duodecim,он екі
901,zwanzig::NUM,viginti,жиырма
902,dreißig::NUM,triginta,отыз
903,vierzig::NUM,quadraginta,қырық
904,fünfzig::NUM,quinquaginta,елу
905,sechzig::NUM,sexaginta,алпыс
906,siebzig::NUM,septuaginta,жетпіс
907,achtzig::NUM,octoginta,сексен
908,neunzig::NUM,nonaginta,тоқсан
909,hundert::NUM,centum,жүз
910,tausend::NUM,mille,мың
911,und::CNJ,et,та
912,und::CNJ,-que,та
913,oder::CNJ,vel,әлде
914,oder::CNJ,vel,немесе
915,stehen::V,stare,тұру
916,sitzen::V,sedere,отыру
917,liegen::V,iacere,жату
918,hängen::V,pendere,ілу
919,werden::V,fieri,болу
920,werden::V,fieri,түрегелу
921,passieren::V,accidere,болу
922,beginnen::V,incipere,басталу
923,enden::V,finem habere,ада болу
924,wechseln::V,mutari,құбылу
925,wechseln::V,mutari,өзгеру
926,aufgehen[Sonne]::V,oriri,шығу
927,untergehen[Sonne]::V,occidere,батыру
928,scheinen[Sonne]::V,lucere,жылтырау
929,donnern::V,tonare,күркіреу
930,wehen::V,flare,огып тур
931,strömen::V,fluere,сорғалау
932,fließen::V,manare,ағу
933,sich drehen::V,torqueri,айналу
934,schwanken::V,vacillare,толықсу
935,schwingen::V,vibrare,тербелу
936,fallen::V,cadere,құлау
937,fallen::V,cadere,жығылу
938,fallen::V,cadere,төмендеу
939,brennen::V,ardere,жану
940,rauchen::V,fumare,түтету
941,regnen::V,pluere,жауу
942,gefrieren::V,congelari,мұздай қату
943,gefrieren::V,congelari,мұз боп қату
944,tauen::V,rorare,жібу
945,schmelzen::V,liquescere,еру
946,trocknen::V,arescere,курау
947,sieden::V,fervere,қайнау
948,faulen::V,putescere,иістену
949,verfaulen::V,putescere,шіру
950,reißen::V,scindi,жыртылу
951,versinken::V,mergi,малтығу
952,vergehen::V,praeterire,өту
953,erscheinen::V,apparere,көріну
954,erscheinen::V,apparere,көрініп қалу
955,verschwinden::V,discedere,ғайып_болу
956,sinken::V,labi,ылдилау
957,sinken::V,labi,төмендеу
958,abnehmen::V,deminui,кемітілу
959,zunehmen::V,augeri,көбею
960,steigen::V,augescere,қобу
961,steigen::V,augescere,көтерілу
962,steigen::V,augescere,жоғарылау
963,wachsen::V,crescere,өсу
964,glänzen::V,splendere,жалтырау
965,funkeln::V,micare,жарқырау
966,funkeln::V,micare,нұрлану
967,funkeln::V,micare,жылтылдау
968,lärmen::V,strepere,шулау
969,lärmen::V,strepere,шуылдау
970,läuten::V,sonare,қоңыраулату
971,klingeln::V,tinnire,дыңғырлау
972,klirren::V,crepare,дыңылдату
973,brausen::V,saevire,тасу
974,rauschen::V,crepare,сусылдау
975,rauschen::V,crepare,сыбдырлау
976,klingen::V,sonare,дыбыс шығару
977,bellen::V,latrare,үру
978,heulen::V,ululare,ұлу
979,blasen::V,flare,үру
980,pfeifen::V,sibilare,ысқыру
981,schreien::V,clamare,шыңғыру
982,schreien::V,clamare,айғайлау
983,schreien::V,clamare,байбайлау
984,schreien::V,clamare,бажалақтау
985,stöhnen::V,gemere,ыңырсу
986,stöhnen::V,gemere,ыңкылдау
987,zittern::V,tremere,қалш
988,zittern::V,tremere,қалшылдату
989,zittern::V,trepidare,қалш
990,zittern::V,trepidare,қалшылдату
991,leben::V,vivere,жасау
992,leben::V,vivere,күнелту
993,leben::V,vivere,күн көру
994,leben::V,vivere,тіршілік ету
995,geboren werden::V,nasci,туу
996,atmen::V,spirare,дем алу
997,atmen::V,spirare,ауа жұту
998,trinken::V,bibere,ішу
999,trinken::V,bibere,ұрттау
1000,essen::V,edere,жеу
1001,essen::V,edere,тамақтану
1002,schlucken::V,devorare,жұту
1003,müde werden::V,fatigari,болдыру
1004,einschlafen::V,obdormiscere,үйыктап калу
1005,schlafen::V,dormire,ұйықтау
1006,aufwachen::V,expergisci,ояну
1007,aufstehen::V,exsurgere,ояну
1008,sich erholen::V,se reficere,тынығу
1009,krank werden::V,aegrescere,кеселдену
1010,krank werden::V,aegrescere,сырқаттану
1011,krank werden::V,aegrescere,ауырып қалу
1012,krank werden::V,aegrescere,ауыра бастау
1013,krank werden::V,aegrescere,кеселге ұшырау
1014,krank werden::V,aegrescere,сырқаттанып қалу
1015,krank sein::V,aegrotare,ауыру
1016,krank sein::V,aegrotare,сырқаттану
1017,schmerzen::V,dolere,ауырады
1018,husten::V,tussire,жөтелу
1019,genesen::V,convalescere,айығу
1020,sterben::V,mori,өлу
1021,sterben::V,mori,қайтыс
1022,sterben::V,mori,жантапсыру
1023,umkommen::V,perire,өлу
1024,umkommen::V,perire,қаза табу
1025,sich bewegen::V,se movere,жылжу
1026,sich rühren::V,micare,қыбырлау
1027,sich erheben::V,surgere,тұру
1028,sich setzen::V,considere,отыру
1029,hinfallen::V,cadere,жығылу
1030,laufen::V,vadere,жояу жүру
1031,schreiten::V,gradi,кадамдау
1032,spazierengehen::V,ambulare,қыдыру
1033,eilen::V,properare,асығу
1034,eilen::V,properare,жеделдену
1035,eilen::V,properare,жедепдеу
1036,sich beeilen::V,festinare,асығу
1037,sich beeilen::V,festinare,жеделдену
1038,sausen::V,currere,заулау
1039,rennen::V,currere,жүгіру
1040,springen::V,salire,секіру
1041,klettern::V,niti,өрмелеп шығу
1042,schaukeln::V,oscillare,тербелу
1043,kriechen::V,repere,еңбектеу
1044,kriechen::V,serpere,еңбектеу
1045,schwimmen::V,nare,жүзу
1046,schwimmen::V,nare,малту
1047,schwimmen::V,nare,қалықтау
1048,schwimmen::V,natare,жүзу
1049,schwimmen::V,natare,малту
1050,schwimmen::V,natare,қалықтау
1051,tauchen::V,mergere,сүңгу
1052,rudern::V,remigare,есу
1053,fahren::V,vehi,бару
1054,fliegen::V,volare,ұшу
1055,gehen::V,ire,бару
1056,gehen::V,vadere,бару
1057,weggehen::V,abire,кету
1058,weggehen::V,discedere,кету
1059,abfahren::V,proficisci,жөнелу
1060,anhalten::V,consistere,тоқтау
1061,hineingehen::V,inire,кіру
1062,hineingehen::V,ingredi,кіру
1063,eintreten::V,intrare,ену
1064,kommen::V,venire,жету
1065,ankommen::V,advenire,келу
1066,zurückkommen::V,revenire,қайту
1067,bleiben::V,manere,қалу
1068,warten::V,opperiri,тосу
1069,erwarten::V,opperiri,күту
1070,erwarten::V,expectare,күту
1071,suchen::V,quaerere,іздеу
1072,finden::V,reperire,табу
1073,versuchen::V,conari,талпыну
1074,versuchen::V,temptare,талпыну
1075,vorbereiten::V,parare,әзірлеу
1076,lieben::V,amare,сүю
1077,mögen::V,amare,жарату
1078,mögen::V,amare,жақсы_көру
1079,lachen::V,ridere,күлу
1080,lachen::V,ridere,күлісу
1081,rühren::V,commovere,көңілін бұзу
1082,weinen::V,flere,жылау
1083,schimpfen::V,increpare,ақырып-бақыру
1084,sich ärgern::V,indignari,ашулану
1085,sich fürchten::V,vereri,сескену
1086,fürchten::V,timere,қауіптену
1087,fürchten::V,timere,сақсыну
1088,fliehen::V,fugere,қашу
1089,fliehen::V,fugere,қашып кету
1090,flüchten::V,effugere,қашу
1091,flüchten::V,effugere,қашып кету
1092,sehen::V,videre,көру
1093,anschauen::V,aspectare,назар салу
1094,ansehen::V,spectare,тамашалау
1095,hören::V,audire,есту
1096,zuhören::V,auscultare,тыңдау
1097,zuhören::V,auscultare,құлақ қою
1098,probieren::V,gustare,тату
1099,probieren::V,gustare,дәм тату
1100,riechen::V,olfacere,иіскеу
1101,fühlen::V,sentire,сезу
1102,fühlen::V,sentire,сезіну
1103,scheinen::V,videri,болып көріну
1104,zu sehen sein::V,conspici,көріну
1105,vernehmen::V,comperire,есту
1106,vernehmen::V,comperire,есітіп қалу
1107,frieren::V,algere,тоңу
1108,frieren::V,algere,жаурау
1109,tun::V,facere,ету
1110,tun::V,facere,істеу
1111,können::V,posse,білу
1112,wollen::V,velle,қалау
1113,anfangen::V,incipere,бастау
1114,beenden::V,finire,бітіру
1115,beenden::V,finire,адақтау
1116,beenden::V,finire,тамамдау
1117,beenden::V,finire,аяқтап шығу
1118,aufhören::V,desistere,доғару
1119,gelingen::V,contingere,жолы түсу
1120,geraten::V,evenire,калу
1121,öffnen::V,aperire,ашу
1122,öffnen::V,aperire,ашып қою
1123,schließen::V,claudere,жабу
1124,stellen::V,sistere,қою
1125,stellen::V,sistere,қойдыру
1126,setzen::V,ponere,отырғызу
1127,legen::V,ponere,салу
1128,legen::V,ponere,калау
1129,berühren::V,tangere,тию
1130,verbinden::V,iungere,байлап алу
1131,verbinden::V,iungere,сабақтастыру
1132,bedecken::V,tegere,бүркеу
1133,bedecken::V,operire,бүркеу
1134,aufhängen::V,suspendere,ілу
1135,aufhängen::V,suspendere,асып қою
1136,anzünden::V,accendere,тұтату
1137,anzünden::V,inflammare,тұтату
1138,aufheben::V,tollere,көтеру
1139,zurücklassen::V,relinquere,қалдыру
1140,verlieren::V,perdere,жоғалту
1141,verlieren::V,amittere,жоғалту
1142,fallen lassen::V,dimittere,құлатып алу
1143,fallen lassen::V,dimittere,қолдан түсіріп алу
1144,machen::V,facere,ету
1145,machen::V,facere,жасау
1146,machen::V,facere,жасап шығару
1147,herstellen::V,fabricare,жасап шығару
1148,bauen::V,construere,тұрғызу
1149,reparieren::V,reparare,оңдау
1150,verbessern::V,emendare,дұрыстау
1151,ändern::V,mutare,өзгерту
1152,graben::V,fodere,үңгу
1153,beugen::V,flectere,буғу
1154,biegen::V,curvare,ию
1155,biegen::V,curvare,майыстыру
1156,drehen::V,torquere,айналдыру
1157,wenden::V,vertere,екінші жағын айналдыру
1158,umdrehen::V,convertere,бұру
1159,heben::V,tollere,көтеру
1160,hochheben::V,levare,жоғарылату
1161,hochheben::V,levare,көтеру
1162,ergreifen::V,capessere,бас_салу
1163,ergreifen::V,capessere,шап_беріп_ұстап_алу
1164,ergreifen::V,capessere,шап_беру
1165,ergreifen::V,capessere,шап_ете_түсу
1166,halten::V,tenere,тұту
1167,halten::V,tenere,ұстау
1168,drücken::V,premere,басу
1169,schieben::V,promovere,итеру
1170,kratzen::V,radere,қыру
1171,lecken::V,lambere,жалау
1172,beißen::V,mordere,қабу
1173,beißen::V,mordere,тістеу
1174,beißen::V,mordere,қауып алу
1175,abreißen::V,avellere,үзу
1176,abschneiden::V,desecare,қырқу
1177,binden::V,ligare,байланыстыру
1178,binden::V,ligare,байлап_алу
1179,binden::V,ligare,байластыру
1180,binden::V,ligare,байлау
1181,binden::V,ligare,буу
1182,binden::V,ligare,матау
1183,binden::V,ligare,сабақтастыру
1184,binden::V,ligare,ұштастыру
1185,stecken::V,inserere,сұғу
1186,brechen::V,rumpere,сындыру
1187,klopfen::V,pultare,қағу
1188,hauen::V,ferire,соғу
1189,kleben::V,agglutinare,желімдеу
1190,reiben::V,terere,үйкеу
1191,streichen::V,oblinere,сүйкеу
1192,schleifen::V,acuere,егеу
1193,schleifen::V,acuere,қайрау
1194,schleifen::V,acuere,егеулеу
1195,schneiden::V,secare,кесу
1196,rütteln::V,quassare,қозғау
1197,rütteln::V,quassare,жұлмалау
1198,schütteln::V,quatere,дірілдету
1199,schütteln::V,quatere,селкілдету
1200,schwenken::V,ventilare,бұлғау
1201,schwenken::V,ventilare,сермеу
1202,schütten::V,fundere,құю
1203,füllen::V,complere,толтыру
1204,einwickeln::V,involvere,орау
1205,tragen::V,ferre,алып жүру
1206,tragen::V,portare,алып жүру
1207,schleppen::V,pertrahere,тарту
1208,ziehen::V,trahere,тарту
1209,aufbewahren::V,asservare,сақтау
1210,werfen::V,iacere,лақтыру
1211,fangen::V,capere,қармау
1212,fangen::V,capere,қағып алу
1213,packen::V,capessere,шап беру
1214,packen::V,capessere,шап ете түсу
1215,packen::V,capessere,шап беріп ұстап алу
1216,verstecken::V,abdere,тығу
1217,verstecken::V,abdere,жасыру
1218,teilen::V,partiri,бөлу
1219,teilen::V,dividere,бөлу
1220,schicken::V,mittere,жіберу
1221,bringen::V,apportare,әкелу
1222,bringen::V,apportare,алып келу
1223,hinzufügen::V,addere,қосу
1224,hinzufügen::V,addere,үстеу
1225,bekommen::V,adipisci,алу
1226,erhalten::V,accipere,алмақ
1227,nehmen::V,sumere,алу
1228,nehmen::V,sumere,алмақ
1229,wählen::V,eligere,таңдау
1230,auswählen::V,deligere,екшеу
1231,auswählen::V,deligere,саралау
1232,auswählen::V,deligere,сұрыптау
1233,auswählen::V,deligere,сайлап алу
1234,bewahren::V,conservare,сақтау
1235,behindern::V,impedire,оралғы болу
1236,verderben::V,corrumpere,бүлдіру
1237,beschädigen::V,laedere,бұзу
1238,zerbrechen::V,rumpere,уату
1239,zerbrechen::V,frangere,уату
1240,zerreißen::V,discindere,жырту
1241,zerstören::V,delere,қирату
1242,zerstören::V,delere,талқандау
1243,verbrennen::V,urere,өртеу
1244,verbrennen::V,urere,жандыру
1245,verbrennen::V,urere,өртеп жіберу
1246,verbrennen::V,urere,жандырып жіберу
1247,verbrennen::V,cremare,өртеу
1248,verbrennen::V,cremare,жандыру
1249,verbrennen::V,cremare,өртеп жіберу
1250,verbrennen::V,cremare,жандырып жіберу
1251,geben::V,dare,беру
1252,reichen::V,praebere,беру
1253,schenken::V,donare,тарту
1254,schenken::V,largiri,тарту
1255,versprechen::V,polliceri,уәде беру
1256,versprechen::V,promittere,уәде беру
1257,loben::V,laudare,мақтау
1258,loben::V,laudare,дәріптеу
1259,küssen::V,osculari,сүю
1260,zudecken::V,tegere,бүркеу
1261,wecken::V,excitare,ояту
1262,zeigen::V,monstrare,көрсету
1263,führen::V,ducere,ерту
1264,führen::V,ducere,жетектеу
1265,lehren::V,docere,оқыту
1266,unterrichten::V,instituere,оқыту
1267,aufziehen::V,nutrire,бағу
1268,leiten::V,ducere,басқару
1269,leiten::V,ducere,жетекшілік ету
1270,antreiben::V,incitare,асықтыру
1271,lassen::V,iubere,-ткізу
1272,lassen::V,iubere,мәжбүр ету
1273,einladen::V,invitare,шақыру
1274,vereinigen::V,coniungere,біріктіру
1275,vereinigen::V,coniungere,біріктіріп қою
1276,besuchen::V,visere,кіріп шығу
1277,besuchen::V,visere,барып шығу
1278,treffen::V,convenire,кездесу
1279,sich versammeln::V,convenire,топталу
1280,spielen::V,ludere,ойнау
1281,singen::V,cantare,сайрау
1282,tanzen::V,saltare,билеу
1283,sich trennen::V,digredi,айрылысу
1284,sich trennen::V,discedere,айрылысу
1285,verlassen::V,deserere,тастау
1286,verlassen::V,relinquere,тастау
1287,retten::V,servare,құтқару
1288,bewachen::V,custodire,күзету
1289,schützen::V,tueri,жақтау
1290,schützen::V,tueri,жақтасу
1291,schützen::V,tutari,жақтау
1292,schützen::V,tutari,жақтасу
1293,verteidigen::V,defendere,қорғау
1294,sich schlagen::V,luctari,алысу
1295,schießen::V,iaculari,ату
1296,siegen::V,vincere,жеңу
1297,ärgern::V,irritare,ашуландыру
1298,schlagen::V,ferire,ұру
1299,treten::V,calcare,тебу
1300,stechen::V,pungere,шаншу
1301,stoßen::V,tundere,түрту
1302,stehlen::V,furari,ұрлау
1303,stören::V,turbare,кесірлен
1304,belästigen::V,obtundere,мазасын алу
1305,verbergen::V,celare,сездірмеу
1306,verbergen::V,occultare,сездірмеу
1307,täuschen::V,fallere,жалған айту
1308,betrügen::V,fraudare,алдау
1309,betrügen::V,fraudare,алдап кету
1310,betrügen::V,fraudare,ақымақ қылу
1311,töten::V,necare,құрту
1312,töten::V,necare,өлтіру
1313,töten::V,caedere,құрту
1314,töten::V,caedere,өлтіру
1315,wohnen::V,habitare,мекендеу
1316,wohnen::V,habitare,өмір сүру
1317,arbeiten::V,laborare,істеу
1318,arbeiten::V,laborare,еңбектену
1319,sammeln::V,colligere,жыю
1320,pflücken::V,carpere,жұлу
1321,jagen::V,venari,аулау
1322,fischen::V,piscari,балык_аулау
1323,fassen::V,capere,ұстау
1324,hüten::V,custodire,жаю
1325,hüten::V,custodire,бағу
1326,treiben::V,agere,айдау
1327,anbinden::V,alligare,байлау
1328,füttern::V,nutrire,ас ішкізу
1329,füttern::V,nutrire,азықтандыру
1330,füttern::V,nutrire,қоректендіру
1331,melken::V,mulgere,сауу
1332,hacken::V,findere,турау
1333,gießen::V,rigare,суару
1334,reifen::V,maturescere,жетілу
1335,zubereiten::V,apparare,даяр ету
1336,kochen::V,coquere,асу
1337,backen::V,coquere,пісіру
1338,braten::V,torrere,қуыру
1339,umrühren::V,commovere,былғалау
1340,umrühren::V,commovere,сапырылыстыру
1341,stricken::V,texere,торлау
1342,stricken::V,texere,тоқу
1343,nähen::V,suere,тігу
1344,färben::V,tingere,бояу
1345,färben::V,tingere,сырлау
1346,reinigen::V,purgare,аршу
1347,reinigen::V,purgare,тазалау
1348,waschen::V,lavare,жуу
1349,abwischen::V,abstergere,сүрту
1350,spülen::V,perluere,шаю
1351,fegen::V,verrere,сыпыру
1352,kehren::V,purgare,сыпыру
1353,baden::V,lavari,шомылу
1354,sich waschen::V,lavari,жуыну
1355,ausziehen::V,exuere,шешу
1356,anziehen::V,induere,кигізу
1357,sich anziehen::V,vestiri,киіну
1358,kämmen::V,pectere,тарау
1359,schmücken::V,ornare,әсемдеу
1360,schmücken::V,ornare,мәнерлеу
1361,schmücken::V,ornare,көріктендіру
1362,schmücken::V,decorare,әсемдеу
1363,schmücken::V,decorare,мәнерлеу
1364,schmücken::V,decorare,көріктендіру
1365,sagen::V,dicere,деу
1366,sagen::V,dicere,айту
1367,sprechen::V,fari,деу
1368,sprechen::V,fari,айту
1369,reden::V,loqui,сөйлеу
1370,reden::V,loqui,сөйлесу
1371,reden::V,loqui,тіл қатысу
1372,sich unterhalten::V,colloqui,сұхбаттасу
1373,sich unterhalten::V,disputare,сұхбаттасу
1374,fragen::V,rogare,сұрау
1375,fragen::V,quaerere,сұрау
1376,bitten::V,orare,өтіну
1377,bitten::V,orare,жалыну
1378,bitten::V,rogare,өтіну
1379,bitten::V,rogare,жалыну
1380,erzählen::V,narrare,айту
1381,mitteilen::V,communicare,білдіру
1382,nennen::V,appellare,атау
1383,rufen::V,vocare,шақыру
1384,prahlen::V,gloriari,бөсу
1385,übersetzen::V,vertere,аудару
1386,denken::V,cogitare,ойлау
1387,glauben::V,credere,нану
1388,glauben::V,credere,илану
1389,bemerken::V,animadvertere,аңғару
1390,erkennen::V,cognoscere,тану
1391,begreifen::V,comprehendere,ұғу
1392,begreifen::V,comprehendere,аңғарып алу
1393,verstehen::V,intellegere,пайым
1394,verstehen::V,intellegere,түсіну
1395,lernen::V,discere,оқу
1396,wissen::V,scire,хабардар болу
1397,sich erinnern an::V,meminisse,еске түсіру
1398,vergessen::V,oblivisci,ұмыту
1399,messen::V,metiri,өлшеу
1400,zählen::V,numerare,санау
1401,rechnen::V,reri,санап шығару
1402,rechnen::V,reri,санап шығу
1403,rechnen::V,reri,санау
1404,rechnen::V,calculare,санап шығару
1405,rechnen::V,calculare,санап шығу
1406,rechnen::V,calculare,санау
1407,lesen::V,legere,оқу
1408,malen::V,pingere,сурет салу
1409,zeichnen::V,scribere,сурет салу
1410,schreiben::V,scribere,жазу
1411,besitzen::V,possidere,болу
1412,kaufen::V,emere,алу
1413,kaufen::V,emere,әперу
1414,verkaufen::V,vendere,сату
1415,bezahlen::V,pendere,төлеу
1416,bezahlen::V,pendere,ақы беру
1417,bezahlen::V,pendere,ақы төлеу
1418,zahlen::V,solvere,төлеу
1419,beherrschen::V,regere,билеу
1420,beherrschen::V,imperare,билеу
1421,ertragen::V,tolerare,төзу
1422,ertragen::V,tolerare,шыдау
1423,ertragen::V,sustinere,төзу
1424,ertragen::V,sustinere,шыдау
1425,wünschen::V,,тілеу
1426,wiegen::V,,тербеу
