,Concept_ID,vep,ml
643,fremd::A,veraz,വൈദേശികമായ
644,verschieden::A,erazvuitte,വ്യത്യസ്തമായ
645,nah::A,läheline,അരികത്തുള്ള
646,fern::A,edahaine,അകലെയുള്ള
647,linker::A,hura,അവശേഷിച്ച
648,rechter::A,oiged,വലത്തേ
649,anderer::A,toine,മറ്റുള്ള
650,erster::A,ezmäine,ആദ്യത്തെ
651,zweiter::A,toine,രണ്ടാം
652,dritter::A,koumanz',മൂന്നാമത്
653,letzter::A,jäl'gmäine,അവസാനത്തെ
654,allein::ADV,üksnäze,തനിച്ചുള്ള
655,auf einmal::ADV,ühten aigan,ഉടന്
656,zusammen::ADV,ühtes,ഒരുമിച്ച
657,lange::ADV,hätken,നീണ്ട_കാലത്തേയ്ക്ക്
658,plötzlich::ADV,äkkid,പെട്ടെന്ന്
659,sofort::ADV,kerdalaz,തത്ക്ഷണം
660,später::ADV,möhemba,പിന്നീട്
661,jetzt::ADV,nügüd',ഇപ്പോൾ
662,heute::ADV,tämbei,ഇന്ന്
663,morgen::ADV,homen,നാളെ
664,bald::ADV,pigai,ഉടനെ
665,dann::ADV,sid',അപ്പോൾ
666,gestern::ADV,eglai,ഇന്നലെ
667,einst::ADV,ende,പണ്ടൊരിക്കല്
668,einst::ADV,kerdan,പണ്ടൊരിക്കല്
669,damals::ADV,siloi,അപ്പോൾ
670,danach::ADV,sid',പിന്നീട്
671,vorher::ADV,ende,മുൻപ്
672,zuerst::ADV,ezmäi,ആദ്യം
673,einmal::ADV,kerdan,ഒരിക്കൽ
674,manchmal::ADV,erašti,ചിലപ്പോൾ
675,oft::ADV,paksus,പലപ്പോഴും
676,immer::ADV,kaiken,എപ്പോഴും
677,niemals::ADV,ei nikonz,ഒരിക്കലും
678,hier::ADV,täs,ഇവിടെ
679,hier::ADV,tägä,ഇവിടെ
680,hierhin::ADV,tänna,ഇവിടേക്ക്
681,von hier::ADV,täspäi,ഇവിടെനിന്ന്
682,von hier::ADV,sid'päi,ഇവിടെനിന്ന്
683,dort::ADV,sigä,അവിടെ
684,dorthin::ADV,sinna,അവിടേക്ക്
685,dorthin::ADV,nakkale,അവിടേക്ക്
686,geradeaus::ADV,kohtha,മുമ്പിൽ
687,geradeaus::ADV,kohtha,മുമന്നോട്ട്
688,vorwärts::ADV,edehe,മുന്നോട്ട്
689,rückwärts::ADV,sel'gin,തലതിരിച്ച്
690,zurück::ADV,tagaze,പുറകിലേക്ക്
691,unten::ADV,alahan,താഴെ
692,hinab::ADV,alaz,താഴേക്ക്
693,hinab::ADV,alahaks,താഴേക്ക്
694,oben::ADV,ülähän,മുകളിൽ
695,hinauf::ADV,ülez,മുകളിൽ
696,hinauf::ADV,ülähäks,മുകളിൽ
697,überall::ADV,kaikjal,എല്ലായിടത്തും
698,nicht::ADV,ei,ഇല്ല
699,ein wenig::ADV,vähän,കുറച്ച്
700,kaum::ADV,habi,കഷ്ടിച്ച്
701,sehr::ADV,lujas,വളരെ
702,so::ADV,muga,അങ്ങനെ
703,so::ADV,ninga,അങ്ങനെ
704,noch::ADV,völ,ഇപ്പോഴും
705,nur::ADV,järg,മാത്രം
706,nur::ADV,vaiše,മാത്രം
707,schon::ADV,jo,നേരത്തേ തന്നെ
708,wieder::ADV,möst,വീണ്ടും
709,vergebens::ADV,uhtei,വിഫല
710,vor::PRP,edes,മുമ്പിൽ
711,hinter::PRP,taga,പുറകിൽ
712,unter::PRP,al,കീഴിൽ
713,durch::PRP,läbi,ഉള്ളിലൂടെ
714,durch::PRP,kal't,ഉള്ളിലൂടെ
715,neben::PRP,rindal,അടുത്ത്
716,zwischen::PRP,keskes,ഇടയ്ക്ക്
717,wegen::PRP,tagut,നിമിത്തം
718,dies::PRN,nece,ഇത്
719,das::PRN,se,അത്
720,alles::PRN,kaik,എല്ലാം
721,ich::PRN,minä,ഞാൻ
722,du::PRN,sinä,നിങ്ങൾ
723,er::PRN,hän,അദ്ദേഹം
724,er::PRN,hän,അയാൾ
725,er::PRN,hän,അവൻ
726,er::PRN,hän,അവർ
727,er::PRN,hän,അവൾ
728,wir::PRN,mö,നമ്മൾ
729,ihr::PRN,tö,നിങ്ങൾ
730,sie::PRN,hö,അവർ
731,was::FPRN,mi,എന്ത്
732,wer::FPRN,ken,ആര്
733,wo::FADV,kus,എവിടെ
734,wohin::FADV,kuna,എവിടേക്ക്
735,wie::FADV,kut,എങ്ങനെ
736,wie::FADV,mit',എങ്ങനെ
737,warum::FADV,mikš,എന്തുകൊണ്ട്
738,wieviel::FNUM,äjak,എത്ര
739,wieviel::FNUM,kuverz',എത്ര
740,eins::NUM,üks',ഒന്ന്
741,zwei::NUM,kaks',രണ്ട്
742,drei::NUM,koume,മൂന്ന്
743,vier::NUM,nel'l',നാല്
744,fünf::NUM,viž,അഞ്ച്
745,sechs::NUM,kuz',ആറ്
746,sieben::NUM,seičeme,ഏഴ്
747,acht::NUM,kahesa,എട്ട്
748,neun::NUM,ühesa,ഒമ്പത്
749,zehn::NUM,kümne,പത്ത്
750,elf::NUM,üks'toštkümne,പതിനൊന്ന്
751,zwölf::NUM,kaks'toštkümne,പന്ത്രണ്ട്
752,zwanzig::NUM,kaks'kümne,ഇരുപത്
753,dreißig::NUM,koumekümne,മുപ്പത്
754,vierzig::NUM,nel'l'kümne,നാൽപ്പത്
755,fünfzig::NUM,vižkümne,അൻപത്
756,sechzig::NUM,kuz'kümne,അറുപത്
757,siebzig::NUM,seičemekümne,എഴുപത്
758,achtzig::NUM,kahesakümne,എൺപത്
759,neunzig::NUM,ühesakümne,തൊണ്ണൂറ്
760,hundert::NUM,sada,നൂറ്
761,tausend::NUM,tuha,ആയിരം
762,und::CNJ,i,ഉം
763,und::CNJ,da,ഉം
764,oder::CNJ,vai,അഥവാ
765,stehen::V,seišta,നിൽക്കുക
766,sitzen::V,ištta,ഇരിക്കുക
767,liegen::V,venuda,കിടക്കുക
768,hängen::V,ripta,തൂങ്ങുക
769,werden::V,lindä,ആയിത്തീരുക
770,werden::V,tehtas,ആയിത്തീരുക
771,passieren::V,ozaitas,സംഭവിക്കുക
772,beginnen::V,augotadas,ആരംഭിക്കുക
773,enden::V,loptas,അവസാനിപ്പിക്കുക
774,wechseln::V,vajehtadas,മാറ്റുക
775,aufgehen[Sonne]::V,nousta,ഉയരുക
776,untergehen[Sonne]::V,lasktas,അടുക്കി_വയ്ക്കുക
777,scheinen[Sonne]::V,paštta,പ്രകാശിക്കുക
778,donnern::V,juraita,ഇടിവെട്ടുക
779,wehen::V,dölta,വീശുക
780,wehen::V,puhuda,വീശുക
781,strömen::V,valadas,ഒഴുകുക
782,fließen::V,valuda,ഒഴുകുക
783,sich drehen::V,punotas,ചുറ്റുക
784,sich drehen::V,punotas,കറക്കുക
785,schwanken::V,čibuda,ഇരുവശത്തേയ്ക്കും_ആടുക
786,schwingen::V,čibuda,ആടുക
787,fallen::V,langeta,വീഴുക
788,brennen::V,pallada,കത്തുക
789,rauchen::V,savustada,പുകയുക
790,regnen::V,vihmda,മഴ_പെയ്യുക
791,gefrieren::V,jäduda,തണത്ത്_മരവിക്കുക
792,gefrieren::V,kül'mdä,തണത്ത്_മരവിക്കുക
793,tauen::V,sulada,അലിയുക
794,schmelzen::V,sulada,ഉരുകുക
795,trocknen::V,kuida,വരളുക
796,trocknen::V,kuivehtuda,വരളുക
797,sieden::V,kehuda,തിളപ്പിക്കുക
798,faulen::V,hapata,ചീയുക
799,faulen::V,traudäs,ചീയുക
800,verfaulen::V,hapata,അഴുകുക
801,reißen::V,rebita,ശബ്ദത്തോടെ_മുറിയുക
802,versinken::V,upota,മുക്കുക
803,vergehen::V,mända,കടന്നുപോകുക
804,erscheinen::V,ozutadas,പ്രത്യക്ഷപ്പെടുക
805,verschwinden::V,hajeta,അദൃശ്യമാകുക
806,sinken::V,väheta,താഴുക
807,sinken::V,lasktas,താഴുക
808,abnehmen::V,peneta,കുറിയുക
809,zunehmen::V,ližaduda,വർദ്ധിക്കുക
810,steigen::V,nousta,ഉയരുക
811,wachsen::V,kazda,വളരുക
812,glänzen::V,loštta,മിന്നുക
813,funkeln::V,hoštta,തിളങ്ങുക
814,lärmen::V,robaita,ശബ്ദമുണ്ടാക്കുക
815,läuten::V,judaita,മണിമുഴങ്ങുക
816,klingeln::V,kelotada,ചിലമ്പുക
817,klirren::V,biraita,കിലുക്കുക
818,brausen::V,bruncta,മുഴങ്ങുക
819,rauschen::V,šobaita,അനങ്ങുക
820,klingen::V,heläita,മുഴക്കുക
821,bellen::V,nutta,കുരയ്ക്കുക
822,heulen::V,ulaita,ഓരിയിടുക
823,blasen::V,puhuda,ഊതുക
824,pfeifen::V,pistta,വിസിലടിക്കുക
825,pfeifen::V,vihelta,വിസിലടിക്കുക
826,schreien::V,kirkta,ആക്രോശിക്കുക
827,schreien::V,kidastada,ആക്രോശിക്കുക
828,stöhnen::V,ohkta,അരക്കം
829,stöhnen::V,ohkta,ആർത്തനാദം
830,stöhnen::V,voivotada,അരക്കം
831,stöhnen::V,voivotada,ആർത്തനാദം
832,zittern::V,säraita,വിറയ്ക്കുക
833,leben::V,eläda,താമസിക്കുക
834,geboren werden::V,sünduda,ജനിക്കുക
835,atmen::V,henktä,ശ്വസിക്കുക
836,trinken::V,joda,കുടിക്കുക
837,essen::V,söda,കഴിക്കുക
838,schlucken::V,lainata,വിഴുങ്ങുക
839,müde werden::V,väzuda,ക്ഷീണിക്കുക
840,müde werden::V,šuštuda,ക്ഷീണിക്കുക
841,einschlafen::V,uinota,നിദ്രിക്കുക
842,schlafen::V,magata,ഉറങ്ങുക
843,schlafen::V,nukkuda,ഉറങ്ങുക
844,aufwachen::V,heraštuda,ഉണരുക
845,aufstehen::V,nousta,എഴുന്നേൽക്കുക
846,sich erholen::V,lebaitas,വിശ്രമിക്കുക
847,krank werden::V,läžegata,ദീനംപിടിക്കുക
848,krank sein::V,läžuda,രോഗികളാകുക
849,schmerzen::V,kibištada,വേദനിക്കുക
850,husten::V,rügda,ചുമയ്ക്കുക
851,genesen::V,tervehtuda,സുഖപ്പെടുക
852,sterben::V,kolda,മരിക്കുക
853,umkommen::V,kolda,മരിക്കുക
854,sich bewegen::V,likkuda,സ്ഥലം_മാറുക
855,sich rühren::V,likahtada,ചലിക്കുക
856,sich rühren::V,kubahtada,ചലിക്കുക
857,sich erheben::V,nousta,നിൽക്കുക
858,sich setzen::V,išttas,ഇരിക്കുക
859,hinfallen::V,langeta,വീഴുക
860,laufen::V,kävuda,നടക്കുക
861,schreiten::V,astta,നടക്കുക
862,schreiten::V,haškta,നടക്കുക
863,spazierengehen::V,kävelta,ഉലാത്തുക
864,eilen::V,kiruhtada,പാഞ്ഞെത്തുക
865,sich beeilen::V,kiruhtada,തിരിക്കുകൂട്ടുക
866,sich beeilen::V,kiruhtada,തിടുക്കം_കാട്ടുക
867,sausen::V,fun'urta,കുതിക്കുക
868,rennen::V,joksta,ഓടുക
869,springen::V,hüptä,ചാടുക
870,klettern::V,libuda,കയറുക
871,schaukeln::V,čibuda,ഇളകുക
872,kriechen::V,ličtas,പതുങ്ങികയറുക
873,schwimmen::V,ujuda,നീന്തുക
874,tauchen::V,čukautas,വെള്ളത്തിലേക്ക് ചാടുക
875,rudern::V,souta,തുഴയുക
876,fahren::V,ajada,വാഹനം ഓടിക്കുക
877,fahren::V,ajelda,വാഹനം ഓടിക്കുക
878,fliegen::V,leta,പറക്കുക
879,gehen::V,mända,പോകുക
880,gehen::V,kävuda,പോകുക
881,weggehen::V,päzda,വിടുക
882,weggehen::V,lähtta,വിടുക
883,abfahren::V,tönduda,പുറപ്പെടുക
884,anhalten::V,seižutadas,നിർത്തുക
885,hineingehen::V,mända südäimehe,പ്രവേശിക്കുക
886,eintreten::V,tulda,പ്രവേശിക്കുക
887,kommen::V,tulda,വരുക
888,ankommen::V,tulda,എത്തിച്ചേരുക
889,zurückkommen::V,pörtas,തിരിച്ചു വരുക
890,bleiben::V,jäda,തുടരുക
891,warten::V,varastada,കാത്തിരിക്കുക
892,erwarten::V,varastada,പ്രതീക്ഷിക്കുക
893,suchen::V,ectä,തിരയുക
894,finden::V,löuta,കണ്ടെത്തുക
895,versuchen::V,ladida,ശ്രമിക്കുക
896,versuchen::V,rohkaita,ശ്രമിക്കുക
897,vorbereiten::V,vaumita,തയ്യാറെടുക്കുക
898,lieben::V,armastada,സ്നേഹിക്കുക
899,mögen::V,navedida,ഇഷ്ടപ്പെടുക
900,lachen::V,nagrda,ചിരിക്കുക
901,rühren::V,likutada,ഹൃദയം സ്പർശിക്കുക
902,weinen::V,itkta,തേങ്ങുക
903,schimpfen::V,laidas,പിറുപിറുക്കുക
904,schimpfen::V,pačatada,പിറുപിറുക്കുക
905,sich ärgern::V,rändüda,കോപിക്കുക
906,sich fürchten::V,varaita,പേടിക്കുക
907,fürchten::V,varaita,പേടിക്കുക
908,fliehen::V,pageta,രക്ഷപ്പെടുക
909,flüchten::V,pageta,രക്ഷപ്പെടുക
910,flüchten::V,joksta,രക്ഷപ്പെടുക
911,sehen::V,nähta,കാണുക
912,anschauen::V,kacta,നോക്കുക
913,ansehen::V,kacta,നോക്കുക
914,hören::V,kulda,കേൾക്കുക
915,zuhören::V,kundeltas,ശ്രദ്ധിക്കുക
916,probieren::V,mujada,രുചിയുള്ളതായി_തോന്നുക
917,riechen::V,rižada,മണത്തു_നോക്കുക
918,fühlen::V,mujada,സ്പർശിച്ചറിയുക
919,scheinen::V,näguda,കാണപ്പെടുക
920,zu sehen sein::V,näguda,വെളിച്ചപ്പെടുക
921,vernehmen::V,kulištada,കേൾക്കുക
922,frieren::V,kül'mdä,വിറയ്ക്കുക
923,tun::V,tehta,ചെയ്യുക
924,können::V,voida,കഴിയുക
925,können::V,mahtta,കഴിയുക
926,wollen::V,himoita,വേണുക
927,wollen::V,tahtoida,വേണുക
928,anfangen::V,zavottä,തുടങ്ങുക
929,anfangen::V,augotada,തുടങ്ങുക
930,beenden::V,loptä,പൂർത്തിയാക്കുക
931,aufhören::V,loptas,നിർത്തുക
932,gelingen::V,lähtta,വിജയിക്കുക
933,gelingen::V,tehtas,വിജയിക്കുക
934,geraten::V,tulda,പരിണമിക്കുക
935,öffnen::V,avaita,തുറക്കുക
936,schließen::V,saubata,അടയ്ക്കുക
937,stellen::V,panda,വയ്ക്കുക
938,stellen::V,seižutada,വയ്ക്കുക
939,setzen::V,ištutada,വയ്ക്കുക
940,legen::V,panda,ഇടുക
941,berühren::V,koskta,തൊടുക
942,berühren::V,käziduda,തൊടുക
943,verbinden::V,ühtenzoitta,ഘടിപ്പിക്കുക
944,bedecken::V,katta,മുടുക
945,bedecken::V,peitta,മുടുക
946,aufhängen::V,riputada,കെട്ടിതൂക്കുക
947,anzünden::V,sütutada,കത്തിക്കുക
948,aufheben::V,leta,പെറുക്കിയെടുക്കുക
949,zurücklassen::V,jätta,വച്ചുപോരുക
950,verlieren::V,kadotada,നഷ്ടപ്പെടുക
951,fallen lassen::V,kirbotada,വീഴ്ത്തുക
952,machen::V,säta,ഉണ്ടാക്കുക
953,machen::V,tehta,ഉണ്ടാക്കുക
954,herstellen::V,tehta,ഉൽപാദിപ്പിക്കുക
955,bauen::V,leta,നിർമ്മിക്കുക
956,bauen::V,sauda,നിർമ്മിക്കുക
957,reparieren::V,koheta,നന്നാക്കുക
958,verbessern::V,paremboita,മെച്ചപ്പെടുക
959,ändern::V,vajehtada,മാറ്റംവരുത്തുക
960,graben::V,kaida,കുഴിക്കുക
961,graben::V,čongoida,കുഴിക്കുക
962,beugen::V,koverta,വണങ്ങുക
963,biegen::V,painda,കുനിയുക
964,drehen::V,punotada,തിരിക്കുക
965,wenden::V,käta,തിരിയുക
966,wenden::V,kärauta,തിരിയുക
967,umdrehen::V,käta,തിരിയുക
968,heben::V,leta,ഉയർത്തുക
969,hochheben::V,libutada,ഉയർത്തുക
970,ergreifen::V,tabata,ബലമായി_പിടിക്കുക
971,halten::V,pidada,പിടിക്കുക
972,drücken::V,painda,അമർത്തുക
973,schieben::V,žigutada,തള്ളുക
974,kratzen::V,künstä,ചുരണ്ടുക
975,lecken::V,nolda,നക്കുക
976,beißen::V,purda,കടിക്കുക
977,beißen::V,hambastada,കടിക്കുക
978,abreißen::V,ratketa,കീറിക്കളയുക
979,abschneiden::V,čapata,മുറിച്ചുമാറ്റുക
980,abschneiden::V,leikata,മുറിച്ചുമാറ്റുക
981,binden::V,sidoda,കെട്ടുക
982,stecken::V,čokaita,തുളയ്ക്കുക
983,brechen::V,katkaita,ഉടയുക
984,klopfen::V,kolkotada,തട്ടുക
985,hauen::V,löda,അടിക്കുക
986,kleben::V,klejata,ഒട്ടിക്കുക
987,reiben::V,hosta,തിരുമ്മിത്തുടയ്ക്കുക
988,reiben::V,törkita,തിരുമ്മിത്തുടയ്ക്കുക
989,reiben::V,jorotada,തിരുമ്മിത്തുടയ്ക്കുക
990,streichen::V,voita,പടർത്തുക
991,schleifen::V,hijoida,പൊടിക്കുക
992,schleifen::V,teravzoitta,പൊടിക്കുക
993,schneiden::V,leikata,മുറിക്കുക
994,rütteln::V,heilutada,മുട്ടുക
995,schütteln::V,pudištada,കുലുക്കുക
996,schwenken::V,maihutada,ആടുക
997,schütten::V,valada,ഒഴിക്കുക
998,füllen::V,täutta,നിറയ്ക്കുക
999,einwickeln::V,kärdä,പൊതിയുക
1000,tragen::V,kantta,വഹിക്കുക
1001,tragen::V,kandišta,വഹിക്കുക
1002,schleppen::V,vedätada,വലിച്ചിഴയ്ക്കുക
1003,ziehen::V,vedada,വലിക്കുക
1004,aufbewahren::V,kaita,വയ്ക്കുക
1005,werfen::V,čuta,എറിയുക
1006,werfen::V,tactä,എറിയുക
1007,fangen::V,püta,പിടിക്കുക
1008,packen::V,tabata,തട്ടിപ്പറിക്കുക
1009,verstecken::V,peitta,മറയ്ക്കുക
1010,teilen::V,jagada,വിഭജിക്കുക
1011,schicken::V,oigeta,അയയ്ക്കുക
1012,bringen::V,veda,കൊണ്ടുവരുക
1013,hinzufügen::V,ližata,കൂട്ടുക
1014,bekommen::V,sada,കിട്ടുക
1015,erhalten::V,sada,സ്വീകരിക്കുക
1016,nehmen::V,otta,എടുക്കുക
1017,wählen::V,valita,തിരഞ്ഞെടുക്കുക
1018,auswählen::V,valita,തിരഞ്ഞെടുക്കുക
1019,bewahren::V,kaita,പുലർത്തുക
1020,behindern::V,telustada,തടയിടുക
1021,verderben::V,travida,നശിപ്പിക്കുക
1022,beschädigen::V,satatada,ക്ഷതമേൽപ്പിക്കുക
1023,zerbrechen::V,mureta,ഉടയുക
1024,zerreißen::V,rebitada,കീറുക
1025,zerstören::V,mureta,നശിപ്പിക്കുക
1026,verbrennen::V,poltta,കത്തിനശിക്കുക
1027,verbrennen::V,poltta,കത്തിച്ചുകളയുക
1028,geben::V,antta,കൊടുക്കുക
1029,geben::V,antta,തരുക
1030,reichen::V,antta,കൈമാറുക
1031,schenken::V,lahjoita,സമ്മാനം കൊടുക്കുക
1032,versprechen::V,toivotada,വാഗ്ദാനം_നൽകുക
1033,wünschen::V,toivotada,ആഗ്രഹിക്കുക
1034,loben::V,kitta,പുകഴ്ത്തുക
1035,küssen::V,tervehtada,ഉമ്മവയ്ക്കുക
1036,wiegen::V,likutada,ഇളകുക
1037,zudecken::V,katta,മുടുക
1038,wecken::V,noustatada,ഉണർത്തുക
1039,zeigen::V,ozutada,കാണിക്കുക
1040,führen::V,astutada,നടത്തുക
1041,lehren::V,opeta,പഠിപ്പിക്കുക
1042,unterrichten::V,opeta,പരിശീലിപ്പിക്കുക
1043,aufziehen::V,kazvatada,വളർത്തിക്കൊണ്ടുവരുക
1044,leiten::V,ohjata,നയിക്കുക
1045,antreiben::V,rigehtoitta,പ്രേരിപ്പിക്കുക
1046,lassen::V,käskta,അനുവദിക്കുക
1047,einladen::V,kucta,ക്ഷണിക്കുക
1048,vereinigen::V,ühtenzoitta,കൂടിച്ചേരുക
1049,besuchen::V,rižada,സന്ദർശിക്കുക
1050,treffen::V,vastata,തമ്മിൽ കാണുക
1051,sich versammeln::V,kägeta,സംയോജിപ്പിക്കുക
1052,sich versammeln::V,sätas,സംയോജിപ്പിക്കുക
1053,spielen::V,väta,കളിക്കുക
1054,singen::V,pajatada,പാടുക
1055,tanzen::V,kargaita,നൃത്തം ചെയ്യുക
1056,sich trennen::V,erigata,നേർപെടുത്തുക
1057,verlassen::V,jätta,പിൻവാങ്ങുക
1058,retten::V,päzutada,രക്ഷിക്കുക
1059,bewachen::V,varjoita,കാവൽനിൽക്കുക
1060,schützen::V,kaita,പരിരക്ഷിക്കുക
1061,verteidigen::V,kaita,പ്രതിരോധിക്കുക
1062,sich schlagen::V,torata,കലഹിക്കുക
1063,schießen::V,ampta,വെടിവെക്കുക
1064,siegen::V,vägestada,വിജയിക്കുക
1065,ärgern::V,verdutada,വിഷമിപ്പിക്കുക
1066,ärgern::V,rändütada,വിഷമിപ്പിക്കുക
1067,schlagen::V,löda,അടിക്കുക
1068,schlagen::V,iškta,അടിക്കുക
1069,treten::V,peksta,തൊഴിക്കുക
1070,treten::V,topsta,തൊഴിക്കുക
1071,stechen::V,pystiä,കുത്തുക
1072,stoßen::V,iškta,തള്ളുക
1073,stoßen::V,pudištada,തള്ളുക
1074,stehlen::V,vargastada,മോഷ്ടിക്കുക
1075,stören::V,keskustada,ശല്യപ്പെടുത്തുക
1076,belästigen::V,tartuteldas,മെനക്കെടുക
1077,verbergen::V,katelda,മറയ്ക്കുക
1078,verbergen::V,katelda,ഒളിക്കുക
1079,täuschen::V,manitada,കബളിപ്പിക്കുക
1080,betrügen::V,manitada,ചതിക്കുക
1081,töten::V,rikta,കൊല്ലുക
1082,töten::V,surmita,കൊല്ലുക
1083,wohnen::V,eläda,താമസിക്കുക
1084,arbeiten::V,rata,ജോലിചെയ്യുക
1085,sammeln::V,kogota,സഞ്ചയിക്കുക
1086,pflücken::V,poimda,പറിച്ചെടുക്കുക
1087,jagen::V,mecata,വേട്ടയാടുക
1088,fischen::V,kalatada,മീൻ പിടിക്കുക
1089,fassen::V,tabata,പിടിക്കുക
1090,hüten::V,paimeta,ചേർക്കുക
1091,treiben::V,ajada,വാഹനം_ഓടിക്കുക
1092,anbinden::V,küttestada,കെട്ടിയിടുക
1093,anbinden::V,sidoda,കെട്ടിയിടുക
1094,füttern::V,sötta,തീറ്റുക
1095,melken::V,lüpsta,പാലുകറക്കുക
1096,hacken::V,sauda,വെട്ടിമുറിക്കുക
1097,gießen::V,valada,നനയ്ക്കുക
1098,reifen::V,küpseta,പാകമാകുക
1099,zubereiten::V,vaumištada,പാചകം_ചെയ്യുക
1100,kochen::V,keitta,വേവിക്കുക
1101,backen::V,paštta,ബേക്ക് ചെയ്യുക
1102,braten::V,žarda,പോരിക്കുക
1103,umrühren::V,segoitada,ഇളക്കുക
1104,stricken::V,kudoda,മെടയുക
1105,nähen::V,ombelta,തുന്നുക
1106,färben::V,mujutada,ചായം പൂശുക
1107,reinigen::V,puhtastada,വൃത്തിയാക്കുക
1108,waschen::V,pesta,കഴുകുക
1109,abwischen::V,pühktä,തുടയ്ക്കുക
1110,spülen::V,huhtoida,കഴുകുക
1111,fegen::V,pühkta,അടിച്ചുവാരുക
1112,kehren::V,uhoita,അടിച്ചുവാരുക
1113,baden::V,kül'ptäs,നീന്തിത്തുടിക്കുക
1114,sich waschen::V,pestas,കഴുകുക
1115,ausziehen::V,riičta,ഇഴുക്കുക
1116,ausziehen::V,rušta,ഇഴുക്കുക
1117,anziehen::V,panda päle,ഉടുക്കുക
1118,anziehen::V,panda kädehe,ഉടുക്കുക
1119,anziehen::V,panda jaugha,ഉടുക്കുക
1120,sich anziehen::V,sobdas,ധരിച്ച നേടുകയുക
1121,kämmen::V,harjata,മുടിചീകുക
1122,schmücken::V,čomitada,അലങ്കരിക്കുക
1123,sagen::V,sanuda,പറയുക
1124,sprechen::V,pagišta,സംസാരിക്കുക
1125,reden::V,pagišta,സംസാരിക്കുക
1126,sich unterhalten::V,lodaita,നർമ്മസല്ലാപം നടത്തുക
1127,fragen::V,küzuda,ചോദിക്കുക
1128,bitten::V,pakita,അപേക്ഷിക്കുക
1129,erzählen::V,sanuda,പറയുക
1130,erzählen::V,starinoita,പറയുക
1131,mitteilen::V,tedotada,അറിയിക്കുക
1132,nennen::V,nimitada,പേരിടുക
1133,rufen::V,kucta,വിളിക്കുക
1134,prahlen::V,kittäs,പൊങ്ങച്ചം പറയുക
1135,übersetzen::V,käta,പരിഭാഷപ്പെടുത്തുക
1136,denken::V,meletada,ചിന്തിക്കുക
1137,glauben::V,uskta,വിശ്വസിക്കുക
1138,bemerken::V,homaita,ശ്രദ്ധിക്കുക
1139,erkennen::V,tundištada,തിരിചറിയുക
1140,begreifen::V,tabata,കൈപ്പിടിയിലാക്കുക
1141,verstehen::V,el'geta,മനസ്സിലാക്കുക
1142,verstehen::V,toimetada,മനസ്സിലാക്കുക
1143,lernen::V,opetas,പഠിക്കുക
1144,wissen::V,teta,അറിയുക
1145,sich erinnern an::V,johtutada,ഓർമിക്കുക
1146,vergessen::V,unohtada,മറക്കുക
1147,messen::V,märita,അളക്കുക
1148,zählen::V,lugeda,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1149,rechnen::V,lugeda,ഗണിക്കുക
1150,lesen::V,lugeda,വായിക്കുക
1151,malen::V,pirta,ചിത്രം വരയ്ക്കുക
1152,zeichnen::V,pirta,വരയ്ക്കുക
1153,schreiben::V,kirjutada,എഴുതുക
1154,besitzen::V,omištada,സ്വന്തമാക്കുക
1155,kaufen::V,ostta,വാങ്ങുക
1156,verkaufen::V,möda,വിൽക്കുക
1157,bezahlen::V,maksta,പരിഹാരം ചെയ്യുക
1158,zahlen::V,maksta,പണം അടയ്ക്കുക
1159,beherrschen::V,valdoita,ഭരിക്കുക
1160,ertragen::V,tirpta,താങ്ങുക
