,Concept_ID,be,ta
687,dies::PRN,гэта,இது
688,das::PRN,тое,அது
689,alles::PRN,усё,ஒவ்வொன்றும்
690,ich::PRN,я,நான்
691,du::PRN,ты,நீ
692,er::PRN,ён,அவன்
693,wir::PRN,мы,நாம்
694,wir::PRN,мы,நாங்கள்
695,ihr::PRN,вы,நீங்கள்
696,sie::PRN,яны,அவர்கள்
697,was::FPRN,што,என்ன
698,wer::FPRN,хто,யார்
699,wo::FADV,дзе,எங்கே
700,wohin::FADV,куды,எதற்கு
701,wie::FADV,як,எப்படி
702,warum::FADV,чаму,ஏன்
703,wieviel::FNUM,колькі,எவ்வளவு
704,eins::NUM,адзін,ஒன்று
705,zwei::NUM,два,இரண்டு
706,drei::NUM,тры,மூன்று
707,vier::NUM,чатыры,நான்கு
708,fünf::NUM,пяць,ஐந்து
709,sechs::NUM,шесць,ஆறு
710,sieben::NUM,сем,ஏழு
711,acht::NUM,восем,எட்டு
712,neun::NUM,дзевяць,ஒன்பது
713,zehn::NUM,дзесяць,பத்து
714,elf::NUM,адзінаццаць,பதினொன்று
715,zwölf::NUM,дванаццаць,பன்னிரண்டு
716,zwanzig::NUM,дваццаць,இருபது
717,dreißig::NUM,трыццаць,முப்பது
718,vierzig::NUM,сорак,நாற்பது
719,fünfzig::NUM,пядзесят,ஐமபது
720,sechzig::NUM,шесдзесят,அறுபது
721,siebzig::NUM,семдзесят,எழுபது
722,achtzig::NUM,восемдзесят,எண்பது
723,neunzig::NUM,дзевяноста,தொன்னூறு
724,hundert::NUM,сто,நூறு
725,tausend::NUM,тысяча,ஆயிரம்
726,und::CNJ,і,மற்றும்
727,und::CNJ,ды,மற்றும்
728,oder::CNJ,або,அல்லது
729,stehen::V,стаяць,நில்
730,sitzen::V,сядзець,உட்கார்
731,liegen::V,ляжаць,படு
732,hängen::V,вісець,தொங்கச் செய்
733,werden::V,стаць,ஆகு
734,werden::V,зрабіцца,ஆகு
735,passieren::V,трапіцца,நிகழ்
736,beginnen::V,пачацца,ஆரம்பி
737,enden::V,кончыцца,முடி
738,wechseln::V,мяняцца,மாற்று
739,aufgehen[Sonne]::V,узысці,உயர எழு
740,untergehen[Sonne]::V,зайсці,பொறுத்து
741,scheinen[Sonne]::V,свяціць,பிரகாசி
742,donnern::V,грымець,இடி
743,wehen::V,дзьмуць,வீசு
744,strömen::V,ліцца,பாயதல்
745,fließen::V,цячы,நீரோட்டம் போக்கில் போ
746,sich drehen::V,круціцца,சுழல்
747,sich drehen::V,варочацца,சுழல்
748,schwanken::V,хістацца,தள்ளாடு
749,schwingen::V,гайдацца,ஆடு
750,schwingen::V,калыхацца,ஆடு
751,fallen::V,падаць,விழு
752,brennen::V,гарэць,எரி
753,rauchen::V,дымець,பகை பிடி
754,regnen::V,дажджыць,மழை பெய்
755,gefrieren::V,замерзнуць,உறைந்துவிடு
756,tauen::V,раставаць,உருகு
757,schmelzen::V,плавіцца,உருகு
758,trocknen::V,сохнуць,உலர்த்து
759,sieden::V,кіпець,கொதிக்க வை
760,faulen::V,гнісці,அழுகச் செய்
761,verfaulen::V,згнісці,அழுகச் செய்
762,reißen::V,ірвацца,திடீரென அறு
763,versinken::V,тануць,மூழ்கு
764,vergehen::V,праходзіць,கடந்துசெல்
765,erscheinen::V,зʼявіцца,தோன்றச்
766,verschwinden::V,знікнуць,மறைந்து போ
767,sinken::V,спадаць,பதைவுறு
768,abnehmen::V,паменшыцца,குறை
769,zunehmen::V,павялічвацца,உயர்த்து
770,steigen::V,паднімацца,உயர எழு
771,wachsen::V,расці,வளர்
772,glänzen::V,блішчаць,மிளிர்
773,funkeln::V,бліскаць,பிரகாசி
774,lärmen::V,шумець,கொம்பு
775,läuten::V,званіць,மணியொலியிசை
776,klingeln::V,званіць,மணி அடி
777,klirren::V,бразгаць,கிலுங்கு
778,brausen::V,бушаваць,இரைதல்
779,rauschen::V,шастаць,சலசலப்பு
780,klingen::V,гучаць,சிலம்புதல்
781,bellen::V,брахаць,குரை
782,heulen::V,выць,ஊளையிடு
783,blasen::V,дзьмухнуць,ஊது
784,pfeifen::V,свістаць,சீழ்க்கை எழப்பு
785,schreien::V,крычаць,கூச்சலிடு
786,stöhnen::V,стагнаць,வேதனை
787,zittern::V,дрыжаць,நடுங்கு
788,leben::V,жыць,உயிருடனிரு
789,geboren werden::V,нарадзіцца,பிற
790,atmen::V,дыхаць,சுவாசி
791,trinken::V,піць,குடி
792,essen::V,есці,சாப்பிடு
793,schlucken::V,глытаць,முழுங்கு
794,müde werden::V,стаміцца,கையயர்தல்
795,einschlafen::V,заснуць,தூங்க
796,schlafen::V,спаць,தூங்கு
797,aufwachen::V,рассыпацца,எழுப்பு
798,aufstehen::V,устаць,எழுந்திரு
799,sich erholen::V,адпачываць,இளைப்பாறு
800,krank werden::V,захварэць,விழுதல்
801,krank sein::V,хварэць,நருக்கலாயிருக்க
802,schmerzen::V,балець,நோவுறு
803,husten::V,кашляць,இருமு
804,genesen::V,паправіцца,குணம் அடை
805,genesen::V,паздаравець,குணம் அடை
806,sterben::V,памерці,மரணமடை
807,umkommen::V,загінуць,நசி
808,sich bewegen::V,рухацца,நகர்த்து
809,sich rühren::V,варушыцца,அசை
810,sich erheben::V,устаць,எழுந்து நில்
811,sich setzen::V,сесці,உட்கார்
812,hinfallen::V,упасці,விழு
813,laufen::V,хадзіць,நட
814,schreiten::V,шагаць,கவடுவைத்தல்
815,schreiten::V,крочыць,கவடுவைத்தல்
816,spazierengehen::V,гуляць,உலவு
817,eilen::V,спяшацца,விரைந்து
818,sich beeilen::V,спяшацца,அவசரப்படுத்து
819,sausen::V,імчацца,விரைந்து செல்
820,rennen::V,бегаць,ஓடு
821,springen::V,скакаць,குதி
822,klettern::V,лазіць,ஏறு
823,schaukeln::V,гайдацца,தள்ளாடு
824,kriechen::V,поўзаць,மெதுவாக நடந்து செல்
825,schwimmen::V,плаваць,நீந்து
826,tauchen::V,ныраць,மூழ்கி நீச்சலடி
827,rudern::V,веславаць,துடுப்புப் போடு
828,fahren::V,ехаць,ஓட்டு
829,fliegen::V,лятаць,பற
830,gehen::V,ісці,போ
831,weggehen::V,пайсці,விலகிச் செல்
832,abfahren::V,адʼяжджаць,புறப்பட்டுச் செல்
833,anhalten::V,спыніцца,நின்றுவிடு
834,anhalten::V,затрымацца,நின்றுவிடு
835,hineingehen::V,уваходзіць,மறையச் செய்
836,eintreten::V,увайсці,நுழை
837,kommen::V,прыйсці,வா
838,ankommen::V,прыбыць,வநது சேர்
839,zurückkommen::V,вярнуцца,திரும்பி வா
840,bleiben::V,застацца,இரு
841,warten::V,чакаць,தாமதி
842,erwarten::V,чакаць,எதிர்நோக்கு
843,suchen::V,шукаць,தேடு
844,finden::V,знайсці,கண்டுபிடி
845,versuchen::V,прабаваць,முயற்சி செய்
846,vorbereiten::V,падрыхтаваць,ஆயத்தம் செய்
847,lieben::V,кахаць,அன்பு செலுத்து
848,mögen::V,любіць,விரும்பு
849,lachen::V,смяяцца,சிரி
850,rühren::V,расчуліць,இதயத்தைத் தொடு
851,weinen::V,плакаць,அழு
852,schimpfen::V,лаяцца,சாபமிடு
853,sich ärgern::V,сердаваць,கோப்பபடு
854,sich fürchten::V,баяцца,பயப்படு
855,fürchten::V,баяцца,பயப்படுத்து
856,fliehen::V,уцякаць,ஓடு
857,flüchten::V,уцячы,தப்பிவிடு
858,sehen::V,бачыць,பார்
859,anschauen::V,паглядзець,கூர்ந்து கவனி
860,ansehen::V,глядзець,கவனி
861,hören::V,чуць,கேள்
862,zuhören::V,слухаць,சுவைத்துப் பார்
863,probieren::V,каштаваць,ருசி
864,riechen::V,нюхаць,முகர்ந்து பார்
865,fühlen::V,адчуваць,தொட்டுணர்
866,scheinen::V,здавацца,காணப்படு
867,zu sehen sein::V,віднецца,தோன்றுதல்
868,vernehmen::V,пачуць,கேள்
869,frieren::V,мёрзнуць,குதுகுதுகு
870,tun::V,рабіць,செய்
871,können::V,умець,இயல்வது
872,wollen::V,хацець,விரும்பு
873,anfangen::V,пачаць,தொடங்கு
874,beenden::V,закончыць,முடி
875,aufhören::V,перастаць,நிறுத்து
876,gelingen::V,удацца,வெற்றி
877,geraten::V,аказацца,ஏற்படுத்து
878,öffnen::V,адчыніць,திற
879,schließen::V,зачыніць,மூடு
880,stellen::V,паставіць,வை
881,setzen::V,пасадзіць,வை
882,legen::V,класці,பரப்பி வை
883,berühren::V,чапаць,பதி
884,verbinden::V,звязаць,சேர்
885,bedecken::V,накрыць,உறைபோடு
886,aufhängen::V,павесіць,தொங்கவிடு
887,anzünden::V,запаліць,எரியூட்டு
888,aufheben::V,падняць,பொறுக்கி எடு
889,zurücklassen::V,пакінуць,விட்டுச் செல்
890,verlieren::V,згубіць,இழ
891,fallen lassen::V,упусціць,அளவில் குறைவு
892,machen::V,зрабіць,தயார்செய்
893,herstellen::V,вырабіць,உற்பத்தி செய்
894,bauen::V,будаваць,கட்டு
895,reparieren::V,правіць,பழுது பார்
896,verbessern::V,палепшыць,மேம்படுத்து
897,ändern::V,змяніць,மாற்றி அமை
898,graben::V,капаць,குழி வெட்டு
899,beugen::V,сагнуць,வனை
900,biegen::V,пагнуць,வனை
901,drehen::V,вярцець,சுழல்
902,wenden::V,павярнуць,குடைகவிழு
903,umdrehen::V,перавярнуць,சுற்றும் முற்றும் பார்
904,heben::V,падымаць,தூக்கு
905,hochheben::V,падняць,தூக்கு
906,ergreifen::V,схапіць,பறி
907,ergreifen::V,схваціць,பறி
908,halten::V,трымаць,பிடித்துக் கொள்
909,drücken::V,націскаць,அழுத்து
910,schieben::V,пхаць,தள்ளு
911,schieben::V,штурхаць,தள்ளு
912,kratzen::V,скрэбці,கீறு
913,lecken::V,лізаць,நக்கு
914,beißen::V,кусаць,கடி
915,abreißen::V,адарваць,கிழி
916,abschneiden::V,адрэзаць,வெட்டி எடு
917,binden::V,вязаць,கட்டு
918,stecken::V,уваткнуць,பதிய வை
919,brechen::V,зламаць,உடை
920,klopfen::V,стукаць,தட்டு
921,hauen::V,біць,அடி
922,kleben::V,клеіць,ஒட்டு
923,reiben::V,церці,தேய்
924,streichen::V,намазаць,பரவச்செய்
925,schleifen::V,тачыць,அரை
926,schneiden::V,рэзаць,துண்டாக்கு
927,rütteln::V,хістаць,மெல்ல தள்ளு
928,schütteln::V,трэсці,குலுக்கு
929,schwenken::V,махаць,ஊஞ்சலாடு
930,schütten::V,наліць,ஊற்று
931,füllen::V,напоўніць,நிரப்பு
932,einwickeln::V,загарнуць,சுற்று
933,tragen::V,несці,எடுத்துச் செல்
934,schleppen::V,цягнуць,இழுத்துச் செல்
935,ziehen::V,цягнуць,இழு
936,aufbewahren::V,захоўваць,வைத்துக் கொள்
937,werfen::V,кідаць,வீசி எறி
938,fangen::V,лавіць,பிடி
939,packen::V,схапіць,பிடித்துக்கொள்
940,packen::V,схваціць,பிடித்துக்கொள்
941,verstecken::V,схаваць,மறை
942,teilen::V,раздзяліць,பாகங்களாகப் பிரி
943,schicken::V,пасылаць,அனுப்பு
944,bringen::V,прынесці,கொண்டு வா
945,hinzufügen::V,дабавіць,சேர்
946,bekommen::V,дастаць,பெறு
947,erhalten::V,атрымаць,பெறு
948,nehmen::V,ўзяць,எடு
949,wählen::V,выбраць,தேர்ந்தெடு
950,auswählen::V,адабраць,தேர்ல்தெடு
951,bewahren::V,захаваць,கெடாது பேணு
952,behindern::V,перашкаджаць,தடங்கல் செய்
953,verderben::V,сапсаваць,நாசமாக்கு
954,beschädigen::V,пашкодзіць,சேதப்படுத்து
955,zerbrechen::V,разбіць,உடை
956,zerreißen::V,разадраць,கிழி
957,zerstören::V,разбурыць,அழி
958,verbrennen::V,спаліць,எரியூட்டு
959,geben::V,даць,கொடு
960,reichen::V,перадаць,வழங்கு
961,schenken::V,дарыць,மொயத்தல்
962,versprechen::V,абяцаць,உறுதியளி
963,wünschen::V,жадаць,ஆசைப்படு
964,loben::V,хваліць,புகழ்ச்சி கூறு
965,küssen::V,цалаваць,முத்தமிடு
966,wiegen::V,гушкаць,ஆட்டுத்தல்
967,wiegen::V,калыхаць,ஆட்டுத்தல்
968,zudecken::V,накрыць,உறைபோடு
969,wecken::V,пабудзіць,எழுப்பு
970,zeigen::V,паказаць,காட்டு
971,führen::V,весці,வழிகாட்டி
972,lehren::V,вучыць,சொல்லிக் கொடு
973,unterrichten::V,выкладаць,அறிவுரை கூறு
974,aufziehen::V,выхаваць,வளர்
975,leiten::V,кіраваць,அழைத்துச் செல்
976,antreiben::V,падганяць,தூண்டு
977,lassen::V,прымусіць,விடு
978,einladen::V,запрасіць,அழை
979,vereinigen::V,абʼяднаць,ஒன்றாகச் சேர்
980,besuchen::V,наведаць,வருகை புரி
981,treffen::V,сустрэць,சந்தி
982,sich versammeln::V,сабрацца,தொகுப்பு
983,spielen::V,гуляць,விளையாடு
984,singen::V,пець,பாடு
985,singen::V,спяваць,பாடு
986,tanzen::V,танцаваць,நடனமாடு
987,sich trennen::V,расстацца,தனிப்படடுத்து
988,verlassen::V,пакінуць,கைவிடு
989,retten::V,выратаваць,காப்பாற்று
990,bewachen::V,ахоўваць,காவல் செய்
991,schützen::V,уберагаць,பாதுகாப்பு செய்
992,verteidigen::V,абараніць,எதிர்த்து நில்
993,sich schlagen::V,біцца,பூசலிடு
994,sich schlagen::V,драцца,பூசலிடு
995,schießen::V,страляць,சுட்டுக் கொல்
996,siegen::V,перамагчы,வெற்றி பெறு
997,ärgern::V,злаваць,எரிச்சலூட்டு
998,schlagen::V,ударыць,அடி
999,treten::V,штурхаць,உதை
1000,stechen::V,укалоць,கொட்டு
1001,stoßen::V,папхнуць,நெருக்கு
1002,stehlen::V,украсці,திருடு
1003,stören::V,перашкодзіць,தொல்லைகொடு
1004,belästigen::V,дакучаць,தொல்லை கொடு
1005,verbergen::V,скрыць,மறை
1006,verbergen::V,схаваць,மறை
1007,täuschen::V,падмануць,ஏமாற்று
1008,betrügen::V,змахляваць,ஏமாற்று
1009,töten::V,забіць,கொல்
1010,wohnen::V,жыць,தங்கியிரு
1011,arbeiten::V,працаваць,வேலை செய்
1012,sammeln::V,сабраць,ஒன்றுசேர்
1013,pflücken::V,зрываць,கொய்து எடு
1014,jagen::V,паляваць,வேட்டையாடு
1015,fischen::V,рыбачыць,மீன் பிடி
1016,fassen::V,злавіць,பிடி
1017,hüten::V,пасвіць,காவல் செய்
1018,treiben::V,гнаць,ஓட்டு
1019,anbinden::V,прывязаць,கட்டு
1020,füttern::V,карміць,உணவளி
1021,melken::V,даіць,பால் கற
1022,hacken::V,сячы,வெட்டி எடு
1023,gießen::V,паліць,நீர்ப் பாய்ச்சு
1024,reifen::V,паспець,பழு
1025,zubereiten::V,зварыць,சமையல் செய்
1026,zubereiten::V,згатаваць,சமையல் செய்
1027,kochen::V,варыць,வேகவை
1028,backen::V,пячы,வெப்பத்தில் வாட்டு
1029,braten::V,смажыць,பொரியச் செய்
1030,umrühren::V,перамяшаць,கலக்கு
1031,stricken::V,вязаць,பின்னியிழை
1032,nähen::V,шыць,தையல் வேலை செய்
1033,färben::V,пафарбаваць,வண்ணம் பெறச் செய்
1034,reinigen::V,ачысціць,சுத்தம் செய்
1035,waschen::V,мыць,கழுவு
1036,abwischen::V,выцерці,துடை
1037,spülen::V,паласкаць,அலசு
1038,fegen::V,падмятаць,பெறுக்கு
1039,kehren::V,месці,பெறுக்கு
1040,baden::V,купацца,குளி
1041,sich waschen::V,мыцца,கழுவு
1042,ausziehen::V,зняць,கழற்று
1043,anziehen::V,надзець,புனைதல்
1044,sich anziehen::V,адзецца,உடுத்துதல்
1045,kämmen::V,прычасаць,தலை வாரிக் கொள்
1046,schmücken::V,аздобіць,அழகுபடுத்து
1047,sagen::V,сказаць,சொல்
1048,sprechen::V,гаварыць,பேசு
1049,reden::V,размаўляць,பெசு
1050,sich unterhalten::V,гутарыць,இயல்பாக பேசிக்கொண்டிரு
1051,fragen::V,спытаць,கேள்
1052,bitten::V,прасіць,வேண்டு
1053,erzählen::V,расказаць,சொல்
1054,mitteilen::V,паведаміць,சொல்
1055,nennen::V,назваць,பெயரிடுதல்
1056,rufen::V,зваць,கூச்சலிடு
1057,prahlen::V,хваліцца,தற்பெருமை பேசு
1058,übersetzen::V,перакласці,மொழிபெயர்ப்பு செய்
1059,denken::V,думаць,யோசி
1060,glauben::V,верыць,நம்பு
1061,bemerken::V,заўважыць,கவனி
1062,erkennen::V,пазнаць,அடையாளம் கண்டுகொள்
1063,begreifen::V,спасцігнуць,பற்றிக்கொள்
1064,verstehen::V,пачуць,புரிந்து கொள்
1065,lernen::V,вучыцца,கற்றுக்கொள்
1066,wissen::V,знаць,தெரிந்திரு
1067,sich erinnern an::V,памятаць,நினைவு கூர்
1068,vergessen::V,забыць,மற
1069,messen::V,мераць,அளவிடு
1070,zählen::V,лічыць,எண்ணு
1071,rechnen::V,лічыць,கணக்கிடு
1072,lesen::V,чытаць,படி
1073,malen::V,маляваць,வண்ணச்சித்திரம்
1074,zeichnen::V,рысаваць,வரை
1075,schreiben::V,пісаць,எழுது
1076,besitzen::V,мець,உடைமையாகக் கொண்டிரு
1077,kaufen::V,купіць,வாங்கு
1078,verkaufen::V,прадаць,விற்பனை செய்
1079,bezahlen::V,заплаціць,இறுத்தல்
1080,zahlen::V,плаціць,பணம் செலுத்து
1081,beherrschen::V,уладаць,ஆட்சிசெய்
1082,beherrschen::V,валодаць,ஆட்சிசெய்
1083,ertragen::V,выцерпець,தாங்கு
