,Concept_ID,lbe,cv
62,Sonne::N,баргъ,хӗвел
63,Mond::N,барз,уйӑх
64,Stern::N,цӏуку,ҫӑлтӑр
65,Luft::N,гьава,сывлӑш
66,Wind::N,марч,ҫил
67,Welle::N,щатӏи,хум
68,Wasser::N,щин,шыв
69,Wasser::N,щин,шыв-шур
70,Stein::N,чару,чул
71,Boden::N,аьрщи,тӑпра
72,Erde::N,аьрщи,ҫӗр
73,Staub::N,ххит,тусан
74,Rauch::N,пуркӏу,тӗтӗм
75,Funke::N,пиягь,хӗм
76,Feuer::N,цӏу,вут
77,Feuer::N,цӏу,ҫулӑм
78,Licht::N,чани,ҫутӑ
79,Schatten::N,ххют,сулхӑн
80,Wetter::N,гьава,ҫанталӑк
81,Nebel::N,шархь ттурлу,тӗтре
82,Wolke::N,ттурлу,пӗлӗт
83,Regen::N,гъарал,ҫумӑр
84,Schnee::N,марххала,юр
85,Eis::N,микӏ,пӑр
86,Frost::N,дяркъу,сивӗ
87,Frost::N,замгьар,сивӗ
88,Kälte::N,дяркъу,сивӗ
89,Hitze::N,кӏиришиву,вӗри
90,Hitze::N,кӏиришиву,шӑрӑх
91,Raureif::N,сил,пас
92,Raureif::N,бурса,пас
93,Regenbogen::N,ссурул ккуртта,асамат кӗперӗ
94,Donner::N,къув,аслати
95,Strömung::N,экьинанаву,юхӑ
96,Tropfen::N,кӏунтӏ,тумлам
97,Schaum::N,хьама,кӑпӑк
98,Schmutz::N,кьяркьи,пылчӑк
99,See::N,бяр,кӳлӗ
100,Sumpf::N,кунцӏа,шур
101,Sumpf::N,кунцӏа,шурлӑх
102,Wiese::N,кьан,улӑх
103,Wiese::N,кьан,ҫаран
104,Wald::N,вацӏа,вӑрман
105,Hügel::N,бакӏу,сӑрт
106,Hügel::N,бакӏу,тӗмеске
107,Berg::N,зунтту,ту
108,Gipfel::N,мицӏ,тӳпе
109,Höhle::N,нух,ҫӗр хӑвӑлӗ
110,Abhang::N,сун,тӑвайкки
111,Quelle::N,дайдихьу,ҫӑл куҫ
112,Quelle::N,бакӏ,ҫӑл куҫ
113,Bach::N,чӏрир нех,пӗчӗк шыв
114,Fluss::N,нех,юхан шыв
115,Ufer::N,зума,ҫыран
116,Küste::N,зумаинхалу,тинӗс ҫыранӗ
117,Küste::N,зуманицӏалу,тинӗс ҫыранӗ
118,Festland::N,кьири,тип ҫӗр
119,Meer::N,хьхьири,тинӗс
120,Insel::N,жазира,утрав
121,Blume::N,тӏутӏи,чечек
122,Gras::N,уртту,курӑк
123,Wurzel::N,мархха,тымар
124,Baum::N,мурхь,йывӑҫ
125,Stamm::N,ттарцӏ,вулӑ
126,Rinde::N,ккамара,хуйӑр
127,Ast::N,матӏи,турат
128,Zweig::N,къяртта,турат
129,Blatt::N,чӏапӏи,ҫулҫӑ
130,Birke::N,кӏялахӏи,хурӑн
131,Birke::N,кӏялахӏилул мурхь,хурӑн
132,Kiefer[Baum]::N,ттар,хыр
133,Kiefer[Baum]::N,ттарлил мурхь,хыр
134,Weide[Baum]::N,щавщи,хӑва
135,Tanne::N,ттарлил мурхь,чӑрӑш
136,Horn::N,хъи,мӑйрака
137,Feder::N,лелуххул тӏиму,тӗк
138,Fell::N,бурчу,ҫӑм
139,Flügel::N,хъа,ҫунат
140,Flügel::N,ххурупӏайрал тӏиму,ҫунат
141,Klaue::N,михь,чӗрне
142,Kralle::N,ххяппа,ура
143,Schwanz::N,магъ,хӳре
144,Ei::N,ккунук,ҫӑмарта
145,Nest::N,кюру,йӑва
146,Bau::N,цукъуккутӏ,йӗнӗ
147,Tier::N,хӏайван,выльӑх
148,Herde::N,газу,кӗтӳ
149,Kuh::N,оьл,ӗне
150,Bulle::N,ниц,вӑкӑр
151,Pferd::N,чу,лаша
152,Schaf::N,тта,сурӑх
153,Schwein::N,дунгъуз,сысна
154,Hund::N,ккаччи,йытӑ
155,Katze::N,ччиту,кушак
156,Bär::N,цуша,упа
157,Eichhörnchen::N,бюрхттукку,пакша
158,Elch::N,ниц-бюрин,пӑши
159,Fuchs::N,цулчӏа,тилӗ
160,Fuchs::N,куча цулчӏа,тилӗ
161,Hase::N,бюрх,куян
162,Hase::N,бюрх,мулкач
163,Maus::N,кӏулу,шӑши
164,Wolf::N,барцӏ,кашкӑр
165,Vogel::N,лелуххи,кайӑк
166,Vogel::N,лелуххи,вӗҫен кайӑк
167,Schwarm::N,гьухъала,ушкӑн
168,Huhn::N,аьнакӏи,чӑх
169,Huhn::N,аьнакӏи,чӑхӑ
170,Hahn::N,ажари,автан
171,Gans::N,къаз,хур
172,Adler::N,барзу,ӑмӑрт кайӑк
173,Ente::N,урдак,кӑвакал
174,Eule::N,ису,тӑмана
175,Eule::N,ччиккумяв,тӑмана
176,Kranich::N,кьурукь,тӑрна
177,Krähe::N,хъатӏу,ула курак
178,Kuckuck::N,ччикку,куккук
179,Schwan::N,урттил къаз,акӑш
180,Fisch::N,чавахъ,пулӑ
181,Schlange[Tier]::N,шатта,ҫӗлен
182,Wurm::N,кьюнукьай шатта,ӑман
183,Spinne::N,ххялцу,эрешмен
184,Ameise::N,митӏикьукьу,кӑткӑ
185,Mücke::N,мичӏак,вӑрӑм туна
186,Fliege::N,зимиз,шӑна
187,Schmetterling::N,чӏимучӏали,лӗпӗш
188,Beere::N,хӏаллил ахъулсса,ҫырла
189,Apfel::N,гьивч,улма
190,Apfel::N,гьивч,пан улми
191,Pilz::N,ттуккул иис,кӑмпа
192,Zwiebel::N,лаччул чсмусул бакӏ,сухан
193,Saat::N,гьанна,вӑрӑ
194,Korn::N,къама,тӗшӗ
195,Korn::N,къама,пӗрчӗ
196,Heu::N,ххулув,утӑ
197,Schale::N,ккиртту,хупӑ
198,Grube::N,кӏаланг,шӑтӑк
199,Falle::N,къатӏа,тапӑ
200,Falle::N,къатӏа,капкӑн
201,Schlinge::N,хӏатӏ,йӑлӑ
202,Spur::N,ша,йӗр
203,Asche::N,лах,кӗл
204,Dreck::N,кьяркьи,пылчӑк
205,Dreck::N,венп,пылчӑк
206,Eisen::N,мах,тимӗр
207,Gold::N,муси,ылтӑн
208,Silber::N,арцу,кӗмӗл
209,Kohle::N,кӏалаш,кӑмрӑк
210,Kohle::N,хъуручӏ,кӑмрӑк
211,Glas::N,пюрун,кӗленче
212,Lehm::N,сина аьрщи,тӑм
213,Sand::N,къун,хӑйӑр
214,Mensch::N,инсан,ҫын
215,Mensch::N,инсан,этем
216,Mann::N,чув,ар
217,Mann::N,адимина,ар
218,Frau::N,щарсса,хӗрарӑм
219,Frau::N,хъамитайпа,хӗрарӑм
220,Kind::N,чӏиви оьрчӏ,ача
221,Junge::N,оьрчӏ,ача
222,Junge::N,оьрчӏ,ар ҫын ача
223,Junge::N,бурхьин оьрчӏ,ача
224,Junge::N,бурхьин оьрчӏ,ар ҫын ача
225,Mädchen::N,душ,хӗр ача
226,Familie::N,кулпат,ҫемье
227,Familie::N,кулпат,кил-йыш
228,Großvater::N,ттатта,кукаҫи
229,Großvater::N,ниттил ппу,кукаҫи
230,Großmutter::N,буттал нину,кукамай
231,Eltern::N,нину-ппу,аҫа-ама
232,Vater::N,ппу,атте
233,Mutter::N,нину,анне
234,Sohn::N,арс,ывӑл
235,Tochter::N,душ,хӗр
236,Bruder::N,уссу,ар тӑван
237,Schwester::N,ссу,аппа
238,Schwester::N,ссу,йӑмӑк
239,Onkel::N,буттауссу,мучи
240,Onkel::N,буттауссу,пичче
241,Tante::N,буттал ссу,аппа
242,Ehemann::N,лас,упӑшка
243,Ehefrau::N,щар,арӑм
244,Ehefrau::N,щарсса,арӑм
245,Freude::N,шадшиву,савӑнӑҫ
246,Freude::N,шадшиву,хаваслӑх
247,Freude::N,ххаришиву,савӑнӑҫ
248,Freude::N,ххаришиву,хаваслӑх
249,Gelächter::N,хъяхъаву,кулӑ
250,Glück::N,талихӏ,телей
251,Glück::N,талихӏ,ӑраскал
252,Kummer::N,дард,хурлӑх
253,Wunsch::N,мурад,ӗмӗт
254,Wunsch::N,мурад,кӑмӑл
255,Lust::N,гьавас,кӑмӑл
256,Lust::N,ччаву,кӑмӑл
257,Geist::N,рухӏ,чун-чӗм
258,Geist::N,рухӏ,ыр-усал
259,Geist::N,рухӏ,чун хавалӗ
260,Gedanke::N,пикри,шухӑш
261,Gedächtnis::N,дакӏний личӏаву,ас
262,Verstand::N,аькьлу,ӑс
263,Verstand::N,аькьлу,ӑс-тӑн
264,Verstand::N,аькьлу,ӑс-хакӑл
265,Sinn::N,мяъна,тупсӑм
266,Sinn::N,мяъна,пӗлтерӗш
267,Grund::N,багьана,сӑлтав
268,Wahrheit::N,тӏайламур,чӑнлӑх
269,Wahrheit::N,хӏакьмур,чӑнлӑх
270,Gespräch::N,ихтилат,калаҫу
271,Märchen::N,магьа,юмах
272,Erzählung::N,хавар,акалав
273,Erzählung::N,хавар,каласа пани
274,Nachricht::N,хавар,хыпар
275,Neuigkeit::N,хавар,ҫӗнӗ хыпар
276,Name::N,цӏа,ят
277,Rätsel::N,ссигьа,сутмалли юмах
278,Rede::N,гъалгъа,сӑмах
279,Sprache::N,маз,чӗлхе
280,Stimme::N,чӏу,сасӑ
281,Stimme::N,чӏукӏа,сасӑ
282,Wort::N,махъ,сӑмах
283,Zeichen::N,лишан,паллӑ
284,Lärm::N,чӏу,шав
285,Laut::N,чӏу,сасӑ
286,Ton::N,чӏу,сасӑ
287,Lied::N,балай,юрӑ
288,Ruhe::N,дигьалагру,канӑҫлӑх
289,Ruhe::N,дигьалагру,лӑпкӑлӑх
290,Leute::N,инсантал,ҫамрӑксем
291,Leute::N,инсантал,ҫамрӑк ҫынсем
292,Volk::N,ил,халӑх
293,Volk::N,халкь,халӑх
294,Arbeit::N,заву,ӗҫхӗл
295,Arbeit::N,заву,ӗҫлев
296,Gast::N,хъамаличу,хӑна
297,Geschenk::N,бухчакарши,парне
298,Geschenk::N,бухчакарши,кучченеҫ
299,Geschenk::N,лажинккакку,парне
300,Geschenk::N,лажинккакку,кучченеҫ
301,Spiel::N,тӏуркӏу,вӑйӑ
302,Gesellschaft::N,жямат,общество
303,Gesellschaft::N,ккуран,общество
304,Hilfe::N,кумаг,пулӑшу
305,Freund::N,дус,тус
306,Kamerad::N,хӏаласу,юлташ
307,Kamerad::N,хӏаласу,тус
308,Angelegenheit::N,иш,ӗҫ
309,Anzahl::N,аьдад,йыш
310,Anzahl::N,аьдад,хисеп
311,Art::N,жинс,тӗс
312,Stück::N,касак,татӑк
313,Teil::N,бутӏа,пай
314,Hälfte::N,дачӏи,ҫурӑ
315,Kreis::N,кюрщан,ункӑ
316,Kreis::N,кюрщан,ҫавракӑш
317,Kreuz::N,ххач,хӗрес
318,Linie::N,щва,йӗр
319,Strich::N,щва,йӗр
320,Abstand::N,манзил,хушӑ
321,Entfernung::N,манзил,хушӑ
322,Gegend::N,кӏану,вырӑн
323,Ort::N,кӏану,вырӑн
324,Seite::N,чул,ен
325,Seite::N,чул,аяк
326,Seite::N,чул,айӑк
327,Seite::N,чулухалу,ен
328,Seite::N,чулухалу,аяк
329,Seite::N,чулухалу,айӑк
330,Mitte::N,дя,варӑ
331,Gegenstand::N,зат,япала
332,Sache::N,зат,япала
333,Rand::N,зума,вӗҫ
334,Rand::N,зума,хӗрӗ
335,Rand::N,зума,хӗрри
336,Ecke::N,мурцӏу,кӗтес
337,Spitze::N,мицӏ,вӗҫ
338,Ende::N,зума,вӗҫ
339,Loch::N,ккутӏ,шӑтӑк
340,Winkel::N,мурцӏу,кӗтес
341,Muster::N,накьич,эреш
342,Länge::N,лахъишиву,вӑрӑмӑш
343,Höhe::N,лахъшиву,ҫӳллӗш
344,Gewicht::N,дуццин,виҫе
345,Gewicht::N,дуццин,йывӑрӑш
346,Gewicht::N,кӏушиву,виҫе
347,Gewicht::N,кӏушиву,йывӑрӑш
348,Haufen::N,бакӏу,купа
349,Reihe::N,кьюкьа,рет
350,Boot::N,луткка,кимӗ
351,Ruder::N,весло,кӗсмен
352,Ruder::N,чӏатӏа,кӗсмен
353,Schlitten::N,чана,ҫуна
354,Schlitten::N,санкка,ҫуна
355,Ski::N,лижарду,йӗлтӗр
356,Lagerfeuer::N,къавтӏн,вут
357,Lagerfeuer::N,къавтӏн,кӑвайт
358,Last::N,гьиву,сулмаклӑх
359,Last::N,гьиву,йывӑр япала
360,Gang::N,нанаву,куҫӑм
361,Schritt::N,ша,утӑм
362,Schritt::N,ша,пусӑм
363,Norden::N,ухссав,ҫурҫӗр
364,Norden::N,ухссавнил чулухалу,ҫурҫӗр
365,Süden::N,кьилва,кӑнтӑр
366,Westen::N,баргълагавал,анӑҫ
367,Westen::N,баргълагавал,хӗвел анӑҫ
368,Westen::N,баргълагавал чул,анӑҫ
369,Westen::N,баргълагавал чул,хӗвел анӑҫ
370,Osten::N,баргъбуккай чулухалу,хӗвел тухӑҫ
371,Holz::N,тӏама,йывӑҫ
372,Brett::N,тахта,хӑма
373,Platte::N,гъуни,плита
374,Stütze::N,гьалакӏу,ура
375,Stange::N,къазихъ,шерте
376,Stock::N,ттархь,патак
377,Stab::N,ччантӏакъу,шӑчӑ
378,Rohr::N,бургъу,пӑрӑх
379,Haus::N,къатта,ҫурт
380,Heim::N,къатта,кил
381,Ofen::N,пач,кӑмака
382,Fußboden::N,чӏанкъатта,урай
383,Tisch::N,усттул,сӗтел
384,Stuhl::N,кӏану,пукан
385,Wiege::N,оьрчӏал кӏану,сӑпка
386,Bett::N,тах,кравать
387,Regal::N,чӏаму,ҫӳлӗк
388,Regal::N,чӏаму,сентре
389,Kiste::N,яшикӏ,ещӗк
390,Kiste::N,яшикӏ,сунтӑх
391,Kiste::N,къурши,ещӗк
392,Kiste::N,къурши,сунтӑх
393,Fenster::N,чӏавахьулу,чӳрече
394,Tür::N,нуз,алӑк
395,Tür::N,нузкьун,алӑк
396,Tor::N,къапу,хапха
397,Tor::N,дарваза,хапха
398,Zaun::N,дайгьузанну,хӳме
399,Dach::N,магъи,тӑрӑ
400,Dach::N,цӏиялу,тӑрӑ
401,Leiter::N,чуртту,пусма
402,Besen::N,чӏатлу,шӑпӑр
403,Spaten::N,бил,кӗреҫе
404,Schaufel::N,чӏатӏа,кӗреҫе
405,Gabel::N,гьиссилу,вилка
406,Löffel::N,къуса,кашӑк
407,Messer::N,чӏила,ҫӗҫӗ
408,Nagel::N,мяр,пӑта
409,Netz::N,къери,тетел
410,Haken::N,къича,йӑрхах
411,Haken::N,къича,ҫекӗл
412,Griff::N,куяму,хӑлӑп
413,Schloss::N,кьункьула,ҫӑра
414,Bild::N,сурат,сӑн
415,Bild::N,сурат,сӑнлӑх
416,Bild::N,сурат,картина
417,Puppe::N,ссихьу,пукане
418,Beutel::N,чантай,михӗ
419,Bündel::N,гьи,ҫыхӑ
420,Bündel::N,гьи,тӗрке
421,Bündel::N,къар,ҫыхӑ
422,Bündel::N,къар,тӗрке
423,Eimer::N,бадра,витре
424,Deckel::N,къапаза,хупӑ
425,Geschirr::N,пюрунчӏул,савӑт-сапа
426,Geschirr::N,тӏахӏникӏичӏу,савӑт-сапа
427,Sack::N,къап,михӗ
428,Sack::N,дарваг,михӗ
429,Tasse::N,пижан,курка
430,Tasse::N,пинжан,курка
431,Tasse::N,инкираччатӏи,курка
432,Tasse::N,цинцилттал бушкъап,курка
433,Topf::N,кӏункӏур,кастрюль
434,Kessel::N,чаг,хуран
435,Kessel::N,кӏункӏур,хуран
436,Essen::N,дукия,апат
437,Essen::N,дукин,апат
438,Nahrung::N,дукра,апат-ҫимӗс
439,Speise::N,дукра,апат
440,Speise::N,дукра,ҫимӗҫ
441,Fleisch::N,дикӏ,аш
442,Fleisch::N,дикӏ,какай
443,Getreide::N,къама,тырӑ
444,Brei::N,ккурч,пӑтӑ
445,Brot::N,ччатӏ,ҫӑкӑр
446,Scheibe::N,парча,чӗлӗ
447,Scheibe::N,парча,касӑк
448,Fett::N,аьгъушиву,ҫу
449,Butter::N,нагь,ҫу
450,Butter::N,лагаву,ҫу
451,Salz::N,цӏву,тӑвар
452,Suppe::N,накь,яшка
453,Honig::N,ницӏ,пыл
454,Milch::N,накӏ,сӗт
455,Tee::N,чяй,чей
456,Leder::N,бурчу,сӑран
457,Wolle::N,ппал,ҫӑм
458,Stoff::N,янна,тӗртӗм
459,Nadel::N,ххалаххи,йӗп
460,Faden::N,ххал,ҫип
461,Knopf::N,банд,тӳме
462,Knoten::N,къурхъ,йӑлӑ
463,Farbe::N,сир,сӑрӑ
464,Kleidung::N,янна,тум
465,Kleidung::N,янна,ҫипуҫ
466,Kleidung::N,янна,тум-тир
467,Kleidung::N,лаххия,тум
468,Kleidung::N,лаххия,ҫипуҫ
469,Kleidung::N,лаххия,тум-тир
470,Hemd::N,гьухъа,кӗпе
471,Kragen::N,дарвач,ҫуха
472,Ärmel::N,кахха,ҫанӑ
473,Hose::N,хӏажак,шӑлавар
474,Gürtel::N,мухӏлу,пиҫиххи
475,Mütze::N,кьяпа,ҫӗлӗк
476,Stiefel::N,чакма,атӑ
477,Ring::N,кӏисса,ҫӗрӗ
478,Band::N,линт,хаю
479,Band::N,линт,йӗсме
480,Kamm::N,ттарал,тура
481,Spiegel::N,дагьани,тӗкӗр
482,Spiegel::N,дагьани,куҫ кӗски
483,Riemen::N,эн,чӗн
484,Schnur::N,хьхьа,кантра
485,Decke::N,виргъан,утиял
486,Kissen::N,кӏаралу,ҫытар
487,Kissen::N,кӏаралу,минтер
488,Tuch::N,карщи,тутӑр
489,Handtuch::N,калихьу,ал шӑлли
490,Handtuch::N,лажинлихьу,ал шӑлли
491,Kraft::N,эллаж,вӑй
492,Kraft::N,эллаж,хӑват
493,Stärke::N,гуж,хал
494,Stärke::N,гуж,хӑват
495,Gesundheit::N,цӏуллу-сагъшиву,хал
496,Gesundheit::N,цӏуллу-сагъшиву,сывлӑх
497,Krankheit::N,къашайшиву,чир
498,Schmerz::N,къюву,ырату
499,Wunde::N,щаву,суран
500,Fieber::N,кӏиришиву,сив чир
501,Arznei::N,дару,эмел
502,Brücke::N,ламу,кӗпер
503,Brunnen::N,къуй,ҫӑл
504,Brunnen::N,къуй,пусӑ
505,Weide::N,бизантту,ҫаран
506,Pfad::N,жегъир ххуллу,йӗр
507,Pfad::N,жегъир ххуллу,сукмак
508,Weg::N,ххуллу,ҫул
509,Weg::N,ххуллу,ҫул-йӗр
510,Straße::N,ххуллу,ҫӳрев
511,Straße::N,ххуллу,ҫул ҫӳрени
512,Dorf::N,щар,ял
513,Dorf::N,шяравалу,ял
514,Stadt::N,шагьру,хула
515,Brief::N,чагъар,ҫыру
516,Buch::N,лу,кӗнеке
517,Buchstabe::N,хӏарп,сас палли
518,Zeitung::N,кказит,хаҫат
519,Leben::N,оьрму,пурнӑҫ
520,Tod::N,ажал,вилӗм
521,Tod::N,бивкӏу,вилӗм
522,Tod::N,ивчӏаву,вилӗм
523,Grab::N,гьав,масар шӑтӑкӗ
524,Kirche::N,килиса,чиркӳ
525,Sünde::N,бунагъ,ҫылӑх
526,Gott::N,зал,турӑ
527,Arbeiter::N,зузала,рабочи
528,Chef::N,ялувма,пуҫлӑх
529,Meister::N,усттар,ӑста
530,Meister::N,усттар,мастер
531,Arzt::N,хӏакин,врач
532,Arzt::N,хӏакин,тухтӑр
533,Lehrer::N,учитель,учитель
534,Lehrer::N,учитель,вӗрентекен
535,Geld::N,арцу,укҫа
536,Geschäft::N,даву,бизнес
537,Laden::N,ттучан,магазин
538,Preis::N,багъа,хак
539,Ware::N,хъус,тавар
540,Nutzen::N,хайр,пайта
541,Nutzen::N,мюнпат,пайта
542,Reichtum::N,давлат,мул
543,Reichtum::N,аваданшиву,мул
544,Welt::N,дуниял,тӗнче
545,Land::N,билаят,ҫӗр-шыв
546,Staat::N,паччахӏлугъ,патшàлӑх
547,Macht::N,власть,власть
548,Grenze::N,дазу,чикӗ
549,Krieg::N,дяъви,вӑрҫӑ
550,Feind::N,душман,тӑшман
551,Gewalt::N,къия,ирӗксӗрлӳ
552,Kampf::N,лачӏуи уккаву,кӗрешӳ
553,Bogen[Waffe]::N,ккуртта,ухӑ
554,Pfeil::N,чӏатӏаракӏ,ҫӗмрен
555,Pfeil::N,чӏатӏаракӏ,ухӑ йӗппи
556,Gewehr::N,ттупанг,пӑшал
557,Fehler::N,гъалатӏ,йӑнӑш
558,Lüge::N,щялмахъ,суя
559,Lüge::N,щялмахъ,ултав
560,Schaden::N,зарал,сиен
561,Unglück::N,бала,шар
562,Unglück::N,бала,инкек
563,Schuld::N,тахсир,айӑп
564,Alter::N,оьрму,ҫул шучӗ
565,Schluss::N,ахир,пӗтни
566,Schluss::N,ахир,пӗтмӗш
567,Zeit::N,чӏун,вӑхӑт
568,Tag::N,кьини,кун
569,Morgen::N,кӏюрх,ир
570,Mittag::N,ахттайн,кӑнтӑрла
571,Mittag::N,дяахттайн,кӑнтӑрла
572,Mittag::N,ахттайн чӏун,кӑнтӑрла
573,Abend::N,маркӏачӏан,каҫ
574,Nacht::N,хьхьу,каҫ
575,Woche::N,нюжмар,эрне
576,Monat::N,барз,уйӑх
577,Jahr::N,шин,ҫулталӑк
578,Frühling::N,инт,ҫур
579,Frühling::N,инт,ҫуркунне
580,Sommer::N,гъи,ҫу
581,Sommer::N,гъи,ҫулла
582,Herbst::N,ссут,кӗр
583,Herbst::N,ссут,кӗркунне
584,Winter::N,кӏи,хӗл
585,Winter::N,кӏи,хӗлле
586,Januar::N,цалчинмур барз,январь
587,Februar::N,кӏилчинмур барз,февраль
588,Februar::N,кӏилчинмур барз,кӗҫӗн кӑрлач
589,März::N,шамилчинмур барз,март
590,März::N,шамилчинмур барз,пуш уйӑхӗ
591,April::N,апрель,апрель
592,April::N,мукьилчинмур барз,апрель
593,Mai::N,май,май
594,Mai::N,ххюлчинмур барз,май
595,Juni::N,июнь,июнь
596,Juni::N,ряххилчинмур барз,июнь
597,Juli::N,июль,июль
598,Juli::N,Арулчинмур барз,июль
599,August::N,мяйлчинмур барз,август
600,September::N,урчӏилчинмур барз,сентябрь
601,September::N,урчӏилчинмур барз,авӑн уйӑхӗ
602,Oktober::N,ацӏилчинмур барз,октябрь
603,November::N,ацӏния цалчинмур барз,ноябрь
604,Dezember::N,ацӏния кӏилчинмур барз,раштав
605,Dezember::N,ацӏния кӏилчинмур барз,декабрь
606,Montag::N,итин,тунти кун
607,Montag::N,итин кьини,тунти кун
608,Dienstag::N,тталат,ытлари кун
609,Dienstag::N,тталат кьини,ытлари кун
610,Mittwoch::N,арвахӏ,юн кун
611,Donnerstag::N,хамис,кӗҫнерни кун
612,Freitag::N,нюжмар,эрне кун
613,Freitag::N,нюжмар кьини,эрне кун
614,Samstag::N,ххуллун,шӑмат кун
615,Samstag::N,ххуллун кьини,шӑмат кун
616,Sonntag::N,алхӏат,вырсарни кун
617,Sonntag::N,алхӏат кьини,вырсарни кун
618,groß::A,бугъарасса,пысӑк
619,klein::A,чӏивисса,пӗчӗк
620,lang::A,лахъисса,вӑрӑм
621,kurz::A,кутӏасса,кӗске
622,breit::A,уттасса,сарлака
623,schmal::A,уттакӏюласса,ансӑр
624,dicht::A,ццунсса,йӑвӑ
625,dick[Gegenstand]::A,ганзсса,хулӑн
626,dünn::A,кӏюласса,ҫинҫе
627,dünn::A,кӏюласса,ҫӳхе
628,fest::A,цӏакьсса,тӗреклӗ
629,fest::A,кьянкьасса,тӗреклӗ
630,flach::A,баягъисса,лаптак
631,flach::A,цӏубакъасса,лаптак
632,flach::A,куртӏ дакъасса,лаптак
633,glatt::A,дюрчӏусса,такӑр
634,hart::A,кьянкьасса,хытӑ
635,weich::A,кӏукӏлусса,ҫемҫе
636,rund::A,ккурккисса,ҫавра
637,spitz::A,ярксса,шӗвӗр
638,spitz::A,дайлсса,шӗвӗр
639,spitz::A,мицӏ бусса,шӗвӗр
640,scharf::A,ярксса,ҫивӗч
641,scharf::A,дайлсса,ҫивӗч
642,scharf::A,мицӏ бусса,ҫивӗч
643,stumpf::A,къуркъасса,мӑка
644,stumpf::A,къуркъасса,пуклак
645,stumpf::A,къуркъасса,тӗрӗнчӗк
646,stumpf::A,къуркъасса,ӑнкарусӑр
647,schwer::A,кӏусса,йывӑр
648,schön::A,аьнтӏикӏасса,илемлӗ
649,heiß::A,кӏирисса,вӗри
650,warm::A,гъелисса,ӑшӑ
651,kalt::A,дяркъусса,сивӗ
652,kühl::A,дюхлулсса,уҫӑ
653,frisch::A,цӏусса,уҫӑ
654,feucht::A,атилсса,йӗпе
655,feucht::A,хъавтусса,йӗпе
656,nass::A,атилсса,нӳрӗ
657,nass::A,хъавтусса,нӳрӗ
658,trocken::A,кьавкьсса,типӗ
659,trocken::A,кьакьан бувсса,типӗ
660,voll::A,бувцӏусса,тулли
661,leer::A,бачӏвасса,пушӑ
662,offen::A,тӏивтӏусса,уҫӑ
663,geschlossen::A,лавкьусса,хупӑ
664,sauber::A,марцӏсса,таса
665,schmutzig::A,чапалсса,пылчӑклӑ
666,schmutzig::A,чапалсса,вараланчӑк
667,roh::A,шакъавхьсса,чӗрӗ
668,reif::A,дирсса,пулнӑ
669,reif::A,дирсса,пиҫӗхнӗ
670,reif::A,дирсса,аталаннӑ
671,reif::A,дирсса,пиҫсе ҫитнӗ
672,lecker::A,нахӏусса,тутлӑ
673,lecker::A,нахӏусса,техӗмлӗ
674,lecker::A,тӏааьнсса,тутлӑ
675,lecker::A,тӏааьнсса,техӗмлӗ
676,süß::A,нацӏусса,пылак
677,bitter::A,кьурчӏисса,йӳҫӗ
678,sauer::A,туршсса,йӳҫӗ
679,sauer::A,туршсса,йӳҫек
680,sauer::A,туршсса,кӑвасак
681,hell::A,чаннасса,ҫутӑ
682,dunkel::A,цӏансса,тӗттӗм
683,schwarz::A,лухӏисса,хура
684,weiß::A,кӏяласса,шурӑ
685,rot::A,ятӏулсса,хӗрлӗ
686,gelb::A,хъахъисса,сарӑ
687,blau::A,някӏсса,кӑвак
688,grün::A,щюлисса,симӗс
689,grün::A,щюлисса,пиҫмен
690,grün::A,щюлисса,ӑс пухман
691,grau::A,оьрусса,кӑвак
692,bunt::A,оьрчӏикӏурисса,чӑпар
693,billig::A,кьювкьусса,йӳнӗ
694,teuer::A,ххирасса,хаклӑ
695,wertvoll::A,багьасса,паха
696,blind::A,мурчӏисса,суккӑр
697,taub::A,къюкӏсса,хӑлхасӑр
698,kräftig::A,гужсса,хӑватлӑ
699,stark::A,кьянкьасса,вирлӗ
700,schwach::A,заэвсса,халсӑр
701,fett::A,бучсса,самӑр
702,fett::A,бучсса,мӑнтӑр
703,schlank::A,бювхъусса,йӑрӑс
704,schlank::A,бювхъусса,яштака
705,hübsch::A,янусса,хитре
706,böse::A,оьсса,усал
707,dumm::A,ахӏмакьсса,ухмах
708,faul::A,танмалсса,наян
709,faul::A,танмалсса,юлхав
710,faul::A,танмалсса,ӳркенчӗк
711,faul::A,курчӏилсса,наян
712,faul::A,курчӏилсса,юлхав
713,faul::A,курчӏилсса,ӳркенчӗк
714,fleißig::A,хӏарачат бусса,хастар
715,geizig::A,янттарцӏансса,хытӑ
716,klug::A,аькьлу бусса,ӑслӑ
717,geschickt::A,паргалсса,ӑста
718,lieb::A,аьзизсса,савнӑ
719,lustig::A,тяхъасса,хаваслӑ
720,sanft::A,иминсса,ачаш
721,hungrig::A,ккашилсса,выҫӑ
722,krank::A,къашавайсса,чирлӗ
723,nackt::A,кӏачӏасса,ҫара
724,traurig::A,пашмансса,салхуллӑ
725,lebendig::A,уттавасса,чӗрӗ
726,gut::A,ххуйсса,аван
727,gut::A,ххуйсса,лайӑх
728,schlecht::A,оьккисса,япӑх
729,schlecht::A,оьккисса,начар
730,richtig::A,саргъунсса,тӗрӗс
731,schlimm::A,оьккисса,йӗрӗнчӗк
