,Concept_ID,es,hy
158,Bau::N,madriguera,որջ
159,Bau::N,madriguera,բայոց
160,Tier::N,animal,կենդանի
161,Herde::N,rebaño,հոտ
162,Kuh::N,vaca,կով
163,Bulle::N,toro,ցուլ
164,Pferd::N,caballo,ձի
165,Schaf::N,oveja,ոչխար
166,Schwein::N,cerdo,խոզ
167,Hund::N,perro,շուն
168,Katze::N,gato,կատու
169,Bär::N,oso,արջ
170,Eichhörnchen::N,ardilla,սկյուռ
171,Elch::N,alce,հիւսիսային եղջերու
172,Fuchs::N,zorro,աղվես
173,Hase::N,liebre,նապաստակ
174,Maus::N,ratón,մուկ
175,Wolf::N,lobo,գայլ
176,Vogel::N,ave,թռչուն
177,Vogel::N,pájaro,թռչուն
178,Schwarm::N,bandada,երամ
179,Huhn::N,gallina,հավ
180,Hahn::N,gallo,աքաղաղ
181,Gans::N,oca,սագ
182,Gans::N,ganso,սագ
183,Adler::N,águila,արծիվ
184,Ente::N,pato,բադ
185,Eule::N,lechuza,բու
186,Kranich::N,grulla,կռունկ
187,Krähe::N,corneja,ագռավ
188,Kuckuck::N,cuco,կուկու
189,Schwan::N,cisne,կարապ
190,Fisch::N,pez,ձուկ
191,Barsch::N,perca,պերկես
192,Hecht::N,lucio,գայլաձուկ
193,Schlange[Tier]::N,serpiente,օձ
194,Wurm::N,gusano,որդ
195,Wurm::N,gusano,ճիճու
196,Spinne::N,araña,սարդ
197,Ameise::N,hormiga,միջյուն
198,Laus::N,piojo,ոջիլ
199,Mücke::N,mosquito,մժղուկ
200,Fliege::N,mosca,ճանճ
201,Schmetterling::N,mariposa,թիթեռ
202,Beere::N,baya,հատապտուղ
203,Apfel::N,manzana,խնձոր
204,Pilz::N,seta,սունկ
205,Pilz::N,hongo,սունկ
206,Zwiebel::N,cebolla,սոխ
207,Saat::N,siembra,սերմ
208,Korn::N,grano,հատիկ
209,Heu::N,heno,խոտ
210,Schale::N,cáscara,կեղեւ
211,Grube::N,foso,փոս
212,Falle::N,trampa,ծուղակ
213,Schlinge::N,lazo,խեղդան
214,Spur::N,huella,հետք
215,Asche::N,ceniza,մոխիր
216,Dreck::N,suciedad,աղտ
217,Eisen::N,hierro,երկաթ
218,Gold::N,oro,ոսկի
219,Silber::N,plata,արծաթ
220,Kohle::N,carbón,քարածուխ
221,Glas::N,vidrio,ապակի
222,Glas::N,cristal,ապակի
223,Lehm::N,barro,կավ
224,Sand::N,arena,ավազ
225,Mensch::N,hombre,մարդ
226,Mensch::N,ser humano,մարդ
227,Mann::N,hombre,մարդ
228,Mann::N,hombre,տղամարդ
229,Frau::N,mujer,կին
230,Kind::N,niño,զավակ
231,Junge::N,chico,տղա
232,Junge::N,muchacho,տղա
233,Mädchen::N,chica,աղջիկ
234,Mädchen::N,muchacha,աղջիկ
235,Familie::N,familia,ընտանիք
236,Großvater::N,abuelo,պապ
237,Großmutter::N,abuela,տատ
238,Eltern::N,padres,ծնողներ
239,Vater::N,padre,հայր
240,Mutter::N,madre,մայր
241,Sohn::N,hijo,որդի
242,Tochter::N,hija,աղջիկ
243,Tochter::N,hija,դուստր
244,Bruder::N,hermano,եղբայր
245,Schwester::N,hermana,քույր
246,Onkel::N,tío,քեռի
247,Onkel::N,tío,հորեղբայր
248,Tante::N,tía,մորաքույր
249,Ehemann::N,esposo,մարդ
250,Ehemann::N,esposo,ամուսին
251,Ehefrau::N,esposa,կին ամուսին
252,Freude::N,placer,ուրախություն
253,Freude::N,alegría,ուրախություն
254,Gelächter::N,risa,ծիծաղ
255,Gelächter::N,carcajada,ծիծաղ
256,Glück::N,felicidad,երջանկություն
257,Kummer::N,pena,վիշտ
258,Wunsch::N,deseo,ցանկություն
259,Lust::N,ganas,փափագ
260,Lust::N,ganas,իղձ
261,Geist::N,mente,ոգի
262,Geist::N,espíritu,ոգի
263,Gedanke::N,idea,միտք
264,Gedanke::N,pensamiento,միտք
265,Gedächtnis::N,memoria,հիշողություն
266,Verstand::N,razón,խելք
267,Verstand::N,entendimiento,խելք
268,Sinn::N,sentido,իմաստ
269,Sinn::N,significado,իմաստ
270,Grund::N,causa,պատճառ
271,Wahrheit::N,verdad,ճշմարտություն
272,Gespräch::N,conversación,զրույց
273,Märchen::N,cuento,պայիկի պատմություն
274,Erzählung::N,cuento,պատմվածք
275,Erzählung::N,cuento,պատմություն
276,Erzählung::N,narración,պատմվածք
277,Erzählung::N,narración,պատմություն
278,Nachricht::N,mensaje,հաղորդագրություն
279,Neuigkeit::N,noticia,լուր
280,Neuigkeit::N,noticia,նորություն
281,Name::N,nombre,անուն
282,Rätsel::N,acertijo,բարդ խնդիր
283,Rätsel::N,adivinanza,բարդ խնդիր
284,Rede::N,discurso,ճառ
285,Rede::N,discurso,ելույթ
286,Sprache::N,lengua,լեզու
287,Stimme::N,voz,ձայն
288,Wort::N,palabra,բառ
289,Zeichen::N,señal,նշան
290,Ruf::N,llamada,կոչ
291,Ruf::N,llamada,կանչ
292,Lärm::N,ruido,աղմուկ
293,Lärm::N,barullo,աղմուկ
294,Laut::N,sonido,հնչյուն
295,Laut::N,sonido,ձայն
296,Ton::N,tono,տոն
297,Lied::N,canción,երգ
298,Ruhe::N,calma,անդորրություն
299,Ruhe::N,silencio,անդորրություն
300,Leute::N,gente,մարդիկ
301,Volk::N,pueblo,ազգ
302,Arbeit::N,trabajo,գործ
303,Arbeit::N,trabajo,աշխատանք
304,Gast::N,huésped,հյուր
305,Gast::N,invitado,հյուր
306,Geschenk::N,regalo,նվեր
307,Spiel::N,juego,խաղ
308,Gesellschaft::N,compañía,ընկերություն
309,Hilfe::N,ayuda,օգնությթուն
310,Hilfe::N,socorro,օգնությթուն
311,Freund::N,amigo,ընկեր
312,Freund::N,amigo,բարեկամ
313,Kamerad::N,camarada,ուղեկից
314,Kamerad::N,compañero,ուղեկից
315,Angelegenheit::N,asunto,բան
316,Angelegenheit::N,asunto,գործ
317,Anzahl::N,cantidad,քանակ
318,Anzahl::N,cantidad,գումար
319,Art::N,tipo,տեսակ
320,Art::N,clase,տեսակ
321,Stück::N,pieza,կտոր
322,Teil::N,parte,մաս
323,Hälfte::N,mitad,կես
324,Kreis::N,círculo,շիջանակ
325,Kreuz::N,cruz,խաչ
326,Linie::N,línea,գիծ
327,Strich::N,raya,գիծ
328,Strich::N,trazo,գիծ
329,Abstand::N,distancia,անջրպետ
330,Entfernung::N,distancia,հեռավորություն
331,Gegend::N,región,շրջան
332,Gegend::N,comarca,շրջան
333,Platz::N,espacio,տարածություն
334,Ort::N,sitio,տեղ
335,Ort::N,sitio,վայր
336,Seite::N,lado,կողմ
337,Seite::N,costado,կողմ
338,Mitte::N,medio,մեջտեղ
339,Mitte::N,centro,մեջտեղ
340,Gegenstand::N,objeto,առարկա
341,Sache::N,cosa,բան
342,Rand::N,borde,վերջք
343,Kante::N,borde,եզր
344,Ecke::N,esquina,անկյուն
345,Spitze::N,punta,ծայր
346,Ende::N,cabo,ծայր
347,Ende::N,extremo,ծայր
348,Loch::N,agujero,անցք
349,Loch::N,abertura,անցք
350,Winkel::N,ángulo,անկյուն
351,Muster::N,dibujo,օրինակ
352,Größe::N,tamaño,մեծություն
353,Länge::N,longitud,երկարություն
354,Höhe::N,altura,բարձրություն
355,Höhe::N,altitud,բարձրություն
356,Gewicht::N,peso,կշիռ
357,Menge::N,cantidad,քանակ
358,Haufen::N,montón,դեզ
359,Haufen::N,montón,կույտ
360,Reihe::N,fila,շարք
361,Reihe::N,fila,կարգ
362,Boot::N,bote,նավակ
363,Boot::N,barca,նավակ
364,Ruder::N,remo,թի
365,Ruder::N,remo,թիակ
366,Schlitten::N,trineo,բալխիր
367,Ski::N,esquí,դահուկ
368,Lagerfeuer::N,hoguera,բացօդեայ կրակ
369,Last::N,carga,բեռ
370,Gang::N,marcha,զբոսանք
371,Schritt::N,paso,քայլ
372,Norden::N,norte,հյուսիս
373,Süden::N,sur,հարավ
374,Westen::N,oeste,արեւմուտք
375,Osten::N,este,արեւելք
376,Holz::N,madera,փայտ
377,Brett::N,tabla,տախտակ
378,Platte::N,placa,թիթեղ
379,Platte::N,plancha,թիթեղ
380,Stütze::N,sostén,նեցուկ
381,Stütze::N,soporte,նեցուկ
382,Stange::N,vara,ձող
383,Stange::N,percha,ձող
384,Stock::N,palo,փայտ
385,Stock::N,bastón,փայտ
386,Stab::N,vara,ցուպ
387,Stab::N,vara,գավազան
388,Stab::N,bastón,ցուպ
389,Stab::N,bastón,գավազան
390,Rohr::N,tubo,խողովակ
391,Haus::N,casa,տուն
392,Heim::N,hogar,տուն
393,Ofen::N,estufa,վառարան
394,Fußboden::N,suelo,հատակ
395,Tisch::N,mesa,սեղան
396,Stuhl::N,silla,աթոռ
397,Wiege::N,cuna,օրորոց
398,Bett::N,cama,անկողին
399,Regal::N,estantería,դարակ
400,Kiste::N,caja,տուփ
401,Fenster::N,ventana,պատուհան
402,Tür::N,puerta,դուռ
403,Tor::N,puerta,դարպաս
404,Zaun::N,valla,ցանկապատ
405,Zaun::N,cercado,ցանկապատ
406,Dach::N,techo,տանիք
407,Dach::N,techo,կտուր
408,Dach::N,tejado,տանիք
409,Dach::N,tejado,կտուր
410,Leiter::N,escalera,սանդուղք
411,Besen::N,escoba,ավել
412,Spaten::N,pala,բահ
413,Schaufel::N,pala,թի
414,Schaufel::N,paleta,թի
415,Gabel::N,tenedor,պատառաքաղ
416,Löffel::N,cuchara,գդալ
417,Messer::N,cuchillo,դանակ
418,Nagel::N,clavo,մեխ
419,Netz::N,red,ցանց
420,Haken::N,gancho,կարթ
421,Haken::N,corchete,կարթ
422,Griff::N,asa,կոթ
423,Griff::N,asa,բռնակ
424,Griff::N,mango,կոթ
425,Griff::N,mango,բռնակ
426,Schloss::N,cerradura,կողպեք
427,Bild::N,imagen,նկար
428,Bild::N,imagen,պատկեր
429,Figur::N,figura,քանդակ
430,Figur::N,figura,պատկեր
431,Puppe::N,muñeca,տիկնիկ
432,Beutel::N,bolsa,տոպրակ
433,Bündel::N,haz,կապոց
434,Tasche::N,bolso,պայուսակ
435,Eimer::N,cubo,դույլ
436,Deckel::N,tapa,կափարիչ
437,Deckel::N,tapadera,կափարիչ
438,Geschirr::N,vajilla,ամանեղեն
439,Sack::N,saco,պարկ
440,Sack::N,saco,տոպրակ
441,Tasse::N,taza,թաս
442,Tasse::N,taza,գավաթ
443,Topf::N,olla,անոթ
444,Topf::N,marmita,անոթ
445,Kessel::N,caldera,կաթսա
446,Essen::N,comida,կերակուր
447,Nahrung::N,alimento,ուտելիք
448,Speise::N,plato,խորտիկ
449,Speise::N,plato,կերակուր
450,Fleisch::N,carne,միս
451,Getreide::N,cereales,հացահատիկ
452,Brei::N,puré,լանդակ
453,Brei::N,papilla,լանդակ
454,Brot::N,pan,հաց
455,Scheibe::N,lonja,կտոր
456,Scheibe::N,lonja,պատառ
457,Scheibe::N,rebanada,կտոր
458,Scheibe::N,rebanada,պատառ
459,Fett::N,grasa,ճարպ
460,Butter::N,mantequilla,կարագ
461,Öl::N,aceite,ձեթ
462,Salz::N,sal,աղ
463,Suppe::N,sopa,սուպ
464,Suppe::N,sopa,ապուր
465,Honig::N,miel,մեղր
466,Milch::N,leche,կաթ
467,Tee::N,té,թեյ
468,Leder::N,cuero,կաշի
469,Wolle::N,lana,բուրդ
470,Stoff::N,tela,գործվածք
471,Stoff::N,tejido,գործվածք
472,Nadel::N,aguja,ասեղ
473,Faden::N,hilo,թել
474,Knopf::N,botón,կոճակ
475,Knoten::N,nudo,հանգույց
476,Farbe::N,pintura,ներկ
477,Kleidung::N,ropa,հագուստ
478,Kleidung::N,vestidos,հագուստ
479,Hemd::N,camisa,վերնաշապիկ
480,Kragen::N,cuello,օձիք
481,Ärmel::N,manga,թեւք
482,Hose::N,pantalón,շալվար
483,Gürtel::N,cinturón,գոտի
484,Mütze::N,gorro,կեպի
485,Schuh::N,zapato,կոշիկ
486,Stiefel::N,bota,երկարաճիթ կոշիկ
487,Ring::N,anillo,զնգալ
488,Band::N,cinta,ժապավեն
489,Kamm::N,peine,սանր
490,Spiegel::N,espejo,հայելի
491,Riemen::N,correa,փոկ
492,Schnur::N,cuerda,լար
493,Leine::N,correa,փոկ
494,Decke::N,manta,վերմակ
495,Kissen::N,almohada,բարձ
496,Tuch::N,pañuelo,թաշկինակ
497,Handtuch::N,toalla,սրբիչ
498,Kraft::N,fuerza,ուժ
499,Stärke::N,fuerza,պնդություն
500,Stärke::N,fuerza,ամրություն
501,Gesundheit::N,salud,առողջություն
502,Krankheit::N,enfermedad,ախտ
503,Krankheit::N,enfermedad,հիվանդություն
504,Schmerz::N,dolor,ցավ
505,Schmerz::N,dolor,տանջանք
506,Wunde::N,llaga,վերք
507,Wunde::N,herida,վերք
508,Fieber::N,fiebre,տենդ
509,Arznei::N,medicina,դեղ
510,Arznei::N,medicamento,դեղ
511,Brücke::N,puente,կամուրջ
512,Brunnen::N,pozo,հոր
513,Brunnen::N,pozo,ջրհոր
514,Weide::N,pasto,արոտավայր
515,Pfad::N,sendero,արահետ
516,Weg::N,camino,ուղի
517,Straße::N,vía,ճանապարհ
518,Straße::N,carretera,ճանապարհ
519,Dorf::N,aldea,գյուղ
520,Dorf::N,pueblo,գյուղ
521,Stadt::N,ciudad,քաղաք
522,Brief::N,carta,նամակ
523,Buch::N,libro,գիրք
524,Buchstabe::N,letra,տառ
525,Buchstabe::N,letra,գիր
526,Buchstabe::N,carácter,տառ
527,Buchstabe::N,carácter,գիր
528,Zeitung::N,diario,լրագիր
529,Zeitung::N,periódico,լրագիր
530,Leben::N,vida,կյանք
531,Tod::N,muerte,մահ
532,Grab::N,tumba,գերեզման
533,Grab::N,sepulcro,գերեզման
534,Kirche::N,iglesia,եկեղեցի
535,Sünde::N,pecado,մեղք
536,Gott::N,dios,աստված
537,Arbeiter::N,obrero,բանվոր
538,Arbeiter::N,obrero,աշխատող
539,Arbeiter::N,trabajador,բանվոր
540,Arbeiter::N,trabajador,աշխատող
541,Chef::N,jefe,տեր
542,Meister::N,maestro,վարպետ
543,Arzt::N,médico,բժիշկ
544,Lehrer::N,profesor,ուսուցիչ
545,Geld::N,dinero,փող
546,Geschäft::N,negocio,գործ
547,Geschäft::N,negocio,աշխատանք
548,Laden::N,tienda,կրպակ
549,Laden::N,tienda,խանութ
550,Preis::N,precio,գին
551,Ware::N,mercancía,ապրանք
552,Nutzen::N,provecho,օգուտ
553,Reichtum::N,riqueza,հարստություն
554,Welt::N,mundo,աշխարհ
555,Land::N,país,երկիր
556,Staat::N,Estado,պետություն
557,König::N,rey,արքա
558,König::N,rey,թագավոր
559,Macht::N,poder,իշխանություն
560,Macht::N,potencia,իշխանություն
561,Grenze::N,frontera,սահման
562,Krieg::N,guerra,պատերազմ
563,Feind::N,enemigo,թշնամի
564,Gewalt::N,violencia,բռնություն
565,Gewalt::N,violencia,սաստկություն
566,Kampf::N,lucha,մարտ
567,Kampf::N,combate,մարտ
568,Bogen[Waffe]::N,arco,աղեղ
569,Pfeil::N,flecha,նետ
570,Gewehr::N,fusil,հրացան
571,Gewehr::N,escopeta,հրացան
572,Fehler::N,error,սխալ
573,Lüge::N,mentira,սուտ
574,Schaden::N,daño,վնաս
575,Unglück::N,desgracia,դժբախտություն
576,Schuld::N,culpa,պակասություն
577,Alter::N,edad,հասակ
578,Schluss::N,fin,վերջ
579,Schluss::N,fin,վախճան
580,Schluss::N,final,վերջ
581,Schluss::N,final,վախճան
582,Zeit::N,tiempo,ժամանակ
583,Tag::N,día,օր
584,Morgen::N,mañana,առավոտ
585,Mittag::N,mediodía,կեսօր
586,Abend::N,noche,երեկո
587,Nacht::N,noche,գիշեր
588,Woche::N,semana,շաբաթ
589,Monat::N,mes,ամիս
590,Jahr::N,año,տարի
591,Frühling::N,primavera,գարուն
592,Sommer::N,verano,ամառ
593,Herbst::N,otoño,աշուն
594,Winter::N,invierno,ձմեռ
595,Januar::N,enero,հունվար
596,Februar::N,febrero,փետրվար
597,März::N,marzo,մարտ
598,April::N,abril,ապրիլ
599,Mai::N,mayo,մայիս
600,Juni::N,junio,հունիս
601,Juli::N,julio,հուլիս
602,August::N,agosto,օգոստոս
603,September::N,septiembre,սեպտեմբեր
604,Oktober::N,octubre,հոկտեմբեր
605,November::N,noviembre,նոյեմբեր
606,Dezember::N,diciembre,դեկտեմբեր
607,Montag::N,lunes,երկուշաբթի
608,Dienstag::N,martes,երեքշաբթի
609,Mittwoch::N,miércoles,չորեքշաբթի
610,Donnerstag::N,jueves,հինգշաբթի
611,Freitag::N,viernes,ուրբաթ
612,Samstag::N,sábado,շաբաթ
613,Sonntag::N,domingo,կիրակի
614,groß::A,grande,մեծ
615,groß::A,grande,խոշոր
616,klein::A,pequeño,պստիկ
617,klein::A,pequeño,փոքրիկ
618,lang::A,largo,երկար
619,kurz::A,corto,կարճ
620,breit::A,ancho,լայն
621,schmal::A,estrecho,նեղ
622,dicht::A,denso,խիտ
623,dick[Gegenstand]::A,grueso,հաստ
624,dünn::A,fino,բարակ
625,dünn::A,delgado,բարակ
626,fein::A,fino,նուրբ
627,fein::A,delicado,նուրբ
628,fest::A,firme,ամուր
629,fest::A,firme,պինդ
630,fest::A,sólido,ամուր
631,fest::A,sólido,պինդ
632,flach::A,plano,տափակ
633,glatt::A,liso,հարթ
634,hart::A,duro,կարծր
635,weich::A,muelle,մեղմ
636,weich::A,muelle,փափուկ
637,rund::A,redondo,կլոր
638,spitz::A,agudo,սրածայր
639,spitz::A,apuntado,սրածայր
640,scharf::A,agudo,սուր
641,scharf::A,afilado,սուր
642,stumpf::A,sin filo,գուլ
643,schwer::A,pesado,ծանր
644,schön::A,bello,սիրուն
645,schön::A,bello,գեղեցիկ
646,schön::A,hermoso,սիրուն
647,schön::A,hermoso,գեղեցիկ
648,heiß::A,caluroso,թեժ
649,warm::A,cálido,տաք
650,warm::A,cálido,ջերմ
651,warm::A,caliente,տաք
652,warm::A,caliente,ջերմ
653,kalt::A,frío,ցուրտ
654,kühl::A,fresco,զով
655,frisch::A,fresco,թարմ
656,feucht::A,húmedo,ղոնավ
657,nass::A,mojado,թաց
658,trocken::A,seco,ցամաք
659,voll::A,lleno,լի
660,voll::A,lleno,լիքը
661,leer::A,vacío,դատարկ
662,offen::A,abierto,բաց
663,geschlossen::A,cerrado,գոց
664,sauber::A,limpio,մաքուր
665,schmutzig::A,sucio,կեղտոտ
666,roh::A,crudo,հում
667,reif::A,maduro,հասած
668,reif::A,maduro,հասուն
669,lecker::A,rico,համեղ
670,lecker::A,sabroso,համեղ
671,süß::A,dulce,անուշ
672,bitter::A,amargo,կծու
673,sauer::A,agrio,թթու
674,sauer::A,agrio,թթված
675,hell::A,claro,պայծառ
676,hell::A,claro,խելամիտ
677,dunkel::A,oscuro,մութ
678,schwarz::A,negro,սեւ
679,weiß::A,blanco,սպիտակ
680,rot::A,rojo,կարմիր
681,gelb::A,amarillo,դեղին
682,blau::A,azul,կապույտ
683,grün::A,verde,կանաչ
684,grau::A,gris,գորշ
685,bunt::A,multicolor,գոյնզգոյն
686,billig::A,barato,էժան
687,teuer::A,caro,թանկ
688,wertvoll::A,valioso,թանկարժեք
689,wertvoll::A,precioso,թանկարժեք
690,blind::A,ciego,կույր
691,taub::A,sordo,խուլ
692,kräftig::A,fuerte,հզոր
693,stark::A,fuerte,ուժեղ
694,stark::A,vigoroso,ուժեղ
695,schwach::A,débil,տկար
696,schwach::A,débil,թույլ
697,fett::A,obeso,գեր
698,schlank::A,esbelto,նիհար
699,hübsch::A,mono,գրավիչ
700,hübsch::A,mono,սիրունիկ
701,hübsch::A,guapo,գրավիչ
702,hübsch::A,guapo,սիրունիկ
703,böse::A,malo,չար
704,dumm::A,tonto,հիմար
705,dumm::A,estúpido,հիմար
706,faul::A,vago,ծույլ
707,faul::A,perezoso,ծույլ
708,fleißig::A,aplicado,ջանասեր
709,fleißig::A,aplicado,փութաջան
710,fleißig::A,diligente,ջանասեր
711,fleißig::A,diligente,փութաջան
712,geizig::A,avaro,ագահ
713,geizig::A,avaro,կծծի
714,klug::A,sensato,խելոք
715,klug::A,sensato,ընդունակ
716,klug::A,inteligente,խելոք
717,klug::A,inteligente,ընդունակ
718,geschickt::A,hábil,ճարտար
719,lieb::A,querido,սիրելի
720,lustig::A,alegre,զվարթ
721,sanft::A,suave,հեզ
722,hungrig::A,hambriento,քաղցած
723,krank::A,enfermo,հիվանդ
724,nackt::A,desnudo,մերկ
725,traurig::A,triste,տխուր
726,lebendig::A,vivo,կենդանի
727,lebendig::A,viviente,կենդանի
728,gut::A,bueno,լավ
729,schlecht::A,malo,վատ
730,richtig::A,justo,ձիշտ
731,richtig::A,correcto,ձիշտ
732,schlimm::A,malo,լղրճուկ
733,schlimm::A,grave,լղրճուկ
734,wahr::A,verídico,ճիշտ
735,wahr::A,verídico,իրական
736,wahr::A,verdadero,ճիշտ
737,wahr::A,verdadero,իրական
738,alt::A,viejo,հին
739,neu::A,nuevo,նոր
740,ehemalig::A,antiguo,նախկին
741,alt[Lebewesen]::A,viejo,ծեր
742,alt[Lebewesen]::A,viejo,պառավ
743,jung::A,joven,մատաղ
744,arm::A,pobre,աղքատ
745,reich::A,rico,հարուստ
746,bekannt::A,conocido,ծանոթ
747,berühmt::A,famoso,հայտնի
748,berühmt::A,famoso,հռչակավոր
749,berühmt::A,célebre,հայտնի
750,berühmt::A,célebre,հռչակավոր
751,fremd::A,extraño,օտար
752,verschieden::A,diverso,տարբեր
753,verschieden::A,distinto,տարբեր
754,verschieden::A,diferente,տարբեր
755,nah::A,cercano,մոտ
756,nah::A,cercano,մերձ
757,fern::A,lejano,հեռավոր
758,linker::A,izquierdo,ձախ
759,rechter::A,derecho,աջ
760,anderer::A,otro,այլ
761,anderer::A,otro,ուրիշ
762,erster::A,primero,առաջին
763,zweiter::A,segundo,երկրորդ
764,dritter::A,tercero,երրորդ
765,letzter::A,último,վերջին
766,allein::ADV,a solo,միայնակ
767,auf einmal::ADV,de una vez,միասնաբար
768,zusammen::ADV,juntos,միասին
