,Concept_ID,bg,se
411,Geruch::N,миризма,haajâ
412,Geruch::N,миризма,õpss
413,Geruch::N,миризма,haajj
414,Geruch::N,миризма,апс
415,Geruch::N,миризма,лэ̄гк
416,Schlaf::N,сън,nahkerh
417,Schlaf::N,сън,nager
418,Schlaf::N,сън,oados
419,Schlaf::N,сън,nagir
420,Schlaf::N,сън,naṿer
421,Schlaf::N,сън,nââ´er
422,Schlaf::N,сън,нагерь
423,Traum::N,сън,nahkere
424,Traum::N,сън,niehko
425,Traum::N,сън,niehku
426,Traum::N,сън,naṿer
427,Traum::N,сън,nââ´er
428,Traum::N,сън,нагерь
429,Himmel::N,небе,elmie
430,Himmel::N,небе,almme
431,Himmel::N,небе,albmi
432,Himmel::N,небе,alme
433,Himmel::N,небе,â´lmm
434,Himmel::N,небе,алльм
435,Sonne::N,слънце,biejjie
436,Sonne::N,слънце,bæjvásj
437,Sonne::N,слънце,beaivváš
438,Sonne::N,слънце,peivi
439,Sonne::N,слънце,piäiváš
440,Sonne::N,слънце,pei´vv
441,Sonne::N,слънце,пе̄ййв
442,Mond::N,луна,aske
443,Mond::N,луна,mánno
444,Mond::N,луна,mánnu
445,Mond::N,луна,máánu
446,Mond::N,луна,mään
447,Mond::N,луна,ма̄нн
448,Mond::N,месец,aske
449,Mond::N,месец,mánno
450,Mond::N,месец,mánnu
451,Mond::N,месец,máánu
452,Mond::N,месец,mään
453,Mond::N,месец,ма̄нн
454,Stern::N,звезда,daasta
455,Stern::N,звезда,naestie
456,Stern::N,звезда,násste
457,Stern::N,звезда,násti
458,Stern::N,звезда,täsni
459,Stern::N,звезда,tä´snn
460,Stern::N,звезда,та̄ссьт
461,Luft::N,въздух,elmie
462,Luft::N,въздух,ájmmo
463,Luft::N,въздух,áibmu
464,Luft::N,въздух,áimu
465,Luft::N,въздух,šõŋŋ
466,Luft::N,въздух,вӯйнас
467,Wind::N,вятър,bïegke
468,Wind::N,вятър,biegga
469,Wind::N,вятър,biegga
470,Wind::N,вятър,pieg'gâ
471,Wind::N,вятър,piõg'g
472,Wind::N,вятър,пӣӈӈк
473,Welle::N,вълна,baaroe
474,Welle::N,вълна,bárro
475,Welle::N,вълна,bárru
476,Welle::N,вълна,pááṛu
477,Welle::N,вълна,päärr
478,Welle::N,вълна,нэ̄ммп
479,Wasser::N,вода,tjaetsie
480,Wasser::N,вода,tjáhtje
481,Wasser::N,вода,čáhci
482,Wasser::N,вода,čääci
483,Wasser::N,вода,čää´cc
484,Wasser::N,вода,ча̄дзь
485,Stein::N,камък,gierkie
486,Stein::N,камък,giergge
487,Stein::N,камък,geađgi
488,Stein::N,камък,keđgi
489,Stein::N,камък,ǩeä´dǧǧ
490,Stein::N,камък,ке̄ддҌк
491,Boden::N,земя,betnie
492,Boden::N,земя,ednam
493,Boden::N,земя,bodni
494,Boden::N,земя,vuođđu
495,Boden::N,земя,ponne
496,Boden::N,земя,vuáđ̣u
497,Boden::N,земя,vuâđđ
498,Boden::N,земя,лаввьн
499,Boden::N,земя,е̄ммьне
500,Boden::N,почва,betnie
501,Boden::N,почва,ednam
502,Boden::N,почва,bodni
503,Boden::N,почва,vuođđu
504,Boden::N,почва,ponne
505,Boden::N,почва,vuáđ̣u
506,Boden::N,почва,vuâđđ
507,Boden::N,почва,лаввьн
508,Boden::N,почва,е̄ммьне
509,Erde::N,земя,jåarta
510,Erde::N,земя,mueltie
511,Erde::N,земя,ednam
512,Erde::N,земя,mållde
513,Erde::N,земя,eana
514,Erde::N,земя,eennâm
515,Erde::N,земя,mädd
516,Erde::N,земя,jânnam
517,Erde::N,земя,е̄ммьне
518,Erde::N,почва,jåarta
519,Erde::N,почва,mueltie
520,Erde::N,почва,ednam
521,Erde::N,почва,mållde
522,Erde::N,почва,eana
523,Erde::N,почва,eennâm
524,Erde::N,почва,mädd
525,Erde::N,почва,jânnam
526,Erde::N,почва,е̄ммьне
527,Staub::N,прах,heblie
528,Staub::N,прах,tsumhtsie
529,Staub::N,прах,dubme
530,Staub::N,прах,dopmu
531,Staub::N,прах,kovjâ
532,Staub::N,прах,põõ´l
533,Staub::N,прах,кэ̄ббьй
534,Rauch::N,дим,soeve
535,Rauch::N,дим,suovva
536,Rauch::N,дим,suovva
537,Rauch::N,дим,suoṿâ
538,Rauch::N,дим,suõvv
539,Rauch::N,дим,сӯвв
540,Rauch::N,пушек,soeve
541,Rauch::N,пушек,suovva
542,Rauch::N,пушек,suovva
543,Rauch::N,пушек,suoṿâ
544,Rauch::N,пушек,suõvv
545,Rauch::N,пушек,сӯвв
546,Funke::N,искра,naestie
547,Funke::N,искра,tjuonam
548,Funke::N,искра,čuotnan
549,Funke::N,искра,čuođâlm
550,Funke::N,искра,iiskâr
551,Funke::N,искра,čuõzzâm
552,Funke::N,искра,чӯссэм
553,Feuer::N,огън,dålle
554,Feuer::N,огън,dållå
555,Feuer::N,огън,dolla
556,Feuer::N,огън,tullâ
557,Feuer::N,огън,toll
558,Feuer::N,огън,то̄лл
559,Licht::N,светлина,tjoevke
560,Licht::N,светлина,tjuovgga
561,Licht::N,светлина,čuovga
562,Licht::N,светлина,čuovggas
563,Licht::N,светлина,čuoṿâ
564,Licht::N,светлина,toll
565,Licht::N,светлина,čuõvv
566,Licht::N,светлина,то̄лл
567,Schatten::N,сянка,skugkie
568,Schatten::N,сянка,soejvene
569,Schatten::N,сянка,irkes
570,Schatten::N,сянка,sieges
571,Schatten::N,сянка,itku
572,Schatten::N,сянка,suoivâ
573,Schatten::N,сянка,õõtt
574,Schatten::N,сянка,ǩeeu´niǩ
575,Schatten::N,сянка,кывьнэхь
576,Wetter::N,време,vïerhtse
577,Wetter::N,време,dálkke
578,Wetter::N,време,dálki
579,Wetter::N,време,šoŋŋâ
580,Wetter::N,време,šõŋŋ
581,Wetter::N,време,шэ̄ӈӈ
582,Nebel::N,мъгла,såavla
583,Nebel::N,мъгла,mearhka
584,Nebel::N,мъгла,murkko
585,Nebel::N,мъгла,mierkká
586,Nebel::N,мъгла,mierká
587,Nebel::N,мъгла,miär'kká
588,Nebel::N,мъгла,oṃo
589,Nebel::N,мъгла,sue´lnn
590,Nebel::N,мъгла,цӣгк
591,Nebel::N,мъгла,сулльн
592,Wolke::N,облак,balve
593,Wolke::N,облак,balvva
594,Wolke::N,облак,balva
595,Wolke::N,облак,polvâ
596,Wolke::N,облак,põlvv
597,Wolke::N,облак,пэллв
598,Regen::N,дъжд,ebrie
599,Regen::N,дъжд,harvve
600,Regen::N,дъжд,arvi
601,Regen::N,дъжд,arve
602,Regen::N,дъжд,â´brr
603,Regen::N,дъжд,аббьр
604,Schnee::N,сняг,lopme
605,Schnee::N,сняг,moehtege
606,Schnee::N,сняг,muohta
607,Schnee::N,сняг,muohta
608,Schnee::N,сняг,muotâ
609,Schnee::N,сняг,muõtt
610,Schnee::N,сняг,вэ̄дз
611,Schnee::N,сняг,куэллт
612,Eis::N,лед,jïenge
613,Eis::N,лед,jiegŋa
614,Eis::N,лед,jiekŋa
615,Eis::N,лед,jieŋ̣â
616,Eis::N,лед,jiõŋŋ
617,Eis::N,лед,ӣӈӈ
618,Frost::N,мраз,baajkoe
619,Frost::N,мраз,tjoasskem
620,Frost::N,мраз,buolaš
621,Frost::N,мраз,puolâš
622,Frost::N,мраз,puõlâš
623,Frost::N,мраз,мӯнь
624,Kälte::N,студ,jueskie
625,Kälte::N,студ,tjåetskeme
626,Kälte::N,студ,tjoasskem
627,Kälte::N,студ,čoaskin
628,Kälte::N,студ,ko'lmâsvuotâ
629,Kälte::N,студ,ijss
630,Kälte::N,студ,čuä´cǩǩem
631,Kälte::N,студ,tuârggnjõs
632,Kälte::N,студ,кэ̄лмас
633,Hitze::N,жега,baahke
634,Hitze::N,жега,báhkka
635,Hitze::N,жега,báhkka
636,Hitze::N,жега,pakkâ
637,Hitze::N,жега,kuṃe
638,Hitze::N,жега,paašt
639,Hitze::N,жега,жоарр
640,Hitze::N,горещина,baahke
641,Hitze::N,горещина,báhkka
642,Hitze::N,горещина,báhkka
643,Hitze::N,горещина,pakkâ
644,Hitze::N,горещина,kuṃe
645,Hitze::N,горещина,paašt
646,Hitze::N,горещина,жоарр
647,Raureif::N,скреж,jyjse
648,Raureif::N,скреж,ridne
649,Raureif::N,скреж,goarre
650,Raureif::N,скреж,ritni
651,Raureif::N,скреж,suhči
652,Raureif::N,скреж,riṇe
653,Raureif::N,скреж,ай
654,Raureif::N,слана,jyjse
655,Raureif::N,слана,ridne
656,Raureif::N,слана,goarre
657,Raureif::N,слана,ritni
658,Raureif::N,слана,suhči
659,Raureif::N,слана,riṇe
660,Raureif::N,слана,ай
661,Regenbogen::N,дъга,aatjan goengere
662,Regenbogen::N,дъга,aatjan joekse
663,Regenbogen::N,дъга,ádjájuoksa
664,Regenbogen::N,дъга,arvedávgi
665,Regenbogen::N,дъга,bajándávgi
666,Regenbogen::N,дъга,äijihtävgi
667,Regenbogen::N,дъга,teârmmazjohss
668,Regenbogen::N,дъга,тӣрмесью̄ккс
669,Donner::N,гръм,raejrie
670,Donner::N,гръм,átjek
671,Donner::N,гръм,átjárájdde
672,Donner::N,гръм,áddjá
673,Donner::N,гръм,baján
674,Donner::N,гръм,juuṛâ
675,Donner::N,гръм,tie´rmes
676,Donner::N,гръм,тӣрмесь
677,Donner::N,гръм,ча̄ркнэгк
678,Strömung::N,течение,njuvvie
679,Strömung::N,течение,ájggedáhpe
680,Strömung::N,течение,rávdnji
681,Strömung::N,течение,virde
682,Strömung::N,течение,ve´rdd
683,Strömung::N,течение,выррьт
684,Tropfen::N,капка,gåajhkohts
685,Tropfen::N,капка,gåjkudis
686,Tropfen::N,капка,goaikkanas
687,Tropfen::N,капка,čalme
688,Tropfen::N,капка,čâ´lmm
689,Tropfen::N,капка,ча̄лльм
690,Schaum::N,пяна,sapte
691,Schaum::N,пяна,såpptå
692,Schaum::N,пяна,sokta
693,Schaum::N,пяна,suptâ
694,Schaum::N,пяна,soptt
695,Schaum::N,пяна,со̄ппт
696,Schmutz::N,кал,haaskoe
697,Schmutz::N,кал,duolvva
698,Schmutz::N,кал,duolva
699,Schmutz::N,кал,durdi
700,Schmutz::N,кал,stänži
701,Schmutz::N,кал,sähss
702,Schmutz::N,кал,са̄ккьс
703,Schmutz::N,кал,не̄шшь
704,Schmutz::N,мръсотия,haaskoe
705,Schmutz::N,мръсотия,duolvva
706,Schmutz::N,мръсотия,duolva
707,Schmutz::N,мръсотия,durdi
708,Schmutz::N,мръсотия,stänži
709,Schmutz::N,мръсотия,sähss
710,Schmutz::N,мръсотия,са̄ккьс
711,Schmutz::N,мръсотия,не̄шшь
712,See::N,езеро,jaevrie
713,See::N,езеро,jávrre
714,See::N,езеро,jávri
715,See::N,езеро,jävri
716,See::N,езеро,jâu´rr
717,See::N,езеро,я̄ввьр
718,Sumpf::N,блато,pluevie
719,Sumpf::N,блато,áhpe
720,Sumpf::N,блато,sæmssa
721,Sumpf::N,блато,jeaggi
722,Sumpf::N,блато,jeggi
723,Sumpf::N,блато,jeä´ǧ'ǧ
724,Sumpf::N,блато,ла̄ммьп
725,Moor::N,мочурище,pluevie
726,Moor::N,мочурище,jiegge
727,Moor::N,мочурище,suotnju
728,Moor::N,мочурище,karrii
729,Moor::N,мочурище,kä´rev
730,Moor::N,мочурище,veättaǩ
731,Moor::N,мочурище,ла̄ммьп
732,Wiese::N,ливада,ïentje
733,Wiese::N,ливада,giedde
734,Wiese::N,ливада,gieddi
735,Wiese::N,ливада,nijtto
736,Wiese::N,ливада,пуэшенҍ
737,Wald::N,гора,skåake
738,Wald::N,гора,skåajje
739,Wald::N,гора,miehtsie
740,Wald::N,гора,vuovdde
741,Wald::N,гора,miehttse
742,Wald::N,гора,vuovdi
743,Wald::N,гора,meahcci
744,Wald::N,гора,mecci
745,Wald::N,гора,vyemi
746,Wald::N,гора,vue´mm
747,Wald::N,гора,meä´c'c
748,Wald::N,гора,ля̄ммт
749,Hügel::N,рид,deava
750,Hügel::N,рид,dievvá
751,Hügel::N,рид,dievvá
752,Hügel::N,рид,čummâ
753,Hügel::N,рид,pä´rcc
754,Hügel::N,рид,teä´rmm
755,Hügel::N,рид,ка̄ннҌт
756,Hügel::N,хълм,deava
757,Hügel::N,хълм,dievvá
758,Hügel::N,хълм,dievvá
