,Concept_ID,be,os
751,auf einmal::ADV,адразу,æвиппайды
752,auf einmal::ADV,адразу,æваст
753,zusammen::ADV,разам,иумӕ
754,lange::ADV,доўга,бирæ рæстæг
755,plötzlich::ADV,раптам,æвиппайды
756,plötzlich::ADV,раптам,æваст
757,sofort::ADV,зараз,уыцы сахат
758,sofort::ADV,зараз,уайтагъд
759,später::ADV,пазней,фæстæдæр
760,jetzt::ADV,цяпер,ныр
761,heute::ADV,сёння,абон
762,morgen::ADV,заўтра,райсом
763,bald::ADV,хутка,тагъд
764,bald::ADV,хутка,рæхджы
765,bald::ADV,неўзабаве,тагъд
766,bald::ADV,неўзабаве,рæхджы
767,dann::ADV,потым,стæй
768,gestern::ADV,учора,знон
769,einst::ADV,аднойчы,кӕддӕр
770,damals::ADV,тады,уæд
771,danach::ADV,затым,стæй
772,danach::ADV,затым,уый фæстæ
773,vorher::ADV,раней,раздæр
774,zuerst::ADV,спярша,фыццаг
775,zuerst::ADV,спачатку,фыццаг
776,einmal::ADV,адзін раз,иу хатт
777,manchmal::ADV,часам,хатт
778,oft::ADV,часта,арæх
779,immer::ADV,заўсёды,ӕдзух
780,niemals::ADV,ніколі,никуы
781,niemals::ADV,ніколі,никæд
782,hier::ADV,тут,ам
783,hierhin::ADV,сюды,ардӕм
784,von hier::ADV,адсюль,ардыгæй
785,von hier::ADV,адгэтуль,ардыгæй
786,dort::ADV,там,уым
787,dorthin::ADV,туды,уырдӕм
788,geradeaus::ADV,прама,æргом
789,vorwärts::ADV,наперад,размӕ
790,rückwärts::ADV,назад,фӕстӕмӕ
791,zurück::ADV,назад,фӕстӕмӕ
792,unten::ADV,унізе,дæлæ
793,unten::ADV,унізе,дæлейы
794,unten::ADV,унізе,бынæй
795,hinab::ADV,уніз,дӕлӕмӕ
796,hinab::ADV,уніз,уырдыгмӕ
797,oben::ADV,угары,уӕле
798,oben::ADV,наверсе,уӕле
799,hinauf::ADV,угару,уӕлӕмӕ
800,überall::ADV,усюды,алыран
801,überall::ADV,усюды,алкæм
802,überall::ADV,усюды,кæмдæриддæр
803,nicht::ADV,не,нӕ
804,ein wenig::ADV,трошкі,чысыл
805,kaum::ADV,ледзьве,цъус
806,sehr::ADV,вельмі,тынг
807,sehr::ADV,вельмі,иттӕг
808,so::ADV,так,афтӕ
809,noch::ADV,яшчэ,ма
810,nur::ADV,толькі,канд
811,nur::ADV,толькі,ӕрмӕст
812,schon::ADV,ужо,нырид
813,wieder::ADV,зноў,ногӕй
814,vergebens::ADV,дарма,дзæгъæлы
815,vergebens::ADV,дарма,уæгъды
816,vergebens::ADV,дарма,æнæхъуаджы
817,vergebens::ADV,дарэмна,дзæгъæлы
818,vergebens::ADV,дарэмна,уæгъды
819,vergebens::ADV,дарэмна,æнæхъуаджы
820,vor::PRP,перад,разы
821,hinter::PRP,за,фӕстӕ
822,hinter::PRP,ззаду,фӕстӕ
823,unter::PRP,пад,бын
824,durch::PRP,праз,æхсæнты
825,neben::PRP,каля,цур
826,zwischen::PRP,між,астӕу
827,zwischen::PRP,паміж,астӕу
828,wegen::PRP,з-за,тыххай
829,dies::PRN,гэта,ай
830,das::PRN,тое,уый
831,alles::PRN,усё,алцы
832,alles::PRN,усё,æппæтдæр
833,alles::PRN,усё,иууылдӕр
834,ich::PRN,я,æз
835,du::PRN,ты,ды
836,er::PRN,ён,уый
837,wir::PRN,мы,мах
838,ihr::PRN,вы,сымах
839,sie::PRN,яны,уыдон
840,was::FPRN,што,цы
841,wer::FPRN,хто,чи
842,wo::FADV,дзе,кӕм
843,wohin::FADV,куды,кӕдӕм
844,wie::FADV,як,куыд
845,warum::FADV,чаму,цӕмӕн
846,wieviel::FNUM,колькі,цал
847,eins::NUM,адзін,иу
848,zwei::NUM,два,дыууӕ
849,drei::NUM,тры,ӕртӕ
850,vier::NUM,чатыры,цыппар
851,fünf::NUM,пяць,фондз
852,sechs::NUM,шесць,ӕхсӕз
853,sieben::NUM,сем,авд
854,acht::NUM,восем,аст
855,neun::NUM,дзевяць,фараст
856,zehn::NUM,дзесяць,дӕс
857,elf::NUM,адзінаццаць,иуæндæс
858,zwölf::NUM,дванаццаць,дыууадæс
859,zwanzig::NUM,дваццаць,дыууын
860,dreißig::NUM,трыццаць,æртын
861,dreißig::NUM,трыццаць,дæсæмæссæдз
862,vierzig::NUM,сорак,цыппор
863,vierzig::NUM,сорак,цыппур
864,vierzig::NUM,сорак,дыууиссæдзы
865,fünfzig::NUM,пядзесят,фӕндзай
866,sechzig::NUM,шесдзесят,æхсай
867,sechzig::NUM,шесдзесят,æртиссæдзы
868,siebzig::NUM,семдзесят,æвдай
869,siebzig::NUM,семдзесят,дæс æмæ æртиссæдзы
870,achtzig::NUM,восемдзесят,цыппарыссæдзы
871,achtzig::NUM,восемдзесят,æстай
872,neunzig::NUM,дзевяноста,нæуæдз
873,neunzig::NUM,дзевяноста,дæс æмæ цыппарыссæдзы
874,hundert::NUM,сто,сӕдӕ
875,tausend::NUM,тысяча,мин
876,und::CNJ,і,ӕмӕ
877,und::CNJ,ды,ӕмӕ
878,oder::CNJ,або,кӕнӕ
879,stehen::V,стаяць,лӕууын
880,sitzen::V,сядзець,бадын
881,liegen::V,ляжаць,хуыссын
882,hängen::V,вісець,ауыгъд уын
883,werden::V,стаць,суӕвын
884,werden::V,зрабіцца,суӕвын
885,passieren::V,трапіцца,æрцæуын
886,beginnen::V,пачацца,райдайын
887,enden::V,кончыцца,фæуын
888,wechseln::V,мяняцца,ивын
889,aufgehen[Sonne]::V,узысці,скæсын
890,untergehen[Sonne]::V,зайсці, аныгуылын
891,scheinen[Sonne]::V,свяціць,рухс кӕнын
892,donnern::V,грымець,нæрын
893,wehen::V,дзьмуць,дымын
894,strömen::V,ліцца,кӕлын
895,fließen::V,цячы,цæуын
896,fließen::V,цячы,уайын
897,fließen::V,цячы,кæлын
898,sich drehen::V,круціцца,зилын
899,sich drehen::V,варочацца,зилын
900,schwanken::V,хістацца,æнкъуысын
901,schwingen::V,гайдацца,æнкъуысын
902,schwingen::V,гайдацца,змæлын
903,schwingen::V,калыхацца,æнкъуысын
904,schwingen::V,калыхацца,змæлын
905,fallen::V,падаць,хауын
906,brennen::V,гарэць,судзын
907,rauchen::V,дымець,фæздæг кæнын
908,regnen::V,дажджыць,уарын
909,gefrieren::V,замерзнуць,сӕлын
910,tauen::V,раставаць,стайын
911,schmelzen::V,плавіцца,тайын
912,trocknen::V,сохнуць,хус кæнын
913,sieden::V,кіпець,фыцын
914,faulen::V,гнісці,ӕмбийын
915,verfaulen::V,згнісці,бамбийын
916,reißen::V,ірвацца,скъуийын
917,versinken::V,тануць,дӕлдон_кӕнын
918,vergehen::V,праходзіць,аивгъуийын
919,erscheinen::V,зʼявіцца,разынын
920,verschwinden::V,знікнуць,фæтары уын
921,verschwinden::V,знікнуць,фæдæлдзæх уын
922,verschwinden::V,знікнуць,фесæфын
923,verschwinden::V,знікнуць,æрбайсæфын
924,sinken::V,спадаць,дæлæмæ æрхауын
925,abnehmen::V,паменшыцца,фæкъаддæр уын
926,abnehmen::V,паменшыцца,фæцух уын
927,zunehmen::V,павялічвацца,фæфылдæр уын
928,zunehmen::V,павялічвацца,сбирæ уын
929,zunehmen::V,павялічвацца,сахадын
930,steigen::V,паднімацца,сыстын
931,wachsen::V,расці,рӕзын
932,glänzen::V,блішчаць,ӕрттивын
933,funkeln::V,бліскаць,тыбар-тыбур_кӕнын
934,lärmen::V,шумець,хъæлæба кæнын
935,läuten::V,званіць,цæгъдын
936,klingeln::V,званіць,цæгъдын
937,klirren::V,бразгаць,дзыгъал-мыгъул кæнын
938,klirren::V,бразгаць,дзæгъ-дзæгъ кæнын
939,brausen::V,бушаваць,абухын
940,rauschen::V,шастаць,
941,klingen::V,гучаць,зæлын
942,klingen::V,гучаць,азæлын
943,klingen::V,гучаць,хъуысын
944,bellen::V,брахаць,рæйын
945,heulen::V,выць,ниуын
946,blasen::V,дзьмухнуць,фу кӕнын
947,pfeifen::V,свістаць,æхситт кæнын
948,pfeifen::V,свістаць,къуыззитт кæнын
949,schreien::V,крычаць,хъӕр кӕнын
950,stöhnen::V,стагнаць,хъæрзын
951,stöhnen::V,стагнаць,дзыназын
952,zittern::V,дрыжаць,ризын
953,leben::V,жыць,цӕрын
954,geboren werden::V,нарадзіцца,райгуырын
955,atmen::V,дыхаць,улӕфын
956,trinken::V,піць,нуазын
957,essen::V,есці,хӕрын
958,schlucken::V,глытаць,ныхъуырын
959,müde werden::V,стаміцца,бафæллайын
960,müde werden::V,стаміцца,бафæлмæцын
961,müde werden::V,стаміцца,сфæлмæцын
962,einschlafen::V,заснуць,бафынæй уын
963,schlafen::V,спаць,хуыссын
964,schlafen::V,спаць,фынӕй кӕнын
965,aufwachen::V,рассыпацца,райхъал уын
966,aufstehen::V,устаць,стын
967,sich erholen::V,адпачываць,фæллад уадзын
968,sich erholen::V,адпачываць,улæфын
969,krank werden::V,захварэць,фӕрынчын уын
970,krank sein::V,хварэць,сӕйын
971,schmerzen::V,балець,риссын
972,husten::V,кашляць,хуыфын
973,genesen::V,паправіцца,сдзæбæх уын
974,genesen::V,паправіцца,рандидзын
975,genesen::V,паправіцца,сæндидзын
976,genesen::V,паздаравець,сдзæбæх уын
977,genesen::V,паздаравець,рандидзын
978,genesen::V,паздаравець,сæндидзын
979,sterben::V,памерці,мӕлын
980,umkommen::V,загінуць,фесæфын
981,umkommen::V,загінуць,байсæфын
982,umkommen::V,загінуць,бабын уын
983,umkommen::V,загінуць,мард фæуын
984,sich bewegen::V,рухацца,тæлфын
985,sich bewegen::V,рухацца,цæуын
986,sich rühren::V,варушыцца,змӕлын
987,sich erheben::V,устаць,стын
988,sich setzen::V,сесці,сбадын
989,hinfallen::V,упасці,ӕрхауын
990,laufen::V,хадзіць,цӕуын
991,laufen::V,хадзіць,рацу-бацу_кӕнын
992,schreiten::V,шагаць,къахдзæф кæнын
993,schreiten::V,шагаць,санчъех кæнын
994,schreiten::V,шагаць,цæуын
995,schreiten::V,крочыць,къахдзæф кæнын
996,schreiten::V,крочыць,санчъех кæнын
997,schreiten::V,крочыць,цæуын
998,spazierengehen::V,гуляць,озер кæнын
999,spazierengehen::V,гуляць,тезгъо кæнын
1000,eilen::V,спяшацца,тагъд кæнын
1001,eilen::V,спяшацца,тындзын
1002,sich beeilen::V,спяшацца,тагъд кæнын
1003,sich beeilen::V,спяшацца,тындзын
1004,sausen::V,імчацца,уайын
1005,sausen::V,імчацца,тæхын
1006,rennen::V,бегаць,згъорын
1007,springen::V,скакаць,гæпп кæнын
1008,springen::V,скакаць,сæррæтт кæнын
1009,springen::V,скакаць,лиуырын
1010,klettern::V,лазіць,хилын
1011,schaukeln::V,гайдацца,хецъро кæнын
1012,schaukeln::V,гайдацца,херыйыл бадын
1013,kriechen::V,поўзаць,бырын
1014,schwimmen::V,плаваць,ленк кӕнын
1015,tauchen::V,ныраць,ныгъуылын
1016,rudern::V,веславаць,бæлæгъ тæрын
1017,rudern::V,веславаць,чема тæрын
1018,fahren::V,ехаць,цӕуын
1019,fliegen::V,лятаць,тӕхын
1020,gehen::V,ісці,цӕуын
1021,weggehen::V,пайсці,ацӕуын
1022,abfahren::V,адʼяжджаць,араст уын
1023,anhalten::V,спыніцца,æрлæууын
1024,anhalten::V,затрымацца,æрлæууын
1025,hineingehen::V,уваходзіць,мидæмæ цæуын
1026,eintreten::V,увайсці,бацӕуын
1027,kommen::V,прыйсці,æрцæуын
1028,ankommen::V,прыбыць,æрцæуын
1029,zurückkommen::V,вярнуцца,раздæхын
1030,zurückkommen::V,вярнуцца,фæстæмæ_раздæхын
1031,zurückkommen::V,вярнуцца,æрбаздæхын
1032,zurückkommen::V,вярнуцца,аздæхын
1033,bleiben::V,застацца,лӕууын
1034,warten::V,чакаць,ӕнхъӕлмӕ кӕсын
1035,erwarten::V,чакаць,ӕнхъӕлмӕ кӕсын
1036,suchen::V,шукаць,агурын
1037,finden::V,знайсці,ссарын
1038,versuchen::V,прабаваць,фӕлварын
1039,vorbereiten::V,падрыхтаваць,бацаттæ кæнын
1040,vorbereiten::V,падрыхтаваць,æрæввонг кæнын
1041,lieben::V,кахаць,уарзын
1042,mögen::V,любіць,зæрдæмæ цæуын
1043,lachen::V,смяяцца,худын
1044,rühren::V,расчуліць,зæрдæ суынгæг кæнын
1045,weinen::V,плакаць,кӕуын
1046,schimpfen::V,лаяцца,æлгъитын
1047,sich ärgern::V,сердаваць,мæсты кæнын
1048,sich fürchten::V,баяцца,тæрсын
1049,fürchten::V,баяцца,тæрсын
1050,fliehen::V,уцякаць,лидзын
1051,flüchten::V,уцячы,алидзын
1052,sehen::V,бачыць,уынын
1053,anschauen::V,паглядзець,акӕсын
1054,ansehen::V,глядзець,кӕсын
1055,hören::V,чуць,хъусын
1056,zuhören::V,слухаць,хъусын
1057,probieren::V,каштаваць,уынын
1058,probieren::V,каштаваць,аходын
1059,riechen::V,нюхаць,смудын
1060,fühlen::V,адчуваць,ӕнкъарын
1061,scheinen::V,здавацца,зынын
1062,zu sehen sein::V,віднецца,зынын
1063,vernehmen::V,пачуць,фехъусын
1064,frieren::V,мёрзнуць,сийын
1065,tun::V,рабіць,кӕнын
1066,können::V,умець,фӕразын
1067,wollen::V,хацець,фӕндын
1068,anfangen::V,пачаць,райдайын
1069,beenden::V,закончыць,фӕуын
1070,aufhören::V,перастаць,банцайын
1071,aufhören::V,перастаць,фенцайын
1072,gelingen::V,удацца,бантысын
1073,geraten::V,аказацца,разынын
1074,öffnen::V,адчыніць,гом кӕнын
1075,schließen::V,зачыніць,ӕхгӕнын
1076,stellen::V,паставіць,ӕвӕрын
1077,setzen::V,пасадзіць,сбадын кӕнын
1078,legen::V,класці,ӕрӕвӕрын
1079,berühren::V,чапаць,агайын
1080,verbinden::V,звязаць,бӕттын
1081,bedecken::V,накрыць,ӕмбӕрзын
1082,aufhängen::V,павесіць,ауындзын
1083,anzünden::V,запаліць,ссудзын
1084,aufheben::V,падняць,сисын
1085,zurücklassen::V,пакінуць,ныууадзын
1086,verlieren::V,згубіць,фесафын
1087,fallen lassen::V,упусціць,ӕрӕппарын
1088,fallen lassen::V,упусціць,къухтӕй феуӕгъд кӕнын
1089,machen::V,зрабіць,саразын
1090,herstellen::V,вырабіць,сцæттæ кæнын
1091,herstellen::V,вырабіць,саразын
1092,bauen::V,будаваць,амайын
1093,reparieren::V,правіць,æмпъузын
1094,reparieren::V,правіць,цалцæг кæнын
1095,verbessern::V,палепшыць,фæхуыздæр кæнын
1096,ändern::V,змяніць,аивын
1097,graben::V,капаць,къахын
1098,beugen::V,сагнуць,æркъæдз кæнын
1099,beugen::V,сагнуць,æртасын кæнын
1100,biegen::V,пагнуць,тасын кӕнын
1101,drehen::V,вярцець,здухын
1102,wenden::V,павярнуць,афæлдахын
1103,wenden::V,павярнуць,рафæлдахын
1104,umdrehen::V,перавярнуць,афæлдахын
1105,heben::V,падымаць,сдарын
1106,heben::V,падымаць,схæцын
1107,hochheben::V,падняць,уæлæмæ хæцын
1108,ergreifen::V,схапіць,фӕлӕбурын
1109,ergreifen::V,схваціць,фӕлӕбурын
1110,halten::V,трымаць,дарын
1111,drücken::V,націскаць,æлхъивын
1112,drücken::V,націскаць,хæцын
1113,schieben::V,пхаць,схойын
1114,schieben::V,штурхаць,схойын
1115,kratzen::V,скрэбці,хафын
1116,lecken::V,лізаць,сдæрын
1117,beißen::V,кусаць,хæцын
1118,abreißen::V,адарваць,ратонын
1119,abschneiden::V,адрэзаць,ралыг кӕнын
1120,binden::V,вязаць,бабӕттын
1121,stecken::V,уваткнуць,ныссадзын
1122,brechen::V,зламаць,асæттын
1123,brechen::V,зламаць,басæттын
1124,brechen::V,зламаць,ныссæттын
1125,klopfen::V,стукаць,хойын
1126,klopfen::V,стукаць,гуыпп-гуыпп кæнын
1127,klopfen::V,стукаць,къуырцц-къуырцц кæнын
1128,hauen::V,біць,цӕвын
1129,hauen::V,біць,нӕмын
1130,kleben::V,клеіць,ныхасын
1131,kleben::V,клеіць,æндадзын
1132,reiben::V,церці,сӕрфын
1133,reiben::V,церці,хафын
1134,streichen::V,намазаць,байсæрдын
1135,streichen::V,намазаць,сахорын
1136,schleifen::V,тачыць,ссын
1137,schleifen::V,тачыць,цыргъ кӕнын
1138,schneiden::V,рэзаць,кӕрдын
1139,rütteln::V,хістаць,æнкъусын
1140,schütteln::V,трэсці,уигъын
1141,schwenken::V,махаць,тилын
1142,schwenken::V,махаць,уигъын
1143,schütten::V,наліць,ныккӕнын
1144,füllen::V,напоўніць,байдзаг кæнын
1145,einwickeln::V,загарнуць,батухын
1146,tragen::V,несці,хӕссын
1147,schleppen::V,цягнуць,ласын
1148,ziehen::V,цягнуць,ласын
1149,aufbewahren::V,захоўваць,æвæрын
1150,werfen::V,кідаць,зыввытт кӕнын
1151,fangen::V,лавіць,ӕрцахсын
1152,packen::V,схапіць,рацахсын
1153,packen::V,схваціць,рацахсын
1154,verstecken::V,схаваць,æмбæхсын
1155,verstecken::V,схаваць,нымæхсын
1156,teilen::V,раздзяліць,уарын
1157,schicken::V,пасылаць,ӕрвитын
1158,bringen::V,прынесці,æрхæссын
1159,bringen::V,прынесці,æрбахæссын
1160,hinzufügen::V,дабавіць,ӕфтауын
1161,bekommen::V,дастаць,ссарын
1162,bekommen::V,дастаць,сфæрæз кæнын
1163,bekommen::V,дастаць,самал кæнын
1164,erhalten::V,атрымаць,райсын
1165,nehmen::V,ўзяць,райсын
1166,wählen::V,выбраць,равзарын
1167,auswählen::V,адабраць,авзарын
1168,bewahren::V,захаваць,бавæрын
1169,bewahren::V,захаваць,нывæрын
1170,behindern::V,перашкаджаць,цæлхдур æвæрын
1171,behindern::V,перашкаджаць,ныхдур æвæрын
1172,behindern::V,перашкаджаць,къуылымпы кæнын
1173,behindern::V,перашкаджаць,хъыг дарын
1174,verderben::V,сапсаваць,фесафын
1175,beschädigen::V,пашкодзіць,халын
1176,zerbrechen::V,разбіць,асӕттын
1177,zerreißen::V,разадраць,аскъуынын
1178,zerstören::V,разбурыць,фехалын
1179,verbrennen::V,спаліць,басудзын
1180,geben::V,даць,дӕттын
1181,reichen::V,перадаць,адæттын
1182,schenken::V,дарыць,лæвар кæнын
1183,versprechen::V,абяцаць,дзырд раттын
1184,versprechen::V,абяцаць,зӕрдӕ бавӕрын
1185,wünschen::V,жадаць,зæрдæ зæгъы
1186,loben::V,хваліць,раппӕлын
1187,küssen::V,цалаваць,пъа кæнын
1188,küssen::V,цалаваць,ба кæнын
1189,wiegen::V,гушкаць,узын
1190,wiegen::V,калыхаць,узын
1191,zudecken::V,накрыць,бамбӕрзын
1192,wecken::V,пабудзіць,райхъал кӕнын
1193,zeigen::V,паказаць,амонын
1194,führen::V,весці,кӕнын
1195,führen::V,весці,фæкæнын
1196,lehren::V,вучыць,ахуыр кæнын
1197,unterrichten::V,выкладаць,ахуыр кæнын
1198,aufziehen::V,выхаваць,хъомыл кӕнын
1199,leiten::V,кіраваць,разамынд дӕттын
1200,antreiben::V,падганяць,тагъд кæнын
1201,antreiben::V,падганяць,рог кæнын
1202,lassen::V,прымусіць,кæнын
1203,einladen::V,запрасіць,ӕрхонын
1204,einladen::V,запрасіць,ӕрбахонын
1205,vereinigen::V,абʼяднаць,баиу кӕнын
1206,besuchen::V,наведаць,абæрæг кæнын
1207,besuchen::V,наведаць,бабæрæг кæнын
1208,besuchen::V,наведаць,бауайын
1209,treffen::V,сустрэць,фембæлын
1210,sich versammeln::V,сабрацца,æрæмбырд уын
1211,spielen::V,гуляць,хъазын
1212,singen::V,пець,зарын
1213,singen::V,спяваць,зарын
1214,tanzen::V,танцаваць,кафын
1215,sich trennen::V,расстацца,фæйнæрдæм фæцæуын айхæлын
1216,verlassen::V,пакінуць,ныууадзын
1217,retten::V,выратаваць,фервӕзын кӕнын
1218,bewachen::V,ахоўваць,хъахъхъӕнын
1219,schützen::V,уберагаць,хъахъхъӕнын
1220,verteidigen::V,абараніць,бахизын
1221,sich schlagen::V,біцца,хыл кæнын
1222,sich schlagen::V,драцца,хыл кæнын
1223,schießen::V,страляць,ӕхсын
1224,siegen::V,перамагчы,басӕттын
1225,siegen::V,перамагчы,фӕуӕлахиз уӕвын
1226,ärgern::V,злаваць,мӕсты кӕнын
1227,schlagen::V,ударыць,ныццæвын
1228,treten::V,штурхаць,
1229,stechen::V,укалоць,фæрæхойын
1230,stoßen::V,папхнуць,риуыгъын
1231,stehlen::V,украсці,давын
1232,stören::V,перашкодзіць,хъыгдарын
1233,belästigen::V,дакучаць,хъыгдарын
1234,verbergen::V,скрыць,бамбӕхсын
1235,verbergen::V,скрыць,басусӕг кӕнын
1236,verbergen::V,схаваць,бамбӕхсын
1237,verbergen::V,схаваць,басусӕг кӕнын
1238,täuschen::V,падмануць,фӕливын
1239,täuschen::V,падмануць,асайын
1240,betrügen::V,змахляваць,асайын
1241,töten::V,забіць,амарын
1242,wohnen::V,жыць,цӕрын
1243,arbeiten::V,працаваць,кусын
1244,sammeln::V,сабраць,æртонын
1245,pflücken::V,зрываць,тонын
1246,jagen::V,паляваць,цуан кæнын
1247,fischen::V,рыбачыць,кæсаг ахсын æнгуырæй
1248,fischen::V,рыбачыць,æнгуыр дарын
1249,fassen::V,злавіць,ӕрцахсын
1250,hüten::V,пасвіць,хизын
1251,treiben::V,гнаць,скъӕрын
1252,anbinden::V,прывязаць,бабæттын
1253,anbinden::V,прывязаць,æрбæттын
1254,füttern::V,карміць,холлаг дæттын
1255,füttern::V,карміць,холлаг æвæрын
1256,füttern::V,карміць,дарын
1257,melken::V,даіць,дуцын
1258,hacken::V,сячы,кæрдын
1259,hacken::V,сячы,лыгтæ кæнын
1260,gießen::V,паліць,бакалын
1261,reifen::V,паспець,срæгъæд уын
1262,reifen::V,паспець,сцæттæ уын
1263,zubereiten::V,зварыць,сцӕттӕ кӕнын
1264,zubereiten::V,згатаваць,сцӕттӕ кӕнын
1265,kochen::V,варыць,фыцын
1266,backen::V,пячы,фыцын
1267,braten::V,смажыць,цурын
1268,umrühren::V,перамяшаць,ахæццæ кæнын
1269,umrühren::V,перамяшаць,азмæнтын
1270,umrühren::V,перамяшаць,астауын
1271,stricken::V,вязаць,кæнын
1272,stricken::V,вязаць,бийын
1273,nähen::V,шыць,хуыйын
1274,färben::V,пафарбаваць,ахорын
1275,reinigen::V,ачысціць,ссыгъдæг кæнын
1276,reinigen::V,ачысціць,ныссыгъдæг кæнын
1277,reinigen::V,ачысціць,ныссæрфын
1278,waschen::V,мыць,ӕхсын
1279,abwischen::V,выцерці,сӕрфын
1280,spülen::V,паласкаць,æнхъæвзын
1281,fegen::V,падмятаць,мӕрзын
1282,kehren::V,месці,мӕрзын
1283,baden::V,купацца,хи найын
1284,sich waschen::V,мыцца,хи æхсын
1285,ausziehen::V,зняць,ласын
1286,anziehen::V,надзець,скæнын
1287,sich anziehen::V,адзецца,дзаума скæнын
1288,sich anziehen::V,адзецца,дарæс скæнын
1289,kämmen::V,прычасаць,ныффасын
1290,kämmen::V,прычасаць,æрфасын
1291,schmücken::V,аздобіць,фӕлындын
1292,sagen::V,сказаць,зæгъын
1293,sprechen::V,гаварыць,дзурын
1294,reden::V,размаўляць,ныхас кӕнын
1295,sich unterhalten::V,гутарыць,ныхас кæнын
1296,fragen::V,спытаць,фӕрсын
1297,bitten::V,прасіць,курын
1298,erzählen::V,расказаць,радзурын
1299,erzählen::V,расказаць,ратаурæгъ кæнын
1300,mitteilen::V,паведаміць,фехъусын кæнын
1301,nennen::V,назваць,хонын
1302,rufen::V,зваць,сидын
1303,prahlen::V,хваліцца,ӕппӕлын
1304,übersetzen::V,перакласці,ратæлмац кæнын
1305,denken::V,думаць,ӕнхъӕлын
1306,denken::V,думаць,хъуыды кӕнын
1307,glauben::V,верыць,уырнын
1308,bemerken::V,заўважыць,фенын
1309,erkennen::V,пазнаць,базонын
1310,begreifen::V,спасцігнуць,ӕмбарын
1311,begreifen::V,спасцігнуць,бамбарын
1312,verstehen::V,пачуць,
1313,lernen::V,вучыцца,ахуыр кӕнын
1314,wissen::V,знаць,зонын
1315,sich erinnern an::V,памятаць,зæрдыл æрлæууын
1316,sich erinnern an::V,памятаць,æрымысын
1317,sich erinnern an::V,памятаць,æрбаймысын
1318,sich erinnern an::V,памятаць,æрхъуыды кæнын
1319,vergessen::V,забыць,ферох кæнын
1320,vergessen::V,забыць,айрох кæнын
1321,messen::V,мераць,барын
1322,zählen::V,лічыць,нымайын
1323,rechnen::V,лічыць,хынцын
1324,lesen::V,чытаць,кӕсын
1325,lesen::V,чытаць,фӕрсын
1326,malen::V,маляваць,ныв кӕнын
1327,zeichnen::V,рысаваць,ныв кӕнын
1328,schreiben::V,пісаць,фыссын
1329,besitzen::V,мець,хицау уын
1330,kaufen::V,купіць,балхӕнын
1331,verkaufen::V,прадаць,уӕй кӕнын
1332,bezahlen::V,заплаціць,бафидын
1333,zahlen::V,плаціць,фидын
1334,beherrschen::V,уладаць,æлдариуæг кæнын
1335,beherrschen::V,валодаць,æлдариуæг кæнын
1336,ertragen::V,выцерпець,бавзарын
