,Concept_ID,ku,ca
838,regnen::V,bahran tê,ploure
839,gefrieren::V,qefilandin,gelar-se
840,tauen::V,helandin,fondre's
841,schmelzen::V,helandin,fondre's
842,trocknen::V,zuwabûn,assecar-se
843,sieden::V,kelîn,bullir
844,faulen::V,xerabûn,podrir-se
845,verfaulen::V,xerabûn,podrir-se
846,reißen::V,jêkirin,trencar-se
847,versinken::V,xerq bûn,enfonsar-se
848,vergehen::V,derbas bûn,passar
849,erscheinen::V,peyda bûn,aparèixer
850,verschwinden::V,wendabûn,desaparèixer
851,sinken::V,noq bûn,baixar
852,sinken::V,noq bûn,descendir
853,abnehmen::V,kêm bûn,decréixer
854,zunehmen::V,qelew bûn,augmentar
855,steigen::V,hildan,pujar
856,wachsen::V,mezin bûn,créixer
857,glänzen::V,biriqîn,brillar
858,glänzen::V,biriqîn,resplendir
859,funkeln::V,çikisîn,espurnejar
860,lärmen::V,guşîn,fer soroll
861,läuten::V,lê de,sonar
862,klingeln::V,sîl dan,trucar
863,klingeln::V,ringerin,trucar
864,klirren::V,zingzing hat,dringar
865,brausen::V,guşîn,rugir
866,rauschen::V,guşîn,murmurar
867,klingen::V,deng pe ketin,sonar
868,bellen::V,kewtîn,lladrar
869,heulen::V,ûrîn,udolar
870,blasen::V,puf kirin,bufar
871,pfeifen::V,fîkandin,xiular
872,schreien::V,qîrîn,cridar
873,stöhnen::V,nalîn,gemegar
874,zittern::V,hejîn,tremolar
875,leben::V,jihîn,vīure
876,geboren werden::V,hatin dinyê,néixer
877,geboren werden::V,bûn,néixer
878,atmen::V,hilmijîn,respirar
879,trinken::V,vexwarin,beure
880,essen::V,xwarin,menjar
881,schlucken::V,daqulbandin,empassar-se
882,müde werden::V,betilîln,cansar-se
883,müde werden::V,qerimîn,cansar-se
884,einschlafen::V,razan,adormir-se
885,schlafen::V,razan,dormir
886,schlafen::V,razandin,dormir
887,aufwachen::V,şiyarbûn,despertar-se
888,aufstehen::V,rabûn,llevar-se
889,sich erholen::V,baş bûn,descansar
890,krank werden::V,nexweş kêt,posar-se malalt
891,krank sein::V,nexweş bû,estar malalt
892,schmerzen::V,êşandin,doldre
893,husten::V,kuxin,tossir
894,genesen::V,baş bûn,recuperar-se
895,sterben::V,mirin,morir
896,umkommen::V,mirin,perir
897,sich bewegen::V,leqîn,moure's
898,sich rühren::V,leqîn,moure's
899,sich erheben::V,rabûn,aixecar-se
900,sich setzen::V,runiştin,asseure's
901,hinfallen::V,kêtin,caure's
902,laufen::V,meşîn,caminar
903,schreiten::V,meşkirin,procedir
904,spazierengehen::V,gerandin,passejar
905,eilen::V,lezandin,anar corrent
906,sich beeilen::V,zûkirin,afanyar-se
907,sausen::V,fîzîn,córrer
908,rennen::V,baz dan,córrer
909,springen::V,hilpekîn,saltar
910,klettern::V,hilperikîn,escalar
911,schaukeln::V,lorandin,gronxar-se
912,schaukeln::V,lorandin,balancejar-se
913,kriechen::V,xuşandin,reptar
914,kriechen::V,xuşandin,arrossegar-se
915,schwimmen::V,avjenîn,nadar
916,tauchen::V,qutxuyardin,bussejar
917,tauchen::V,qutxuyardin,submergir-se
918,tauchen::V,noqîn,bussejar
919,tauchen::V,noqîn,submergir-se
920,rudern::V,qaîq ajotin,remar
921,fahren::V,ajotin,anar
922,fliegen::V,firîn,volar
923,gehen::V,çûn,caminar
924,weggehen::V,çûn,anar-se'n
925,abfahren::V,çûyin,partir
926,anhalten::V,rawestîn,aturar-se
927,hineingehen::V,ketin hundir,entrar
928,eintreten::V,têketin,entrar
929,kommen::V,hatin,venir
930,ankommen::V,gihan,arribar
931,ankommen::V,gihîştin,arribar
932,zurückkommen::V,vegerandin,tornar
933,bleiben::V,sekinîn,quedar-se
934,warten::V,payîn,esperar
935,erwarten::V,payîn,esperar
936,suchen::V,lêgerîn,buscar
937,finden::V,peyda kirin,trobar
938,versuchen::V,çeribandin,intentar
939,vorbereiten::V,amade kirin,preparar
940,lieben::V,hez kirin,estimar
941,mögen::V,dil kirin,agradar a
942,lachen::V,kenîn,riure
943,rühren::V,hêjan,commoure
944,rühren::V,hêjan,emocionar
945,weinen::V,girîn,plorar
946,schimpfen::V,pevçûn,renyar
947,sich ärgern::V,enirîn,enfadar-se
948,sich fürchten::V,tirsîn,tenir por
949,fürchten::V,tirsin,témer
950,fliehen::V,bazdan,fugir
951,flüchten::V,revîn,refugiar-se
952,sehen::V,dîtin,veure
953,anschauen::V,sêr kirin,mirar
954,ansehen::V,hesibandin,mirar
955,hören::V,guhdar jirin,oir
956,zuhören::V,guhdarî kirin,escoltar
957,probieren::V,tehm kirin,provar
958,riechen::V,bihn kirin,olorar
959,fühlen::V,hîs kirin,sentīr
960,scheinen::V,xoyer kir,semblar
961,zu sehen sein::V,diyar bûn,poder-se veure
962,vernehmen::V,bihîstin,percebre
963,frieren::V,qerişîn,tenir fred
964,tun::V,kirin,fer
965,können::V,karin,poder
966,wollen::V,xwestîn,voler
967,anfangen::V,dest pêkirin,iniciar
968,beenden::V,xelas kirin,acabar
969,aufhören::V,xelas kirin,deixar
970,gelingen::V,çe bûn,sortir bé
971,geraten::V,qewîmîn,sortir
972,öffnen::V,vekirin,obrir
973,schließen::V,girtin,tancar
974,stellen::V,danîn,posar
975,stellen::V,danîn,col·locar
976,setzen::V,rûniştin,assentar
977,legen::V,danîn,posar
978,legen::V,razandin,posar
979,berühren::V,lêketin,tocar
980,verbinden::V,anîn pê,unir
981,verbinden::V,anîn pê,connectar
982,bedecken::V,sergirtin,tapar
983,bedecken::V,sergirtin,cobrir
984,aufhängen::V,aliqandin,penjar
985,anzünden::V,pêxistin,encendre
986,aufheben::V,hildan,aixecar
987,zurücklassen::V,hiştin,deixar
988,zurücklassen::V,vehiştin,deixar
989,verlieren::V,wendakirin,pērdre
990,fallen lassen::V,xistin bixe,deixar caure
991,fallen lassen::V,xistin,deixar caure
992,machen::V,kirin,fer
993,machen::V,çêkirin,fer
994,herstellen::V,çê kirin,producir
995,herstellen::V,peyda kirin,producir
996,bauen::V,lêkirin,construir
997,reparieren::V,veherînerîn,reparar
998,verbessern::V,sererastkirin,millorar
999,ändern::V,degiş kirin,canviar
1000,graben::V,kolandin,cavar
1001,beugen::V,tewîn,doblegar
1002,beugen::V,xwar kirin,doblegar
1003,biegen::V,tewandin,corbar
1004,biegen::V,tewandin,arquejar
1005,biegen::V,xwarkirin,corbar
1006,biegen::V,xwarkirin,arquejar
1007,drehen::V,fitilandin,girar
1008,wenden::V,zivîrin,girar
1009,umdrehen::V,vegerandin,voltar
1010,heben::V,hildan,pujar
1011,heben::V,hildan,aixecar
1012,hochheben::V,hildan,aixecar
1013,ergreifen::V,dest avêtin,agafar
1014,halten::V,hîştin,mantenir
1015,halten::V,sekinîn,mantenir
1016,drücken::V,pêl kirin,prémer
1017,drücken::V,pêl kirin,estrènyer
1018,schieben::V,damdan,empènyer
1019,kratzen::V,xurandin,raspar
1020,lecken::V,alastin,llepar
1021,beißen::V,gez kirin,mossegar
1022,abreißen::V,hilşandin,arrencar
1023,abschneiden::V,jêkirin,tallar
1024,binden::V,girêdan,lligar
1025,stecken::V,têxistin,ficar
1026,brechen::V,şikandin,trencar
1027,klopfen::V,kutandin,trucar
1028,hauen::V,li dan,picar
1029,hauen::V,li dan,colpejar
1030,kleben::V,zeliqîn,enganxar
1031,kleben::V,şirêz kirin,enganxar
1032,reiben::V,firikandin,fregar
1033,streichen::V,bax dan,untar
1034,schleifen::V,çarkirin,afilar
1035,schleifen::V,çarkirin,esmolar
1036,schneiden::V,jêkirin,tallar
1037,rütteln::V,hejandin,sacsejar
1038,schütteln::V,daweşîn,agitar
1039,schütteln::V,daweşîn,sacsejar
1040,schwenken::V,têwdan,agitar
1041,schütten::V,rijandin,abocar
1042,füllen::V,dagirtin,omplir
1043,einwickeln::V,pêçandin,embolicar
1044,tragen::V,kişandin,dur
1045,tragen::V,kişandin,portar
1046,tragen::V,rajtin,dur
1047,tragen::V,rajtin,portar
1048,schleppen::V,kişandin,arrossegar
1049,ziehen::V,kişandin,tirar
1050,ziehen::V,kişandin,estirar
1051,aufbewahren::V,hilandin,conservar
1052,werfen::V,avêtin,llançar
1053,fangen::V,sem kirin,agafar
1054,fangen::V,sem kirin,atrapar
1055,fangen::V,girtin,agafar
1056,fangen::V,girtin,atrapar
1057,packen::V,pê girtin,engrapar
1058,verstecken::V,hîlanin,amagar
1059,teilen::V,parvekirin,dividir
1060,schicken::V,şandin,enviar
1061,bringen::V,anîn,portar
1062,bringen::V,birin,portar
1063,hinzufügen::V,dan ser,afegir
1064,hinzufügen::V,li tiştekî zêde kirin,afegir
1065,bekommen::V,standin,obtenir
1066,erhalten::V,standin,rebre
1067,nehmen::V,girtin,prendre
1068,wählen::V,ray dan,triar
1069,wählen::V,ray dan,elegir
1070,auswählen::V,bijartin,escollir
1071,auswählen::V,bijartin,seleccionar
1072,bewahren::V,rê li ber girtin,conservar
1073,bewahren::V,lê xwedî derketin,conservar
1074,behindern::V,bara wi,impedir
1075,behindern::V,bara wi,obstaculitzar
1076,verderben::V,heram bûn,espatllar
1077,beschädigen::V,xerab kirin,danyar
1078,beschädigen::V,xerab kirin,destrossar
1079,zerbrechen::V,şikênandin,trencar
1080,zerbrechen::V,perçe kirin,trencar
1081,zerreißen::V,qelişandin,estripar
1082,zerstören::V,hilşandin,destruir
1083,verbrennen::V,şewitandin,cremar
1084,geben::V,dan,donar
1085,geben::V,dayin,donar
1086,reichen::V,besbûn,passar
1087,reichen::V,têrkirin,passar
1088,schenken::V,diyarî kirin,regalar
1089,versprechen::V,soz dan,prometre
1090,wünschen::V,dil kirin,desitjar
1091,loben::V,pesinandin,elogiar
1092,küssen::V,maçkirin,fer un petó a
1093,wiegen::V,lorandin,bressolar
1094,wiegen::V,wezinandin,bressolar
1095,zudecken::V,nixumandin,tapar
1096,zudecken::V,nixumandin,cobrir
1097,wecken::V,bixwe hesandin,despertar
1098,zeigen::V,şanîdan,mostrar
1099,zeigen::V,şanîdan,ensenyar
1100,führen::V,raber kirin,guiar
1101,führen::V,raber kirin,conduir
1102,lehren::V,hîn kirin,ensenyar
1103,unterrichten::V,ders dan,ensenyar
1104,aufziehen::V,mesinkirin,criar
1105,leiten::V,rêberî kirin,dirigir
1106,antreiben::V,bezandin,impel·lir
1107,lassen::V,berdan,fer
1108,lassen::V,hiştin,fer
1109,einladen::V,dawet kirin,invitar
1110,einladen::V,dawet kirin,convidar
1111,vereinigen::V,bi yek kirin,unir
1112,besuchen::V,mêvan bûn,visitar
1113,besuchen::V,mêvan bûn,anar a veure
1114,treffen::V,rast hatin,trobar
1115,sich versammeln::V,li hev çivîn,reunir-se
1116,spielen::V,listin,jugar
1117,singen::V,stran,cantār
1118,tanzen::V,reqisîn,ballar
1119,sich trennen::V,hew berdan,separar-se
1120,verlassen::V,tanê hişt,deixar
1121,verlassen::V,tanê hişt,abandonar
1122,verlassen::V,bêkes,deixar
1123,verlassen::V,bêkes,abandonar
1124,retten::V,rihakirin,salvar
1125,bewachen::V,raçavkirin,vigilar
1126,schützen::V,hemet kirin,protegir
1127,verteidigen::V,paraztin,defensar
1128,sich schlagen::V,li hev bezîn,barallar-se
1129,schießen::V,agir kirin,tirar
1130,schießen::V,agir kirin,disparar
1131,siegen::V,biser ketin,vèncer
1132,ärgern::V,xeyirandin,enfadar
1133,schlagen::V,lêdan,pegar
1134,schlagen::V,lêdan,colpejar
1135,schlagen::V,lêxistin,pegar
1136,schlagen::V,lêxistin,colpejar
1137,treten::V,têlekirin,donar un cop de peu a
1138,stechen::V,têrekirin,punxar
1139,stechen::V,têrekirin,apunyalar
1140,stoßen::V,lêketin,empènyer
1141,stehlen::V,dizîn,robar
1142,stehlen::V,dizî birin,robar
1143,stören::V,aciz kirin,molestar
1144,belästigen::V,li tela yeki ketin,importunar
1145,verbergen::V,veşartin,amagar
1146,verbergen::V,veşartin,ocultar
1147,verbergen::V,kemîndanîn,amagar
1148,verbergen::V,kemîndanîn,ocultar
1149,täuschen::V,xapandin,enganyar
1150,täuschen::V,lê zexeli kirin,enganyar
1151,betrügen::V,xapandin,estafar
1152,töten::V,kûştin,matar
1153,wohnen::V,rûniştin,vīure
1154,wohnen::V,rûniştin,habitar
1155,arbeiten::V,kar kirin,treballar
1156,arbeiten::V,şêxulin,treballar
1157,sammeln::V,komkirin,col·leccionar
1158,pflücken::V,çinîn,collir
1159,jagen::V,nêçîr kirin,caçar
1160,fischen::V,masî girtin,pescar
1161,fassen::V,pê girtin,atrapar
1162,fassen::V,sêm kirin,atrapar
1163,hüten::V,hei jê man,pasturar
1164,treiben::V,bêherandin,arriar
1165,anbinden::V,tewilandin,lligar
1166,füttern::V,xwarine dan lê,donar menjar a
1167,melken::V,dotin,munyir
1168,hacken::V,kolandin,picar
1169,hacken::V,kolandin,tallar
1170,gießen::V,av dan,regar
1171,reifen::V,kemilîn,madurar
1172,zubereiten::V,çe kirin,preparar
1173,kochen::V,xwarin çe kirin,coure
1174,kochen::V,kelandin,coure
1175,backen::V,pijandin,coure al forn
1176,braten::V,qelandin,rostir
1177,braten::V,sor kirin,rostir
1178,umrühren::V,têvdan,remenar
1179,stricken::V,hûnan,tricotar
1180,stricken::V,hûnan,fer punt de mitja
1181,nähen::V,kêl kirin,cosir
1182,färben::V,boyax kirin,tenyir
1183,reinigen::V,paqijkirin,netejar
1184,waschen::V,şuştin,rentār
1185,abwischen::V,pakîj kirin,eixugar
1186,spülen::V,şuştin,esbandir
1187,fegen::V,maliştin,escombrar
1188,kehren::V,maliştin,escombrar
1189,baden::V,serîşûştin,banyar-se
1190,sich waschen::V,serîşûştin,rentār-se
1191,ausziehen::V,jê kirin,treure's
1192,anziehen::V,pê kirin,posar-se
1193,sich anziehen::V,xwe kirin,vestir-se
1194,kämmen::V,şeh kirin,pentinar
1195,schmücken::V,xemilandin,adornar
1196,sagen::V,gotin,dir
1197,sagen::V,peyivîn,dir
1198,sprechen::V,peyivîn,parlar
1199,reden::V,axaftin,parlar
1200,sich unterhalten::V,hev biştaxilin,conversar
1201,fragen::V,pirsîn,preguntar
1202,fragen::V,pirs kirin,preguntar
1203,bitten::V,tika kirin,demanar
1204,erzählen::V,behs kirin,contar
1205,erzählen::V,behs kirin,explicar
1206,mitteilen::V,vegotin,comunicar
1207,nennen::V,bi nav kirin,nomenar
1208,rufen::V,bakirin,cridar
1209,prahlen::V,pesnê xwe dan,lloar-se
1210,prahlen::V,pesnê xwe dan,jactar-se
1211,übersetzen::V,qulibandin,traduir
1212,übersetzen::V,derbas kirin,traduir
1213,denken::V,fikirîn,pensar
1214,glauben::V,bawer bûn,creure
1215,bemerken::V,bala xwe dan,notar
1216,bemerken::V,çac lê ketin,notar
1217,erkennen::V,pêhesîn,reconèixer
1218,begreifen::V,fêmkirin,comprendre
1219,verstehen::V,fêmkirin,entendre
1220,lernen::V,halmandin,aprendre
1221,lernen::V,fêrbun,aprendre
1222,wissen::V,zanîn,saber
1223,sich erinnern an::V,bir bûn,recordar
1224,vergessen::V,ji bir kirin,oblidar
1225,messen::V,pê kanîn,mesurar
1226,zählen::V,hejmardin,comptar
1227,rechnen::V,hesibandin,calcular
1228,lesen::V,xwendin,llegir
1229,malen::V,rengandin,pintar
1230,malen::V,boyax kirin,pintar
1231,zeichnen::V,işaret kirin,dibuixar
1232,schreiben::V,nivîsandin,escrīure
1233,besitzen::V,hebûn,posseir
1234,kaufen::V,kirîn,comprar
1235,verkaufen::V,firotin,vendre
1236,bezahlen::V,pere dan,pagar
1237,zahlen::V,pere dan,pagar per
1238,zahlen::V,dayin,pagar per
1239,beherrschen::V,zebt kirin,dominar
1240,beherrschen::V,hukim kirin,dominar
1241,ertragen::V,bihêzkirin,aguantar
