,Concept_ID,az,ps
186,Schwan::N,qu quşu,قو
187,Fisch::N,balıq,کب
188,Fisch::N,balıq,ماهی
189,Barsch::N,tar,
190,Hecht::N,durnabalığı,
191,Schlange[Tier]::N,ilan,مار
192,Wurm::N,qurd,چینجی
193,Spinne::N,hörümçək,غڼه
194,Spinne::N,hörümçək,تارکښ
195,Ameise::N,qarışqa,مېږی
196,Laus::N,bit,سپږه
197,Mücke::N,ağcaqanad,ماشی
198,Fliege::N,milçək,مچ
199,Schmetterling::N,kəpənək,پتنګ
200,Beere::N,gilə,مېوۍ
201,Apfel::N,alma,مڼه
202,Pilz::N,göbələk,خرېړی
203,Zwiebel::N,soğan,پیاز
204,Saat::N,əkin,تخم
205,Korn::N,taxıl,تخم
206,Korn::N,taxıl,دانه
207,Heu::N,quru ot,بوس
208,Heu::N,quru ot,پروړه
209,Schale::N,qabıq,پوستکی
210,Grube::N,çuxur,کنده
211,Falle::N,tələ,دام
212,Falle::N,tələ,لومه
213,Falle::N,duzaq,دام
214,Falle::N,duzaq,لومه
215,Schlinge::N,ilmək,کړۍ
216,Spur::N,iz,نښه
217,Asche::N,kül,آس
218,Asche::N,kül,ایره
219,Dreck::N,kir,ناپاکي
220,Eisen::N,dəmir,اوسپنه
221,Gold::N,altun,سره زر
222,Silber::N,gümüş,نقره
223,Silber::N,gümüş,سپین زر
224,Kohle::N,kömür,سکور
225,Kohle::N,kömür,سکاره
226,Glas::N,şüşə,ښيښه
227,Lehm::N,gil,خټه
228,Lehm::N,palçıq,خټه
229,Sand::N,qum,شګه
230,Mensch::N,adam,انسان
231,Mensch::N,insan,انسان
232,Mann::N,kişi,سړی
233,Mann::N,kişi,نارینه
234,Frau::N,qadın,ښځه
235,Kind::N,uşaq,بچی
236,Kind::N,uşaq,ماشوم
237,Junge::N,oğlan,هلک
238,Mädchen::N,qız,نجلۍ
239,Familie::N,ailə,کورنۍ
240,Großvater::N,baba,بابا
241,Großmutter::N,nənə,انا
242,Eltern::N,valideyn,مور او پلار
243,Vater::N,ata,پلار
244,Mutter::N,ana,مور
245,Sohn::N,oğul,زوی
246,Tochter::N,qız,لور
247,Bruder::N,qardaş,ورور
248,Schwester::N,bacı,خور
249,Onkel::N,əmi,تره
250,Onkel::N,əmi,ماما
251,Onkel::N,dayı,تره
252,Onkel::N,dayı,ماما
253,Tante::N,bibi,خاله
254,Ehemann::N,ər,مېړه
255,Ehefrau::N,arvad,مېرمن
256,Freude::N,nəşə,خوشحالي
257,Freude::N,sevinc,خوشحالي
258,Gelächter::N,gülüş,خندا
259,Gelächter::N,qəhqəhə,خندا
260,Glück::N,səadət,بخت
261,Glück::N,xoşbəxtlik,بخت
262,Kummer::N,qəm,غم
263,Kummer::N,kədər,غم
264,Wunsch::N,arzu,هيله
265,Wunsch::N,arzu,غوښتنه
266,Lust::N,həvəs,شوق
267,Lust::N,həvəs,مینه
268,Geist::N,ruh,روح
269,Gedanke::N,fikir,فکر
270,Gedanke::N,düşüncə,فکر
271,Gedächtnis::N,xatir,یاد
272,Gedächtnis::N,xatir,حافظه
273,Gedächtnis::N,hafizə,یاد
274,Gedächtnis::N,hafizə,حافظه
275,Verstand::N,ağıl,عقل
276,Verstand::N,ağıl,شعور
277,Sinn::N,məna,معنی
278,Grund::N,səbəb,علت
279,Grund::N,səbəb,اساس
280,Wahrheit::N,haqq,حقیقت
281,Wahrheit::N,doğruluq,حقیقت
282,Gespräch::N,söhbət,مرکه
283,Gespräch::N,söhbət,خبرې اترې
284,Gespräch::N,qonuşma,مرکه
285,Gespräch::N,qonuşma,خبرې اترې
286,Märchen::N,nağıl,افسانه
287,Erzählung::N,hekayə,قصه
288,Erzählung::N,hekayə,کیسه
289,Nachricht::N,xəbər,خبر
290,Neuigkeit::N,xəbər,نوی خبر
291,Neuigkeit::N,yenilik,نوی خبر
292,Name::N,ad,نوم
293,Rätsel::N,tapmaca,کیسۍ
294,Rätsel::N,tapmaca,چیستان
295,Rede::N,nitq,وینا
296,Sprache::N,dil,ژبه
297,Stimme::N,səs,غږ
298,Stimme::N,səs,اواز
299,Wort::N,söz,لغت
300,Wort::N,söz,کلمه
301,Wort::N,kəlmə,لغت
302,Wort::N,kəlmə,کلمه
303,Zeichen::N,nişan,نښه
304,Zeichen::N,nişan,اشاره
305,Ruf::N,çığırtı,ږغ
306,Ruf::N,çığırtı,بلنه
307,Lärm::N,gurultu,غالمغال
308,Laut::N,səs,ږغ
309,Ton::N,ton,اواز
310,Lied::N,mahnı,غزله
311,Lied::N,mahnı,سندره
312,Ruhe::N,sakitlik,ارامي
313,Leute::N,xalq,خلک
314,Volk::N,millət,ولس
315,Arbeit::N,iş,کار
316,Arbeit::N,əmək,کار
317,Gast::N,qonaq,مېلمه
318,Gast::N,müsafir,مېلمه
319,Geschenk::N,hədiyyə,تحفه
320,Geschenk::N,hədiyyə,سوغات
321,Spiel::N,oyun,لوبه
322,Spiel::N,tamaşa,لوبه
323,Gesellschaft::N,cəmiyyet,ډله
324,Hilfe::N,kömək,کومک
325,Hilfe::N,kömək,مرسته
326,Hilfe::N,yardım,کومک
327,Hilfe::N,yardım,مرسته
328,Freund::N,dost,ملګری
329,Kamerad::N,yoldaş,انډيوال
330,Angelegenheit::N,iş,موضوع
331,Anzahl::N,say,شمېر
332,Anzahl::N,say,تعداد
333,Art::N,çeşid,ډول
334,Stück::N,dənə,ټوټه
335,Stück::N,parça,ټوټه
336,Teil::N,qisim,برخه
337,Hälfte::N,yarım,نیم
338,Kreis::N,dairə,دایره
339,Kreuz::N,xaç,صلیب
340,Linie::N,xətt,خط
341,Linie::N,xətt,لیکه
342,Strich::N,cızıq,کرښه
343,Abstand::N,məsafə,فاصله
344,Entfernung::N,məsafə,واټن
345,Entfernung::N,uzaqlıq,واټن
346,Gegend::N,bölgə,سیمه
347,Gegend::N,bölgə,منطقه
348,Platz::N,yer,ځای
349,Ort::N,yer,ځای
350,Seite::N,yan,مخ
351,Seite::N,yan,اړخ
352,Seite::N,tərəf,مخ
353,Seite::N,tərəf,اړخ
354,Mitte::N,orta,وسط
355,Mitte::N,orta,مینځ
356,Gegenstand::N,şey,شی
357,Sache::N,şey,شی
358,Sache::N,şey,څيز
359,Rand::N,kənar,څنډه
360,Rand::N,kənar,کناره
361,Kante::N,tiyə,اړخ
362,Kante::N,kənar,اړخ
363,Ecke::N,bucaq,ګوټ
364,Spitze::N,uc,څوکه
365,Ende::N,son,څوکه
366,Ende::N,axır,څوکه
367,Loch::N,deşik,سوری
368,Winkel::N,guşə,کنج
369,Winkel::N,guşə,کوتی
370,Muster::N,ülgü,نمونه
371,Größe::N,böyüklük,قد
372,Größe::N,böyüklük,لويوالی
373,Länge::N,uzunluq,طول
374,Länge::N,uzunluq,اوږد والی
375,Höhe::N,yüksəklik,جګوالی
376,Gewicht::N,çəki,وزن
377,Gewicht::N,ağırlıq,وزن
378,Menge::N,miqdar,اندازه
379,Haufen::N,yığın,کوټه
380,Reihe::N,səf,صف
381,Reihe::N,səf,کتار
382,Reihe::N,sıra,صف
383,Reihe::N,sıra,کتار
384,Boot::N,qayıq,قايق
385,Ruder::N,kürək,چپه
386,Schlitten::N,kirşə,ښویېدونی
387,Ski::N,xizək,سکي
388,Lagerfeuer::N,düşərgə tonqalı,اور
389,Last::N,yük,بار
390,Last::N,yük,پېټی
391,Gang::N,yeriş,تګ
392,Schritt::N,addım,ګام
393,Norden::N,şimal,شمال
394,Süden::N,cənub,سوېل
395,Westen::N,qərb,لوېدېځ
396,Osten::N,şərq,شرق
397,Osten::N,şərq,ختیځ
398,Holz::N,ağac,لرګی
399,Holz::N,taxta,لرګی
400,Brett::N,taxta,تخته
401,Platte::N,lövhə,تخته
402,Stütze::N,dayaq,تکیوان
403,Stütze::N,dəstək,تکیوان
404,Stange::N,şüvül,ډاګه
405,Stock::N,dəyənək,لرګی
406,Stab::N,əsa,چيخله
407,Stab::N,şüvül,چيخله
408,Rohr::N,boru,نل
409,Rohr::N,truba,نل
410,Haus::N,ev,کور
411,Heim::N,ev,کور
412,Ofen::N,peç,تودنۍ
413,Ofen::N,soba,تودنۍ
414,Fußboden::N,döşəmə,غولی
415,Tisch::N,masa,مېز
416,Stuhl::N,stul,چوکۍ
417,Wiege::N,beşik,زانګو
418,Bett::N,yataq,کټ
419,Bett::N,yataq,چپرکټ
420,Regal::N,rəf,تاخچۍ
421,Kiste::N,yeşik,صندوق
422,Kiste::N,sandıq,صندوق
423,Fenster::N,pəncərə,کړکۍ
424,Tür::N,qapı,دروازه
425,Tor::N,darvaza,دروازه
426,Zaun::N,çəpər,کټاره
427,Dach::N,dam,بام
428,Leiter::N,nərdivan,زينه
429,Besen::N,süpürgə,جارو
430,Spaten::N,kürək,یوم
431,Schaufel::N,kürək,بېلچه
432,Gabel::N,çəngəl,پنجه
433,Löffel::N,qaşıq,کاشوغه
434,Messer::N,bıçaq,چاقو
435,Nagel::N,mıx,ميخ
436,Netz::N,tor,جال
437,Haken::N,çəngəl,څنګک
438,Griff::N,qulp,لاستی
439,Griff::N,tutacaq,لاستی
440,Schloss::N,qıfıl,کلپ
441,Bild::N,rəsm,رسم
442,Figur::N,şəkil,قدوقامت
443,Figur::N,heykəl,قدوقامت
444,Puppe::N,kukla,ګوډۍ
445,Puppe::N,gəlincik,ګوډۍ
446,Beutel::N,kisə,کڅوړه
447,Beutel::N,torba,کڅوړه
448,Bündel::N,bağlama,دسته
449,Tasche::N,çanta,بکس
450,Tasche::N,çanta,توبره
451,Eimer::N,vedrə,سطل
452,Eimer::N,çəllək,سطل
453,Deckel::N,qapaq,سرپوښ
454,Geschirr::N,qab-qazan,لوښی
455,Sack::N,çuval,جوال
456,Tasse::N,fincan,پیاله
457,Topf::N,qazan,دېګی
458,Kessel::N,qazan,دېګ
459,Essen::N,yemək,خوراک
460,Nahrung::N,qida,خوراک
461,Speise::N,xörək,خواړه
462,Fleisch::N,ət,غوښه
463,Getreide::N,taxıl,غله
464,Brei::N,aş,اوګره
465,Brei::N,sıyıq,اوګره
466,Brot::N,çörək,ډوډۍ
467,Scheibe::N,dilim,مړۍ
468,Fett::N,yağ,غوړي
469,Butter::N,kərə yağı,کوچ
470,Öl::N,yağ,تېل
471,Salz::N,duz,مالګه
472,Suppe::N,şorba,شوربا
473,Honig::N,bal,شات
474,Milch::N,süd,شوده
475,Tee::N,çay,چای
476,Leder::N,dəri,څرمن
477,Wolle::N,yun,پشم
478,Stoff::N,qumaş,ټوټه
479,Nadel::N,iynə,ستن
480,Faden::N,sap,تار
481,Knopf::N,düymə,تڼۍ
482,Knopf::N,düymə,تکمه
483,Knoten::N,düyün,غوټه
484,Farbe::N,boya,رنګ
485,Kleidung::N,geyim,کالي
486,Hemd::N,köynək,کميس
487,Kragen::N,yaxa,غاړه
488,Ärmel::N,qol,لستوڼی
489,Hose::N,şalvar,پطلون
490,Gürtel::N,kəmər,کمربند
491,Mütze::N,şapka,خولۍ
492,Schuh::N,tufli,بوټ
493,Schuh::N,ayaqqabı,بوټ
494,Stiefel::N,çəkmə,موزه
495,Ring::N,üzük,ګوته
496,Band::N,lent,فيته
497,Kamm::N,daraq,ګمنځ
498,Spiegel::N,güzgü,ایینه
499,Spiegel::N,güzgü,هنداره
500,Riemen::N,qayış,تسمه
501,Schnur::N,ip,مزی
502,Leine::N,kəmsik,رسۍ
503,Decke::N,ədyal,بړستن
504,Decke::N,yorğan,بړستن
505,Kissen::N,yastıq,بالښت
506,Tuch::N,şarf,ټیکری
507,Tuch::N,kaşne,ټیکری
508,Handtuch::N,dəsmal,دسمال
509,Kraft::N,güc,زور
510,Kraft::N,güc,توان
511,Stärke::N,qüvvət,قوت
512,Gesundheit::N,sağlamlıq,صحت
513,Gesundheit::N,sağlamlıq,روغتیا
514,Krankheit::N,xəstəlik,مرض
515,Krankheit::N,xəstəlik,ناروغي
516,Schmerz::N,ağrı,درد
517,Schmerz::N,sancı,درد
518,Wunde::N,yara,ټپ
519,Wunde::N,yara,زخم
520,Fieber::N,isitmə,تبه
521,Fieber::N,qızdırma,تبه
522,Arznei::N,ilaç,دوا
523,Arznei::N,ilaç,دارو
524,Arznei::N,dərman,دوا
525,Arznei::N,dərman,دارو
526,Brücke::N,körpü,پول
527,Brunnen::N,quyu,څاه
528,Brunnen::N,quyu,کوهی
529,Weide::N,otlaq,وله
530,Pfad::N,cığır,تړه
531,Weg::N,yol,لیار
532,Straße::N,küçə,سړک
533,Dorf::N,kənd,کلی
534,Stadt::N,şəhər,ښار
535,Brief::N,məktub,لیک
536,Brief::N,məktub,مکتوب
537,Buch::N,kitab,کتاب
538,Buchstabe::N,hərf,حرف
539,Buchstabe::N,hərf,توری
540,Zeitung::N,qəzet,اخبار
541,Leben::N,həyat,ژوند
542,Tod::N,ölüm,مرګ
543,Tod::N,ölüm,مړینه
544,Grab::N,qəbir,قبر
545,Grab::N,qəbir,ډورۍ
546,Kirche::N,kilsə,کلیسا
547,Sünde::N,günah,ګناه
548,Gott::N,tanrı,خدای
549,Arbeiter::N,işçi,کاریګر
550,Chef::N,şef,آمر
551,Chef::N,rəis,آمر
552,Meister::N,usta,استاد
553,Arzt::N,həkim,طبیب
554,Arzt::N,həkim,ډاکټر
555,Arzt::N,doktor,طبیب
556,Arzt::N,doktor,ډاکټر
557,Lehrer::N,müəllim,معلم
558,Lehrer::N,müəllim,ښوونکی
559,Geld::N,pul,پیسې
560,Geschäft::N,ticarət,سوداګري
561,Laden::N,dükan,دکان
562,Laden::N,dükan,مغازه
563,Preis::N,qiymət,بیه
564,Ware::N,mal,مال
565,Nutzen::N,fayda,ګټه
566,Reichtum::N,zənginlik,شتمني
567,Welt::N,aləm,نړۍ
568,Welt::N,aləm,دنیا
569,Welt::N,dünya,نړۍ
570,Welt::N,dünya,دنیا
571,Land::N,ölkə,هېواد
572,Staat::N,dövlət,دولت
573,König::N,kral,باچا
574,König::N,kral,پادشاه
575,König::N,məlik,باچا
576,König::N,məlik,پادشاه
577,Macht::N,qüdrət,قدرت
578,Grenze::N,hüdud,حد
579,Grenze::N,hüdud,سرحد
580,Grenze::N,sərhət,حد
581,Grenze::N,sərhət,سرحد
582,Krieg::N,hərb,جګړه
583,Krieg::N,müharibə,جګړه
584,Feind::N,düşmən,دښمن
585,Gewalt::N,cəbr,زور
586,Gewalt::N,cəbr,تشدد
587,Kampf::N,savaş,جنګ
588,Kampf::N,savaş,مبارزه
589,Bogen[Waffe]::N,yay,لیندۍ
590,Pfeil::N,ox,غشی
591,Gewehr::N,tüfəng,ټوپک
592,Fehler::N,xəta,خطا
593,Fehler::N,xəta,غلطي
594,Lüge::N,yalan,دروغ
595,Schaden::N,ziyan,زیان
596,Schaden::N,ziyan,تاوان
597,Unglück::N,bəla,بدبختي
598,Schuld::N,təqsir,ګناه
599,Alter::N,yaş,منګ
600,Schluss::N,son,اخر
601,Zeit::N,vaxt,وخت
602,Zeit::N,zaman,وخت
603,Tag::N,gün,ورځ
604,Morgen::N,sabah,سبا
605,Morgen::N,sabah,سهار
606,Mittag::N,günorta,غرمه
607,Abend::N,axşam,ماښام
608,Nacht::N,gecə,شپه
609,Woche::N,həftə,اونۍ
610,Monat::N,ay,مياشت
611,Jahr::N,il,کال
612,Frühling::N,yaz,پسرلی
613,Frühling::N,bahar,پسرلی
614,Sommer::N,yay,دوبی
615,Herbst::N,payız,منی
616,Herbst::N,payız,خزان
617,Winter::N,qış,ژمی
618,Januar::N,Janvar,جنوري
619,Februar::N,Fevral,فبروري
620,März::N,Mart,مارچ
621,April::N,Aprel,اپریل
622,Mai::N,May,مې
623,Juni::N,İyun,جون
624,Juli::N,İyul,جولای
625,August::N,Avqust,اګست
626,September::N,Sentyabr,سپټامبر
627,Oktober::N,Oktyabr,اکتوبر
628,November::N,Noyabr,نومبر
629,Dezember::N,Dekabr,دسمبر
630,Montag::N,bazar ertəsi,دوشنبه
631,Dienstag::N,çərşənbə axşamı,سه شنبه
632,Mittwoch::N,çərşənbə,چارشنبه
633,Donnerstag::N,cüme axşamı,پنجشنبه
634,Freitag::N,cüme,جمعه
635,Samstag::N,şənbə,خالي
636,Sonntag::N,bazar,یکشنبه
637,groß::A,böyük,لوی
638,klein::A,kiçik,وړوکی
639,lang::A,uzun,اوړد
640,kurz::A,qısa,لنډ
641,breit::A,enli,پراخه
642,breit::A,geniş,پراخه
643,schmal::A,dar,تنګ
644,dicht::A,sıx,ګڼ
645,dick[Gegenstand]::A,qalın,پنډ
646,dünn::A,nazik,نری
647,fein::A,incə,نازک
648,fest::A,bərk,کلک
649,fest::A,bərk,ټینګ
650,fest::A,möhkəm,کلک
651,fest::A,möhkəm,ټینګ
652,flach::A,düz,هوار
653,glatt::A,hamar,ښوی
654,hart::A,sərt,کلک
655,weich::A,yumşaq,نرم
656,weich::A,yumşaq,پوست
657,rund::A,yuvarlaq,ګرد
658,spitz::A,uclu,تېره
659,spitz::A,sivri,تېره
660,scharf::A,kəskin,تېز
661,scharf::A,kəskin,تېره
662,stumpf::A,küt,پڅ
663,schwer::A,ağır,دروند
664,schön::A,gözəl,ښکلی
665,schön::A,gəşəng,ښکلی
666,heiß::A,isti,تود
667,warm::A,ilıq,تود
668,kalt::A,soyuq,ېخ
669,kalt::A,soyuq,سوړ
670,kühl::A,sərin,ېخ
671,kühl::A,sərin,سوړ
672,frisch::A,təzə,تازه
673,feucht::A,nəm,مرطوب
674,nass::A,yaş,لوند
675,trocken::A,quru,وچ
676,voll::A,dolu,ډک
677,leer::A,boş,خالی
678,offen::A,açıq,خلاص
679,offen::A,açıq,پرانیستی
680,geschlossen::A,qapalı,تړلی
681,sauber::A,təmiz,پاک
682,schmutzig::A,kirli,چټل
683,roh::A,çiy,خام
684,reif::A,yetişmiş,پوخ
685,reif::A,yetişmiş,رسېدلی
686,lecker::A,dadlı,خوندور
687,lecker::A,dadlı,مزه دار
688,lecker::A,ləzzətli,خوندور
689,lecker::A,ləzzətli,مزه دار
690,süß::A,şirin,خوږ
691,süß::A,şirin,شیرین
692,bitter::A,acı,تریخ
693,sauer::A,turş,ټاک
694,sauer::A,turş,تريو
695,hell::A,aydın,روڼ
696,hell::A,aydın,روښان
697,dunkel::A,qaranlıq,تیاره
698,schwarz::A,qara,تور
699,weiß::A,ağ,سپين
700,rot::A,qırmızı,سور
701,gelb::A,sarı,زېړ
702,blau::A,göy,شین
703,blau::A,göy,اسماني رنګه
704,blau::A,mavi,شین
705,blau::A,mavi,اسماني رنګه
706,grün::A,yaşıl,زرغون
707,grau::A,boz,خړ
708,bunt::A,əlvan,رنګارنګ
709,bunt::A,rəngli,رنګارنګ
710,billig::A,ucuz,ارزان
711,teuer::A,bahalı,ګران
712,wertvoll::A,qiymətli,قیمتي
713,blind::A,kor,ړوند
714,taub::A,kar,کوڼ
715,kräftig::A,güclü,قوی
716,stark::A,qüvvətli,قوی
717,stark::A,qüvvətli,تکړه
718,schwach::A,zəif,ضعیف
719,schwach::A,zəif,کمزوری
720,schwach::A,gücsüz,ضعیف
721,schwach::A,gücsüz,کمزوری
722,fett::A,şişman,چاغ
723,schlank::A,zərif,خوش اندام
724,hübsch::A,göyçək,ښکلی
725,hübsch::A,göyçək,ښایسته
726,böse::A,fəna,شریر
727,böse::A,fəna,قهرناک
728,dumm::A,axmaq,احمق
729,faul::A,tənbəl,لټ
730,faul::A,tənbəl,تنبل
731,fleißig::A,çalışqan,زحمت کښ
732,geizig::A,xəsis,بخیل
733,klug::A,ağıllı,عاقل
734,klug::A,ağıllı,هوښیار
735,geschickt::A,bacarıqlı,ماهر
736,lieb::A,əziz,عزیز
737,lieb::A,əziz,محبوب
738,lieb::A,sevimli,عزیز
739,lieb::A,sevimli,محبوب
740,lustig::A,məzəli,خوشحال
741,lustig::A,gülməli,خوشحال
742,sanft::A,mülayim,پوست
743,sanft::A,mülayim,ملایم
744,hungrig::A,ac,وږی
745,krank::A,xəstə,مريض
746,krank::A,xəstə,ناروغ
747,nackt::A,çılpaq,لوڅ
748,traurig::A,qəmgin,غمجن
749,traurig::A,kədərli,غمجن
750,lebendig::A,canlı,ژوندی
751,gut::A,yaxşı,ښه
752,schlecht::A,pis,بد
753,schlecht::A,pis,خراب
754,richtig::A,doğru,سم
755,richtig::A,doğru,صحیح
756,schlimm::A,fəna,بد
757,schlimm::A,fəna,مخوف
758,wahr::A,gərçək,واقعي
759,alt::A,əski,زوړ
760,alt::A,köhnə,زوړ
761,neu::A,yeni,نوی
762,ehemalig::A,əvvəlki,پخوانی
763,alt[Lebewesen]::A,qoca,زوړ
764,jung::A,gənc,ځوان
765,arm::A,kasıb,غریب
766,arm::A,kasıb,بې وزله
767,arm::A,yoxsul,غریب
768,arm::A,yoxsul,بې وزله
769,reich::A,zəngin,شتمن
770,reich::A,zəngin,دولتمند
771,bekannt::A,tanış,اشنا
772,berühmt::A,məşhur,مشهور
773,fremd::A,yad,پردی
774,fremd::A,yad,بېګانه
775,verschieden::A,dürlü,مختلف
776,nah::A,yaxın,نژدې
777,fern::A,uzaq,لیری
778,linker::A,sol,چپ
779,linker::A,sol,کیڼ
