,Concept_ID,it,ml
650,blau::A,blu,നീലനിറമുള്ള
651,blau::A,azzurro,നീലനിറമുള്ള
652,grün::A,verde,പച്ചനിറമുള്ള
653,grau::A,grigio,ചാരനിറത്തിലുള്ള
654,bunt::A,variopinto,വർണ്ണശബളമായ
655,billig::A,a buon prezzo,വിലകുറഞ്ഞ
656,billig::A,a buon mercato,വിലകുറഞ്ഞ
657,teuer::A,caro,ചെലവേറിയ
658,wertvoll::A,prezioso,വിലപിടിപ്പുള്ള
659,blind::A,cieco,അന്ധനായ
660,taub::A,sordo,കേൾവിക്കുറവുള്ള
661,kräftig::A,forte,ശക്തിയുള്ള
662,kräftig::A,robusto,ശക്തിയുള്ള
663,stark::A,forte,ബലമുള്ള
664,stark::A,vigoroso,ബലമുള്ള
665,schwach::A,dèbole,ക്ഷീണിച്ച
666,fett::A,grasso,കൊഴുപ്പുള്ള
667,schlank::A,snello,മെലിഞ്ഞ
668,schlank::A,slanciato,മെലിഞ്ഞ
669,hübsch::A,bello,മനോഹരമായ
670,hübsch::A,carino,മനോഹരമായ
671,böse::A,cattivo,പാപിയായ
672,dumm::A,stùpido,വിവരംകെട്ട
673,faul::A,pigro,അലസനായ
674,fleißig::A,diligente,അദ്ധ്വാനശീലമുള്ള
675,geizig::A,avaro,പിശുക്കനായ
676,klug::A,intelligente,ബുദ്ധിസാമർഥ്യമുള്ള
677,geschickt::A,àbile,പ്രതിഭാശാലി
678,lieb::A,caro,പ്രിയപ്പെട്ട
679,lustig::A,gaio,ആനന്ദകരമായ
680,lustig::A,allegro,ആനന്ദകരമായ
681,sanft::A,dolce,സൌമ്യമായ
682,hungrig::A,affamato,വിശപ്പുള്ള
683,krank::A,malato,അസുഖമുള്ള
684,krank::A,infermo,അസുഖമുള്ള
685,nackt::A,nudo,നഡമായ
686,traurig::A,triste,വിഷമമുള്ള
687,lebendig::A,vivo,ഉപജീവനം
688,gut::A,buono,നല്ല
689,schlecht::A,cattivo,മോശമായ
690,richtig::A,giusto,ശരിയായ
691,schlimm::A,grave,വൃത്തികെട്ട
692,wahr::A,vero,ശരിയായ
693,alt::A,vecchio,പഴയ
694,neu::A,nuovo,പുതിയ
695,ehemalig::A,vecchio,മുൻ
696,ehemalig::A,d'una_volta,മുൻ
697,alt[Lebewesen]::A,anziano,വയസ്സുള്ള
698,jung::A,giovane,കൌമാരമായ
699,arm::A,pòvero,പാവപ്പെട്ട
700,reich::A,ricco,സമ്പന്നമായ
701,bekannt::A,noto,പരിചിതമായ
702,bekannt::A,conosciuto,പരിചിതമായ
703,berühmt::A,famoso,പ്രശസ്തനായ
704,berühmt::A,cèlebre,പ്രശസ്തനായ
705,fremd::A,estràneo,വൈദേശികമായ
706,fremd::A,straniero,വൈദേശികമായ
707,verschieden::A,diverso,വ്യത്യസ്തമായ
708,verschieden::A,differente,വ്യത്യസ്തമായ
709,nah::A,vicino,അരികത്തുള്ള
710,nah::A,propinquo,അരികത്തുള്ള
711,fern::A,lontano,അകലെയുള്ള
712,linker::A,sinistro,അവശേഷിച്ച
713,rechter::A,destro,വലത്തേ
714,anderer::A,altro,മറ്റുള്ള
715,erster::A,primo,ആദ്യത്തെ
716,zweiter::A,secondo,രണ്ടാം
717,dritter::A,terzo,മൂന്നാമത്
718,letzter::A,ùltimo,അവസാനത്തെ
719,allein::ADV,solo,തനിച്ചുള്ള
720,allein::ADV,da solo,തനിച്ചുള്ള
721,auf einmal::ADV,insieme,ഉടന്
722,zusammen::ADV,insieme,ഒരുമിച്ച
723,lange::ADV,a lungo,നീണ്ട_കാലത്തേയ്ക്ക്
724,plötzlich::ADV,all'improvviso,പെട്ടെന്ന്
725,sofort::ADV,sùbito,തത്ക്ഷണം
726,sofort::ADV,all'istante,തത്ക്ഷണം
727,später::ADV,più tardi,പിന്നീട്
728,jetzt::ADV,ora,ഇപ്പോൾ
729,jetzt::ADV,adesso,ഇപ്പോൾ
730,heute::ADV,oggi,ഇന്ന്
731,morgen::ADV,domani,നാളെ
732,bald::ADV,presto,ഉടനെ
733,bald::ADV,tra poco,ഉടനെ
734,dann::ADV,allora,അപ്പോൾ
735,gestern::ADV,ieri,ഇന്നലെ
736,einst::ADV,prima,പണ്ടൊരിക്കല്
737,einst::ADV,un tempo,പണ്ടൊരിക്കല്
738,damals::ADV,allora,അപ്പോൾ
739,danach::ADV,poi,പിന്നീട്
740,danach::ADV,dopo,പിന്നീട്
741,vorher::ADV,prima,മുൻപ്
742,zuerst::ADV,prima,ആദ്യം
743,zuerst::ADV,dapprima,ആദ്യം
744,einmal::ADV,una volta,ഒരിക്കൽ
745,manchmal::ADV,talvolta,ചിലപ്പോൾ
746,manchmal::ADV,qualche volta,ചിലപ്പോൾ
747,oft::ADV,spesso,പലപ്പോഴും
748,immer::ADV,sempre,എപ്പോഴും
749,niemals::ADV,non mai,ഒരിക്കലും
750,hier::ADV,qua,ഇവിടെ
751,hierhin::ADV,qua,ഇവിടേക്ക്
752,von hier::ADV,ne,ഇവിടെനിന്ന്
753,von hier::ADV,da qui,ഇവിടെനിന്ന്
754,dort::ADV,lì,അവിടെ
755,dorthin::ADV,là,അവിടേക്ക്
756,geradeaus::ADV,diritto,മുമ്പിൽ
757,geradeaus::ADV,diritto,മുമന്നോട്ട്
758,vorwärts::ADV,avanti,മുന്നോട്ട്
759,rückwärts::ADV,all'indietro,തലതിരിച്ച്
760,zurück::ADV,di indietro,പുറകിലേക്ക്
761,unten::ADV,giù,താഴെ
762,unten::ADV,sotto,താഴെ
763,hinab::ADV,giù,താഴേക്ക്
764,hinab::ADV,in giù,താഴേക്ക്
765,oben::ADV,su,മുകളിൽ
766,oben::ADV,sopra,മുകളിൽ
767,hinauf::ADV,in sù,മുകളിൽ
768,hinauf::ADV,in alto,മുകളിൽ
769,überall::ADV,dappertutto,എല്ലായിടത്തും
770,nicht::ADV,non,ഇല്ല
771,ein wenig::ADV,un po',കുറച്ച്
772,ein wenig::ADV,un poco,കുറച്ച്
773,kaum::ADV,a appena,കഷ്ടിച്ച്
774,sehr::ADV,molto,വളരെ
775,so::ADV,così,അങ്ങനെ
776,so::ADV,tanto,അങ്ങനെ
777,noch::ADV,ancora,ഇപ്പോഴും
778,nur::ADV,solo,മാത്രം
779,nur::ADV,soltanto,മാത്രം
780,schon::ADV,già,നേരത്തേ തന്നെ
781,wieder::ADV,di nuovo,വീണ്ടും
782,vergebens::ADV,invano,വിഫല
783,vor::PRP,davanti a,മുമ്പിൽ
784,hinter::PRP,dietro,പുറകിൽ
785,unter::PRP,sotto,കീഴിൽ
786,durch::PRP,per,ഉള്ളിലൂടെ
787,durch::PRP,attraverso,ഉള്ളിലൂടെ
788,neben::PRP,a accanto a,അടുത്ത്
789,zwischen::PRP,fra,ഇടയ്ക്ക്
790,wegen::PRP,a causa di,നിമിത്തം
791,dies::PRN,ciò,ഇത്
792,dies::PRN,questo,ഇത്
793,das::PRN,ciò,അത്
794,das::PRN,quello,അത്
795,alles::PRN,tutto,എല്ലാം
796,ich::PRN,ìo,ഞാൻ
797,du::PRN,tu,നിങ്ങൾ
798,er::PRN,lui,അദ്ദേഹം
799,er::PRN,lui,അയാൾ
800,er::PRN,lui,അവൻ
801,er::PRN,lui,അവർ
802,er::PRN,lui,അവൾ
803,er::PRN,egli,അദ്ദേഹം
804,er::PRN,egli,അയാൾ
805,er::PRN,egli,അവൻ
806,er::PRN,egli,അവർ
807,er::PRN,egli,അവൾ
808,wir::PRN,noi,നമ്മൾ
809,ihr::PRN,voi,നിങ്ങൾ
810,sie::PRN,loro,അവർ
811,was::FPRN,che,എന്ത്
812,was::FPRN,che cosa,എന്ത്
813,wer::FPRN,chi,ആര്
814,wo::FADV,dove,എവിടെ
815,wohin::FADV,dove,എവിടേക്ക്
816,wie::FADV,come,എങ്ങനെ
817,warum::FADV,perche,എന്തുകൊണ്ട്
818,wieviel::FNUM,quanto,എത്ര
819,eins::NUM,uno,ഒന്ന്
820,zwei::NUM,due,രണ്ട്
821,drei::NUM,tre,മൂന്ന്
822,vier::NUM,quattro,നാല്
823,fünf::NUM,cinque,അഞ്ച്
824,sechs::NUM,sei,ആറ്
825,sieben::NUM,sette,ഏഴ്
826,acht::NUM,otto,എട്ട്
827,neun::NUM,nove,ഒമ്പത്
828,zehn::NUM,dieci,പത്ത്
829,elf::NUM,ùndici,പതിനൊന്ന്
830,zwölf::NUM,dodici,പന്ത്രണ്ട്
831,zwanzig::NUM,venti,ഇരുപത്
832,dreißig::NUM,trenta,മുപ്പത്
833,vierzig::NUM,quaranta,നാൽപ്പത്
834,fünfzig::NUM,cinquanta,അൻപത്
835,sechzig::NUM,sessanta,അറുപത്
836,siebzig::NUM,settanta,എഴുപത്
837,achtzig::NUM,ottanta,എൺപത്
838,neunzig::NUM,novanta,തൊണ്ണൂറ്
839,hundert::NUM,cento,നൂറ്
840,tausend::NUM,mille,ആയിരം
841,und::CNJ,e,ഉം
842,oder::CNJ,o,അഥവാ
843,stehen::V,stare in piedi,നിൽക്കുക
844,sitzen::V,sedere,ഇരിക്കുക
845,sitzen::V,stare seduto,ഇരിക്കുക
846,liegen::V,giacere,കിടക്കുക
847,hängen::V,pèndere,തൂങ്ങുക
848,hängen::V,èssere appeso,തൂങ്ങുക
849,werden::V,farsi,ആയിത്തീരുക
850,werden::V,diventare,ആയിത്തീരുക
851,passieren::V,succèdere,സംഭവിക്കുക
852,beginnen::V,cominciare,ആരംഭിക്കുക
853,enden::V,finire,അവസാനിപ്പിക്കുക
854,enden::V,terminare,അവസാനിപ്പിക്കുക
855,wechseln::V,variare,മാറ്റുക
856,wechseln::V,cambiare,മാറ്റുക
857,aufgehen[Sonne]::V,sòrgere,ഉയരുക
858,aufgehen[Sonne]::V,spuntare,ഉയരുക
859,untergehen[Sonne]::V,tramontare,അടുക്കി_വയ്ക്കുക
860,scheinen[Sonne]::V,splèndere,പ്രകാശിക്കുക
861,donnern::V,tonare,ഇടിവെട്ടുക
862,wehen::V,soffiare,വീശുക
863,strömen::V,fluire,ഒഴുകുക
864,fließen::V,fluire,ഒഴുകുക
865,fließen::V,scorrere,ഒഴുകുക
866,sich drehen::V,girarsi,ചുറ്റുക
867,sich drehen::V,girarsi,കറക്കുക
868,schwanken::V,oscillare,ഇരുവശത്തേയ്ക്കും_ആടുക
869,schwanken::V,barcollare,ഇരുവശത്തേയ്ക്കും_ആടുക
870,schwingen::V,vibrare,ആടുക
871,schwingen::V,oscillare,ആടുക
872,fallen::V,cadere,വീഴുക
873,brennen::V,àrdere,കത്തുക
874,brennen::V,bruciare,കത്തുക
875,rauchen::V,fumare,പുകയുക
876,regnen::V,piòvere,മഴ_പെയ്യുക
877,gefrieren::V,gelarsi,തണത്ത്_മരവിക്കുക
878,gefrieren::V,congelarsi,തണത്ത്_മരവിക്കുക
879,tauen::V,sciògliersi,അലിയുക
880,schmelzen::V,fòndere,ഉരുകുക
881,schmelzen::V,sciògliersi,ഉരുകുക
882,trocknen::V,asciugarsi,വരളുക
883,sieden::V,bollire,തിളപ്പിക്കുക
884,faulen::V,marcire,ചീയുക
885,verfaulen::V,imputridire,അഴുകുക
886,reißen::V,strapparsi,ശബ്ദത്തോടെ_മുറിയുക
887,versinken::V,affondare,മുക്കുക
888,vergehen::V,passare,കടന്നുപോകുക
889,erscheinen::V,apparire,പ്രത്യക്ഷപ്പെടുക
890,erscheinen::V,comparire,പ്രത്യക്ഷപ്പെടുക
891,verschwinden::V,sparire,അദൃശ്യമാകുക
892,verschwinden::V,scomparire,അദൃശ്യമാകുക
893,sinken::V,calare,താഴുക
894,sinken::V,scendere,താഴുക
895,abnehmen::V,diminuire,കുറിയുക
896,zunehmen::V,aumentare,വർദ്ധിക്കുക
897,steigen::V,salire,ഉയരുക
898,steigen::V,montare,ഉയരുക
899,wachsen::V,crescere,വളരുക
900,glänzen::V,splèndere,മിന്നുക
901,funkeln::V,brillare,തിളങ്ങുക
902,funkeln::V,scintillare,തിളങ്ങുക
903,lärmen::V,strepitare,ശബ്ദമുണ്ടാക്കുക
904,lärmen::V,fare chiasso,ശബ്ദമുണ്ടാക്കുക
905,läuten::V,suonare,മണിമുഴങ്ങുക
906,klingeln::V,suonare,ചിലമ്പുക
907,klirren::V,tintinnare,കിലുക്കുക
908,brausen::V,rombare,മുഴങ്ങുക
909,brausen::V,rumoreggiare,മുഴങ്ങുക
910,rauschen::V,frusciare,അനങ്ങുക
911,klingen::V,suonare,മുഴക്കുക
912,bellen::V,latrare,കുരയ്ക്കുക
913,bellen::V,abbaiare,കുരയ്ക്കുക
914,heulen::V,urlare,ഓരിയിടുക
915,heulen::V,ululare,ഓരിയിടുക
916,blasen::V,soffiare,ഊതുക
917,pfeifen::V,fischiare,വിസിലടിക്കുക
918,schreien::V,gridare,ആക്രോശിക്കുക
919,stöhnen::V,gèmere,അരക്കം
920,stöhnen::V,gèmere,ആർത്തനാദം
921,zittern::V,tremare,വിറയ്ക്കുക
922,leben::V,vìvere,താമസിക്കുക
923,geboren werden::V,nàscere,ജനിക്കുക
924,atmen::V,respirare,ശ്വസിക്കുക
925,trinken::V,bere,കുടിക്കുക
926,essen::V,mangiare,കഴിക്കുക
927,schlucken::V,inghiottire,വിഴുങ്ങുക
928,müde werden::V,stancarsi,ക്ഷീണിക്കുക
929,einschlafen::V,addormentarsi,നിദ്രിക്കുക
930,schlafen::V,dormire,ഉറങ്ങുക
931,aufwachen::V,svegliarsi,ഉണരുക
932,aufstehen::V,levarsi,എഴുന്നേൽക്കുക
933,sich erholen::V,riposarsi,വിശ്രമിക്കുക
934,krank werden::V,ammalarsi,ദീനംപിടിക്കുക
935,krank sein::V,èssere malato,രോഗികളാകുക
936,schmerzen::V,dolere,വേദനിക്കുക
937,husten::V,tossire,ചുമയ്ക്കുക
938,genesen::V,guarire,സുഖപ്പെടുക
939,sterben::V,morire,മരിക്കുക
940,umkommen::V,perire,മരിക്കുക
941,sich bewegen::V,agitarsi,സ്ഥലം_മാറുക
942,sich rühren::V,muòversi,ചലിക്കുക
943,sich erheben::V,alzarsi,നിൽക്കുക
944,sich setzen::V,sedersi,ഇരിക്കുക
945,hinfallen::V,cadere,വീഴുക
946,laufen::V,camminare,നടക്കുക
947,laufen::V,andare a piedi,നടക്കുക
948,schreiten::V,andare,നടക്കുക
949,schreiten::V,procedere,നടക്കുക
950,spazierengehen::V,passeggiare,ഉലാത്തുക
951,spazierengehen::V,andare a passeggio,ഉലാത്തുക
952,eilen::V,andare in fretta,പാഞ്ഞെത്തുക
953,sich beeilen::V,affrettarsi,തിരിക്കുകൂട്ടുക
954,sich beeilen::V,affrettarsi,തിടുക്കം_കാട്ടുക
955,sausen::V,volare,കുതിക്കുക
956,sausen::V,correre,കുതിക്കുക
957,rennen::V,correre,ഓടുക
958,springen::V,saltare,ചാടുക
959,klettern::V,arrampicarsi,കയറുക
960,schaukeln::V,fare l'altalena,ഇളകുക
961,kriechen::V,strisciare,പതുങ്ങികയറുക
962,schwimmen::V,nuotare,നീന്തുക
963,tauchen::V,tuffarsi,വെള്ളത്തിലേക്ക് ചാടുക
964,tauchen::V,immèrgersi,വെള്ളത്തിലേക്ക് ചാടുക
965,rudern::V,remare,തുഴയുക
966,fahren::V,andare,വാഹനം ഓടിക്കുക
967,fahren::V,viaggiare,വാഹനം ഓടിക്കുക
968,fliegen::V,volare,പറക്കുക
969,gehen::V,andare,പോകുക
970,weggehen::V,andàrsene,വിടുക
971,weggehen::V,andare via,വിടുക
972,abfahren::V,partire,പുറപ്പെടുക
973,anhalten::V,fermarsi,നിർത്തുക
974,hineingehen::V,entrare,പ്രവേശിക്കുക
975,eintreten::V,entrare,പ്രവേശിക്കുക
976,kommen::V,venire,വരുക
977,ankommen::V,arrivare,എത്തിച്ചേരുക
978,zurückkommen::V,ritornare,തിരിച്ചു വരുക
979,bleiben::V,restare,തുടരുക
980,bleiben::V,rimanere,തുടരുക
981,warten::V,aspettare,കാത്തിരിക്കുക
982,erwarten::V,attèndere,പ്രതീക്ഷിക്കുക
983,suchen::V,cercare,തിരയുക
984,finden::V,trovare,കണ്ടെത്തുക
985,versuchen::V,tentare,ശ്രമിക്കുക
986,vorbereiten::V,preparare,തയ്യാറെടുക്കുക
987,lieben::V,amare,സ്നേഹിക്കുക
988,mögen::V,piacere a,ഇഷ്ടപ്പെടുക
989,mögen::V,volere bene a,ഇഷ്ടപ്പെടുക
990,lachen::V,rìdere,ചിരിക്കുക
991,rühren::V,commuòvere,ഹൃദയം സ്പർശിക്കുക
992,weinen::V,piàngere,തേങ്ങുക
993,schimpfen::V,imprecare,പിറുപിറുക്കുക
994,sich ärgern::V,stizzirsi,കോപിക്കുക
995,sich ärgern::V,arrabbiarsi,കോപിക്കുക
996,sich fürchten::V,avere paura,പേടിക്കുക
997,fürchten::V,temere,പേടിക്കുക
998,fliehen::V,fuggire,രക്ഷപ്പെടുക
999,flüchten::V,sfuggire,രക്ഷപ്പെടുക
1000,sehen::V,vedere,കാണുക
1001,anschauen::V,guardare,നോക്കുക
1002,ansehen::V,guardare,നോക്കുക
1003,hören::V,udire,കേൾക്കുക
1004,hören::V,sentire,കേൾക്കുക
1005,zuhören::V,ascoltare,ശ്രദ്ധിക്കുക
1006,probieren::V,degustare,രുചിയുള്ളതായി_തോന്നുക
1007,probieren::V,assaggiare,രുചിയുള്ളതായി_തോന്നുക
1008,riechen::V,sentire,മണത്തു_നോക്കുക
1009,fühlen::V,sentire,സ്പർശിച്ചറിയുക
1010,scheinen::V,parere,കാണപ്പെടുക
1011,scheinen::V,sembrare,കാണപ്പെടുക
1012,zu sehen sein::V,vedersi,വെളിച്ചപ്പെടുക
1013,vernehmen::V,sentire,കേൾക്കുക
1014,vernehmen::V,percepire,കേൾക്കുക
1015,frieren::V,aver freddo,വിറയ്ക്കുക
1016,tun::V,fare,ചെയ്യുക
1017,können::V,sapere,കഴിയുക
1018,wollen::V,volere,വേണുക
1019,anfangen::V,iniziare,തുടങ്ങുക
1020,anfangen::V,cominciare,തുടങ്ങുക
1021,beenden::V,finire,പൂർത്തിയാക്കുക
1022,beenden::V,terminare,പൂർത്തിയാക്കുക
1023,aufhören::V,finire,നിർത്തുക
1024,aufhören::V,cessare,നിർത്തുക
1025,gelingen::V,riuscire,വിജയിക്കുക
1026,geraten::V,stare,പരിണമിക്കുക
1027,öffnen::V,aprire,തുറക്കുക
1028,schließen::V,chiùdere,അടയ്ക്കുക
1029,stellen::V,porre,വയ്ക്കുക
1030,stellen::V,mettere,വയ്ക്കുക
1031,setzen::V,porre,വയ്ക്കുക
1032,setzen::V,mettere,വയ്ക്കുക
1033,legen::V,posare,ഇടുക
1034,legen::V,mettere,ഇടുക
1035,berühren::V,toccare,തൊടുക
1036,verbinden::V,unire,ഘടിപ്പിക്കുക
1037,verbinden::V,congiùngere,ഘടിപ്പിക്കുക
1038,bedecken::V,coprire,മുടുക
1039,bedecken::V,ricoprire,മുടുക
1040,aufhängen::V,attaccare,കെട്ടിതൂക്കുക
1041,anzünden::V,accèndere,കത്തിക്കുക
1042,anzünden::V,incendiare,കത്തിക്കുക
1043,aufheben::V,raccògliere,പെറുക്കിയെടുക്കുക
1044,zurücklassen::V,lasciare,വച്ചുപോരുക
1045,zurücklassen::V,lasciare indietro,വച്ചുപോരുക
1046,verlieren::V,pèrdere,നഷ്ടപ്പെടുക
1047,fallen lassen::V,lasciare cadere,വീഴ്ത്തുക
1048,machen::V,fare,ഉണ്ടാക്കുക
1049,herstellen::V,produrre,ഉൽപാദിപ്പിക്കുക
1050,herstellen::V,fabbricare,ഉൽപാദിപ്പിക്കുക
1051,bauen::V,costruire,നിർമ്മിക്കുക
1052,reparieren::V,riparare,നന്നാക്കുക
1053,verbessern::V,migliorare,മെച്ചപ്പെടുക
1054,ändern::V,mutare,മാറ്റംവരുത്തുക
1055,ändern::V,cambiare,മാറ്റംവരുത്തുക
1056,graben::V,scavare,കുഴിക്കുക
1057,beugen::V,chinare,വണങ്ങുക
1058,beugen::V,flettere,വണങ്ങുക
1059,biegen::V,tòrcere,കുനിയുക
1060,drehen::V,girare,തിരിക്കുക
1061,wenden::V,girare,തിരിയുക
1062,wenden::V,voltare,തിരിയുക
1063,umdrehen::V,rivoltare,തിരിയുക
1064,heben::V,levare,ഉയർത്തുക
1065,hochheben::V,levare,ഉയർത്തുക
1066,hochheben::V,sollevare,ഉയർത്തുക
1067,ergreifen::V,afferrare,ബലമായി_പിടിക്കുക
1068,halten::V,tenere,പിടിക്കുക
1069,drücken::V,premere,അമർത്തുക
1070,schieben::V,spìngere,തള്ളുക
1071,kratzen::V,grattare,ചുരണ്ടുക
1072,kratzen::V,graffiare,ചുരണ്ടുക
1073,lecken::V,leccare,നക്കുക
1074,beißen::V,mòrdere,കടിക്കുക
1075,abreißen::V,staccarsi,കീറിക്കളയുക
1076,abreißen::V,strapparsi,കീറിക്കളയുക
1077,abschneiden::V,tagliare,മുറിച്ചുമാറ്റുക
1078,binden::V,legare,കെട്ടുക
1079,binden::V,bendare,കെട്ടുക
1080,stecken::V,ficcare,തുളയ്ക്കുക
1081,brechen::V,rompere,ഉടയുക
1082,klopfen::V,bàttere,തട്ടുക
1083,hauen::V,picchiare,അടിക്കുക
1084,kleben::V,incollare,ഒട്ടിക്കുക
1085,reiben::V,fregare,തിരുമ്മിത്തുടയ്ക്കുക
1086,streichen::V,spalmare,പടർത്തുക
1087,schleifen::V,arrotare,പൊടിക്കുക
1088,schneiden::V,tagliare,മുറിക്കുക
1089,rütteln::V,scuòtere,മുട്ടുക
1090,schütteln::V,agitare,കുലുക്കുക
1091,schütteln::V,scuòtere,കുലുക്കുക
1092,schwenken::V,agitare,ആടുക
1093,schwenken::V,sventolare,ആടുക
1094,schütten::V,versare,ഒഴിക്കുക
1095,füllen::V,riempire,നിറയ്ക്കുക
1096,einwickeln::V,involtare,പൊതിയുക
1097,tragen::V,portare,വഹിക്കുക
1098,schleppen::V,trainare,വലിച്ചിഴയ്ക്കുക
1099,schleppen::V,trascinare,വലിച്ചിഴയ്ക്കുക
1100,ziehen::V,tirare,വലിക്കുക
1101,aufbewahren::V,custodire,വയ്ക്കുക
1102,aufbewahren::V,conservare,വയ്ക്കുക
1103,werfen::V,gettare,എറിയുക
1104,werfen::V,lanciare,എറിയുക
1105,fangen::V,prèndere,പിടിക്കുക
1106,fangen::V,acchiappare,പിടിക്കുക
1107,packen::V,pigliare,തട്ടിപ്പറിക്കുക
1108,packen::V,afferrare,തട്ടിപ്പറിക്കുക
1109,verstecken::V,nascondere,മറയ്ക്കുക
1110,teilen::V,divìdere,വിഭജിക്കുക
1111,schicken::V,inviare,അയയ്ക്കുക
1112,bringen::V,portare,കൊണ്ടുവരുക
1113,bringen::V,apportare,കൊണ്ടുവരുക
1114,hinzufügen::V,aggiùngere,കൂട്ടുക
1115,bekommen::V,ricevere,കിട്ടുക
1116,erhalten::V,ricevere,സ്വീകരിക്കുക
1117,nehmen::V,prèndere,എടുക്കുക
1118,wählen::V,elèggere,തിരഞ്ഞെടുക്കുക
1119,wählen::V,scegliere,തിരഞ്ഞെടുക്കുക
1120,auswählen::V,scegliere,തിരഞ്ഞെടുക്കുക
1121,bewahren::V,conservare,പുലർത്തുക
1122,behindern::V,impedire,തടയിടുക
1123,verderben::V,guastare,നശിപ്പിക്കുക
1124,beschädigen::V,danneggiare,ക്ഷതമേൽപ്പിക്കുക
1125,zerbrechen::V,rompere,ഉടയുക
1126,zerbrechen::V,spezzare,ഉടയുക
1127,zerreißen::V,stracciare,കീറുക
1128,zerstören::V,distrùggere,നശിപ്പിക്കുക
1129,verbrennen::V,bruciare,കത്തിനശിക്കുക
1130,verbrennen::V,bruciare,കത്തിച്ചുകളയുക
1131,geben::V,dare,കൊടുക്കുക
1132,geben::V,dare,തരുക
1133,reichen::V,pòrgere,കൈമാറുക
1134,schenken::V,regalare,സമ്മാനം കൊടുക്കുക
1135,versprechen::V,promettere,വാഗ്ദാനം_നൽകുക
1136,wünschen::V,augurare,ആഗ്രഹിക്കുക
1137,loben::V,lodare,പുകഴ്ത്തുക
1138,küssen::V,baciare,ഉമ്മവയ്ക്കുക
1139,wiegen::V,cullare,ഇളകുക
1140,wiegen::V,dondolare,ഇളകുക
1141,zudecken::V,coprire,മുടുക
1142,wecken::V,svegliare,ഉണർത്തുക
1143,zeigen::V,indicare,കാണിക്കുക
1144,führen::V,guidare,നടത്തുക
1145,führen::V,condurre,നടത്തുക
1146,lehren::V,insegnare,പഠിപ്പിക്കുക
1147,unterrichten::V,istruire,പരിശീലിപ്പിക്കുക
1148,unterrichten::V,insegnare,പരിശീലിപ്പിക്കുക
1149,aufziehen::V,allevare,വളർത്തിക്കൊണ്ടുവരുക
1150,leiten::V,avviare,നയിക്കുക
1151,leiten::V,dirìgere,നയിക്കുക
1152,antreiben::V,incitare,പ്രേരിപ്പിക്കുക
1153,lassen::V,fare,അനുവദിക്കുക
1154,einladen::V,invitare,ക്ഷണിക്കുക
1155,vereinigen::V,unire,കൂടിച്ചേരുക
1156,besuchen::V,visitare,സന്ദർശിക്കുക
1157,besuchen::V,far vìsita a,സന്ദർശിക്കുക
1158,treffen::V,incontrare,തമ്മിൽ കാണുക
1159,sich versammeln::V,rinunirsi,സംയോജിപ്പിക്കുക
1160,spielen::V,giocare,കളിക്കുക
1161,singen::V,cantare,പാടുക
1162,tanzen::V,danzare,നൃത്തം ചെയ്യുക
1163,sich trennen::V,separarsi,നേർപെടുത്തുക
1164,verlassen::V,lasciare,പിൻവാങ്ങുക
1165,verlassen::V,abbandonare,പിൻവാങ്ങുക
1166,retten::V,salvare,രക്ഷിക്കുക
1167,bewachen::V,custodire,കാവൽനിൽക്കുക
1168,schützen::V,protèggere,പരിരക്ഷിക്കുക
1169,verteidigen::V,difèndere,പ്രതിരോധിക്കുക
1170,sich schlagen::V,bàttersi,കലഹിക്കുക
1171,schießen::V,sparare,വെടിവെക്കുക
1172,siegen::V,vìncere,വിജയിക്കുക
1173,ärgern::V,stizzire,വിഷമിപ്പിക്കുക
1174,schlagen::V,bàttere,അടിക്കുക
1175,treten::V,calciare,തൊഴിക്കുക
1176,stechen::V,pùngere,കുത്തുക
1177,stoßen::V,urtare,തള്ളുക
1178,stoßen::V,spìngere,തള്ളുക
1179,stehlen::V,rubare,മോഷ്ടിക്കുക
1180,stören::V,disturbare,ശല്യപ്പെടുത്തുക
1181,belästigen::V,molestare,മെനക്കെടുക
1182,belästigen::V,importunare,മെനക്കെടുക
1183,verbergen::V,celare,മറയ്ക്കുക
1184,verbergen::V,celare,ഒളിക്കുക
1185,verbergen::V,nascondere,മറയ്ക്കുക
1186,verbergen::V,nascondere,ഒളിക്കുക
1187,täuschen::V,ingannare,കബളിപ്പിക്കുക
1188,betrügen::V,frodare,ചതിക്കുക
1189,betrügen::V,truffare,ചതിക്കുക
1190,töten::V,uccìdere,കൊല്ലുക
1191,wohnen::V,abitare,താമസിക്കുക
1192,arbeiten::V,lavorare,ജോലിചെയ്യുക
1193,sammeln::V,raccògliere,സഞ്ചയിക്കുക
1194,sammeln::V,collezionare,സഞ്ചയിക്കുക
1195,pflücken::V,cògliere,പറിച്ചെടുക്കുക
1196,jagen::V,cacciare,വേട്ടയാടുക
1197,fischen::V,pescare,മീൻ പിടിക്കുക
1198,fassen::V,catturare,പിടിക്കുക
1199,fassen::V,acchiappare,പിടിക്കുക
1200,hüten::V,pascolare,ചേർക്കുക
1201,treiben::V,spìngere,വാഹനം_ഓടിക്കുക
1202,anbinden::V,legare,കെട്ടിയിടുക
1203,anbinden::V,attaccare,കെട്ടിയിടുക
1204,füttern::V,dar da mangiare a,തീറ്റുക
1205,melken::V,mùngere,പാലുകറക്കുക
1206,hacken::V,tritare,വെട്ടിമുറിക്കുക
