,Concept_ID,nl,ab
745,einst::ADV,eens,зны
746,damals::ADV,toen,усҟан
747,damals::ADV,destijds,усҟан
748,danach::ADV,daarna,нас
749,vorher::ADV,vooraf,уаанӡа
750,vorher::ADV,van tevoren,уаанӡа
751,zuerst::ADV,eerst,азнаказы
752,zuerst::ADV,eerst,аҧхьа
753,zuerst::ADV,het eerst,азнаказы
754,zuerst::ADV,het eerst,аҧхьа
755,einmal::ADV,eens,зны
756,einmal::ADV,eenmaal,зны
757,manchmal::ADV,soms,зны-зынла
758,oft::ADV,vaak,лассы-лассы
759,oft::ADV,dikwijls,лассы-лассы
760,immer::ADV,altijd,енагь
761,immer::ADV,altijd,еснагь
762,niemals::ADV,nooit,ианакəызаалак
763,hier::ADV,hier,ара
764,hier::ADV,hier,абра
765,hier::ADV,hier,араҟа
766,hierhin::ADV,hierheen,ара
767,hierhin::ADV,hierheen,араҟа
768,von hier::ADV,van hier,арантә
769,von hier::ADV,hiervandaan,арантә
770,dort::ADV,daar,уа
771,dort::ADV,ginds,уа
772,dorthin::ADV,daarheen,уахь
773,dorthin::ADV,daarheen,анахь
774,geradeaus::ADV,rechtuit,ишиашоу
775,geradeaus::ADV,rechtdoor,ишиашоу
776,vorwärts::ADV,vooruit,ҕхьаҟа
777,vorwärts::ADV,voorwaarts,ҕхьаҟа
778,rückwärts::ADV,achteruit,шьҭахьла
779,rückwärts::ADV,achterwaarts,шьҭахьла
780,zurück::ADV,terug,шьҭахьҟа
781,unten::ADV,beneden,лбаа
782,unten::ADV,onderaan,лбаа
783,hinab::ADV,omlaag,алада
784,hinab::ADV,naar beneden,алада
785,oben::ADV,boven,хыхь
786,hinauf::ADV,omhoog,аҩада
787,hinauf::ADV,naar boven,аҩада
788,überall::ADV,alom,зегьынцьара
789,überall::ADV,overal,зегьынцьара
790,nicht::ADV,niet,-м
791,ein wenig::ADV,wat,ҕыҭк
792,kaum::ADV,amper,аарлаҳәа
793,kaum::ADV,amper,афергьҳәа
794,kaum::ADV,nauwelijks,аарлаҳәа
795,kaum::ADV,nauwelijks,афергьҳәа
796,sehr::ADV,erg,даара
797,sehr::ADV,zeer,даара
798,so::ADV,zo,ас
799,so::ADV,zo,абас
800,noch::ADV,nog,макьана
801,nur::ADV,maar,заҵәык
802,nur::ADV,alleen,заҵәык
803,schon::ADV,al,уажәшьҭа
804,schon::ADV,al,аиҳа ипоу
805,schon::ADV,reeds,уажәшьҭа
806,schon::ADV,reeds,аиҳа ипоу
807,wieder::ADV,weer,ҿыц
808,wieder::ADV,weer,дырҩегь
809,wieder::ADV,weer,дырҩегьых
810,wieder::ADV,terug,ҿыц
811,wieder::ADV,terug,дырҩегь
812,wieder::ADV,terug,дырҩегьых
813,vergebens::ADV,vergeefs,баша
814,vergebens::ADV,tevergeefs,баша
815,vor::PRP,voor,аҕхьа
816,hinter::PRP,achter,нхыҵ
817,unter::PRP,onder,амҵа
818,unter::PRP,onder,амҵан
819,unter::PRP,beneden,амҵа
820,unter::PRP,beneden,амҵан
821,durch::PRP,door,
822,neben::PRP,naast,ааигуара
823,zwischen::PRP,tussen,абжьара
824,wegen::PRP,wegens,-иззы
825,wegen::PRP,wegens,-ҟнытә
826,wegen::PRP,vanwege,-иззы
827,wegen::PRP,vanwege,-ҟнытә
828,dies::PRN,dit,ари
829,dies::PRN,dit,абри
830,das::PRN,dat,Абни
831,das::PRN,dat,убри
832,alles::PRN,alles,зегьы
833,ich::PRN,ik,са
834,ich::PRN,ik,сара
835,du::PRN,je,бара
836,du::PRN,jij,бара
837,er::PRN,hij,иара
838,wir::PRN,we,ҳара
839,wir::PRN,wij,ҳара
840,ihr::PRN,jullie,шәара
841,sie::PRN,ze,дара
842,sie::PRN,zij,дара
843,was::FPRN,wat,
844,wer::FPRN,wie,дарбан
845,wo::FADV,waar,иабыкуу
846,wo::FADV,waar,аба-
847,wo::FADV,waar,ахь-
848,wohin::FADV,waarheen,иабыкуу
849,wohin::FADV,waarheen,аба-
850,wohin::FADV,waarheen,ахь-
851,wie::FADV,hoe,-шҕа
852,warum::FADV,waarom,избан
853,wieviel::FNUM,hoeveel,заҟа
854,eins::NUM,één,акы
855,eins::NUM,één,аӡәы
856,zwei::NUM,twee,ҩба
857,drei::NUM,drie,хҕа
858,vier::NUM,vier,ҕшьба
859,fünf::NUM,vijf,хəба
860,sechs::NUM,zes,фба
861,sieben::NUM,zeven,Бжьба
862,acht::NUM,acht,ааба
863,neun::NUM,negen,жәба
864,zehn::NUM,tien,жәаба
865,elf::NUM,elf,жәеизатәи
866,zwölf::NUM,twaalf,жәаҩа
867,zwanzig::NUM,twintig,ҩажәа
868,dreißig::NUM,dertig,ҩажәижәабатәи
869,vierzig::NUM,veertig,ҩынҩажәа
870,fünfzig::NUM,vijftig,ҩынҩажәеижәаба
871,sechzig::NUM,zestig,хынҩажәа
872,siebzig::NUM,zeventig,хынҩажәижәаба
873,achtzig::NUM,tachtig,ҕшьынҩажәа
874,neunzig::NUM,negentig,ҕшьынҩажәижәаба
875,hundert::NUM,honderd,шәкы
876,tausend::NUM,duizend,зқьы
877,und::CNJ,en,-и
878,oder::CNJ,of,ма
879,stehen::V,staan,агылазаара
880,sitzen::V,zitten,атəара
881,sitzen::V,zitten,атəа(заа)ра
882,liegen::V,liggen,аиара
883,hängen::V,hangen,акнаҳара
884,werden::V,worden,аҟалара
885,passieren::V,gebeuren,аҟалара
886,beginnen::V,beginnen,алагара
887,enden::V,eindigen,алгара
888,wechseln::V,wijzigen,аҽыҧсахра
889,wechseln::V,veranderen,аҽыҧсахра
890,aufgehen[Sonne]::V,opgaan,агылара
891,aufgehen[Sonne]::V,opgaan,ахашлара
892,aufgehen[Sonne]::V,opgaan,аҩаҵхахара
893,untergehen[Sonne]::V,ondergaan,аҭашəара
894,scheinen[Sonne]::V,schijnen,акаҧхара
895,donnern::V,donderen,адыдра
896,wehen::V,waaien,асра
897,strömen::V,stromen,акаҭəара
898,fließen::V,vloeien,ацара
899,sich drehen::V,draaien,ахагьежьра
900,sich drehen::V,zich draaien,ахагьежьра
901,schwanken::V,wankelen,аҵысра
902,schwingen::V,zwieren,ахызазара
903,schwingen::V,zwieren,акьаандара
904,fallen::V,vallen,акаҳара
905,brennen::V,branden,абылра
906,rauchen::V,roken,ахылҵра
907,regnen::V,regenen,аура
908,gefrieren::V,bevriezen,аҵаара
909,tauen::V,dooien,аӡҭра
910,schmelzen::V,smelten,ақəӡыҭра
911,schmelzen::V,smelten,аҭəара
912,trocknen::V,drogen,абара
913,sieden::V,koken,ашра
914,sieden::V,zieden,ашра
915,faulen::V,rotten,абаара
916,verfaulen::V,verrotten,абаара
917,verfaulen::V,verrotten,аилашра
918,reißen::V,scheuren,аҧжəара
919,versinken::V,verzinken,аӡааҟəрылара
920,vergehen::V,vergaan,ацара
921,erscheinen::V,opdagen,ацəырҵра
922,erscheinen::V,verschijnen,ацəырҵра
923,verschwinden::V,verdwijnen,аҵашəкəара
924,sinken::V,zinken,атəара
925,sinken::V,zinken,алаҟəра
926,abnehmen::V,afnemen,ацӡаара
927,abnehmen::V,afnemen,аиҵалара
928,abnehmen::V,verminderen,ацӡаара
929,abnehmen::V,verminderen,аиҵалара
930,zunehmen::V,toenemen,аҽырҭбаара
931,zunehmen::V,toenemen,аиҵыҵра
932,zunehmen::V,toenemen,арацəахара
933,steigen::V,stijgen,азҳара
934,steigen::V,stijgen,ашьҭыҵра
935,steigen::V,stijgen,адухара
936,steigen::V,stijgen,ацлара
937,steigen::V,omhooggaan,азҳара
938,steigen::V,omhooggaan,ашьҭыҵра
939,steigen::V,omhooggaan,адухара
940,steigen::V,omhooggaan,ацлара
941,wachsen::V,groeien,азҳара
942,glänzen::V,glanzen,ацыр-цырра
943,glänzen::V,glanzen,ацыҩ-цыҩра
944,glänzen::V,glanzen,аказказра
945,glänzen::V,schitteren,ацыр-цырра
946,glänzen::V,schitteren,ацыҩ-цыҩра
947,glänzen::V,schitteren,аказказра
948,funkeln::V,fonkelen,ашап-шапра
949,funkeln::V,fonkelen,ацым-цымра
950,lärmen::V,lawaai maken,ашьҭыбжьгара
951,lärmen::V,lawaai maken,аҕьҕьаҳәа аилалара
952,läuten::V,luiden,аҵəҵəасра
953,klingeln::V,bellen,аҵəҵəасра
954,klirren::V,rinkelen,ахьархьарра
955,klirren::V,rinkelen,архьархьарра
956,brausen::V,bruisen,аилаҽҽара
957,brausen::V,bruisen,еилашуера
958,rauschen::V,ruisen,
959,klingen::V,klinken,агара
960,klingen::V,klinken,ашьҭыбжь гара
961,bellen::V,blaffen,ашра
962,heulen::V,huilen,ауура
963,blasen::V,blazen,аҭəҳəара
964,pfeifen::V,fluiten,ашəшəра
965,schreien::V,gillen,аҳəҳəара
966,schreien::V,gillen,ахəаара
967,schreien::V,gillen,аҟаара
968,schreien::V,schreeuwen,аҳəҳəара
969,schreien::V,schreeuwen,ахəаара
970,schreien::V,schreeuwen,аҟаара
971,stöhnen::V,steunen,ақьра
972,zittern::V,beven,аҵыс-ҵысра
973,zittern::V,sidderen,аҵыс-ҵысра
974,leben::V,leven,аҟазаара
975,geboren werden::V,geboren worden,Аира
976,atmen::V,ademen,аҕсыҕ лагаҩагара
977,trinken::V,drinken,ажəра
978,essen::V,eten,акрыфара
979,schlucken::V,slikken,албаадара
980,müde werden::V,moe worden,ааҕсара
981,einschlafen::V,inslapen,ацəара
982,schlafen::V,slapen,ацəазаара
983,aufwachen::V,ontwaken,аҿыхара
984,aufwachen::V,wakker worden,аҿыхара
985,aufstehen::V,opstaan,Агəылҵра
986,sich erholen::V,zich ontspannen,аҧсшьара
987,krank werden::V,ziek worden,ачмазаҩхара
988,krank sein::V,ziek zijn,аҳəарҧсарра
989,schmerzen::V,pijn doen,ахьра
990,husten::V,hoesten,аимҳәара
991,genesen::V,genezen,абзиахара
992,genesen::V,genezen,аӷəӷəахара
993,sterben::V,sterven,аҧсра
994,sterben::V,overlijden,аҧсра
995,umkommen::V,omkomen,аҭахара
996,sich bewegen::V,zich bewegen,аиҭаҵра
997,sich rühren::V,zich verroeren,ақəацара
998,sich erheben::V,oprijzen,аҩагылара
999,sich erheben::V,verrijzen,аҩагылара
1000,sich setzen::V,gaan zitten,атəара
1001,hinfallen::V,vallen,акаҳара
1002,hinfallen::V,neervallen,акаҳара
1003,laufen::V,lopen,аныҟəара
1004,schreiten::V,stappen,ашьаҿа еихгара
1005,schreiten::V,schrijden,ашьаҿа еихгара
1006,spazierengehen::V,gaan wandelen,анеи-ааира
1007,eilen::V,ijlen,аццакра
1008,eilen::V,haasten,аццакра
1009,sich beeilen::V,zich haasten,аццакра
1010,sausen::V,stuiven,аҧырра
1011,sausen::V,stuiven,иҭрысны
1012,sausen::V,stuiven,ишьҭҟьаны ацара
1013,rennen::V,rennen,аҩра
1014,springen::V,springen,аҧара
1015,klettern::V,klimmen,ақəлара
1016,klettern::V,klauteren,ақəлара
1017,schaukeln::V,schommelen,аҟəараҟəанҽара
1018,kriechen::V,kruipen,аҳəазара
1019,schwimmen::V,zwemmen,аӡсара
1020,tauchen::V,duiken,ахəӡааҵəира
1021,rudern::V,roeien,аҵшьра
1022,fahren::V,rijden,акала
1023,fliegen::V,vliegen,аҧырра
1024,gehen::V,gaan,аиҭаҵра
1025,weggehen::V,weggaan,ацара
1026,abfahren::V,vertrekken,адəықəлара
1027,abfahren::V,vertrekken,ацара
1028,anhalten::V,stoppen,ааныргылара
1029,anhalten::V,stilhouden,ааныргылара
1030,hineingehen::V,ingaan,аҭалара
1031,hineingehen::V,binnengaan,аҭалара
1032,eintreten::V,binnenkomen,аҩналара
1033,kommen::V,komen,аара
1034,kommen::V,komen,ааира
1035,ankommen::V,aankomen,ааира
1036,ankommen::V,aankomen,аара
1037,ankommen::V,aankomen,анеира
1038,zurückkommen::V,terugkomen,азыхынҳəра
1039,bleiben::V,blijven,аанхара
1040,bleiben::V,blijven,анхара
1041,bleiben::V,blijven,аангылара
1042,warten::V,wachten,азҧшзаара
1043,erwarten::V,verwachten,азҧшра
1044,suchen::V,zoeken,ашьҭазаара
1045,finden::V,vinden,аҧшаара
1046,versuchen::V,proberen,аҽазкра
1047,versuchen::V,beproeven,аҽазкра
1048,vorbereiten::V,voorbereiden,армазеира
1049,lieben::V,houden van,абзиабара
1050,mögen::V,lusten,агəаҧхара
1051,mögen::V,houden van,агəаҧхара
1052,lachen::V,lachen,аччара
1053,rühren::V,roeren,арҵəуара
1054,weinen::V,huilen,аҵəуара
1055,weinen::V,schreien,аҵəуара
1056,schimpfen::V,kijven,ацəҳара
1057,schimpfen::V,schelden,ацəҳара
1058,sich ärgern::V,zich ergeren,агəаара
1059,sich fürchten::V,bang zijn,аӡыӡара
1060,fürchten::V,vrezen,ацəшəара
1061,fliehen::V,vluchten,абналара
1062,fliehen::V,vluchten,ацəцара
1063,flüchten::V,ontsnappen,абналара
1064,flüchten::V,ontsnappen,ацəцара
1065,flüchten::V,ontkomen,абналара
1066,flüchten::V,ontkomen,ацəцара
1067,sehen::V,zien,абара
1068,anschauen::V,aankijken,ахəаҧшра
1069,ansehen::V,aanzien,ахəаҧшра
1070,ansehen::V,bekijken,ахəаҧшра
1071,hören::V,horen,аҳара
1072,zuhören::V,luisteren,азыӡырҩра
1073,probieren::V,proeven,аҧышəара
1074,riechen::V,ruiken,афыҩра
1075,fühlen::V,voelen,анырра
1076,fühlen::V,voelen,ацәакырра
1077,scheinen::V,lijken,шәа
1078,scheinen::V,lijken,аацәырҵа
1079,zu sehen sein::V,te zien zijn,
1080,vernehmen::V,vernemen,аҳара
1081,frieren::V,het koud hebben,ашəра
1082,frieren::V,het koud hebben,аҵаара
1083,tun::V,doen,аҟаҵара
1084,können::V,kunnen,алшара
1085,wollen::V,willen,аҭахра
1086,anfangen::V,beginnen,алагара
1087,anfangen::V,aanvangen,алагара
1088,beenden::V,beëindigen,алгара
1089,aufhören::V,ophouden,аҟəыҵра
1090,gelingen::V,lukken,аура
1091,gelingen::V,lukken,аманшəалахара
1092,gelingen::V,lukken,алҵра
1093,gelingen::V,gelukken,аура
1094,gelingen::V,gelukken,аманшəалахара
1095,gelingen::V,gelukken,алҵра
1096,geraten::V,uitvallen,нзаарын
1097,öffnen::V,openen,аартра
1098,öffnen::V,opendoen,аартра
1099,schließen::V,sluiten,аркра
1100,schließen::V,dichtdoen,аркра
1101,stellen::V,stellen,аргылара
1102,stellen::V,plaatsen,аргылара
1103,setzen::V,zetten,артəара
1104,setzen::V,plaatsen,артəара
1105,legen::V,leggen,ақəҵара
1106,berühren::V,aanraken,акьысра
1107,berühren::V,aanraken,алакьысра
1108,verbinden::V,verbinden,аҿаҳəара
1109,bedecken::V,bedekken,ақəршəра
1110,aufhängen::V,ophangen,акнаҳара
1111,anzünden::V,aansteken,аркра
1112,aufheben::V,oprapen,ашьҭыхра
1113,zurücklassen::V,achterlaten,аныжьра
1114,verlieren::V,verliezen,ацəыӡра
1115,fallen lassen::V,laten vallen,ацəкаҳара
1116,machen::V,maken,ачаҧара
1117,herstellen::V,produceren,аиҵдара
1118,herstellen::V,voortbrengen,аиҵдара
1119,bauen::V,bouwen,аргылара
1120,reparieren::V,repareren,арҽеира
1121,reparieren::V,herstellen,арҽеира
1122,verbessern::V,verbeteren,аиҕьтəра
1123,ändern::V,wijzigen,аҧсахра
1124,ändern::V,veranderen,аҧсахра
1125,graben::V,graven,ажра
1126,beugen::V,buigen,арҟəра
1127,beugen::V,buigen,архəара
1128,biegen::V,buigen,арҟəра
1129,biegen::V,buigen,архəара
1130,drehen::V,draaien,аргьежьра
1131,wenden::V,keren,
1132,wenden::V,wenden,
1133,umdrehen::V,omdraaien,аарҳәра
1134,heben::V,heffen,аҩахара
1135,heben::V,heffen,араҳара
1136,heben::V,optillen,аҩахара
1137,heben::V,optillen,араҳара
1138,hochheben::V,tillen,ахагалара
1139,hochheben::V,tillen,ашьҭҳəара
1140,ergreifen::V,pakken,
1141,ergreifen::V,grijpen,
1142,halten::V,houden,акра
1143,drücken::V,drukken,ақəрӷəӷəара
1144,schieben::V,duwen,аҵгəара
1145,schieben::V,duwen,агəара
1146,schieben::V,schuiven,аҵгəара
1147,schieben::V,schuiven,агəара
1148,kratzen::V,krassen,ацəҟьара
1149,lecken::V,likken,арбзара
1150,beißen::V,bijten,ацҳара
1151,abreißen::V,afrukken,амжəара
1152,abreißen::V,afscheuren,амжəара
1153,abschneiden::V,afsnijden,ахҵəара
1154,abschneiden::V,afsnijden,аҿахҵəара
1155,binden::V,binden,аҿаҳəара
1156,stecken::V,steken,алаҵара
1157,brechen::V,breken,аҧҵəара
1158,klopfen::V,kloppen,асра
1159,hauen::V,houwen,ақəкшара
1160,kleben::V,plakken,аҷабра
1161,reiben::V,wrijven,арҟəыҷра
1162,streichen::V,smeren,ахьшьра
1163,schleifen::V,slijpen,ахра
1164,schneiden::V,snijden,аҧҟара
1165,rütteln::V,schudden,арҵысра
1166,schütteln::V,schudden,аршəшəара
1167,schwenken::V,wuiven,аҟьара
1168,schwenken::V,zwaaien,аҟьара
1169,schütten::V,gieten,аҭаҭəара
1170,schütten::V,storten,аҭаҭəара
1171,füllen::V,vullen,арҭəра
1172,einwickeln::V,inwikkelen,алаҳəара
1173,tragen::V,dragen,аҩагара
1174,schleppen::V,slepen,арҳəазара
1175,ziehen::V,trekken,ахара
1176,aufbewahren::V,bewaren,аҵəахра
1177,werfen::V,gooien,аршəра
1178,fangen::V,vangen,акра
1179,packen::V,pakken,анкра
1180,packen::V,pakken,аҵкаара
1181,packen::V,vastpakken,анкра
1182,packen::V,vastpakken,аҵкаара
1183,verstecken::V,verstoppen,аҵəахра
1184,teilen::V,delen,ашара
1185,schicken::V,sturen,ашьҭра
1186,bringen::V,brengen,аагара
1187,hinzufügen::V,toevoegen,ацҵара
1188,bekommen::V,verkrijgen,аҧшаара
1189,bekommen::V,verkrijgen,архиара
1190,bekommen::V,verkrijgen,аура
1191,erhalten::V,krijgen,аиура
1192,nehmen::V,nemen,агара
1193,wählen::V,kiezen,алҧшаара
1194,wählen::V,verkiezen,алҧшаара
1195,auswählen::V,uitkiezen,алхра
1196,bewahren::V,bewaren,
1197,behindern::V,hinderen,аҧырхагахара
1198,verderben::V,bederven,алгара
1199,verderben::V,bederven,абжьыхра
1200,verderben::V,bederven,аҧхасҭатəра
1201,beschädigen::V,beschadigen,аҧхасҭатəра
1202,zerbrechen::V,breken,аҧҽра
1203,zerbrechen::V,stukbreken,аҧҽра
1204,zerreißen::V,scheuren,аҧжəара
1205,zerreißen::V,verscheuren,аҧжəара
1206,zerstören::V,vernielen,аилаҧыххаара
1207,verbrennen::V,branden,абылра
1208,verbrennen::V,verbranden,абылра
1209,geben::V,geven,аҭара
1210,reichen::V,reiken,аҭара
1211,reichen::V,aanreiken,аҭара
1212,schenken::V,schenken,аҩгара
1213,versprechen::V,beloven,ақəргəыӷра
1214,wünschen::V,wensen,
1215,loben::V,loven,арҽхəара
1216,loben::V,prijzen,арҽхəара
1217,küssen::V,kussen,агəӡра
1218,wiegen::V,wiegen,
1219,zudecken::V,toedekken,аҵахҩара
1220,zudecken::V,toedekken,ақəршəра
1221,wecken::V,wekken,арҿыхара
1222,zeigen::V,tonen,арбара
1223,zeigen::V,wijzen,арбара
1224,führen::V,voeren,аныҟəгара
1225,lehren::V,leren,арҵара
1226,unterrichten::V,onderwijzen,арҧхьара
1227,aufziehen::V,grootbrengen,ааӡара
1228,leiten::V,leiden,ахагылазаара
1229,antreiben::V,aandrijven,арццакра
1230,lassen::V,laten,арҟаҵара
1231,einladen::V,uitnodigen,ааҕхьара
1232,einladen::V,uitnodigen,анаҧхьара
1233,vereinigen::V,verenigen,аилаҵара
1234,besuchen::V,bezoeken,абара
1235,treffen::V,treffen,аҧылара
1236,treffen::V,ontmoeten,аҧылара
1237,sich versammeln::V,zich verzamelen,аизара
1238,spielen::V,spelen,ахəмарра
1239,singen::V,zingen,ашəаҳəара
1240,tanzen::V,dansen,акəашара
1241,sich trennen::V,van elkaar gaan,аилыҵра
1242,verlassen::V,verlaten,акажьра
1243,retten::V,redden,Аиқəрхара
1244,bewachen::V,bewaken,ахьчара
1245,schützen::V,beschermen,ацəыхьчара
1246,verteidigen::V,verdedigen,ахьчара
1247,sich schlagen::V,knokken,аисра
1248,schießen::V,schieten,ахысра
1249,siegen::V,overwinnen,аиааира
1250,ärgern::V,ergeren,аргəаара
1251,schlagen::V,slaan,асра
1252,schlagen::V,slaan,аҭасра
1253,treten::V,trappen,
1254,treten::V,schoppen,
1255,stechen::V,steken,алакшара
1256,stechen::V,prikken,алакшара
1257,stoßen::V,stoten,агəҭасра
1258,stehlen::V,stelen,аӡара
1259,stören::V,storen,аҧырхагахара
1260,stören::V,verstoren,аҧырхагахара
1261,belästigen::V,lastig vallen,аргəамҵра
1262,verbergen::V,verbergen,аӡара
1263,täuschen::V,misleiden,ажьара
1264,betrügen::V,bedriegen,ажьара
1265,töten::V,doden,ашьра
1266,wohnen::V,wonen,анхара
1267,arbeiten::V,werken,аусура
1268,sammeln::V,inzamelen,аҟəшəара
1269,sammeln::V,verzamelen,аҟəшəара
1270,pflücken::V,plukken,аҿыршəара
1271,pflücken::V,plukken,аҿыхра
1272,jagen::V,jagen,ашəарыцара
1273,fischen::V,vissen,аҧсыӡ икуеит
1274,fassen::V,vangen,акра
1275,hüten::V,hoeden,арҳəра
1276,hüten::V,hoeden,ахьчара
1277,treiben::V,drijven,акацара
1278,anbinden::V,vastbinden,адҳəалара
1279,füttern::V,voeren,акырҿаҵара
1280,melken::V,melken,ахьара
1281,hacken::V,hakken,аҟəаҟəара
1282,gießen::V,gieten,аҵаҭəара
1283,reifen::V,rijpen,ашəра
1284,reifen::V,rijpen,аҟалара
1285,zubereiten::V,klaarmaken,ацура
1286,zubereiten::V,toebereiden,ацура
1287,kochen::V,koken,ажəра
1288,backen::V,bakken,аӡра
1289,braten::V,braden,аӡра
1290,umrühren::V,omroeren,аилрыхра
1291,stricken::V,breien,аҧара
1292,nähen::V,naaien,аӡахра
1293,färben::V,verven,ашəра
1294,färben::V,kleuren,ашəра
1295,reinigen::V,reinigen,арыцқьара
1296,waschen::V,wassen,аӡәӡәара
1297,abwischen::V,afvegen,арбара
1298,spülen::V,spoelen,аҭыршара
1299,spülen::V,afwassen,аҭыршара
1300,fegen::V,vegen,аҧссара
1301,kehren::V,vegen,
1302,baden::V,baden,аҽыкəабара
1303,sich waschen::V,zich wassen,аҽыӡəӡəара
1304,ausziehen::V,uittrekken,ашəыхра
1305,anziehen::V,aantrekken,ашəҵара
1306,sich anziehen::V,zich aankleden,аҽеилаҳəара
1307,kämmen::V,kammen,аҳəара
1308,schmücken::V,tooien,арҧшӡара
1309,sagen::V,zeggen,аҳəара
1310,sprechen::V,spreken,ацəажəара
1311,reden::V,praten,ацəажəара
1312,reden::V,praten,аицәажәара
1313,sich unterhalten::V,zich onderhouden,аицәажәара
1314,fragen::V,vragen,азҵаара
1315,bitten::V,vragen,аҳəара
1316,bitten::V,verzoeken,аҳəара
1317,erzählen::V,vertellen,аҳəара
1318,mitteilen::V,meedelen,азыцҳара
1319,nennen::V,noemen,ахьӡҵара
1320,rufen::V,roepen,азҿыҭра
1321,prahlen::V,pralen,аҽхəара
1322,übersetzen::V,vertalen,аиҭагара
1323,denken::V,denken,азхəыцра
1324,glauben::V,geloven,ахаҵара
1325,bemerken::V,bemerken,агəаҭара
1326,erkennen::V,herkennen,адырра
1327,begreifen::V,begrijpen,аилкаара
1328,verstehen::V,verstaan,аҳара
1329,lernen::V,leren,аҵара
1330,wissen::V,weten,адырра
1331,sich erinnern an::V,zich herinneren aan,агəаларшəара
1332,vergessen::V,vergeten,ахашҭра
1333,messen::V,meten,ашəара
1334,zählen::V,tellen,аҧхьаӡара
1335,rechnen::V,rekenen,аҳасабра
1336,lesen::V,lezen,аҧхьара
1337,malen::V,schilderen,
1338,zeichnen::V,tekenen,
1339,schreiben::V,schrijven,
1340,besitzen::V,bezitten,амазаара
1341,kaufen::V,kopen,Аахəара
1342,verkaufen::V,verkopen,аҭира
1343,bezahlen::V,betalen,ахҭынҵара
1344,bezahlen::V,betalen,ашəара
1345,zahlen::V,betalen,ашəара
1346,beherrschen::V,beheersen,
1347,ertragen::V,verdragen,ачҳара
