,Concept_ID,az,az
370,Winkel::N,guşə,guşə
371,Muster::N,ülgü,ülgü
372,Größe::N,böyüklük,böyüklük
373,Länge::N,uzunluq,uzunluq
374,Höhe::N,yüksəklik,yüksəklik
375,Gewicht::N,çəki,çəki
376,Gewicht::N,çəki,ağırlıq
377,Gewicht::N,ağırlıq,çəki
378,Gewicht::N,ağırlıq,ağırlıq
379,Menge::N,miqdar,miqdar
380,Haufen::N,yığın,yığın
381,Reihe::N,səf,səf
382,Reihe::N,səf,sıra
383,Reihe::N,sıra,səf
384,Reihe::N,sıra,sıra
385,Boot::N,qayıq,qayıq
386,Ruder::N,kürək,kürək
387,Schlitten::N,kirşə,kirşə
388,Ski::N,xizək,xizək
389,Lagerfeuer::N,düşərgə tonqalı,düşərgə tonqalı
390,Last::N,yük,yük
391,Gang::N,yeriş,yeriş
392,Schritt::N,addım,addım
393,Norden::N,şimal,şimal
394,Süden::N,cənub,cənub
395,Westen::N,qərb,qərb
396,Osten::N,şərq,şərq
397,Holz::N,ağac,ağac
398,Holz::N,ağac,taxta
399,Holz::N,taxta,ağac
400,Holz::N,taxta,taxta
401,Brett::N,taxta,taxta
402,Platte::N,lövhə,lövhə
403,Stütze::N,dayaq,dayaq
404,Stütze::N,dayaq,dəstək
405,Stütze::N,dəstək,dayaq
406,Stütze::N,dəstək,dəstək
407,Stange::N,şüvül,şüvül
408,Stock::N,dəyənək,dəyənək
409,Stab::N,əsa,əsa
410,Stab::N,əsa,şüvül
411,Stab::N,şüvül,əsa
412,Stab::N,şüvül,şüvül
413,Rohr::N,boru,boru
414,Rohr::N,boru,truba
415,Rohr::N,truba,boru
416,Rohr::N,truba,truba
417,Haus::N,ev,ev
418,Heim::N,ev,ev
419,Ofen::N,peç,peç
420,Ofen::N,peç,soba
421,Ofen::N,soba,peç
422,Ofen::N,soba,soba
423,Fußboden::N,döşəmə,döşəmə
424,Tisch::N,masa,masa
425,Stuhl::N,stul,stul
426,Wiege::N,beşik,beşik
427,Bett::N,yataq,yataq
428,Regal::N,rəf,rəf
429,Kiste::N,yeşik,yeşik
430,Kiste::N,yeşik,sandıq
431,Kiste::N,sandıq,yeşik
432,Kiste::N,sandıq,sandıq
433,Fenster::N,pəncərə,pəncərə
434,Tür::N,qapı,qapı
435,Tor::N,darvaza,darvaza
436,Zaun::N,çəpər,çəpər
437,Dach::N,dam,dam
438,Leiter::N,nərdivan,nərdivan
439,Besen::N,süpürgə,süpürgə
440,Spaten::N,kürək,kürək
441,Schaufel::N,kürək,kürək
442,Gabel::N,çəngəl,çəngəl
443,Löffel::N,qaşıq,qaşıq
444,Messer::N,bıçaq,bıçaq
445,Nagel::N,mıx,mıx
446,Netz::N,tor,tor
447,Haken::N,çəngəl,çəngəl
448,Griff::N,qulp,qulp
449,Griff::N,qulp,tutacaq
450,Griff::N,tutacaq,qulp
451,Griff::N,tutacaq,tutacaq
452,Schloss::N,qıfıl,qıfıl
453,Bild::N,rəsm,rəsm
454,Figur::N,şəkil,şəkil
455,Figur::N,şəkil,heykəl
456,Figur::N,heykəl,şəkil
457,Figur::N,heykəl,heykəl
458,Puppe::N,kukla,kukla
459,Puppe::N,kukla,gəlincik
460,Puppe::N,gəlincik,kukla
461,Puppe::N,gəlincik,gəlincik
462,Beutel::N,kisə,kisə
463,Beutel::N,kisə,torba
464,Beutel::N,torba,kisə
465,Beutel::N,torba,torba
466,Bündel::N,bağlama,bağlama
467,Tasche::N,çanta,çanta
468,Eimer::N,vedrə,vedrə
469,Eimer::N,vedrə,çəllək
470,Eimer::N,çəllək,vedrə
471,Eimer::N,çəllək,çəllək
472,Deckel::N,qapaq,qapaq
473,Geschirr::N,qab-qazan,qab-qazan
474,Sack::N,çuval,çuval
475,Tasse::N,fincan,fincan
476,Topf::N,qazan,qazan
477,Kessel::N,qazan,qazan
478,Essen::N,yemək,yemək
479,Nahrung::N,qida,qida
480,Speise::N,xörək,xörək
481,Fleisch::N,ət,ət
482,Getreide::N,taxıl,taxıl
483,Brei::N,aş,aş
484,Brei::N,aş,sıyıq
485,Brei::N,sıyıq,aş
486,Brei::N,sıyıq,sıyıq
487,Brot::N,çörək,çörək
488,Scheibe::N,dilim,dilim
489,Fett::N,yağ,yağ
490,Butter::N,kərə yağı,kərə yağı
491,Öl::N,yağ,yağ
492,Salz::N,duz,duz
493,Suppe::N,şorba,şorba
494,Honig::N,bal,bal
495,Milch::N,süd,süd
496,Tee::N,çay,çay
497,Leder::N,dəri,dəri
498,Wolle::N,yun,yun
499,Stoff::N,qumaş,qumaş
500,Nadel::N,iynə,iynə
501,Faden::N,sap,sap
502,Knopf::N,düymə,düymə
503,Knoten::N,düyün,düyün
504,Farbe::N,boya,boya
505,Kleidung::N,geyim,geyim
506,Hemd::N,köynək,köynək
507,Kragen::N,yaxa,yaxa
508,Ärmel::N,qol,qol
509,Hose::N,şalvar,şalvar
510,Gürtel::N,kəmər,kəmər
511,Mütze::N,şapka,şapka
512,Schuh::N,tufli,tufli
513,Schuh::N,tufli,ayaqqabı
514,Schuh::N,ayaqqabı,tufli
515,Schuh::N,ayaqqabı,ayaqqabı
516,Stiefel::N,çəkmə,çəkmə
517,Ring::N,üzük,üzük
518,Band::N,lent,lent
519,Kamm::N,daraq,daraq
520,Spiegel::N,güzgü,güzgü
521,Riemen::N,qayış,qayış
522,Schnur::N,ip,ip
523,Leine::N,kəmsik,kəmsik
524,Decke::N,ədyal,ədyal
525,Decke::N,ədyal,yorğan
526,Decke::N,yorğan,ədyal
527,Decke::N,yorğan,yorğan
528,Kissen::N,yastıq,yastıq
529,Tuch::N,şarf,şarf
530,Tuch::N,şarf,kaşne
531,Tuch::N,kaşne,şarf
532,Tuch::N,kaşne,kaşne
533,Handtuch::N,dəsmal,dəsmal
534,Kraft::N,güc,güc
535,Stärke::N,qüvvət,qüvvət
536,Gesundheit::N,sağlamlıq,sağlamlıq
537,Krankheit::N,xəstəlik,xəstəlik
538,Schmerz::N,ağrı,ağrı
539,Schmerz::N,ağrı,sancı
540,Schmerz::N,sancı,ağrı
541,Schmerz::N,sancı,sancı
542,Wunde::N,yara,yara
543,Fieber::N,isitmə,isitmə
544,Fieber::N,isitmə,qızdırma
545,Fieber::N,qızdırma,isitmə
546,Fieber::N,qızdırma,qızdırma
547,Arznei::N,ilaç,ilaç
548,Arznei::N,ilaç,dərman
549,Arznei::N,dərman,ilaç
550,Arznei::N,dərman,dərman
551,Brücke::N,körpü,körpü
552,Brunnen::N,quyu,quyu
553,Weide::N,otlaq,otlaq
554,Pfad::N,cığır,cığır
555,Weg::N,yol,yol
556,Straße::N,küçə,küçə
557,Dorf::N,kənd,kənd
558,Stadt::N,şəhər,şəhər
559,Brief::N,məktub,məktub
560,Buch::N,kitab,kitab
561,Buchstabe::N,hərf,hərf
562,Zeitung::N,qəzet,qəzet
563,Leben::N,həyat,həyat
564,Tod::N,ölüm,ölüm
565,Grab::N,qəbir,qəbir
566,Kirche::N,kilsə,kilsə
567,Sünde::N,günah,günah
568,Gott::N,tanrı,tanrı
569,Arbeiter::N,işçi,işçi
570,Chef::N,şef,şef
571,Chef::N,şef,rəis
572,Chef::N,rəis,şef
573,Chef::N,rəis,rəis
574,Meister::N,usta,usta
575,Arzt::N,həkim,həkim
576,Arzt::N,həkim,doktor
577,Arzt::N,doktor,həkim
578,Arzt::N,doktor,doktor
579,Lehrer::N,müəllim,müəllim
580,Geld::N,pul,pul
581,Geschäft::N,ticarət,ticarət
582,Laden::N,dükan,dükan
583,Preis::N,qiymət,qiymət
584,Ware::N,mal,mal
585,Nutzen::N,fayda,fayda
586,Reichtum::N,zənginlik,zənginlik
587,Welt::N,aləm,aləm
588,Welt::N,aləm,dünya
589,Welt::N,dünya,aləm
590,Welt::N,dünya,dünya
591,Land::N,ölkə,ölkə
592,Staat::N,dövlət,dövlət
593,König::N,kral,kral
594,König::N,kral,məlik
595,König::N,məlik,kral
596,König::N,məlik,məlik
597,Macht::N,qüdrət,qüdrət
598,Grenze::N,hüdud,hüdud
599,Grenze::N,hüdud,sərhət
600,Grenze::N,sərhət,hüdud
601,Grenze::N,sərhət,sərhət
602,Krieg::N,hərb,hərb
603,Krieg::N,hərb,müharibə
604,Krieg::N,müharibə,hərb
605,Krieg::N,müharibə,müharibə
606,Feind::N,düşmən,düşmən
607,Gewalt::N,cəbr,cəbr
608,Kampf::N,savaş,savaş
609,Bogen[Waffe]::N,yay,yay
610,Pfeil::N,ox,ox
611,Gewehr::N,tüfəng,tüfəng
612,Fehler::N,xəta,xəta
613,Lüge::N,yalan,yalan
614,Schaden::N,ziyan,ziyan
615,Unglück::N,bəla,bəla
616,Schuld::N,təqsir,təqsir
617,Alter::N,yaş,yaş
618,Schluss::N,son,son
619,Zeit::N,vaxt,vaxt
620,Zeit::N,vaxt,zaman
621,Zeit::N,zaman,vaxt
622,Zeit::N,zaman,zaman
623,Tag::N,gün,gün
624,Morgen::N,sabah,sabah
625,Mittag::N,günorta,günorta
626,Abend::N,axşam,axşam
627,Nacht::N,gecə,gecə
628,Woche::N,həftə,həftə
629,Monat::N,ay,ay
630,Jahr::N,il,il
631,Frühling::N,yaz,yaz
632,Frühling::N,yaz,bahar
633,Frühling::N,bahar,yaz
634,Frühling::N,bahar,bahar
635,Sommer::N,yay,yay
636,Herbst::N,payız,payız
637,Winter::N,qış,qış
638,Januar::N,Janvar,Janvar
639,Februar::N,Fevral,Fevral
640,März::N,Mart,Mart
641,April::N,Aprel,Aprel
642,Mai::N,May,May
643,Juni::N,İyun,İyun
644,Juli::N,İyul,İyul
645,August::N,Avqust,Avqust
646,September::N,Sentyabr,Sentyabr
647,Oktober::N,Oktyabr,Oktyabr
648,November::N,Noyabr,Noyabr
649,Dezember::N,Dekabr,Dekabr
650,Montag::N,bazar ertəsi,bazar ertəsi
651,Dienstag::N,çərşənbə axşamı,çərşənbə axşamı
652,Mittwoch::N,çərşənbə,çərşənbə
653,Donnerstag::N,cüme axşamı,cüme axşamı
654,Freitag::N,cüme,cüme
655,Samstag::N,şənbə,şənbə
656,Sonntag::N,bazar,bazar
657,groß::A,böyük,böyük
658,klein::A,kiçik,kiçik
659,lang::A,uzun,uzun
660,kurz::A,qısa,qısa
661,breit::A,enli,enli
662,breit::A,enli,geniş
663,breit::A,geniş,enli
664,breit::A,geniş,geniş
665,schmal::A,dar,dar
666,dicht::A,sıx,sıx
667,dick[Gegenstand]::A,qalın,qalın
668,dünn::A,nazik,nazik
669,fein::A,incə,incə
670,fest::A,bərk,bərk
671,fest::A,bərk,möhkəm
672,fest::A,möhkəm,bərk
673,fest::A,möhkəm,möhkəm
674,flach::A,düz,düz
675,glatt::A,hamar,hamar
676,hart::A,sərt,sərt
677,weich::A,yumşaq,yumşaq
678,rund::A,yuvarlaq,yuvarlaq
679,spitz::A,uclu,uclu
680,spitz::A,uclu,sivri
681,spitz::A,sivri,uclu
682,spitz::A,sivri,sivri
683,scharf::A,kəskin,kəskin
684,stumpf::A,küt,küt
685,schwer::A,ağır,ağır
686,schön::A,gözəl,gözəl
687,schön::A,gözəl,gəşəng
688,schön::A,gəşəng,gözəl
689,schön::A,gəşəng,gəşəng
690,heiß::A,isti,isti
691,warm::A,ilıq,ilıq
692,kalt::A,soyuq,soyuq
693,kühl::A,sərin,sərin
694,frisch::A,təzə,təzə
695,feucht::A,nəm,nəm
696,nass::A,yaş,yaş
697,trocken::A,quru,quru
698,voll::A,dolu,dolu
699,leer::A,boş,boş
700,offen::A,açıq,açıq
701,geschlossen::A,qapalı,qapalı
702,sauber::A,təmiz,təmiz
703,schmutzig::A,kirli,kirli
704,roh::A,çiy,çiy
705,reif::A,yetişmiş,yetişmiş
706,lecker::A,dadlı,dadlı
707,lecker::A,dadlı,ləzzətli
708,lecker::A,ləzzətli,dadlı
709,lecker::A,ləzzətli,ləzzətli
710,süß::A,şirin,şirin
711,bitter::A,acı,acı
712,sauer::A,turş,turş
713,hell::A,aydın,aydın
714,dunkel::A,qaranlıq,qaranlıq
715,schwarz::A,qara,qara
716,weiß::A,ağ,ağ
717,rot::A,qırmızı,qırmızı
718,gelb::A,sarı,sarı
719,blau::A,göy,göy
720,blau::A,göy,mavi
721,blau::A,mavi,göy
722,blau::A,mavi,mavi
723,grün::A,yaşıl,yaşıl
724,grau::A,boz,boz
725,bunt::A,əlvan,əlvan
726,bunt::A,əlvan,rəngli
727,bunt::A,rəngli,əlvan
728,bunt::A,rəngli,rəngli
729,billig::A,ucuz,ucuz
730,teuer::A,bahalı,bahalı
731,wertvoll::A,qiymətli,qiymətli
732,blind::A,kor,kor
733,taub::A,kar,kar
734,kräftig::A,güclü,güclü
735,stark::A,qüvvətli,qüvvətli
736,schwach::A,zəif,zəif
737,schwach::A,zəif,gücsüz
738,schwach::A,gücsüz,zəif
739,schwach::A,gücsüz,gücsüz
740,fett::A,şişman,şişman
741,schlank::A,zərif,zərif
742,hübsch::A,göyçək,göyçək
743,böse::A,fəna,fəna
744,dumm::A,axmaq,axmaq
745,faul::A,tənbəl,tənbəl
746,fleißig::A,çalışqan,çalışqan
747,geizig::A,xəsis,xəsis
748,klug::A,ağıllı,ağıllı
749,geschickt::A,bacarıqlı,bacarıqlı
750,lieb::A,əziz,əziz
751,lieb::A,əziz,sevimli
752,lieb::A,sevimli,əziz
753,lieb::A,sevimli,sevimli
754,lustig::A,məzəli,məzəli
755,lustig::A,məzəli,gülməli
756,lustig::A,gülməli,məzəli
757,lustig::A,gülməli,gülməli
758,sanft::A,mülayim,mülayim
759,hungrig::A,ac,ac
760,krank::A,xəstə,xəstə
761,nackt::A,çılpaq,çılpaq
762,traurig::A,qəmgin,qəmgin
763,traurig::A,qəmgin,kədərli
764,traurig::A,kədərli,qəmgin
765,traurig::A,kədərli,kədərli
766,lebendig::A,canlı,canlı
767,gut::A,yaxşı,yaxşı
768,schlecht::A,pis,pis
769,richtig::A,doğru,doğru
770,schlimm::A,fəna,fəna
771,wahr::A,gərçək,gərçək
772,alt::A,əski,əski
773,alt::A,əski,köhnə
774,alt::A,köhnə,əski
775,alt::A,köhnə,köhnə
776,neu::A,yeni,yeni
777,ehemalig::A,əvvəlki,əvvəlki
778,alt[Lebewesen]::A,qoca,qoca
779,jung::A,gənc,gənc
780,arm::A,kasıb,kasıb
781,arm::A,kasıb,yoxsul
782,arm::A,yoxsul,kasıb
783,arm::A,yoxsul,yoxsul
784,reich::A,zəngin,zəngin
785,bekannt::A,tanış,tanış
786,berühmt::A,məşhur,məşhur
787,fremd::A,yad,yad
788,verschieden::A,dürlü,dürlü
789,nah::A,yaxın,yaxın
790,fern::A,uzaq,uzaq
791,linker::A,sol,sol
792,rechter::A,sağ,sağ
793,anderer::A,başqa,başqa
794,erster::A,birinci,birinci
795,zweiter::A,ikinci,ikinci
796,dritter::A,üçüncü,üçüncü
