,Concept_ID,lv,nl
515,Freude::N,prieks,vreugde
516,Gelächter::N,серам,gelach
517,Gelächter::N,smiekli,gelach
518,Glück::N,шуд,geluk
519,Glück::N,laime,geluk
520,Kummer::N,шог,verdriet
521,Kummer::N,bēdas,verdriet
522,Kummer::N,raizes,verdriet
523,Wunsch::N,кӧсйӧм,wens
524,Wunsch::N,кӧсйӧм,verlangen
525,Wunsch::N,vēlme,wens
526,Wunsch::N,vēlme,verlangen
527,Wunsch::N,vēlējums,wens
528,Wunsch::N,vēlējums,verlangen
529,Lust::N,кыскӧм,zin
530,Lust::N,кыскӧм,lust
531,Lust::N,радейтӧм,zin
532,Lust::N,радейтӧм,lust
533,Lust::N,kāre,zin
534,Lust::N,kāre,lust
535,Geist::N,лов,geest
536,Geist::N,gars,geest
537,Gedanke::N,мӧвп,gedachte
538,Gedanke::N,doma,gedachte
539,Gedächtnis::N,паметь,geheugen
540,Gedächtnis::N,atmiņa,geheugen
541,Verstand::N,вежӧр,verstand
542,Verstand::N,prāts,verstand
543,Sinn::N,мог,betekenis
544,Sinn::N,вежӧртас,betekenis
545,Sinn::N,nozīme,betekenis
546,Grund::N,помка,reden
547,Grund::N,pamats,reden
548,Grund::N,iemesls,reden
549,Wahrheit::N,збыль,waarheid
550,Wahrheit::N,збыльтор,waarheid
551,Wahrheit::N,taisnība,waarheid
552,Wahrheit::N,patiesība,waarheid
553,Gespräch::N,сёрни,gesprek
554,Gespräch::N,saruna,gesprek
555,Märchen::N,мойд,sprookje
556,Märchen::N,pasaka,sprookje
557,Erzählung::N,висьт,verhaal
558,Erzählung::N,stāsts,verhaal
559,Erzählung::N,nostāsts,verhaal
560,Nachricht::N,юӧртӧм,tijding
561,Nachricht::N,ziņa,tijding
562,Neuigkeit::N,выльтор,nieuws
563,Neuigkeit::N,выльтор,nieuwtje
564,Neuigkeit::N,jaunums,nieuws
565,Neuigkeit::N,jaunums,nieuwtje
566,Name::N,ним,naam
567,Name::N,vārds,naam
568,Rätsel::N,нӧдкыв,raadsel
569,Rätsel::N,mīkla,raadsel
570,Rede::N,сёрни,rede
571,Rede::N,runa,rede
572,Sprache::N,кыв,taal
573,Sprache::N,valoda,taal
574,Stimme::N,гӧлӧс,stem
575,Stimme::N,вом шы,stem
576,Stimme::N,balss,stem
577,Wort::N,кыв,woord
578,Wort::N,vārds,woord
579,Zeichen::N,пас,teken
580,Zeichen::N,zīme,teken
581,Ruf::N,чукӧстчӧм,roep
582,Ruf::N,корӧм,roep
583,Ruf::N,sauciens,roep
584,Lärm::N,шы,lawaai
585,Lärm::N,зык,lawaai
586,Lärm::N,зычитӧм,lawaai
587,Lärm::N,troksnis,lawaai
588,Laut::N,шы,klank
589,Laut::N,шы,geluid
590,Laut::N,skaņa,klank
591,Laut::N,skaņa,geluid
592,Ton::N,шы,toon
593,Ton::N,шы,klank
594,Ton::N,tonis,toon
595,Ton::N,tonis,klank
596,Lied::N,сьылан,lied
597,Lied::N,сьыланкыв,lied
598,Lied::N,dziesma,lied
599,Ruhe::N,чӧв,rust
600,Ruhe::N,чӧв,stilte
601,Ruhe::N,miers,rust
602,Ruhe::N,miers,stilte
603,Leute::N,йӧз,lui
604,Leute::N,йӧз,mensen
605,Leute::N,войтыр,lui
606,Leute::N,войтыр,mensen
607,Leute::N,ļaudis,lui
608,Leute::N,ļaudis,mensen
609,Leute::N,cilvēki,lui
610,Leute::N,cilvēki,mensen
611,Volk::N,йӧз,volk
612,Volk::N,войтыр,volk
613,Volk::N,tauta,volk
614,Arbeit::N,удж,werk
615,Arbeit::N,удж,arbeid
616,Arbeit::N,darbs,werk
617,Arbeit::N,darbs,arbeid
618,Gast::N,гӧсть,gast
619,Gast::N,viešņa,gast
620,Gast::N,ciemiņš,gast
621,Geschenk::N,козин,cadeau
622,Geschenk::N,козин,geschenk
623,Geschenk::N,dāvana,cadeau
624,Geschenk::N,dāvana,geschenk
625,Spiel::N,ворсан,spel
626,Spiel::N,rotaļa,spel
627,Gesellschaft::N,котыр,gezelschap
628,Gesellschaft::N,biedrība,gezelschap
629,Gesellschaft::N,kompānija,gezelschap
630,Hilfe::N,отсӧг,hulp
631,Hilfe::N,palīdzība,hulp
632,Freund::N,ёрт,vriend
633,Freund::N,draugs,vriend
634,Kamerad::N,ёрт,maat
635,Kamerad::N,ёрт,metgezel
636,Kamerad::N,biedrs,maat
637,Kamerad::N,biedrs,metgezel
638,Angelegenheit::N,мог,zaak
639,Angelegenheit::N,мог,aangelegenheid
640,Angelegenheit::N,делӧ,zaak
641,Angelegenheit::N,делӧ,aangelegenheid
642,Angelegenheit::N,darīšana,zaak
643,Angelegenheit::N,darīšana,aangelegenheid
644,Anzahl::N,лыд,tal
645,Anzahl::N,лыд,aantal
646,Anzahl::N,тшӧт,tal
647,Anzahl::N,тшӧт,aantal
648,Anzahl::N,skaits,tal
649,Anzahl::N,skaits,aantal
650,Anzahl::N,daudzums,tal
651,Anzahl::N,daudzums,aantal
652,Art::N,сикас,slag
653,Art::N,сикас,soort
654,Art::N,suga,slag
655,Art::N,suga,soort
656,Art::N,šķira,slag
657,Art::N,šķira,soort
658,Stück::N,тор,stuk
659,Stück::N,gabals,stuk
660,Teil::N,юкӧн,deel
661,Teil::N,daļa,deel
662,Hälfte::N,пӧв,helft
663,Hälfte::N,джын,helft
664,Hälfte::N,puse,helft
665,Kreis::N,кытш,kring
666,Kreis::N,кытш,cirkel
667,Kreis::N,aplis,kring
668,Kreis::N,aplis,cirkel
669,Kreis::N,riņķis,kring
670,Kreis::N,riņķis,cirkel
671,Kreuz::N,перна,kruis
672,Kreuz::N,крест,kruis
673,Kreuz::N,krusts,kruis
674,Linie::N,визь,lijn
675,Linie::N,līnija,lijn
676,Strich::N,визь,haal
677,Strich::N,визь,streep
678,Strich::N,svītra,haal
679,Strich::N,svītra,streep
680,Abstand::N,кост,afstand
681,Abstand::N,коласт,afstand
682,Abstand::N,atstarpe,afstand
683,Entfernung::N,ылна,afstand
684,Entfernung::N,attālums,afstand
685,Entfernung::N,atstatums,afstand
686,Gegend::N,му-ва,streek
687,Gegend::N,apvidus,streek
688,Gegend::N,apgabals,streek
689,Platz::N,ылдӧс,ruimte
690,Platz::N,йир,ruimte
691,Platz::N,гӧгӧртас,ruimte
692,Platz::N,vieta,ruimte
693,Ort::N,ин,oord
694,Ort::N,ин,plaats
695,Ort::N,места,oord
696,Ort::N,места,plaats
697,Ort::N,vieta,oord
698,Ort::N,vieta,plaats
699,Seite::N,бок,zij
700,Seite::N,бок,kant
701,Seite::N,бок,zijde
702,Seite::N,ӧтарладор,zij
703,Seite::N,ӧтарладор,kant
704,Seite::N,ӧтарладор,zijde
705,Seite::N,sāns,zij
706,Seite::N,sāns,kant
707,Seite::N,sāns,zijde
708,Mitte::N,шӧр,midden
709,Mitte::N,vidus,midden
710,Gegenstand::N,кӧлуй,voorwerp
711,Gegenstand::N,priekšmets,voorwerp
712,Sache::N,добра,zaak
713,Sache::N,lieta,zaak
714,Rand::N,дор,rand
715,Rand::N,дор,boord
716,Rand::N,mala,rand
717,Rand::N,mala,boord
718,Rand::N,apmale,rand
719,Rand::N,apmale,boord
720,Kante::N,дор,kant
721,Kante::N,šķautne,kant
722,Ecke::N,пельӧс,hoek
723,Ecke::N,kakts,hoek
724,Ecke::N,stūris,hoek
725,Spitze::N,йыв,punt
726,Spitze::N,йыв,spits
727,Spitze::N,smaile,punt
728,Spitze::N,smaile,spits
729,Spitze::N,galotne,punt
730,Spitze::N,galotne,spits
731,Ende::N,пом,einde
732,Ende::N,пом,uiteinde
733,Ende::N,gals,einde
734,Ende::N,gals,uiteinde
735,Ende::N,uzgalis,einde
736,Ende::N,uzgalis,uiteinde
737,Loch::N,розь,gat
738,Loch::N,caurums,gat
739,Winkel::N,пельӧс,hoek
740,Winkel::N,leņķis,hoek
741,Muster::N,сер,dessin
742,Muster::N,сер,patroon
743,Muster::N,piemērs,dessin
744,Muster::N,piemērs,patroon
745,Größe::N,ыджда,grootte
746,Größe::N,lielums,grootte
747,Länge::N,кузьта,lengte
748,Länge::N,garums,lengte
749,Höhe::N,джуджда,hoogte
750,Höhe::N,augstums,hoogte
751,Gewicht::N,сьӧкта,gewicht
752,Gewicht::N,сьӧкталун,gewicht
753,Gewicht::N,svars,gewicht
754,Gewicht::N,smagums,gewicht
755,Menge::N,лун,hoeveelheid
756,Menge::N,числӧ,hoeveelheid
757,Menge::N,masa,hoeveelheid
758,Menge::N,daudzums,hoeveelheid
759,Haufen::N,чукӧр,hoop
760,Haufen::N,čupa,hoop
761,Haufen::N,grēda,hoop
762,Haufen::N,kaudze,hoop
763,Reihe::N,рад,rij
764,Reihe::N,рад,reeks
765,Reihe::N,rinda,rij
766,Reihe::N,rinda,reeks
767,Reihe::N,virkne,rij
768,Reihe::N,virkne,reeks
769,Boot::N,пыж,boot
770,Boot::N,laiva,boot
771,Ruder::N,пелыс,roeiriem
772,Ruder::N,ӧпаснӧй,roeiriem
773,Ruder::N,airis,roeiriem
774,Ruder::N,irklis,roeiriem
775,Schlitten::N,дадь,slee
776,Schlitten::N,дадь,slede
777,Schlitten::N,ragavas,slee
778,Schlitten::N,ragavas,slede
779,Ski::N,лызь,ski
780,Ski::N,slēpe,ski
781,Lagerfeuer::N,бипур,kampvuur
782,Lagerfeuer::N,ugunskurs,kampvuur
783,Last::N,сьӧкыдтор,last
784,Last::N,сьӧкыдтор,vracht
785,Last::N,krava,last
786,Last::N,krava,vracht
787,Gang::N,мунӧм,wandeling
788,Gang::N,ветлӧм,wandeling
789,Gang::N,eja,wandeling
790,Gang::N,gājums,wandeling
791,Schritt::N,воськов,stap
792,Schritt::N,воськов,schrede
793,Schritt::N,воськовтӧм,stap
794,Schritt::N,воськовтӧм,schrede
795,Schritt::N,solis,stap
796,Schritt::N,solis,schrede
797,Norden::N,войвыв,noorden
798,Norden::N,ziemeļi,noorden
799,Süden::N,лунвыв,zuiden
800,Süden::N,dienvidi,zuiden
801,Westen::N,рытыв,westen
802,Westen::N,rietumi,westen
803,Osten::N,асыв,oosten
804,Osten::N,austrumi,oosten
805,Holz::N,пу,hout
806,Holz::N,koks,hout
807,Holz::N,koksne,hout
808,Brett::N,пӧв,plank
809,Brett::N,dēlis,plank
810,Platte::N,плита,plaat
811,Platte::N,plate,plaat
812,Platte::N,plāksne,plaat
813,Stütze::N,пыкӧд,stut
814,Stütze::N,пыкӧд,steun
815,Stütze::N,мыджӧд,stut
816,Stütze::N,мыджӧд,steun
817,Stütze::N,balsts,stut
