,Concept_ID,da,tr
846,wir::PRN,vi,biz
847,ihr::PRN,I,siz
848,sie::PRN,de,onlar
849,was::FPRN,hvad,ne
850,wer::FPRN,hvem,kim
851,wo::FADV,hvor,nerede
852,wohin::FADV,hvorhen,nereye
853,wie::FADV,hvordan,nasıl
854,warum::FADV,hvorfor,neden
855,wieviel::FNUM,hvor meget,kaç
856,wieviel::FNUM,hvor meget,ne kadar
857,eins::NUM,én,bir
858,zwei::NUM,to,iki
859,drei::NUM,tre,üç
860,vier::NUM,fire,dört
861,fünf::NUM,fem,beş
862,sechs::NUM,seks,altı
863,sieben::NUM,syv,yedi
864,acht::NUM,otte,sekiz
865,neun::NUM,ni,dokuz
866,zehn::NUM,ti,on
867,elf::NUM,elleve,on bir
868,zwölf::NUM,tolv,on iki
869,zwanzig::NUM,tyve,yirmi
870,dreißig::NUM,tredive,otuz
871,vierzig::NUM,fyrre,kırk
872,vierzig::NUM,fyrretyve,kırk
873,fünfzig::NUM,halvtreds,elli
874,sechzig::NUM,tres,altmış
875,siebzig::NUM,halvfjerds,yetmiş
876,achtzig::NUM,firs,seksen
877,neunzig::NUM,halvfems,doksan
878,hundert::NUM,hundrede,yüz
879,tausend::NUM,tusind,bin
880,und::CNJ,og,ve
881,und::CNJ,og,ile
882,oder::CNJ,eller,ya
883,oder::CNJ,eller,yahut
884,stehen::V,stå,durmak
885,sitzen::V,sidde,oturmak
886,liegen::V,ligge,yatmak
887,hängen::V,hænge,asılı olmak
888,werden::V,blive,olmak
889,werden::V,blive,olunmak
890,passieren::V,ske,olmak
891,passieren::V,hænde,olmak
892,beginnen::V,begynde,başlamak
893,enden::V,ende,bitmek
894,enden::V,ende,sona ermek
895,wechseln::V,veksle,değişmek
896,aufgehen[Sonne]::V,gå op,doğmak
897,aufgehen[Sonne]::V,stå op,doğmak
898,untergehen[Sonne]::V,gå ned,batmak
899,scheinen[Sonne]::V,skinne,parlamak
900,donnern::V,tordne,gök gürlemek
901,wehen::V,blæse,esmek
902,strömen::V,strømme,akmak
903,fließen::V,flyde,akmak
904,sich drehen::V,dreje sig,dönmek
905,schwanken::V,vakle,sallanmak
906,schwingen::V,svinge,titremek
907,fallen::V,falde,düşmek
908,brennen::V,brænde,yanmak
909,rauchen::V,ryge,tütmek
910,regnen::V,regne,yağmak
911,gefrieren::V,fryse,donmak
912,tauen::V,tø,erimek
913,schmelzen::V,smelte,erimek
914,trocknen::V,tørre,kurumak
915,sieden::V,koge,kaynamak
916,faulen::V,rådne,çürümek
917,verfaulen::V,rådne,çürümek
918,reißen::V,briste,yırtılmak
919,versinken::V,synke,batmak
920,versinken::V,synke ned,batmak
921,vergehen::V,forløbe,geçmek
922,erscheinen::V,vise sig,görünmek
923,verschwinden::V,forsvinde,kaybolmak
924,sinken::V,synke,inmek
925,abnehmen::V,aftage,azalmak
926,zunehmen::V,tiltage,artmak
927,zunehmen::V,tiltage,çoğalmak
928,steigen::V,stige,artmak
929,steigen::V,stige,yükselmek
930,wachsen::V,gro,büyümek
931,wachsen::V,gro,gelişmek
932,wachsen::V,vokse,büyümek
933,wachsen::V,vokse,gelişmek
934,glänzen::V,glinse,parlamak
935,funkeln::V,tindre,parıldamak
936,lärmen::V,larme,gürültü yapmak
937,läuten::V,ringe,çalmak
938,klingeln::V,ringe,zil çalmak
939,klirren::V,klirre,şakırdamak
940,klirren::V,klirre,zangırdamak
941,brausen::V,bruse,köpürmek
942,brausen::V,bruse,kükremek
943,rauschen::V,suse,fışırdamak
944,klingen::V,lyde,tınlamak
945,klingen::V,klinge,tınlamak
946,bellen::V,gø,havlamak
947,heulen::V,hyle,ulumak
948,blasen::V,blæse,üflemek
949,pfeifen::V,fløjte,düdük çalmak
950,schreien::V,skrige,bağırmak
951,schreien::V,skrige,haykırmak
952,stöhnen::V,stønne,inlemek
953,zittern::V,dirre,titremek
954,zittern::V,skælve,titremek
955,leben::V,leve,yaşamak
956,leben::V,leve,hayatta olmak
957,geboren werden::V,fødes,doğmak
958,atmen::V,ånde,solunmak
959,atmen::V,ånde,nefes almak
960,trinken::V,drikke,içmek
961,essen::V,spise,yemek
962,schlucken::V,synke,yutmak
963,müde werden::V,blive træt,yorulmak
964,einschlafen::V,falde i søvn,uykuya dalmak
965,schlafen::V,sove,uyumak
966,aufwachen::V,vågne,uyanmak
967,aufstehen::V,stå op,kalkmak
968,aufstehen::V,stå op,yataktan kalkmak
969,sich erholen::V,komme sig,dinlenmek
970,krank werden::V,blive syg,hastalanmak
971,krank sein::V,være syg,hasta olmak
972,schmerzen::V,smerte,ağrımak
973,husten::V,hoste,öksürmek
974,genesen::V,komme sig,şifa bulmak
975,sterben::V,dø,ölmek
976,sterben::V,dø,vefat etmek
977,umkommen::V,omkomme,ölmek
978,sich bewegen::V,bevæge sig,hareket etmek
979,sich rühren::V,røre på sig,kımıldanmak
980,sich erheben::V,rejse sig,kalkmak
981,sich erheben::V,rejse sig,ayağa kalkmak
982,sich setzen::V,sætte sig,oturmak
983,laufen::V,løbe,yürümek
984,schreiten::V,skride,yürümek
985,schreiten::V,skride,adım atmak
986,spazierengehen::V,gå en tur,gezmek
987,spazierengehen::V,gå en tur,dolaşmak
988,eilen::V,ile,seğirtmek
989,sich beeilen::V,skynde sig,acele etmek
990,sausen::V,suse,hızla gitmek
991,rennen::V,løbe,koşmak
992,rennen::V,rende,koşmak
993,springen::V,hoppe,atlamak
994,springen::V,hoppe,sıçramak
995,springen::V,springe,atlamak
996,springen::V,springe,sıçramak
997,klettern::V,klatre,tırmanmak
998,schaukeln::V,gynge,sallanmak
999,kriechen::V,krybe,sürünmek
1000,schwimmen::V,svømme,yüzmek
1001,tauchen::V,dykke,dalmak
1002,rudern::V,ro,kürek çekmek
1003,fahren::V,køre,gitmek
1004,fliegen::V,flyve,uçmak
1005,gehen::V,gå,gitmek
1006,weggehen::V,gå bort,gitmek
1007,abfahren::V,køre bort,kalkmak
1008,anhalten::V,standse,durmak
1009,hineingehen::V,gå ind,içeri girmek
1010,eintreten::V,træde ind,girmek
1011,kommen::V,komme,gelmek
1012,ankommen::V,ankomme,varmak
1013,zurückkommen::V,komme tilbage,dönmek
1014,bleiben::V,blive,kalmak
1015,bleiben::V,forblive,kalmak
1016,warten::V,vente,beklemek
1017,erwarten::V,vente,beklemek
1018,erwarten::V,afvente,beklemek
1019,suchen::V,søge,aramak
1020,finden::V,finde,bulmak
1021,versuchen::V,forsøge,denemek
1022,vorbereiten::V,forberede,hazırlamak
1023,lieben::V,elske,sevmek
1024,mögen::V,holde af,beğenmek
1025,mögen::V,kunne lide,beğenmek
1026,lachen::V,le,gülmek
1027,rühren::V,røre,dokunmak
1028,rühren::V,røre,duygulandırmak
1029,weinen::V,græde,ağlamak
1030,schimpfen::V,skænde,küfretmek
1031,sich ärgern::V,ærgre sig,kızmak
1032,sich fürchten::V,være bange,korkmak
1033,fürchten::V,være bange for,korkmak
1034,fliehen::V,flygte,kaçmak
1035,flüchten::V,flygte,kaçmak
1036,sehen::V,se,görmek
1037,anschauen::V,se på,seyretmek
1038,anschauen::V,betragte,seyretmek
1039,ansehen::V,anse,bakmak
1040,hören::V,høre,duymak
1041,hören::V,høre,işitmek
1042,zuhören::V,høre til,dinlemek
1043,probieren::V,smage,denemek
1044,probieren::V,smage,tadına bakmak
1045,probieren::V,smage på,denemek
1046,probieren::V,smage på,tadına bakmak
1047,riechen::V,lugte,kokusunu almak
1048,fühlen::V,føle,duymak
1049,fühlen::V,føle,hissetmek
1050,scheinen::V,synes,görünmek
1051,zu sehen sein::V,synes,görünmek
1052,vernehmen::V,erfare,haber almak
1053,frieren::V,fryse,üşümek
1054,tun::V,gøre,etmek
1055,tun::V,gøre,yapmak
1056,können::V,kunne,bilmek
1057,wollen::V,ville,istemek
1058,anfangen::V,begynde,başlamak
1059,beenden::V,afslutte,bitirmek
1060,aufhören::V,ophøre,bitmek
1061,aufhören::V,holde op,bitmek
1062,gelingen::V,lykkes,başarmak
1063,geraten::V,blive,düşmek
1064,öffnen::V,åbne,açmak
1065,schließen::V,lukke,kapamak
1066,stellen::V,stille,koymak
1067,setzen::V,sætte,koymak
1068,setzen::V,sætte,oturtmak
1069,legen::V,lægge,koymak
1070,legen::V,lægge,yatırmak
1071,berühren::V,berøre,dokunmak
1072,verbinden::V,forbinde,bağlamak
1073,verbinden::V,forbinde,birleştirmek
1074,bedecken::V,dække,örtmek
1075,bedecken::V,dække,kaplamak
1076,bedecken::V,bedække,örtmek
1077,bedecken::V,bedække,kaplamak
1078,aufhängen::V,hænge,asmak
1079,aufhängen::V,hænge op,asmak
1080,anzünden::V,tænde,yakmak
1081,anzünden::V,tænde,ateşlemek
1082,anzünden::V,antænde,yakmak
1083,anzünden::V,antænde,ateşlemek
1084,aufheben::V,løfte,kaldırmak
1085,aufheben::V,tage op,kaldırmak
1086,zurücklassen::V,lade tilbage,geride bırakmak
1087,verlieren::V,miste,yitirmek
1088,verlieren::V,miste,kaybetmek
1089,fallen lassen::V,tabe,düşürmek
1090,fallen lassen::V,droppe,düşürmek
1091,machen::V,gøre,yapmak
1092,herstellen::V,fremstille,yapmak
1093,herstellen::V,fremstille,imal etmek
1094,bauen::V,bygge,kurmak
1095,bauen::V,bygge,inşa etmek
1096,reparieren::V,reparere,onarmak
1097,reparieren::V,reparere,tamir etmek
1098,verbessern::V,rette,düzeltmek
1099,verbessern::V,forbedre,düzeltmek
1100,ändern::V,ændre,değiştirmek
1101,graben::V,grave,kazmak
1102,beugen::V,bøje,eğmek
1103,biegen::V,bøje,bükmek
1104,drehen::V,dreje,çevirmek
1105,drehen::V,dreje,döndürmek
1106,wenden::V,vende,çevirmek
1107,umdrehen::V,dreje om,çevirmek
1108,heben::V,hæve,kaldırmak
1109,hochheben::V,løfte,yukarı kaldırmak
1110,ergreifen::V,gribe fat i,tutmak
1111,ergreifen::V,gribe fat i,yakalamak
1112,halten::V,holde,tutmak
1113,drücken::V,trykke,sıkmak
1114,schieben::V,skyde,itmek
1115,schieben::V,skyde,sürmek
1116,schieben::V,skubbe,itmek
1117,schieben::V,skubbe,sürmek
1118,kratzen::V,klø,kaşımak
1119,kratzen::V,kradse,kaşımak
1120,lecken::V,slikke,yalamak
1121,beißen::V,bide,ısırmak
1122,abreißen::V,rive af,koparmak
1123,abschneiden::V,skære af,keserek ayırmak
1124,binden::V,binde,bağlamak
1125,stecken::V,stikke,sokmak
1126,brechen::V,brække,kırmak
1127,klopfen::V,banke,çalmak
1128,hauen::V,hugge,vurmak
1129,kleben::V,klistre,yapıştırmak
1130,reiben::V,gnide,ovmak
1131,reiben::V,gnide,sürtmek
1132,streichen::V,smøre,sürmek
1133,schleifen::V,slibe,bilemek
1134,schneiden::V,skære,kesmek
1135,schneiden::V,klippe,kesmek
1136,rütteln::V,ruske,sallamak
1137,schütteln::V,ryste,sarsmak
1138,schütteln::V,ryste,çalkamak
1139,schwenken::V,svinge,sallamak
1140,schütten::V,hælde,dökmek
1141,schütten::V,hælde,akıtmak
1142,füllen::V,fylde,doldurmak
1143,einwickeln::V,pakke ind,sarmak
1144,tragen::V,bære,taşımak
1145,schleppen::V,slæbe,sürüklemek
1146,ziehen::V,trække,çekmek
1147,aufbewahren::V,opbevare,saklamak
1148,werfen::V,kaste,atmak
1149,fangen::V,fange,tutmak
1150,fangen::V,fange,yakalamak
1151,packen::V,gribe,tutmak
1152,packen::V,gribe,yakalamak
1153,verstecken::V,gemme,saklamak
1154,teilen::V,dele,bölmek
1155,teilen::V,dele,ayırmak
1156,schicken::V,sende,yollamak
1157,schicken::V,sende,göndermek
1158,bringen::V,bringe,getirmek
1159,hinzufügen::V,tilføje,katmak
1160,hinzufügen::V,tilføje,eklemek
1161,bekommen::V,få,almak
1162,bekommen::V,få,eline geçmek
1163,erhalten::V,få,almak
1164,nehmen::V,tage,almak
1165,wählen::V,vælge,seçmek
1166,auswählen::V,udvælge,seçmek
1167,auswählen::V,udvælge,ayırmak
1168,bewahren::V,bevare,korumak
1169,behindern::V,hindre,engellemek
1170,behindern::V,forhindre,engellemek
1171,verderben::V,ødelægge,bozmak
1172,beschädigen::V,beskadige,zedelemek
1173,beschädigen::V,beskadige,ziyan vermek
1174,zerbrechen::V,brække itu,kırmak
1175,zerreißen::V,rive itu,yırtmak
1176,zerstören::V,ødelægge,yıkmak
1177,zerstören::V,ødelægge,tahrip etmek
1178,verbrennen::V,brænde,yakmak
1179,geben::V,give,vermek
1180,reichen::V,række,uzatmak
1181,schenken::V,forære,hediye etmek
1182,versprechen::V,love,vaat etmek
1183,wünschen::V,ønske,kutlamak
1184,loben::V,rose,övmek
1185,küssen::V,kysse,öpmek
1186,wiegen::V,vugge,sallamak
1187,zudecken::V,dække til,örtmek
1188,wecken::V,vække,uyandırmak
1189,zeigen::V,vise,göstermek
1190,führen::V,føre,gezdirmek
1191,führen::V,føre,yol göstermek
1192,lehren::V,lære,okutmak
1193,lehren::V,lære,öğretmek
1194,unterrichten::V,undervise,öğretmek
1195,aufziehen::V,opdrage,yetiştirmek
1196,leiten::V,lede,yönetmek
1197,leiten::V,lede,idare etmek
1198,antreiben::V,skynde på,teşvik etmek
1199,lassen::V,få til at,-tırmak
1200,einladen::V,indbyde,davet etmek
1201,einladen::V,invitere,davet etmek
1202,vereinigen::V,forene,birleştirmek
1203,besuchen::V,besøge,uğramak
1204,besuchen::V,besøge,ziyaret etmek
1205,besuchen::V,besøge,görmeye gitmek
1206,treffen::V,møde,rastlamak
1207,treffen::V,møde,isabet etmek
1208,sich versammeln::V,forsamles,toplanmak
1209,spielen::V,lege,oynamak
1210,spielen::V,spille,oynamak
1211,singen::V,synge,söylemek
1212,singen::V,synge,şarkı söylemek
1213,tanzen::V,danse,oynamak
1214,tanzen::V,danse,dans etmek
1215,sich trennen::V,skilles,ayrılmak
1216,verlassen::V,forlade,bırakmak
1217,verlassen::V,forlade,terk etmek
1218,retten::V,redde,kurtarmak
1219,bewachen::V,bevogte,gözetmek
1220,schützen::V,skærme,korumak
1221,schützen::V,beskytte,korumak
1222,verteidigen::V,forsvare,savunmak
1223,sich schlagen::V,slås,dövüşmek
1224,schießen::V,skyde,ateş etmek
1225,siegen::V,sejre,yenmek
1226,ärgern::V,ærgre,kızdırmak
1227,schlagen::V,slå,dövmek
1228,treten::V,sparke,tepmek
1229,stechen::V,stikke,sokmak
1230,stechen::V,stikke,batırmak
1231,stoßen::V,støde,itmek
1232,stehlen::V,stjæle,çalmak
1233,stören::V,forstyrre,bozmak
1234,stören::V,forstyrre,etkilemek
1235,belästigen::V,genere,rahatsız etmek
1236,belästigen::V,ulejlige,rahatsız etmek
1237,verbergen::V,skjule,saklamak
1238,täuschen::V,villede,aldatmak
1239,betrügen::V,bedrage,aldatmak
1240,betrügen::V,bedrage,dolandırmak
1241,töten::V,dræbe,öldürmek
1242,wohnen::V,bo,oturmak
1243,arbeiten::V,arbejde,çalışmak
1244,sammeln::V,samle,toplamak
1245,pflücken::V,plukke,koparmak
1246,jagen::V,jage,avlanmak
1247,fischen::V,fiske,balık tutmak
1248,fassen::V,fange,tutmak
1249,fassen::V,fange,yakalamak
1250,hüten::V,vogte,otlatmak
1251,treiben::V,drive,gütmek
1252,anbinden::V,binde fast,bağlamak
1253,füttern::V,fodre,beslemek
1254,melken::V,malke,sağmak
1255,hacken::V,hakke,yarmak
1256,gießen::V,hælde,sulamak
1257,reifen::V,modne,olgunlaşmak
1258,zubereiten::V,tilberede,hazırlamak
1259,kochen::V,koge,pişirmek
1260,kochen::V,koge,kaynatmak
1261,backen::V,bage,pişirmek
1262,backen::V,bage,fırında pişirmek
1263,braten::V,stege,kızartmak
1264,umrühren::V,røre om,karıştırmak
1265,stricken::V,strikke,örmek
1266,nähen::V,sy,dikmek
1267,färben::V,farve,boyamak
1268,reinigen::V,rense,temizlemek
1269,reinigen::V,gøre ren,temizlemek
1270,waschen::V,vaske,yıkamak
1271,abwischen::V,tørre af,silmek
1272,spülen::V,skylle,çalkamak
1273,fegen::V,feje,süpürmek
1274,kehren::V,feje,süpürmek
1275,baden::V,bade,yıkanmak
1276,baden::V,bade,banyo yapmak
1277,sich waschen::V,vaske sig,yıkanmak
1278,ausziehen::V,tage af,çıkarmak
1279,anziehen::V,tage på,giymek
1280,sich anziehen::V,klæde sig på,giyinmek
1281,kämmen::V,rede,taramak
1282,kämmen::V,frisere,taramak
1283,schmücken::V,pynte,süslemek
1284,schmücken::V,smykke,süslemek
1285,sagen::V,sige,demek
1286,sagen::V,sige,söylemek
1287,sprechen::V,snakke,konuşmak
1288,reden::V,tale,konuşmak
1289,reden::V,snakke,konuşmak
1290,sich unterhalten::V,snakke sammen,sohbet etmek
1291,fragen::V,spørge,sormak
1292,bitten::V,bede,dilemek
1293,bitten::V,bede,rica etmek
1294,erzählen::V,berette,bahsetmek
1295,erzählen::V,berette,hikâye etmek
1296,erzählen::V,fortælle,bahsetmek
1297,erzählen::V,fortælle,hikâye etmek
1298,mitteilen::V,meddele,bildirmek
1299,nennen::V,nævne,adlandırmak
1300,rufen::V,råbe,çağırmak
1301,prahlen::V,prale,övünmek
1302,übersetzen::V,oversætte,çevirmek
1303,übersetzen::V,oversætte,tercüme etmek
1304,denken::V,tænke,düşünmek
1305,glauben::V,tro,inanmak
1306,glauben::V,tro,zannetmek
1307,bemerken::V,bemærke,farkına varmak
1308,bemerken::V,lægge mærke til,farkına varmak
1309,erkennen::V,genkende,tanımak
1310,begreifen::V,begribe,anlamak
1311,begreifen::V,begribe,kavramak
1312,verstehen::V,forstå,duymak
1313,verstehen::V,forstå,anlamak
1314,lernen::V,lære,öğrenmek
1315,wissen::V,vide,bilmek
1316,sich erinnern an::V,mindes,hatırlamak
1317,sich erinnern an::V,huske på,hatırlamak
1318,vergessen::V,glemme,unutmak
1319,messen::V,måle,ölçmek
1320,zählen::V,tælle,saymak
1321,rechnen::V,regne,hesap etmek
1322,lesen::V,læse,okumak
1323,malen::V,male,resmini yapmak
1324,zeichnen::V,tegne,çizmek
1325,schreiben::V,skrive,yazmak
1326,besitzen::V,eje,haiz olmak
1327,besitzen::V,eje,sahip olmak
1328,besitzen::V,besidde,haiz olmak
1329,besitzen::V,besidde,sahip olmak
1330,kaufen::V,købe,almak
1331,verkaufen::V,sælge,satmak
1332,bezahlen::V,betale,ödemek
1333,zahlen::V,betale,ödemek
1334,beherrschen::V,beherske,hâkim olmak
1335,ertragen::V,tåle,dayanmak
1336,ertragen::V,tåle,katlanmak
1337,ertragen::V,udholde,dayanmak
1338,ertragen::V,udholde,katlanmak
1339,hinfallen::V,,yere düşmek
