,Concept_ID,pt,kn
73,Staub::N,pó,ದೂಳು
74,Rauch::N,fumo,ಹೊಗೆ
75,Funke::N,faísca,ಕಿಡಿ
76,Funke::N,centelha,ಕಿಡಿ
77,Feuer::N,fogo,ಬೆಂಕಿ
78,Licht::N,luz,ಬೆಳಕು
79,Schatten::N,sombra,ನೆರಳು
80,Wetter::N,tempo,ಹವ
81,Nebel::N,nevoeiro,ಮಂಜು
82,Wolke::N,nuvem,ಮೋಡ
83,Regen::N,chuva,ಮಳೆ
84,Schnee::N,neve,ಹಿಮ
85,Eis::N,gelo,ಮಂಜುಗಡ್ಡೆ
86,Frost::N,gelo,ಮಂಜು
87,Frost::N,geada,ಮಂಜು
88,Kälte::N,frio,ಹಿಮ
89,Hitze::N,ardor,ಉಷ್ಣ
90,Raureif::N,geada,ಇಬ್ಬನಿ
91,Regenbogen::N,arco-iris,ಇಂದ್ರಚಾಪ
92,Donner::N,trovão,ಗುಡುಗು
93,Strömung::N,corrente,ಪ್ರವಾಹ
94,Tropfen::N,gota,ತೊಟ್ಟು
95,Schaum::N,espuma,ನೊರೆ
96,Schmutz::N,sujidade,ಕಸ
97,Schmutz::N,imundície,ಕಸ
98,See::N,lago,ಸರೋವರ
99,Sumpf::N,charco,ಜೌಗುಸ್ಥಳ
100,Sumpf::N,pântano,ಜೌಗುಸ್ಥಳ
101,Moor::N,pântano,ಬಂಜರು ಭೂಮಿ
102,Wiese::N,prado,ಹುಲ್ಲುಗಾವಲು
103,Wald::N,bosque,ಕಾಡು
104,Wald::N,floresta,ಕಾಡು
105,Hügel::N,colina,ಗುಡ್ಡೆ
106,Anhöhe::N,alto,ದಿಬ್ಬ
107,Anhöhe::N,outeiro,ದಿಬ್ಬ
108,Berg::N,monte,ಮಲೆ
109,Berg::N,monte,ಪರ್ವತ
110,Berg::N,montanha,ಮಲೆ
111,Berg::N,montanha,ಪರ್ವತ
112,Gipfel::N,pico,ಶೃಂಗ
113,Höhle::N,caverna,ಗುಹೆ
114,Abhang::N,encosta,ಇಳಿಜಾರು
115,Quelle::N,fonte,ಮೂಲ
116,Bach::N,regato,ತೊರೆ
117,Bach::N,ribeiro,ತೊರೆ
118,Fluss::N,rio,ನದಿ
119,Ufer::N,beira,ತೀರ
120,Küste::N,costa,ದಂಡೆ
121,Festland::N,terra firme,ಭೂಮಿ
122,Meer::N,mar,ಕಡಲು
123,Bucht::N,baía,ಖಾರಿ
124,Insel::N,ilha,ದ್ವೀಪ
125,Blume::N,flor,ಸುಮ
126,Gras::N,erva,ಹುಲ್ಲು
127,Wurzel::N,raiz,ಬೇರು
128,Baum::N,árvore,ಮರ
129,Stamm::N,tronco,ಕಾಂಡ
130,Rinde::N,casca,ತೂಗಟಿ
131,Ast::N,ramo,ಶಾಖೆ
132,Zweig::N,galho,ರೆಂಬೆ
133,Blatt::N,folha,ಎಲೆ
134,Birke::N,bétula,ಬರ್ಚ್ ಮರ
135,Kiefer[Baum]::N,pinheiro,ದೇವದಾರು ಮರ
136,Weide[Baum]::N,salgueiro,ವಿಲೋಮರ
137,Tanne::N,abeto,ಭದ್ರದಾರು
138,Horn::N,corno,ಕೊಂಬು
139,Horn::N,chifre,ಕೊಂಬು
140,Feder::N,pena,ಪುಕ್ಕ
141,Fell::N,pele,ರೋಮ
142,Flügel::N,asa,ರೆಕ್ಕೆ
143,Klaue::N,pata,ಪಂಜ
144,Kralle::N,unha,ಉಗುರು
145,Kralle::N,garra,ಉಗುರು
146,Schwanz::N,rabo,ಬಾಲ
147,Schwanz::N,cauda,ಬಾಲ
148,Ei::N,ovo,ಮೊಟ್ಟೆ
149,Nest::N,ninho,ಗೂಡು
150,Bau::N,toca,ಅಡಗುದಾಣ
151,Bau::N,covil,ಅಡಗುದಾಣ
152,Tier::N,animal,ಪ್ರಾಣಿ
153,Herde::N,rebanho,ಗುಂಪು
154,Kuh::N,vaca,ಹಸು
155,Bulle::N,touro,ಗೂಳಿ
156,Pferd::N,cavalo,ಕುದುರೆ
157,Schaf::N,ovelha,ಕುರಿ
158,Schwein::N,porco,ಹಂದಿ
159,Hund::N,cão,ನಾಯಿ
160,Katze::N,gata,ಬೆಕ್ಕು
161,Bär::N,urso,ಕರಡಿ
162,Eichhörnchen::N,esquilo,ಉಡುತೆ
163,Elch::N,alce,ಕಡವೆ
164,Fuchs::N,raposa,ನರಿ
165,Hase::N,lebre,ಮೊಲ
166,Maus::N,rato,ಇಲಿ
167,Wolf::N,lobo,ತೋಳ
168,Vogel::N,ave,ಪಕ್ಷಿ
169,Vogel::N,pássaro,ಪಕ್ಷಿ
170,Schwarm::N,bando,ಗುಂಪು
171,Schwarm::N,enxame,ಗುಂಪು
172,Huhn::N,galinha,ಚಿಕ್
173,Hahn::N,galo,ಹುಂಜ
174,Gans::N,ganso,ವರಟೆ
175,Adler::N,águia,ಗರುಡ
176,Ente::N,pata,ಬಾತು
177,Eule::N,mocho,ಗೂಬೆ
178,Eule::N,coruja,ಗೂಬೆ
179,Kranich::N,grou,ಕೊಕ್ಕರ
180,Krähe::N,gralha,ಕಾಗೆ
181,Kuckuck::N,cuco,ಕೋಗಿಲೆ
182,Schwan::N,cisne,ಹಂಸಪಕ್ಷಿ
183,Fisch::N,peixe,ಮೀನು
184,Barsch::N,perca,ಪರ್ಚ್ ಮೀನು
185,Hecht::N,lúcio,ಪೈಕ್ ಮೀನು
186,Schlange[Tier]::N,serpente,ಹಾವು
187,Wurm::N,verme,ಹುಳು
188,Spinne::N,aranha,ಊರ್ಣನಾಭ
189,Ameise::N,formiga,ಇರುವೆ
190,Laus::N,piolho,ಹೇನು
191,Mücke::N,mosquito,ಸೊಳ್ಳೆ
192,Fliege::N,mosca,ನೊಣ
193,Schmetterling::N,borboleta,ಪತಂಗ
194,Beere::N,bago,ನಯವಣ್ಣು
195,Apfel::N,maçã,ಸೇಬು
196,Pilz::N,fungo,ಅಣಬೆ
197,Pilz::N,cogumelo,ಅಣಬೆ
198,Zwiebel::N,cebola,ನೀರುಳ್ಳಿ
199,Saat::N,sementeira,ಬಿತ್ತ
200,Korn::N,grão,ಬೀಜ
201,Heu::N,feno,ಕರಡ
202,Schale::N,casca,ಹೊಟ್ಟು
203,Grube::N,cova,ಗುಂಡಿ
204,Grube::N,fossa,ಗುಂಡಿ
205,Falle::N,armadilha,ಬೋನು
206,Schlinge::N,laço,ಉರುಲು
207,Spur::N,pista,ಜಾಡು
208,Spur::N,vestígio,ಜಾಡು
209,Asche::N,cinza,ಬೂದಿ
210,Dreck::N,sujidade,ಹೊಲಸು
211,Eisen::N,ferro,ಕಬ್ಬಿಣ
212,Gold::N,ouro,ಚಿನ್ನ
213,Silber::N,prata,ಬೆಳ್ಳಿ
214,Kohle::N,carvão,ಕಲ್ಲಿದ್ದಲು
215,Glas::N,vidro,ಗಾಜು
216,Lehm::N,barro,ಜೇಡಿಮಣ್ಣು
217,Lehm::N,argila,ಜೇಡಿಮಣ್ಣು
218,Sand::N,areia,ಮರಳು
219,Mensch::N,homem,ಪುರುಷ
220,Mensch::N,pessoa,ಪುರುಷ
221,Mann::N,homem,ಆಳು
222,Frau::N,mulher,ಹೆಣ್ಣು
223,Kind::N,filho,ಮಗು
224,Kind::N,criança,ಮಗು
225,Junge::N,rapaz,ಹುಡುಗ
226,Junge::N,menino,ಹುಡುಗ
227,Mädchen::N,menina,ಹುಡುಗಿ
228,Mädchen::N,rapariga,ಹುಡುಗಿ
229,Familie::N,família,ಕುಟುಂಬ
230,Großvater::N,avô,ಅಜ್ಜ
231,Großmutter::N,avó,ಅಮ್ಮ
232,Eltern::N,pais,ಹೆತ್ತವರು
233,Vater::N,pai,ತಂದೆ
234,Mutter::N,mãe,ಅಮ್ಮ
235,Sohn::N,filho,ಮಗ 
236,Tochter::N,filha,ಮಗಳು
237,Bruder::N,irmão,ತಮ್ಮ
238,Schwester::N,irmã,ತಂಗಿ
239,Onkel::N,tio,ಸೋದರಮಾವ
240,Onkel::N,tio,ದೊಡ್ಡಪ್ಪ
241,Tante::N,tia,ಚಿಕ್ಕಮ್ಮ
242,Ehemann::N,esposo,ಗಂಡ
243,Ehefrau::N,esposa,ಹೆಂಡತಿ
244,Freude::N,prazer,ನಲಿವು
245,Freude::N,alegria,ನಲಿವು
246,Gelächter::N,risada,ನಗೆ
247,Gelächter::N,gargalhada,ನಗೆ
248,Glück::N,felicidade,ಆನಂದ
249,Kummer::N,aflição,ದುಃಖ
250,Kummer::N,desgosto,ದುಃಖ
251,Wunsch::N,desejo,ಬಯಕೆ
252,Lust::N,vontade,ಇಷ್ಟ
253,Geist::N,mente,ಆತ್ಮ
254,Geist::N,espírito,ಆತ್ಮ
255,Gedanke::N,ideia,ಯೋಚನೆ
256,Gedanke::N,pensamento,ಯೋಚನೆ
257,Gedächtnis::N,memória,ಸ್ಮರಣೆ
258,Verstand::N,razão,ಮನಸ್ಸು
259,Verstand::N,inteligência,ಮನಸ್ಸು
260,Sinn::N,sentido,ಅರ್ಥ
261,Sinn::N,significado,ಅರ್ಥ
262,Grund::N,causa,ಕಾರಣ
263,Grund::N,motivo,ಕಾರಣ
264,Wahrheit::N,verdade,ಸತ್ಯ
265,Gespräch::N,conversa,ಸಂಭಾಷಣೆ
266,Gespräch::N,conversação,ಸಂಭಾಷಣೆ
267,Märchen::N,conto,ಸುಳ್ಳು ಕಥೆ
268,Erzählung::N,conto,ಕಥೆ
269,Erzählung::N,narrativa,ಕಥೆ
270,Nachricht::N,mensagem,ಸಂದೇಶ
271,Neuigkeit::N,notícia,ಸುದ್ದಿ
272,Neuigkeit::N,novidade,ಸುದ್ದಿ
273,Name::N,nome,ಹೆಸರು
274,Rätsel::N,adivinha,ಒಗಟು
275,Rede::N,oração,ಮಾತು
276,Rede::N,discurso,ಮಾತು
277,Sprache::N,língua,ಭಾಷೆ
278,Stimme::N,voz,ಧ್ವನಿ
279,Wort::N,palavra,ಮಾತು
280,Zeichen::N,marca,ಗುರುತು
281,Ruf::N,grito,ಕೂಗು
282,Ruf::N,chamada,ಕೂಗು
283,Lärm::N,ruído,ಸದ್ದು
284,Lärm::N,barulho,ಸದ್ದು
285,Laut::N,som,ಶಬ್ದ
286,Ton::N,tom,ನಾದ
287,Lied::N,canção,ಗಾನ
288,Ruhe::N,calma,ಶಾಂತಿ
289,Ruhe::N,silêncio,ಶಾಂತಿ
290,Leute::N,gente,ಮಂದಿ
291,Leute::N,pessoas,ಮಂದಿ
292,Volk::N,povo,ಜನಾಂಗ
293,Volk::N,nação,ಜನಾಂಗ
294,Arbeit::N,trabalho,ಕೆಲಸ
295,Gast::N,hóspede,ಅತಿಥಿ
296,Gast::N,convidado,ಅತಿಥಿ
297,Geschenk::N,prenda,ಕಾಣಿಕೆ
298,Geschenk::N,presente,ಕಾಣಿಕೆ
299,Spiel::N,jogo,ಆಟ
300,Gesellschaft::N,companhia,ಸಂಗ
301,Hilfe::N,ajuda,ಸಹಾಯ
302,Hilfe::N,socorro,ಸಹಾಯ
303,Freund::N,amigo,ಸ್ನೇಹಿತ
304,Kamerad::N,camarada,ಜೊತೆಗಾರ
305,Angelegenheit::N,assunto,ವಿಚಾರ
306,Anzahl::N,número,ಎಣಿಕೆ
307,Anzahl::N,quantidade,ಎಣಿಕೆ
308,Art::N,tipo,ತರ
309,Art::N,espécie,ತರ
310,Stück::N,pedaço,ತುಂಡು
311,Teil::N,peça,ಭಾಗ
312,Teil::N,parte,ಭಾಗ
313,Hälfte::N,metade,ಅರ್ಧ
314,Kreis::N,círculo,ವೃತ್ತ
315,Kreuz::N,cruz,ಶಿಲುಬೆ
316,Linie::N,linha,ರೀಖೆ
317,Strich::N,traço,ಗೀಟು
318,Abstand::N,distância,ಅಂತರ
319,Entfernung::N,distância,ದೂರ
320,Gegend::N,área,ವಿಸ್ತೀರ್ಣ
321,Gegend::N,região,ವಿಸ್ತೀರ್ಣ
322,Platz::N,lugar,ಅಂತರ
323,Ort::N,sítio,ಸ್ಥಳ
324,Seite::N,lado,ಪಕ್ಷ
325,Mitte::N,meio,ನಡು
326,Gegenstand::N,objecto,ವಸ್ತು
327,Sache::N,coisa,ವಸ್ತು
328,Rand::N,bordo,ಅಂಚು
329,Rand::N,margem,ಅಂಚು
330,Kante::N,borda,ಅಂಚು
331,Kante::N,aresta,ಅಂಚು
332,Ecke::N,esquina,ಮೂಲೆ
333,Spitze::N,ponta,ತುದಿ
334,Ende::N,cabo,ಕೊನೆ
335,Ende::N,extremo,ಕೊನೆ
336,Loch::N,furo,ತೂತು
337,Loch::N,buraco,ತೂತು
338,Winkel::N,canto,ಕೋನ
339,Winkel::N,ângulo,ಕೋನ
340,Muster::N,padrão,ನಮೂನೆ
341,Muster::N,desenho,ನಮೂನೆ
342,Größe::N,tamanho,ಪ್ರಮಾಣ
343,Länge::N,comprimento,ಉದ್ದ
344,Höhe::N,altura,ಎತ್ತರ
345,Höhe::N,altitude,ಎತ್ತರ
346,Gewicht::N,peso,ತೂಕ
347,Menge::N,quantidade,ಮೊತ್ತ
348,Haufen::N,pilha,ರಾಶಿ
349,Reihe::N,fila,ಸಾಲು
350,Boot::N,barco,ದೋಣಿ
351,Ruder::N,remo,ಹುಟ್ಟು
352,Schlitten::N,trenó,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
353,Ski::N,esqui,ಜಾರುಪಟ್ಟಿ
354,Lagerfeuer::N,fogueira,ಶಿಬಿರಾಗ್ನಿ
355,Last::N,carga,ಹೊರೆ
356,Gang::N,curso,ತಿರುಗಾಟ
357,Gang::N,caminhada,ತಿರುಗಾಟ
358,Schritt::N,passo,ಹೆಜ್ಜೆ
359,Norden::N,norte,ಉತ್ತರ
360,Süden::N,sul,ದಕ್ಷಿಣ
361,Westen::N,oeste,ಪಶ್ಚಿಮ
362,Westen::N,ocidente,ಪಶ್ಚಿಮ
363,Osten::N,este,ಮೂಡಲು
364,Osten::N,leste,ಮೂಡಲು
365,Osten::N,oriente,ಮೂಡಲು
366,Holz::N,madeira,ಚೌಬೀನೆ
367,Brett::N,tábua,ಹಲಗೆ
368,Brett::N,prancha,ಹಲಗೆ
369,Platte::N,laje,ಹಲಗೆ
370,Platte::N,chapa,ಹಲಗೆ
371,Stütze::N,apoio,ಆಸರೆ
372,Stütze::N,suporte,ಆಸರೆ
373,Stange::N,vara,ಕಂಬ
374,Stange::N,barra,ಕಂಬ
375,Stock::N,pau,ಕೋಲು
376,Stock::N,bengala,ಕೋಲು
377,Stab::N,bastão,ದೊಣ್ಣೆ
378,Rohr::N,cano,ನಳಿಕೆ
379,Haus::N,casa,ಮನೆ
380,Heim::N,lar,ಗೃಹ
381,Heim::N,casa,ಗೃಹ
382,Ofen::N,estufa,ಒಲೆ
383,Ofen::N,aquecedor,ಒಲೆ
384,Fußboden::N,piso,ನೆಲ
385,Tisch::N,mesa,ಮೇಜು
386,Stuhl::N,cadeira,ಕುರ್ಚಿ
387,Wiege::N,berço,ತೊಟ್ಟಿಲು
388,Bett::N,cama,ಹಾಸಿಗೆ
389,Regal::N,estante,ಬೀರು
390,Regal::N,prateleira,ಬೀರು
391,Kiste::N,caixa,ಪಟ್ಟಿಗೆ
392,Fenster::N,janela,ಕಿಟಕಿ
393,Tür::N,porta,ಬಾಗಿಲು
394,Tor::N,portão,ಹೆಬ್ಬಾಗಿಲು
395,Zaun::N,cerca,ಬೇಲಿ
396,Zaun::N,vedação,ಬೇಲಿ
397,Dach::N,telhado,ಮಾಳಿಗೆ
398,Leiter::N,escada,ಏಣಿ
399,Leiter::N,escada móvel,ಏಣಿ
400,Besen::N,vassoura,ಪೊರಕೆ
401,Spaten::N,pá,ಗುದ್ದಲಿ
402,Schaufel::N,pá,ಸನಿಕೆ
403,Gabel::N,garfo,ಕವಲು
404,Löffel::N,colher,ಚಮಚ
405,Messer::N,faca,ಚಾಕು
406,Nagel::N,cravo,ಆಣಿ
407,Netz::N,rede,ಬಲೆ
408,Haken::N,gancho,ಕೊಂಡಿ
409,Griff::N,asa,ಹಿಡಿ
410,Griff::N,cabo,ಹಿಡಿ
411,Schloss::N,fechadura,ವೀಗ
412,Bild::N,imagem,ಚಿತ್ರ
413,Figur::N,figura,ಆಕಾರ
414,Puppe::N,boneca,ಗೊಂಬೆ
415,Beutel::N,saco,ಸಂಚಿ
416,Beutel::N,bolsa,ಸಂಚಿ
417,Bündel::N,fardo,ಕಟ್ಟು
418,Tasche::N,saco,ಚೀಲ
419,Tasche::N,bolso,ಚೀಲ
420,Eimer::N,balde,ಬಾನೆ
421,Deckel::N,tampa,ಮುಚ್ಚಳ
422,Geschirr::N,louça,ಭಕ್ಷ್ಯಗಳು
423,Sack::N,saca,ಮೂಟೆ
424,Tasse::N,chávena,ಬಟ್ಟಲು
425,Topf::N,tacho,ಮಡಕೆ
426,Topf::N,panela,ಮಡಕೆ
427,Kessel::N,caldeira,ಕೆಟಲ್
428,Essen::N,refeição,ಊಟ
429,Nahrung::N,comida,ಆಹಾರ
430,Nahrung::N,alimento,ಆಹಾರ
431,Speise::N,prato,ಊಟ
432,Fleisch::N,carne,ಮಾಂಸ
433,Getreide::N,cereais,ಧಾನ್ಯ
434,Brei::N,puré,ಗಂಜಿ
435,Brot::N,pão,ರೊಟ್ಟಿ
436,Scheibe::N,fatia,ಹೋಳು
437,Fett::N,banha,ಕೊಬ್ಬು
438,Fett::N,gordura,ಕೊಬ್ಬು
439,Butter::N,manteiga,ಬೆಣ್ಣೆ
440,Öl::N,azeite,ಎಣ್ಣೆ
441,Salz::N,sal,ಉಪ್ಪು
442,Suppe::N,sopa,ಎಸರು
443,Suppe::N,caldo,ಎಸರು
444,Honig::N,mel,ಮಧು
445,Milch::N,leite,ಹಾಲು
446,Tee::N,chá,ಚಹ
447,Leder::N,couro,ಚಕ್ಕಳ
448,Wolle::N,lã,ಉಣ್ಣೆ
449,Stoff::N,pano,ಬಟ್ಟೆ
450,Stoff::N,tecido,ಬಟ್ಟೆ
451,Nadel::N,agulha,ಸೂಜಿ
452,Faden::N,fio,ದಾರ
453,Knopf::N,botão,ಗುಂಡು
454,Knoten::N,nó,ಗಂಟು
455,Farbe::N,corante,ಬಣ್ಣ
456,Kleidung::N,roupa,ಅರಿವೆ
457,Kleidung::N,vestuário,ಅರಿವೆ
458,Hemd::N,camisa,ಅಂಗಿ
459,Kragen::N,gola,ಕುತ್ತಿಗೆಪಟ್ಟಿ
460,Ärmel::N,manga,ತೋಳು
461,Hose::N,calça,ಇಜಾರ
462,Gürtel::N,cinto,ಬೆಲ್ಟು
463,Mütze::N,boné,ಟೋಪಿ
464,Mütze::N,barrete,ಟೋಪಿ
465,Schuh::N,sapato,ಪಾದರಕ್ಷೆ
466,Stiefel::N,bota,ಬೂಟು
467,Ring::N,anel,ಉಂಗುರ
468,Band::N,fita,ರಿಬ್ಬನ್
469,Band::N,faixa,ರಿಬ್ಬನ್
470,Kamm::N,pente,ಹಣಿಗೆ
471,Spiegel::N,espelho,ಕನ್ನಡಿ
472,Riemen::N,correia,ಬಾರು
473,Schnur::N,corda,ಹುರಿ
474,Schnur::N,cordel,ಹುರಿ
475,Leine::N,trela,ಹಗ್ಗ
476,Decke::N,cobertor,ಕಂಬಳಿ
477,Kissen::N,almofada,ದಿಂಬು
478,Tuch::N,pano,ಕೊರಳ ಬಟ್ಟೆ
479,Handtuch::N,toalha,ಚೌಕ
480,Kraft::N,força,ಬಲ
481,Stärke::N,força,ಶಕ್ತಿ
482,Gesundheit::N,saúde,ಆರೋಗ್ಯ
483,Krankheit::N,doença,ರೋಗ
484,Krankheit::N,enfermidade,ರೋಗ
485,Schmerz::N,dor,ನೋವು
486,Wunde::N,chaga,ಗಾಯ
487,Wunde::N,ferida,ಗಾಯ
488,Fieber::N,febre,ಜ್ವರ
489,Arznei::N,remédio,ಔಷಧ
490,Brücke::N,ponte,ಸೇತುವೆ
491,Brunnen::N,poço,ಬಾವಿ
492,Weide::N,pastagem,ಗೋಮಾಳ
493,Pfad::N,senda,ದಾರಿ
494,Pfad::N,trilho,ದಾರಿ
495,Weg::N,caminho,ಹಾದಿ
496,Straße::N,via,ರಸ್ತೆ
497,Straße::N,estrada,ರಸ್ತೆ
498,Dorf::N,aldeia,ಹಳ್ಳಿ
499,Stadt::N,cidade,ಪಟ್ಟಣ
500,Brief::N,carta,ಕಾಗದ
501,Buch::N,livro,ಪುಸ್ತಕ
502,Buchstabe::N,letra,ಅಕ್ಷರ
503,Zeitung::N,jornal,ವಾರ್ತಾಪತ್ರಿಕೆ
504,Leben::N,vida,ಜೀವನ
505,Tod::N,morte,ಮರಣ
506,Grab::N,túmulo,ಗೋರಿ
507,Grab::N,sepultura,ಗೋರಿ
508,Kirche::N,igreja,ಚರ್ಚು
509,Sünde::N,pecado,ಪಾಪ
510,Gott::N,deus,ದೇವರು
511,Arbeiter::N,operário,ಕೆಲಸಗಾರ
512,Arbeiter::N,trabalhador,ಕೆಲಸಗಾರ
513,Chef::N,chefe,ದಣಿ
514,Chef::N,patrão,ದಣಿ
515,Meister::N,mestre,ಶಿಕ್ಷಕ
516,Arzt::N,médico,ವೈದ್ಯ
517,Lehrer::N,professor,ಉಪಾಧ್ಯಾಯ
518,Geld::N,dinheiro,ಹಣ
519,Geschäft::N,negócio,ವಾಣಿಜ್ಯ
520,Laden::N,loja,ಅಂಗಡಿ
521,Preis::N,preço,ಬೆಲೆ
522,Ware::N,mercadoria,ಸರಕು
523,Nutzen::N,proveito,ಲಾಭ
524,Reichtum::N,riqueza,ಸಂಪತ್ತು
525,Welt::N,mundo,ಭೂಲೋಕ
526,Land::N,país,ದೇಶ
527,Staat::N,Estado,ರಾಜ್ಯ
528,König::N,rei,ರಾಜ
529,Macht::N,poder,ಅಧಿಕಾರ
530,Macht::N,potência,ಅಧಿಕಾರ
531,Grenze::N,fronteira,ಗಡಿ
532,Krieg::N,guerra,ಯುದ್ಧ
533,Feind::N,inimigo,ಶತ್ರು
534,Gewalt::N,violência,ಹಿಂಸೆ
535,Kampf::N,luta,ಹೋರಾಟ
536,Kampf::N,combate,ಹೋರಾಟ
537,Bogen[Waffe]::N,arco,ಬಿಲ್ಲು
538,Pfeil::N,seta,ಅಂಬು
539,Pfeil::N,flecha,ಅಂಬು
540,Gewehr::N,espingarda,ಬಂದೂಕು
541,Fehler::N,erro,ತಪ್ಪು
542,Fehler::N,falha,ತಪ್ಪು
543,Lüge::N,mentira,ಸುಳ್ಳು
544,Schaden::N,dano,ಹಾನಿ
545,Schaden::N,estrago,ಹಾನಿ
546,Unglück::N,desgraça,ಅಪಾಯ
547,Schuld::N,culpa,ದೋಷ
548,Alter::N,idade,ಮುಪ್ಪು
549,Schluss::N,fim,ಮುಕ್ತಾಯ
550,Zeit::N,tempo,ಕಾಲ
551,Tag::N,dia,ದಿನ
552,Morgen::N,manhã,ಮುಂಜಾನೆ
553,Mittag::N,meio-dia,ನಡುಹಗಲು
554,Abend::N,noite,ಸಂಜೆ
555,Abend::N,tardinha,ಸಂಜೆ
556,Nacht::N,noite,ರಾತ್ರಿ
557,Woche::N,semana,ವಾರ
558,Monat::N,mês,ತಿಂಗಳು
559,Jahr::N,ano,ಸಂವತ್ಸರ
560,Frühling::N,primavera,ವಸಂತ
561,Sommer::N,verão,ಬಿಸಿಲುಕಾಲ
562,Herbst::N,outono,ಶರತ್ಕಾಲ
563,Winter::N,inverno,ಚಳಿಗಾಲ
564,Januar::N,Janeiro,ನಾಲ್ಚಳಿ
565,Februar::N,Fevereiro,ಅಯ್ಚಳಿ
566,März::N,Março,ಮೊಬ್ಬೇಸಿಗೆ
567,April::N,Abril,ಇಬ್ಬೇಸಿಗೆ
568,Mai::N,Maio,ಮುಬ್ಬೇಸಿಗೆ
569,Juni::N,Junho,ಮೊಮ್ಮಳೆ
570,Juli::N,Julho,ಇಮ್ಮಳೆ
571,August::N,Agosto,ಮುಮ್ಮಳೆ
572,September::N,Setembro,ನಾಲ್ಮಳೆ
573,Oktober::N,Outubro,ಮೊಚ್ಚಳಿ
574,November::N,Novembro,ಇಚ್ಚಳಿ
575,Dezember::N,Dezembro,ಮುಚ್ಚಳಿ
576,Montag::N,segunda-feira,ಸೋಮುವಾರ
577,Dienstag::N,terça-feira,ಮಂಗಳವಾರ
578,Mittwoch::N,quarta-feira,ಬುಧವಾರ
