,Concept_ID,et,sq
118,Anhöhe::N,küngas,bregore
119,Berg::N,mägi,mal
120,Gipfel::N,mäetipp,kulm
121,Höhle::N,koobas,shpellë
122,Höhle::N,koobas,zgafelle
123,Abhang::N,nõlvak,shpat
124,Abhang::N,nõlvak,tatëpjetë
125,Quelle::N,allikas,krua
126,Quelle::N,allikas,burim
127,Bach::N,oja,virua
128,Fluss::N,jõgi,lumë
129,Ufer::N,kallas,breg
130,Küste::N,rannik,anëdet
131,Küste::N,rannik,bregdet
132,Festland::N,mander,kontinent
133,Festland::N,maismaa,kontinent
134,Meer::N,meri,det
135,Bucht::N,laht,gji deti
136,Insel::N,saar,ishull
137,Insel::N,saar,ujdhesë
138,Blume::N,lill,lule
139,Gras::N,rohi,bar
140,Wurzel::N,juur,rrënjë
141,Baum::N,puu,pemë
142,Stamm::N,tüvi,trung
143,Rinde::N,koor,lëvore
144,Ast::N,oks,degë
145,Zweig::N,oks,bisk
146,Blatt::N,leht,fletë
147,Blatt::N,leht,gjethe
148,Birke::N,kask,mështekën
149,Kiefer[Baum]::N,mänd,pishë
150,Weide[Baum]::N,paju,shelg
151,Tanne::N,nulg,bredh
152,Horn::N,sarv,bri
153,Feder::N,sulg,pupël
154,Fell::N,karvkate,lëkurë
155,Fell::N,karusnahk,lëkurë
156,Flügel::N,tiib,krah
157,Flügel::N,tiib,fletë
158,Flügel::N,tiivik,krah
159,Flügel::N,tiivik,fletë
160,Klaue::N,küüs,kthetër
161,Kralle::N,küünis,thua
162,Kralle::N,küünis,kthetër
163,Schwanz::N,saba,bisht
164,Ei::N,muna,vezë
165,Nest::N,pesa,fole
166,Bau::N,urg,strofkë
167,Tier::N,loom,kafshë
168,Herde::N,kari,kope
169,Herde::N,kari,grigjë
170,Kuh::N,lehm,lopë
171,Bulle::N,pull,dem
172,Pferd::N,hobune,kalë
173,Schaf::N,lammas,dele
174,Schwein::N,siga,derr
175,Hund::N,koer,qen
176,Katze::N,kass,mace
177,Bär::N,karu,ari
178,Eichhörnchen::N,orav,ketër
179,Elch::N,põder,dre brilopatë
180,Fuchs::N,rebane,dhelpër
181,Hase::N,jänes,lepur
182,Maus::N,hiir,mi
183,Wolf::N,hunt,ujk
184,Vogel::N,lind,zog
185,Vogel::N,lind,shpend
186,Schwarm::N,parv,luzmë
187,Huhn::N,kana,pulë
188,Hahn::N,kukk,gjel
189,Hahn::N,kukk,këndes
190,Gans::N,hani,patë
191,Adler::N,kotkas,shqiponjë
192,Ente::N,part,rosë
193,Eule::N,kakk,buf
194,Eule::N,öökull,buf
195,Kranich::N,kurg,lejlek
196,Kranich::N,kurg,kurrillë
197,Krähe::N,vares,sorrë
198,Kuckuck::N,kägu,qyqe
199,Schwan::N,luik,mjellmë
200,Fisch::N,kala,peshk
201,Barsch::N,ahven,purtekë
202,Hecht::N,haug,mlysh
203,Schlange[Tier]::N,uss,gjarpër
204,Wurm::N,uss,krimb
205,Wurm::N,vagel,krimb
206,Spinne::N,ämblik,marimangë
207,Ameise::N,sipelgas,thnegël
208,Ameise::N,sipelgas,milingonë
209,Laus::N,täi,morr
210,Mücke::N,sääsk,kunup
211,Mücke::N,sääsk,mushkonjë
212,Fliege::N,kärbes,mizë
213,Schmetterling::N,liblikas,flutur
214,Beere::N,mari,frutë
215,Beere::N,mari,manaferrë
216,Apfel::N,õun,mollë
217,Pilz::N,seen,kërpudhë
218,Zwiebel::N,sibul,qepë
219,Saat::N,seeme,farë
220,Korn::N,iva,grurë
221,Korn::N,iva,kokërr
222,Korn::N,tera,grurë
223,Korn::N,tera,kokërr
224,Heu::N,hein,sanë
225,Schale::N,koor,lëkurë
226,Grube::N,kaevand,gropë
227,Falle::N,lõks,kurth
228,Falle::N,lõks,grackë
229,Falle::N,püünis,kurth
230,Falle::N,püünis,grackë
231,Schlinge::N,aas,nyjë
232,Spur::N,jälg,gjurmë
233,Asche::N,tuhk,hi
234,Dreck::N,saast,baltë
235,Dreck::N,mustus,baltë
236,Eisen::N,raud,hekur
237,Gold::N,kuld,ar
238,Gold::N,kuld,flori
239,Silber::N,hõbe,argjend
240,Kohle::N,süsi,qymyr
241,Glas::N,klaas,qelq
242,Lehm::N,savi,argjilë
243,Sand::N,liiv,rërë
244,Mensch::N,inimene,njeri
245,Mann::N,mees,burrë
246,Mann::N,mees,mashkull
247,Frau::N,naine,grua
248,Frau::N,naine,femër
249,Kind::N,laps,kalama
250,Junge::N,poiss,djalë
251,Mädchen::N,tüdruk,gocë
252,Mädchen::N,tüdruk,vajzë
253,Familie::N,perekond,familje
254,Großvater::N,vanaisa,gjysh
255,Großmutter::N,vanaema,gjyshe
256,Eltern::N,vanemad,prindër
257,Vater::N,isa,atë
258,Mutter::N,ema,nënë
259,Sohn::N,poeg,bir
260,Tochter::N,tütar,bijë
261,Bruder::N,vend,vëlla
262,Schwester::N,õde,motër
263,Onkel::N,onu,dajë
264,Onkel::N,onu,xhaxha
265,Tante::N,tädi,teze
266,Tante::N,tädi,hallë
267,Ehemann::N,mees,burrë
268,Ehemann::N,mees,bashkëshort
269,Ehemann::N,abikaasa,burrë
270,Ehemann::N,abikaasa,bashkëshort
271,Ehefrau::N,naine,grua
272,Ehefrau::N,naine,bashkëshorte
273,Ehefrau::N,abikaasa,grua
274,Ehefrau::N,abikaasa,bashkëshorte
275,Freude::N,rõõm,gaz
276,Freude::N,rõõm,gëzim
277,Gelächter::N,naer,qeshje
278,Glück::N,õnn,lumturi
279,Kummer::N,mure,brengë
280,Kummer::N,mure,pikëllim
281,Kummer::N,kurbus,brengë
282,Kummer::N,kurbus,pikëllim
283,Wunsch::N,soov,dëshirë
284,Lust::N,himu,epsh
285,Lust::N,himu,dashuri
286,Geist::N,vaim,frymë
287,Geist::N,vaim,shpirt
288,Gedanke::N,mõte,ide
289,Gedanke::N,mõte,mendim
290,Gedächtnis::N,mälu,kujtesë
291,Verstand::N,aru,mend
292,Verstand::N,mõistus,mend
293,Sinn::N,tähendus,kuptim
294,Grund::N,põhjus,arsye
295,Wahrheit::N,tõde,vërtetë
296,Gespräch::N,kõne,bisedim
297,Gespräch::N,vestlus,bisedim
298,Märchen::N,muinasjutt,përrallë
299,Erzählung::N,jutustus,tregim
300,Nachricht::N,teade,lajm
301,Neuigkeit::N,uudis,risi
302,Name::N,nimi,emër
303,Rätsel::N,mõistatus,gjëzë
304,Rätsel::N,mõistatus,gjëegjëzë
305,Rede::N,kõne,fjalim
306,Sprache::N,keel,gjuhë
307,Stimme::N,hääl,zë
308,Wort::N,sõna,fjalë
309,Zeichen::N,märk,shenjë
310,Ruf::N,hüüe,thirrmë
311,Lärm::N,müra,zhurmë
312,Laut::N,hääl,tingull
313,Ton::N,toon,ton
314,Lied::N,laul,këngë
315,Ruhe::N,rahu,qetësi
316,Ruhe::N,vaikus,qetësi
317,Leute::N,inimesed,botë
318,Leute::N,inimesed,njerëz
319,Volk::N,rahvas,popull
320,Arbeit::N,töö,punë
321,Gast::N,külaline,mik
322,Gast::N,külaline,mysafir
323,Geschenk::N,kingitus,dhuratë
324,Geschenk::N,kingitus,peshqesh
325,Spiel::N,mäng,lojë
326,Gesellschaft::N,selts,shoqëri
327,Hilfe::N,abi,ndihmë
328,Freund::N,sõber,mik
329,Kamerad::N,sõber,shok
330,Angelegenheit::N,asi,punë
331,Anzahl::N,arv,sasi
332,Anzahl::N,hulk,sasi
333,Art::N,liik,lloj
334,Stück::N,tükk,copë
335,Teil::N,osa,pjesë
336,Hälfte::N,pool,gjysmë
337,Kreis::N,ring,qark
338,Kreis::N,ring,rreth
339,Kreuz::N,rist,kryq
340,Linie::N,joon,vijë
341,Strich::N,joon,vizë
342,Abstand::N,vahe,distancë
343,Entfernung::N,kaugus,largim
344,Entfernung::N,vahemaa,largim
345,Gegend::N,ümbrus,vise
346,Gegend::N,ümbrus,krahinë
347,Platz::N,ruum,shesh
348,Ort::N,paik,vend
349,Seite::N,pool,anë
350,Mitte::N,keskpaik,mes
351,Gegenstand::N,ese,send
352,Sache::N,ese,gjë
353,Sache::N,ese,send
354,Rand::N,äär,qoshe
355,Rand::N,serv,qoshe
356,Kante::N,kant,teh
357,Ecke::N,nurk,qoshe
358,Spitze::N,teravik,majë
359,Ende::N,ots,skaj
360,Ende::N,ots,bisht
361,Ende::N,jupp,skaj
362,Ende::N,jupp,bisht
363,Loch::N,auk,vrimë
364,Winkel::N,nurk,kënd
365,Muster::N,muster,mostër
366,Größe::N,suurus,madhësi
367,Länge::N,pikkus,gjatësi
368,Höhe::N,kõrgus,lartësi
369,Gewicht::N,kaal,peshë
370,Gewicht::N,raskus,peshë
371,Menge::N,arv,sasi
372,Menge::N,hulk,sasi
373,Haufen::N,hunnik,grumbull
374,Reihe::N,rivi,radhë
375,Reihe::N,rivi,rresht
376,Boot::N,paat,barkë
377,Boot::N,paat,lundër
378,Ruder::N,aer,rrem
379,Schlitten::N,saan,sajë
380,Ski::N,suusk,ski
381,Lagerfeuer::N,lõke,flakadan
382,Lagerfeuer::N,lõke,zjarr i madh
383,Last::N,koorem,barrë
384,Gang::N,käik,ecje
385,Schritt::N,samm,hap
386,Norden::N,põhi,veri
387,Süden::N,lõuna,jug
388,Westen::N,lääs,perëndim
389,Osten::N,ida,lindje
390,Holz::N,puu,dru
391,Brett::N,saelaud,dërrasë
392,Platte::N,plaat,pllakë
393,Stütze::N,tugi,shtyllë
394,Stütze::N,tugi,mbështetesë
395,Stange::N,latt,shufër
396,Stange::N,teivas,shufër
397,Stock::N,kepp,dajak
398,Stab::N,varras,shkop
399,Rohr::N,toru,tub
400,Haus::N,maja,shtëpi
401,Heim::N,kodu,konak
402,Heim::N,kodu,shtëpi
403,Ofen::N,ahi,sobë
404,Ofen::N,ahi,stufë
405,Fußboden::N,põrand,dysheme
406,Tisch::N,laud,tryezë
407,Stuhl::N,tool,karrige
408,Wiege::N,häll,djep
409,Wiege::N,kätki,djep
410,Bett::N,voodi,shtrat
411,Regal::N,riiul,raft
412,Kiste::N,kast,kuti
413,Fenster::N,aken,dritare
414,Tür::N,uks,derë
415,Tor::N,värav,portë
416,Zaun::N,aed,gardh
417,Zaun::N,tara,gardh
418,Dach::N,katus,çati
419,Leiter::N,redel,shkallë
420,Besen::N,luud,fshesë
421,Spaten::N,labidas,lopatë
422,Schaufel::N,kühvel,qyrek
423,Gabel::N,kahvel,pirun
424,Löffel::N,lusikas,lugë
425,Messer::N,nuga,thikë
426,Nagel::N,nael,gozhdë
427,Netz::N,võrk,rrjetë
428,Haken::N,haak,grep
429,Haken::N,haak,grremç
430,Haken::N,konks,grep
431,Haken::N,konks,grremç
432,Griff::N,sang,dorak
433,Griff::N,sang,dorezë
434,Griff::N,käepide,dorak
435,Griff::N,käepide,dorezë
436,Schloss::N,lukk,bravë
437,Bild::N,pilt,tablo
438,Bild::N,pilt,pikturë
439,Figur::N,kuju,figurë
440,Figur::N,kujund,figurë
441,Puppe::N,nukk,kukull
442,Beutel::N,paun,qese
443,Beutel::N,paun,trastë
444,Bündel::N,kimp,deng
445,Tasche::N,kott,çantë
446,Eimer::N,pang,kovë
447,Eimer::N,ämber,kovë
448,Deckel::N,kaas,kapak
449,Deckel::N,kaas,mbulesë
450,Geschirr::N,nõud,enë
451,Sack::N,kott,thes
452,Sack::N,kott,torbë
453,Tasse::N,tass,filxhan
454,Topf::N,pada,kusi
455,Topf::N,pada,tenxhere
456,Kessel::N,pada,kazan
457,Essen::N,söök,ngrënie
458,Nahrung::N,toit,ushqim
459,Speise::N,roog,gatesë
460,Fleisch::N,liha,mish
461,Getreide::N,teravili,drithë
462,Brei::N,puder,qull
463,Brot::N,sai,bukë
464,Brot::N,leib,bukë
465,Scheibe::N,viil,fetë
466,Scheibe::N,viilukas,fetë
467,Fett::N,rasv,lyrë
468,Fett::N,rasv,yndyrë
469,Butter::N,või,gjalpë
470,Öl::N,õli,vaj
471,Salz::N,sool,kripë
472,Suppe::N,supp,supë
473,Suppe::N,supp,çorbë
474,Honig::N,mesi,mjaltë
475,Milch::N,piim,qumësht
476,Tee::N,tee,çaj
477,Leder::N,nahk,lëkurë
478,Wolle::N,vill,lesh
479,Stoff::N,kangas,pëlhurë
480,Nadel::N,nõel,gjilpërë
481,Faden::N,niit,pe
482,Faden::N,niit,fije
483,Knopf::N,nööp,kopsë
484,Knoten::N,sõlm,komb
485,Farbe::N,värv,bojë
486,Kleidung::N,riided,veshje
487,Kleidung::N,riietus,veshje
488,Hemd::N,särk,këmishë
489,Kragen::N,krae,jakë
490,Ärmel::N,varrukas,mëngë
491,Hose::N,püksid,brekë
492,Gürtel::N,vöö,rrip
493,Mütze::N,müts,kësulë
494,Schuh::N,king,këpucë
495,Stiefel::N,saabas,çizme
496,Ring::N,sõrmus,unazë
497,Band::N,lint,shirit
498,Kamm::N,kamm,krehër
499,Spiegel::N,peegel,pasqyrë
500,Riemen::N,rihm,rrip
501,Schnur::N,nöör,litar
502,Schnur::N,nöör,cikomë
503,Leine::N,jalutusrihm,rrip
504,Decke::N,tekk,batanije
505,Kissen::N,padi,jastëk
506,Tuch::N,kalev,shami
507,Handtuch::N,käterätik,peshqir
508,Kraft::N,jõud,forcë
509,Stärke::N,tugevus,koll
510,Gesundheit::N,tervis,shëndet
511,Krankheit::N,haigus,sëmundje
512,Schmerz::N,valu,dhimbje
513,Wunde::N,haav,plagë
514,Fieber::N,palavik,ethe
515,Arznei::N,ravim,ilaç
516,Brücke::N,sild,urë
517,Brunnen::N,kaev,pus
518,Weide::N,karjamaa,kullotë
519,Pfad::N,rada,ravë
520,Pfad::N,rada,shteg
521,Weg::N,tee,udhë
522,Weg::N,tee,shteg
523,Straße::N,tee,rrugë
524,Dorf::N,küla,fshat
525,Dorf::N,küla,katund
526,Stadt::N,linn,qytet
527,Brief::N,kiri,letër
528,Buch::N,raamat,libër
529,Buchstabe::N,täht,shkronjë
530,Zeitung::N,ajaleht,gazetë
531,Leben::N,elu,jetë
532,Tod::N,surm,mortje
533,Grab::N,haud,varr
534,Kirche::N,kirik,kishë
535,Sünde::N,patt,mëkat
536,Sünde::N,patt,gjynah
537,Gott::N,jumal,hy
538,Gott::N,jumal,zot
539,Arbeiter::N,tööline,punëtor
540,Chef::N,ülemus,shef
541,Chef::N,ülemus,drejtues
542,Chef::N,juhataja,shef
543,Chef::N,juhataja,drejtues
544,Meister::N,meister,mjeshtër
545,Arzt::N,arst,mjek
546,Arzt::N,arst,doktor
547,Lehrer::N,õpetaja,mësues
548,Lehrer::N,õpetaja,arsimtar
549,Geld::N,raha,para
550,Geld::N,raha,holla
551,Geschäft::N,äri,ujdi
552,Geschäft::N,äri,biznes
553,Laden::N,pood,dyqan
554,Laden::N,kauplus,dyqan
555,Preis::N,hind,çmim
556,Ware::N,kaup,mall
557,Nutzen::N,tulu,dobi
558,Nutzen::N,tulu,leverdi
559,Nutzen::N,kasulikkus,dobi
560,Nutzen::N,kasulikkus,leverdi
561,Reichtum::N,rikkus,kamje
562,Reichtum::N,rikkus,pasuri
563,Welt::N,maailm,botë
564,Land::N,maa,vend
565,Staat::N,riik,shtet
566,König::N,kuningas,mbret
567,Macht::N,võim,fuqi
568,Macht::N,võim,pushtet
569,Grenze::N,piir,kufi
570,Krieg::N,sõda,luftë
571,Feind::N,vaenlane,armik
572,Gewalt::N,väevõim,dhunë
573,Kampf::N,võitlus,luftim
574,Bogen[Waffe]::N,vibu,hark
575,Pfeil::N,nool,shigjetë
576,Gewehr::N,püss,pushkë
577,Fehler::N,viga,gafë
578,Fehler::N,viga,gabim
579,Lüge::N,vale,gënjeshtër
580,Schaden::N,kahju,dëm
581,Schaden::N,kahju,zarar
582,Unglück::N,häda,fatkeqësi
583,Unglück::N,õnnetus,fatkeqësi
584,Schuld::N,süü,faj
585,Alter::N,iga,moshë
586,Schluss::N,lõpp,fund
587,Zeit::N,aeg,kohë
588,Tag::N,päev,ditë
589,Morgen::N,hommik,mëngjes
590,Mittag::N,lõuna,mesditë
591,Mittag::N,keskpäev,mesditë
592,Abend::N,õhtu,mbrëmje
593,Nacht::N,öö,natë
594,Woche::N,nädal,javë
595,Monat::N,kuu,muaj
596,Jahr::N,aasta,vit
597,Frühling::N,kevad,pranverë
598,Sommer::N,suvi,verë
599,Herbst::N,sügis,vjeshtë
600,Winter::N,talv,dimër
601,Januar::N,jaanuar,janar
602,Februar::N,veebruar,shkurt
603,März::N,märts,mars
604,April::N,aprill,prill
605,Mai::N,mai,maj
606,Juni::N,juuni,qershor
607,Juli::N,juuli,korrik
608,August::N,august,gusht
609,September::N,september,shtator
610,Oktober::N,oktoober,tetor
611,November::N,november,nëntor
612,Dezember::N,detsember,dhjetor
613,Montag::N,esmaspäev,hënë
614,Dienstag::N,teisipäev,martë
615,Mittwoch::N,kesknädal,mërkurë
616,Donnerstag::N,neljapäev,enjte
617,Freitag::N,reede,premte
618,Samstag::N,laupäev,shtunë
619,Sonntag::N,pühapäev,diel
620,groß::A,suur,madh
621,klein::A,väike,vogël
622,klein::A,pisike,vogël
623,lang::A,pikk,gjatë
624,kurz::A,lühike,shkurtër
625,breit::A,lai,gjerë
626,schmal::A,kitsas,ngushtë
627,dicht::A,tihe,dendur
628,dick[Gegenstand]::A,jäme,trashë
629,dünn::A,õhuke,hollë
630,dünn::A,peenike,hollë
631,fein::A,peen,imët
632,fein::A,õhuke,imët
633,fest::A,püsiv,fortë
634,fest::A,kindel,fortë
635,flach::A,lame,sheshtë
636,flach::A,tasane,sheshtë
637,glatt::A,sile,rrafshët
638,hart::A,kõva,fortë
639,weich::A,pehme,butë
640,rund::A,ümar,rrumbullakët
641,spitz::A,torkav,majëmprehtë
642,scharf::A,terav,mprehtë
643,stumpf::A,nüri,topitur
644,schwer::A,raske,rëndë
645,schön::A,kena,bukur
646,heiß::A,kuum,nxehtë
647,heiß::A,palav,nxehtë
648,warm::A,soe,ngrohtë
649,kalt::A,külm,ftohtë
650,kühl::A,jahe,freskët
651,frisch::A,värske,pastër
652,feucht::A,niiske,lagësht
653,nass::A,märg,lagur
654,trocken::A,kuiv,thatë
655,voll::A,täis,plotë
656,leer::A,tühi,bosh
657,leer::A,tühi,zbrazët
658,offen::A,avatud,hapur
659,offen::A,lahtine,hapur
660,geschlossen::A,suletud,mbyllur
661,sauber::A,puhas,dëlirë
662,schmutzig::A,räpane,ndyrë
663,schmutzig::A,määrdunud,ndyrë
664,roh::A,toores,gjallë
665,reif::A,küps,arrirë
666,lecker::A,hõrk,shijshëm
667,lecker::A,maitsev,shijshëm
668,süß::A,magus,ëmbël
669,bitter::A,mõru,hidhur
670,sauer::A,hapu,thartë
671,hell::A,hele,me dritë
672,dunkel::A,pime,errët
673,schwarz::A,must,i zi
674,weiß::A,valge,bardhë
675,rot::A,punane,kuq
676,gelb::A,kollane,verdhë
677,blau::A,sinine,blu
678,blau::A,sinine,kaltër
679,grün::A,roheline,blertë
680,grün::A,roheline,gjelbër
681,grau::A,hall,hirtë
682,grau::A,hall,bojë hiri
683,bunt::A,kirju,shumëngjyrëshëm
684,bunt::A,värviline,shumëngjyrëshëm
685,billig::A,odav,lirë
686,teuer::A,kallis,shtrenjtë
687,wertvoll::A,väärtuslik,çmuar
688,wertvoll::A,väärtuslik,vlershëm
689,blind::A,pime,qorr
690,blind::A,pime,verbër
691,taub::A,kurt,shurdhër
692,kräftig::A,jõuline,fuqishëm
693,stark::A,tugev,fortë
694,schwach::A,nõrk,dobët
695,schwach::A,jõuetu,dobët
696,fett::A,rasvane,dhjamur
697,schlank::A,sale,hollë
698,hübsch::A,kena,bukur
699,hübsch::A,kena,hijshëm
700,böse::A,tige,keq
701,dumm::A,juhm,teveqel
702,dumm::A,rumal,teveqel
703,faul::A,laisk,dembel
704,fleißig::A,virk,zellshëm
705,fleißig::A,hoolas,zellshëm
706,geizig::A,ihne,kurnac
707,geizig::A,ihne,dorështrënguar
708,klug::A,tark,mençur
709,klug::A,arukas,mençur
710,klug::A,mõistlik,mençur
711,geschickt::A,osav,aftë
712,lieb::A,armas,dashur
713,lustig::A,lõbus,gëzuar
714,sanft::A,õrn,butë
715,hungrig::A,näljane,uritur
716,krank::A,haige,sëmurë
717,nackt::A,alasti,lakuriq
718,nackt::A,alasti,zhveshur
719,traurig::A,kurb,trishtuar
720,lebendig::A,elus,gjallë
721,gut::A,hea,mirë
722,schlecht::A,halb,keq
723,richtig::A,õige,drejtë
724,schlimm::A,paha,keq
725,wahr::A,tõene,vërtetë
726,alt::A,vana,vjetër
727,neu::A,uus,i ri
728,ehemalig::A,endine,dikurshëm
729,alt[Lebewesen]::A,vana,plak
730,jung::A,noor,i ri
731,arm::A,vaene,varfër
732,arm::A,vaene,vobektë
733,reich::A,rikas,pasur
734,bekannt::A,teada,njohur
735,bekannt::A,tuttav,njohur
736,berühmt::A,tuntud,famshëm
737,fremd::A,võõras,huaj
738,verschieden::A,erinev,ndryshëm
739,nah::A,lähedane,afërt
740,fern::A,kauge,largët
741,linker::A,vasak,majtë
742,rechter::A,parem,djathtë
743,anderer::A,muu,tjetër
744,anderer::A,teine,tjetër
745,erster::A,esimene,parë
746,zweiter::A,teine,dytë
747,dritter::A,kolmas,i tretë
748,letzter::A,viimane,fundit
749,allein::ADV,üksi,vetëm
750,auf einmal::ADV,korraga,njëkohësisht
751,auf einmal::ADV,ühekorraga,njëkohësisht
752,zusammen::ADV,koos,bashkë
753,zusammen::ADV,koos,së bashku
754,zusammen::ADV,üheskoos,bashkë
755,zusammen::ADV,üheskoos,së bashku
756,lange::ADV,kaua,për një kohë të gjatë
757,plötzlich::ADV,äkki,befas
758,plötzlich::ADV,järsku,befas
759,sofort::ADV,kohe,menjëherë
760,sofort::ADV,kohe,aty për aty
761,später::ADV,hiljem,më vonë
762,jetzt::ADV,nüüd,tash
763,heute::ADV,täna,sot
764,morgen::ADV,homme,nesër
765,bald::ADV,pea,shpejt
766,bald::ADV,pea,së shpejti
767,bald::ADV,varsti,shpejt
768,bald::ADV,varsti,së shpejti
769,dann::ADV,siis,pastaj
770,gestern::ADV,eile,dje
771,einst::ADV,vanasti,dikur
772,damals::ADV,tookord,atëherë
773,danach::ADV,seejärel,mandej
774,vorher::ADV,enne,më parë
775,zuerst::ADV,enne,së pari
776,zuerst::ADV,esmalt,së pari
777,einmal::ADV,kord,njëherë
778,einmal::ADV,üks kord,njëherë
779,manchmal::ADV,mõnikord,nganjëherë
780,oft::ADV,tihti,shpesh
781,oft::ADV,sageli,shpesh
782,immer::ADV,ikka,përherë
783,immer::ADV,ikka,gjithnjë
784,immer::ADV,alati,përherë
785,immer::ADV,alati,gjithnjë
786,niemals::ADV,mitte kunagi,kurrë
787,niemals::ADV,mitte kunagi,asnjëherë
788,hier::ADV,siin,këtu
789,hierhin::ADV,siia,knej
790,von hier::ADV,siit,që këtej
791,von hier::ADV,siit,prej këtej
792,dort::ADV,seal,aty
793,dort::ADV,seal,atje
794,dorthin::ADV,sinna,anej
795,geradeaus::ADV,otse edasi,drejt
796,vorwärts::ADV,edasi,mbroth
797,vorwärts::ADV,edasi,përpara
798,rückwärts::ADV,tagurpidi,mbrapsht
799,zurück::ADV,tagasi,prapa
800,zurück::ADV,tagasi,mbrapsht
801,unten::ADV,all,poshtë
802,unten::ADV,allpool,poshtë
803,hinab::ADV,alla,përposh
804,oben::ADV,ülal,lart
805,oben::ADV,ülal,sipër
806,hinauf::ADV,üles,lart
807,hinauf::ADV,üles,përpjetë
808,überall::ADV,kõikjal,kudo
809,nicht::ADV,ei,s'
810,nicht::ADV,ei,nuk
811,nicht::ADV,mitte,s'
812,nicht::ADV,mitte,nuk
813,ein wenig::ADV,veidi,një tis
814,ein wenig::ADV,natuke,një tis
815,kaum::ADV,vaevalt,mezi
816,sehr::ADV,väga,fort
817,sehr::ADV,väga,shumë
