,Concept_ID,cv,ro
734,fein::A,тарай,fin
735,fein::A,тарай,subțire
736,fein::A,вӗлтӗрти,fin
737,fein::A,вӗлтӗрти,subțire
738,fest::A,тӗреклӗ,tare
739,fest::A,тӗреклӗ,solid
740,flach::A,лаптак,șes
741,flach::A,лаптак,plan
742,glatt::A,такӑр,lins
743,hart::A,хытӑ,dur
744,weich::A,ҫемҫе,moale
745,rund::A,ҫавра,rotund
746,rund::A,ҫавра,circular
747,spitz::A,шӗвӗр,ascuțit
748,scharf::A,ҫивӗч,tăios
749,scharf::A,ҫивӗч,ascuțit
750,stumpf::A,мӑка,tocit
751,stumpf::A,пуклак,tocit
752,stumpf::A,тӗрӗнчӗк,tocit
753,stumpf::A,ӑнкарусӑр,tocit
754,schwer::A,йывӑр,greu
755,schön::A,илемлӗ,frumos
756,heiß::A,вӗри,cald
757,heiß::A,вӗри,fierbinte
758,warm::A,ӑшӑ,cald
759,warm::A,ӑшӑ,fierbinte
760,kalt::A,сивӗ,rece
761,kühl::A,уҫӑ,rece
762,kühl::A,уҫӑ,răcoros
763,frisch::A,уҫӑ,răcoros
764,frisch::A,уҫӑ,proaspăt
765,feucht::A,йӗпе,umed
766,feucht::A,йӗпе,jilav
767,nass::A,нӳрӗ,ud
768,trocken::A,типӗ,sec
769,trocken::A,типӗ,uscat
770,voll::A,тулли,plin
771,leer::A,пушӑ,gol
772,offen::A,уҫӑ,deschis
773,geschlossen::A,хупӑ,închis
774,sauber::A,таса,curat
775,schmutzig::A,пылчӑклӑ,murdar
776,schmutzig::A,вараланчӑк,murdar
777,roh::A,чӗрӗ,crud
778,reif::A,пулнӑ,copt
779,reif::A,пиҫӗхнӗ,copt
780,reif::A,аталаннӑ,copt
781,reif::A,пиҫсе ҫитнӗ,copt
782,lecker::A,тутлӑ,gustos
783,lecker::A,техӗмлӗ,gustos
784,süß::A,пылак,dulce
785,bitter::A,йӳҫӗ,amar
786,sauer::A,йӳҫӗ,acru
787,sauer::A,йӳҫек,acru
788,sauer::A,кӑвасак,acru
789,hell::A,ҫутӑ,clar
790,hell::A,ҫутӑ,luminos
791,dunkel::A,тӗттӗм,obscur
792,dunkel::A,тӗттӗм,întunecos
793,schwarz::A,хура,negru
794,weiß::A,шурӑ,alb
795,rot::A,хӗрлӗ,roșu
796,gelb::A,сарӑ,galben
797,blau::A,кӑвак,albastru
798,grün::A,симӗс,verde
799,grün::A,пиҫмен,verde
800,grün::A,ӑс пухман,verde
801,grau::A,кӑвак,gri
802,grau::A,кӑвак,cenușiu
803,bunt::A,чӑпар,colorat
804,billig::A,йӳнӗ,ieftin
805,teuer::A,хаклӑ,scump
806,wertvoll::A,паха,prețios
807,blind::A,суккӑр,orb
808,taub::A,хӑлхасӑр,surd
809,kräftig::A,хӑватлӑ,tare
810,kräftig::A,хӑватлӑ,forte
811,kräftig::A,хӑватлӑ,robust
812,stark::A,вирлӗ,viguros
813,stark::A,вирлӗ,puternic
814,schwach::A,халсӑр,slab
815,schwach::A,халсӑр,debil
816,fett::A,самӑр,gras
817,fett::A,мӑнтӑр,gras
818,schlank::A,йӑрӑс,zvelt
819,schlank::A,яштака,zvelt
820,hübsch::A,хитре,drăguț
821,böse::A,усал,rău
822,böse::A,усал,răutăcios
823,dumm::A,ухмах,nerod
824,dumm::A,ухмах,tâmpit
825,faul::A,наян,leneș
826,faul::A,юлхав,leneș
827,faul::A,ӳркенчӗк,leneș
828,fleißig::A,хастар,harnic
829,fleißig::A,хастар,sârguincios
830,geizig::A,хытӑ,calic
831,geizig::A,хытӑ,zgârcit
832,klug::A,ӑслӑ,isteț
833,klug::A,ӑслӑ,deștept
834,geschickt::A,ӑста,dibaci
835,lieb::A,савнӑ,drag
836,lieb::A,савнӑ,iubit
837,lustig::A,хаваслӑ,vesel
838,sanft::A,ачаш,blând
839,sanft::A,ачаш,blajin
840,hungrig::A,выҫӑ,flămând
841,krank::A,чирлӗ,bolnav
842,nackt::A,ҫара,gol
843,traurig::A,салхуллӑ,trist
844,traurig::A,салхуллӑ,mâhnit
845,lebendig::A,чӗрӗ,viu
846,gut::A,аван,bun
847,gut::A,лайӑх,bun
848,schlecht::A,япӑх,rău
849,schlecht::A,япӑх,prost
850,schlecht::A,начар,rău
851,schlecht::A,начар,prost
852,richtig::A,тӗрӗс,drept
853,richtig::A,тӗрӗс,corect
854,schlimm::A,йӗрӗнчӗк,rău
855,wahr::A,чӑн,adevărat
856,alt::A,кивӗ,uzat
857,alt::A,кивӗ,vechi
858,neu::A,ҫӗнӗ,nou
859,ehemalig::A,пулнӑ,fost
860,ehemalig::A,пулнӑ,anterior
861,alt[Lebewesen]::A,ватӑ,bătrîn
862,jung::A,яш,tânăr
863,jung::A,ҫамрӑк,tânăr
864,arm::A,чухӑн,sărac
865,arm::A,чухӑн,sărman
866,reich::A,пуян,avut
867,reich::A,пуян,bogat
868,bekannt::A,пӗлӗш,cunoscut
869,berühmt::A,чаплӑ,renumit
870,fremd::A,ют,străin
871,verschieden::A,расна,diferit
872,verschieden::A,расна,deosebit
873,nah::A,ҫывӑх,apropiat
874,nah::A,ҫывӑхри,apropiat
875,fern::A,инҫе,departe
876,fern::A,аякри,departe
877,linker::A,сулахай,stâng
878,rechter::A,сылтӑм,drept
879,anderer::A,урӑх,alt
880,erster::A,пӗрремӗш,prim
881,zweiter::A,иккӗмӗш,al doilea
882,dritter::A,виҫҫӗмӗш,treilea
883,letzter::A,юлашки,final
884,allein::ADV,пӗччен,singur
885,auf einmal::ADV,кӗмӗрккен,dintrodată
886,zusammen::ADV,пӗрле,împreună
887,lange::ADV,вӑрах,îndelung
888,lange::ADV,вӑрах,mult timp
889,plötzlich::ADV,сасартӑк,deodată
890,plötzlich::ADV,сасартӑк,pe neașteptate
891,sofort::ADV,тӳрех,imediat
892,sofort::ADV,тӳрех,numaidecît
893,später::ADV,кайран,mai apoi
894,später::ADV,кайран,mai târziu
895,jetzt::ADV,халь,acum
896,jetzt::ADV,халӗ,acum
897,heute::ADV,паян,azi
898,heute::ADV,паян,astăzi
899,morgen::ADV,ыран,mâine
900,bald::ADV,халех,curând
901,bald::ADV,кӗҫех,curând
902,dann::ADV,унтан,apoi
903,gestern::ADV,ӗнер,ieri
904,einst::ADV,пӗррехинче,odată
905,einst::ADV,пӗррехинче,odinioară
906,damals::ADV,ун чухне,atunci
907,damals::ADV,ун чухне,pe atunci
908,damals::ADV,апла пулсан,atunci
909,damals::ADV,апла пулсан,pe atunci
910,danach::ADV,унтан,după aceasta
911,vorher::ADV,малтан,mai întâi
912,vorher::ADV,малтан,în prealabil
913,zuerst::ADV,пирвай,întâi
914,zuerst::ADV,пирвай,în primul rând
915,einmal::ADV,пӗррехинче,odată
916,manchmal::ADV,хӑш чухне,uneori
917,manchmal::ADV,хӑш чухне,câteodată
918,oft::ADV,тӑтӑш,des
919,oft::ADV,тӑтӑш,deseori
920,immer::ADV,ялан,mereu
921,immer::ADV,ялан,întotdeauna
922,niemals::ADV,нихӑҫан та,niciodată
923,hier::ADV,кунта,aci
924,hier::ADV,кунта,aici
925,hierhin::ADV,кунта,încoace
926,von hier::ADV,кунтан,de aici
927,dort::ADV,унта,acolo
928,dort::ADV,ҫавӑнта,acolo
929,dorthin::ADV,унта,dincolo
930,dorthin::ADV,ҫавӑнта,dincolo
931,geradeaus::ADV,тикӗс,drept înainte
932,vorwärts::ADV,малалла,înainte
933,rückwärts::ADV,хыҫала,îndărăt
934,zurück::ADV,каялла,înapoi
935,unten::ADV,аялта,jos
936,unten::ADV,аялта,dedesubt
937,hinab::ADV,аялта,în jos
938,hinab::ADV,аялта,de vale
939,oben::ADV,ҫӳлте,sus
940,oben::ADV,ҫӳлте,deasupra
941,hinauf::ADV,ҫӳле,în sus
942,überall::ADV,таҫта та,peste tot
943,überall::ADV,таҫта та,pretutindeni
944,überall::ADV,пур ҫӗрте те,peste tot
945,überall::ADV,пур ҫӗрте те,pretutindeni
946,überall::ADV,кирек ӑҫта та,peste tot
947,überall::ADV,кирек ӑҫта та,pretutindeni
948,nicht::ADV,мар,nu
949,ein wenig::ADV,пӑртак,puțin
950,kaum::ADV,аран,cu greu
951,kaum::ADV,аран,cu anevoie
952,sehr::ADV,питӗ,mult
953,sehr::ADV,питӗ,foarte
954,so::ADV,апла,așa
955,so::ADV,апла,atât
956,noch::ADV,татах,încă
957,nur::ADV,ҫех,doar
958,schon::ADV,ӗнтӗ,și
959,schon::ADV,ӗнтӗ,deja
960,wieder::ADV,каллех,iar
961,wieder::ADV,каллех,iarăși
962,vergebens::ADV,харам,în zadar
963,vor::PRP,умӗнче,înainte de
964,hinter::PRP,кайра,după
965,hinter::PRP,кайра,în spatele
966,unter::PRP,айне,sub
967,unter::PRP,айӗпе,sub
968,unter::PRP,айӗнче,sub
969,unter::PRP,ҫитеспе,sub
970,durch::PRP,витӗр,prin
971,neben::PRP,патӗнче,lângă
972,neben::PRP,патӗнче,alături de
973,zwischen::PRP,хушшинче,între
974,zwischen::PRP,хушшинче,dintre
975,wegen::PRP,пула,pentru
976,wegen::PRP,пирки,pentru
977,dies::PRN,ку,acesta
978,dies::PRN,ҫак,acesta
979,das::PRN,ҫав,asta
980,alles::PRN,пурте,tot
981,alles::PRN,йӑлт,tot
982,ich::PRN,эп,eu
983,du::PRN,эс,tu
984,er::PRN,вӑл,el
985,er::PRN,вӑл,dânsul
986,wir::PRN,эпир,noi
987,ihr::PRN,эсир,voi
988,sie::PRN,вӗсем,ei
989,sie::PRN,вӗсем,dânșii
990,was::FPRN,мӗн,ce
991,was::FPRN,мӗскер,ce
992,was::FPRN,мӗн те пулин,ce
993,wer::FPRN,кам,cine
994,wo::FADV,ӑҫта,unde
995,wohin::FADV,ӑҫта,încotro
996,wie::FADV,епле,cum
997,wie::FADV,мӗнле,cum
998,warum::FADV,ма,de ce
999,warum::FADV,ма,pentru ce
1000,warum::FADV,мӗншӗн,de ce
1001,warum::FADV,мӗншӗн,pentru ce
1002,wieviel::FNUM,миҫе,cât
1003,eins::NUM,пӗр,unu
1004,eins::NUM,пӗрре,unu
1005,zwei::NUM,ик,doi
1006,zwei::NUM,икӗ,doi
1007,zwei::NUM,иккӗ,doi
1008,drei::NUM,виҫ,trei
1009,drei::NUM,виҫӗ,trei
1010,drei::NUM,виҫҫӗ,trei
1011,vier::NUM,тӑват,patru
1012,fünf::NUM,пилӗк,cinci
1013,fünf::NUM,пиллӗк,cinci
1014,sechs::NUM,улт,șase
1015,sechs::NUM,ултӑ,șase
1016,sechs::NUM,улттӑ,șase
1017,sieben::NUM,ҫич,șapte
1018,sieben::NUM,ҫичӗ,șapte
1019,sieben::NUM,ҫиччӗ,șapte
1020,acht::NUM,сакӑр,opt
1021,acht::NUM,саккӑр,opt
1022,neun::NUM,тӑхӑр,nouă
1023,neun::NUM,тӑххӑр,nouă
1024,zehn::NUM,вунӑ,zece
1025,zehn::NUM,вуннӑ,zece
1026,elf::NUM,вун пӗр,unsprezece
1027,zwölf::NUM,вун ик,douăsprezece
1028,zwölf::NUM,вун икӗ,douăsprezece
1029,zwölf::NUM,вун иккӗ,douăsprezece
1030,zwanzig::NUM,ҫирӗм,douăzeci
1031,dreißig::NUM,вӑтӑр,treizeci
1032,vierzig::NUM,хӗрӗх,patruzeci
1033,fünfzig::NUM,аллӑ,cincizeci
1034,sechzig::NUM,утмӑл,șaizeci
1035,siebzig::NUM,ҫитмӗл,șaptezeci
1036,achtzig::NUM,сакӑр вунӑ,optzeci
1037,achtzig::NUM,сакӑр вуннӑ,optzeci
1038,neunzig::NUM,тӑхӑр вун,nouăzeci
1039,neunzig::NUM,тӑхӑр вунӑ,nouăzeci
1040,neunzig::NUM,тӑхӑр вуннӑ,nouăzeci
1041,hundert::NUM,ҫӗр,sută
1042,tausend::NUM,пин,mie
1043,und::CNJ,та,și
1044,oder::CNJ,е,ori
1045,stehen::V,тӑр,sta
1046,sitzen::V,лар,ședea
1047,liegen::V,вырт,zăcea
1048,liegen::V,вырт,fi culcat
1049,hängen::V,усӑнса тӑр,atârna
1050,hängen::V,ҫакӑнса тӑр,atârna
1051,werden::V,пул,deveni
1052,werden::V,пул,se face
1053,passieren::V,пул,se întâmpla
1054,beginnen::V,пуҫлан,începe
1055,enden::V,пӗт,se sfârși
1056,enden::V,пӗт,se termina
1057,enden::V,вӗҫлен,se sfârși
1058,enden::V,вӗҫлен,se termina
1059,wechseln::V,улшӑн,se schimba
1060,aufgehen[Sonne]::V,тух,răsări
1061,untergehen[Sonne]::V,анса лар,apune
1062,scheinen[Sonne]::V,пӑх,străluci
1063,donnern::V,кӗмсӗртет,tuna
1064,donnern::V,авӑт,tuna
1065,wehen::V,варкӑш,bate
1066,strömen::V,тӑкӑн,curge în șiroaie
1067,fließen::V,юх,curge
1068,sich drehen::V,ҫаврӑн,se învârti
1069,schwanken::V,чӳхен,se clătina
1070,schwingen::V,суллан,vibra
1071,schwingen::V,суллан,flutura
1072,fallen::V,кип,cădea
1073,fallen::V,тӳр кип,cădea
1074,fallen::V,татӑлса ан,cădea
1075,brennen::V,ҫун,arde
1076,rauchen::V,мӑкӑрлан,fuma
1077,rauchen::V,тӗтӗм кӑлар,fuma
1078,regnen::V,ҫумӑр ҫӑвать,ploua
1079,gefrieren::V,шӑн,îngheța
1080,tauen::V,ирӗл,se dezgheța
1081,schmelzen::V,ирӗл,se topi
1082,trocknen::V,тип,se usca
1083,sieden::V,вӗре,fierbe
1084,sieden::V,вӗре,clocoti
1085,faulen::V,ҫӗр,se împuți
1086,verfaulen::V,ҫӗр,putrezi
1087,reißen::V,ҫурӑл,se rupe
1088,reißen::V,ҫурӑл,se sfâșia
1089,versinken::V,пут,se scufunda
1090,vergehen::V,ирт,trece
1091,vergehen::V,ирт,se scurge
1092,erscheinen::V,курӑн,apărea
1093,erscheinen::V,курӑнса кай,apărea
1094,verschwinden::V,ҫухал,dispărea
1095,sinken::V,чак,cădea
1096,sinken::V,чак,coborî
1097,abnehmen::V,чак,scădea
1098,abnehmen::V,чак,descrește
1099,zunehmen::V,пысӑклан,spori
1100,zunehmen::V,пысӑклан,crește
1101,zunehmen::V,пысӑклан,augmenta
1102,steigen::V,ҫӗклен,urca
1103,wachsen::V,ӳс,crește
1104,glänzen::V,ҫиҫ,luci
1105,glänzen::V,ҫиҫ,străluci
1106,funkeln::V,ялкӑш,scânteia
1107,funkeln::V,йӑлтӑртат,scânteia
1108,lärmen::V,шавла,face larmă
1109,läuten::V,шӑнкӑравла,suna
1110,klingeln::V,шӑнкӑравла,suna
1111,klirren::V,калтлат,zăngăni
1112,klirren::V,шӑнкӑлтат,zăngăni
1113,brausen::V,ахӑр,vui
1114,rauschen::V,вашӑлтат,vâjâi
1115,rauschen::V,чашӑлтат,vâjâi
1116,klingen::V,янӑра,suna
1117,bellen::V,вӗр,lătra
1118,heulen::V,ула,urla
1119,blasen::V,вӗр,sufla
1120,pfeifen::V,шӑхӑр,fluiera
1121,schreien::V,кӑшкӑр,țipa
1122,stöhnen::V,йынӑш,geme
1123,zittern::V,чӗтре,tremura
1124,leben::V,пурӑн,trăi
1125,geboren werden::V,ҫурал,se naște
1126,atmen::V,сывла,respira
1127,trinken::V,ӗҫ,bea
1128,essen::V,ҫи,mânca
1129,schlucken::V,ҫӑт,înghiți
1130,müde werden::V,ӗшен,se obosi
1131,einschlafen::V,ыйха пут,adormi
1132,einschlafen::V,ҫывӑрса кай,adormi
1133,schlafen::V,ҫывӑр,dormi
1134,aufwachen::V,вӑран,se deștepta
1135,aufstehen::V,тӑр,fi se scula
1136,sich erholen::V,кан,se relaxa
1137,sich erholen::V,кан,se destinde
1138,krank werden::V,чирле,se îmbolnăvi
1139,krank sein::V,чирле,zăcea
1140,krank sein::V,чирле,fi bolnav
1141,schmerzen::V,сур,durea
1142,schmerzen::V,ырат,durea
1143,husten::V,ӳсӗр,tuși
1144,genesen::V,сывал,se însănătoși
1145,genesen::V,тӳрлен,se însănătoși
1146,sterben::V,вил,muri
1147,umkommen::V,вил,pieri
1148,sich bewegen::V,куҫ,se mișca
1149,sich rühren::V,хускал,se mișca
1150,sich erheben::V,тӑр,se ridica
1151,sich setzen::V,лар,lua loc
1152,sich setzen::V,лар,se așeza
1153,hinfallen::V,ӳк,cădea jos
1154,laufen::V,ут,merge
1155,laufen::V,ут,merge pe jos
1156,schreiten::V,ут,păși
1157,spazierengehen::V,уҫӑлса ҫӳре,se plimba
1158,spazierengehen::V,уткаласа ҫӳре,se plimba
1159,eilen::V,васка,fi se grăbi
1160,eilen::V,хыпалан,fi se grăbi
1161,sich beeilen::V,васка,se grăbi
1162,sich beeilen::V,хыпалан,se grăbi
1163,sausen::V,ыткӑн,țâșni
1164,sausen::V,вӗҫтер,țâșni
1165,rennen::V,чуп,fugi
1166,rennen::V,чуп,alerga
1167,springen::V,сик,sări
1168,klettern::V,улӑх,urca
1169,klettern::V,улӑх,se cățăra
1170,schaukeln::V,йӳрӗн,legăna
1171,kriechen::V,шу,se târî
1172,kriechen::V,упален,se târî
1173,schwimmen::V,иш,înota
1174,tauchen::V,чӑм,se scufunda
1175,rudern::V,авӑс,vâsli
1176,rudern::V,авӑс,lopăta
1177,fahren::V,пыр,merge
1178,fliegen::V,вӗҫ,zbura
1179,gehen::V,кай,merge
1180,weggehen::V,кай,se duce
1181,abfahren::V,тапран,pleca
1182,anhalten::V,чарӑн,se opri
1183,hineingehen::V,кӗр,intra
1184,eintreten::V,кӗр,intra
1185,kommen::V,кил,veni
1186,ankommen::V,ҫит,sosi
1187,ankommen::V,ҫит,ajunge
1188,zurückkommen::V,таврӑн,se întoarce
1189,zurückkommen::V,каялла кил,se întoarce
1190,bleiben::V,юл,rămâne
1191,warten::V,кӗт,aștepta
1192,erwarten::V,кӗт,aștepta
1193,suchen::V,шыра,căuta
1194,finden::V,туп,găsi
1195,versuchen::V,пикен,încerca
1196,vorbereiten::V,хатӗрле,pregăti
1197,lieben::V,юрат,iubi
1198,mögen::V,кӑмӑлла,plăcea a
1199,mögen::V,килӗштер,plăcea a
1200,lachen::V,кул,râde
1201,lachen::V,ахӑлтат,râde
1202,rühren::V,ҫулӑх,mișca
1203,rühren::V,ҫулӑх,înduioșa
1204,weinen::V,йӗр,plânge
1205,weinen::V,макӑр,plânge
1206,schimpfen::V,вӑрҫ,înjura
1207,schimpfen::V,ятлаҫ,înjura
1208,sich ärgern::V,ҫиллен,se supăra
1209,sich fürchten::V,шиклен,se teme
1210,sich fürchten::V,шиклен,fi teamă a
1211,fürchten::V,хӑра,se teme de
1212,fliehen::V,тар,fugi
1213,flüchten::V,чупса тар,evada
1214,sehen::V,кур,vedea
1215,anschauen::V,пӑхса ил,privi
1216,ansehen::V,пӑх,privi
1217,hören::V,илт,auzi
1218,zuhören::V,итле,asculta
1219,zuhören::V,тӑнла,asculta
1220,probieren::V,астив,gusta
1221,riechen::V,шӑршла,mirosi
1222,fühlen::V,туй,simți
1223,fühlen::V,туй,resimți
1224,fühlen::V,сис,simți
1225,fühlen::V,сис,resimți
1226,scheinen::V,туйӑн,părea
1227,zu sehen sein::V,курӑн,se vedea
1228,vernehmen::V,пӑл,auzi
1229,frieren::V,йӳтен,fi frig
1230,tun::V,ту,face
1231,können::V,пултар,ști
1232,können::V,пултар,putea
1233,wollen::V,те,dori
1234,anfangen::V,пуҫла,începe
1235,beenden::V,пӗтер,sfârși
1236,beenden::V,пӗтер,termina
1237,aufhören::V,пӑрах,înceta
1238,gelingen::V,ӑн,reuși
1239,gelingen::V,ӑн,izbuti
1240,geraten::V,пул,reuși
1241,öffnen::V,уҫ,deschide
1242,schließen::V,хуп,închide
1243,stellen::V,ларт,pune
1244,stellen::V,ларт,așeza
1245,stellen::V,тӑрат,pune
1246,stellen::V,тӑрат,așeza
1247,setzen::V,ларт,pune
1248,setzen::V,ларт,așeza
1249,legen::V,хур,pune
1250,berühren::V,перӗн,atinge
1251,verbinden::V,сып,lega
1252,bedecken::V,вит,acoperi
1253,aufhängen::V,ҫак,atârna
1254,aufhängen::V,ҫак,spânzura
1255,anzünden::V,ҫут,aprinde
1256,aufheben::V,ҫӗкле,ridica
1257,aufheben::V,ҫӗкле,lua de jos
1258,zurücklassen::V,манса хӑвар,lăsa
1259,zurücklassen::V,манса хӑвар,lăsa în urmă
1260,verlieren::V,ҫӗтер,pierde
1261,fallen lassen::V,ӳкер,scăpa
1262,fallen lassen::V,ӳкер,arunca
1263,machen::V,ту,face
1264,herstellen::V,ӑстала,fabrica
1265,herstellen::V,ӑстала,confecționa
1266,bauen::V,ту,clădi
1267,bauen::V,ту,construi
1268,reparieren::V,юса,repara
1269,verbessern::V,лайӑхлат,ameliora
1270,verbessern::V,лайӑхлат,îmbunătăți
1271,ändern::V,улӑштар,schimba
1272,ändern::V,улӑштар,modifica
1273,graben::V,чав,săpa
1274,graben::V,чакала,săpa
1275,beugen::V,кукӑрт,curba
1276,biegen::V,ав,îndoi
1277,biegen::V,ав,încovoia
1278,biegen::V,кукӑрт,îndoi
1279,biegen::V,кукӑрт,încovoia
1280,drehen::V,ҫавӑр,învârti
1281,wenden::V,ӳпӗнтер,întoarce
1282,umdrehen::V,ҫавӑр,învârti
1283,umdrehen::V,ҫавӑр,întoarce
1284,heben::V,хӑпарт,ridica
1285,hochheben::V,йӑт,ridica
1286,ergreifen::V,тыт,lua
1287,ergreifen::V,тыт,apuca
1288,halten::V,тыт,ține
1289,drücken::V,пус,apăsa
1290,drücken::V,пус,strânge
1291,schieben::V,тӗк,împinge
1292,schieben::V,тӗрт,împinge
1293,kratzen::V,хыр,zgâria
1294,lecken::V,ҫула,linge
1295,beißen::V,ҫырт,mușca
1296,beißen::V,хып,mușca
1297,abreißen::V,тат,rupe
1298,abreißen::V,тат,smulge
1299,abschneiden::V,кас,scurta
1300,binden::V,ҫых,lega
1301,stecken::V,чик,pune
1302,brechen::V,хуҫ,rupe
1303,brechen::V,хуҫ,frânge
1304,klopfen::V,такка,ciocăni
1305,hauen::V,шакка,lovi
1306,kleben::V,ҫыпӑҫтар,lipi
1307,reiben::V,сӑтӑр,freca
1308,reiben::V,сӑтӑр,fricționa
1309,streichen::V,сӗр,unge
1310,schleifen::V,хӑйра,ascuți
1311,schneiden::V,кас,tăia
1312,rütteln::V,лӑка,zgâlțâi
1313,rütteln::V,силлентер,zgâlțâi
1314,schütteln::V,лӑка,scutura
1315,schütteln::V,силлентер,scutura
1316,schwenken::V,сулла,agita
1317,schütten::V,тултар,vărsa
1318,füllen::V,тултар,umple
1319,einwickeln::V,чӗрке,înveli
1320,einwickeln::V,чӗрке,înfășura
1321,tragen::V,ҫӗкле,căra
1322,schleppen::V,сӗтӗр,târî
1323,ziehen::V,тӑс,trage
1324,aufbewahren::V,усра,păstra
1325,aufbewahren::V,усра,conserva
1326,werfen::V,пӑрах,arunca
1327,fangen::V,тыт,prinde
1328,packen::V,тыт,apuca
1329,verstecken::V,пытарса хур,ascunde
1330,teilen::V,уйӑр,împărți
1331,teilen::V,пайла,împărți
1332,schicken::V,яр,trimite
1333,bringen::V,кӳр,aduce
1334,hinzufügen::V,хуш,adăuga
1335,bekommen::V,ил,obține
1336,bekommen::V,ил,dobândi
1337,bekommen::V,туян,obține
1338,bekommen::V,туян,dobândi
1339,erhalten::V,ил,primi
1340,erhalten::V,ил,căpăta
1341,erhalten::V,туян,primi
1342,erhalten::V,туян,căpăta
1343,nehmen::V,ил,lua
1344,wählen::V,суйла,opta
1345,wählen::V,суйла,alege
1346,auswählen::V,суйла,selecta
1347,bewahren::V,упра,păstra
1348,behindern::V,кансӗрле,stingheri
1349,behindern::V,чӑрмантар,stingheri
1350,verderben::V,пӑс,strica
1351,beschädigen::V,пӑс,strica
1352,zerbrechen::V,ват,rupe
1353,zerbrechen::V,ват,frânge
1354,zerbrechen::V,ҫӗмӗр,rupe
1355,zerbrechen::V,ҫӗмӗр,frânge
1356,zerreißen::V,ҫур,rupe
1357,zerreißen::V,ҫур,sfâșia
1358,zerstören::V,иш,distruge
1359,verbrennen::V,ҫунтар,arde
1360,verbrennen::V,ҫунтар,incendia
1361,geben::V,пар,da
1362,reichen::V,пар,întinde
1363,schenken::V,парнеле,dărui
1364,versprechen::V,тума пул,făgădui
1365,versprechen::V,сӑмах пар,făgădui
1366,wünschen::V,сун,ura
1367,loben::V,ырла,lăuda
1368,küssen::V,чуп ту,săruta
1369,wiegen::V,сиктер,legăna
1370,wiegen::V,силле,legăna
1371,zudecken::V,вит,acoperi
1372,wecken::V,вӑрат,trezi
1373,wecken::V,вӑрат,deștepta
1374,zeigen::V,кӑтарт,arăta
1375,führen::V,илсе пыр,călăuzi
1376,führen::V,ҫавӑтса пыр,călăuzi
1377,lehren::V,вёрент,preda
1378,lehren::V,вёрент,învăța
1379,unterrichten::V,вёрент,învăța
1380,unterrichten::V,вёрент,instrui
1381,aufziehen::V,вӗрент,crește
1382,leiten::V,тытса пыр,duce
1383,leiten::V,тытса пыр,conduce
1384,antreiben::V,васкат,împinge
1385,antreiben::V,васкат,încuraja
1386,lassen::V,пусахла,pune pe să
1387,lassen::V,хуш,pune pe să
1388,einladen::V,чӗн,invita
1389,vereinigen::V,пӗрлештер,uni
1390,vereinigen::V,пӗрлештер,întruni
1391,besuchen::V,ҫит,vizita
1392,besuchen::V,ҫит,face o vizită
1393,besuchen::V,кӗрсе кур,vizita
1394,besuchen::V,кӗрсе кур,face o vizită
1395,treffen::V,тӗл пул,întâlni
1396,sich versammeln::V,пуҫтарӑн,se aduna
1397,spielen::V,выля,se juca
1398,singen::V,юрла,cânta
1399,tanzen::V,ташла,dansa
1400,sich trennen::V,уйрӑл,se separa
1401,sich trennen::V,уйрӑл,se despărți
1402,verlassen::V,хӑвар,părăsi
1403,verlassen::V,хӑвар,abandona
1404,retten::V,ҫӑл,salva
1405,bewachen::V,хуралла,păzi
1406,schützen::V,сыхла,ocroti
1407,schützen::V,сыхла,proteja
1408,verteidigen::V,хӳтӗле,apăra
1409,sich schlagen::V,ҫапӑҫ,se bate
1410,schießen::V,пер,trage
1411,siegen::V,ҫӗн,birui
1412,siegen::V,ҫӗн,învinge
1413,siegen::V,ҫӗнтер,birui
1414,siegen::V,ҫӗнтер,învinge
1415,ärgern::V,тарӑхтар,supăra
1416,ärgern::V,ҫиллентер,supăra
1417,schlagen::V,ҫап,lovi
1418,treten::V,тап,călca
1419,stechen::V,чик,înțepa
1420,stechen::V,чик,împunge
1421,stoßen::V,чыш,împinge
1422,stehlen::V,вӑрла,fura
1423,stören::V,кансӗрле,deranja
1424,belästigen::V,аптӑрат,importuna
1425,belästigen::V,хупла,importuna
1426,verbergen::V,пытар,ascunde
1427,täuschen::V,суй,amăgi
1428,betrügen::V,ултала,înșela
1429,töten::V,вӗлер,omorî
1430,wohnen::V,чуна пар,sta
1431,wohnen::V,чуна пар,locui
1432,wohnen::V,парӑнса тӑр,sta
1433,wohnen::V,парӑнса тӑр,locui
1434,arbeiten::V,ӗҫле,lucra
1435,sammeln::V,пух,aduna
1436,sammeln::V,пух,colecționa
1437,pflücken::V,тат,culege
1438,jagen::V,сунара ҫӳре,vâna
1439,fischen::V,пулӑ тыт,pescui
1440,fassen::V,тыт,prinde
1441,hüten::V,кӗт,paște
1442,treiben::V,хӑвала,mână
1443,anbinden::V,кӑкар,lega
1444,füttern::V,ҫитер,da de mâncare
1445,melken::V,су,mulge
1446,hacken::V,вакла,toca
1447,hacken::V,вакла,sparge
1448,gießen::V,шӑвар,uda
1449,reifen::V,пиҫ,pârgui
1450,zubereiten::V,пӗҫер,găti
1451,kochen::V,пӗҫер,găti
1452,backen::V,пӗҫер,coace
1453,braten::V,ӑшала,coace
1454,umrühren::V,хутӑштар,mesteca
1455,stricken::V,ҫых,împleti
1456,nähen::V,ҫӗле,coase
