,Concept_ID,ja,ku
835,brausen::V,逆巻く,guşîn
836,rauschen::V,戦ぐ,guşîn
837,klingen::V,鳴る,deng pe ketin
838,bellen::V,吠える,kewtîn
839,heulen::V,きゃんきゃん鳴く,ûrîn
840,blasen::V,吹く,puf kirin
841,pfeifen::V,口笛を吹く,fîkandin
842,schreien::V,叫ぶ,qîrîn
843,stöhnen::V,うめく,nalîn
844,zittern::V,震える,hejîn
845,leben::V,生きている,jihîn
846,geboren werden::V,生まれる,hatin dinyê
847,geboren werden::V,生まれる,bûn
848,atmen::V,呼吸する,hilmijîn
849,trinken::V,飲む,vexwarin
850,essen::V,食べる,xwarin
851,schlucken::V,飲み込む,daqulbandin
852,müde werden::V,眠くなる,betilîln
853,müde werden::V,眠くなる,qerimîn
854,einschlafen::V,寝付く,razan
855,schlafen::V,眠る,razan
856,schlafen::V,眠る,razandin
857,aufwachen::V,目が覚める,şiyarbûn
858,aufstehen::V,起きる,rabûn
859,sich erholen::V,休養する,baş bûn
860,krank werden::V,病気になる,nexweş kêt
861,krank sein::V,病気である,nexweş bû
862,schmerzen::V,痛む,êşandin
863,husten::V,咳をする,kuxin
864,genesen::V,元気になる,baş bûn
865,sterben::V,死ぬ,mirin
866,sterben::V,亡くなる,mirin
867,umkommen::V,死亡する,mirin
868,sich bewegen::V,移動する,leqîn
869,sich rühren::V,動く,leqîn
870,sich erheben::V,立ち上がる,rabûn
871,sich setzen::V,座る,runiştin
872,hinfallen::V,転ぶ,kêtin
873,laufen::V,歩く,meşîn
874,schreiten::V,跨ぐ,meşkirin
875,spazierengehen::V,散歩する,gerandin
876,eilen::V,急ぐ,lezandin
877,sich beeilen::V,焦る,zûkirin
878,sausen::V,疾駆する,fîzîn
879,rennen::V,走る,baz dan
880,springen::V,跳ぶ,hilpekîn
881,klettern::V,よじ登る,hilperikîn
882,schaukeln::V,ぶらんこに乗る,lorandin
883,kriechen::V,這う,xuşandin
884,schwimmen::V,泳ぐ,avjenîn
885,tauchen::V,潜る,qutxuyardin
886,tauchen::V,潜る,noqîn
887,rudern::V,漕ぐ,qaîq ajotin
888,fahren::V,行く,ajotin
889,fahren::V,乗車する,ajotin
890,fliegen::V,飛ぶ,firîn
891,gehen::V,行く,çûn
892,weggehen::V,立ち去る,çûn
893,abfahren::V,出発する,çûyin
894,anhalten::V,止まる,rawestîn
895,hineingehen::V,入る,ketin hundir
896,eintreten::V,中に入る,têketin
897,kommen::V,来る,hatin
898,ankommen::V,着く,gihan
899,ankommen::V,着く,gihîştin
900,ankommen::V,到着する,gihan
901,ankommen::V,到着する,gihîştin
902,zurückkommen::V,帰る,vegerandin
903,bleiben::V,留まる,sekinîn
904,warten::V,待つ,payîn
905,erwarten::V,期待する,payîn
906,suchen::V,探る,lêgerîn
907,finden::V,見つける,peyda kirin
908,versuchen::V,試す,çeribandin
909,vorbereiten::V,準備する,amade kirin
910,lieben::V,愛する,hez kirin
911,mögen::V,好きである,dil kirin
912,lachen::V,笑う,kenîn
913,rühren::V,感情を動かす,hêjan
914,weinen::V,泣く,girîn
915,schimpfen::V,叱る,pevçûn
916,sich ärgern::V,怒る,enirîn
917,sich ärgern::V,腹を立てる,enirîn
918,sich fürchten::V,怖がる,tirsîn
919,fürchten::V,恐れる,tirsin
920,fliehen::V,逃げる,bazdan
921,flüchten::V,逃亡する,revîn
922,sehen::V,見る,dîtin
923,anschauen::V,眺める,sêr kirin
924,ansehen::V,見る,hesibandin
925,hören::V,聞く,guhdar jirin
926,zuhören::V,聴く,guhdarî kirin
927,probieren::V,食べてみる,tehm kirin
928,riechen::V,気取る,bihn kirin
929,fühlen::V,感じる,hîs kirin
930,scheinen::V,ように見える,xoyer kir
931,zu sehen sein::V,見える,diyar bûn
932,vernehmen::V,承る,bihîstin
933,frieren::V,寒気がする,qerişîn
934,tun::V,する,kirin
935,können::V,出来る,karin
936,wollen::V,-たい,xwestîn
937,anfangen::V,始める,dest pêkirin
938,beenden::V,終える,xelas kirin
939,aufhören::V,止める,xelas kirin
940,gelingen::V,成功する,çe bûn
941,geraten::V,当たる,qewîmîn
942,öffnen::V,開く,vekirin
943,öffnen::V,開ける,vekirin
944,schließen::V,閉める,girtin
945,stellen::V,置く,danîn
946,stellen::V,据える,danîn
947,setzen::V,座らせる,rûniştin
948,legen::V,置く,danîn
949,legen::V,置く,razandin
950,berühren::V,触る,lêketin
951,berühren::V,触れる,lêketin
952,verbinden::V,結びつける,anîn pê
953,bedecken::V,覆う,sergirtin
954,aufhängen::V,掛ける,aliqandin
955,anzünden::V,燃やす,pêxistin
956,anzünden::V,火をつける,pêxistin
957,aufheben::V,拾う,hildan
958,zurücklassen::V,残す,hiştin
959,zurücklassen::V,残す,vehiştin
960,verlieren::V,無くす,wendakirin
961,fallen lassen::V,落とす,xistin bixe
962,fallen lassen::V,落とす,xistin
963,machen::V,作る,kirin
964,machen::V,作る,çêkirin
965,herstellen::V,製造する,çê kirin
966,herstellen::V,製造する,peyda kirin
967,bauen::V,建設する,lêkirin
968,reparieren::V,直す,veherînerîn
969,reparieren::V,修理する,veherînerîn
970,verbessern::V,改良する,sererastkirin
971,ändern::V,変える,degiş kirin
972,graben::V,掘る,kolandin
973,beugen::V,折る,tewîn
974,beugen::V,折る,xwar kirin
975,biegen::V,曲げる,tewandin
976,biegen::V,曲げる,xwarkirin
977,drehen::V,回す,fitilandin
978,wenden::V,裏返す,zivîrin
979,umdrehen::V,裏返す,vegerandin
980,heben::V,挙げる,hildan
981,hochheben::V,持ち上げる,hildan
982,ergreifen::V,取り上げる,dest avêtin
983,halten::V,持つ,hîştin
984,halten::V,持つ,sekinîn
985,drücken::V,押す,pêl kirin
986,schieben::V,ずらす,damdan
987,kratzen::V,引っ掻く,xurandin
988,lecken::V,なめる,alastin
989,beißen::V,噛む,gez kirin
990,abreißen::V,剝ぎ取る,hilşandin
991,abschneiden::V,切り取る,jêkirin
992,binden::V,縛る,girêdan
993,stecken::V,差し込む,têxistin
994,brechen::V,破る,şikandin
995,klopfen::V,とんとん叩く,kutandin
996,hauen::V,叩く,li dan
997,kleben::V,貼る,zeliqîn
998,kleben::V,貼る,şirêz kirin
999,kleben::V,くっ付ける,zeliqîn
1000,kleben::V,くっ付ける,şirêz kirin
1001,reiben::V,擦る,firikandin
1002,streichen::V,塗る,bax dan
1003,schleifen::V,研ぐ,çarkirin
1004,schneiden::V,切る,jêkirin
1005,rütteln::V,揺さぶる,hejandin
1006,schütteln::V,振る,daweşîn
1007,schütteln::V,揺さぶる,daweşîn
1008,schwenken::V,振る,têwdan
1009,schütten::V,注ぐ,rijandin
1010,füllen::V,いっぱいにする,dagirtin
1011,einwickeln::V,包む,pêçandin
1012,tragen::V,運ぶ,kişandin
1013,tragen::V,運ぶ,rajtin
1014,schleppen::V,引きずる,kişandin
1015,ziehen::V,引く,kişandin
1016,aufbewahren::V,預かる,hilandin
1017,werfen::V,投げる,avêtin
1018,fangen::V,受ける,sem kirin
1019,fangen::V,受ける,girtin
1020,packen::V,掴む,pê girtin
1021,verstecken::V,隠す,hîlanin
1022,teilen::V,分ける,parvekirin
1023,schicken::V,送る,şandin
1024,bringen::V,持って行く,anîn
1025,bringen::V,持って行く,birin
1026,hinzufügen::V,加える,dan ser
1027,hinzufügen::V,加える,li tiştekî zêde kirin
1028,bekommen::V,得る,standin
1029,erhalten::V,受ける,standin
1030,nehmen::V,取る,girtin
1031,wählen::V,選ぶ,ray dan
1032,auswählen::V,選ぶ,bijartin
1033,bewahren::V,保存する,rê li ber girtin
1034,bewahren::V,保存する,lê xwedî derketin
1035,behindern::V,妨害する,bara wi
1036,verderben::V,台無しにする,heram bûn
1037,beschädigen::V,損傷する,xerab kirin
1038,zerbrechen::V,割る,şikênandin
1039,zerbrechen::V,割る,perçe kirin
1040,zerreißen::V,引き裂く,qelişandin
1041,zerstören::V,破壊する,hilşandin
1042,verbrennen::V,焼く,şewitandin
1043,geben::V,上げる,dan
1044,geben::V,上げる,dayin
1045,reichen::V,渡す,besbûn
1046,reichen::V,渡す,têrkirin
1047,schenken::V,贈る,diyarî kirin
1048,versprechen::V,約束する,soz dan
1049,wünschen::V,望む,dil kirin
1050,loben::V,褒める,pesinandin
1051,küssen::V,キスする,maçkirin
1052,wiegen::V,揺する,lorandin
1053,wiegen::V,揺する,wezinandin
1054,zudecken::V,覆う,nixumandin
1055,wecken::V,起こす,bixwe hesandin
1056,zeigen::V,見せる,şanîdan
1057,führen::V,案内する,raber kirin
1058,lehren::V,教える,hîn kirin
1059,unterrichten::V,通知する,ders dan
1060,aufziehen::V,育てる,mesinkirin
1061,leiten::V,導く,rêberî kirin
1062,antreiben::V,励ます,bezandin
1063,lassen::V,～させる,berdan
1064,lassen::V,～させる,hiştin
1065,einladen::V,誘う,dawet kirin
1066,einladen::V,招待する,dawet kirin
1067,vereinigen::V,一つにする,bi yek kirin
1068,besuchen::V,訪ねる,mêvan bûn
1069,treffen::V,出会う,rast hatin
1070,sich versammeln::V,集まる,li hev çivîn
1071,spielen::V,遊ぶ,listin
1072,singen::V,歌う,stran
1073,tanzen::V,踊る,reqisîn
1074,sich trennen::V,別れる,hew berdan
1075,verlassen::V,別れる,tanê hişt
1076,verlassen::V,別れる,bêkes
1077,retten::V,救う,rihakirin
1078,retten::V,助ける,rihakirin
1079,bewachen::V,見張る,raçavkirin
1080,bewachen::V,軽微する,raçavkirin
1081,schützen::V,保護する,hemet kirin
1082,verteidigen::V,守る,paraztin
1083,sich schlagen::V,殴る,li hev bezîn
1084,schießen::V,撃つ,agir kirin
1085,siegen::V,勝つ,biser ketin
1086,ärgern::V,怒らせる,xeyirandin
1087,schlagen::V,殴る,lêdan
1088,schlagen::V,殴る,lêxistin
1089,treten::V,蹴る,têlekirin
1090,stechen::V,突く,têrekirin
1091,stoßen::V,突く,lêketin
1092,stehlen::V,盗る,dizîn
1093,stehlen::V,盗る,dizî birin
1094,stören::V,構う,aciz kirin
1095,belästigen::V,邪魔する,li tela yeki ketin
1096,verbergen::V,隠す,veşartin
1097,verbergen::V,隠す,kemîndanîn
1098,täuschen::V,だます,xapandin
1099,täuschen::V,だます,lê zexeli kirin
1100,betrügen::V,だます,xapandin
1101,töten::V,殺す,kûştin
1102,wohnen::V,住む,rûniştin
1103,arbeiten::V,働く,kar kirin
1104,arbeiten::V,働く,şêxulin
1105,sammeln::V,集める,komkirin
1106,sammeln::V,収集する,komkirin
1107,pflücken::V,摘む,çinîn
1108,jagen::V,狩りをする,nêçîr kirin
1109,fischen::V,釣る,masî girtin
1110,fassen::V,捕る,pê girtin
1111,fassen::V,捕る,sêm kirin
1112,hüten::V,放牧する,hei jê man
1113,treiben::V,追う,bêherandin
1114,anbinden::V,繋ぐ,tewilandin
1115,füttern::V,餌をやる,xwarine dan lê
1116,melken::V,搾乳する,dotin
1117,hacken::V,刻む,kolandin
1118,gießen::V,水をやる,av dan
1119,reifen::V,熟す,kemilîn
1120,zubereiten::V,調理する,çe kirin
1121,kochen::V,煮る,xwarin çe kirin
1122,kochen::V,煮る,kelandin
1123,backen::V,焼く,pijandin
1124,braten::V,焼く,qelandin
1125,braten::V,焼く,sor kirin
1126,braten::V,炒める,qelandin
1127,braten::V,炒める,sor kirin
1128,umrühren::V,混ぜる,têvdan
1129,stricken::V,編む,hûnan
1130,nähen::V,縫う,kêl kirin
1131,färben::V,染める,boyax kirin
1132,reinigen::V,掃除する,paqijkirin
1133,waschen::V,洗う,şuştin
1134,waschen::V,洗濯する,şuştin
1135,abwischen::V,拭く,pakîj kirin
1136,spülen::V,洗う,şuştin
1137,spülen::V,すすぐ,şuştin
1138,fegen::V,掃除する,maliştin
1139,kehren::V,掃く,maliştin
1140,baden::V,入浴する,serîşûştin
1141,sich waschen::V,洗う,serîşûştin
1142,ausziehen::V,脱ぐ,jê kirin
1143,anziehen::V,着る,pê kirin
1144,sich anziehen::V,着る,xwe kirin
1145,kämmen::V,梳く,şeh kirin
1146,schmücken::V,飾る,xemilandin
1147,sagen::V,言う,gotin
1148,sagen::V,言う,peyivîn
1149,sprechen::V,話す,peyivîn
1150,reden::V,話す,axaftin
1151,sich unterhalten::V,話をする,hev biştaxilin
1152,fragen::V,聞く,pirsîn
1153,fragen::V,聞く,pirs kirin
1154,bitten::V,頼む,tika kirin
1155,bitten::V,お願いする,tika kirin
1156,erzählen::V,物語る,behs kirin
1157,mitteilen::V,伝える,vegotin
1158,nennen::V,名づける,bi nav kirin
1159,rufen::V,呼ぶ,bakirin
1160,prahlen::V,自慢する,pesnê xwe dan
1161,übersetzen::V,訳す,qulibandin
1162,übersetzen::V,訳す,derbas kirin
1163,denken::V,考える,fikirîn
1164,glauben::V,信じる,bawer bûn
1165,bemerken::V,気が付く,bala xwe dan
1166,bemerken::V,気が付く,çac lê ketin
1167,erkennen::V,認識する,pêhesîn
1168,begreifen::V,分かる,fêmkirin
1169,verstehen::V,聞き取る,fêmkirin
1170,lernen::V,学ぶ,halmandin
1171,lernen::V,学ぶ,fêrbun
1172,lernen::V,勉強する,halmandin
1173,lernen::V,勉強する,fêrbun
1174,wissen::V,知っている,zanîn
1175,sich erinnern an::V,思い出す,bir bûn
1176,vergessen::V,忘れる,ji bir kirin
1177,messen::V,計る,pê kanîn
1178,messen::V,測定する,pê kanîn
1179,zählen::V,数える,hejmardin
1180,rechnen::V,計算する,hesibandin
1181,lesen::V,読む,xwendin
1182,malen::V,描く,rengandin
1183,malen::V,描く,boyax kirin
1184,zeichnen::V,写生する,işaret kirin
1185,schreiben::V,書く,nivîsandin
1186,besitzen::V,所持する,hebûn
1187,kaufen::V,買う,kirîn
1188,verkaufen::V,売る,firotin
1189,bezahlen::V,払う,pere dan
1190,zahlen::V,支払う,pere dan
1191,zahlen::V,支払う,dayin
1192,beherrschen::V,支配する,zebt kirin
1193,beherrschen::V,支配する,hukim kirin
1194,ertragen::V,耐える,bihêzkirin
