,Concept_ID,da,myv
833,verfaulen::V,rådne,наксадомс
834,reißen::V,briste,сезневемс
835,versinken::V,synke,ваямс
836,versinken::V,synke ned,ваямс
837,vergehen::V,forløbe,ютамс
838,erscheinen::V,vise sig,лисемс
839,verschwinden::V,forsvinde,ёмамс
840,sinken::V,synke,явамс
841,abnehmen::V,aftage,киремемс
842,zunehmen::V,tiltage,ламолгадомс
843,zunehmen::V,tiltage,раштамс
844,steigen::V,stige,куземс
845,steigen::V,stige,кепсевемс
846,wachsen::V,gro,касомс
847,wachsen::V,vokse,касомс
848,glänzen::V,glinse,цитнемс
849,funkeln::V,tindre,пиндолдомс
850,funkeln::V,tindre,цивтёрдомс
851,lärmen::V,larme,шалномс
852,läuten::V,ringe,гайгезевемс
853,klingeln::V,ringe,чавомс баягас
854,klirren::V,klirre,калдордомс
855,klirren::V,klirre,кальцяемс
856,brausen::V,bruse,лакамс
857,rauschen::V,suse,лажномс
858,klingen::V,lyde,гайгемс
859,klingen::V,klinge,гайгемс
860,bellen::V,gø,онгомс
861,heulen::V,hyle,урномс
862,blasen::V,blæse,пувамс
863,pfeifen::V,fløjte,вешкемс
864,schreien::V,skrige,пижнемс
865,stöhnen::V,stønne,кувсемс
866,zittern::V,dirre,тарномс
867,zittern::V,skælve,тарномс
868,leben::V,leve,эрямс
869,geboren werden::V,fødes,чачомс
870,atmen::V,ånde,лексемс
871,trinken::V,drikke,симемс
872,essen::V,spise,ярсамс
873,schlucken::V,synke,нилемс
874,schlucken::V,synke,порнемс
875,müde werden::V,blive træt,сиземс
876,einschlafen::V,falde i søvn,матедевемс
877,schlafen::V,sove,удомс
878,aufwachen::V,vågne,сыргоземс
879,aufstehen::V,stå op,стямс
880,sich erholen::V,komme sig,оймсемс
881,krank werden::V,blive syg,сэредезевемс
882,krank sein::V,være syg,сэредемс
883,schmerzen::V,smerte,сэредемс
884,husten::V,hoste,козомс
885,genesen::V,komme sig,пичкамс
886,sterben::V,dø,куломс
887,umkommen::V,omkomme,чавовомс
888,umkommen::V,omkomme,ёмамс
889,sich bewegen::V,bevæge sig,шаштомс
890,sich rühren::V,røre på sig,сыргамс
891,sich erheben::V,rejse sig,куземс
892,sich setzen::V,sætte sig,озамс
893,laufen::V,løbe,якамс
894,schreiten::V,skride,эскелямс
895,schreiten::V,skride,молемс
896,spazierengehen::V,gå en tur,якамс
897,eilen::V,ile,эрзкалемс
898,eilen::V,ile,капшамс
899,sich beeilen::V,skynde sig,капшамс
900,sausen::V,suse,ливтямс
901,rennen::V,løbe,чийнемс
902,rennen::V,løbe,ардтнемс
903,rennen::V,rende,чийнемс
904,rennen::V,rende,ардтнемс
905,springen::V,hoppe,кирнявтнемс
906,springen::V,springe,кирнявтнемс
907,klettern::V,klatre,куземс
908,schaukeln::V,gynge,нурямс
909,kriechen::V,krybe,ёзмолдомс
910,schwimmen::V,svømme,уемс
911,tauchen::V,dykke,чопавтомс
912,tauchen::V,dykke,чопавтнемс
913,rudern::V,ro,миледемс
914,fahren::V,køre,ардомс
915,fliegen::V,flyve,ливтямс
916,gehen::V,gå,туемс
917,gehen::V,gå,молемс
918,weggehen::V,gå bort,туемс
919,abfahren::V,køre bort,туемс
920,anhalten::V,standse,лоткамс
921,hineingehen::V,gå ind,совамс
922,eintreten::V,træde ind,совамс
923,eintreten::V,træde ind,эскельдямс
924,kommen::V,komme,самс
925,ankommen::V,ankomme,самс
926,ankommen::V,ankomme,пачкодемс
927,zurückkommen::V,komme tilbage,велявтомс
928,bleiben::V,blive,кадовомс
929,bleiben::V,forblive,кадовомс
930,warten::V,vente,учомс
931,erwarten::V,vente,учомс
932,erwarten::V,afvente,учомс
933,suchen::V,søge,вешнемс
934,finden::V,finde,муемс
935,versuchen::V,forsøge,варштамс
936,vorbereiten::V,forberede,анокстамс
937,lieben::V,elske,вечкемс
938,mögen::V,holde af,вечкемс
939,mögen::V,kunne lide,вечкемс
940,lachen::V,le,пейдемс
941,rühren::V,røre,токамс седейс
942,weinen::V,græde,авардемс
943,schimpfen::V,skænde,сёвномс
944,sich ärgern::V,ærgre sig,кежиявтнемс
945,sich fürchten::V,være bange,пелемс
946,fürchten::V,være bange for,пелемс
947,fliehen::V,flygte,оргодемс
948,flüchten::V,flygte,ворьгодемс
949,flüchten::V,flygte,чадомс
950,sehen::V,se,неемс
951,anschauen::V,se på,ваномс
952,anschauen::V,betragte,ваномс
953,ansehen::V,anse,ваномс
954,hören::V,høre,марямс
955,zuhören::V,høre til,кунсоломс
956,probieren::V,smage,варшамс
957,probieren::V,smage på,варшамс
958,riechen::V,lugte,никсемс
959,fühlen::V,føle,марямс
960,scheinen::V,synes,марявомс
961,zu sehen sein::V,synes,неявомс
962,vernehmen::V,erfare,марямс
963,frieren::V,fryse,кельмемс
964,tun::V,gøre,теемс
965,können::V,kunne,маштомс
966,wollen::V,ville,бажамс
967,anfangen::V,begynde,кармамс
968,beenden::V,afslutte,прядомс
969,aufhören::V,ophøre,лоткамс
970,aufhören::V,holde op,лоткамс
971,gelingen::V,lykkes,удаламс
972,geraten::V,blive,лисемс
973,öffnen::V,åbne,панжомс
974,schließen::V,lukke,пекстамс
975,schließen::V,lukke,сёлгомс
976,schließen::V,lukke,конямс
977,stellen::V,stille,аравтомс
978,setzen::V,sætte,ойсевтемс
979,setzen::V,sætte,озавтнемс
980,legen::V,lægge,путомс
981,berühren::V,berøre,токамс
982,verbinden::V,forbinde,содомс
983,bedecken::V,dække,вельтямс
984,bedecken::V,bedække,вельтямс
985,aufhängen::V,hænge,понгавтомс
986,aufhängen::V,hænge op,понгавтомс
987,anzünden::V,tænde,кирвастемс
988,anzünden::V,antænde,кирвастемс
989,aufheben::V,løfte,кепедемс
990,aufheben::V,tage op,кепедемс
991,zurücklassen::V,lade tilbage,кадомс
992,verlieren::V,miste,ёмавтомс
993,fallen lassen::V,tabe,правтомс
994,fallen lassen::V,droppe,правтомс
995,machen::V,gøre,теемс
996,herstellen::V,fremstille,анокстамс
997,bauen::V,bygge,путомс
998,reparieren::V,reparere,витемс
999,verbessern::V,rette,паролгавтомс
1000,verbessern::V,rette,вадрялгавтомс
1001,verbessern::V,forbedre,паролгавтомс
1002,verbessern::V,forbedre,вадрялгавтомс
1003,ändern::V,ændre,полавтомс
1004,graben::V,grave,чувомс
1005,graben::V,grave,таргамс
1006,beugen::V,bøje,мендемс
1007,biegen::V,bøje,комавтомс
1008,drehen::V,dreje,чаравтомс
1009,drehen::V,dreje,велявтнемс
1010,wenden::V,vende,велявтомс
1011,umdrehen::V,dreje om,велявтомс
1012,heben::V,hæve,кепедемс
1013,hochheben::V,løfte,кепедемс
1014,ergreifen::V,gribe fat i,кундамс
1015,halten::V,holde,кирдемс
1016,drücken::V,trykke,нуемс
1017,schieben::V,skyde,шаштомс
1018,schieben::V,skubbe,шаштомс
1019,kratzen::V,klø,ангордамс
1020,kratzen::V,kradse,ангордамс
1021,lecken::V,slikke,нолсемс
1022,beißen::V,bide,сускомс
1023,abreißen::V,rive af,сеземс
1024,abschneiden::V,skære af,печкемс
1025,binden::V,binde,кодамс
1026,binden::V,binde,сюлмамс
1027,stecken::V,stikke,сялгомс
1028,brechen::V,brække,синдемс
1029,brechen::V,brække,калавтомс
1030,klopfen::V,banke,калтаямс
1031,hauen::V,hugge,чавомс
1032,kleben::V,klistre,педявтнемс
1033,reiben::V,gnide,ёзамс
1034,streichen::V,smøre,вадемс
1035,schleifen::V,slibe,човамс
1036,schneiden::V,skære,керямс
1037,schneiden::V,klippe,керямс
1038,rütteln::V,ruske,чукамс
1039,rütteln::V,ruske,лыкавтомс
1040,schütteln::V,ryste,чукамс
1041,schwenken::V,svinge,яхолемс
1042,schütten::V,hælde,каямс
1043,füllen::V,fylde,пештямс
1044,einwickeln::V,pakke ind,тапарямс
1045,tragen::V,bære,кандомс
1046,schleppen::V,slæbe,ускомс
1047,ziehen::V,trække,ускомс
1048,aufbewahren::V,opbevare,ванстомс
1049,werfen::V,kaste,ёртомс
1050,fangen::V,fange,кундамс
1051,packen::V,gribe,кундамс
1052,verstecken::V,gemme,кекшемс
1053,teilen::V,dele,явомс
1054,schicken::V,sende,кучомс
1055,bringen::V,bringe,кандомс
1056,hinzufügen::V,tilføje,путомс
1057,hinzufügen::V,tilføje,максомс
1058,bekommen::V,få,саемс
1059,erhalten::V,få,саемс
1060,nehmen::V,tage,саемс
1061,wählen::V,vælge,кочкамс
1062,auswählen::V,udvælge,кочкамс
1063,bewahren::V,bevare,ванстомс
1064,behindern::V,hindre,кирдемс
1065,behindern::V,forhindre,кирдемс
1066,verderben::V,ødelægge,коламс
1067,beschädigen::V,beskadige,теемс зыян
1068,zerbrechen::V,brække itu,коламс
1069,zerreißen::V,rive itu,сеземс
1070,zerstören::V,ødelægge,калавтомс
1071,verbrennen::V,brænde,пултамс
1072,geben::V,give,максомс
1073,reichen::V,række,максомс
1074,schenken::V,forære,каземс
1075,versprechen::V,love,алтамс
1076,wünschen::V,ønske,арсемс
1077,loben::V,rose,шнамс
1078,küssen::V,kysse,палсемс
1079,wiegen::V,vugge,нурсемс
1080,zudecken::V,dække til,тавадомс
1081,zudecken::V,dække til,вельтямс
1082,wecken::V,vække,стявтомс
1083,zeigen::V,vise,невтемс
1084,führen::V,føre,ветямс
1085,lehren::V,lære,тонавтомс
1086,unterrichten::V,undervise,тонавтомс
1087,aufziehen::V,opdrage,трямс
1088,aufziehen::V,opdrage,кастомс
1089,leiten::V,lede,ветямс
1090,leiten::V,lede,азоркстамс
1091,antreiben::V,skynde på,ветямс
1092,lassen::V,få til at,кармавтомс
1093,einladen::V,indbyde,тердемс
1094,einladen::V,invitere,тердемс
1095,vereinigen::V,forene,вейсэндямс
1096,vereinigen::V,forene,вейс путомс
1097,vereinigen::V,forene,вейс пурнамс
1098,besuchen::V,besøge,варштамс
1099,treffen::V,møde,вастомс
1100,sich versammeln::V,forsamles,промокшномс
1101,spielen::V,lege,налксемс
1102,spielen::V,spille,налксемс
1103,singen::V,synge,морамс
1104,tanzen::V,danse,киштемс
1105,sich trennen::V,skilles,явомс
1106,verlassen::V,forlade,кадомс
1107,retten::V,redde,идемс
1108,bewachen::V,bevogte,ванстомс
1109,schützen::V,skærme,аштемс
1110,schützen::V,beskytte,аштемс
1111,verteidigen::V,forsvare,ваномс
1112,sich schlagen::V,slås,тюремс
1113,schießen::V,skyde,ледемс
1114,siegen::V,sejre,изнямс
1115,ärgern::V,ærgre,кежейгавтомс
1116,schlagen::V,slå,токамс
1117,treten::V,sparke,тапамс
1118,stechen::V,stikke,пупамс
1119,stoßen::V,støde,тулкадемс
1120,stehlen::V,stjæle,саламс
1121,stören::V,forstyrre,пирямс ки
1122,belästigen::V,genere,а максомс
1123,belästigen::V,genere,а кадомс оймамо
1124,belästigen::V,ulejlige,а максомс
1125,belästigen::V,ulejlige,а кадомс оймамо
1126,verbergen::V,skjule,сёпомс
1127,verbergen::V,skjule,кекшемс
1128,täuschen::V,villede,манямс
1129,betrügen::V,bedrage,манчемс
1130,töten::V,dræbe,чавномс
1131,töten::V,dræbe,маштнемс
1132,wohnen::V,bo,эрямс
1133,arbeiten::V,arbejde,важодемс
1134,sammeln::V,samle,пурнамс
1135,pflücken::V,plukke,ноцковтнемс
1136,jagen::V,jage,кундамс
1137,fischen::V,fiske,калонь кундамс
1138,fassen::V,fange,кундамс
1139,hüten::V,vogte,ваномс
1140,treiben::V,drive,панемс
1141,anbinden::V,binde fast,сюлмамс
1142,füttern::V,fodre,андомс
1143,melken::V,malke,потявтомс
1144,hacken::V,hakke,лазномс
1145,gießen::V,hælde,валомс
1146,reifen::V,modne,кенеремс
1147,zubereiten::V,tilberede,анокстамс
1148,kochen::V,koge,пидемс
1149,backen::V,bage,пидемс
1150,braten::V,stege,пуштамс
1151,umrühren::V,røre om,човорямс
1152,stricken::V,strikke,кодамс
1153,nähen::V,sy,стамс
1154,färben::V,farve,артомс
1155,reinigen::V,rense,урядамс
1156,reinigen::V,gøre ren,урядамс
1157,waschen::V,vaske,муськемс
1158,abwischen::V,tørre af,нардамс
1159,spülen::V,skylle,ёрвалдомс
1160,fegen::V,feje,тенсемс
1161,kehren::V,feje,тенсемс
1162,baden::V,bade,экшелямс
1163,sich waschen::V,vaske sig,шлямс
1164,ausziehen::V,tage af,кайсевтемс
1165,anziehen::V,tage på,оршамс
1166,sich anziehen::V,klæde sig på,оршамс
1167,kämmen::V,rede,судрямс
1168,kämmen::V,frisere,судрямс
1169,schmücken::V,pynte,мазылгавтомс
1170,schmücken::V,pynte,наряжамс
1171,schmücken::V,smykke,мазылгавтомс
1172,schmücken::V,smykke,наряжамс
1173,sagen::V,sige,меремс
1174,sprechen::V,snakke,кортамс
1175,reden::V,tale,кортамс
1176,reden::V,snakke,кортамс
1177,sich unterhalten::V,snakke sammen,кортнемс
1178,fragen::V,spørge,кевкстемс
1179,bitten::V,bede,вешемс
1180,erzählen::V,berette,ёвтнемс
1181,erzählen::V,fortælle,ёвтнемс
1182,mitteilen::V,meddele,ёвтамс
1183,nennen::V,nævne,лемдемс
1184,nennen::V,nævne,путомс лем
1185,rufen::V,råbe,тердемс
1186,rufen::V,råbe,серьгедемс
1187,prahlen::V,prale,шнамс пря
1188,übersetzen::V,oversætte,ютавтомс
1189,denken::V,tænke,арсемс
1190,glauben::V,tro,кемемс
1191,bemerken::V,bemærke,неемс
1192,bemerken::V,lægge mærke til,неемс
1193,erkennen::V,genkende,содамс
1194,begreifen::V,begribe,пачкодемс
1195,verstehen::V,forstå,чарькодемс
1196,lernen::V,lære,тонавтнемс
1197,wissen::V,vide,содамс
1198,sich erinnern an::V,mindes,ледстямс
1199,sich erinnern an::V,huske på,ледстямс
1200,vergessen::V,glemme,стувтомс
1201,messen::V,måle,онкстнемс
1202,zählen::V,tælle,ловомс
1203,rechnen::V,regne,ловомс
1204,lesen::V,læse,ловномс
1205,malen::V,male,рисовамс
1206,zeichnen::V,tegne,рисовамс
1207,schreiben::V,skrive,сёрмадомс
1208,besitzen::V,eje,улемс
1209,besitzen::V,eje,улемс азорокс
1210,besitzen::V,besidde,улемс
1211,besitzen::V,besidde,улемс азорокс
1212,kaufen::V,købe,рамамс
1213,verkaufen::V,sælge,миемс
1214,bezahlen::V,betale,пандомс
1215,zahlen::V,betale,пандомс
1216,beherrschen::V,beherske,азоркстамс
1217,ertragen::V,tåle,кирдемс
1218,ertragen::V,udholde,кирдемс
1219,hinfallen::V,,прамс
1220,hinfallen::V,,сяворемс
