,Concept_ID,ce,bn
695,fünfzig::NUM,шовзткъе итт,পঞ্চাশ
696,sechzig::NUM,кхузткъа,ষাট
697,siebzig::NUM,кхузткъе итт,সত্তর
698,achtzig::NUM,дезткъа,আশি
699,neunzig::NUM,дезткъе итт,নব্বুই
700,hundert::NUM,бӏе,শত
701,tausend::NUM,эзар,হাজার
702,und::CNJ,a,আর
703,und::CNJ,a,এবং
704,oder::CNJ,я,বা
705,stehen::V,латта,দাঁড়ানো
706,sitzen::V,хиъна ӏан,বসা
707,liegen::V,ӏилла,শোয়া
708,hängen::V,кхаза,ঝোলা
709,werden::V,хила,হইয়া উঠা
710,passieren::V,хила,ঘটা
711,beginnen::V,доло,আরম্ভ হওয়া
712,enden::V,дӏадерза,শেষ হওয়া
713,wechseln::V,хийца,রূপাস্তর করা
714,aufgehen[Sonne]::V,кхета,উদিত হওয়া
715,untergehen[Sonne]::V,чубуза,অস্ত যাওয়া
716,scheinen[Sonne]::V,серло яла,আলো দেওয়া
717,donnern::V,къекъа,বজ্রধ্বনি করা
718,wehen::V,хьекха,প্রবাহিত হওয়া
719,strömen::V,эха,প্রবাহিত হওয়া
720,fließen::V,охьаэха,ছুটা
721,sich drehen::V,хьийза,পাক খাওয়া
722,schwanken::V,леста,দোলা
723,schwingen::V,лесто,দোলা
724,fallen::V,охьакхета,পড়া
725,brennen::V,дага,সেঁকা
726,rauchen::V,оза,ধোঁয়া ছড়ান
727,regnen::V,догlа догlу,বর্ষণ_করা
728,gefrieren::V,гӏоро,হিমায়িত হওয়া
729,tauen::V,даша,গলা
730,schmelzen::V,лала,গলা
731,trocknen::V,дакъо,শুষ্ক করা
732,sieden::V,кхехка,ফোঁড়া
733,faulen::V,дахкадала,ক্ষয় হওয়া
734,verfaulen::V,дахкадала,ক্ষয় হওয়া 
735,reißen::V,хеда,ছিঁড়া
736,versinken::V,хичудаха,ডুবা
737,vergehen::V,дlаэха,যাওয়া
738,erscheinen::V,схьадала,আসা
739,erscheinen::V,ӏоттадала,আসা
740,verschwinden::V,къайладала,অদৃশ্য হওয়া
741,sinken::V,лахдала,হ্রাস হওয়া
742,zunehmen::V,лакхадала,বৃদ্ধি পাওয়া
743,steigen::V,хьаладала,ওঠা
744,wachsen::V,кхиа,বড় হওয়া
745,glänzen::V,лепа,জ্বলা
746,funkeln::V,къега,জ্বল্জ্বল করা
747,lärmen::V,гӏовгӏаян,
748,läuten::V,детта,রুসুঝুসু করা
749,klingeln::V,дека,বাজা
750,klirren::V,дека,টুংটাং-শব্দ করা
751,brausen::V,хьаьдда даха,গর্জন করা
752,rauschen::V,леста,মর্মরধ্বনি করা
753,klingen::V,дека,শব্দ করা
754,bellen::V,лета,ঘেউ ঘেউ করা
755,heulen::V,угӏа,গর্জন করা
756,blasen::V,хӏуп баха,ফুঁ দেওয়া
757,pfeifen::V,шок етта,শিস্ দেওয়া
758,schreien::V,мохь бетта,চিৎকার করা
759,stöhnen::V,узарш дан,গোঁ-গো করা
760,zittern::V,дега,কাঁপা
761,leben::V,даха,বাঁচা
762,geboren werden::V,хила,জন্মানো
763,atmen::V,садеӏа,শ্বাস ফেলা
764,trinken::V,мала,পান করা
765,essen::V,кхалла,ভক্ষণ করা
766,schlucken::V,къурдбан,গেলা
767,müde werden::V,кӏаддала,পরিশ্রান্ত হওয়া
768,einschlafen::V,наб кхета,নিদ্রামগ্ন হওয়া
769,schlafen::V,вижа,নিদ্রা যাওয়া
770,schlafen::V,наб ян,নিদ্রা যাওয়া
771,schlafen::V,дижина хила,নিদ্রা যাওয়া
772,aufwachen::V,самадала,জাগা
773,aufstehen::V,гӏатта,জাগা
774,sich erholen::V,садаӏа,আরাম করা
775,krank werden::V,цомгуш хила,অসুস্থ হত্তয়া
776,krank sein::V,цомгуш хила,রূগ্ণ হত্তয়া
777,schmerzen::V,лаза,কন্কন করা
778,schmerzen::V,ӏийжа,কন্কন করা
779,husten::V,йовхарш етта,কাশা
780,genesen::V,тадала,আরোগ্য হওয়া
781,sterben::V,дала,মারা যাওয়া
782,umkommen::V,хӏаллакхила,মারা যাওয়া
783,sich bewegen::V,лела,চলা
784,sich rühren::V,меттахъхьен,নড়া
785,sich erheben::V,хьалагlатта,উদিত হওয়া
786,sich setzen::V,хаа,বসা
787,hinfallen::V,дожа,পড়া
788,hinfallen::V,охьакхета,পড়া
789,laufen::V,вада,হাঁটা
790,laufen::V,хьада,হাঁটা
791,schreiten::V,болар дан,হাঁটা
792,schreiten::V,ког баккха,হাঁটা
793,spazierengehen::V,доладала,পায়চারি করা
794,eilen::V,сихдала,ত্বরাম্বিত করা
795,sich beeilen::V,сихдала,ত্বরাম্বিত করা
796,rennen::V,дада,চলা
797,springen::V,ирхкхийсадала,লাফানো
798,klettern::V,тӏедийла,আরোহণ করা
799,schaukeln::V,техко,দোলা
800,kriechen::V,такха,হামাগুড়ি দেওয়া
801,schwimmen::V,некадан,সাঁতার কাটা
802,tauchen::V,чулелха,ডোবা
803,rudern::V,дига лело,দাঁড় টানা
804,rudern::V,кема лело,দাঁড় টানা
805,fahren::V,хахка,চালান
806,fliegen::V,тӏемадала,ওড়া
807,gehen::V,лeла,যাওয়া
808,weggehen::V,дӏадаха,প্রস্থান করা
809,abfahren::V,дӏадаха,প্রস্থান করা
810,anhalten::V,саца,থামা
811,hineingehen::V,чудала,ঢোকা
812,eintreten::V,чудала,ঢোকা
813,kommen::V,кхача,আসা
814,kommen::V,дӏакхача,আসা
815,kommen::V,схьакхача,আসা
816,ankommen::V,кхача,আসা
817,ankommen::V,схьакхача,আসা
818,zurückkommen::V,юхада,ফিরা
819,bleiben::V,диса,থাকা
820,warten::V,хьежа,অপেক্ষা করা
821,warten::V,cобар дан,অপেক্ষা করা
822,erwarten::V,хьоьжуш ӏан,অপেক্ষা করা
823,suchen::V,леха,খোঁজ করা
824,finden::V,каро,পাওয়া
825,versuchen::V,дан хьажа,পরখ করা
826,vorbereiten::V,кечъян,প্রস্তুত করা
827,lieben::V,деза,ভালবাসা
828,mögen::V,безамхила,পছন্দ করা
829,lachen::V,дела,হাসা
830,rühren::V,хьедан,হৃদয়ম্পর্শ করা
831,weinen::V,делха,কাঁদা
832,schimpfen::V,чехо,নালিশ করা
833,sich ärgern::V,оьгӏазъэха,রাগ হত্তয়া
834,sich fürchten::V,кхера,ভয় করা
835,fürchten::V,кхера,ডরা
836,fliehen::V,дӏадада,পালানো
837,flüchten::V,дӏадада,পালানো
838,sehen::V,ган,দেখা
839,anschauen::V,хьажа,দেখা
840,anschauen::V,хьежа,দেখা
841,ansehen::V,хьовса,দেখা
842,hören::V,хаза,শোনা
843,zuhören::V,ладогӏа,শোনা
844,probieren::V,хьажа,পরখ করা
845,riechen::V,хьожа яха,শুঁকা
846,fühlen::V,хаадала,অনুভব করা
847,scheinen::V,мотта,মনে হত্তয়া
848,zu sehen sein::V,гуш хила,দেখা দেত্তয়া
849,vernehmen::V,бартхатта,শোনা
850,frieren::V,гӏоро,শীত লাগা
851,tun::V,дан,করা
852,können::V,дадала,পারা
853,wollen::V,тӏергӏа,ইচ্ছা করা
854,anfangen::V,доло,আরম্ভ করা
855,beenden::V,довла,শেষ করা
856,aufhören::V,саца,থামা
857,gelingen::V,кадала,সিদ্ধিলাভ করা
858,geraten::V,хила,পরিণত হত্তয়া
859,öffnen::V,дӏаделла,খোলা
860,öffnen::V,схьаделла,খোলা
861,schließen::V,къовла,বন্ধ করা
862,schließen::V,дӏачӏагӏа,বন্ধ করা
863,stellen::V,хlотто,স্থাপন করা
864,setzen::V,дийгӏа,স্থাপন করা
865,legen::V,охьадилла,স্থাপন করা
866,berühren::V,хьедан,স্পর্শ করা
867,verbinden::V,вовшахтаса,সংযুক্ত করা
868,bedecken::V,тилла,ঢাকা
869,bedecken::V,тӏетаса,ঢাকা
870,aufhängen::V,хьалаолла,ঝুলানো
871,anzünden::V,лато,জ্বালান
872,aufheben::V,айа,কুড়াইয়া তোলা
873,zurücklassen::V,дита,পরিত্যাগ করা
874,verlieren::V,дайа,হারান
875,fallen lassen::V,охьадожо,ফেলা
876,machen::V,дан,গঠন করা
877,herstellen::V,дан,সৃষ্টি করা
878,bauen::V,гӏишлоян,নির্মাণ করা
879,reparieren::V,тадан,মেরামত করা
880,verbessern::V,нисдан,উন্নতিলাভ করা
881,ändern::V,хийца,পরিবর্তিত করা
882,graben::V,ахка,খনন করা
883,beugen::V,сатто,নোয়া
884,biegen::V,сатто,নোয়া
885,drehen::V,хьовзо,ঘোরান
886,umdrehen::V,хьовзo,উলটানো
887,heben::V,айа,উত্তোলন করা
888,heben::V,хьалаайа,উত্তোলন করা
889,hochheben::V,хьалаайа,উঁচু করা
890,ergreifen::V,дӏалаца,দখল করা
891,halten::V,латто,ধরা
892,drücken::V,тӏетаӏо,টেপা
893,schieben::V,татта,ঠেলা
894,kratzen::V,мӏараш тийса,চাঁচা
895,lecken::V,мотт хьекха,চাটা
896,beißen::V,катoха,দংশন করা
897,abreißen::V,схьадаккха,বিচ্ছিন্ন করা
898,abschneiden::V,кхада,বিচ্ছিন্ন করা
899,binden::V,дӏадехка,বন্ধন করা
900,binden::V,вовшахтаса,বন্ধন করা
901,stecken::V,чудахийта,বিদ্ধ করা
902,brechen::V,кагдан,ভাঙা
903,klopfen::V,детта,আঘাত করা
904,hauen::V,етта,আঘাত করা
905,kleben::V,тӏелато,সাঁটা
906,reiben::V,хьекхо,ঘষা
907,streichen::V,тlехьакха,ছড়াইয়া
908,schleifen::V,ирдан,ধার দেওয়া
909,schneiden::V,ларга,কাটা
910,rütteln::V,лесто,নাড়ান
911,schütteln::V,лесто,নড়া
912,schwenken::V,лесто,দোলা
913,schütten::V,дотта,বর্ষণ করা
914,füllen::V,дуза,পরিপূর্ণ করা
915,einwickeln::V,хьарчо,মুড়া
916,tragen::V,дахьа,বহন করা
917,schleppen::V,ийзо,টানা
918,ziehen::V,озо,টানা
919,aufbewahren::V,ӏалашдан,রাখা
920,werfen::V,кхосса,ছুড়া
921,fangen::V,леца,লোফা
922,packen::V,леца,ধরা
923,verstecken::V,къайладаккха,গোপন করা
924,teilen::V,декъа,বিভক্ত করা
925,schicken::V,дӏадахьийта,প্রেরণ করা
926,bringen::V,дан,আনা
927,hinzufügen::V,тӏетоха,একত্র করা
928,bekommen::V,даккха,পাওয়া
929,erhalten::V,даккха,পাওয়া
930,nehmen::V,схьаэца,নেওয়া
931,wählen::V,харжа,বাছা
932,auswählen::V,харжа,বাছা
933,bewahren::V,lалашдан,বাঁচাইয়া রাখা
934,behindern::V,новкъарло ян,বাধা দেওয়া
935,verderben::V,талхо,নষ্ট করা
936,beschädigen::V,дохо,ক্ষতি করা
937,zerbrechen::V,дохо,ভাঙ্গিয়া যাওয়া
938,zerbrechen::V,кагдан,ভাঙ্গিয়া যাওয়া
939,zerreißen::V,хадо,ছিঁড়া
940,zerstören::V,дохо,বিনাশ করা
941,zerstören::V,кагдан,বিনাশ করা
942,verbrennen::V,даго,দহন করা
943,geben::V,яла,দেওয়া
944,reichen::V,дӏадала,দেওয়া
945,reichen::V,дӏакховдо,দেওয়া
946,schenken::V,совгӏат дан,উপহার দেত্তয়া
947,versprechen::V,ваӏда дан,প্রতিশ্রুতি দেওয়া
948,wünschen::V,лаа,আকাঙ্ক্ষা করা
949,loben::V,хасто,প্রশংসা করা
950,küssen::V,оба яккха,চুম্বন করা
951,wiegen::V,тахка,দুলানো
952,zudecken::V,тӏетаса,ঢাকা
953,wecken::V,самадаккха,জাগানো
954,zeigen::V,гайта,দেখানো
955,führen::V,дига,পথ দেখানো
956,lehren::V,ӏамо,শেখানো
957,unterrichten::V,хьеха,শিক্ষা দেওয়া
958,aufziehen::V,кхио,পালন করা
959,leiten::V,урхалла дан,পরিচালনা করা
960,antreiben::V,сихдан,চালনা করা
961,lassen::V,-йта,অনুমতি দেওয়া
962,einladen::V,кхайкха,নিমন্ত্রণ করা
963,vereinigen::V,цхьаьнатоха,এক করা
964,besuchen::V,хьажахIотта,দেখিতে যাওয়া
965,treffen::V,дуьхьалкхета,সন্মুখীন হওয়া
966,sich versammeln::V,гулдан,জড়ো হওয়া
967,spielen::V,ловза,খেলা
968,singen::V,лакха,গাওয়া
969,tanzen::V,хелхадала,নাচা
970,sich trennen::V,къаста,পৃথক করা
971,verlassen::V,дита,পরিত্যাগ করা
972,retten::V,кӏелхьардаккха,উদ্ধার করা
973,bewachen::V,ха дан,পাহারা দেওয়া
974,schützen::V,лардан,রক্ষা করা
975,verteidigen::V,лардан,রক্ষা করা
976,sich schlagen::V,етта,লড়াই করা
977,schießen::V,детта,তীরবেগে ছোটা
978,siegen::V,тола,জেতা
979,ärgern::V,оьгӏаздахийта,বিরক্ত করা
980,schlagen::V,тоха,আঘাত করা
981,treten::V,мийра тоха,লাথি মারা
982,stechen::V,ӏотта,দংশন করা
983,stechen::V,къовзо,দংশন করা
984,stoßen::V,татта,ঠেলা
985,stehlen::V,лачкъо,অপহরণ করা
986,stören::V,новкъарло ян,ঘাঁটান
987,belästigen::V,сагатдан,বিরক্ত করা
988,verbergen::V,къайладаккха,গোপন করা
989,täuschen::V,ӏexo,প্রবঞ্চনা করা
990,betrügen::V,ледан,প্রতারণা করা
991,töten::V,ден,হত্যা করা
992,wohnen::V,даха,বাস করা
993,arbeiten::V,къахьега,কাজ করা
994,sammeln::V,гулдан,সংগ্রহ করা
995,pflücken::V,даха,চয়ন করা
996,jagen::V,талла,শিকার করা
997,fischen::V,чӏерий леца,মাছ ধরা
998,fassen::V,лаца,ধরা
999,fassen::V,схьалаца,ধরা
1000,hüten::V,лардан,যুথভুক্ত করা
1001,treiben::V,лахка,চালনা করা
1002,anbinden::V,дӏадехка,বন্ধন করা
1003,füttern::V,хӏума яла,ভোজন করানো
1004,melken::V,оза,দুগ্ধ দোহন করা
1005,gießen::V,хи тоха,বর্ষণ করা
1006,reifen::V,хьекъа,পাকা
1007,zubereiten::V,кечъян,রন্ধন করা
1008,zubereiten::V,кхача бан,রন্ধন করা
1009,kochen::V,кхача бан,রন্ধন করা
1010,backen::V,датта,সেকা
1011,braten::V,кхарза,ভাজা
1012,umrühren::V,кего,নড়ানো
1013,nähen::V,тега,সেলাই করা
1014,färben::V,басардан,রঞ্জিত করা
1015,reinigen::V,цӏандан,পরিষ্কার করা
1016,waschen::V,йила,পরিষ্কার করা
1017,waschen::V,йитта,পরিষ্কার করা
1018,waschen::V,дӏадайа,পরিষ্কার করা
1019,abwischen::V,дӏадайа,মুছা
1020,spülen::V,хи кхарза,পরিষ্কার করা
1021,fegen::V,нуй хьакха,ঝাঁট দেওয়া
1022,kehren::V,нуй хьакха,ঝাঁট দেওয়া
1023,baden::V,лийча,অবগাহন করা
1024,sich waschen::V,юьхь йила,ধোয়া
1025,ausziehen::V,духар дӏадаккха,খুলা
1026,sich anziehen::V,духа,পোশাক পরা
1027,kämmen::V,ехк хьакха,আঁচড়ানো
1028,schmücken::V,хаздан,সাজান করা
1029,sagen::V,ала,উচ্চারণ করা
1030,sprechen::V,баха,বলা
1031,sprechen::V,мотт бийца,বলা
1032,reden::V,къамел дан,আলাপ করা
1033,sich unterhalten::V,къамел дан,আড্ডা দেওয়া
1034,fragen::V,хатта,জিজ্ঞাসা করা
1035,bitten::V,деха,প্রার্থনা করা
1036,erzählen::V,дийца,বর্ণনা করা
1037,mitteilen::V,хаам бан,বলা
1038,nennen::V,цӏе яккха,নাম দেওয়া
1039,rufen::V,кхайкха,আমন্ত্রণ করা
1040,prahlen::V,куралла ян,বড়াই করা
1041,prahlen::V,дозалла дан,বড়াই করা
1042,übersetzen::V,гоч дан,ভাষাস্তরিত করা
1043,denken::V,ойла ян,ভাবা
1044,glauben::V,теша,বিশ্বাস করা
1045,bemerken::V,ган,লক্ষ্য করা
1046,erkennen::V,довза,চিনিতে পারা
1047,begreifen::V,кхета,উপলব্ধি করা
1048,verstehen::V,кхета,উপলব্ধি করা
1049,lernen::V,деша,শেখা
1050,wissen::V,хаа,জানা
1051,sich erinnern an::V,дагадан,মনে করা
1052,vergessen::V,дицдала,বিস্মৃত হওয়া
1053,messen::V,дуста,মাপা
1054,zählen::V,дагардан,গণনা করা
1055,rechnen::V,лара,হিসাব করা
1056,lesen::V,еша,পাঠ করা
1057,malen::V,сурт дилла,আঁকা
1058,zeichnen::V,сурт дилла,ছকা
1059,schreiben::V,яздан,লেখা
1060,besitzen::V,доладан,অধিকার করা
1061,kaufen::V,эца,ক্রয় করা
1062,verkaufen::V,дохка,বেচা
1063,bezahlen::V,мах бала,প্রদান করা
1064,zahlen::V,мах бала,প্রদান করা
1065,beherrschen::V,собаре хила,শাসন করা
1066,ertragen::V,лан,বহন করা
1067,ertragen::V,сатоха,বহন করা
1068,ertragen::V,садетта,বহন করা
1069,Schwarm::N,,ঝাঁক
1070,Schlinge::N,,পাশ
1071,Art::N,,রকম
1072,Entfernung::N,,ব্যবধান
1073,Griff::N,,হাতল
1074,Figur::N,,আকার
1075,Bogen[Waffe]::N,,ধনুক
1076,so::ADV,,তত
1077,abnehmen::V,,হ্রাস হওয়া
1078,sausen::V,,ধেয়ে যাওয়া
1079,wenden::V,,উলটাইয়া দেত্তয়া
1080,hacken::V,,কাটা
1081,stricken::V,,বোনা
1082,anziehen::V,,গায়ে দেত্তয়া
