,Concept_ID,sq,cv
719,hell::A,me dritë,ҫутӑ
720,dunkel::A,errët,тӗттӗм
721,schwarz::A,i zi,хура
722,weiß::A,bardhë,шурӑ
723,rot::A,kuq,хӗрлӗ
724,gelb::A,verdhë,сарӑ
725,blau::A,blu,кӑвак
726,blau::A,kaltër,кӑвак
727,grün::A,blertë,симӗс
728,grün::A,blertë,пиҫмен
729,grün::A,blertë,ӑс пухман
730,grün::A,gjelbër,симӗс
731,grün::A,gjelbër,пиҫмен
732,grün::A,gjelbër,ӑс пухман
733,grau::A,hirtë,кӑвак
734,grau::A,bojë hiri,кӑвак
735,bunt::A,shumëngjyrëshëm,чӑпар
736,billig::A,lirë,йӳнӗ
737,teuer::A,shtrenjtë,хаклӑ
738,wertvoll::A,çmuar,паха
739,wertvoll::A,vlershëm,паха
740,blind::A,qorr,суккӑр
741,blind::A,verbër,суккӑр
742,taub::A,shurdhër,хӑлхасӑр
743,kräftig::A,fuqishëm,хӑватлӑ
744,stark::A,fortë,вирлӗ
745,schwach::A,dobët,халсӑр
746,fett::A,dhjamur,самӑр
747,fett::A,dhjamur,мӑнтӑр
748,schlank::A,hollë,йӑрӑс
749,schlank::A,hollë,яштака
750,hübsch::A,bukur,хитре
751,hübsch::A,hijshëm,хитре
752,böse::A,keq,усал
753,dumm::A,teveqel,ухмах
754,faul::A,dembel,наян
755,faul::A,dembel,юлхав
756,faul::A,dembel,ӳркенчӗк
757,fleißig::A,zellshëm,хастар
758,geizig::A,kurnac,хытӑ
759,geizig::A,dorështrënguar,хытӑ
760,klug::A,mençur,ӑслӑ
761,geschickt::A,aftë,ӑста
762,lieb::A,dashur,савнӑ
763,lustig::A,gëzuar,хаваслӑ
764,sanft::A,butë,ачаш
765,hungrig::A,uritur,выҫӑ
766,krank::A,sëmurë,чирлӗ
767,nackt::A,lakuriq,ҫара
768,nackt::A,zhveshur,ҫара
769,traurig::A,trishtuar,салхуллӑ
770,lebendig::A,gjallë,чӗрӗ
771,gut::A,mirë,аван
772,gut::A,mirë,лайӑх
773,schlecht::A,keq,япӑх
774,schlecht::A,keq,начар
775,richtig::A,drejtë,тӗрӗс
776,schlimm::A,keq,йӗрӗнчӗк
777,wahr::A,vërtetë,чӑн
778,alt::A,vjetër,кивӗ
779,neu::A,i ri,ҫӗнӗ
780,ehemalig::A,dikurshëm,пулнӑ
781,alt[Lebewesen]::A,plak,ватӑ
782,jung::A,i ri,яш
783,jung::A,i ri,ҫамрӑк
784,arm::A,varfër,чухӑн
785,arm::A,vobektë,чухӑн
786,reich::A,pasur,пуян
787,bekannt::A,njohur,пӗлӗш
788,berühmt::A,famshëm,чаплӑ
789,fremd::A,huaj,ют
790,verschieden::A,ndryshëm,расна
791,nah::A,afërt,ҫывӑх
792,nah::A,afërt,ҫывӑхри
793,fern::A,largët,инҫе
794,fern::A,largët,аякри
795,linker::A,majtë,сулахай
796,rechter::A,djathtë,сылтӑм
797,anderer::A,tjetër,урӑх
798,erster::A,parë,пӗрремӗш
799,zweiter::A,dytë,иккӗмӗш
800,dritter::A,i tretë,виҫҫӗмӗш
801,letzter::A,fundit,юлашки
802,allein::ADV,vetëm,пӗччен
803,auf einmal::ADV,njëkohësisht,кӗмӗрккен
804,zusammen::ADV,bashkë,пӗрле
805,zusammen::ADV,së bashku,пӗрле
806,lange::ADV,për një kohë të gjatë,вӑрах
807,plötzlich::ADV,befas,сасартӑк
808,sofort::ADV,menjëherë,тӳрех
809,sofort::ADV,aty për aty,тӳрех
810,später::ADV,më vonë,кайран
811,jetzt::ADV,tash,халь
812,jetzt::ADV,tash,халӗ
813,heute::ADV,sot,паян
814,morgen::ADV,nesër,ыран
815,bald::ADV,shpejt,халех
816,bald::ADV,shpejt,кӗҫех
817,bald::ADV,së shpejti,халех
818,bald::ADV,së shpejti,кӗҫех
819,dann::ADV,pastaj,унтан
820,gestern::ADV,dje,ӗнер
821,einst::ADV,dikur,пӗррехинче
822,damals::ADV,atëherë,ун чухне
823,damals::ADV,atëherë,апла пулсан
824,danach::ADV,mandej,унтан
825,vorher::ADV,më parë,малтан
826,zuerst::ADV,së pari,пирвай
827,einmal::ADV,njëherë,пӗррехинче
828,manchmal::ADV,nganjëherë,хӑш чухне
829,oft::ADV,shpesh,тӑтӑш
830,immer::ADV,përherë,ялан
831,immer::ADV,gjithnjë,ялан
832,niemals::ADV,kurrë,нихӑҫан та
833,niemals::ADV,asnjëherë,нихӑҫан та
834,hier::ADV,këtu,кунта
835,hierhin::ADV,knej,кунта
836,von hier::ADV,që këtej,кунтан
837,von hier::ADV,prej këtej,кунтан
838,dort::ADV,aty,унта
839,dort::ADV,aty,ҫавӑнта
840,dort::ADV,atje,унта
841,dort::ADV,atje,ҫавӑнта
842,dorthin::ADV,anej,унта
843,dorthin::ADV,anej,ҫавӑнта
844,geradeaus::ADV,drejt,тикӗс
845,vorwärts::ADV,mbroth,малалла
846,vorwärts::ADV,përpara,малалла
847,rückwärts::ADV,mbrapsht,хыҫала
848,zurück::ADV,prapa,каялла
849,zurück::ADV,mbrapsht,каялла
850,unten::ADV,poshtë,аялта
851,hinab::ADV,përposh,аялта
852,oben::ADV,lart,ҫӳлте
853,oben::ADV,sipër,ҫӳлте
854,hinauf::ADV,lart,ҫӳле
855,hinauf::ADV,përpjetë,ҫӳле
856,überall::ADV,kudo,таҫта та
857,überall::ADV,kudo,пур ҫӗрте те
858,überall::ADV,kudo,кирек ӑҫта та
859,nicht::ADV,s',мар
860,nicht::ADV,nuk,мар
861,ein wenig::ADV,një tis,пӑртак
862,kaum::ADV,mezi,аран
863,sehr::ADV,fort,питӗ
864,sehr::ADV,shumë,питӗ
865,so::ADV,ashtu,апла
866,so::ADV,kështu,апла
867,noch::ADV,ende,татах
868,noch::ADV,akoma,татах
869,nur::ADV,vetëm,ҫех
870,schon::ADV,tashmë,ӗнтӗ
871,wieder::ADV,përsëri,каллех
872,vergebens::ADV,kot,харам
873,vor::PRP,para,умӗнче
874,hinter::PRP,prapa,кайра
875,hinter::PRP,mbrapa,кайра
876,unter::PRP,nën,айне
877,unter::PRP,nën,айӗпе
878,unter::PRP,nën,айӗнче
879,unter::PRP,nën,ҫитеспе
880,durch::PRP,nëpër,витӗр
881,neben::PRP,pranë,патӗнче
882,neben::PRP,përbri,патӗнче
883,zwischen::PRP,midis,хушшинче
884,zwischen::PRP,ndërmjet,хушшинче
885,wegen::PRP,për,пула
886,wegen::PRP,për,пирки
887,dies::PRN,ky,ку
888,dies::PRN,ky,ҫак
889,das::PRN,ky,ҫав
890,alles::PRN,gjithçka,пурте
891,alles::PRN,gjithçka,йӑлт
892,ich::PRN,unë,эп
893,du::PRN,ti,эс
894,er::PRN,ai,вӑл
895,wir::PRN,ne,эпир
896,ihr::PRN,ju,эсир
897,sie::PRN,ata,вӗсем
898,was::FPRN,ç',мӗн
899,was::FPRN,ç',мӗскер
900,was::FPRN,ç',мӗн те пулин
901,was::FPRN,çfarë,мӗн
902,was::FPRN,çfarë,мӗскер
903,was::FPRN,çfarë,мӗн те пулин
904,wer::FPRN,kush,кам
905,wo::FADV,ku,ӑҫта
906,wohin::FADV,për ku,ӑҫта
907,wie::FADV,si,епле
908,wie::FADV,si,мӗнле
909,warum::FADV,pse,ма
910,warum::FADV,pse,мӗншӗн
911,warum::FADV,përse,ма
912,warum::FADV,përse,мӗншӗн
913,wieviel::FNUM,sa,миҫе
914,eins::NUM,një,пӗр
915,eins::NUM,një,пӗрре
916,zwei::NUM,dy,ик
917,zwei::NUM,dy,икӗ
918,zwei::NUM,dy,иккӗ
919,drei::NUM,tre,виҫ
920,drei::NUM,tre,виҫӗ
921,drei::NUM,tre,виҫҫӗ
922,vier::NUM,katër,тӑват
923,fünf::NUM,pesë,пилӗк
924,fünf::NUM,pesë,пиллӗк
925,sechs::NUM,gjashtë,улт
926,sechs::NUM,gjashtë,ултӑ
927,sechs::NUM,gjashtë,улттӑ
928,sieben::NUM,shtatë,ҫич
929,sieben::NUM,shtatë,ҫичӗ
930,sieben::NUM,shtatë,ҫиччӗ
931,acht::NUM,tetë,сакӑр
932,acht::NUM,tetë,саккӑр
933,neun::NUM,nëntë,тӑхӑр
934,neun::NUM,nëntë,тӑххӑр
935,zehn::NUM,dhjetë,вунӑ
936,zehn::NUM,dhjetë,вуннӑ
937,elf::NUM,njëmbëdhjetë,вун пӗр
938,zwölf::NUM,dymbëdhjetë,вун ик
939,zwölf::NUM,dymbëdhjetë,вун икӗ
940,zwölf::NUM,dymbëdhjetë,вун иккӗ
941,zwanzig::NUM,njëzet,ҫирӗм
942,dreißig::NUM,tridhjetë,вӑтӑр
943,vierzig::NUM,dyzet,хӗрӗх
944,fünfzig::NUM,pesëdhjetë,аллӑ
945,sechzig::NUM,gjashtëdhjetë,утмӑл
946,siebzig::NUM,shtatëdhjetë,ҫитмӗл
947,achtzig::NUM,tetëdhjetë,сакӑр вунӑ
948,achtzig::NUM,tetëdhjetë,сакӑр вуннӑ
949,neunzig::NUM,nëntëdhjetë,тӑхӑр вун
950,neunzig::NUM,nëntëdhjetë,тӑхӑр вунӑ
951,neunzig::NUM,nëntëdhjetë,тӑхӑр вуннӑ
952,hundert::NUM,qind,ҫӗр
953,tausend::NUM,mijë,пин
954,und::CNJ,e,та
955,und::CNJ,dhe,та
956,oder::CNJ,a,е
957,oder::CNJ,apo,е
958,stehen::V,rri,тӑр
959,sitzen::V,rri,лар
960,liegen::V,rri shtrirë,вырт
961,hängen::V,varem,усӑнса тӑр
962,hängen::V,varem,ҫакӑнса тӑр
963,werden::V,bëhem,пул
964,passieren::V,ndodh,пул
965,beginnen::V,filloj,пуҫлан
966,enden::V,përfundoj,пӗт
967,enden::V,përfundoj,вӗҫлен
968,wechseln::V,ndërroj,улшӑн
969,aufgehen[Sonne]::V,hapem,тух
970,untergehen[Sonne]::V,hyj,анса лар
971,untergehen[Sonne]::V,perëndoj,анса лар
972,scheinen[Sonne]::V,ndriçoj,пӑх
973,donnern::V,gjëmoj,кӗмсӗртет
974,donnern::V,gjëmoj,авӑт
975,donnern::V,bubulloj,кӗмсӗртет
976,donnern::V,bubulloj,авӑт
977,wehen::V,fryj,варкӑш
978,strömen::V,derdh,тӑкӑн
979,fließen::V,rrjedh,юх
980,sich drehen::V,rrotullohem,ҫаврӑн
981,schwanken::V,dyzoj,чӳхен
982,schwingen::V,dridhem,суллан
983,fallen::V,bie,кип
984,fallen::V,bie,тӳр кип
985,fallen::V,bie,татӑлса ан
986,brennen::V,digjem,ҫун
987,rauchen::V,nxjerr tym,мӑкӑрлан
988,rauchen::V,nxjerr tym,тӗтӗм кӑлар
989,regnen::V,bie shi,ҫумӑр ҫӑвать
990,gefrieren::V,ngrij,шӑн
991,tauen::V,shkrij,ирӗл
992,schmelzen::V,shkrij,ирӗл
993,trocknen::V,thaj,тип
994,sieden::V,ziej,вӗре
995,faulen::V,kalbem,ҫӗр
996,faulen::V,prishem,ҫӗр
997,verfaulen::V,kalbem,ҫӗр
998,reißen::V,grisem,ҫурӑл
999,reißen::V,shqyhem,ҫурӑл
1000,versinken::V,humboj,пут
1001,vergehen::V,kaloj,ирт
1002,erscheinen::V,dukem,курӑн
1003,erscheinen::V,dukem,курӑнса кай
1004,verschwinden::V,zhdukem,ҫухал
1005,sinken::V,ulem,чак
1006,abnehmen::V,pakësohem,чак
1007,abnehmen::V,zvogëlohem,чак
1008,zunehmen::V,shtohem,пысӑклан
1009,steigen::V,rritem,ҫӗклен
1010,wachsen::V,rritem,ӳс
1011,glänzen::V,vezulloj,ҫиҫ
1012,funkeln::V,xixoj,ялкӑш
1013,funkeln::V,xixoj,йӑлтӑртат
1014,funkeln::V,xixëlloj,ялкӑш
1015,funkeln::V,xixëlloj,йӑлтӑртат
1016,lärmen::V,oshtij,шавла
1017,lärmen::V,zhurmoj,шавла
1018,läuten::V,bie,шӑнкӑравла
1019,klingeln::V,i bie ziles,шӑнкӑравла
1020,klirren::V,kërcëlloj,калтлат
1021,klirren::V,kërcëlloj,шӑнкӑлтат
1022,brausen::V,gjëmoj,ахӑр
1023,rauschen::V,fëshfërij,вашӑлтат
1024,rauschen::V,fëshfërij,чашӑлтат
1025,klingen::V,tingëlloj,янӑра
1026,bellen::V,leh,вӗр
1027,heulen::V,ulërij,ула
1028,blasen::V,fryj,вӗр
1029,pfeifen::V,fishkëllej,шӑхӑр
1030,schreien::V,bërtas,кӑшкӑр
1031,stöhnen::V,rënkoj,йынӑш
1032,zittern::V,trembem,чӗтре
1033,leben::V,rroj,пурӑн
1034,leben::V,jetoj,пурӑн
1035,geboren werden::V,lind,ҫурал
1036,atmen::V,marr frymë,сывла
1037,trinken::V,pi,ӗҫ
1038,essen::V,ha,ҫи
1039,schlucken::V,gëlltis,ҫӑт
1040,schlucken::V,kapërdij,ҫӑт
1041,müde werden::V,lodhem,ӗшен
1042,einschlafen::V,bie të fle,ыйха пут
1043,einschlafen::V,bie të fle,ҫывӑрса кай
1044,schlafen::V,fle,ҫывӑр
1045,aufwachen::V,zgjohem,вӑран
1046,aufstehen::V,çohem,тӑр
1047,aufstehen::V,ngrihem,тӑр
1048,sich erholen::V,qetësohem,кан
1049,sich erholen::V,shtendosem,кан
1050,krank werden::V,bie i sëmurë,чирле
1051,krank sein::V,jam i sëmurë,чирле
1052,schmerzen::V,dhemb,сур
1053,schmerzen::V,dhemb,ырат
1054,husten::V,kollitem,ӳсӗр
1055,genesen::V,shërohem,сывал
1056,genesen::V,shërohem,тӳрлен
1057,sterben::V,vdes,вил
1058,umkommen::V,vdes,вил
1059,umkommen::V,mbaroj,вил
1060,sich bewegen::V,shkundem,куҫ
1061,sich rühren::V,lëviz,хускал
1062,sich erheben::V,ngrihem,тӑр
1063,sich setzen::V,ulem,лар
1064,hinfallen::V,gremisem,ӳк
1065,laufen::V,eci,ут
1066,schreiten::V,çapem,ут
1067,spazierengehen::V,shëtis,уҫӑлса ҫӳре
1068,spazierengehen::V,shëtis,уткаласа ҫӳре
1069,eilen::V,ngas,васка
1070,eilen::V,ngas,хыпалан
1071,sich beeilen::V,nxitoj,васка
1072,sich beeilen::V,nxitoj,хыпалан
1073,sausen::V,eci shpejt,ыткӑн
1074,sausen::V,eci shpejt,вӗҫтер
1075,rennen::V,vrapoj,чуп
1076,springen::V,kërcej,сик
1077,klettern::V,hipi,улӑх
1078,schaukeln::V,kolovitem,йӳрӗн
1079,kriechen::V,zvarritem,шу
1080,kriechen::V,zvarritem,упален
1081,schwimmen::V,notoj,иш
1082,tauchen::V,zhytem,чӑм
1083,rudern::V,vozis,авӑс
1084,fahren::V,shkoj,пыр
1085,fliegen::V,fluturoj,вӗҫ
1086,gehen::V,eci,кай
1087,gehen::V,shkoj,кай
1088,weggehen::V,vete,кай
1089,abfahren::V,nisem,тапран
1090,anhalten::V,ndalem,чарӑн
1091,hineingehen::V,futem,кӗр
1092,eintreten::V,hyj,кӗр
1093,kommen::V,vij,кил
1094,ankommen::V,arrij,ҫит
1095,ankommen::V,mbërrij,ҫит
1096,zurückkommen::V,kthehem,таврӑн
1097,zurückkommen::V,kthehem,каялла кил
1098,bleiben::V,mbetem,юл
1099,bleiben::V,qëndroj,юл
1100,warten::V,pres,кӗт
1101,erwarten::V,pres,кӗт
1102,suchen::V,kërkoj,шыра
1103,finden::V,gjej,туп
1104,versuchen::V,mundohem,пикен
1105,vorbereiten::V,përgatis,хатӗрле
1106,lieben::V,dashuroj,юрат
1107,mögen::V,dua,кӑмӑлла
1108,mögen::V,dua,килӗштер
1109,lachen::V,qesh,кул
1110,lachen::V,qesh,ахӑлтат
1111,rühren::V,mallëngjej,ҫулӑх
1112,weinen::V,qaj,йӗр
1113,weinen::V,qaj,макӑр
1114,schimpfen::V,shaj,вӑрҫ
1115,schimpfen::V,shaj,ятлаҫ
1116,sich ärgern::V,bëhem verem,ҫиллен
1117,sich fürchten::V,kam frikë,шиклен
1118,sich fürchten::V,frikësohem,шиклен
1119,fürchten::V,kam frikë nga,хӑра
1120,fliehen::V,arratisem,тар
1121,flüchten::V,iki,чупса тар
1122,sehen::V,shoh,кур
1123,anschauen::V,shikoj,пӑхса ил
1124,ansehen::V,shikoj,пӑх
1125,hören::V,dëgjoj,илт
1126,zuhören::V,veshtoj,итле
1127,zuhören::V,veshtoj,тӑнла
1128,probieren::V,provoj,астив
1129,riechen::V,nuhas,шӑршла
1130,fühlen::V,ndiej,туй
1131,fühlen::V,ndiej,сис
1132,scheinen::V,ndriçoj,туйӑн
1133,zu sehen sein::V,dukem,курӑн
1134,vernehmen::V,dëgjoj,пӑл
1135,frieren::V,mërdhij,йӳтен
1136,tun::V,bëj,ту
1137,können::V,mund,пултар
1138,wollen::V,dua,те
1139,wollen::V,dëshiroj,те
1140,anfangen::V,filloj,пуҫла
1141,beenden::V,kryej,пӗтер
1142,beenden::V,mbaroj,пӗтер
1143,aufhören::V,pushoj,пӑрах
1144,gelingen::V,më shkon mbarë,ӑн
1145,geraten::V,del,пул
1146,öffnen::V,hap,уҫ
1147,schließen::V,mbyll,хуп
1148,stellen::V,vë,ларт
1149,stellen::V,vë,тӑрат
1150,setzen::V,vë,ларт
1151,legen::V,vë,хур
1152,berühren::V,rrok,перӗн
1153,verbinden::V,bashkoj,сып
1154,bedecken::V,mbuloj,вит
1155,aufhängen::V,var,ҫак
1156,anzünden::V,ndez,ҫут
1157,aufheben::V,ngre,ҫӗкле
1158,zurücklassen::V,lë pas,манса хӑвар
1159,verlieren::V,humb,ҫӗтер
1160,fallen lassen::V,lëshoj,ӳкер
1161,machen::V,bëj,ту
1162,herstellen::V,prodhoj,ӑстала
1163,bauen::V,ndërtoj,ту
1164,reparieren::V,ndreq,юса
1165,reparieren::V,meremetoj,юса
1166,verbessern::V,përmirësoj,лайӑхлат
1167,ändern::V,ndërroj,улӑштар
1168,graben::V,gërmoj,чав
1169,graben::V,gërmoj,чакала
1170,beugen::V,kërrus,кукӑрт
1171,biegen::V,përkul,ав
1172,biegen::V,përkul,кукӑрт
1173,drehen::V,dredh,ҫавӑр
1174,drehen::V,rrotulloj,ҫавӑр
1175,wenden::V,kthej,ӳпӗнтер
1176,umdrehen::V,kthej,ҫавӑр
1177,heben::V,ngre,хӑпарт
1178,hochheben::V,ngre,йӑт
1179,ergreifen::V,rrëmbej,тыт
1180,halten::V,mbaj,тыт
1181,drücken::V,shtyp,пус
1182,schieben::V,shtyj,тӗк
1183,schieben::V,shtyj,тӗрт
1184,kratzen::V,kruaj,хыр
1185,kratzen::V,gërvisht,хыр
1186,lecken::V,lëpij,ҫула
1187,beißen::V,kafshoj,ҫырт
1188,beißen::V,kafshoj,хып
1189,abreißen::V,shkëpus,тат
1190,abschneiden::V,cungoj,кас
1191,binden::V,lidh,ҫых
1192,stecken::V,fus,чик
1193,stecken::V,ngul,чик
1194,brechen::V,thyej,хуҫ
1195,klopfen::V,trokas,такка
1196,hauen::V,godas,шакка
1197,kleben::V,ngjis,ҫыпӑҫтар
1198,reiben::V,fërkoj,сӑтӑр
1199,streichen::V,lyej,сӗр
1200,schleifen::V,mpreh,хӑйра
1201,schneiden::V,pres,кас
1202,rütteln::V,shkund,лӑка
1203,rütteln::V,shkund,силлентер
1204,schütteln::V,lëkund,лӑка
1205,schütteln::V,lëkund,силлентер
1206,schwenken::V,valëvit,сулла
1207,schütten::V,mbush,тултар
1208,füllen::V,mbush,тултар
1209,einwickeln::V,mbështjell,чӗрке
1210,tragen::V,mbaj,ҫӗкле
1211,tragen::V,mbart,ҫӗкле
1212,schleppen::V,heq,сӗтӗр
1213,schleppen::V,zhgërryej,сӗтӗр
1214,ziehen::V,tërheq,тӑс
1215,aufbewahren::V,ruaj,усра
1216,werfen::V,hedh,пӑрах
1217,fangen::V,kap,тыт
1218,packen::V,rrëmbej,тыт
1219,verstecken::V,fsheh,пытарса хур
1220,teilen::V,ndaj,уйӑр
1221,teilen::V,ndaj,пайла
1222,schicken::V,dërgoj,яр
1223,bringen::V,sjell,кӳр
1224,hinzufügen::V,shtoj,хуш
1225,bekommen::V,kap,ил
1226,bekommen::V,kap,туян
1227,erhalten::V,marr,ил
1228,erhalten::V,marr,туян
1229,nehmen::V,marr,ил
1230,wählen::V,zgjedh,суйла
1231,auswählen::V,përzgjedh,суйла
1232,bewahren::V,ruaj,упра
1233,behindern::V,pengoj,кансӗрле
1234,behindern::V,pengoj,чӑрмантар
1235,verderben::V,prish,пӑс
1236,beschädigen::V,dëmtoj,пӑс
1237,zerbrechen::V,thyej,ват
1238,zerbrechen::V,thyej,ҫӗмӗр
1239,zerreißen::V,çjerr,ҫур
1240,zerreißen::V,zheloj,ҫур
1241,zerstören::V,prish,иш
1242,zerstören::V,shkatërroj,иш
1243,verbrennen::V,djeg,ҫунтар
1244,geben::V,jap,пар
1245,reichen::V,jap,пар
1246,schenken::V,fal,парнеле
1247,schenken::V,dhuroj,парнеле
1248,versprechen::V,premtoj,тума пул
1249,versprechen::V,premtoj,сӑмах пар
1250,wünschen::V,uroj,сун
1251,loben::V,lëvdoj,ырла
1252,loben::V,lavdëroj,ырла
1253,küssen::V,puth,чуп ту
1254,wiegen::V,tund,сиктер
1255,wiegen::V,tund,силле
1256,zudecken::V,mbuloj,вит
1257,wecken::V,zgjoj,вӑрат
1258,zeigen::V,dëftej,кӑтарт
1259,führen::V,çoj,илсе пыр
1260,führen::V,çoj,ҫавӑтса пыр
1261,lehren::V,arsej,вёрент
1262,unterrichten::V,arsimoj,вёрент
1263,aufziehen::V,rris,вӗрент
1264,leiten::V,udhëheq,тытса пыр
1265,antreiben::V,nxis,васкат
1266,lassen::V,detyroj,пусахла
1267,lassen::V,detyroj,хуш
1268,einladen::V,ftoj,чӗн
1269,vereinigen::V,bashkoj,пӗрлештер
1270,besuchen::V,vizitoj,ҫит
1271,besuchen::V,vizitoj,кӗрсе кур
1272,treffen::V,ndesh,тӗл пул
1273,sich versammeln::V,tubohem,пуҫтарӑн
1274,spielen::V,loz,выля
1275,spielen::V,luaj,выля
1276,singen::V,këndoj,юрла
1277,tanzen::V,kërcej,ташла
1278,tanzen::V,vallëzoj,ташла
1279,sich trennen::V,ndahem,уйрӑл
1280,verlassen::V,braktis,хӑвар
1281,retten::V,shpëtoj,ҫӑл
1282,bewachen::V,ruaj,хуралла
1283,schützen::V,ruaj,сыхла
1284,schützen::V,mbroj,сыхла
1285,verteidigen::V,mbroj,хӳтӗле
1286,sich schlagen::V,zihem,ҫапӑҫ
1287,schießen::V,shtie,пер
1288,siegen::V,fitoj,ҫӗн
1289,siegen::V,fitoj,ҫӗнтер
1290,siegen::V,ngadhënjej,ҫӗн
1291,siegen::V,ngadhënjej,ҫӗнтер
1292,ärgern::V,zemëroj,тарӑхтар
1293,ärgern::V,zemëroj,ҫиллентер
1294,schlagen::V,rrah,ҫап
1295,schlagen::V,godas,ҫап
1296,treten::V,shtyj,тап
1297,treten::V,shtyj më këmbë,тап
1298,stechen::V,ther,чик
1299,stechen::V,shpoj,чик
1300,stoßen::V,shtyj,чыш
1301,stehlen::V,vjedh,вӑрла
1302,stören::V,pengoj,кансӗрле
1303,belästigen::V,bezdis,аптӑрат
1304,belästigen::V,bezdis,хупла
1305,verbergen::V,fsheh,пытар
1306,täuschen::V,mashtroj,суй
1307,betrügen::V,kobis,ултала
1308,töten::V,vras,вӗлер
1309,wohnen::V,banoj,чуна пар
1310,wohnen::V,banoj,парӑнса тӑр
1311,arbeiten::V,punoj,ӗҫле
1312,arbeiten::V,vardoj,ӗҫле
1313,sammeln::V,mbledh,пух
1314,sammeln::V,grumbulloj,пух
1315,pflücken::V,vjel,тат
1316,pflücken::V,mbledh,тат
1317,jagen::V,gjuaj,сунара ҫӳре
1318,fischen::V,peshkoj,пулӑ тыт
1319,fischen::V,gjuaj peshk,пулӑ тыт
1320,fassen::V,zë,тыт
1321,hüten::V,kullos,кӗт
1322,treiben::V,vë përpara,хӑвала
1323,anbinden::V,lidh,кӑкар
1324,füttern::V,grazhdoj,ҫитер
1325,melken::V,mjel,су
1326,hacken::V,grij,вакла
1327,gießen::V,ujis,шӑвар
1328,reifen::V,piqem,пиҫ
1329,zubereiten::V,gatuaj,пӗҫер
1330,kochen::V,ziej,пӗҫер
1331,backen::V,pjek,пӗҫер
1332,backen::V,furroj,пӗҫер
1333,braten::V,fërgoj,ӑшала
1334,braten::V,tiganis,ӑшала
1335,umrühren::V,trazoj,хутӑштар
1336,stricken::V,thur,ҫых
1337,nähen::V,qep,ҫӗле
1338,färben::V,ngjyej,пӗвет
1339,färben::V,bojatis,пӗвет
1340,reinigen::V,qëroj,тасат
1341,reinigen::V,pastroj,тасат
1342,waschen::V,laj,ҫу
1343,waschen::V,finjos,ҫу
1344,abwischen::V,fshij,шӑл
1345,spülen::V,kulloj,чӳхе
1346,fegen::V,fshij,шӑл
1347,kehren::V,fshij,шӑл
1348,baden::V,lahem,шыва кӗр
1349,sich waschen::V,lahem,ҫӑвӑн
1350,ausziehen::V,heq,салан
1351,ausziehen::V,zbath,салан
1352,anziehen::V,vesh,тӑхӑн
1353,anziehen::V,mbath,тӑхӑн
1354,sich anziehen::V,vishem,тӑхӑн
1355,kämmen::V,kreh,тура
1356,schmücken::V,hijeshoj,илемлет
1357,sagen::V,them,те
1358,sprechen::V,flas,кала
1359,reden::V,fjalos,сӑмахла
1360,reden::V,fjalos,калаҫ
1361,reden::V,fjalëtoj,сӑмахла
1362,reden::V,fjalëtoj,калаҫ
1363,sich unterhalten::V,bisedoj,пупле
1364,fragen::V,pyes,ыйт
1365,bitten::V,lus,ыйт
1366,bitten::V,lutem,ыйт
1367,erzählen::V,rrëfej,каласа пар
1368,mitteilen::V,kumtoj,пӗлтер
1369,mitteilen::V,kumtoj,хыпарла
1370,nennen::V,quaj,те
1371,nennen::V,quaj,чӗн
1372,rufen::V,thërras,чӗн
1373,prahlen::V,mburrem,мухтан
1374,prahlen::V,mburrem,вӗҫкӗнлен
1375,prahlen::V,kapardisem,мухтан
1376,prahlen::V,kapardisem,вӗҫкӗнлен
1377,übersetzen::V,përkthej,куҫар
1378,denken::V,mendoj,шухӑшла
1379,glauben::V,besoj,ӗнен
1380,bemerken::V,vërej,асӑрха
1381,erkennen::V,njoh,палла
1382,erkennen::V,shquaj,палла
1383,begreifen::V,marr vesh,ӑнлан
1384,verstehen::V,marr vesh,пӗл
1385,lernen::V,mësoj,вӗрен
1386,wissen::V,di,пӗл
1387,wissen::V,di,ӑнкар
1388,sich erinnern an::V,kujtoj,аса ил
1389,vergessen::V,harroj,ман
1390,vergessen::V,harroj,манса кай
1391,messen::V,mas,виҫ
1392,zählen::V,njeh,шутла
1393,rechnen::V,llogaris,шутла
1394,lesen::V,lexoj,вула
1395,lesen::V,këndoj,вула
1396,malen::V,lyej,ӳкер
1397,zeichnen::V,vizatoj,ӳкер
1398,schreiben::V,shkruaj,ҫыр
1399,besitzen::V,kam,тыт
1400,kaufen::V,blej,ил
1401,kaufen::V,blej,туян
1402,verkaufen::V,shes,сут
1403,bezahlen::V,paguaj,тӳле
1404,zahlen::V,paguaj,тӳле
1405,beherrschen::V,zotëroj,тыт
1406,ertragen::V,duroj,тӳс
