,Concept_ID,hu,bg
79,Wind::N,szél,вятър
80,Welle::N,hullám,вълна
81,Wasser::N,víz,вода
82,Stein::N,kő,камък
83,Boden::N,föld,земя
84,Boden::N,föld,почва
85,Boden::N,talaj,земя
86,Boden::N,talaj,почва
87,Erde::N,föld,земя
88,Erde::N,föld,почва
89,Staub::N,por,прах
90,Rauch::N,füst,дим
91,Rauch::N,füst,пушек
92,Funke::N,szikra,искра
93,Feuer::N,tűz,огън
94,Licht::N,fény,светлина
95,Schatten::N,árnyék,сянка
96,Wetter::N,idő,време
97,Wetter::N,időjárás,време
98,Nebel::N,köd,мъгла
99,Wolke::N,felhő,облак
100,Regen::N,eső,дъжд
101,Schnee::N,hó,сняг
102,Eis::N,jég,лед
103,Frost::N,fagy,мраз
104,Kälte::N,hideg,студ
105,Hitze::N,hő,жега
106,Hitze::N,hő,горещина
107,Hitze::N,hőség,жега
108,Hitze::N,hőség,горещина
109,Raureif::N,zúzmara,скреж
110,Raureif::N,zúzmara,слана
111,Regenbogen::N,szivárvány,дъга
112,Donner::N,dörgés,гръм
113,Donner::N,mennydörgés,гръм
114,Strömung::N,áramlat,течение
115,Tropfen::N,csepp,капка
116,Schaum::N,hab,пяна
117,Schaum::N,tajték,пяна
118,Schmutz::N,piszok,кал
119,Schmutz::N,piszok,мръсотия
120,See::N,tó,езеро
121,Sumpf::N,mocsár,блато
122,Moor::N,láp,мочурище
123,Wiese::N,rét,ливада
124,Wiese::N,mező,ливада
125,Wald::N,erdő,гора
126,Hügel::N,domb,рид
127,Hügel::N,domb,хълм
128,Anhöhe::N,magaslat,могила
129,Anhöhe::N,magaslat,възвишение
130,Berg::N,hegy,планина
131,Gipfel::N,csúcs,връх
132,Höhle::N,barlang,пещера
133,Abhang::N,lejtő,склон
134,Abhang::N,lejtő,стръмнина
135,Quelle::N,forrás,извор
136,Bach::N,patak,поток
137,Fluss::N,folyó,река
138,Ufer::N,part,бряг
139,Küste::N,tengerpart,бряг
140,Küste::N,tengerpart,крайбрежие
141,Festland::N,szárazföld,суша
142,Meer::N,tenger,море
143,Bucht::N,öböl,залив
144,Insel::N,sziget,остров
145,Blume::N,virág,цвете
146,Gras::N,fű,трева
147,Wurzel::N,gyökér,корен
148,Baum::N,fa,дърво
149,Stamm::N,tő,стъбло
150,Stamm::N,törzs,стъбло
151,Rinde::N,kéreg,кора
152,Ast::N,ág,клон
153,Zweig::N,gally,клон
154,Blatt::N,levél,лист
155,Birke::N,nyír,бреза
156,Kiefer[Baum]::N,fenyő,бор
157,Weide[Baum]::N,fűz,върба
158,Tanne::N,fenyő,ела
159,Horn::N,szarv,рог
160,Feder::N,toll,перо
161,Fell::N,szőr,кожа
162,Fell::N,bunda,кожа
163,Flügel::N,szárny,крило
164,Klaue::N,köröm,нокът
165,Kralle::N,karom,нокът
166,Schwanz::N,farok,опашка
167,Ei::N,tojás,яйце
168,Nest::N,fészek,гнездо
169,Bau::N,odú,дупка
170,Tier::N,állat,животно
171,Herde::N,nyáj,стадо
172,Herde::N,csorda,стадо
173,Kuh::N,tehén,крава
174,Bulle::N,bika,бик
175,Pferd::N,ló,кон
176,Schaf::N,juh,овца
177,Schaf::N,birka,овца
178,Schwein::N,sertés,свиня
179,Hund::N,eb,куче
180,Hund::N,kutya,куче
181,Katze::N,macska,котка
182,Bär::N,medve,мечка
183,Eichhörnchen::N,mókus,катерица
184,Elch::N,jávorszarvas,лос
185,Fuchs::N,róka,лисица
186,Hase::N,nyúl,заек
187,Maus::N,egér,мишка
188,Wolf::N,farkas,вълк
189,Vogel::N,madár,птица
190,Schwarm::N,raj,рой
191,Schwarm::N,raj,рояк
192,Huhn::N,tyúk,кокошка
193,Hahn::N,kakas,петел
194,Gans::N,lúd,гъска
195,Gans::N,liba,гъска
196,Adler::N,sas,орел
197,Ente::N,kacsa,патица
198,Eule::N,bagoly,сова
199,Kranich::N,daru,жерав
200,Krähe::N,varjú,врана
201,Kuckuck::N,kakukk,кукувица
202,Schwan::N,hattyú,лебед
203,Fisch::N,hal,риба
204,Barsch::N,sügér,костур
205,Hecht::N,csuka,щука
206,Schlange[Tier]::N,kígyó,змия
207,Wurm::N,kukac,червей
208,Spinne::N,pók,паяк
209,Ameise::N,hangya,мравка
210,Laus::N,tetű,въшка
211,Mücke::N,szúnyog,комар
212,Fliege::N,légy,муха
213,Schmetterling::N,lepke,пеперуда
214,Schmetterling::N,pillangó,пеперуда
215,Beere::N,bogyó,плод
216,Apfel::N,alma,ябълка
217,Pilz::N,gomba,гъба
218,Zwiebel::N,hagyma,лук
219,Zwiebel::N,hagyma,кромид
220,Saat::N,vetőmag,семе
221,Korn::N,mag,зърно
222,Korn::N,szem,зърно
223,Heu::N,széna,сено
224,Schale::N,héj,кора
225,Grube::N,verem,яма
226,Grube::N,verem,дупка
227,Falle::N,csapda,примка
228,Schlinge::N,tőr,клуп
229,Spur::N,nyom,диря
230,Spur::N,nyom,следа
231,Asche::N,hamu,пепел
232,Dreck::N,sár,кал
233,Dreck::N,piszok,кал
234,Eisen::N,vas,желязо
235,Gold::N,arany,злато
236,Silber::N,ezüst,сребро
237,Kohle::N,szén,въглища
238,Glas::N,üveg,стъкло
239,Lehm::N,agyag,глина
240,Lehm::N,vályog,глина
241,Sand::N,homok,пясък
242,Mensch::N,ember,човек
243,Mann::N,úr,мъж
244,Mann::N,férfi,мъж
245,Frau::N,nő,жена
246,Frau::N,asszony,жена
247,Kind::N,gyerek,дете
248,Kind::N,gyermek,дете
249,Junge::N,fiú,момче
250,Mädchen::N,lány,момиче
251,Familie::N,család,фамилия
252,Familie::N,család,семейство
253,Großvater::N,nagyapa,дядо
254,Großmutter::N,nagyanya,баба
255,Eltern::N,szülők,родители
256,Vater::N,apa,баща
257,Vater::N,atya,баща
258,Mutter::N,anya,майка
259,Sohn::N,fiú,син
260,Tochter::N,lány,дъщеря
261,Bruder::N,fivér,брат
262,Bruder::N,testvér,брат
263,Schwester::N,nővér,сестра
264,Schwester::N,lánytestvér,сестра
265,Onkel::N,nagybácsi,чичо
266,Onkel::N,nagybácsi,вуйчо
267,Tante::N,nagynéni,леля
268,Ehemann::N,férj,съпруг
269,Ehefrau::N,feleség,съпруга
270,Freude::N,öröm,радост
271,Gelächter::N,nevetés,смях
272,Gelächter::N,hahotázás,смях
273,Glück::N,boldogság,щастие
274,Kummer::N,bánat,тъга
275,Wunsch::N,óhaj,желание
276,Lust::N,kedv,желание
277,Geist::N,elme,дух
278,Geist::N,szellem,дух
279,Gedanke::N,gondolat,мисъл
280,Gedächtnis::N,emlékezet,памет
281,Verstand::N,ész,ум
282,Verstand::N,ész,разум
283,Verstand::N,értelem,ум
284,Verstand::N,értelem,разум
285,Sinn::N,értelem,смисъл
286,Grund::N,ok,причина
287,Grund::N,alap,причина
288,Wahrheit::N,igaz,правда
289,Wahrheit::N,igazság,правда
290,Gespräch::N,beszélgetés,разговор
291,Märchen::N,mese,приказка
292,Erzählung::N,elbeszélés,разказ
293,Nachricht::N,hír,вест
294,Nachricht::N,hír,известие
295,Nachricht::N,híradás,вест
296,Nachricht::N,híradás,известие
297,Neuigkeit::N,újság,новина
298,Name::N,név,име
299,Rätsel::N,rejtvény,гатанка
300,Rede::N,beszéd,реч
301,Rede::N,beszéd,слово
302,Rede::N,szónoklat,реч
303,Rede::N,szónoklat,слово
304,Sprache::N,nyelv,език
305,Stimme::N,hang,глас
306,Wort::N,szó,дума
307,Zeichen::N,jel,знак
308,Ruf::N,kiáltás,зов
309,Lärm::N,zaj,шум
310,Lärm::N,zaj,глъчка
311,Laut::N,hang,звук
312,Ton::N,hang,тон
313,Lied::N,dal,песен
314,Lied::N,ének,песен
315,Ruhe::N,csend,тишина
316,Ruhe::N,csend,спокойствие
317,Ruhe::N,nyugalom,тишина
318,Ruhe::N,nyugalom,спокойствие
319,Leute::N,emberek,хора
320,Volk::N,nép,народ
321,Arbeit::N,dolog,труд
322,Arbeit::N,dolog,работа
323,Gast::N,vendég,гост
324,Geschenk::N,ajándék,дар
325,Geschenk::N,ajándék,подарък
326,Spiel::N,játék,игра
327,Gesellschaft::N,társaság,общество
328,Hilfe::N,segítség,помощ
329,Freund::N,barát,приятел
330,Kamerad::N,társ,другар
331,Angelegenheit::N,ügy,работа
332,Anzahl::N,szám,брой
333,Anzahl::N,szám,количество
334,Art::N,faj,вид
335,Art::N,fajta,вид
336,Stück::N,darab,къс
337,Stück::N,darab,парче
338,Teil::N,rész,дял
339,Teil::N,rész,част
340,Hälfte::N,fél,половина
341,Kreis::N,kör,кръг
342,Kreuz::N,kereszt,кръст
343,Linie::N,vonal,черта
344,Strich::N,vonás,щрих
345,Strich::N,vonás,черта
346,Abstand::N,köz,дистанция
347,Abstand::N,köz,разстояние
348,Entfernung::N,távolság,разстояние
349,Gegend::N,táj,местност
350,Gegend::N,vidék,местност
351,Platz::N,hely,място
352,Ort::N,hely,място
353,Seite::N,fél,страна
354,Seite::N,oldal,страна
355,Mitte::N,közép,среда
356,Gegenstand::N,tárgy,предмет
357,Sache::N,dolog,вещ
358,Rand::N,szél,ръб
359,Rand::N,perem,ръб
360,Rand::N,szegély,ръб
361,Kante::N,él,ръб
362,Kante::N,él,кант
363,Ecke::N,sarok,ъгъл
364,Ecke::N,szöglet,ъгъл
365,Spitze::N,csúcs,връх
366,Spitze::N,csúcs,острие
367,Ende::N,vég,край
368,Loch::N,lyuk,дупка
369,Winkel::N,szög,кът
370,Winkel::N,szög,ъгъл
371,Muster::N,minta,десен
372,Muster::N,minta,образец
373,Größe::N,nagyság,големина
374,Länge::N,hossz,дължина
375,Länge::N,hosszúság,дължина
376,Höhe::N,magasság,висота
377,Höhe::N,magasság,височина
378,Gewicht::N,súly,тегло
379,Gewicht::N,súly,тежест
380,Menge::N,sokaság,количество
381,Menge::N,mennyiség,количество
382,Haufen::N,halom,куп
383,Haufen::N,halom,грамада
384,Reihe::N,sor,ред
385,Reihe::N,sor,редица
386,Boot::N,csónak,лодка
387,Ruder::N,evező,весло
388,Ruder::N,evező,гребло
389,Schlitten::N,szánkó,шейна
390,Ski::N,sí,ски
391,Lagerfeuer::N,tábortűz,огнище
392,Last::N,teher,товар
393,Gang::N,járás,ход
394,Gang::N,járás,вървеж
395,Schritt::N,lépés,стъпка
396,Norden::N,észak,север
397,Süden::N,dél,юг
398,Westen::N,nyugat,запад
399,Osten::N,kelet,изток
400,Holz::N,fa,дърво
401,Brett::N,deszka,дъска
402,Platte::N,lap,
403,Platte::N,lemez,
404,Stütze::N,támasz,
405,Stütze::N,támaszték,
406,Stange::N,rúd,прът
407,Stange::N,rúd,върлина
408,Stange::N,pózna,прът
409,Stange::N,pózna,върлина
410,Stock::N,pálca,прът
411,Stock::N,pálca,тояга
412,Stab::N,bot,прът
413,Rohr::N,cső,цев
414,Rohr::N,cső,тръба
415,Haus::N,ház,къща
416,Heim::N,otthon,дом
417,Ofen::N,kályha,печка
418,Fußboden::N,padló,под
419,Tisch::N,asztal,маса
420,Stuhl::N,szék,стол
421,Wiege::N,bölcső,люлка
422,Bett::N,ágy,легло
423,Bett::N,ágy,креват
424,Regal::N,polc,рафт
425,Regal::N,polc,етажерка
426,Regal::N,állvány,рафт
427,Regal::N,állvány,етажерка
428,Kiste::N,láda,кутия
429,Kiste::N,láda,сандък
430,Fenster::N,ablak,прозорец
431,Tür::N,ajtó,врата
432,Tor::N,kapu,врата
433,Zaun::N,kerítés,ограда
434,Dach::N,tető,покрив
435,Leiter::N,létra,стълба
436,Besen::N,seprű,метла
437,Spaten::N,ásó,лопата
438,Schaufel::N,lapát,лопата
439,Gabel::N,villa,вилица
440,Löffel::N,kanál,лъжица
441,Messer::N,kés,нож
442,Nagel::N,szeg,гвоздей
443,Netz::N,háló,мрежа
444,Haken::N,kampó,кука
445,Haken::N,kampó,закачалка
446,Griff::N,nyél,ръчка
447,Griff::N,nyél,дръжка
448,Griff::N,fogantyú,ръчка
449,Griff::N,fogantyú,дръжка
450,Schloss::N,zár,брава
451,Schloss::N,zár,ключалка
452,Bild::N,kép,картина
453,Figur::N,alak,фигура
454,Puppe::N,bábu,кукла
455,Beutel::N,zacskó,кесия
456,Bündel::N,köteg,връзка
457,Tasche::N,táska,чанта
458,Eimer::N,vödör,кофа
459,Deckel::N,fedő,капак
460,Deckel::N,fedő,похлупак
461,Deckel::N,fedél,капак
462,Deckel::N,fedél,похлупак
463,Geschirr::N,edény,съдове
464,Sack::N,zsák,чувал
465,Tasse::N,csésze,чаша
466,Topf::N,fazék,гърне
467,Topf::N,fazék,тенджера
468,Kessel::N,üst,котел
469,Kessel::N,bogrács,котел
470,Essen::N,evés,ядене
471,Essen::N,étkezés,ядене
472,Nahrung::N,ennivaló,храна
473,Speise::N,étel,ястие
474,Fleisch::N,hús,месо
475,Getreide::N,gabona,зърнено храни
476,Brei::N,pép,каша
477,Brei::N,kása,каша
478,Brot::N,kenyér,хляб
479,Scheibe::N,szelet,резен
480,Fett::N,háj,мазнина
481,Fett::N,zsír,мазнина
482,Butter::N,vaj,масло
483,Öl::N,olaj,олио
484,Öl::N,olaj,оливия
485,Salz::N,só,сол
486,Suppe::N,leves,супа
487,Honig::N,méz,мед
488,Milch::N,tej,мляко
489,Tee::N,tea,чай
490,Leder::N,bőr,кожа
491,Wolle::N,gyapjú,вълна
492,Stoff::N,szövet,плат
493,Stoff::N,szövet,материал
494,Nadel::N,tű,игла
495,Faden::N,fonál,конец
496,Knopf::N,gomb,копче
497,Knoten::N,csomó,възел
498,Farbe::N,szín,боя
499,Farbe::N,festék,боя
500,Kleidung::N,ruha,дрехи
501,Kleidung::N,ruha,облекло
502,Kleidung::N,ruházat,дрехи
503,Kleidung::N,ruházat,облекло
504,Hemd::N,ing,риза
505,Kragen::N,gallér,яка
506,Ärmel::N,ujj,ръкав
507,Hose::N,gatya,панталони
508,Hose::N,nadrág,панталони
509,Gürtel::N,öv,пояс
510,Gürtel::N,öv,колан
511,Mütze::N,sapka,каскет
512,Mütze::N,sapka,фуражка
513,Schuh::N,cipő,обувка
514,Stiefel::N,csizma,ботуш
515,Ring::N,gyűrű,пръстен
516,Band::N,szalag,лента
517,Band::N,szalag,връзка
518,Kamm::N,fésű,гребен
519,Spiegel::N,tükör,огледало
520,Riemen::N,szíj,каиш
521,Riemen::N,szíj,ремък
522,Schnur::N,zsinór,връв
523,Leine::N,póráz,връв
524,Leine::N,póráz,въже
525,Decke::N,takaró,покривка
526,Kissen::N,párna,възглавница
527,Tuch::N,kendő,сукно
528,Handtuch::N,törülköző,пешкир
529,Handtuch::N,törülköző,кърпа за лице
530,Kraft::N,erő,мощ
531,Kraft::N,erő,сила
532,Stärke::N,erő,сила
533,Stärke::N,erősség,сила
534,Gesundheit::N,egészség,здраве
535,Krankheit::N,kór,болест
536,Krankheit::N,betegség,болест
537,Schmerz::N,fájdalom,болка
538,Wunde::N,seb,рана
539,Fieber::N,láz,треска
540,Fieber::N,láz,температура
541,Arznei::N,orvosság,лек
542,Arznei::N,orvosság,лекарство
543,Arznei::N,gyógyszer,лек
544,Arznei::N,gyógyszer,лекарство
545,Brücke::N,híd,мост
546,Brunnen::N,kút,чешма
547,Brunnen::N,kút,кладенец
548,Weide::N,legelő,паша
549,Weide::N,legelő,пасище
550,Pfad::N,ösvény,пътека
551,Weg::N,út,път
552,Straße::N,út,шосе
553,Dorf::N,falu,село
554,Stadt::N,város,град
555,Brief::N,levél,писмо
556,Buch::N,könyv,книга
557,Buchstabe::N,betű,буква
558,Zeitung::N,újság,вестник
559,Zeitung::N,hírlap,вестник
560,Leben::N,élet,живот
561,Tod::N,halál,смърт
562,Grab::N,sír,гроб
563,Kirche::N,templom,църква
564,Sünde::N,bűn,грях
565,Sünde::N,vétek,грях
566,Gott::N,isten,бог
567,Arbeiter::N,munkás,работник
568,Chef::N,főnök,шеф
569,Chef::N,főnök,началник
570,Meister::N,mester,майстор
571,Arzt::N,orvos,лекар
572,Lehrer::N,tanár,учител
573,Lehrer::N,tanító,учител
574,Geld::N,pénz,пари
575,Geschäft::N,üzlet,сделка
576,Laden::N,bolt,дюкян
577,Laden::N,bolt,магазин
578,Preis::N,ár,цена
579,Ware::N,áru,стока
580,Nutzen::N,haszon,полза
581,Nutzen::N,haszon,облага
582,Reichtum::N,gazdagság,богатство
583,Welt::N,világ,свят
584,Land::N,ország,страна
585,Staat::N,állam,щат
586,Staat::N,állam,държава
587,König::N,király,крал
588,Macht::N,hatalom,мощ
589,Macht::N,hatalom,власт
590,Grenze::N,határ,граница
591,Krieg::N,háború,война
592,Feind::N,ellenség,враг
593,Feind::N,ellenség,неприятел
594,Gewalt::N,erőszak,сила
595,Gewalt::N,erőszak,насилие
596,Kampf::N,harc,борба
597,Kampf::N,harc,сражение
598,Bogen[Waffe]::N,íj,лък
599,Pfeil::N,nyíl,стрела
600,Gewehr::N,puska,пушка
601,Gewehr::N,fegyver,пушка
602,Fehler::N,hiba,грешка
603,Lüge::N,hazugság,лъжа
604,Schaden::N,kár,повреда
605,Unglück::N,csapás,нещастие
606,Unglück::N,balszerencse,нещастие
607,Schuld::N,bűn,вина
608,Alter::N,kor,възраст
609,Schluss::N,vég,край
610,Schluss::N,befejezés,край
611,Zeit::N,idő,време
612,Tag::N,nap,ден
613,Morgen::N,reggel,утро
614,Morgen::N,reggel,сутрин
615,Mittag::N,dél,обед
616,Mittag::N,dél,пладне
617,Abend::N,este,вечер
618,Nacht::N,éj,нощ
619,Nacht::N,éjszaka,нощ
620,Woche::N,hét,седмица
621,Monat::N,hó,месец
622,Monat::N,hónap,месец
623,Jahr::N,év,година
624,Frühling::N,tavasz,пролет
625,Sommer::N,nyár,лято
626,Herbst::N,ősz,есен
627,Winter::N,tél,зима
628,Januar::N,január,януари
629,Februar::N,február,февруари
630,März::N,március,март
631,April::N,április,април
632,Mai::N,május,май
633,Juni::N,június,юни
634,Juli::N,július,юли
635,August::N,augusztus,август
636,September::N,szeptember,септември
637,Oktober::N,október,октомври
638,November::N,november,ноември
639,Dezember::N,december,декември
640,Montag::N,hétfő,понеделник
641,Dienstag::N,kedd,вторник
642,Mittwoch::N,szerda,сряда
643,Donnerstag::N,csütörtök,четвъртък
644,Freitag::N,péntek,петък
645,Samstag::N,szombat,събота
646,Sonntag::N,vasárnap,неделя
647,groß::A,nagy,едър
648,groß::A,nagy,голям
649,klein::A,pici,малък
650,klein::A,pici,дребен
651,klein::A,kicsi,малък
652,klein::A,kicsi,дребен
653,lang::A,hosszú,дълъг
654,kurz::A,rövid,къс
655,breit::A,széles,широк
656,schmal::A,keskeny,тесен
657,dicht::A,sűrű,гъст
658,dick[Gegenstand]::A,vastag,дебел
659,dünn::A,vékony,тънък
660,fein::A,vékony,фин
661,fein::A,vékony,тънък
662,fest::A,szilárd,твърд
663,fest::A,szilárd,плътен
664,flach::A,sík,равен
665,flach::A,sík,плосък
666,flach::A,lapos,равен
667,flach::A,lapos,плосък
668,glatt::A,sima,гладък
669,hart::A,kemény,твърд
670,hart::A,kemény,корав
671,weich::A,puha,мек
672,rund::A,kerek,кръгъл
673,spitz::A,hegyes,островръх
674,scharf::A,éles,остър
675,stumpf::A,tompa,тъп
676,stumpf::A,életlen,тъп
677,schwer::A,nehéz,тежък
678,schwer::A,súlyos,тежък
679,schön::A,szép,хубав
680,schön::A,szép,красив
681,heiß::A,forró,жарък
682,warm::A,meleg,топъл
683,kalt::A,hideg,студен
684,kühl::A,hűs,хладен
685,kühl::A,hűvös,хладен
686,frisch::A,üde,свеж
687,frisch::A,friss,свеж
688,feucht::A,nedves,влажен
689,nass::A,vizes,мокър
690,trocken::A,száraz,сух
691,voll::A,telt,пълен
692,leer::A,üres,празен
693,offen::A,nyílt,откровен
694,offen::A,nyitott,откровен
695,geschlossen::A,zárt,закрит
696,geschlossen::A,zárt,затворен
697,geschlossen::A,csukott,закрит
698,geschlossen::A,csukott,затворен
699,sauber::A,tiszta,чист
700,schmutzig::A,piszkos,мръсен
701,schmutzig::A,szennyes,мръсен
702,roh::A,nyers,суров
703,reif::A,érett,зрял
704,lecker::A,finom,вкусен
705,süß::A,édes,сладък
706,bitter::A,keserű,горчив
707,sauer::A,savanyú,кисел
708,hell::A,világos,ясен
709,hell::A,világos,светъл
710,dunkel::A,sötét,тъмен
711,schwarz::A,fekete,черен
712,weiß::A,fehér,бял
713,rot::A,vörös,червен
714,gelb::A,sárga,жълт
715,blau::A,kék,син
716,grün::A,zöld,зелен
717,grau::A,ősz,сив
718,grau::A,szürke,сив
719,bunt::A,tarka,шарен
720,bunt::A,tarka,пъстър
721,bunt::A,színes,шарен
722,bunt::A,színes,пъстър
723,billig::A,olcsó,евтин
724,teuer::A,drága,скъп
725,wertvoll::A,értékes,ценен
726,blind::A,vak,сляп
727,taub::A,süket,глух
728,kräftig::A,erős,силен
729,stark::A,erős,здрав
730,stark::A,erős,силен
731,schwach::A,gyenge,слаб
732,schwach::A,erőtlen,слаб
733,fett::A,hájas,тлъст
734,schlank::A,karcsú,тънък
735,schlank::A,karcsú,строен
736,hübsch::A,csinos,хубав
737,böse::A,rossz,зъл
738,böse::A,gonosz,зъл
739,dumm::A,buta,глупав
740,dumm::A,ostoba,глупав
741,faul::A,lusta,ленив
742,faul::A,lusta,мързелив
743,fleißig::A,szorgalmas,прилежен
744,geizig::A,fukar,скъпернически
745,geizig::A,fösvény,скъпернически
746,klug::A,okos,умен
747,klug::A,okos,разумен
748,klug::A,eszes,умен
749,klug::A,eszes,разумен
750,geschickt::A,ügyes,умел
751,geschickt::A,ügyes,сръчен
752,lieb::A,drága,мил
753,lieb::A,drága,драг
754,lieb::A,kedves,мил
755,lieb::A,kedves,драг
756,lustig::A,víg,весел
757,lustig::A,vidám,весел
758,sanft::A,enyhe,нежен
759,sanft::A,enyhe,кротък
760,hungrig::A,éhes,гладен
761,krank::A,beteg,болен
762,nackt::A,csupasz,гол
763,nackt::A,meztelen,гол
764,traurig::A,bús,тъжен
765,traurig::A,bús,печален
766,traurig::A,szomorú,тъжен
767,traurig::A,szomorú,печален
768,lebendig::A,élő,жив
769,gut::A,jó,добър
770,schlecht::A,rossz,лош
771,richtig::A,helyes,правилен
772,schlimm::A,rossz,лош
773,wahr::A,igaz,верен
774,wahr::A,igaz,истински
775,alt::A,ó,стар
776,alt::A,ó,древен
777,alt::A,régi,стар
778,alt::A,régi,древен
779,neu::A,új,нов
780,ehemalig::A,volt,бивш
781,ehemalig::A,egykori,бивш
782,alt[Lebewesen]::A,öreg,стар
783,jung::A,fiatal,млад
784,arm::A,szegény,беден
785,reich::A,gazdag,богат
786,bekannt::A,ismert,познат
787,bekannt::A,ismert,известен
788,bekannt::A,ismeretes,познат
789,bekannt::A,ismeretes,известен
790,berühmt::A,híres,почут
791,berühmt::A,híres,известен
792,fremd::A,idegen,чужд
793,verschieden::A,különböző,разен
794,verschieden::A,különböző,различен
795,nah::A,közeli,близък
796,fern::A,távoli,далечен
797,linker::A,bal,ляв
798,rechter::A,jobb,прав
799,anderer::A,más,друг
800,anderer::A,másik,друг
801,erster::A,első,пръв
802,erster::A,első,първи
803,zweiter::A,második,втори
804,dritter::A,harmadik,трети
805,letzter::A,utolsó,последен
806,allein::ADV,egyedül,само
807,auf einmal::ADV,egyszerre,същевременно
808,zusammen::ADV,együtt,заедно
809,zusammen::ADV,összesen,заедно
810,lange::ADV,sokáig,дълго
811,lange::ADV,hosszan,дълго
812,plötzlich::ADV,hirtelen,изведнъж
813,plötzlich::ADV,egyszerre,изведнъж
814,sofort::ADV,rögtön,веднага
815,sofort::ADV,tüstént,веднага
816,später::ADV,későn,по-късно
817,jetzt::ADV,most,сега
818,heute::ADV,ma,днес
819,morgen::ADV,holnap,утре
820,bald::ADV,majd,скоро
821,bald::ADV,nemsokára,скоро
822,dann::ADV,akkor,после
823,dann::ADV,akkor,тогава
824,gestern::ADV,tegnap,вчера
825,einst::ADV,hajdan,някога
826,damals::ADV,akkor,тогава
827,damals::ADV,akkoriban,тогава
828,danach::ADV,azután,после
829,danach::ADV,azután,след това
830,vorher::ADV,előbb,преди
831,vorher::ADV,előbb,преди това
832,zuerst::ADV,először,най-напред
833,einmal::ADV,egyszer,веднъж
834,einmal::ADV,egyszer,един път
835,manchmal::ADV,néha,понякога
836,manchmal::ADV,olykor,понякога
837,oft::ADV,sokszor,често
838,immer::ADV,mindig,винаги
839,niemals::ADV,sohasem,никога
840,hier::ADV,itt,тук
841,hier::ADV,itt,тука
842,hierhin::ADV,erre,насам
843,von hier::ADV,innen,оттук
844,von hier::ADV,innen,оттука
845,dort::ADV,ott,там
846,dorthin::ADV,oda,натам
847,dorthin::ADV,oda,нататък
848,geradeaus::ADV,egyenesen,направо
849,vorwärts::ADV,előre,напред
850,rückwärts::ADV,hátrafelé,назад
851,zurück::ADV,hátra,обратно
852,zurück::ADV,vissza,обратно
853,unten::ADV,alul,долу
854,hinab::ADV,le,надолу
855,hinab::ADV,lefelé,надолу
856,oben::ADV,fenn,горе
857,oben::ADV,felül,горе
858,hinauf::ADV,fel,нагоре
859,hinauf::ADV,felfelé,нагоре
860,überall::ADV,mindenütt,навсякъде
861,nicht::ADV,nem,не
862,ein wenig::ADV,egy kicsit,малко
863,kaum::ADV,alig,едва
