,Concept_ID,he,vep
804,donnern::V,רעם,juraita
805,wehen::V,נשב,dölta
806,wehen::V,נשב,puhuda
807,strömen::V,זרם,valadas
808,fließen::V,זרם,valuda
809,sich drehen::V,הסתובב,punotas
810,schwanken::V,התנודד,čibuda
811,schwingen::V,התנענע,čibuda
812,fallen::V,נפל,langeta
813,brennen::V,בער,pallada
814,rauchen::V,עשן,savustada
815,regnen::V,ירד גשם,vihmda
816,gefrieren::V,קפא,jäduda
817,gefrieren::V,קפא,kül'mdä
818,tauen::V,נמס,sulada
819,schmelzen::V,התיך,sulada
820,trocknen::V,התיבש,kuida
821,trocknen::V,התיבש,kuivehtuda
822,sieden::V,רתח,kehuda
823,faulen::V,רקב,hapata
824,faulen::V,רקב,traudäs
825,verfaulen::V,רקב,hapata
826,reißen::V,נקרע,rebita
827,versinken::V,טבע,upota
828,vergehen::V,עבר,mända
829,erscheinen::V,נגלה,ozutadas
830,erscheinen::V,הופיע,ozutadas
831,verschwinden::V,נעלם,hajeta
832,sinken::V,ירד,väheta
833,sinken::V,ירד,lasktas
834,abnehmen::V,הפחית,peneta
835,zunehmen::V,רבה,ližaduda
836,steigen::V,עלה,nousta
837,wachsen::V,גדל,kazda
838,glänzen::V,נצץ,loštta
839,glänzen::V,בהק,loštta
840,funkeln::V,נצנץ,hoštta
841,lärmen::V,רעש,robaita
842,läuten::V,צלצל,judaita
843,klingeln::V,צלצל,kelotada
844,klirren::V,קרקש,biraita
845,brausen::V,געש,bruncta
846,rauschen::V,רשרש,šobaita
847,klingen::V,נשמע,heläita
848,bellen::V,נבח,nutta
849,heulen::V,ילל,ulaita
850,blasen::V,נשף,puhuda
851,pfeifen::V,שרק,pistta
852,pfeifen::V,שרק,vihelta
853,schreien::V,צעק,kirkta
854,schreien::V,צעק,kidastada
855,stöhnen::V,נאנק,ohkta
856,stöhnen::V,נאנק,voivotada
857,zittern::V,רעד,säraita
858,leben::V,חי,eläda
859,geboren werden::V,נולד,sünduda
860,atmen::V,נשם,henktä
861,trinken::V,שתה,joda
862,essen::V,אכל,söda
863,schlucken::V,בלע,lainata
864,müde werden::V,התעיף,väzuda
865,müde werden::V,התעיף,šuštuda
866,einschlafen::V,נרדם,uinota
867,schlafen::V,ישן,magata
868,schlafen::V,ישן,nukkuda
869,aufwachen::V,התעורר,heraštuda
870,aufstehen::V,קם,nousta
871,sich erholen::V,נפש,lebaitas
872,krank werden::V,חלה,läžegata
873,krank sein::V,היה חולה,läžuda
874,schmerzen::V,כאב,kibištada
875,husten::V,השתעל,rügda
876,genesen::V,הבריא,tervehtuda
877,sterben::V,מת,kolda
878,umkommen::V,נספה,kolda
879,sich bewegen::V,נע,likkuda
880,sich rühren::V,זז,likahtada
881,sich rühren::V,זז,kubahtada
882,sich erheben::V,קם,nousta
883,sich setzen::V,התישב,išttas
884,hinfallen::V,נפל,langeta
885,laufen::V,הלך ברגל,kävuda
886,schreiten::V,פסע,astta
887,schreiten::V,פסע,haškta
888,spazierengehen::V,טיל,kävelta
889,eilen::V,אץ,kiruhtada
890,eilen::V,מהר,kiruhtada
891,sich beeilen::V,מהר,kiruhtada
892,sausen::V,אץ,fun'urta
893,rennen::V,רץ,joksta
894,springen::V,קפץ,hüptä
895,klettern::V,טפס,libuda
896,schaukeln::V,התנדנד,čibuda
897,kriechen::V,זחל,ličtas
898,schwimmen::V,שחה,ujuda
899,tauchen::V,צלל,čukautas
900,rudern::V,חתר,souta
901,fahren::V,נסע,ajada
902,fahren::V,נסע,ajelda
903,fliegen::V,עף,leta
904,gehen::V,הלך,mända
905,gehen::V,הלך,kävuda
906,weggehen::V,עזב,päzda
907,weggehen::V,עזב,lähtta
908,abfahren::V,יצא,tönduda
909,anhalten::V,עצר,seižutadas
910,hineingehen::V,נכנס,mända südäimehe
911,eintreten::V,נכנס,tulda
912,kommen::V,בא,tulda
913,ankommen::V,הגיע,tulda
914,zurückkommen::V,שב,pörtas
915,zurückkommen::V,חזר,pörtas
916,bleiben::V,נשאר,jäda
917,warten::V,חכה,varastada
918,warten::V,המתין,varastada
919,erwarten::V,צפה,varastada
920,suchen::V,חפש,ectä
921,finden::V,מצא,löuta
922,versuchen::V,נסה,ladida
923,versuchen::V,נסה,rohkaita
924,vorbereiten::V,הכין,vaumita
925,lieben::V,אהב,armastada
926,mögen::V,אהב,navedida
927,lachen::V,צחק,nagrda
928,rühren::V,נגע ללב,likutada
929,weinen::V,בכה,itkta
930,schimpfen::V,גער,laidas
931,schimpfen::V,גער,pačatada
932,sich ärgern::V,זעם,rändüda
933,sich ärgern::V,כעס,rändüda
934,sich fürchten::V,פחד,varaita
935,sich fürchten::V,חשש,varaita
936,fürchten::V,פחד מ,varaita
937,fürchten::V,חשש מ,varaita
938,fliehen::V,ברח,pageta
939,flüchten::V,נמלט,pageta
940,flüchten::V,נמלט,joksta
941,sehen::V,ראה,nähta
942,anschauen::V,הביט,kacta
943,ansehen::V,התבונן,kacta
944,hören::V,שמע,kulda
945,zuhören::V,הקשיב,kundeltas
946,probieren::V,נסה,mujada
947,riechen::V,הריח,rižada
948,fühlen::V,חש,mujada
949,scheinen::V,נדמה,näguda
950,zu sehen sein::V,נראה,näguda
951,vernehmen::V,נודע ל,kulištada
952,frieren::V,קר ל,kül'mdä
953,tun::V,פעל,tehta
954,können::V,יכל,voida
955,können::V,יכל,mahtta
956,wollen::V,רצה,himoita
957,wollen::V,רצה,tahtoida
958,anfangen::V,התחיל,zavottä
959,anfangen::V,התחיל,augotada
960,beenden::V,גמר,loptä
961,aufhören::V,סים,loptas
962,gelingen::V,הצליח,lähtta
963,gelingen::V,הצליח,tehtas
964,geraten::V,עלה,tulda
965,öffnen::V,פתח,avaita
966,schließen::V,סגר,saubata
967,stellen::V,העמיד,panda
968,stellen::V,העמיד,seižutada
969,setzen::V,הושיב,ištutada
970,legen::V,שם,panda
971,berühren::V,נגע,koskta
972,berühren::V,נגע,käziduda
973,verbinden::V,קשר,ühtenzoitta
974,bedecken::V,כסה,katta
975,bedecken::V,כסה,peitta
976,aufhängen::V,תלה,riputada
977,anzünden::V,הצית,sütutada
978,aufheben::V,אסף,leta
979,zurücklassen::V,השאיר,jätta
980,verlieren::V,אבד,kadotada
981,fallen lassen::V,שמט,kirbotada
982,fallen lassen::V,הפיל,kirbotada
983,machen::V,עשה,säta
984,machen::V,עשה,tehta
985,herstellen::V,יצר,tehta
986,bauen::V,בנה,leta
987,bauen::V,בנה,sauda
988,reparieren::V,תקן,koheta
989,verbessern::V,שפר,paremboita
990,ändern::V,שנה,vajehtada
991,graben::V,חפר,kaida
992,graben::V,חפר,čongoida
993,beugen::V,כפף,koverta
994,biegen::V,כופף,painda
995,drehen::V,סובב,punotada
996,wenden::V,הפך,käta
997,wenden::V,הפך,kärauta
998,umdrehen::V,סובב,käta
999,heben::V,הרים,leta
1000,hochheben::V,הרים,libutada
1001,ergreifen::V,אחז,tabata
1002,halten::V,החזיק,pidada
1003,drücken::V,לחץ,painda
1004,schieben::V,הזיז,žigutada
1005,kratzen::V,שרט,künstä
1006,kratzen::V,שפשף,künstä
1007,lecken::V,לקק,nolda
1008,beißen::V,נשך,purda
1009,beißen::V,נשך,hambastada
1010,abreißen::V,קרע,ratketa
1011,abschneiden::V,חתך,čapata
1012,abschneiden::V,חתך,leikata
1013,binden::V,קשר,sidoda
1014,stecken::V,תקע,čokaita
1015,brechen::V,שבר,katkaita
1016,klopfen::V,נקש,kolkotada
1017,hauen::V,הכה,löda
1018,kleben::V,הדביק,klejata
1019,reiben::V,שפשף,hosta
1020,reiben::V,שפשף,törkita
1021,reiben::V,שפשף,jorotada
1022,streichen::V,מרח,voita
1023,schleifen::V,השחיז,hijoida
1024,schleifen::V,השחיז,teravzoitta
1025,schneiden::V,גזר,leikata
1026,rütteln::V,נענע,heilutada
1027,schütteln::V,נער,pudištada
1028,schwenken::V,נופף,maihutada
1029,schwenken::V,טלטל,maihutada
1030,schütten::V,שפך,valada
1031,füllen::V,מלא,täutta
1032,einwickeln::V,עטף,kärdä
1033,tragen::V,נשא,kantta
1034,tragen::V,נשא,kandišta
1035,schleppen::V,סחב,vedätada
1036,ziehen::V,משך,vedada
1037,aufbewahren::V,שמר,kaita
1038,werfen::V,זרק,čuta
1039,werfen::V,זרק,tactä
1040,fangen::V,תפס,püta
1041,packen::V,אחז,tabata
1042,verstecken::V,החביא,peitta
1043,teilen::V,חלק,jagada
1044,schicken::V,שלח,oigeta
1045,bringen::V,הביא,veda
1046,hinzufügen::V,הוסיף,ližata
1047,bekommen::V,תפס,sada
1048,erhalten::V,קבל,sada
1049,nehmen::V,אחז,otta
1050,wählen::V,בחר,valita
1051,auswählen::V,בחר ב,valita
1052,bewahren::V,קים,kaita
1053,behindern::V,מנע,telustada
1054,verderben::V,מנע,travida
1055,beschädigen::V,הזיק,satatada
1056,zerbrechen::V,נשבר,mureta
1057,zerreißen::V,קרע,rebitada
1058,zerstören::V,הרס,mureta
1059,zerstören::V,השמיד,mureta
1060,verbrennen::V,שרף,poltta
1061,geben::V,נתן,antta
1062,reichen::V,העביר,antta
1063,schenken::V,נתן במתנה,lahjoita
1064,versprechen::V,הבטיח,toivotada
1065,wünschen::V,אחל,toivotada
1066,loben::V,שבח,kitta
1067,küssen::V,נשק,tervehtada
1068,wiegen::V,נדנד,likutada
1069,zudecken::V,כסה,katta
1070,wecken::V,עורר,noustatada
1071,zeigen::V,הראה,ozutada
1072,führen::V,הביא,astutada
1073,führen::V,הוביל,astutada
1074,lehren::V,למד,opeta
1075,unterrichten::V,למד,opeta
1076,aufziehen::V,רומם,kazvatada
1077,leiten::V,נהל,ohjata
1078,antreiben::V,המרץ,rigehtoitta
1079,lassen::V,נתן,käskta
1080,einladen::V,הזמין,kucta
1081,vereinigen::V,אחד,ühtenzoitta
1082,vereinigen::V,לכד,ühtenzoitta
1083,besuchen::V,בקר,rižada
1084,treffen::V,פגש,vastata
1085,sich versammeln::V,התאסף,kägeta
1086,sich versammeln::V,התאסף,sätas
1087,spielen::V,שחק,väta
1088,singen::V,שר,pajatada
1089,tanzen::V,רקד,kargaita
1090,sich trennen::V,נפרד,erigata
1091,verlassen::V,עזב,jätta
1092,retten::V,הציל,päzutada
1093,bewachen::V,שמר,varjoita
1094,schützen::V,אבטח,kaita
1095,verteidigen::V,הגן,kaita
1096,sich schlagen::V,התכתש,torata
1097,schießen::V,ירה,ampta
1098,siegen::V,גבר,vägestada
1099,siegen::V,נצח,vägestada
1100,ärgern::V,עצבן,verdutada
1101,ärgern::V,עצבן,rändütada
1102,schlagen::V,הכה,löda
1103,schlagen::V,הכה,iškta
1104,schlagen::V,הלקה,löda
1105,schlagen::V,הלקה,iškta
1106,treten::V,בעט,peksta
1107,treten::V,בעט,topsta
1108,stechen::V,דקר,pystiä
1109,stoßen::V,דחק,iškta
1110,stoßen::V,דחק,pudištada
1111,stehlen::V,גנב,vargastada
1112,stören::V,קטע,keskustada
1113,stören::V,הפריע,keskustada
1114,belästigen::V,הציק,tartuteldas
1115,belästigen::V,הטריד,tartuteldas
1116,verbergen::V,הצניע,katelda
1117,täuschen::V,שגע,manitada
1118,betrügen::V,הונה,manitada
1119,töten::V,הרג,rikta
1120,töten::V,הרג,surmita
1121,wohnen::V,גר,eläda
1122,arbeiten::V,עבד,rata
1123,sammeln::V,אסף,kogota
1124,pflücken::V,קטף,poimda
1125,jagen::V,צד,mecata
1126,fischen::V,דג,kalatada
1127,fassen::V,תפס,tabata
1128,hüten::V,רעה,paimeta
1129,treiben::V,הוציא,ajada
1130,anbinden::V,קשר,küttestada
1131,anbinden::V,קשר,sidoda
1132,füttern::V,הלעיט,sötta
1133,melken::V,חלב,lüpsta
1134,hacken::V,קצץ,sauda
1135,gießen::V,השקה,valada
1136,reifen::V,בשל,küpseta
1137,zubereiten::V,הכין,vaumištada
1138,kochen::V,בשל,keitta
1139,backen::V,אפה,paštta
1140,braten::V,צלה,žarda
1141,braten::V,טגן,žarda
1142,umrühren::V,ערבב,segoitada
1143,stricken::V,סרג,kudoda
1144,nähen::V,תפר,ombelta
1145,färben::V,צבע,mujutada
1146,reinigen::V,נקה,puhtastada
1147,waschen::V,רחץ,pesta
1148,waschen::V,כבס,pesta
1149,abwischen::V,נגב,pühktä
1150,spülen::V,שטף,huhtoida
1151,fegen::V,טאטא,pühkta
1152,kehren::V,טאטא,uhoita
1153,baden::V,טבל,kül'ptäs
1154,baden::V,שחה,kül'ptäs
1155,sich waschen::V,התרחץ,pestas
1156,ausziehen::V,הוריד,riičta
1157,ausziehen::V,הוריד,rušta
1158,anziehen::V,לבש,panda päle
1159,anziehen::V,לבש,panda kädehe
1160,anziehen::V,לבש,panda jaugha
1161,sich anziehen::V,התלבש,sobdas
1162,kämmen::V,סרק,harjata
1163,schmücken::V,קשט,čomitada
1164,sagen::V,אמר,sanuda
1165,sprechen::V,דבר,pagišta
1166,reden::V,דבר,pagišta
1167,sich unterhalten::V,שוחח,lodaita
1168,fragen::V,שאל,küzuda
1169,bitten::V,בקש,pakita
1170,erzählen::V,ספר,sanuda
1171,erzählen::V,ספר,starinoita
1172,mitteilen::V,מסר,tedotada
1173,mitteilen::V,הודיע,tedotada
1174,nennen::V,קרא בשם,nimitada
1175,rufen::V,גיס,kucta
1176,rufen::V,הזמין לבוא,kucta
1177,prahlen::V,התרברב,kittäs
1178,übersetzen::V,תרגם,käta
1179,denken::V,חשב,meletada
1180,glauben::V,האמין,uskta
1181,bemerken::V,הבחין,homaita
1182,erkennen::V,זהה,tundištada
1183,begreifen::V,קלט,tabata
1184,begreifen::V,הבין,tabata
1185,verstehen::V,הבין,el'geta
1186,verstehen::V,הבין,toimetada
1187,lernen::V,למד,opetas
1188,wissen::V,ידע,teta
1189,sich erinnern an::V,זכר,johtutada
1190,vergessen::V,שכח,unohtada
1191,messen::V,מדד,märita
1192,zählen::V,ספר,lugeda
1193,rechnen::V,חשב,lugeda
1194,lesen::V,קרא,lugeda
1195,malen::V,ציר,pirta
1196,zeichnen::V,שרטט,pirta
1197,schreiben::V,כתב,kirjutada
1198,besitzen::V,היה בעל של,omištada
1199,kaufen::V,קנה,ostta
1200,kaufen::V,רכש,ostta
1201,verkaufen::V,מכר,möda
1202,bezahlen::V,שלם,maksta
1203,zahlen::V,שלם,maksta
1204,beherrschen::V,שלט,valdoita
1205,ertragen::V,סבל,tirpta
