,Concept_ID,os,bn
664,geizig::A,мæрддзæст,ব্যয়কুণ্ঠ
665,klug::A,зондджын,দক্ষ
666,geschickt::A,хӕрзарӕхст,পটু
667,lieb::A,уарзон,প্রেয়
668,lustig::A,хъӕлдзӕг,প্রফুল্ল
669,sanft::A,мынчын,নম্র
670,hungrig::A,ӕххормаг,ক্ষুধার্ত
671,krank::A,нӕфӕразгӕ,অসুস্থ
672,nackt::A,бӕгънӕг,উলঙ্গ
673,traurig::A,ӕрхӕндӕг,দুঃখিত
674,lebendig::A,цардӕгас,জীবিত
675,gut::A,хорз,ভালো
676,schlecht::A,цауд,মন্দ
677,richtig::A,раст,ঠিক
678,schlimm::A,ӕвзӕр,কদর্য
679,wahr::A,ӕцӕг,বাস্তব
680,alt::A,зӕронд,পুরাতন
681,neu::A,ног,নব
682,neu::A,ног,নূতন
683,ehemalig::A,раздӕры,পূর্বকালীন
684,alt[Lebewesen]::A,ацӕргӕ,বৃদ্ধ
685,jung::A,ӕрыгон,তরুণ
686,arm::A,мӕгуыр,ক্ষুদ্র
687,reich::A,хъӕздыг,ধনবান্
688,bekannt::A,зонгӕ,সুপরিচিত
689,berühmt::A,номдзыд,বিখ্যাত
690,fremd::A,æцæгæлон,বিদেশি
691,verschieden::A,æндæр æмæ æндæр,বিসদৃশ
692,verschieden::A,алы,বিসদৃশ
693,verschieden::A,алыхуызон,বিসদৃশ
694,nah::A,хӕстӕг,নিকটবতী
695,fern::A,дард,দুরবতী
696,fern::A,дӕрддаг,দুরবতী
697,linker::A,галиу,বাম
698,rechter::A,рахиз,ডান
699,rechter::A,рахиз,ডাইন
700,anderer::A,иннӕ,অন্যতর
701,anderer::A,ӕндӕр,অন্যতর
702,erster::A,фыццаг,প্রথম
703,erster::A,фыццӕгӕм,প্রথম
704,zweiter::A,дыккаг,দ্বিতীয়
705,zweiter::A,дыккæгæм,দ্বিতীয়
706,dritter::A,æртыккаг,তৃতীয়
707,dritter::A,æртыккæгæм,তৃতীয়
708,letzter::A,фӕстаг,সর্বশেষ
709,allein::ADV,иунæг,একক
710,auf einmal::ADV,уайтагъд,জলদি
711,auf einmal::ADV,æвиппайды,জলদি
712,auf einmal::ADV,æваст,জলদি
713,zusammen::ADV,иумӕ,একসঙ্গে
714,lange::ADV,бирæ рæстæг,লম্বা
715,plötzlich::ADV,æвиппайды,হঠাৎ
716,plötzlich::ADV,æваст,হঠাৎ
717,sofort::ADV,уыцы сахат,মুহ্ণর্তমধ্যে
718,sofort::ADV,уайтагъд,মুহ্ণর্তমধ্যে
719,später::ADV,фæстæдæр,পশ্চাতে
720,jetzt::ADV,ныр,এখন
721,heute::ADV,абон,আজ
722,morgen::ADV,райсом,আগামিকাল
723,bald::ADV,тагъд,অস্পকালমধ্যে
724,bald::ADV,рæхджы,অস্পকালমধ্যে
725,dann::ADV,стæй,তখন
726,gestern::ADV,знон,গতকাল
727,einst::ADV,кӕддӕр,একবার মাত্র
728,damals::ADV,уæд,তখন
729,danach::ADV,стæй,পরে
730,danach::ADV,уый фæстæ,পরে
731,vorher::ADV,раздæр,আগে
732,zuerst::ADV,фыццаг,আগে
733,einmal::ADV,иу хатт,একবার
734,manchmal::ADV,хатт,কখনও কখনও
735,oft::ADV,арæх,ঘনঘন
736,immer::ADV,ӕдзух,সর্বদা
737,niemals::ADV,никуы,কখলও নহে
738,niemals::ADV,никæд,কখলও নহে
739,hier::ADV,ам,এখানে
740,hierhin::ADV,ардӕм,এখানে
741,von hier::ADV,ардыгæй,ত্রই স্তান হইতে
742,dort::ADV,уым,ওখানে
743,dorthin::ADV,уырдӕм,ওখানে
744,geradeaus::ADV,æргом,অগ্রগামী
745,vorwärts::ADV,размӕ,সন্মুখিকে
746,rückwärts::ADV,фӕстӕмӕ,খিরিয়া
747,zurück::ADV,фӕстӕмӕ,পিঠ
748,unten::ADV,дæлæ,নীচে
749,unten::ADV,дæлейы,নীচে
750,unten::ADV,бынæй,নীচে
751,hinab::ADV,дӕлӕмӕ,নিম্নগামী
752,hinab::ADV,уырдыгмӕ,নিম্নগামী
753,oben::ADV,уӕле,উপরে
754,hinauf::ADV,уӕлӕмӕ,উচ্চতর অংশে
755,überall::ADV,алыран,সর্বত্র
756,überall::ADV,алкæм,সর্বত্র
757,überall::ADV,кæмдæриддæр,সর্বত্র
758,nicht::ADV,нӕ,না
759,ein wenig::ADV,чысыл,অল্প
760,kaum::ADV,цъус,কষ্টসহকাবে
761,sehr::ADV,тынг,খুব
762,sehr::ADV,иттӕг,খুব
763,so::ADV,афтӕ,তত
764,noch::ADV,ма,এখন পর্যস্ত
765,nur::ADV,канд,শুধু
766,nur::ADV,ӕрмӕст,শুধু
767,schon::ADV,нырид,ইতঃপুর্বে
768,wieder::ADV,ногӕй,আবার
769,vergebens::ADV,дзæгъæлы,বিফলে
770,vergebens::ADV,уæгъды,বিফলে
771,vergebens::ADV,æнæхъуаджы,বিফলে
772,vor::PRP,разы,সম্মুখে
773,hinter::PRP,фӕстӕ,পশ্চাতে
774,unter::PRP,бын,নীচে
775,durch::PRP,æхсæнты,দ্বারা
776,neben::PRP,цур,কাছে
777,zwischen::PRP,астӕу,মধ্যে
778,wegen::PRP,тыххай,জন্য
779,dies::PRN,ай,এটা
780,das::PRN,уый,ওটা
781,alles::PRN,алцы,সব
782,alles::PRN,æппæтдæр,সব
783,alles::PRN,иууылдӕр,সব
784,ich::PRN,æз,আমি
785,du::PRN,ды,তুমি
786,er::PRN,уый,উনি
787,wir::PRN,мах,আমরা
788,ihr::PRN,сымах,তোমরা
789,sie::PRN,уыдон,তারা
790,was::FPRN,цы,কি
791,wer::FPRN,чи,কে
792,wo::FADV,кӕм,কোথায়
793,wohin::FADV,кӕдӕм,কোথায়
794,wie::FADV,куыд,কেমন
795,warum::FADV,цӕмӕн,কেন
796,wieviel::FNUM,цал,কত
797,eins::NUM,иу,অক
798,zwei::NUM,дыууӕ,দুই
799,drei::NUM,ӕртӕ,তিন
800,vier::NUM,цыппар,চার
801,fünf::NUM,фондз,পাঁচ
802,sechs::NUM,ӕхсӕз,ছয়
803,sieben::NUM,авд,সাত
804,acht::NUM,аст,আট
805,neun::NUM,фараст,নয়
806,zehn::NUM,дӕс,দশ
807,elf::NUM,иуæндæс,এগারো
808,zwölf::NUM,дыууадæс,দ্বাদশ
809,zwanzig::NUM,дыууын,বিশ
810,dreißig::NUM,æртын,ত্রিশ
811,dreißig::NUM,дæсæмæссæдз,ত্রিশ
812,vierzig::NUM,цыппор,চল্লিশ
813,vierzig::NUM,цыппур,চল্লিশ
814,vierzig::NUM,дыууиссæдзы,চল্লিশ
815,fünfzig::NUM,фӕндзай,পঞ্চাশ
816,sechzig::NUM,æхсай,ষাট
817,sechzig::NUM,æртиссæдзы,ষাট
818,siebzig::NUM,æвдай,সত্তর
819,siebzig::NUM,дæс æмæ æртиссæдзы,সত্তর
820,achtzig::NUM,цыппарыссæдзы,আশি
821,achtzig::NUM,æстай,আশি
822,neunzig::NUM,нæуæдз,নব্বুই
823,neunzig::NUM,дæс æмæ цыппарыссæдзы,নব্বুই
824,hundert::NUM,сӕдӕ,শত
825,tausend::NUM,мин,হাজার
826,und::CNJ,ӕмӕ,আর
827,und::CNJ,ӕмӕ,এবং
828,oder::CNJ,кӕнӕ,বা
829,stehen::V,лӕууын,দাঁড়ানো
830,sitzen::V,бадын,বসা
831,liegen::V,хуыссын,শোয়া
832,hängen::V,ауыгъд уын,ঝোলা
833,werden::V,суӕвын,হইয়া উঠা
834,passieren::V,æрцæуын,ঘটা
835,beginnen::V,райдайын,আরম্ভ হওয়া
836,enden::V,фæуын,শেষ হওয়া
837,wechseln::V,ивын,রূপাস্তর করা
838,aufgehen[Sonne]::V,скæсын,উদিত হওয়া
839,untergehen[Sonne]::V, аныгуылын,অস্ত যাওয়া
840,scheinen[Sonne]::V,рухс кӕнын,আলো দেওয়া
841,donnern::V,нæрын,বজ্রধ্বনি করা
842,wehen::V,дымын,প্রবাহিত হওয়া
843,strömen::V,кӕлын,প্রবাহিত হওয়া
844,fließen::V,цæуын,ছুটা
845,fließen::V,уайын,ছুটা
846,fließen::V,кæлын,ছুটা
847,sich drehen::V,зилын,পাক খাওয়া
848,schwanken::V,æнкъуысын,দোলা
849,schwingen::V,æнкъуысын,দোলা
850,schwingen::V,змæлын,দোলা
851,fallen::V,хауын,পড়া
852,brennen::V,судзын,সেঁকা
853,rauchen::V,фæздæг кæнын,ধোঁয়া ছড়ান
854,regnen::V,уарын,বর্ষণ_করা
855,gefrieren::V,сӕлын,হিমায়িত হওয়া
856,tauen::V,стайын,গলা
857,schmelzen::V,тайын,গলা
858,trocknen::V,хус кæнын,শুষ্ক করা
859,sieden::V,фыцын,ফোঁড়া
860,faulen::V,ӕмбийын,ক্ষয় হওয়া
861,verfaulen::V,бамбийын,ক্ষয় হওয়া 
862,reißen::V,скъуийын,ছিঁড়া
863,versinken::V,дӕлдон_кӕнын,ডুবা
864,vergehen::V,аивгъуийын,যাওয়া
865,erscheinen::V,разынын,আসা
866,verschwinden::V,фæтары уын,অদৃশ্য হওয়া
867,verschwinden::V,фæдæлдзæх уын,অদৃশ্য হওয়া
868,verschwinden::V,фесæфын,অদৃশ্য হওয়া
869,verschwinden::V,æрбайсæфын,অদৃশ্য হওয়া
870,sinken::V,дæлæмæ æрхауын,হ্রাস হওয়া
871,abnehmen::V,фæкъаддæр уын,হ্রাস হওয়া
872,abnehmen::V,фæцух уын,হ্রাস হওয়া
873,zunehmen::V,фæфылдæр уын,বৃদ্ধি পাওয়া
874,zunehmen::V,сбирæ уын,বৃদ্ধি পাওয়া
875,zunehmen::V,сахадын,বৃদ্ধি পাওয়া
876,steigen::V,сыстын,ওঠা
877,wachsen::V,рӕзын,বড় হওয়া
878,glänzen::V,ӕрттивын,জ্বলা
879,funkeln::V,тыбар-тыбур_кӕнын,জ্বল্জ্বল করা
880,lärmen::V,хъæлæба кæнын,
881,läuten::V,цæгъдын,রুসুঝুসু করা
882,klingeln::V,цæгъдын,বাজা
883,klirren::V,дзыгъал-мыгъул кæнын,টুংটাং-শব্দ করা
884,klirren::V,дзæгъ-дзæгъ кæнын,টুংটাং-শব্দ করা
885,brausen::V,абухын,গর্জন করা
886,klingen::V,зæлын,শব্দ করা
887,klingen::V,азæлын,শব্দ করা
888,klingen::V,хъуысын,শব্দ করা
889,bellen::V,рæйын,ঘেউ ঘেউ করা
890,heulen::V,ниуын,গর্জন করা
891,blasen::V,фу кӕнын,ফুঁ দেওয়া
892,pfeifen::V,æхситт кæнын,শিস্ দেওয়া
893,pfeifen::V,къуыззитт кæнын,শিস্ দেওয়া
894,schreien::V,хъӕр кӕнын,চিৎকার করা
895,stöhnen::V,хъæрзын,গোঁ-গো করা
896,stöhnen::V,дзыназын,গোঁ-গো করা
897,zittern::V,ризын,কাঁপা
898,leben::V,цӕрын,বাঁচা
899,geboren werden::V,райгуырын,জন্মানো
900,atmen::V,улӕфын,শ্বাস ফেলা
901,trinken::V,нуазын,পান করা
902,essen::V,хӕрын,ভক্ষণ করা
903,schlucken::V,ныхъуырын,গেলা
904,müde werden::V,бафæллайын,পরিশ্রান্ত হওয়া
905,müde werden::V,бафæлмæцын,পরিশ্রান্ত হওয়া
906,müde werden::V,сфæлмæцын,পরিশ্রান্ত হওয়া
907,einschlafen::V,бафынæй уын,নিদ্রামগ্ন হওয়া
908,schlafen::V,хуыссын,নিদ্রা যাওয়া
909,schlafen::V,фынӕй кӕнын,নিদ্রা যাওয়া
910,aufwachen::V,райхъал уын,জাগা
911,aufstehen::V,стын,জাগা
912,sich erholen::V,фæллад уадзын,আরাম করা
913,sich erholen::V,улæфын,আরাম করা
914,krank werden::V,фӕрынчын уын,অসুস্থ হত্তয়া
915,krank sein::V,сӕйын,রূগ্ণ হত্তয়া
916,schmerzen::V,риссын,কন্কন করা
917,husten::V,хуыфын,কাশা
918,genesen::V,сдзæбæх уын,আরোগ্য হওয়া
919,genesen::V,рандидзын,আরোগ্য হওয়া
920,genesen::V,сæндидзын,আরোগ্য হওয়া
921,sterben::V,мӕлын,মারা যাওয়া
922,umkommen::V,фесæфын,মারা যাওয়া
923,umkommen::V,байсæфын,মারা যাওয়া
924,umkommen::V,бабын уын,মারা যাওয়া
925,umkommen::V,мард фæуын,মারা যাওয়া
926,sich bewegen::V,тæлфын,চলা
927,sich bewegen::V,цæуын,চলা
928,sich rühren::V,змӕлын,নড়া
929,sich erheben::V,стын,উদিত হওয়া
930,sich setzen::V,сбадын,বসা
931,hinfallen::V,ӕрхауын,পড়া
932,laufen::V,цӕуын,হাঁটা
933,laufen::V,рацу-бацу_кӕнын,হাঁটা
934,schreiten::V,къахдзæф кæнын,হাঁটা
935,schreiten::V,санчъех кæнын,হাঁটা
936,schreiten::V,цæуын,হাঁটা
937,spazierengehen::V,озер кæнын,পায়চারি করা
938,spazierengehen::V,тезгъо кæнын,পায়চারি করা
939,eilen::V,тагъд кæнын,ত্বরাম্বিত করা
940,eilen::V,тындзын,ত্বরাম্বিত করা
941,sich beeilen::V,тагъд кæнын,ত্বরাম্বিত করা
942,sich beeilen::V,тындзын,ত্বরাম্বিত করা
943,sausen::V,уайын,ধেয়ে যাওয়া
944,sausen::V,тæхын,ধেয়ে যাওয়া
945,rennen::V,згъорын,চলা
946,springen::V,гæпп кæнын,লাফানো
947,springen::V,сæррæтт кæнын,লাফানো
948,springen::V,лиуырын,লাফানো
949,klettern::V,хилын,আরোহণ করা
950,schaukeln::V,хецъро кæнын,দোলা
951,schaukeln::V,херыйыл бадын,দোলা
952,kriechen::V,бырын,হামাগুড়ি দেওয়া
953,schwimmen::V,ленк кӕнын,সাঁতার কাটা
954,tauchen::V,ныгъуылын,ডোবা
955,rudern::V,бæлæгъ тæрын,দাঁড় টানা
956,rudern::V,чема тæрын,দাঁড় টানা
957,fahren::V,цӕуын,চালান
958,fliegen::V,тӕхын,ওড়া
959,gehen::V,цӕуын,যাওয়া
960,weggehen::V,ацӕуын,প্রস্থান করা
961,abfahren::V,араст уын,প্রস্থান করা
962,anhalten::V,æрлæууын,থামা
963,hineingehen::V,мидæмæ цæуын,ঢোকা
964,eintreten::V,бацӕуын,ঢোকা
965,kommen::V,æрцæуын,আসা
966,ankommen::V,æрцæуын,আসা
967,zurückkommen::V,раздæхын,ফিরা
968,zurückkommen::V,фæстæмæ_раздæхын,ফিরা
969,zurückkommen::V,æрбаздæхын,ফিরা
970,zurückkommen::V,аздæхын,ফিরা
971,bleiben::V,лӕууын,থাকা
972,warten::V,ӕнхъӕлмӕ кӕсын,অপেক্ষা করা
973,erwarten::V,ӕнхъӕлмӕ кӕсын,অপেক্ষা করা
974,suchen::V,агурын,খোঁজ করা
975,finden::V,ссарын,পাওয়া
976,versuchen::V,фӕлварын,পরখ করা
977,vorbereiten::V,бацаттæ кæнын,প্রস্তুত করা
978,vorbereiten::V,æрæввонг кæнын,প্রস্তুত করা
979,lieben::V,уарзын,ভালবাসা
980,mögen::V,зæрдæмæ цæуын,পছন্দ করা
981,lachen::V,худын,হাসা
982,rühren::V,зæрдæ суынгæг кæнын,হৃদয়ম্পর্শ করা
983,weinen::V,кӕуын,কাঁদা
984,schimpfen::V,æлгъитын,নালিশ করা
985,sich ärgern::V,мæсты кæнын,রাগ হত্তয়া
986,sich fürchten::V,тæрсын,ভয় করা
987,fürchten::V,тæрсын,ডরা
988,fliehen::V,лидзын,পালানো
989,flüchten::V,алидзын,পালানো
990,sehen::V,уынын,দেখা
991,anschauen::V,акӕсын,দেখা
992,ansehen::V,кӕсын,দেখা
993,hören::V,хъусын,শোনা
994,zuhören::V,хъусын,শোনা
995,probieren::V,уынын,পরখ করা
996,probieren::V,аходын,পরখ করা
997,riechen::V,смудын,শুঁকা
998,fühlen::V,ӕнкъарын,অনুভব করা
999,scheinen::V,зынын,মনে হত্তয়া
1000,zu sehen sein::V,зынын,দেখা দেত্তয়া
1001,vernehmen::V,фехъусын,শোনা
1002,frieren::V,сийын,শীত লাগা
1003,tun::V,кӕнын,করা
1004,können::V,фӕразын,পারা
1005,wollen::V,фӕндын,ইচ্ছা করা
1006,anfangen::V,райдайын,আরম্ভ করা
1007,beenden::V,фӕуын,শেষ করা
1008,aufhören::V,банцайын,থামা
1009,aufhören::V,фенцайын,থামা
1010,gelingen::V,бантысын,সিদ্ধিলাভ করা
1011,geraten::V,разынын,পরিণত হত্তয়া
1012,öffnen::V,гом кӕнын,খোলা
1013,schließen::V,ӕхгӕнын,বন্ধ করা
1014,stellen::V,ӕвӕрын,স্থাপন করা
1015,setzen::V,сбадын кӕнын,স্থাপন করা
1016,legen::V,ӕрӕвӕрын,স্থাপন করা
1017,berühren::V,агайын,স্পর্শ করা
1018,verbinden::V,бӕттын,সংযুক্ত করা
1019,bedecken::V,ӕмбӕрзын,ঢাকা
1020,aufhängen::V,ауындзын,ঝুলানো
1021,anzünden::V,ссудзын,জ্বালান
1022,aufheben::V,сисын,কুড়াইয়া তোলা
1023,zurücklassen::V,ныууадзын,পরিত্যাগ করা
1024,verlieren::V,фесафын,হারান
1025,fallen lassen::V,ӕрӕппарын,ফেলা
1026,fallen lassen::V,къухтӕй феуӕгъд кӕнын,ফেলা
1027,machen::V,саразын,গঠন করা
1028,herstellen::V,сцæттæ кæнын,সৃষ্টি করা
1029,herstellen::V,саразын,সৃষ্টি করা
1030,bauen::V,амайын,নির্মাণ করা
1031,reparieren::V,æмпъузын,মেরামত করা
1032,reparieren::V,цалцæг кæнын,মেরামত করা
1033,verbessern::V,фæхуыздæр кæнын,উন্নতিলাভ করা
1034,ändern::V,аивын,পরিবর্তিত করা
1035,graben::V,къахын,খনন করা
1036,beugen::V,æркъæдз кæнын,নোয়া
1037,beugen::V,æртасын кæнын,নোয়া
1038,biegen::V,тасын кӕнын,নোয়া
1039,drehen::V,здухын,ঘোরান
1040,wenden::V,афæлдахын,উলটাইয়া দেত্তয়া
1041,wenden::V,рафæлдахын,উলটাইয়া দেত্তয়া
1042,umdrehen::V,афæлдахын,উলটানো
1043,heben::V,сдарын,উত্তোলন করা
1044,heben::V,схæцын,উত্তোলন করা
1045,hochheben::V,уæлæмæ хæцын,উঁচু করা
1046,ergreifen::V,фӕлӕбурын,দখল করা
1047,halten::V,дарын,ধরা
1048,drücken::V,æлхъивын,টেপা
1049,drücken::V,хæцын,টেপা
1050,schieben::V,схойын,ঠেলা
1051,kratzen::V,хафын,চাঁচা
1052,lecken::V,сдæрын,চাটা
1053,beißen::V,хæцын,দংশন করা
1054,abreißen::V,ратонын,বিচ্ছিন্ন করা
1055,abschneiden::V,ралыг кӕнын,বিচ্ছিন্ন করা
1056,binden::V,бабӕттын,বন্ধন করা
1057,stecken::V,ныссадзын,বিদ্ধ করা
1058,brechen::V,асæттын,ভাঙা
1059,brechen::V,басæттын,ভাঙা
1060,brechen::V,ныссæттын,ভাঙা
1061,klopfen::V,хойын,আঘাত করা
1062,klopfen::V,гуыпп-гуыпп кæнын,আঘাত করা
1063,klopfen::V,къуырцц-къуырцц кæнын,আঘাত করা
1064,hauen::V,цӕвын,আঘাত করা
1065,hauen::V,нӕмын,আঘাত করা
1066,kleben::V,ныхасын,সাঁটা
1067,kleben::V,æндадзын,সাঁটা
1068,reiben::V,сӕрфын,ঘষা
1069,reiben::V,хафын,ঘষা
1070,streichen::V,байсæрдын,ছড়াইয়া
1071,streichen::V,сахорын,ছড়াইয়া
1072,schleifen::V,ссын,ধার দেওয়া
1073,schleifen::V,цыргъ кӕнын,ধার দেওয়া
1074,schneiden::V,кӕрдын,কাটা
1075,rütteln::V,æнкъусын,নাড়ান
1076,schütteln::V,уигъын,নড়া
1077,schwenken::V,тилын,দোলা
1078,schwenken::V,уигъын,দোলা
1079,schütten::V,ныккӕнын,বর্ষণ করা
1080,füllen::V,байдзаг кæнын,পরিপূর্ণ করা
1081,einwickeln::V,батухын,মুড়া
1082,tragen::V,хӕссын,বহন করা
1083,schleppen::V,ласын,টানা
1084,ziehen::V,ласын,টানা
1085,aufbewahren::V,æвæрын,রাখা
1086,werfen::V,зыввытт кӕнын,ছুড়া
1087,fangen::V,ӕрцахсын,লোফা
1088,packen::V,рацахсын,ধরা
1089,verstecken::V,æмбæхсын,গোপন করা
1090,verstecken::V,нымæхсын,গোপন করা
1091,teilen::V,уарын,বিভক্ত করা
1092,schicken::V,ӕрвитын,প্রেরণ করা
1093,bringen::V,æрхæссын,আনা
1094,bringen::V,æрбахæссын,আনা
1095,hinzufügen::V,ӕфтауын,একত্র করা
1096,bekommen::V,ссарын,পাওয়া
1097,bekommen::V,сфæрæз кæнын,পাওয়া
1098,bekommen::V,самал кæнын,পাওয়া
1099,erhalten::V,райсын,পাওয়া
1100,nehmen::V,райсын,নেওয়া
1101,wählen::V,равзарын,বাছা
1102,auswählen::V,авзарын,বাছা
1103,bewahren::V,бавæрын,বাঁচাইয়া রাখা
1104,bewahren::V,нывæрын,বাঁচাইয়া রাখা
1105,behindern::V,цæлхдур æвæрын,বাধা দেওয়া
1106,behindern::V,ныхдур æвæрын,বাধা দেওয়া
1107,behindern::V,къуылымпы кæнын,বাধা দেওয়া
1108,behindern::V,хъыг дарын,বাধা দেওয়া
1109,verderben::V,фесафын,নষ্ট করা
1110,beschädigen::V,халын,ক্ষতি করা
1111,zerbrechen::V,асӕттын,ভাঙ্গিয়া যাওয়া
1112,zerreißen::V,аскъуынын,ছিঁড়া
1113,zerstören::V,фехалын,বিনাশ করা
1114,verbrennen::V,басудзын,দহন করা
1115,geben::V,дӕттын,দেওয়া
1116,reichen::V,адæттын,দেওয়া
1117,schenken::V,лæвар кæнын,উপহার দেত্তয়া
1118,versprechen::V,дзырд раттын,প্রতিশ্রুতি দেওয়া
1119,versprechen::V,зӕрдӕ бавӕрын,প্রতিশ্রুতি দেওয়া
1120,wünschen::V,зæрдæ зæгъы,আকাঙ্ক্ষা করা
1121,loben::V,раппӕлын,প্রশংসা করা
1122,küssen::V,пъа кæнын,চুম্বন করা
1123,küssen::V,ба кæнын,চুম্বন করা
1124,wiegen::V,узын,দুলানো
1125,zudecken::V,бамбӕрзын,ঢাকা
1126,wecken::V,райхъал кӕнын,জাগানো
1127,zeigen::V,амонын,দেখানো
1128,führen::V,кӕнын,পথ দেখানো
1129,führen::V,фæкæнын,পথ দেখানো
1130,lehren::V,ахуыр кæнын,শেখানো
1131,unterrichten::V,ахуыр кæнын,শিক্ষা দেওয়া
1132,aufziehen::V,хъомыл кӕнын,পালন করা
1133,leiten::V,разамынд дӕттын,পরিচালনা করা
1134,antreiben::V,тагъд кæнын,চালনা করা
1135,antreiben::V,рог кæнын,চালনা করা
1136,lassen::V,кæнын,অনুমতি দেওয়া
1137,einladen::V,ӕрхонын,নিমন্ত্রণ করা
1138,einladen::V,ӕрбахонын,নিমন্ত্রণ করা
1139,vereinigen::V,баиу кӕнын,এক করা
1140,besuchen::V,абæрæг кæнын,দেখিতে যাওয়া
1141,besuchen::V,бабæрæг кæнын,দেখিতে যাওয়া
1142,besuchen::V,бауайын,দেখিতে যাওয়া
1143,treffen::V,фембæлын,সন্মুখীন হওয়া
1144,sich versammeln::V,æрæмбырд уын,জড়ো হওয়া
1145,spielen::V,хъазын,খেলা
1146,singen::V,зарын,গাওয়া
1147,tanzen::V,кафын,নাচা
1148,sich trennen::V,фæйнæрдæм фæцæуын айхæлын,পৃথক করা
1149,verlassen::V,ныууадзын,পরিত্যাগ করা
1150,retten::V,фервӕзын кӕнын,উদ্ধার করা
1151,bewachen::V,хъахъхъӕнын,পাহারা দেওয়া
1152,schützen::V,хъахъхъӕнын,রক্ষা করা
1153,verteidigen::V,бахизын,রক্ষা করা
1154,sich schlagen::V,хыл кæнын,লড়াই করা
1155,schießen::V,ӕхсын,তীরবেগে ছোটা
1156,siegen::V,басӕттын,জেতা
1157,siegen::V,фӕуӕлахиз уӕвын,জেতা
1158,ärgern::V,мӕсты кӕнын,বিরক্ত করা
1159,schlagen::V,ныццæвын,আঘাত করা
1160,stechen::V,фæрæхойын,দংশন করা
1161,stoßen::V,риуыгъын,ঠেলা
1162,stehlen::V,давын,অপহরণ করা
1163,stören::V,хъыгдарын,ঘাঁটান
1164,belästigen::V,хъыгдарын,বিরক্ত করা
1165,verbergen::V,бамбӕхсын,গোপন করা
1166,verbergen::V,басусӕг кӕнын,গোপন করা
1167,täuschen::V,фӕливын,প্রবঞ্চনা করা
1168,täuschen::V,асайын,প্রবঞ্চনা করা
1169,betrügen::V,асайын,প্রতারণা করা
1170,töten::V,амарын,হত্যা করা
1171,wohnen::V,цӕрын,বাস করা
1172,arbeiten::V,кусын,কাজ করা
1173,sammeln::V,æртонын,সংগ্রহ করা
1174,pflücken::V,тонын,চয়ন করা
1175,jagen::V,цуан кæнын,শিকার করা
1176,fischen::V,кæсаг ахсын æнгуырæй,মাছ ধরা
1177,fischen::V,æнгуыр дарын,মাছ ধরা
1178,fassen::V,ӕрцахсын,ধরা
1179,hüten::V,хизын,যুথভুক্ত করা
1180,treiben::V,скъӕрын,চালনা করা
1181,anbinden::V,бабæттын,বন্ধন করা
1182,anbinden::V,æрбæттын,বন্ধন করা
1183,füttern::V,холлаг дæттын,ভোজন করানো
1184,füttern::V,холлаг æвæрын,ভোজন করানো
1185,füttern::V,дарын,ভোজন করানো
1186,melken::V,дуцын,দুগ্ধ দোহন করা
1187,hacken::V,кæрдын,কাটা
1188,hacken::V,лыгтæ кæнын,কাটা
1189,gießen::V,бакалын,বর্ষণ করা
1190,reifen::V,срæгъæд уын,পাকা
1191,reifen::V,сцæттæ уын,পাকা
1192,zubereiten::V,сцӕттӕ кӕнын,রন্ধন করা
1193,kochen::V,фыцын,রন্ধন করা
1194,backen::V,фыцын,সেকা
1195,braten::V,цурын,ভাজা
1196,umrühren::V,ахæццæ кæнын,নড়ানো
1197,umrühren::V,азмæнтын,নড়ানো
1198,umrühren::V,астауын,নড়ানো
1199,stricken::V,кæнын,বোনা
1200,stricken::V,бийын,বোনা
1201,nähen::V,хуыйын,সেলাই করা
1202,färben::V,ахорын,রঞ্জিত করা
1203,reinigen::V,ссыгъдæг кæнын,পরিষ্কার করা
1204,reinigen::V,ныссыгъдæг кæнын,পরিষ্কার করা
1205,reinigen::V,ныссæрфын,পরিষ্কার করা
1206,waschen::V,ӕхсын,পরিষ্কার করা
1207,abwischen::V,сӕрфын,মুছা
1208,spülen::V,æнхъæвзын,পরিষ্কার করা
1209,fegen::V,мӕрзын,ঝাঁট দেওয়া
1210,kehren::V,мӕрзын,ঝাঁট দেওয়া
1211,baden::V,хи найын,অবগাহন করা
1212,sich waschen::V,хи æхсын,ধোয়া
1213,ausziehen::V,ласын,খুলা
1214,anziehen::V,скæнын,গায়ে দেত্তয়া
1215,sich anziehen::V,дзаума скæнын,পোশাক পরা
1216,sich anziehen::V,дарæс скæнын,পোশাক পরা
1217,kämmen::V,ныффасын,আঁচড়ানো
1218,kämmen::V,æрфасын,আঁচড়ানো
1219,schmücken::V,фӕлындын,সাজান করা
1220,sagen::V,зæгъын,উচ্চারণ করা
1221,sprechen::V,дзурын,বলা
1222,reden::V,ныхас кӕнын,আলাপ করা
1223,sich unterhalten::V,ныхас кæнын,আড্ডা দেওয়া
1224,fragen::V,фӕрсын,জিজ্ঞাসা করা
1225,bitten::V,курын,প্রার্থনা করা
1226,erzählen::V,радзурын,বর্ণনা করা
1227,erzählen::V,ратаурæгъ кæнын,বর্ণনা করা
1228,mitteilen::V,фехъусын кæнын,বলা
1229,nennen::V,хонын,নাম দেওয়া
1230,rufen::V,сидын,আমন্ত্রণ করা
1231,prahlen::V,ӕппӕлын,বড়াই করা
1232,übersetzen::V,ратæлмац кæнын,ভাষাস্তরিত করা
1233,denken::V,ӕнхъӕлын,ভাবা
