,Concept_ID,hy,mdf
206,Schale::N,կեղեւ,кедь
207,Grube::N,փոս,лотка
208,Falle::N,ծուղակ,туфкс
209,Falle::N,ծուղակ,кунда́ма
210,Schlinge::N,խեղդան,килькш
211,Spur::N,հետք,пильгоки́
212,Asche::N,մոխիր,кулу
213,Dreck::N,աղտ,ърда́з
214,Eisen::N,երկաթ,кшни
215,Gold::N,ոսկի,ока
216,Gold::N,ոսկի,золота
217,Silber::N,արծաթ,сия́
218,Kohle::N,քարածուխ,седь
219,Kohle::N,քարածուխ,седьвальмя
220,Glas::N,ապակի,кля́нцек
221,Lehm::N,կավ,сёвонь
222,Sand::N,ավազ,шува́р
223,Mensch::N,մարդ,ломань
224,Mann::N,մարդ,аля
225,Mann::N,մարդ,цёраломань
226,Mann::N,տղամարդ,аля
227,Mann::N,տղամարդ,цёраломань
228,Frau::N,կին,ава
229,Kind::N,զավակ,идь
230,Kind::N,զավակ,шаба
231,Junge::N,տղա,цёраня
232,Mädchen::N,աղջիկ,стирня́
233,Familie::N,ընտանիք,тнал
234,Familie::N,ընտանիք,семья
235,Großvater::N,պապ,атя
236,Großvater::N,պապ,щя́тя
237,Großmutter::N,տատ,баба
238,Eltern::N,ծնողներ,тя́дят-а́лят
239,Vater::N,հայր,аля
240,Mutter::N,մայր,ава
241,Mutter::N,մայր,тядя
242,Sohn::N,որդի,цёра
243,Tochter::N,աղջիկ,стирь
244,Tochter::N,դուստր,стирь
245,Bruder::N,եղբայր,дуган
246,Bruder::N,եղբայր,пяльне
247,Schwester::N,քույր,ака
248,Schwester::N,քույր,сазор
249,Onkel::N,քեռի,оця
250,Onkel::N,քեռի,патя
251,Onkel::N,քեռի,щеня́
252,Onkel::N,հորեղբայր,оця
253,Onkel::N,հորեղբայր,патя
254,Onkel::N,հորեղբայր,щеня́
255,Tante::N,մորաքույր,ака
256,Tante::N,մորաքույր,щака
257,Ehemann::N,մարդ,мирде
258,Ehemann::N,ամուսին,мирде
259,Ehefrau::N,կին ամուսին,ърьвя́
260,Freude::N,ուրախություն,ке́нярдема
261,Gelächter::N,ծիծաղ,рахсема
262,Glück::N,երջանկություն,паваз
263,Kummer::N,վիշտ,ризф
264,Kummer::N,վիշտ,пичефкс
265,Wunsch::N,ցանկություն,мяль
266,Wunsch::N,ցանկություն,таколдома
267,Lust::N,փափագ,таколдома
268,Lust::N,իղձ,таколдома
269,Geist::N,ոգի,вайме
270,Gedanke::N,միտք,мяль
271,Gedächtnis::N,հիշողություն,прявий
272,Verstand::N,խելք,прявий
273,Sinn::N,իմաստ,ён
274,Grund::N,պատճառ,туфта́л
275,Wahrheit::N,ճշմարտություն,ви́де
276,Wahrheit::N,ճշմարտություն,видеши́
277,Gespräch::N,զրույց,корхтама
278,Märchen::N,պայիկի պատմություն,ёфкс
279,Erzählung::N,պատմվածք,азкс
280,Erzählung::N,պատմություն,азкс
281,Nachricht::N,հաղորդագրություն,куля́
282,Neuigkeit::N,լուր,куля́
283,Neuigkeit::N,նորություն,куля́
284,Name::N,անուն,лем
285,Rätsel::N,բարդ խնդիր,со́дама ёфкс
286,Rede::N,ճառ,вал
287,Rede::N,ճառ,корхтама
288,Rede::N,ելույթ,вал
289,Rede::N,ելույթ,корхтама
290,Sprache::N,լեզու,кяль
291,Stimme::N,ձայն,вайгяль
292,Wort::N,բառ,вал
293,Zeichen::N,նշան,тя́ште
294,Zeichen::N,նշան,тя́штькс
295,Ruf::N,կոչ,тердема
296,Ruf::N,կանչ,тердема
297,Lärm::N,աղմուկ,гайф
298,Lärm::N,աղմուկ,жалакодома
299,Laut::N,հնչյուն,вайгяль
300,Laut::N,ձայն,вайгяль
301,Ton::N,տոն,вайгяль
302,Lied::N,երգ,мора
303,Ruhe::N,անդորրություն,сетьме
304,Leute::N,մարդիկ,ломатть
305,Volk::N,ազգ,наро́д
306,Arbeit::N,գործ,тев
307,Arbeit::N,աշխատանք,тев
308,Gast::N,հյուր,и́нжи
309,Gast::N,հյուր,ко́нак
310,Geschenk::N,նվեր,казне
311,Spiel::N,խաղ,налхкома
312,Spiel::N,խաղ,налхксема
313,Gesellschaft::N,ընկերություն,кружок
314,Hilfe::N,օգնությթուն,лездома
315,Freund::N,ընկեր,я́лга
316,Freund::N,բարեկամ,я́лга
317,Kamerad::N,ուղեկից,я́лга
318,Angelegenheit::N,բան,тев
319,Angelegenheit::N,գործ,тев
320,Anzahl::N,քանակ,лувкс
321,Anzahl::N,գումար,лувкс
322,Art::N,տեսակ,вид
323,Stück::N,կտոր,пакш
324,Teil::N,մաս,часть
325,Teil::N,մաս,пялькс
326,Hälfte::N,կես,пяле
327,Kreis::N,շիջանակ,шаркс
328,Kreuz::N,խաչ,крёз
329,Linie::N,գիծ,межа
330,Linie::N,գիծ,китькс
331,Strich::N,գիծ,межа
332,Abstand::N,անջրպետ,ётка
333,Entfernung::N,հեռավորություն,ётка
334,Gegend::N,շրջան,ва́ста
335,Gegend::N,շրջան,перьфпя́ль
336,Platz::N,տարածություն,ва́ста
337,Ort::N,տեղ,ва́ста
338,Ort::N,վայր,ва́ста
339,Seite::N,կողմ,пяле
340,Mitte::N,մեջտեղ,кучка́
341,Gegenstand::N,առարկա,веща
342,Sache::N,բան,тев
343,Sache::N,բան,веща
344,Rand::N,վերջք,пе
345,Kante::N,եզր,и́рдез
346,Ecke::N,անկյուն,ужа
347,Spitze::N,ծայր,пря
348,Ende::N,ծայր,пе
349,Loch::N,անցք,варя
350,Winkel::N,անկյուն,ужа
351,Muster::N,օրինակ,сёрма
352,Größe::N,մեծություն,серь
353,Länge::N,երկարություն,кува́лма
354,Höhe::N,բարձրություն,серь
355,Gewicht::N,կշիռ,сталма
356,Menge::N,քանակ,лувкс
357,Haufen::N,դեզ,мар
358,Haufen::N,կույտ,мар
359,Reihe::N,շարք,ряд
360,Reihe::N,կարգ,ряд
361,Boot::N,նավակ,венеж
362,Ruder::N,թի,миле
363,Ruder::N,թիակ,миле
364,Schlitten::N,բալխիր,ну́рда
365,Ski::N,դահուկ,сокс
366,Lagerfeuer::N,բացօդեայ կրակ,то́лмар
367,Last::N,բեռ,канкс
368,Last::N,բեռ,сталма
369,Gang::N,զբոսանք,молема
370,Schritt::N,քայլ,аськолкс
371,Norden::N,հյուսիս,якшама шире
372,Süden::N,հարավ,ля́мбе ши́ре
373,Westen::N,արեւմուտք,ши валгома шире
374,Osten::N,արեւելք,шинь стяма шире
375,Holz::N,փայտ,вирь
376,Holz::N,փայտ,шуфта
377,Brett::N,տախտակ,лавця
378,Platte::N,թիթեղ,плита́
379,Stütze::N,նեցուկ,неже
380,Stange::N,ձող,олга
381,Stock::N,փայտ,байдек
382,Stab::N,ցուպ,олгоня
383,Stab::N,գավազան,олгоня
384,Rohr::N,խողովակ,турама
385,Haus::N,տուն,куд
386,Heim::N,տուն,куд
387,Ofen::N,վառարան,пянакуд
388,Fußboden::N,հատակ,кия́кс
389,Tisch::N,սեղան,шра
390,Tisch::N,սեղան,моркш
391,Stuhl::N,աթոռ,стул
392,Wiege::N,օրորոց,нюря́м
393,Bett::N,անկողին,ацам
394,Regal::N,դարակ,лавцяланга
395,Kiste::N,տուփ,парга
396,Fenster::N,պատուհան,валмья
397,Tür::N,դուռ,кенкш
398,Tor::N,դարպաս,ортат
399,Zaun::N,ցանկապատ,перяфкс
400,Dach::N,տանիք,кудпря
401,Dach::N,կտուր,кудпря
402,Leiter::N,սանդուղք,куцема
403,Besen::N,ավել,тяльме
404,Spaten::N,բահ,ка́йме
405,Schaufel::N,թի,ко́поня
406,Schaufel::N,թի,ця́рдом
407,Gabel::N,պատառաքաղ,ця́нгоня
408,Löffel::N,գդալ,куцю
409,Messer::N,դանակ,пеель
410,Nagel::N,մեխ,эска
411,Netz::N,ցանց,
412,Haken::N,կարթ,кя́чказ
413,Griff::N,կոթ,недь
414,Griff::N,կոթ,кунда́мка
415,Griff::N,բռնակ,недь
416,Griff::N,բռնակ,кунда́мка
417,Schloss::N,կողպեք,замо́к
418,Bild::N,նկար,карти́на
419,Bild::N,պատկեր,карти́на
420,Figur::N,քանդակ,ронга-понда
421,Figur::N,պատկեր,ронга-понда
422,Puppe::N,տիկնիկ,ня́ка
423,Beutel::N,տոպրակ,кяскав
424,Bündel::N,կապոց,кярьме
425,Tasche::N,պայուսակ,кошяльня
426,Eimer::N,դույլ,ве́дарка
427,Deckel::N,կափարիչ,тавадкс
428,Deckel::N,կափարիչ,вельхкс
429,Geschirr::N,ամանեղեն,кядьге
430,Sack::N,պարկ,кяскав
431,Sack::N,տոպրակ,кяскав
432,Tasse::N,թաս,ша́ваня
433,Tasse::N,գավաթ,ша́ваня
434,Topf::N,անոթ,кавозь
435,Kessel::N,կաթսա,сргавозь
436,Essen::N,կերակուր,ярхцама
437,Nahrung::N,ուտելիք,ярхцампяль
438,Speise::N,խորտիկ,ярхцама
439,Speise::N,կերակուր,ярхцама
440,Fleisch::N,միս,пал
441,Fleisch::N,միս,сиволь
442,Getreide::N,հացահատիկ,сёра
443,Brei::N,լանդակ,ям
444,Brot::N,հաց,кши
445,Scheibe::N,կտոր,кочам
446,Scheibe::N,պատառ,кочам
447,Fett::N,ճարպ,куя́
448,Butter::N,կարագ,вай
449,Öl::N,ձեթ,вай
450,Salz::N,աղ,сал
451,Suppe::N,սուպ,шонгарям
452,Suppe::N,սուպ,коршампяль
453,Suppe::N,ապուր,шонгарям
454,Suppe::N,ապուր,коршампяль
455,Honig::N,մեղր,медь
456,Milch::N,կաթ,лофца
457,Tee::N,թեյ,чай
458,Leder::N,կաշի,кедь
459,Wolle::N,բուրդ,пона
460,Stoff::N,գործվածք,котф
461,Nadel::N,ասեղ,салмокс
462,Faden::N,թել,сюре
463,Knopf::N,կոճակ,пуня
464,Knoten::N,հանգույց,сюлма
465,Farbe::N,ներկ,архтомбяль
466,Kleidung::N,հագուստ,щам
467,Hemd::N,վերնաշապիկ,па́нар
468,Kragen::N,օձիք,сиве
469,Ärmel::N,թեւք,ожа
470,Hose::N,շալվար,понкст
471,Gürtel::N,գոտի,каркс
472,Mütze::N,կեպի,вазь
473,Schuh::N,կոշիկ,башма́к
474,Stiefel::N,երկարաճիթ կոշիկ,кя́ме
475,Ring::N,զնգալ,суркс
476,Band::N,ժապավեն,керькс
477,Band::N,ժապավեն,лента
478,Kamm::N,սանր,сюрьхцем
479,Spiegel::N,հայելի,ванома
480,Riemen::N,փոկ,шнань каркс
481,Schnur::N,լար,пикс
482,Schnur::N,լար,карькскя
483,Leine::N,փոկ,вядьме
484,Decke::N,վերմակ,вельхкс
485,Kissen::N,բարձ,тоду
486,Tuch::N,թաշկինակ,руця́
487,Handtuch::N,սրբիչ,на́рдама
488,Kraft::N,ուժ,вий
489,Stärke::N,պնդություն,вииши
490,Stärke::N,ամրություն,вииши
491,Gesundheit::N,առողջություն,шумбраши́
492,Krankheit::N,ախտ,урма́
493,Krankheit::N,ախտ,сярядема
494,Krankheit::N,հիվանդություն,урма́
495,Krankheit::N,հիվանդություն,сярядема
496,Schmerz::N,ցավ,маряма
497,Schmerz::N,տանջանք,маряма
498,Wunde::N,վերք,керф
499,Fieber::N,տենդ,маштыкс
500,Arznei::N,դեղ,надо́бья
501,Arznei::N,դեղ,пъчка́фтома
502,Brücke::N,կամուրջ,седь
503,Brunnen::N,հոր,эши
504,Brunnen::N,ջրհոր,эши
505,Weide::N,արոտավայր,ванома васта
506,Pfad::N,արահետ,ян
507,Pfad::N,արահետ,киня́
508,Weg::N,ուղի,ки
509,Straße::N,ճանապարհ,ки
510,Dorf::N,գյուղ,веле
511,Stadt::N,քաղաք,ош
512,Brief::N,նամակ,сёрма
513,Buch::N,գիրք,книга
514,Buchstabe::N,տառ,бу́ква
515,Buchstabe::N,գիր,бу́ква
516,Zeitung::N,լրագիր,газе́та
517,Leben::N,կյանք,эряф
518,Leben::N,կյանք,эряма
519,Tod::N,մահ,кулома́
520,Grab::N,գերեզման,калма
521,Kirche::N,եկեղեցի,це́рькав
522,Sünde::N,մեղք,пежеть
523,Sünde::N,մեղք,муворкс
524,Gott::N,աստված,шкай
525,Arbeiter::N,բանվոր,трудендай
526,Arbeiter::N,բանվոր,работник
527,Arbeiter::N,աշխատող,трудендай
528,Arbeiter::N,աշխատող,работник
529,Chef::N,տեր,азор
530,Chef::N,տեր,оцюня
531,Meister::N,վարպետ,мастяр
532,Arzt::N,բժիշկ,врач
533,Arzt::N,բժիշկ,доктор
534,Lehrer::N,ուսուցիչ,учи́тель
535,Geld::N,փող,ярмакт
536,Geschäft::N,գործ,ладяфкс
537,Geschäft::N,գործ,ладяф тев
538,Geschäft::N,աշխատանք,ладяфкс
539,Geschäft::N,աշխատանք,ладяф тев
540,Laden::N,կրպակ,ла́вка
541,Laden::N,խանութ,ла́вка
542,Preis::N,գին,питне
543,Ware::N,ապրանք,миф
544,Ware::N,ապրանք,ра́маф
545,Nutzen::N,օգուտ,пара
546,Nutzen::N,օգուտ,лезкс
547,Reichtum::N,հարստություն,ко́зяши
548,Welt::N,աշխարհ,свет
549,Land::N,երկիր,мастор
550,Staat::N,պետություն,государства
551,König::N,արքա,король
552,König::N,թագավոր,король
553,Macht::N,իշխանություն,азорондама
554,Macht::N,իշխանություն,азорксши
555,Grenze::N,սահման,ёткаян
556,Krieg::N,պատերազմ,война́
557,Feind::N,թշնամի,душман
558,Feind::N,թշնամի,каршек тюри
559,Gewalt::N,բռնություն,наругама
560,Gewalt::N,սաստկություն,наругама
561,Kampf::N,մարտ,тюрема́
562,Bogen[Waffe]::N,աղեղ,нал
563,Pfeil::N,նետ,нал
564,Gewehr::N,հրացան,винто́вка
565,Fehler::N,սխալ,эльбядькс
566,Lüge::N,սուտ,васькафнема
567,Schaden::N,վնաս,зия́н
568,Unglück::N,դժբախտություն,зия́н
569,Schuld::N,պակասություն,муворши
570,Alter::N,հասակ,эряф кизот
571,Alter::N,հասակ,эряфонь пинге
572,Schluss::N,վերջ,пе
573,Schluss::N,վախճան,пе
574,Zeit::N,ժամանակ,пинге
575,Tag::N,օր,ши
576,Morgen::N,առավոտ,шобдава
577,Mittag::N,կեսօր,шикучка
578,Abend::N,երեկո,иля́дь
579,Nacht::N,գիշեր,ве
580,Woche::N,շաբաթ,недя́ля
581,Monat::N,ամիս,ков
582,Jahr::N,տարի,киза
583,Frühling::N,գարուն,тунда́
584,Sommer::N,ամառ,киза
585,Herbst::N,աշուն,сёксе
586,Winter::N,ձմեռ,тяла
587,Januar::N,հունվար,кельмеков
588,Februar::N,փետրվար,уфайков
589,März::N,մարտ,марайков
590,April::N,ապրիլ,шудиков
591,Mai::N,մայիս,панжиков
592,Juni::N,հունիս,лямбеков
593,Juli::N,հուլիս,псиков
594,August::N,օգոստոս,сёроньков
595,September::N,սեպտեմբեր,тюжягов
596,Oktober::N,հոկտեմբեր,кельмазаков
597,November::N,նոյեմբեր,эйндамков
598,Dezember::N,դեկտեմբեր,кучкаков
599,Montag::N,երկուշաբթի,одговши
600,Dienstag::N,երեքշաբթի,ша́вши
601,Mittwoch::N,չորեքշաբթի,вержи
602,Donnerstag::N,հինգշաբթի,шува́ланя
603,Freitag::N,ուրբաթ,пя́денця
604,Samstag::N,շաբաթ,ёткши
605,Sonntag::N,կիրակի,таргоши
606,groß::A,մեծ,оцю
607,groß::A,խոշոր,оцю
608,klein::A,պստիկ,ёмла
609,klein::A,փոքրիկ,ёмла
610,lang::A,երկար,кува́ка
611,kurz::A,կարճ,нюрьхкя́ня
612,breit::A,լայն,кели
613,schmal::A,նեղ,тяйня
614,dicht::A,խիտ,сиде
615,dicht::A,խիտ,туста
616,dick[Gegenstand]::A,հաստ,эчке
617,dünn::A,բարակ,шува́ня
618,fein::A,նուրբ,шува́ня
619,fest::A,ամուր,кеме
620,fest::A,պինդ,кеме
621,flach::A,տափակ,лапш
622,glatt::A,հարթ,вадяв
623,glatt::A,հարթ,такор
624,hart::A,կարծր,калгода
625,weich::A,մեղմ,ляпе
626,weich::A,փափուկ,ляпе
627,rund::A,կլոր,кру́глай
628,spitz::A,սրածայր,ботаз
629,spitz::A,սրածայր,оржа
630,scharf::A,սուր,оржа
631,stumpf::A,գուլ,ношка
632,schwer::A,ծանր,стака
633,schön::A,սիրուն,мазы
634,schön::A,գեղեցիկ,мазы
635,heiß::A,թեժ,пси
636,warm::A,տաք,лямбе
637,warm::A,ջերմ,лямбе
638,kalt::A,ցուրտ,кельме
639,kühl::A,զով,эше
640,frisch::A,թարմ,свежай
641,feucht::A,ղոնավ,летьке
642,nass::A,թաց,начка
643,trocken::A,ցամաք,коське
644,voll::A,լի,пяшксе
645,voll::A,լիքը,пяшксе
646,leer::A,դատարկ,шава
647,offen::A,բաց,панжада
648,offen::A,բաց,виде
649,geschlossen::A,գոց,пякстаф
650,geschlossen::A,գոց,сёлгф
651,sauber::A,մաքուր,ару
652,schmutzig::A,կեղտոտ,рда́зу
653,schmutzig::A,կեղտոտ,пя́ндра
654,roh::A,հում,верок
655,reif::A,հասած,ке́нерьф
656,reif::A,հասուն,ке́нерьф
657,lecker::A,համեղ,танцти
658,süß::A,անուշ,ламбама
659,bitter::A,կծու,сяпи
660,sauer::A,թթու,шапама
661,sauer::A,թթված,шапама
662,hell::A,պայծառ,валда
663,hell::A,խելամիտ,валда
664,dunkel::A,մութ,шобда
665,schwarz::A,սեւ,равжа
666,weiß::A,սպիտակ,акша
667,rot::A,կարմիր,якстерь
668,gelb::A,դեղին,тюжя́
669,blau::A,կապույտ,сенем
670,grün::A,կանաչ,пиже
671,grün::A,կանաչ,сянгяря
672,grau::A,գորշ,уле
673,bunt::A,գոյնզգոյն,сёрмав
674,billig::A,էժան,у́цез
675,billig::A,էժան,аф пи́тни
676,teuer::A,թանկ,пи́тни
677,wertvoll::A,թանկարժեք,питни
678,blind::A,կույր,сокор
679,taub::A,խուլ,пярав
680,kräftig::A,հզոր,пяк вии
681,stark::A,ուժեղ,вии
682,schwach::A,տկար,лафча
683,schwach::A,թույլ,лафча
684,fett::A,գեր,куя́
685,schlank::A,նիհար,виде ронга
686,hübsch::A,գրավիչ,мазы
687,hübsch::A,սիրունիկ,мазы
688,böse::A,չար,кяжи
689,dumm::A,հիմար,аф ёню
690,dumm::A,հիմար,шава пря
691,faul::A,ծույլ,нола
692,fleißig::A,ջանասեր,ку́лхцонды
693,fleißig::A,փութաջան,ку́лхцонды
694,geizig::A,ագահ,кирьжя
695,geizig::A,ագահ,жаднай
696,geizig::A,կծծի,кирьжя
697,geizig::A,կծծի,жаднай
698,klug::A,խելոք,ёню
699,klug::A,խելոք,пря́ви
700,klug::A,ընդունակ,ёню
701,klug::A,ընդունակ,пря́ви
702,geschickt::A,ճարտար,маштозь тиф
703,lieb::A,սիրելի,цебярь
704,lustig::A,զվարթ,ра́хси
705,sanft::A,հեզ,сетьме
706,hungrig::A,քաղցած,вача
707,hungrig::A,քաղցած,вачеда
708,krank::A,հիվանդ,сяряди
709,nackt::A,մերկ,штада
710,nackt::A,մերկ,кърхтапа
711,traurig::A,տխուր,ла́жнай
712,lebendig::A,կենդանի,эряй
713,gut::A,լավ,пара
714,gut::A,լավ,цебярь
715,schlecht::A,վատ,кальдяв
716,richtig::A,ձիշտ,виде
717,schlimm::A,լղրճուկ,кальдяв
718,wahr::A,ճիշտ,афкуксонь
719,wahr::A,իրական,афкуксонь
720,alt::A,հին,ташта
721,neu::A,նոր,од
722,ehemalig::A,նախկին,и́нгольдень
723,alt[Lebewesen]::A,ծեր,сире
724,alt[Lebewesen]::A,պառավ,сире
725,jung::A,մատաղ,од
726,arm::A,աղքատ,а́шу
727,reich::A,հարուստ,козя
728,bekannt::A,ծանոթ,содаф
729,berühmt::A,հայտնի,содавикс
730,berühmt::A,հռչակավոր,содавикс
731,fremd::A,օտար,лия
732,fremd::A,օտար,аф содаф
733,verschieden::A,տարբեր,аф фкя ла́цонь
734,nah::A,մոտ,мала
735,nah::A,մոտ,аф ичкоздень
736,nah::A,մերձ,мала
737,nah::A,մերձ,аф ичкоздень
738,fern::A,հեռավոր,и́чкоздень
