,Concept_ID,az,ku
804,neun::NUM,doqquz,neh
805,zehn::NUM,on,deh
806,elf::NUM,on bir,yazdeh
807,zwölf::NUM,on iki,diwazdeh
808,zwanzig::NUM,iyirmi,bîst
809,dreißig::NUM,otuz,sih
810,vierzig::NUM,qırx,çil
811,fünfzig::NUM,əlli,pençi
812,sechzig::NUM,altmış,şêst
813,siebzig::NUM,yetmiş,heftê
814,achtzig::NUM,səksən,heştê
815,neunzig::NUM,doxsan,nod
816,hundert::NUM,yüz,sêd
817,tausend::NUM,min,hezar
818,und::CNJ,və,û
819,oder::CNJ,ya,an
820,oder::CNJ,ya,yan
821,stehen::V,durmaq,sekinîn
822,sitzen::V,oturmaq,rûniştin
823,liegen::V,uzanmaq,paldan
824,hängen::V,asılmaq,darve kirin
825,werden::V,olmaq,bûn
826,passieren::V,olmaq,hatin holê
827,passieren::V,olmaq,hatin serê kesî
828,passieren::V,baş vermək,hatin holê
829,passieren::V,baş vermək,hatin serê kesî
830,beginnen::V,başlamaq,li dest pêkirin
831,enden::V,bitmək,xalas bû
832,wechseln::V,dəyişmək,guherandin
833,wechseln::V,dəyişmək,dêgiş kirin
834,aufgehen[Sonne]::V,doğmaq,hilatin
835,untergehen[Sonne]::V,batmaq,çun ava
836,scheinen[Sonne]::V,parlamaq,şewk de
837,donnern::V,guruldamaq,gire-gir
838,wehen::V,əsmək,ba le de
839,strömen::V,axmaq,xwe girtin
840,fließen::V,axmaq,herikîn
841,sich drehen::V,dönmək,xwe zivirandin
842,schwanken::V,yellənmək,hejandin
843,schwingen::V,yellənmək,libakirin
844,fallen::V,düşmek,ketin
845,brennen::V,yanmaq,şewitîn
846,rauchen::V,tüstüləmək,kişandin
847,regnen::V,yağmaq,bahran tê
848,gefrieren::V,donmaq,qefilandin
849,tauen::V,ərimək,helandin
850,schmelzen::V,ərimək,helandin
851,trocknen::V,qurumaq,zuwabûn
852,sieden::V,qaynamaq,kelîn
853,faulen::V,çürümək,xerabûn
854,verfaulen::V,çürümək,xerabûn
855,reißen::V,yırtılmaq,jêkirin
856,versinken::V,batmaq,xerq bûn
857,vergehen::V,ötmək,derbas bûn
858,erscheinen::V,görünmək,peyda bûn
859,verschwinden::V,yox olmaq,wendabûn
860,sinken::V,enmək,noq bûn
861,abnehmen::V,azalmaq,kêm bûn
862,zunehmen::V,artmaq,qelew bûn
863,steigen::V,yüksəlmək,hildan
864,wachsen::V,böyümək,mezin bûn
865,glänzen::V,parlamaq,biriqîn
866,funkeln::V,parıldamaq,çikisîn
867,lärmen::V,səs-küy etmək,guşîn
868,läuten::V,çalmaq,lê de
869,klingeln::V,zəng etmək,sîl dan
870,klingeln::V,zəng etmək,ringerin
871,klirren::V,cingildəmək,zingzing hat
872,brausen::V,gurlamaq,guşîn
873,rauschen::V,xışıldamaq,guşîn
874,klingen::V,səslənmək,deng pe ketin
875,bellen::V,hürmək,kewtîn
876,heulen::V,ulamaq,ûrîn
877,blasen::V,üfləmək,puf kirin
878,pfeifen::V,fit vermek,fîkandin
879,schreien::V,bağırmaq,qîrîn
880,schreien::V,qışqırmaq,qîrîn
881,stöhnen::V,inləmək,nalîn
882,zittern::V,titrəmək,hejîn
883,leben::V,yaşamaq,jihîn
884,geboren werden::V,doğmaq,hatin dinyê
885,geboren werden::V,doğmaq,bûn
886,atmen::V,nəfəs almaq,hilmijîn
887,trinken::V,içmek,vexwarin
888,essen::V,yemək,xwarin
889,schlucken::V,udmaq,daqulbandin
890,müde werden::V,yorulmaq,betilîln
891,müde werden::V,yorulmaq,qerimîn
892,einschlafen::V,yuxuya getmək,razan
893,schlafen::V,uyumaq,razan
894,schlafen::V,uyumaq,razandin
895,aufwachen::V,oyanmaq,şiyarbûn
896,aufstehen::V,yuxudan durmaq,rabûn
897,sich erholen::V,dincəlmək,baş bûn
898,krank werden::V,xəstə olmaq,nexweş kêt
899,krank sein::V,azarlanmaq,nexweş bû
900,krank sein::V,xəstələnmək,nexweş bû
901,schmerzen::V,ağrimaq,êşandin
902,husten::V,öksürmək,kuxin
903,genesen::V,sağalmaq,baş bûn
904,sterben::V,ölmək,mirin
905,sterben::V,vəfat etmək,mirin
906,umkommen::V,həlak olmaq,mirin
907,sich bewegen::V,hərəkət etmək,leqîn
908,sich rühren::V,tərpənmək,leqîn
909,sich erheben::V,qalxmaq,rabûn
910,sich setzen::V,oturmaq,runiştin
911,hinfallen::V,yıxılmaq,kêtin
912,laufen::V,yerimək,meşîn
913,schreiten::V,addım atmaq,meşkirin
914,spazierengehen::V,gəzmək,gerandin
915,eilen::V,atılmaq,lezandin
916,sich beeilen::V,tələsmək,zûkirin
917,sausen::V,çırpmaq,fîzîn
918,rennen::V,qaçmaq,baz dan
919,springen::V,sıçramaq,hilpekîn
920,klettern::V,dırmanmaq,hilperikîn
921,schaukeln::V,sallanmaq,lorandin
922,kriechen::V,sürünmək,xuşandin
923,schwimmen::V,üzmek,avjenîn
924,tauchen::V,dalmaq,qutxuyardin
925,tauchen::V,dalmaq,noqîn
926,rudern::V,avarlamaq,qaîq ajotin
927,fahren::V,sürmək,ajotin
928,fliegen::V,uçmaq,firîn
929,gehen::V,getmək,çûn
930,weggehen::V,getmək,çûn
931,abfahren::V,yola düşmək,çûyin
932,anhalten::V,saxlamaq,rawestîn
933,hineingehen::V,girmək,ketin hundir
934,eintreten::V,girmək,têketin
935,eintreten::V,daxil olmaq,têketin
936,kommen::V,gəlmək,hatin
937,ankommen::V,gəlib çatmaq,gihan
938,ankommen::V,gəlib çatmaq,gihîştin
939,zurückkommen::V,qayıtmaq,vegerandin
940,bleiben::V,qalmaq,sekinîn
941,warten::V,gözləmək,payîn
942,erwarten::V,bəkləmək,payîn
943,suchen::V,aramaq,lêgerîn
944,suchen::V,axtarmaq,lêgerîn
945,finden::V,tapmaq,peyda kirin
946,versuchen::V,çalışmaq,çeribandin
947,vorbereiten::V,hazırlamaq,amade kirin
948,lieben::V,sevmək,hez kirin
949,mögen::V,xoşlamaq,dil kirin
950,lachen::V,gülmək,kenîn
951,rühren::V,həyəcanlandırmaq,hêjan
952,weinen::V,ağlamaq,girîn
953,schimpfen::V,küfr etmək,pevçûn
954,sich ärgern::V,acıqlanmaq,enirîn
955,sich fürchten::V,qorxmaq,tirsîn
956,fürchten::V,qorxmaq,tirsin
957,fliehen::V,qaçmaq,bazdan
958,flüchten::V,qaçmaq,revîn
959,sehen::V,görmək,dîtin
960,anschauen::V,baxmaq,sêr kirin
961,ansehen::V,baxmaq,hesibandin
962,hören::V,duymaq,guhdar jirin
963,hören::V,eşitmək,guhdar jirin
964,zuhören::V,dinləmək,guhdarî kirin
965,probieren::V,dadına baxmaq,tehm kirin
966,riechen::V,qoxlamaq,bihn kirin
967,fühlen::V,duymaq,hîs kirin
968,scheinen::V,görünmək,xoyer kir
969,zu sehen sein::V,görünmək,diyar bûn
970,vernehmen::V,eşitmək,bihîstin
971,frieren::V,üşümək,qerişîn
972,tun::V,etmək,kirin
973,können::V,bilmək,karin
974,können::V,bacarmaq,karin
975,wollen::V,istəmək,xwestîn
976,anfangen::V,başlamaq,dest pêkirin
977,beenden::V,bitirmək,xelas kirin
978,aufhören::V,bitmək,xelas kirin
979,aufhören::V,qurtarmaq,xelas kirin
980,gelingen::V,müvəffəq olmaq,çe bûn
981,geraten::V,düşmək,qewîmîn
982,öffnen::V,açmaq,vekirin
983,schließen::V,qapamaq,girtin
984,stellen::V,qoymaq,danîn
985,setzen::V,oturtmaq,rûniştin
986,legen::V,qoymaq,danîn
987,legen::V,qoymaq,razandin
988,berühren::V,toxunmaq,lêketin
989,verbinden::V,bağlamaq,anîn pê
990,bedecken::V,örtmək,sergirtin
991,aufhängen::V,asmaq,aliqandin
992,anzünden::V,yandırmaq,pêxistin
993,aufheben::V,qaldırmaq,hildan
994,zurücklassen::V,buraxmaq,hiştin
995,zurücklassen::V,buraxmaq,vehiştin
996,verlieren::V,itirmək,wendakirin
997,fallen lassen::V,düşürmək,xistin bixe
998,fallen lassen::V,düşürmək,xistin
999,machen::V,etmək,kirin
1000,machen::V,etmək,çêkirin
1001,herstellen::V,istehsal etmək,çê kirin
1002,herstellen::V,istehsal etmək,peyda kirin
1003,bauen::V,tikmək,lêkirin
1004,reparieren::V,təmir etmək,veherînerîn
1005,verbessern::V,düzəltmək,sererastkirin
1006,ändern::V,dəyişdirmək,degiş kirin
1007,graben::V,qazımaq,kolandin
1008,beugen::V,əymək,tewîn
1009,beugen::V,əymək,xwar kirin
1010,biegen::V,bükmək,tewandin
1011,biegen::V,bükmək,xwarkirin
1012,drehen::V,döndərmək,fitilandin
1013,wenden::V,çevirmək,zivîrin
1014,umdrehen::V,çevirmək,vegerandin
1015,heben::V,qaldırmaq,hildan
1016,hochheben::V,qaldırmaq,hildan
1017,ergreifen::V,tutmaq,dest avêtin
1018,halten::V,saxlamaq,hîştin
1019,halten::V,saxlamaq,sekinîn
1020,drücken::V,sıxmaq,pêl kirin
1021,schieben::V,sürmək,damdan
1022,kratzen::V,qaşımaq,xurandin
1023,lecken::V,yalamaq,alastin
1024,beißen::V,dişləmək,gez kirin
1025,abreißen::V,qoparmaq,hilşandin
1026,abschneiden::V,ayırmaq,jêkirin
1027,binden::V,bağlamaq,girêdan
1028,stecken::V,soxmaq,têxistin
1029,brechen::V,qırmaq,şikandin
1030,klopfen::V,sındırmaq,kutandin
1031,hauen::V,vurmaq,li dan
1032,kleben::V,apışdırmaq,zeliqîn
1033,kleben::V,apışdırmaq,şirêz kirin
1034,reiben::V,ovmaq,firikandin
1035,streichen::V,sürtmək,bax dan
1036,schleifen::V,bülövləmək,çarkirin
1037,schneiden::V,kəsmək,jêkirin
1038,rütteln::V,sirkələmək,hejandin
1039,schütteln::V,çalxalamaq,daweşîn
1040,schwenken::V,yelləmək,têwdan
1041,schütten::V,tökmək,rijandin
1042,füllen::V,doldurmaq,dagirtin
1043,einwickeln::V,sarımaq,pêçandin
1044,tragen::V,daşımaq,kişandin
1045,tragen::V,daşımaq,rajtin
1046,schleppen::V,sürükləmək,kişandin
1047,ziehen::V,çəkmək,kişandin
1048,aufbewahren::V,gizlətmək,hilandin
1049,werfen::V,atmaq,avêtin
1050,fangen::V,tutmaq,sem kirin
1051,fangen::V,tutmaq,girtin
1052,packen::V,yaxalamaq,pê girtin
1053,verstecken::V,gizlətmək,hîlanin
1054,teilen::V,bölmək,parvekirin
1055,schicken::V,yollamaq,şandin
1056,schicken::V,göndərmək,şandin
1057,bringen::V,gətirmək,anîn
1058,bringen::V,gətirmək,birin
1059,hinzufügen::V,əlavə etmək,dan ser
1060,hinzufügen::V,əlavə etmək,li tiştekî zêde kirin
1061,bekommen::V,almaq,standin
1062,bekommen::V,əldə etmək,standin
1063,erhalten::V,almaq,standin
1064,nehmen::V,almaq,girtin
1065,wählen::V,seçmək,ray dan
1066,auswählen::V,arımaq,bijartin
1067,bewahren::V,qorumaq,rê li ber girtin
1068,bewahren::V,qorumaq,lê xwedî derketin
1069,behindern::V,mane olmaq,bara wi
1070,verderben::V,pozmaq,heram bûn
1071,beschädigen::V,zədələmək,xerab kirin
1072,zerbrechen::V,qırmaq,şikênandin
1073,zerbrechen::V,qırmaq,perçe kirin
1074,zerbrechen::V,sındırmaq,şikênandin
1075,zerbrechen::V,sındırmaq,perçe kirin
1076,zerreißen::V,yırtmaq,qelişandin
1077,zerstören::V,dağıtmaq,hilşandin
1078,verbrennen::V,yandırmaq,şewitandin
1079,geben::V,vermək,dan
1080,geben::V,vermək,dayin
1081,reichen::V,uzatmaq,besbûn
1082,reichen::V,uzatmaq,têrkirin
1083,schenken::V,vermək,diyarî kirin
1084,versprechen::V,vəd vermək,soz dan
1085,wünschen::V,arzulamaq,dil kirin
1086,loben::V,tərifləmək,pesinandin
1087,küssen::V,öpmək,maçkirin
1088,wiegen::V,tərpətmək,lorandin
1089,wiegen::V,tərpətmək,wezinandin
1090,zudecken::V,örtmək,nixumandin
1091,wecken::V,oyatmaq,bixwe hesandin
1092,zeigen::V,göstərmək,şanîdan
1093,führen::V,rəhbərlik etmək,raber kirin
1094,lehren::V,öyrətmək,hîn kirin
1095,unterrichten::V,öyrətmək,ders dan
1096,unterrichten::V,dərs vermək,ders dan
1097,aufziehen::V,tərbiyə etmək,mesinkirin
1098,leiten::V,idarə etmək,rêberî kirin
1099,antreiben::V,bizləmək,bezandin
1100,lassen::V,-tırmaq,berdan
1101,lassen::V,-tırmaq,hiştin
1102,einladen::V,dəvət etmək,dawet kirin
1103,vereinigen::V,birləşdirmək,bi yek kirin
1104,besuchen::V,baş çəkmək,mêvan bûn
1105,besuchen::V,ziyarət etmək,mêvan bûn
1106,treffen::V,rastlaşmaq,rast hatin
1107,treffen::V,rast gəlmək,rast hatin
1108,sich versammeln::V,toplanmaq,li hev çivîn
1109,spielen::V,oynamaq,listin
1110,singen::V,oxumaq,stran
1111,tanzen::V,oynamaq,reqisîn
1112,tanzen::V,rəqs etmək,reqisîn
1113,sich trennen::V,ayrılmaq,hew berdan
1114,verlassen::V,tərk etmək,tanê hişt
1115,verlassen::V,tərk etmək,bêkes
1116,retten::V,xilas etmək,rihakirin
1117,bewachen::V,gözətmək,raçavkirin
1118,schützen::V,qorumaq,hemet kirin
1119,verteidigen::V,qorumaq,paraztin
1120,sich schlagen::V,döyüşmək,li hev bezîn
1121,schießen::V,atmaq,agir kirin
1122,schießen::V,atəş açmaq,agir kirin
1123,siegen::V,yenmək,biser ketin
1124,ärgern::V,acışdırmaq,xeyirandin
1125,schlagen::V,döymək,lêdan
1126,schlagen::V,döymək,lêxistin
1127,treten::V,təpmək,têlekirin
1128,stechen::V,soxmaq,têrekirin
1129,stoßen::V,itələmək,lêketin
1130,stehlen::V,çalmaq,dizîn
1131,stehlen::V,çalmaq,dizî birin
1132,stehlen::V,oğurlamaq,dizîn
1133,stehlen::V,oğurlamaq,dizî birin
1134,stören::V,pozmaq,aciz kirin
1135,belästigen::V,narahat etmək,li tela yeki ketin
1136,verbergen::V,gizləmək,veşartin
1137,verbergen::V,gizləmək,kemîndanîn
1138,täuschen::V,aldatmaq,xapandin
1139,täuschen::V,aldatmaq,lê zexeli kirin
1140,betrügen::V,aldatmaq,xapandin
1141,töten::V,öldürmək,kûştin
1142,wohnen::V,yaşamaq,rûniştin
1143,arbeiten::V,işləmək,kar kirin
1144,arbeiten::V,işləmək,şêxulin
1145,arbeiten::V,çalışmaq,kar kirin
1146,arbeiten::V,çalışmaq,şêxulin
1147,sammeln::V,yığmaq,komkirin
1148,sammeln::V,toplamaq,komkirin
1149,pflücken::V,qoparmaq,çinîn
1150,jagen::V,ovlamaq,nêçîr kirin
1151,fischen::V,balıq tutmaq,masî girtin
1152,fassen::V,tutmaq,pê girtin
1153,fassen::V,tutmaq,sêm kirin
1154,hüten::V,güdmək,hei jê man
1155,treiben::V,haylamaq,bêherandin
1156,anbinden::V,bağlamaq,tewilandin
1157,füttern::V,bəsləmək,xwarine dan lê
1158,melken::V,sağmaq,dotin
1159,hacken::V,yarmaq,kolandin
1160,gießen::V,sulamaq,av dan
1161,reifen::V,dəymək,kemilîn
1162,zubereiten::V,bişirmək,çe kirin
1163,kochen::V,qaynatmaq,xwarin çe kirin
1164,kochen::V,qaynatmaq,kelandin
1165,backen::V,bişirmək,pijandin
1166,braten::V,qızartmaq,qelandin
1167,braten::V,qızartmaq,sor kirin
1168,umrühren::V,qarışdırmaq,têvdan
1169,stricken::V,hörmək,hûnan
1170,nähen::V,tikmək,kêl kirin
1171,färben::V,boyamaq,boyax kirin
1172,reinigen::V,təmizləmək,paqijkirin
1173,waschen::V,yumaq,şuştin
1174,abwischen::V,silmək,pakîj kirin
1175,spülen::V,çalxamaq,şuştin
1176,fegen::V,süpürmək,maliştin
1177,kehren::V,süpürmək,maliştin
1178,baden::V,çimmək,serîşûştin
1179,sich waschen::V,yuyunmaq,serîşûştin
1180,ausziehen::V,soyunmaq,jê kirin
1181,anziehen::V,geymək,pê kirin
1182,sich anziehen::V,geyinmək,xwe kirin
1183,kämmen::V,daramaq,şeh kirin
1184,schmücken::V,bəzəmək,xemilandin
1185,sagen::V,demək,gotin
1186,sagen::V,demək,peyivîn
1187,sagen::V,söymek,gotin
1188,sagen::V,söymek,peyivîn
1189,sprechen::V,danışmaq,peyivîn
1190,reden::V,danışmaq,axaftin
1191,sich unterhalten::V,söhbət etmək,hev biştaxilin
1192,fragen::V,soruşmaq,pirsîn
1193,fragen::V,soruşmaq,pirs kirin
1194,bitten::V,diləmək,tika kirin
1195,bitten::V,xahiş etmək,tika kirin
1196,erzählen::V,bəhs etmək,behs kirin
1197,mitteilen::V,bildirmək,vegotin
1198,nennen::V,adlandırmaq,bi nav kirin
1199,rufen::V,çağırmaq,bakirin
1200,prahlen::V,öyünmək,pesnê xwe dan
1201,übersetzen::V,tərcümə etmək,qulibandin
1202,übersetzen::V,tərcümə etmək,derbas kirin
1203,denken::V,düşünmək,fikirîn
1204,denken::V,fikirləşmək,fikirîn
1205,glauben::V,inanmaq,bawer bûn
1206,bemerken::V,qeyd etmək,bala xwe dan
1207,bemerken::V,qeyd etmək,çac lê ketin
1208,erkennen::V,tanımaq,pêhesîn
1209,begreifen::V,anlamaq,fêmkirin
1210,verstehen::V,duymaq,fêmkirin
1211,lernen::V,öyrənmək,halmandin
1212,lernen::V,öyrənmək,fêrbun
1213,wissen::V,bilmək,zanîn
1214,sich erinnern an::V,xatırlamaq,bir bûn
1215,vergessen::V,unutmaq,ji bir kirin
1216,messen::V,ölçmək,pê kanîn
1217,zählen::V,saymaq,hejmardin
1218,rechnen::V,hesablamaq,hesibandin
1219,lesen::V,oxumaq,xwendin
1220,malen::V,şəkil çəkmək,rengandin
1221,malen::V,şəkil çəkmək,boyax kirin
1222,zeichnen::V,cızmaq,işaret kirin
1223,schreiben::V,yazmaq,nivîsandin
1224,besitzen::V,yiyələnmək,hebûn
1225,besitzen::V,malik olmaq,hebûn
1226,kaufen::V,satın almaq,kirîn
1227,verkaufen::V,satmaq,firotin
1228,bezahlen::V,ödəmək,pere dan
1229,zahlen::V,ödəmək,pere dan
1230,zahlen::V,ödəmək,dayin
1231,beherrschen::V,idarə etmək,zebt kirin
1232,beherrschen::V,idarə etmək,hukim kirin
1233,ertragen::V,dözmək,bihêzkirin
