,Concept_ID,lez,sv
817,vierzig::NUM,яхцӏур,fyrtio
818,fünfzig::NUM,яхцӏурни цӏуд,femtio
819,sechzig::NUM,пудкъад,sextio
820,siebzig::NUM,пудкъанни цӏуд,sjuttio
821,achtzig::NUM,кьудкъад,åttio
822,neunzig::NUM,кьудкъанни цӏуд,nittio
823,hundert::NUM,виш,hundra
824,tausend::NUM,агъзур,tusen
825,und::CNJ,ва,och
826,oder::CNJ,я,eller
827,stehen::V,акъвазун,stå
828,sitzen::V,ацукьун,sitta
829,liegen::V,къаткун,ligga
830,hängen::V,куьрс хьун,hänga
831,werden::V,хьун,bli
832,passieren::V,хьун,ske
833,passieren::V,хьун,hända
834,beginnen::V,башламиш хьун,börja
835,enden::V,куьтягь хьун,ända
836,wechseln::V,дегиш хьун,växla
837,aufgehen[Sonne]::V,экъечӏун,gå upp
838,untergehen[Sonne]::V,акӏун,gå ned
839,scheinen[Sonne]::V,ишигь гун,skina
840,donnern::V,къукърумар авун,dundra
841,strömen::V,авахьун,forsa
842,strömen::V,авахьун,strömma
843,fließen::V,авахьун,flyta
844,sich drehen::V,элкъуьн,snurra
845,schwanken::V,юзун,vackla
846,schwingen::V,галтад хьун,svinga
847,fallen::V,аватун,falla
848,brennen::V,кун,brinna
849,brennen::V,ккун,brinna
850,regnen::V,къун,regna
851,gefrieren::V,муркӏади кьун,frysa
852,tauen::V,цӏурун,töa
853,schmelzen::V,цӏурун,smälta
854,trocknen::V,кьурун,torka
855,sieden::V,ругун,koka
856,sieden::V,ругун,sjuda
857,faulen::V,кутӏун,ruttna
858,verfaulen::V,чуьруьтмиш хьун,ruttna
859,verfaulen::V,кутӏун,ruttna
860,reißen::V,атӏун,brista
861,reißen::V,къазунун,brista
862,versinken::V,батмиш хьун,sjunka
863,vergehen::V,алатун,förgå
864,erscheinen::V,майдандиз акъатун,synas
865,erscheinen::V,майдандиз акъатун,visa sig
866,verschwinden::V,квахьун,försvinna
867,sinken::V,элекьун,sjunka
868,abnehmen::V,тӏимил хьун,avta
869,abnehmen::V,тӏимил хьун,minskas
870,abnehmen::V,гъвечӏи хьун,avta
871,abnehmen::V,гъвечӏи хьун,minskas
872,zunehmen::V,артух хьун,tilltaga
873,steigen::V,хкаж хьун,stiga
874,wachsen::V,экъечӏун,växa
875,glänzen::V,цӏарцӏар гун,glimma
876,funkeln::V,нур гун,tindra
877,funkeln::V,нур гун,gnistra
878,lärmen::V,ван авун,bråka
879,lärmen::V,ван авун,väsnas
880,läuten::V,зенг ягъун,ringa
881,klingeln::V,зенг ягъун,ringa
882,klirren::V,зигринг авун,klirra
883,brausen::V,къати хьун,brusa
884,rauschen::V,вишриш авун,susa
885,klingen::V,ван авун,låta
886,klingen::V,ван авун,klinga
887,bellen::V,элуькьун,skälla
888,heulen::V,къув ягъун,yla
889,heulen::V,къув ягъун,tjuta
890,blasen::V,уф гун,blåsa
891,pfeifen::V,уьфт ягъун,vissla
892,schreien::V,гьараюн,skrika
893,stöhnen::V,суза авун,stöna
894,zittern::V,зурзун,darra
895,zittern::V,зурзун,skälva
896,leben::V,яшамиш хьун,leva
897,geboren werden::V,хьун,födas
898,atmen::V,нефес чӏугун,andas
899,trinken::V,хъун,dricka
900,essen::V,тӏуьн,äta
901,schlucken::V,туькьуьнун,svälja
902,müde werden::V,галатун,tröttna
903,müde werden::V,юргъун хьун,tröttna
904,einschlafen::V,ксун,somna
905,schlafen::V,ксун,sova
906,aufwachen::V,ахварай аватун,vakna
907,aufstehen::V,къарагъун,stiga upp
908,sich erholen::V,ял ягъун,repa sig
909,sich erholen::V,ял ягъун,hämta sig
910,krank werden::V,кефсуз хьун,insjukna
911,krank sein::V,тӏа хьун,vara sjuk
912,schmerzen::V,тӏа хьун,smärta
913,schmerzen::V,тӏа хьун,göra ont
914,husten::V,уьгьуь ягъун,hosta
915,genesen::V,сагъ хъхьун,tillfriskna
916,sterben::V,кьин,dö
917,umkommen::V,терг хьун,omkomma
918,sich bewegen::V,юзун,röra sig
919,sich rühren::V,юзун,röra på sig
920,sich erheben::V,къарагъун,resa sig
921,sich setzen::V,ацукьун,sätta sig
922,hinfallen::V,алукьун,falla omkull
923,laufen::V,къекъуьн,löpa
924,schreiten::V,ккамар къачун,skrida
925,spazierengehen::V,сейр авун,promenera
926,eilen::V,тади авун,ila
927,sich beeilen::V,гьерекатун,skynda sig
928,sausen::V,чкурун,susa
929,rennen::V,катун,löpa
930,rennen::V,катун,springa
931,rennen::V,зверун,löpa
932,rennen::V,зверун,springa
933,springen::V,хкадарун,hoppa
934,klettern::V,акьахун,klättra
935,kriechen::V,капаралди фин,kräla
936,schwimmen::V,сирнав авун,simma
937,tauchen::V,кьилихъди циз вегьин,dyka
938,rudern::V,кьусуйралди лодка гьалун,ro
939,rudern::V,цуьруьгъуьлдалди кӏватӏун,ro
940,fahren::V,фин,köra
941,fliegen::V,лув гун,flyga
942,fliegen::V,цавай фин,flyga
943,gehen::V,фин,gå
944,weggehen::V,хъфин,gå bort
945,abfahren::V,фин,resa
946,abfahren::V,фин,avresa
947,abfahren::V,рекье гьатун,resa
948,abfahren::V,рекье гьатун,avresa
949,anhalten::V,акъвазун,stanna
950,hineingehen::V,гьахьун,gå in
951,eintreten::V,гьахьун,träda in
952,kommen::V,атун,komma
953,ankommen::V,атун,ankomma
954,zurückkommen::V,хтун,återkomma
955,bleiben::V,амукьун,bli
956,bleiben::V,амукьун,förbli
957,warten::V,гуьзлемишун,vänta
958,erwarten::V,вил алаз акъвазун,vänta
959,suchen::V,къекъуьн,leta
960,finden::V,жугъун,finna
961,versuchen::V,алахъун,försöka
962,vorbereiten::V,гьазурун,förbereda
963,lieben::V,кӏан хьун,älska
964,mögen::V,рикӏ ацукьун,tycka om
965,lachen::V,хъуьруьн,skratta
966,weinen::V,шехьун,gråta
967,schimpfen::V,сеперар гун,skälla
968,schimpfen::V,экъуьгъунар авун,skälla
969,sich ärgern::V,хъел акатун,förargas
970,sich fürchten::V,кичӏе хьун,vara rädd
971,fürchten::V,къурхутмиш хьун,frukta
972,fliehen::V,катун,fly
973,fliehen::V,катун,rymma
974,flüchten::V,катун,fly
975,sehen::V,акун,se
976,anschauen::V,вил вегьин,se på
977,anschauen::V,вил вегьин,betrakta
978,ansehen::V,килигун,åse
979,hören::V,ван хьун,höra
980,zuhören::V,яб гун,höra på
981,zuhören::V,яб гун,lyssna till
982,probieren::V,дад акун,smaka
983,probieren::V,дад акун,smaka på
984,riechen::V,ни чӏугун,lukta
985,fühlen::V,гьисс авун,känna
986,frieren::V,кьун,frysa
987,frieren::V,мекьи хьун,frysa
988,tun::V,авун,göra
989,können::V,хьун,kunna
990,können::V,акъакьун,kunna
991,wollen::V,кӏан хьун,vilja
992,anfangen::V,башламишун,börja
993,beenden::V,куьтягьун,avsluta
994,aufhören::V,акъвазун,sluta
995,aufhören::V,акъвазун,upphöra
996,gelingen::V,арадал атун,lyckas
997,geraten::V,акъатун,bli
998,öffnen::V,ахъаюн,öppna
999,schließen::V,акьалун,låsa
1000,schließen::V,акьалун,stänga
1001,stellen::V,эцигун,ställa
1002,setzen::V,ацукьарун,sätta
1003,legen::V,эцигун,lägga
1004,berühren::V,хкӏурун,beröra
1005,verbinden::V,гилигун,förbinda
1006,bedecken::V,кӏевун,täcka
1007,bedecken::V,кӏевун,betäcka
1008,aufhängen::V,куьрсарун,hänga
1009,aufhängen::V,куьрсарун,hänga upp
1010,anzünden::V,куькӏуьрун,tända
1011,anzünden::V,куькӏуьрун,antända
1012,anzünden::V,куькӏуьрун,tända på
1013,aufheben::V,хкажун,lyfta
1014,zurücklassen::V,тун,lämna
1015,zurücklassen::V,тун,efterlämna
1016,verlieren::V,квадарун,mista
1017,verlieren::V,квадарун,förlora
1018,fallen lassen::V,авадрун,tappa
1019,fallen lassen::V,авадрун,släppa
1020,machen::V,авун,göra
1021,machen::V,кар авун,göra
1022,herstellen::V,расун,tillverka
1023,herstellen::V,расун,framställa
1024,bauen::V,туькӏуьрун,bygga
1025,reparieren::V,расун,reparera
1026,verbessern::V,хъсанрун,rätta
1027,verbessern::V,хъсанрун,förbättra
1028,ändern::V,табдил авун,ändra
1029,ändern::V,табдил авун,förändra
1030,graben::V,эгъуьнун,gräva
1031,beugen::V,акӏажарун,böja
1032,beugen::V,кангур авун,böja
1033,biegen::V,патахъарун,böja
1034,biegen::V,патахъарун,kröka
1035,drehen::V,алчударун,vrida
1036,umdrehen::V,элкъуьрун,vrida om
1037,heben::V,хкажун,häva
1038,hochheben::V,хкажун,lyfta
1039,ergreifen::V,агалчна кьун,gripa
1040,halten::V,кьун,hålla
1041,drücken::V,чуькьуьн,trycka
1042,schieben::V,хуртӏ гун,skjuta
1043,kratzen::V,къадгъунун,riva
1044,kratzen::V,къадгъунун,skrapa
1045,lecken::V,мез гун,slicka
1046,beißen::V,кӏасун,bita
1047,abreißen::V,галудун,slita_av
1048,abreißen::V,галудун,riva_av
1049,abschneiden::V,атӏун,skära av
1050,stecken::V,сухун,sticka
1051,brechen::V,хун,bryta
1052,brechen::V,хун,brista
1053,brechen::V,кукӏварун,bryta
1054,brechen::V,кукӏварун,brista
1055,klopfen::V,тахъ-тахъ авун,banka
1056,klopfen::V,тахъ-тахъ авун,klappa
1057,hauen::V,ягъун,hugga
1058,kleben::V,алкӏурун,klistra
1059,kleben::V,кукӏурун,klistra
1060,reiben::V,тӏушунун,gnida
1061,streichen::V,алтадун,smörja
1062,schleifen::V,кӏвенкӏв авун,slipa
1063,schneiden::V,атӏун,skära
1064,schneiden::V,атӏун,klippa
1065,rütteln::V,къарсурун,skaka
1066,schütteln::V,къарсурун,rista
1067,schwenken::V,элягъун,svänga
1068,schwenken::V,галтадун,svänga
1069,schütten::V,цун,hälla
1070,füllen::V,ацӏурун,fylla
1071,einwickeln::V,кутун,slå in
1072,einwickeln::V,кутун,veckla in
1073,einwickeln::V,элкъуьрун,slå in
1074,einwickeln::V,элкъуьрун,veckla in
1075,tragen::V,тухун,bära
1076,schleppen::V,галчӏурун,släpa
1077,ziehen::V,ялун,dra
1078,ziehen::V,чӏугун,dra
1079,aufbewahren::V,хуьн,förvara
1080,aufbewahren::V,хуьн,ta vara på
1081,werfen::V,гадрун,kasta
1082,fangen::V,кьун,fånga
1083,packen::V,кьун,gripa
1084,packen::V,кьун,gripa tag
1085,verstecken::V,кӏевун,gömma
1086,teilen::V,паюн,dela
1087,schicken::V,ракъурун,skicka
1088,bringen::V,гъун,bringa
1089,hinzufügen::V,алава авун,tillägga
1090,bekommen::V,къачун,få
1091,bekommen::V,къачун,erhålla
1092,bekommen::V,жугъурун,få
1093,bekommen::V,жугъурун,erhålla
1094,erhalten::V,къачун,få
1095,erhalten::V,къачун,erhålla
1096,nehmen::V,къачун,ta
1097,nehmen::V,къачун,taga
1098,wählen::V,хкягъун,välja
1099,auswählen::V,хкягъун,utvälja
1100,bewahren::V,хуьн,bevara
1101,behindern::V,манийвал авун,hindra
1102,behindern::V,манийвал авун,förhindra
1103,verderben::V,чӏурун,förstöra
1104,beschädigen::V,нукьсанвал гун,skada
1105,zerbrechen::V,хун,bryta isär
1106,zerbrechen::V,хун,bryta sönder
1107,zerreißen::V,къазунун,riva sönder
1108,zerreißen::V,къазунун,slita sönder
1109,zerstören::V,чӏурун,förstöra
1110,zerstören::V,барбатӏун,förstöra
1111,verbrennen::V,ккун,bränna
1112,verbrennen::V,ккун,bränna upp
1113,geben::V,гун,ge
1114,reichen::V,вугун,räcka
1115,reichen::V,гун,räcka
1116,schenken::V,пишкеш авун,skänka
1117,versprechen::V,гаф гун,lova
1118,wünschen::V,дуьа авун,önska
1119,loben::V,тариф авун,lova
1120,loben::V,тариф авун,beröma
1121,küssen::V,темен гун,pussa
1122,wiegen::V,эчӏягъун,vagga
1123,zudecken::V,гьалдун,täcka
1124,wecken::V,ахварай авудун,väcka
1125,zeigen::V,къалурун,visa
1126,führen::V,тухун,föra
1127,lehren::V,кӏелиз тун,lära
1128,unterrichten::V,тарс гун,undervisa
1129,aufziehen::V,тербия гун,uppfostra
1130,aufziehen::V,тербияламишун,uppfostra
1131,leiten::V,идара авун,leda
1132,antreiben::V,тади кутун,driva på
1133,einladen::V,теклиф авун,bjuda
1134,einladen::V,теклиф авун,inbjuda
1135,vereinigen::V,сад авун,förena
1136,besuchen::V,кьилив атун,besöka
1137,treffen::V,гьалтун,möta
1138,treffen::V,гьалтун,träffa
1139,sich versammeln::V,алтӏушун,församla sig
1140,spielen::V,къугъун,leka
1141,spielen::V,къугъун,spela
1142,singen::V,лугьун,sjunga
1143,singen::V,мани лугьун,sjunga
1144,tanzen::V,кьуьл авун,dansa
1145,sich trennen::V,къакъатун,skiljas
1146,verlassen::V,гъил къачун,lämna
1147,verlassen::V,гъил къачун,överge
1148,retten::V,къутармишун,rädda
1149,bewachen::V,хуьн,bevaka
1150,schützen::V,хуьн,skydda
1151,schützen::V,хуьн,beskydda
1152,verteidigen::V,хуьн,försvara
1153,sich schlagen::V,кукӏун,slåss
1154,schießen::V,акъатун,skjuta
1155,siegen::V,гъалиб хьун,segra
1156,ärgern::V,хъел гъун,förarga
1157,ärgern::V,хъел кутун,förarga
1158,schlagen::V,ягъун,slå
1159,schlagen::V,галукьарун,slå
1160,treten::V,кьуьл къекъягъун,sparka
1161,treten::V,кьуьл эцягъун,sparka
1162,stechen::V,акьадарун,sticka
1163,stoßen::V,эцягъун,stöta
1164,stehlen::V,чуьнуьхун,stjäla
1165,stören::V,хкуьрун,störa
1166,belästigen::V,хкуьрун,genera
1167,belästigen::V,хкуьрун,besvära
1168,belästigen::V,азият гун,genera
1169,belästigen::V,азият гун,besvära
1170,verbergen::V,далдаламишун,dölja
1171,täuschen::V,алцурарун,vilseleda
1172,täuschen::V,алцуррун,vilseleda
1173,betrügen::V,алцурарун,bedra
1174,betrügen::V,гьарамзадавал авун,bedra
1175,töten::V,яна кьин,döda
1176,wohnen::V,дуланмиш хьун,bo
1177,arbeiten::V,кӏвалахун,arbeta
1178,arbeiten::V,кӏвалах авун,arbeta
1179,sammeln::V,кӏватӏун,samla
1180,pflücken::V,атӏун,plocka
1181,jagen::V,гъуьрч авун,jaga
1182,fischen::V,гъетер кьун,fiska
1183,fassen::V,кьун,fånga
1184,hüten::V,чӏура хуьн,vakta
1185,treiben::V,гьалун,driva
1186,anbinden::V,акалун,binda fast
1187,füttern::V,ем гун,fodra
1188,melken::V,ацун,mjölka
1189,hacken::V,куьткуьнун,hacka
1190,gießen::V,яд гун,hälla
1191,gießen::V,яд гун,vattna
1192,reifen::V,чурун,mogna
1193,reifen::V,агакьун,mogna
1194,zubereiten::V,гьазурун,tillaga
1195,zubereiten::V,гьазурун,tillreda
1196,kochen::V,ругун,koka
1197,backen::V,чурун,baka
1198,braten::V,чурун,steka
1199,umrühren::V,какадарун,röra om
1200,stricken::V,хурун,sticka
1201,nähen::V,цун,sy
1202,färben::V,шир ягъун,färga
1203,reinigen::V,михьун,rensa
1204,reinigen::V,михьун,rengöra
1205,waschen::V,чуьхуьн,tvätta
1206,abwischen::V,гуьцӏун,torka av
1207,spülen::V,экъуьрун,spola
1208,spülen::V,экъуьрун,skölja
1209,fegen::V,шуткун,feja
1210,kehren::V,кул алтадун,sopa
1211,baden::V,эхъуьн,bada
1212,sich waschen::V,жендек чуьхуьн,tvätta sig
1213,ausziehen::V,хутӏунун,ta av
1214,ausziehen::V,галудун,ta av
1215,anziehen::V,алукӏун,ta på
1216,sich anziehen::V,алукӏун,klä på sig
1217,sich anziehen::V,парталар алукӏун,klä på sig
1218,kämmen::V,эвягъун,kamma
1219,schmücken::V,безетмишун,pynta
1220,schmücken::V,безетмишун,smycka
1221,schmücken::V,гуьрчегарун,pynta
1222,schmücken::V,гуьрчегарун,smycka
1223,sagen::V,лугьун,säga
1224,sprechen::V,рахун,tala
1225,reden::V,рахун,tala
1226,reden::V,рахун,prata
1227,sich unterhalten::V,ихтилат авун,prata
1228,fragen::V,жузун,fråga
1229,fragen::V,жузун,spörja
1230,bitten::V,тӏалабун,be
1231,erzählen::V,ахъаюн,berätta
1232,mitteilen::V,хабар гун,meddela
1233,nennen::V,тӏвар гун,kalla
1234,rufen::V,эверун,ropa
1235,prahlen::V,яцӏу гафар авун,pråla
1236,prahlen::V,яцӏу гафар авун,skryta
1237,übersetzen::V,таржума авун,tolka
1238,übersetzen::V,таржума авун,översätta
1239,übersetzen::V,гафладун,tolka
1240,übersetzen::V,гафладун,översätta
1241,denken::V,фикир авун,tänka
1242,glauben::V,агъун,tro
1243,bemerken::V,фикир гун,uppmärksamma
1244,bemerken::V,фикир гун,lägga märke till
1245,begreifen::V,гъавурда акьун,begripa
1246,lernen::V,кӏелун,lära sig
1247,wissen::V,чир хьун,veta
1248,wissen::V,чирхьун,veta
1249,sich erinnern an::V,рикӏел хуьн,minnas
1250,sich erinnern an::V,рикӏел хуьн,komma ihåg
1251,vergessen::V,рикӏелай фин,glömma
1252,vergessen::V,рикӏелай алатун,glömma
1253,messen::V,алцумун,mäta
1254,zählen::V,гьисабун,räkna
1255,rechnen::V,гьисабун,räkna
1256,lesen::V,кӏелун,läsa
1257,malen::V,кхьин,måla
1258,malen::V,шикилар чӏугун,måla
1259,zeichnen::V,чӏугун,teckna
1260,schreiben::V,кхьин,skriva
1261,besitzen::V,иеси хьун,äga
1262,besitzen::V,иеси хьун,besitta
1263,kaufen::V,къачун,köpa
1264,kaufen::V,маса къачун,köpa
1265,verkaufen::V,гун,sälja
1266,verkaufen::V,маса гун,sälja
1267,bezahlen::V,къимет гун,betala
1268,bezahlen::V,эвезда авун,betala
1269,bezahlen::V,гьакъи агакьрун,betala
1270,zahlen::V,къимет гун,betala
1271,zahlen::V,эвезда авун,betala
1272,zahlen::V,гьакъи агакьрун,betala
1273,beherrschen::V,иеси хьун,behärska
1274,ertragen::V,таб гун,tåla
1275,ertragen::V,таб гун,uthärda
1276,Oberschenkel::N,,lår
1277,Strömung::N,,strömning
1278,Moor::N,,myr
1279,Moor::N,,mosse
1280,Gedächtnis::N,,minne
1281,Ski::N,,skida
1282,Platte::N,,platta
1283,Leine::N,,lina
1284,Geschäft::N,,rörelse
1285,dick[Gegenstand]::A,,tjock
1286,auf einmal::ADV,,på en gång
1287,zurück::ADV,,tillbaka
1288,wieder::ADV,,åter
1289,wehen::V,,blåsa
1290,rauchen::V,,ryka
1291,schaukeln::V,,gunga
1292,rühren::V,,röra
1293,scheinen::V,,verka
1294,scheinen::V,,tyckas
1295,zu sehen sein::V,,synas
1296,zu sehen sein::V,,kunna ses
1297,vernehmen::V,,få veta
1298,vernehmen::V,,förnimma
1299,wenden::V,,vända
1300,binden::V,,binda
1301,lassen::V,,få att
1302,erkennen::V,,känna igen
1303,verstehen::V,,förstå
