,Concept_ID,sq,el
61,Leber::N,mëlçi,ήπαρ
62,Leber::N,mëlçi,συκωτί
63,Atem::N,frymë,αναπνοή
64,Hunger::N,uri,πείνα
65,Träne::N,lot,δάκρυ
66,Geschmack::N,shije,γεύση
67,Geruch::N,erë,οσμή
68,Geruch::N,erë,μυρωδία
69,Schlaf::N,gjumë,ύπνος
70,Traum::N,ëndërr,όνειρο
71,Himmel::N,qiell,ουρανός
72,Sonne::N,diell,ήλιος
73,Mond::N,hënë,σελήνη
74,Mond::N,hënë,φεγγάρι
75,Stern::N,yll,άστρο
76,Stern::N,yll,αστέρι
77,Luft::N,ajër,αέρας
78,Wind::N,erë,αέρας
79,Wind::N,erë,άνεμος
80,Welle::N,valë,κύμα
81,Welle::N,dallgë,κύμα
82,Wasser::N,ujë,νερό
83,Stein::N,gur,πέτρα
84,Boden::N,tokë,χώμα
85,Boden::N,truall,χώμα
86,Erde::N,dhe,γη
87,Erde::N,baltë,γη
88,Staub::N,pluhur,σκόνη
89,Rauch::N,tym,καπνός
90,Funke::N,xixë,σπίθα
91,Funke::N,xixë,σπινθήρας
92,Funke::N,shkëndijë,σπίθα
93,Funke::N,shkëndijë,σπινθήρας
94,Feuer::N,zjarr,φωτιά
95,Licht::N,dritë,φως
96,Schatten::N,hije,σκιά
97,Schatten::N,hije,ίσκιος
98,Wetter::N,mot,καιρός
99,Nebel::N,mjegull,ομίχλη
100,Wolke::N,re,σύννεφο
101,Regen::N,shi,βροχή
102,Schnee::N,borë,χιόνι
103,Eis::N,akull,πάγος
104,Frost::N,ngricë,παγωνία
105,Kälte::N,të ftohtë,κρύο
106,Kälte::N,të ftohtë,ψύχος
107,Hitze::N,vapë,ζέστη
108,Hitze::N,nxehtësi,ζέστη
109,Raureif::N,cikmë,πάχνη
110,Regenbogen::N,ylber,ουράνιο τόξο
111,Donner::N,gjëmim,βροντή
112,Donner::N,bubullimë,βροντή
113,Strömung::N,rrymë,ρεύμα
114,Tropfen::N,pikë,στάλα
115,Schaum::N,shkumë,αφρός
116,Schmutz::N,baltë,βρωμιά
117,See::N,liqen,λίμνη
118,Sumpf::N,batak,βάλτος
119,Moor::N,kënetë,έλος
120,Wiese::N,livadh,λιβάδι
121,Wald::N,pyll,δάσος
122,Hügel::N,kodër,λόφος
123,Anhöhe::N,bregore,ύψωμα
124,Berg::N,mal,όρος
125,Berg::N,mal,βουνό
126,Gipfel::N,kulm,κορυφή
127,Höhle::N,shpellë,σπηλιά
128,Höhle::N,zgafelle,σπηλιά
129,Abhang::N,shpat,πλαγιά
130,Abhang::N,tatëpjetë,πλαγιά
131,Quelle::N,krua,πηγή
132,Quelle::N,krua,βρύση
133,Quelle::N,burim,πηγή
134,Quelle::N,burim,βρύση
135,Bach::N,virua,ρυάκι
136,Fluss::N,lumë,ποτάμι
137,Fluss::N,lumë,ποταμός
138,Ufer::N,breg,όχθη
139,Küste::N,anëdet,ακτή
140,Küste::N,anëdet,ακρογιαλιά
141,Küste::N,bregdet,ακτή
142,Küste::N,bregdet,ακρογιαλιά
143,Festland::N,kontinent,στεριά
144,Meer::N,det,θάλασσα
145,Bucht::N,gji deti,κόλπος
146,Insel::N,ishull,νησί
147,Insel::N,ishull,νήσος
148,Insel::N,ujdhesë,νησί
149,Insel::N,ujdhesë,νήσος
150,Blume::N,lule,άνθος
151,Blume::N,lule,λουλούδι
152,Gras::N,bar,χόρτο
153,Gras::N,bar,χορτάρι
154,Wurzel::N,rrënjë,ρίζα
155,Baum::N,pemë,δέντρο
156,Stamm::N,trung,κορμός
157,Rinde::N,lëvore,φλούδα
158,Ast::N,degë,κλαδί
159,Zweig::N,bisk,κλαδί
160,Zweig::N,bisk,κλάδος
161,Blatt::N,fletë,φύλλο
162,Blatt::N,gjethe,φύλλο
163,Birke::N,mështekën,σημύδα
164,Kiefer[Baum]::N,pishë,πεύκο
165,Weide[Baum]::N,shelg,ιτιά
166,Tanne::N,bredh,έλατο
167,Horn::N,bri,κέρας
168,Horn::N,bri,κέρατο
169,Feder::N,pupël,φτερό
170,Fell::N,lëkurë,δέρμα
171,Fell::N,lëkurë,τομάρι
172,Flügel::N,krah,πτερύγιο
173,Flügel::N,fletë,πτερύγιο
174,Klaue::N,kthetër,κουλό
175,Kralle::N,thua,νύχι
176,Kralle::N,kthetër,νύχι
177,Schwanz::N,bisht,ουρά
178,Ei::N,vezë,αβγό
179,Nest::N,fole,φωλιά
180,Bau::N,strofkë,φωλιά
181,Tier::N,kafshë,ζώο
182,Herde::N,kope,κοπάδι
183,Herde::N,grigjë,κοπάδι
184,Kuh::N,lopë,αγελάδα
185,Bulle::N,dem,ταύρος
186,Pferd::N,kalë,άλογο
187,Schaf::N,dele,πρόβατο
188,Schwein::N,derr,γουρούνι
189,Hund::N,qen,σκυλί
190,Hund::N,qen,σκύλος
191,Katze::N,mace,γάτα
192,Bär::N,ari,άρκτος
193,Bär::N,ari,αρκούδα
194,Eichhörnchen::N,ketër,βερβερίτσα
195,Elch::N,dre brilopatë,άλκη
196,Fuchs::N,dhelpër,αλεπού
197,Hase::N,lepur,λαγός
198,Maus::N,mi,ποντικός
199,Wolf::N,ujk,λύκος
200,Vogel::N,zog,πουλί
201,Vogel::N,shpend,πουλί
202,Schwarm::N,luzmë,σμήνος
203,Huhn::N,pulë,κότα
204,Huhn::N,pulë,όρνιθα
205,Hahn::N,gjel,πετεινός
206,Hahn::N,këndes,πετεινός
207,Gans::N,patë,χήνα
208,Adler::N,shqiponjë,αετός
209,Ente::N,rosë,πάπια
210,Eule::N,buf,κουκουβάγια
211,Kranich::N,lejlek,γερανός
212,Kranich::N,kurrillë,γερανός
213,Krähe::N,sorrë,καρακάξα
214,Kuckuck::N,qyqe,κούκος
215,Schwan::N,mjellmë,κύκνος
216,Fisch::N,peshk,ψάρι
217,Barsch::N,purtekë,πέρκα
218,Hecht::N,mlysh,λούτσος
219,Schlange[Tier]::N,gjarpër,φίδι
220,Wurm::N,krimb,σκουλήκι
221,Spinne::N,marimangë,αράχνη
222,Ameise::N,thnegël,μυρμήγκι
223,Ameise::N,milingonë,μυρμήγκι
224,Laus::N,morr,ψείρα
225,Mücke::N,kunup,κουνούπι
226,Mücke::N,mushkonjë,κουνούπι
227,Fliege::N,mizë,μύγα
228,Schmetterling::N,flutur,πεταλούδα
229,Beere::N,frutë,ρόγα
230,Beere::N,manaferrë,ρόγα
231,Apfel::N,mollë,μήλο
232,Pilz::N,kërpudhë,μανιτάρι
233,Zwiebel::N,qepë,κρεμμύδι
234,Saat::N,farë,σπόρος
235,Korn::N,grurë,σπυρί
236,Korn::N,kokërr,σπυρί
237,Heu::N,sanë,σανός
238,Schale::N,lëkurë,τσόφλι
239,Grube::N,gropë,λάκκος
240,Falle::N,kurth,παγίδα
241,Falle::N,grackë,παγίδα
242,Schlinge::N,nyjë,θηλειά
243,Spur::N,gjurmë,ίχνος
244,Asche::N,hi,στάχτη
245,Dreck::N,baltë,βρωμιά
246,Eisen::N,hekur,σίδερο
247,Gold::N,ar,μάλαμα
248,Gold::N,ar,χρυσάφι
249,Gold::N,flori,μάλαμα
250,Gold::N,flori,χρυσάφι
251,Silber::N,argjend,ασήμι
252,Silber::N,argjend,άργυρος
253,Kohle::N,qymyr,κάρβουνο
254,Glas::N,qelq,γυαλί
255,Lehm::N,argjilë,πηλός
256,Sand::N,rërë,άμμος
257,Mensch::N,njeri,άνθρωπος
258,Mann::N,burrë,άνδρας
259,Mann::N,mashkull,άνδρας
260,Frau::N,grua,γυναίκα
261,Frau::N,femër,γυναίκα
262,Kind::N,kalama,παιδί
263,Junge::N,djalë,αγόρι
264,Mädchen::N,gocë,κοπέλα
265,Mädchen::N,gocë,κορίτσι
266,Mädchen::N,vajzë,κοπέλα
267,Mädchen::N,vajzë,κορίτσι
268,Familie::N,familje,οικογένεια
269,Großvater::N,gjysh,παππούς
270,Großmutter::N,gjyshe,γιαγιά
271,Eltern::N,prindër,γονείς
272,Vater::N,atë,πατέρας
273,Mutter::N,nënë,μητέρα
274,Sohn::N,bir,γιος
275,Tochter::N,bijë,κόρη
276,Bruder::N,vëlla,αδελφός
277,Schwester::N,motër,αδελφή
278,Onkel::N,dajë,θείος
279,Onkel::N,xhaxha,θείος
280,Tante::N,teze,θεία
281,Tante::N,hallë,θεία
282,Ehemann::N,burrë,σύζυγος
283,Ehemann::N,bashkëshort,σύζυγος
284,Ehefrau::N,grua,σύζυγος
285,Ehefrau::N,bashkëshorte,σύζυγος
286,Freude::N,gaz,χαρά
287,Freude::N,gëzim,χαρά
288,Gelächter::N,qeshje,γέλια
289,Glück::N,lumturi,ευτυχία
290,Kummer::N,brengë,έγνοια
291,Kummer::N,pikëllim,έγνοια
292,Wunsch::N,dëshirë,επιθυμία
293,Lust::N,epsh,όρεξη
294,Lust::N,dashuri,όρεξη
295,Geist::N,frymë,πνέυμα
296,Geist::N,shpirt,πνέυμα
297,Gedanke::N,ide,σκέψη
298,Gedanke::N,mendim,σκέψη
299,Gedächtnis::N,kujtesë,μνήμη
300,Verstand::N,mend,νους
301,Sinn::N,kuptim,νόημα
302,Grund::N,arsye,λόγος
303,Wahrheit::N,vërtetë,αλήθεια
304,Gespräch::N,bisedim,συνομιλία
305,Märchen::N,përrallë,παραμύθι
306,Erzählung::N,tregim,διήγημα
307,Nachricht::N,lajm,είδηση
308,Neuigkeit::N,risi,νέο
309,Name::N,emër,όνομα
310,Rätsel::N,gjëzë,αίνιγμα
311,Rätsel::N,gjëegjëzë,αίνιγμα
312,Rede::N,fjalim,λόγος
313,Rede::N,fjalim,ομιλία
314,Sprache::N,gjuhë,γλώσσα
315,Stimme::N,zë,φωνή
316,Wort::N,fjalë,λέξη
317,Zeichen::N,shenjë,σημείο
318,Ruf::N,thirrmë,κραυγή
319,Lärm::N,zhurmë,θόρυβος
320,Laut::N,tingull,ήχος
321,Ton::N,ton,ήχος
322,Ton::N,ton,τόνος
323,Lied::N,këngë,τραγούδι
324,Ruhe::N,qetësi,ησυχία
325,Leute::N,botë,κόσμος
326,Leute::N,botë,άνθρωποι
327,Leute::N,njerëz,κόσμος
328,Leute::N,njerëz,άνθρωποι
329,Volk::N,popull,λαός
330,Arbeit::N,punë,εργασία
331,Gast::N,mik,επισκέπτης
332,Gast::N,mysafir,επισκέπτης
333,Geschenk::N,dhuratë,δώρο
334,Geschenk::N,peshqesh,δώρο
335,Spiel::N,lojë,παιχνίδι
336,Gesellschaft::N,shoqëri,κοινωνία
337,Hilfe::N,ndihmë,βοήθεια
338,Freund::N,mik,φίλος
339,Kamerad::N,shok,σύντροφος
340,Angelegenheit::N,punë,υπόθεση
341,Anzahl::N,sasi,αριθμός
342,Art::N,lloj,είδος
343,Stück::N,copë,κομμάτι
344,Teil::N,pjesë,μέρος
345,Hälfte::N,gjysmë,μισό
346,Kreis::N,qark,κύκλος
347,Kreis::N,rreth,κύκλος
348,Kreuz::N,kryq,σταυρός
349,Linie::N,vijë,γραμμή
350,Strich::N,vizë,γραμμή
351,Abstand::N,distancë,απόσταση
352,Entfernung::N,largim,απόσταση
353,Gegend::N,vise,περιοχή
354,Gegend::N,vise,τοποθεσία
355,Gegend::N,krahinë,περιοχή
356,Gegend::N,krahinë,τοποθεσία
357,Platz::N,shesh,χώρος
358,Ort::N,vend,τόπος
359,Seite::N,anë,πλευρά
360,Mitte::N,mes,μέση
361,Gegenstand::N,send,αντικείμενο
362,Sache::N,gjë,πράγμα
363,Sache::N,send,πράγμα
364,Rand::N,qoshe,άκρη
365,Rand::N,qoshe,χείλος
366,Kante::N,teh,άκρη
367,Ecke::N,qoshe,γωνιά
368,Spitze::N,majë,μύτη
369,Ende::N,skaj,άκρη
370,Ende::N,bisht,άκρη
371,Loch::N,vrimë,τρύπα
372,Winkel::N,kënd,γωνία
373,Muster::N,mostër,σχέδιο
374,Größe::N,madhësi,μέγεθος
375,Länge::N,gjatësi,μήκος
376,Höhe::N,lartësi,ύψος
377,Gewicht::N,peshë,βάρος
378,Menge::N,sasi,ποσότητα
379,Haufen::N,grumbull,σωρός
380,Reihe::N,radhë,αράδα
381,Reihe::N,rresht,αράδα
382,Boot::N,barkë,βάρκα
383,Boot::N,lundër,βάρκα
384,Ruder::N,rrem,κουπί
385,Schlitten::N,sajë,έλκηθρο
386,Ski::N,ski,σκι
387,Lagerfeuer::N,flakadan,φωτιά
388,Lagerfeuer::N,zjarr i madh,φωτιά
389,Last::N,barrë,φορτίο
390,Gang::N,ecje,δρόμος
391,Schritt::N,hap,βήμα
392,Norden::N,veri,βορράς
393,Süden::N,jug,νότος
394,Westen::N,perëndim,δύση
395,Osten::N,lindje,ανατολή
396,Holz::N,dru,ξύλο
397,Brett::N,dërrasë,σανίδι
398,Platte::N,pllakë,πλάκα
399,Stütze::N,shtyllë,στήριγμα
400,Stütze::N,mbështetesë,στήριγμα
401,Stange::N,shufër,ραβδί
402,Stange::N,shufër,κοντός
403,Stock::N,dajak,ξύλο
404,Stock::N,dajak,μπαστούνι
405,Stab::N,shkop,ραβδί
406,Rohr::N,tub,σωλήνας
407,Haus::N,shtëpi,σπίτι
408,Heim::N,konak,σπίτι
409,Heim::N,shtëpi,σπίτι
410,Ofen::N,sobë,σόμπα
411,Ofen::N,sobë,θερμάστρα
412,Ofen::N,stufë,σόμπα
413,Ofen::N,stufë,θερμάστρα
414,Fußboden::N,dysheme,πάτωμα
415,Tisch::N,tryezë,τραπέζι
416,Stuhl::N,karrige,καρέκλα
417,Wiege::N,djep,κούνια
418,Bett::N,shtrat,κρεβάτι
419,Regal::N,raft,ράφι
420,Kiste::N,kuti,κιβώτιο
421,Fenster::N,dritare,παράθυρο
422,Tür::N,derë,πόρτα
423,Tor::N,portë,πύλη
424,Zaun::N,gardh,φράχτης
425,Dach::N,çati,στέγη
426,Leiter::N,shkallë,σκάλα
427,Leiter::N,shkallë,κλίμακα
428,Besen::N,fshesë,σκούπα
429,Spaten::N,lopatë,φτυάρι
430,Schaufel::N,qyrek,φτυάρι
431,Gabel::N,pirun,πιρούνι
432,Löffel::N,lugë,κουτάλι
433,Messer::N,thikë,μαχαίρι
434,Nagel::N,gozhdë,καρφί
435,Netz::N,rrjetë,δίχτυ
436,Haken::N,grep,γάντζος
437,Haken::N,grep,αγκίστρι
438,Haken::N,grremç,γάντζος
439,Haken::N,grremç,αγκίστρι
440,Griff::N,dorak,λαβή
441,Griff::N,dorezë,λαβή
442,Schloss::N,bravë,κλειδαριά
443,Bild::N,tablo,εικόνα
444,Bild::N,pikturë,εικόνα
445,Figur::N,figurë,ανάστημα
446,Puppe::N,kukull,κούκλα
447,Beutel::N,qese,πουγγί
448,Beutel::N,trastë,πουγγί
449,Bündel::N,deng,δεμάτι
450,Tasche::N,çantë,τσάντα
451,Eimer::N,kovë,κουβάς
452,Deckel::N,kapak,καπάκι
453,Deckel::N,mbulesë,καπάκι
454,Geschirr::N,enë,σκεύη
455,Sack::N,thes,σάκος
456,Sack::N,torbë,σάκος
457,Tasse::N,filxhan,φλιτζάνι
458,Topf::N,kusi,χύτρα
459,Topf::N,tenxhere,χύτρα
460,Kessel::N,kazan,καζάνι
461,Essen::N,ngrënie,φαγητό
462,Nahrung::N,ushqim,τροφή
463,Speise::N,gatesë,φαγητό
464,Fleisch::N,mish,κρέας
465,Getreide::N,drithë,σιτάρι
466,Brei::N,qull,χυλός
467,Brot::N,bukë,ψωμί
468,Brot::N,bukë,άρτος
469,Scheibe::N,fetë,φέτα
470,Fett::N,lyrë,πάχος
471,Fett::N,yndyrë,πάχος
472,Butter::N,gjalpë,βούτυρο
473,Öl::N,vaj,λάδι
474,Salz::N,kripë,αλάτι
475,Suppe::N,supë,σούπα
476,Suppe::N,çorbë,σούπα
477,Honig::N,mjaltë,μέλι
478,Milch::N,qumësht,γάλα
479,Tee::N,çaj,τσάι
480,Leder::N,lëkurë,πετσί
481,Wolle::N,lesh,μαλλί
482,Stoff::N,pëlhurë,ύφασμα
483,Nadel::N,gjilpërë,βελόνα
484,Faden::N,pe,κλωστή
485,Faden::N,fije,κλωστή
486,Knopf::N,kopsë,κουμπί
487,Knoten::N,komb,κόμπος
488,Farbe::N,bojë,μπογιά
489,Kleidung::N,veshje,ρούχα
490,Kleidung::N,veshje,ενδυμασία
491,Hemd::N,këmishë,πουκάμισο
492,Kragen::N,jakë,κολάρο
493,Ärmel::N,mëngë,μανίκι
494,Hose::N,brekë,πανταλόνι
495,Gürtel::N,rrip,ζώνη
496,Mütze::N,kësulë,σκούφος
497,Schuh::N,këpucë,παπούτσι
498,Stiefel::N,çizme,μπότα
499,Ring::N,unazë,δαχτυλίδι
500,Band::N,shirit,κορδέλα
501,Kamm::N,krehër,χτένα
502,Spiegel::N,pasqyrë,καθρέφτης
503,Riemen::N,rrip,λουρί
504,Schnur::N,litar,κορδόνι
505,Schnur::N,cikomë,κορδόνι
506,Leine::N,rrip,σχοινί
507,Decke::N,batanije,κουβέρτα
508,Kissen::N,jastëk,μαξιλάρι
509,Tuch::N,shami,πανί
510,Tuch::N,shami,μαντήλι
511,Handtuch::N,peshqir,πετσέτα
512,Kraft::N,forcë,δύναμη
513,Stärke::N,koll,ισχύς
514,Stärke::N,koll,δύναμη
515,Gesundheit::N,shëndet,υγεία
516,Krankheit::N,sëmundje,αρρώστια
517,Schmerz::N,dhimbje,πόνος
518,Wunde::N,plagë,πληγή
519,Fieber::N,ethe,πυρετός
520,Arznei::N,ilaç,φάρμακο
521,Brücke::N,urë,γέφυρα
522,Brunnen::N,pus,πηγάδι
523,Weide::N,kullotë,βοσκή
524,Pfad::N,ravë,μονοπάτι
525,Pfad::N,shteg,μονοπάτι
526,Weg::N,udhë,δρόμος
527,Weg::N,shteg,δρόμος
528,Straße::N,rrugë,οδός
529,Straße::N,rrugë,δρόμος
530,Dorf::N,fshat,χωριό
531,Dorf::N,katund,χωριό
532,Stadt::N,qytet,πόλη
533,Brief::N,letër,γράμμα
534,Brief::N,letër,επιστολή
535,Buch::N,libër,βιβλίο
536,Buchstabe::N,shkronjë,γράμμα
537,Zeitung::N,gazetë,εφημερίδα
538,Leben::N,jetë,ζωή
539,Leben::N,jetë,βίος
540,Tod::N,mortje,θάνατος
541,Grab::N,varr,τάφος
542,Kirche::N,kishë,εκκλησία
543,Sünde::N,mëkat,αμαρτία
544,Sünde::N,gjynah,αμαρτία
545,Gott::N,hy,θεός
546,Gott::N,zot,θεός
547,Arbeiter::N,punëtor,εργάτης
548,Chef::N,shef,προϊστάμενος
549,Chef::N,drejtues,προϊστάμενος
550,Meister::N,mjeshtër,μάστορας
551,Meister::N,mjeshtër,αρχιτεχνίτης
552,Arzt::N,mjek,γιατρός
553,Arzt::N,doktor,γιατρός
554,Lehrer::N,mësues,δάσκαλος
555,Lehrer::N,arsimtar,δάσκαλος
556,Geld::N,para,λεφτά
557,Geld::N,para,χρήματα
558,Geld::N,holla,λεφτά
559,Geld::N,holla,χρήματα
560,Geschäft::N,ujdi,συναλλαγή
561,Geschäft::N,biznes,συναλλαγή
562,Laden::N,dyqan,μαγαζί
563,Laden::N,dyqan,κατάστημα
564,Preis::N,çmim,τιμή
565,Ware::N,mall,εμπόρευμα
566,Nutzen::N,dobi,όφελος
567,Nutzen::N,leverdi,όφελος
568,Reichtum::N,kamje,πλούτος
569,Reichtum::N,pasuri,πλούτος
570,Welt::N,botë,κόσμος
571,Land::N,vend,χώρα
572,Staat::N,shtet,κράτος
573,Staat::N,shtet,πολιτεία
574,König::N,mbret,βασιλιάς
575,Macht::N,fuqi,εξουσία
576,Macht::N,pushtet,εξουσία
577,Grenze::N,kufi,σύνορα
578,Krieg::N,luftë,πόλεμος
579,Feind::N,armik,εχθρός
580,Gewalt::N,dhunë,βία
581,Kampf::N,luftim,αγώνας
582,Bogen[Waffe]::N,hark,τόξο
583,Pfeil::N,shigjetë,σαΐτα
584,Gewehr::N,pushkë,τουφέκι
585,Fehler::N,gafë,λάθος
586,Fehler::N,gafë,σφάλμα
587,Fehler::N,gabim,λάθος
588,Fehler::N,gabim,σφάλμα
589,Lüge::N,gënjeshtër,ψέμα
590,Lüge::N,gënjeshtër,ψεύδος
591,Schaden::N,dëm,ζημία
592,Schaden::N,zarar,ζημία
593,Unglück::N,fatkeqësi,δυστυχία
594,Schuld::N,faj,ενοχή
595,Schuld::N,faj,φταίξιμο
596,Alter::N,moshë,ηλικία
597,Schluss::N,fund,τέλος
598,Zeit::N,kohë,χρόνος
599,Tag::N,ditë,μέρα
600,Tag::N,ditë,ημέρα
601,Morgen::N,mëngjes,πρωί
602,Mittag::N,mesditë,μεσημέρι
603,Abend::N,mbrëmje,βράδυ
604,Nacht::N,natë,νύχτα
605,Woche::N,javë,εβδομάδα
606,Monat::N,muaj,μήνας
607,Jahr::N,vit,έτος
608,Jahr::N,vit,χρόνος
609,Frühling::N,pranverë,άνοιξη
610,Sommer::N,verë,καλοκαίρι
611,Herbst::N,vjeshtë,φθινόπωρο
612,Winter::N,dimër,χειμώνας
613,Januar::N,janar,Ιανουάριος
614,Februar::N,shkurt,Φεβρουάριος
615,März::N,mars,Μάρτιος
616,April::N,prill,Απρίλιος
617,Mai::N,maj,Μάιος
618,Juni::N,qershor,Ιούνιος
619,Juli::N,korrik,Ιούλιος
620,August::N,gusht,Αύγουστος
621,September::N,shtator,Σεπτέμβριος
622,Oktober::N,tetor,Οκτώβριος
623,November::N,nëntor,Νοέμβριος
624,Dezember::N,dhjetor,Δεκέμβριος
625,Montag::N,hënë,Δευτέρα
626,Dienstag::N,martë,Τρίτη
627,Mittwoch::N,mërkurë,Τετάρτη
628,Donnerstag::N,enjte,Πέμπτη
629,Freitag::N,premte,Παρασκευή
630,Samstag::N,shtunë,Σάββατο
631,Sonntag::N,diel,Κυριακή
632,groß::A,madh,μεγάλος
633,klein::A,vogël,μικρός
634,lang::A,gjatë,μακρύς
635,kurz::A,shkurtër,κοντός
636,breit::A,gjerë,φαρδύς
637,schmal::A,ngushtë,στενός
638,dicht::A,dendur,πυκνός
639,dick[Gegenstand]::A,trashë,παχύς
640,dick[Gegenstand]::A,trashë,χοντρός
641,dünn::A,hollë,ψιλός
642,dünn::A,hollë,λεπτός
643,fein::A,imët,ψιλός
644,fest::A,fortë,στερεός
645,flach::A,sheshtë,επίπεδος
646,glatt::A,rrafshët,λείος
647,glatt::A,rrafshët,ομαλός
648,hart::A,fortë,σκληρός
649,weich::A,butë,μαλακός
650,rund::A,rrumbullakët,στρογγυλός
651,spitz::A,majëmprehtë,μυτερός
652,scharf::A,mprehtë,κοφτερός
653,stumpf::A,topitur,αμβλύς
654,schwer::A,rëndë,βαρύς
655,schön::A,bukur,ωραίος
656,schön::A,bukur,όμορφος
657,heiß::A,nxehtë,ζεστός
658,warm::A,ngrohtë,θερμός
659,kalt::A,ftohtë,κρύος
660,kalt::A,ftohtë,ψυχρός
661,kühl::A,freskët,δροσερός
662,frisch::A,pastër,νωπός
663,frisch::A,pastër,φρέσκος
664,feucht::A,lagësht,υγρός
665,nass::A,lagur,βρεγμένος
666,trocken::A,thatë,ξηρός
667,trocken::A,thatë,στεγνός
668,voll::A,plotë,γεμάτος
669,leer::A,bosh,άδειος
670,leer::A,zbrazët,άδειος
671,offen::A,hapur,ανοιχτός
672,geschlossen::A,mbyllur,κλειστός
673,sauber::A,dëlirë,καθαρός
674,schmutzig::A,ndyrë,βρώμικος
675,schmutzig::A,ndyrë,λερωμένος
676,roh::A,gjallë,ωμός
677,reif::A,arrirë,ώριμος
678,lecker::A,shijshëm,νόστιμος
679,süß::A,ëmbël,γλυκός
680,bitter::A,hidhur,πικρός
681,sauer::A,thartë,ξινός
682,hell::A,me dritë,φωτεινός
683,dunkel::A,errët,σκοτεινός
684,schwarz::A,i zi,μαύρος
685,schwarz::A,i zi,μελανός
686,weiß::A,bardhë,άσπρος
687,rot::A,kuq,κόκκινος
688,gelb::A,verdhë,κίτρινος
689,blau::A,blu,μπλε
690,blau::A,blu,γαλανός
691,blau::A,kaltër,μπλε
692,blau::A,kaltër,γαλανός
693,grün::A,blertë,πράσινος
694,grün::A,gjelbër,πράσινος
695,grau::A,hirtë,γκρίζος
696,grau::A,bojë hiri,γκρίζος
697,bunt::A,shumëngjyrëshëm,ποικιλόχρωπος
698,billig::A,lirë,φτηνός
699,teuer::A,shtrenjtë,ακριβός
700,wertvoll::A,çmuar,πολύτιμος
701,wertvoll::A,vlershëm,πολύτιμος
702,blind::A,qorr,τυφλός
703,blind::A,verbër,τυφλός
704,taub::A,shurdhër,κουφός
705,kräftig::A,fuqishëm,δυνατός
706,stark::A,fortë,γερός
707,schwach::A,dobët,αδύνατος
708,fett::A,dhjamur,παχύς
709,schlank::A,hollë,λεπτός
710,schlank::A,hollë,λυγερός
711,hübsch::A,bukur,όμορφος
712,hübsch::A,bukur,χαριτωμένος
713,hübsch::A,hijshëm,όμορφος
714,hübsch::A,hijshëm,χαριτωμένος
715,böse::A,keq,κακός
716,dumm::A,teveqel,κουτός
717,dumm::A,teveqel,ανόητος
718,faul::A,dembel,τεμπέλης
719,fleißig::A,zellshëm,εργατικός
720,geizig::A,kurnac,τσιγγούνης
721,geizig::A,dorështrënguar,τσιγγούνης
722,klug::A,mençur,έξυπνος
723,geschickt::A,aftë,επιδέξιος
724,lieb::A,dashur,φίλος
725,lieb::A,dashur,αγαπητός
726,lustig::A,gëzuar,εύθυμος
727,lustig::A,gëzuar,χαρούμενος
