,Concept_ID,ca,vep
840,werden::V,fer-se,lindä
841,werden::V,fer-se,tehtas
842,werden::V,posar-se,lindä
843,werden::V,posar-se,tehtas
844,passieren::V,succeir,ozaitas
845,beginnen::V,iniciar-se,augotadas
846,enden::V,acabar-se,loptas
847,enden::V,terminar-se,loptas
848,wechseln::V,canviar,vajehtadas
849,aufgehen[Sonne]::V,sortir,nousta
850,untergehen[Sonne]::V,posar-se,lasktas
851,scheinen[Sonne]::V,brillar,paštta
852,donnern::V,tronar,juraita
853,wehen::V,bufar,dölta
854,wehen::V,bufar,puhuda
855,strömen::V,afluir,valadas
856,fließen::V,fluir,valuda
857,sich drehen::V,girar,punotas
858,schwanken::V,vacil·lar,čibuda
859,schwingen::V,oscil·lar,čibuda
860,fallen::V,caure,langeta
861,fallen::V,tombar,langeta
862,brennen::V,cremar,pallada
863,rauchen::V,fumejar,savustada
864,regnen::V,ploure,vihmda
865,gefrieren::V,gelar-se,jäduda
866,gefrieren::V,gelar-se,kül'mdä
867,tauen::V,fondre's,sulada
868,schmelzen::V,fondre's,sulada
869,trocknen::V,assecar-se,kuida
870,trocknen::V,assecar-se,kuivehtuda
871,sieden::V,bullir,kehuda
872,faulen::V,podrir-se,hapata
873,faulen::V,podrir-se,traudäs
874,verfaulen::V,podrir-se,hapata
875,reißen::V,trencar-se,rebita
876,versinken::V,enfonsar-se,upota
877,vergehen::V,passar,mända
878,erscheinen::V,aparèixer,ozutadas
879,verschwinden::V,desaparèixer,hajeta
880,sinken::V,baixar,väheta
881,sinken::V,baixar,lasktas
882,sinken::V,descendir,väheta
883,sinken::V,descendir,lasktas
884,abnehmen::V,decréixer,peneta
885,zunehmen::V,augmentar,ližaduda
886,steigen::V,pujar,nousta
887,wachsen::V,créixer,kazda
888,glänzen::V,brillar,loštta
889,glänzen::V,resplendir,loštta
890,funkeln::V,espurnejar,hoštta
891,lärmen::V,fer soroll,robaita
892,läuten::V,sonar,judaita
893,klingeln::V,trucar,kelotada
894,klirren::V,dringar,biraita
895,brausen::V,rugir,bruncta
896,rauschen::V,murmurar,šobaita
897,klingen::V,sonar,heläita
898,bellen::V,lladrar,nutta
899,heulen::V,udolar,ulaita
900,blasen::V,bufar,puhuda
901,pfeifen::V,xiular,pistta
902,pfeifen::V,xiular,vihelta
903,schreien::V,cridar,kirkta
904,schreien::V,cridar,kidastada
905,stöhnen::V,gemegar,ohkta
906,stöhnen::V,gemegar,voivotada
907,zittern::V,tremolar,säraita
908,leben::V,vīure,eläda
909,geboren werden::V,néixer,sünduda
910,atmen::V,respirar,henktä
911,trinken::V,beure,joda
912,essen::V,menjar,söda
913,schlucken::V,empassar-se,lainata
914,müde werden::V,cansar-se,väzuda
915,müde werden::V,cansar-se,šuštuda
916,einschlafen::V,adormir-se,uinota
917,schlafen::V,dormir,magata
918,schlafen::V,dormir,nukkuda
919,aufwachen::V,despertar-se,heraštuda
920,aufstehen::V,llevar-se,nousta
921,sich erholen::V,descansar,lebaitas
922,krank werden::V,posar-se malalt,läžegata
923,krank sein::V,estar malalt,läžuda
924,schmerzen::V,doldre,kibištada
925,husten::V,tossir,rügda
926,genesen::V,recuperar-se,tervehtuda
927,sterben::V,morir,kolda
928,umkommen::V,perir,kolda
929,sich bewegen::V,moure's,likkuda
930,sich rühren::V,moure's,likahtada
931,sich rühren::V,moure's,kubahtada
932,sich erheben::V,aixecar-se,nousta
933,sich setzen::V,asseure's,išttas
934,hinfallen::V,caure's,langeta
935,laufen::V,caminar,kävuda
936,schreiten::V,procedir,astta
937,schreiten::V,procedir,haškta
938,spazierengehen::V,passejar,kävelta
939,eilen::V,anar corrent,kiruhtada
940,sich beeilen::V,afanyar-se,kiruhtada
941,sausen::V,córrer,fun'urta
942,rennen::V,córrer,joksta
943,springen::V,saltar,hüptä
944,klettern::V,escalar,libuda
945,schaukeln::V,gronxar-se,čibuda
946,schaukeln::V,balancejar-se,čibuda
947,kriechen::V,reptar,ličtas
948,kriechen::V,arrossegar-se,ličtas
949,schwimmen::V,nadar,ujuda
950,tauchen::V,bussejar,čukautas
951,tauchen::V,submergir-se,čukautas
952,rudern::V,remar,souta
953,fahren::V,anar,ajada
954,fahren::V,anar,ajelda
955,fliegen::V,volar,leta
956,gehen::V,caminar,mända
957,gehen::V,caminar,kävuda
958,weggehen::V,anar-se'n,päzda
959,weggehen::V,anar-se'n,lähtta
960,abfahren::V,partir,tönduda
961,anhalten::V,aturar-se,seižutadas
962,hineingehen::V,entrar,mända südäimehe
963,eintreten::V,entrar,tulda
964,kommen::V,venir,tulda
965,ankommen::V,arribar,tulda
966,zurückkommen::V,tornar,pörtas
967,bleiben::V,quedar-se,jäda
968,warten::V,esperar,varastada
969,erwarten::V,esperar,varastada
970,suchen::V,buscar,ectä
971,finden::V,trobar,löuta
972,versuchen::V,intentar,ladida
973,versuchen::V,intentar,rohkaita
974,vorbereiten::V,preparar,vaumita
975,lieben::V,estimar,armastada
976,mögen::V,agradar a,navedida
977,lachen::V,riure,nagrda
978,rühren::V,commoure,likutada
979,rühren::V,emocionar,likutada
980,weinen::V,plorar,itkta
981,schimpfen::V,renyar,laidas
982,schimpfen::V,renyar,pačatada
983,sich ärgern::V,enfadar-se,rändüda
984,sich fürchten::V,tenir por,varaita
985,fürchten::V,témer,varaita
986,fliehen::V,fugir,pageta
987,flüchten::V,refugiar-se,pageta
988,flüchten::V,refugiar-se,joksta
989,sehen::V,veure,nähta
990,anschauen::V,mirar,kacta
991,ansehen::V,mirar,kacta
992,hören::V,oir,kulda
993,zuhören::V,escoltar,kundeltas
994,probieren::V,provar,mujada
995,riechen::V,olorar,rižada
996,fühlen::V,sentīr,mujada
997,scheinen::V,semblar,näguda
998,zu sehen sein::V,poder-se veure,näguda
999,vernehmen::V,percebre,kulištada
1000,frieren::V,tenir fred,kül'mdä
1001,tun::V,fer,tehta
1002,können::V,poder,voida
1003,können::V,poder,mahtta
1004,wollen::V,voler,himoita
1005,wollen::V,voler,tahtoida
1006,anfangen::V,iniciar,zavottä
1007,anfangen::V,iniciar,augotada
1008,beenden::V,acabar,loptä
1009,aufhören::V,deixar,loptas
1010,gelingen::V,sortir bé,lähtta
1011,gelingen::V,sortir bé,tehtas
1012,geraten::V,sortir,tulda
1013,öffnen::V,obrir,avaita
1014,schließen::V,tancar,saubata
1015,stellen::V,posar,panda
1016,stellen::V,posar,seižutada
1017,stellen::V,col·locar,panda
1018,stellen::V,col·locar,seižutada
1019,setzen::V,assentar,ištutada
1020,legen::V,posar,panda
1021,berühren::V,tocar,koskta
1022,berühren::V,tocar,käziduda
1023,verbinden::V,unir,ühtenzoitta
1024,verbinden::V,connectar,ühtenzoitta
1025,bedecken::V,tapar,katta
1026,bedecken::V,tapar,peitta
1027,bedecken::V,cobrir,katta
1028,bedecken::V,cobrir,peitta
1029,aufhängen::V,penjar,riputada
1030,anzünden::V,encendre,sütutada
1031,aufheben::V,aixecar,leta
1032,zurücklassen::V,deixar,jätta
1033,verlieren::V,pērdre,kadotada
1034,fallen lassen::V,deixar caure,kirbotada
1035,machen::V,fer,säta
1036,machen::V,fer,tehta
1037,herstellen::V,producir,tehta
1038,bauen::V,construir,leta
1039,bauen::V,construir,sauda
1040,reparieren::V,reparar,koheta
1041,verbessern::V,millorar,paremboita
1042,ändern::V,canviar,vajehtada
1043,graben::V,cavar,kaida
1044,graben::V,cavar,čongoida
1045,beugen::V,doblegar,koverta
1046,biegen::V,corbar,painda
1047,biegen::V,arquejar,painda
1048,drehen::V,girar,punotada
1049,wenden::V,girar,käta
1050,wenden::V,girar,kärauta
1051,umdrehen::V,voltar,käta
1052,heben::V,pujar,leta
1053,heben::V,aixecar,leta
1054,hochheben::V,aixecar,libutada
1055,ergreifen::V,agafar,tabata
1056,halten::V,mantenir,pidada
1057,drücken::V,prémer,painda
1058,drücken::V,estrènyer,painda
1059,schieben::V,empènyer,žigutada
1060,kratzen::V,raspar,künstä
1061,lecken::V,llepar,nolda
1062,beißen::V,mossegar,purda
1063,beißen::V,mossegar,hambastada
1064,abreißen::V,arrencar,ratketa
1065,abschneiden::V,tallar,čapata
1066,abschneiden::V,tallar,leikata
1067,binden::V,lligar,sidoda
1068,stecken::V,ficar,čokaita
1069,brechen::V,trencar,katkaita
1070,klopfen::V,trucar,kolkotada
1071,hauen::V,picar,löda
1072,hauen::V,colpejar,löda
1073,kleben::V,enganxar,klejata
1074,reiben::V,fregar,hosta
1075,reiben::V,fregar,törkita
1076,reiben::V,fregar,jorotada
1077,streichen::V,untar,voita
1078,schleifen::V,afilar,hijoida
1079,schleifen::V,afilar,teravzoitta
1080,schleifen::V,esmolar,hijoida
1081,schleifen::V,esmolar,teravzoitta
1082,schneiden::V,tallar,leikata
1083,rütteln::V,sacsejar,heilutada
1084,schütteln::V,agitar,pudištada
1085,schütteln::V,sacsejar,pudištada
1086,schwenken::V,agitar,maihutada
1087,schütten::V,abocar,valada
1088,füllen::V,omplir,täutta
1089,einwickeln::V,embolicar,kärdä
1090,tragen::V,dur,kantta
1091,tragen::V,dur,kandišta
1092,tragen::V,portar,kantta
1093,tragen::V,portar,kandišta
1094,schleppen::V,arrossegar,vedätada
1095,ziehen::V,tirar,vedada
1096,ziehen::V,estirar,vedada
1097,aufbewahren::V,conservar,kaita
1098,werfen::V,llançar,čuta
1099,werfen::V,llançar,tactä
1100,fangen::V,agafar,püta
1101,fangen::V,atrapar,püta
1102,packen::V,engrapar,tabata
1103,verstecken::V,amagar,peitta
1104,teilen::V,dividir,jagada
1105,schicken::V,enviar,oigeta
1106,bringen::V,portar,veda
1107,hinzufügen::V,afegir,ližata
1108,bekommen::V,obtenir,sada
1109,erhalten::V,rebre,sada
1110,nehmen::V,prendre,otta
1111,wählen::V,triar,valita
1112,wählen::V,elegir,valita
1113,auswählen::V,escollir,valita
1114,auswählen::V,seleccionar,valita
1115,bewahren::V,conservar,kaita
1116,behindern::V,impedir,telustada
1117,behindern::V,obstaculitzar,telustada
1118,verderben::V,espatllar,travida
1119,beschädigen::V,danyar,satatada
1120,beschädigen::V,destrossar,satatada
1121,zerbrechen::V,trencar,mureta
1122,zerreißen::V,estripar,rebitada
1123,zerstören::V,destruir,mureta
1124,verbrennen::V,cremar,poltta
1125,geben::V,donar,antta
1126,reichen::V,passar,antta
1127,schenken::V,regalar,lahjoita
1128,versprechen::V,prometre,toivotada
1129,wünschen::V,desitjar,toivotada
1130,loben::V,elogiar,kitta
1131,küssen::V,fer un petó a,tervehtada
1132,wiegen::V,bressolar,likutada
1133,zudecken::V,tapar,katta
1134,zudecken::V,cobrir,katta
1135,wecken::V,despertar,noustatada
1136,zeigen::V,mostrar,ozutada
1137,zeigen::V,ensenyar,ozutada
1138,führen::V,guiar,astutada
1139,führen::V,conduir,astutada
1140,lehren::V,ensenyar,opeta
1141,unterrichten::V,ensenyar,opeta
1142,aufziehen::V,criar,kazvatada
1143,leiten::V,dirigir,ohjata
1144,antreiben::V,impel·lir,rigehtoitta
1145,lassen::V,fer,käskta
1146,einladen::V,invitar,kucta
1147,einladen::V,convidar,kucta
1148,vereinigen::V,unir,ühtenzoitta
1149,besuchen::V,visitar,rižada
1150,besuchen::V,anar a veure,rižada
1151,treffen::V,trobar,vastata
1152,sich versammeln::V,reunir-se,kägeta
1153,sich versammeln::V,reunir-se,sätas
1154,spielen::V,jugar,väta
1155,singen::V,cantār,pajatada
1156,tanzen::V,ballar,kargaita
1157,sich trennen::V,separar-se,erigata
1158,verlassen::V,deixar,jätta
1159,verlassen::V,abandonar,jätta
1160,retten::V,salvar,päzutada
1161,bewachen::V,vigilar,varjoita
1162,schützen::V,protegir,kaita
1163,verteidigen::V,defensar,kaita
1164,sich schlagen::V,barallar-se,torata
1165,schießen::V,tirar,ampta
1166,schießen::V,disparar,ampta
1167,siegen::V,vèncer,vägestada
1168,ärgern::V,enfadar,verdutada
1169,ärgern::V,enfadar,rändütada
1170,schlagen::V,pegar,löda
1171,schlagen::V,pegar,iškta
1172,schlagen::V,colpejar,löda
1173,schlagen::V,colpejar,iškta
1174,treten::V,donar un cop de peu a,peksta
1175,treten::V,donar un cop de peu a,topsta
1176,stechen::V,punxar,pystiä
1177,stechen::V,apunyalar,pystiä
1178,stoßen::V,empènyer,iškta
1179,stoßen::V,empènyer,pudištada
1180,stehlen::V,robar,vargastada
1181,stören::V,molestar,keskustada
1182,belästigen::V,importunar,tartuteldas
1183,verbergen::V,amagar,katelda
1184,verbergen::V,ocultar,katelda
1185,täuschen::V,enganyar,manitada
1186,betrügen::V,estafar,manitada
1187,töten::V,matar,rikta
1188,töten::V,matar,surmita
1189,wohnen::V,vīure,eläda
1190,wohnen::V,habitar,eläda
1191,arbeiten::V,treballar,rata
1192,sammeln::V,col·leccionar,kogota
1193,pflücken::V,collir,poimda
1194,jagen::V,caçar,mecata
1195,fischen::V,pescar,kalatada
1196,fassen::V,atrapar,tabata
1197,hüten::V,pasturar,paimeta
1198,treiben::V,arriar,ajada
1199,anbinden::V,lligar,küttestada
1200,anbinden::V,lligar,sidoda
1201,füttern::V,donar menjar a,sötta
1202,melken::V,munyir,lüpsta
1203,hacken::V,picar,sauda
1204,hacken::V,tallar,sauda
1205,gießen::V,regar,valada
1206,reifen::V,madurar,küpseta
1207,zubereiten::V,preparar,vaumištada
1208,kochen::V,coure,keitta
1209,backen::V,coure al forn,paštta
1210,braten::V,rostir,žarda
1211,umrühren::V,remenar,segoitada
1212,stricken::V,tricotar,kudoda
1213,stricken::V,fer punt de mitja,kudoda
1214,nähen::V,cosir,ombelta
1215,färben::V,tenyir,mujutada
1216,reinigen::V,netejar,puhtastada
1217,waschen::V,rentār,pesta
1218,abwischen::V,eixugar,pühktä
1219,spülen::V,esbandir,huhtoida
1220,fegen::V,escombrar,pühkta
1221,kehren::V,escombrar,uhoita
1222,baden::V,banyar-se,kül'ptäs
1223,sich waschen::V,rentār-se,pestas
1224,ausziehen::V,treure's,riičta
1225,ausziehen::V,treure's,rušta
1226,anziehen::V,posar-se,panda päle
1227,anziehen::V,posar-se,panda kädehe
1228,anziehen::V,posar-se,panda jaugha
1229,sich anziehen::V,vestir-se,sobdas
1230,kämmen::V,pentinar,harjata
1231,schmücken::V,adornar,čomitada
1232,sagen::V,dir,sanuda
1233,sprechen::V,parlar,pagišta
1234,reden::V,parlar,pagišta
1235,sich unterhalten::V,conversar,lodaita
1236,fragen::V,preguntar,küzuda
1237,bitten::V,demanar,pakita
1238,erzählen::V,contar,sanuda
1239,erzählen::V,contar,starinoita
1240,erzählen::V,explicar,sanuda
1241,erzählen::V,explicar,starinoita
1242,mitteilen::V,comunicar,tedotada
1243,nennen::V,nomenar,nimitada
1244,rufen::V,cridar,kucta
1245,prahlen::V,lloar-se,kittäs
1246,prahlen::V,jactar-se,kittäs
1247,übersetzen::V,traduir,käta
1248,denken::V,pensar,meletada
1249,glauben::V,creure,uskta
1250,bemerken::V,notar,homaita
1251,erkennen::V,reconèixer,tundištada
1252,begreifen::V,comprendre,tabata
1253,verstehen::V,entendre,el'geta
1254,verstehen::V,entendre,toimetada
1255,lernen::V,aprendre,opetas
1256,wissen::V,saber,teta
1257,sich erinnern an::V,recordar,johtutada
1258,vergessen::V,oblidar,unohtada
1259,messen::V,mesurar,märita
1260,zählen::V,comptar,lugeda
1261,rechnen::V,calcular,lugeda
1262,lesen::V,llegir,lugeda
1263,malen::V,pintar,pirta
1264,zeichnen::V,dibuixar,pirta
1265,schreiben::V,escrīure,kirjutada
1266,besitzen::V,posseir,omištada
1267,kaufen::V,comprar,ostta
1268,verkaufen::V,vendre,möda
1269,bezahlen::V,pagar,maksta
1270,zahlen::V,pagar per,maksta
1271,beherrschen::V,dominar,valdoita
1272,ertragen::V,aguantar,tirpta
