,Concept_ID,sk,lbe
756,alt[Lebewesen]::A,starý,агьилсса
757,jung::A,mladý,чӏавасса
758,jung::A,mladý,жагьилсса
759,arm::A,chudobný,мискинсса
760,reich::A,bohatý,авадансса
761,bekannt::A,známy,дусъсса
762,berühmt::A,slávny,машгьурсса
763,berühmt::A,povestný,машгьурсса
764,fremd::A,cudzí,чил
765,verschieden::A,rôzny,личӏи-личӏисса
766,verschieden::A,rozličný,личӏи-личӏисса
767,nah::A,blízky,гъансса
768,fern::A,ďaleký,архсса
769,linker::A,ľavý,кияхсса
770,linker::A,ľavý,кюччахсса
771,rechter::A,pravý,урчӏахсса
772,anderer::A,iný,цамур
773,anderer::A,druhý,цамур
774,erster::A,prvý,цалчинмур
775,erster::A,prvý,цалчиннсса
776,zweiter::A,druhý,кӏилчиимур
777,dritter::A,tretí,шамулчинмур
778,letzter::A,ostatný,махъва-махъмур
779,letzter::A,posledný,махъва-махъмур
780,allein::ADV,sám,ялгъузну
781,auf einmal::ADV,zároveň,
782,zusammen::ADV,spolu,цачӏу
783,zusammen::ADV,spolu,архӏал
784,zusammen::ADV,spoločne,цачӏу
785,zusammen::ADV,spoločne,архӏал
786,lange::ADV,dlho,батӏи къабуклай
787,lange::ADV,dlho,хъунмасса хӏаллай
788,plötzlich::ADV,náhle,цакуну
789,sofort::ADV,hneď,мугьлат бакъа
790,sofort::ADV,ihneď,мугьлат бакъа
791,später::ADV,neskoršie,махъ
792,jetzt::ADV,teraz,утти
793,jetzt::ADV,teraz,цӏана
794,heute::ADV,dnes,хӏакьину
795,morgen::ADV,zajtra,гьуит
796,morgen::ADV,zajtra,гьунттий
797,bald::ADV,skoro,
798,dann::ADV,nato,яла
799,dann::ADV,potom,яла
800,gestern::ADV,včera,лахьхьу
801,einst::ADV,kedysi,
802,einst::ADV,niekedy,
803,damals::ADV,vtedy,та чӏумал
804,danach::ADV,potom,яла
805,danach::ADV,podľa toho,яла
806,vorher::ADV,napred,хьхьнчӏ
807,vorher::ADV,napred,хьхьичӏва
808,vorher::ADV,predtým,хьхьнчӏ
809,vorher::ADV,predtým,хьхьичӏва
810,zuerst::ADV,najprv,бакӏрай
811,zuerst::ADV,najprv,цӏу бутӏуй
812,einmal::ADV,raz,цал
813,einmal::ADV,jedenkrát,цал
814,manchmal::ADV,občas,ваксса-таксса
815,manchmal::ADV,niekedy,ваксса-таксса
816,oft::ADV,často,чӏявуну
817,immer::ADV,vždy,мудан
818,immer::ADV,vždy,даиман
819,immer::ADV,ustavične,мудан
820,immer::ADV,ustavične,даиман
821,niemals::ADV,nikdy,тачӏав
822,hier::ADV,tu,шикку
823,hierhin::ADV,sem,шиккун
824,hierhin::ADV,tade,шиккун
825,von hier::ADV,odtiaľto,шичча
826,dort::ADV,tam,гикку
827,dorthin::ADV,ta,тиккун
828,dorthin::ADV,tam,тиккун
829,geradeaus::ADV,rovno,тӏайланм
830,geradeaus::ADV,priamo,тӏайланм
831,vorwärts::ADV,napred,хьхьичӏунмай
832,rückwärts::ADV,nazad,махъа-хьхьичӏунмай
833,zurück::ADV,späť,махъунмай
834,zurück::ADV,naspäť,махъунмай
835,unten::ADV,dolu,лув
836,unten::ADV,naspodku,лув
837,hinab::ADV,dolu,бакӏ-ялавай
838,hinab::ADV,dolu,бакӏъялавай
839,oben::ADV,hore,ялув
840,oben::ADV,navrchu,ялув
841,hinauf::ADV,hore,лавай
842,hinauf::ADV,navrch,лавай
843,überall::ADV,všade,гьариий
844,überall::ADV,všade,хьу-хьуний
845,überall::ADV,všade,гьарца кӏанай
846,nicht::ADV,nie,къа-
847,ein wenig::ADV,trocha,чанни
848,ein wenig::ADV,trocha,ца чансса
849,kaum::ADV,ledva,дахьа
850,sehr::ADV,veľmi,оьну
851,sehr::ADV,veľmi,гужну
852,sehr::ADV,veľmi,хъинну
853,so::ADV,tak,укукн
854,so::ADV,takto,укукн
855,noch::ADV,ešte,гьала
856,noch::ADV,ešte,уттигу
857,noch::ADV,ešte,цакьинва
858,noch::ADV,ešte,ттигу-шилагу
859,nur::ADV,len,анжагь
860,schon::ADV,už,
861,wieder::ADV,zasa,цӏуницӏа
862,vergebens::ADV,márne,аьдада
863,vergebens::ADV,márne,нахӏакь
864,vergebens::ADV,nadarmo,аьдада
865,vergebens::ADV,nadarmo,нахӏакь
866,vor::PRP,pred,хьхьичӏ
867,hinter::PRP,za,махъ
868,unter::PRP,pod,лув
869,durch::PRP,cez,-х
870,neben::PRP,pri,чӏарав
871,neben::PRP,vedľa,чӏарав
872,zwischen::PRP,medzi,дянив
873,wegen::PRP,pre,цӏаний
874,wegen::PRP,kvôli,цӏаний
875,dies::PRN,to,ва
876,dies::PRN,táto,ва
877,das::PRN,to,та
878,das::PRN,to,кӏа
879,das::PRN,to,га
880,alles::PRN,všetko,щала
881,ich::PRN,ja,на
882,du::PRN,ty,ина
883,er::PRN,on,му
884,wir::PRN,my,жу
885,ihr::PRN,vy,зу
886,sie::PRN,oni,
887,was::FPRN,čo,ци
888,wer::FPRN,kto,цу
889,wo::FADV,kde,чув
890,wohin::FADV,kam,чун
891,wie::FADV,ako,цукун
892,warum::FADV,prečo,цан
893,wieviel::FNUM,koľko,циксса
894,eins::NUM,jeden,ца
895,zwei::NUM,dva,кӏива
896,drei::NUM,tri,шамма
897,vier::NUM,štyri,мукьа
898,vier::NUM,štyri,мукьва
899,fünf::NUM,päť,ххюва
900,sechs::NUM,šesť,ряхва
901,sieben::NUM,sedem,арула
902,acht::NUM,osem,мяйва
903,neun::NUM,deväť,урчӏва
904,zehn::NUM,desať,ацӏва
905,elf::NUM,jedenásť,ацӏния цава
906,zwölf::NUM,dvanásť,ацӏиия кӏива
907,zwanzig::NUM,dvadsať,кьува
908,dreißig::NUM,tridsať,зувира
909,vierzig::NUM,štyridsať,мукьцӏала
910,fünfzig::NUM,päťdesiat,ххюцӏала
911,sechzig::NUM,šesťdesiat,ряхцӏала
912,siebzig::NUM,sedemdesiat,
913,achtzig::NUM,osemdesiat,мяйцӏала
914,neunzig::NUM,deväťdesiat,урчӏцӏала
915,hundert::NUM,sto,ттурш
916,hundert::NUM,sto,ттуршва
917,tausend::NUM,tisíc,азарва
918,und::CNJ,i,-гу
919,oder::CNJ,alebo,я
920,oder::CNJ,alebo,ягу
921,stehen::V,stáť,ацӏан
922,sitzen::V,sedieť,щяивкӏун икӏан
923,liegen::V,ležať,утту нвхьуну икӏан
924,hängen::V,visieť,зурчӏай тӏун
925,werden::V,stať sa,хьун
926,passieren::V,stať sa,хьун
927,beginnen::V,začať sa,дайдишин
928,beginnen::V,začať sa,дайдирхьуну дикӏан
929,enden::V,končiť sa,къуртал дан
930,wechseln::V,meniť sa,даххана хьун
931,wechseln::V,meniť sa,даххана дуллан
932,aufgehen[Sonne]::V,vychádzať,буклай бур
933,untergehen[Sonne]::V,zapadnúť,лаглай бур
934,scheinen[Sonne]::V,svietiť,битан
935,scheinen[Sonne]::V,svietiť,чани буллан
936,donnern::V,hrmieť,тӏий бур
937,wehen::V,viať,бишлай бур
938,strömen::V,prúdiť,экьинан
939,fließen::V,tiecť,экьинан
940,sich drehen::V,točiť sa,гьанан
941,sich drehen::V,krútiť sa,гьанан
942,schwanken::V,kolísať,хъюлчу тӏун
943,schwanken::V,kolísať,хӏуркку тӏун
944,schwanken::V,klátiť sa,хъюлчу тӏун
945,schwanken::V,klátiť sa,хӏуркку тӏун
946,schwingen::V,kývať sa,хъюлчай тӏун
947,schwingen::V,kývať sa,хъюлчу тӏун
948,schwingen::V,chvieť sa,хъюлчай тӏун
949,schwingen::V,chvieť sa,хъюлчу тӏун
950,fallen::V,padať,багьлан
951,brennen::V,páliť,ччучлан
952,brennen::V,horieť,ччучлан
953,rauchen::V,dymiť sa,пуркӏу тӏун
954,regnen::V,pršať,лачӏун
955,regnen::V,pršať,лачIлай дур
956,gefrieren::V,zamrznút,микӏ лачӏун
957,tauen::V,taviť sa,баслан
958,schmelzen::V,taviť sa,баслан
959,trocknen::V,schnúť,кьакьан
960,sieden::V,vrieť,щаран
961,faulen::V,hniť,аьллан
962,verfaulen::V,zhniť,аьллан
963,verfaulen::V,zhniť,аьян
964,reißen::V,pretrhnúť sa,ххя дукан
965,versinken::V,zapadnúť,оькьлан
966,versinken::V,zapadnúť,оькьан
967,versinken::V,potopiť sa,оькьлан
968,versinken::V,potopiť sa,оькьан
969,vergehen::V,plynúť,лялиян
970,erscheinen::V,objaviť sa,буккан
971,erscheinen::V,objaviť sa,загьир хьун
972,verschwinden::V,zmiznúť,бат хьун
973,verschwinden::V,zmiznúť,акъа хьун
974,sinken::V,klesať,чахь учин
975,abnehmen::V,ubúdať,чан хьун
976,abnehmen::V,ubúdať,ссуссукьу хьун
977,zunehmen::V,pribúdať,гьарза хьун
978,steigen::V,stúpať,гьаз хьун
979,wachsen::V,rásť,ххяххан
980,glänzen::V,jagať sa,цӏай буккан
981,glänzen::V,lesknúť sa,цӏай буккан
982,funkeln::V,iskriť sa,цӏай-цӏай тӏун
983,lärmen::V,lomoziť,чӏу буллан
984,lärmen::V,lomoziť,аьлагъужа буллан
985,läuten::V,cengať,занг ришлан
986,läuten::V,cengať,занг дуллан
987,klingeln::V,zvoniť,занг ришлан
988,klingeln::V,zvoniť,занг дуллан
989,klirren::V,rinčať,
990,brausen::V,hučať,никъащилан
991,rauschen::V,šumieť,щурщур тӏун
992,klingen::V,znieť,чӏу буклан
993,klingen::V,zvoniť,чӏу буклан
994,bellen::V,štekať,хӏап тӏун
995,bellen::V,brechať,хӏап тӏун
996,heulen::V,vyť,
997,blasen::V,duť,уф тӏун
998,blasen::V,fúkať,уф тӏун
999,pfeifen::V,pískať,щютӏа тӏун
1000,pfeifen::V,hvízdať,щютӏа тӏун
1001,schreien::V,kričať,чӏу бан
1002,stöhnen::V,stenať,угь-къак тӏун
1003,zittern::V,triasť sa,зурзу чин
1004,zittern::V,triasť sa,зурзу тӏун
1005,leben::V,žiť,ялапар хъанан
1006,geboren werden::V,narodiť sa,ан
1007,atmen::V,dýchať,ссихӏ ласлан
1008,atmen::V,dýchať,ссихӏ бигьлан
1009,trinken::V,piť,хӏачӏан
1010,trinken::V,piť,хӏачӏлан
1011,essen::V,jesť,канан
1012,schlucken::V,zhltnuť,кьюлтӏа тӏун
1013,müde werden::V,unaviť sa,аьхчӏин
1014,einschlafen::V,usnúť,шанан икӏан
1015,einschlafen::V,zaspať,шанан икӏан
1016,schlafen::V,spať,шанан
1017,aufwachen::V,zobudiť sa,чантӏ учин
1018,aufstehen::V,vstať,бизан
1019,sich erholen::V,zotavovať sa,бигьалаган
1020,sich erholen::V,oddýchovať si,бигьалаган
1021,krank werden::V,ochorieť,къашай хьун
1022,krank sein::V,chorieť,къашай хъанан
1023,krank sein::V,chorieť,къашавай икӏан
1024,krank sein::V,byť chorý,къашай хъанан
1025,krank sein::V,byť chorý,къашавай икӏан
1026,schmerzen::V,bolieť,цӏун
1027,husten::V,kašľať,хъугьу чин
1028,husten::V,kašľať,хъугьу тӏун
1029,genesen::V,uzdraviť sa,хъин хьун
1030,genesen::V,uzdraviť sa,сагъ лаган
1031,sterben::V,umrieť,ивчӏан
1032,sterben::V,zomrieť,ивчӏан
1033,umkommen::V,zahynúť,лиллан
1034,umkommen::V,zahynúť,литӏлан
1035,umkommen::V,zahynúť,ажал биян
1036,umkommen::V,zahynúť,личӏи хьун
1037,umkommen::V,zahynúť,иакьлу хьун
1038,umkommen::V,zahynúť,ахир жан хъанан
1039,umkommen::V,zahynúť,рухӏирачӏа икӏан
1040,sich bewegen::V,pohybovať sa,сукку хьун
1041,sich rühren::V,hnúť sa,сукку хьун
1042,sich erheben::V,zdvihnúť sa,бизан
1043,sich setzen::V,sadnúť si,щяикӏан
1044,sich setzen::V,sadnúť si,щябикӏан
1045,hinfallen::V,spadnúť,багьан
1046,laufen::V,bežať,занан
1047,schreiten::V,kráčať,ша ласлан
1048,spazierengehen::V,prechádzať sa,сайр буллан
1049,eilen::V,súriť,анавар буккан
1050,sich beeilen::V,ponáhľať sa,анавар буккан
1051,sausen::V,hučať,никъа щилан
1052,sausen::V,hučať,никъа щун
1053,rennen::V,bežať,лечлан
1054,springen::V,skákať,тӏанкӏ дан
1055,klettern::V,liezť,лахълан
1056,schaukeln::V,húpať,гьайжак бигьлан
1057,schaukeln::V,hojdať,гьайжак бигьлан
1058,kriechen::V,liezť,ххярк тӏун
1059,kriechen::V,plaziť sa,ххярк тӏун
1060,schwimmen::V,plávať,гьузун
1061,tauchen::V,ponoriť sa,лултту уккан
1062,rudern::V,veslovať,бяхлан
1063,rudern::V,veslovať,батӏлан
1064,rudern::V,veslovať,ххялаххи дуклан
1065,fahren::V,ísť,гьан
1066,fahren::V,jazdiť,гьан
1067,fliegen::V,letieť,лехлан
1068,gehen::V,ísť,нан
1069,weggehen::V,odísť,ялагьан
1070,weggehen::V,odchádzať,ялагьан
1071,abfahren::V,odcestovať,гьан
1072,anhalten::V,zadržať sa,бацӏан
1073,anhalten::V,zastaviť sa,бацӏан
1074,hineingehen::V,vchádzať,буххан
1075,eintreten::V,vojsť,буххан
1076,eintreten::V,vstúpiť,буххан
1077,kommen::V,prísť,учӏан
1078,ankommen::V,prísť,биян
1079,ankommen::V,prísť,бучӏан
1080,ankommen::V,doraziť,биян
1081,ankommen::V,doraziť,бучӏан
1082,zurückkommen::V,vrátiť sa,зана хъун
1083,zurückkommen::V,vrátiť sa,зана бикӏан
1084,bleiben::V,ostať,личӏан
1085,bleiben::V,zostať,личӏан
1086,warten::V,čakať,ялугьлан
1087,erwarten::V,očakávať,ялугьлан
1088,suchen::V,hľadať,луглан
1089,finden::V,nájsť,лякъин
1090,versuchen::V,skúsiť,ххал буллан
1091,versuchen::V,pokúsiť sa,ххал буллан
1092,vorbereiten::V,pripraviť,хӏадур бан
1093,lieben::V,ľúbiť,эшкьи хьуиу бикӏан
1094,lieben::V,milovať,эшкьи хьуиу бикӏан
1095,mögen::V,mať rád,ххиран бикӏан
1096,lachen::V,smiať sa,хъян
1097,rühren::V,dojať,
1098,weinen::V,plakať,аьтӏун
1099,schimpfen::V,nadávať,дяъван
1100,schimpfen::V,nadávať,ссугайи агьан
1101,sich ärgern::V,hnevať sa,ссибизлан
1102,sich ärgern::V,zlostiť sa,ссибизлан
1103,sich fürchten::V,báť sa,ингъауслан
1104,fürchten::V,báť sa,хӏучӏ тӏун
1105,fliehen::V,utekať,ака бан
1106,flüchten::V,utiecť,лихъан
1107,sehen::V,vidieť,чӏалан
1108,anschauen::V,pozrieť sa na,урган
1109,ansehen::V,pozrieť,буруглан
1110,hören::V,počúvať,баллан
1111,zuhören::V,počúvať,вичӏи дихьлан
1112,probieren::V,ochutnať,тӏин ххал буллан
1113,riechen::V,ňuchať,ссунтӏа тӏун
1114,fühlen::V,cítiť,дакӏнил буслан
1115,fühlen::V,pociťovať,дакӏнил буслан
1116,scheinen::V,zdať sa,ххан
1117,scheinen::V,zdať sa,бизан
1118,scheinen::V,zdať sa,ххан бикӏлай бикӏан
1119,zu sehen sein::V,byť vidieť,
1120,vernehmen::V,počuť,баян
1121,frieren::V,mrznúť,лигьулул хъанан
1122,frieren::V,oziabať,лигьулул хъанан
1123,tun::V,robiť,бан
1124,können::V,môcť,хьун
1125,wollen::V,chcieť,
1126,anfangen::V,začať,дайдишин
1127,beenden::V,skončiť,къуртал бан
1128,aufhören::V,prestať,кьабагьан
1129,gelingen::V,podariť sa,бюхъан
1130,geraten::V,dariť sa,
1131,öffnen::V,otvoriť,тӏитӏин
1132,schließen::V,zavrieť,лакьин
1133,stellen::V,postaviť,дацӏан дан
1134,stellen::V,postaviť,бишин
1135,setzen::V,posadiť,щяитан
1136,legen::V,klásť,бишин
1137,legen::V,položiť,бишин
1138,berühren::V,dotykať sa,ка щун
1139,verbinden::V,spojiť,бахӏин
1140,verbinden::V,spojiť,дахӏин
1141,bedecken::V,pokryť,ялтту бущин
1142,bedecken::V,pokryť,ялтту бакьин
1143,aufhängen::V,zavesiť,лахъан
1144,anzünden::V,zapáliť,лахъан
1145,aufheben::V,zdvihnúť,гьаз бан
1146,zurücklassen::V,zanechať,кьаитан
1147,zurücklassen::V,zanechať,битан
1148,verlieren::V,stratiť,дакъа дан
1149,fallen lassen::V,pustiť,рутан
1150,machen::V,robiť,дан
1151,herstellen::V,vyrobiť,яраг ишла бувиу бан
1152,bauen::V,stavať,дан
1153,bauen::V,budovať,дан
1154,reparieren::V,opraviť,дакьин дан
1155,verbessern::V,zlepšiť,ххуй дан
1156,ändern::V,zmeniť,баххана бан
1157,ändern::V,preinačiť,баххана бан
1158,graben::V,ryť,дуклан
1159,graben::V,kopať,дуклан
1160,beugen::V,ohnúť,лахӏан бан
1161,beugen::V,ohnúť,кьус бикӏан
1162,biegen::V,ohnúť,баччин
1163,biegen::V,ohnúť,лахӏан бан
1164,drehen::V,točiť,гьанан
1165,drehen::V,krútiť,гьанан
1166,wenden::V,obrátiť,кӏура баен бан
1167,wenden::V,prevrátiť,кӏура баен бан
1168,umdrehen::V,otočiť,кӏура баен бан
1169,umdrehen::V,obrátiť,кӏура баен бан
1170,heben::V,dvíhať,гьаз бан
1171,heben::V,povzniesť,гьаз бан
1172,hochheben::V,zdvihnúť,гьаз бан
1173,ergreifen::V,uchopiť sa,хъап дан
1174,ergreifen::V,uchopiť sa,хъап увиу угьан
1175,halten::V,držať,бугьлан
1176,drücken::V,tisnúť,кьюч бигьлан
1177,schieben::V,posunovať,щун
1178,kratzen::V,škrabať,
1179,lecken::V,lízať,ланцӏа тӏун
1180,beißen::V,kúsať,хъапа тӏун
1181,beißen::V,kúsať,кьацӏа тӏун
1182,abreißen::V,odtrhnúť,буцан
1183,abschneiden::V,odrezať,бухъан
1184,abschneiden::V,odrezať,кьукьин
1185,abschneiden::V,odkrojiť,бухъан
1186,abschneiden::V,odkrojiť,кьукьин
1187,binden::V,zaviazať,бахӏин
1188,binden::V,zaviazať,дахӏин
1189,binden::V,priviazať,бахӏин
1190,binden::V,priviazať,дахӏин
1191,stecken::V,strčiť,
1192,brechen::V,zlomiť,гъагъан
1193,klopfen::V,tĺcť,кьутӏа тӏун
1194,klopfen::V,klopať,кьутӏа тӏун
1195,hauen::V,nabiť,рищун
1196,kleben::V,lepiť,лачӏун буллан
1197,kleben::V,nalepiť,лачӏун буллан
1198,reiben::V,trieť,ссуку буллан
1199,streichen::V,namazať,дугъан
1200,streichen::V,namazať,аьгъу дан
1201,schleifen::V,ostríť,
1202,schneiden::V,rezať,духълан
1203,schneiden::V,rezať,кьукьлан
1204,schneiden::V,strihať,духълан
1205,schneiden::V,strihať,кьукьлан
1206,rütteln::V,triasť,
1207,rütteln::V,lomcovať,
1208,schütteln::V,triasť,хъюлчу буллан
1209,schütteln::V,potriasť,хъюлчу буллан
1210,schwenken::V,mávať,палцӏ дуллан
1211,schütten::V,sypať,рутӏин
1212,füllen::V,plniť,буцӏин бан
1213,einwickeln::V,zabaliť,кай-кай бан
1214,tragen::V,niesť,ларсун занан
1215,tragen::V,niesť,ларсун ачин
1216,schleppen::V,vliecť,ххилан
1217,ziehen::V,ťahať,
1218,aufbewahren::V,uložiť,ядан
1219,aufbewahren::V,uložiť,ядуллан
1220,aufbewahren::V,uschovať,ядан
1221,aufbewahren::V,uschovať,ядуллан
1222,werfen::V,hodiť,личин
1223,werfen::V,vrhnúť,личин
1224,fangen::V,chytať,бугьан
1225,fangen::V,chytať,бугьлан
1226,packen::V,baliť,
1227,packen::V,chytiť,
1228,verstecken::V,skryť,ладитан
1229,verstecken::V,skryť,кьюлтӏ дан
1230,verstecken::V,skryť,дахьлаган дан
1231,verstecken::V,schovať,ладитан
1232,verstecken::V,schovať,кьюлтӏ дан
1233,verstecken::V,schovať,дахьлаган дан
1234,teilen::V,podeliť,бачӏин
1235,teilen::V,podeliť,бутӏа бан
1236,teilen::V,rozdeliť,бачӏин
1237,teilen::V,rozdeliť,бутӏа бан
1238,schicken::V,posielať,тӏайла буккан
1239,bringen::V,priniesť,диян дан
1240,hinzufügen::V,pripojiť,ххи бан
1241,bekommen::V,dostať,ласун
1242,erhalten::V,prijať,ласун
1243,nehmen::V,vziať,ласун
1244,wählen::V,voliť,бувчӏин
1245,auswählen::V,vybrať,бувчӏин
1246,auswählen::V,vybrať,язи бугьан
1247,auswählen::V,vyvoliť,бувчӏин
1248,auswählen::V,vyvoliť,язи бугьан
1249,bewahren::V,zachovať,ядан
1250,behindern::V,zavadzať,дайщишруду дуллан
1251,behindern::V,byť v ceste,дайщишруду дуллан
1252,verderben::V,skaziť,зия дан
1253,beschädigen::V,ublížiť,зарал буллан
1254,beschädigen::V,poškodiť,зарал буллан
1255,zerbrechen::V,rozbiť,гьагъан
1256,zerbrechen::V,rozbiť,гьагъан бан
1257,zerbrechen::V,prelomiť,гьагъан
1258,zerbrechen::V,prelomiť,гьагъан бан
1259,zerreißen::V,pretrhnúť,ххяхха дуккан
1260,zerstören::V,zničiť,лекьан дан
1261,verbrennen::V,spáliť,ччуччин
1262,geben::V,dať,дулун
1263,reichen::V,podať,дулун
1264,schenken::V,darovať,пишкаш дан
1265,schenken::V,darovať,багъишла дан
1266,schenken::V,darovať,ихӏсандалун дуллун
1267,versprechen::V,sľúbiť,банна чин
1268,wünschen::V,želať,
1269,loben::V,chváliť,цӏа дан
1270,küssen::V,bozkať,ппай тӏун
1271,wiegen::V,kolísať,гьуркку тӏун
1272,wiegen::V,kolísať,гьуркку буллан
1273,wiegen::V,kolísať,гьуркку бан
1274,zudecken::V,prikryť,
1275,wecken::V,zobudiť,чантӏ учин ан
1276,zeigen::V,ukázať,ккаккан бан
1277,führen::V,viesť,буцин
1278,lehren::V,učiť,лахьхьин бан
1279,lehren::V,učiť,лахьхьин буллан
1280,unterrichten::V,vyučovať,дарс дишаван
1281,aufziehen::V,vychovať,хъуна ан
1282,aufziehen::V,vychovať,тарбия ан
1283,leiten::V,viesť,каялувшиву дан
1284,antreiben::V,popudiť,
1285,lassen::V,dať,
1286,einladen::V,pozvať,хъамалу оьвчин
1287,einladen::V,povolať,хъамалу оьвчин
1288,vereinigen::V,spojiť,ца бан
1289,vereinigen::V,zjednotiť,ца бан
1290,besuchen::V,navštíviť,ялун уххан
1291,treffen::V,stretnúť,хьуна бакьин
1292,sich versammeln::V,zhromaždiť sa,батӏин
1293,spielen::V,hrať,тӏуркӏу тӏун
1294,singen::V,spievať,балай тӏун
1295,tanzen::V,tancovať,къавтӏун
1296,sich trennen::V,rozísť sa,ппив хьун
1297,verlassen::V,opustiť,увккун гьан
1298,retten::V,zachrániť,ххассал бан
1299,bewachen::V,strážiť,къарал бан
1300,schützen::V,chrániť,ябан
1301,verteidigen::V,brániť,буруччин
1302,sich schlagen::V,biť sa,биян
1303,schießen::V,streliť,битлан
1304,schießen::V,strieľať,битлан
1305,siegen::V,zvíťaziť,ххув хьун
1306,siegen::V,zvíťaziť,ххувшаву ласун
1307,ärgern::V,hnevať,ссибизан уллан
1308,ärgern::V,zlostiť,ссибизан уллан
1309,schlagen::V,biť,рищун
1310,schlagen::V,udrieť,рищун
1311,treten::V,kopnúť,
1312,stechen::V,bodnúť,кьутӏин
1313,stechen::V,pichnúť,кьутӏин
1314,stoßen::V,udrieť,щун
1315,stehlen::V,kradnúť,дацин
1316,stören::V,vyrušiť,кьючин
1317,belästigen::V,obťažovať,бизар уллан
1318,verbergen::V,skryť,лабитан
1319,verbergen::V,skryť,кӏучӏ бан
1320,täuschen::V,sklamať,хъяврин ан
1321,betrügen::V,klamať,аьикьин ан
1322,betrügen::V,podvádzať,аьикьин ан
1323,töten::V,zabiť,ивчӏан
1324,töten::V,usmrtiť,ивчӏан
1325,wohnen::V,bývať,оьрму бутлан
1326,arbeiten::V,pracovať,зун
1327,sammeln::V,zbierať,ттихӏин
1328,sammeln::V,zbierať,вив дишин
1329,pflücken::V,trhať,риттун
1330,pflücken::V,oberať,риттун
1331,jagen::V,poľovať,авли занан
1332,fischen::V,loviť ryby,чавахъру бугьлан
1333,fischen::V,chytať ryby,чавахъру бугьлан
1334,fassen::V,uloviť,бугьан
1335,hüten::V,pásť,урттуйн бакьлан
1336,treiben::V,hnať,дачин дуллан
1337,treiben::V,hnať,лихъан буллан
1338,anbinden::V,priviazať,бахӏин
1339,füttern::V,kŕmiť,канаки буллан
1340,melken::V,dojiť,ттизин
1341,hacken::V,seknúť,мюрш буллан
1342,hacken::V,seknúť,мюрш бан
1343,gießen::V,polievať,щин дишин
1344,reifen::V,dozrieť,диян
1345,zubereiten::V,pripraviť,хӏадур дан
1346,zubereiten::V,pripraviť,хӏадур бан
1347,kochen::V,variť,шашан
1348,kochen::V,variť,шашан дуллан
1349,backen::V,piecť,бишлан
1350,backen::V,piecť,шахьлан
1351,backen::V,smažiť,бишлан
1352,backen::V,smažiť,шахьлан
1353,braten::V,piecť,цӏарайх дуллан
1354,braten::V,pražiť,цӏарайх дуллан
1355,umrühren::V,pomiešať,хӏала бан
1356,stricken::V,pliesť,щащлан
1357,stricken::V,pliesť,щащан
1358,nähen::V,šiť,дуруххан
1359,färben::V,zafarbiť,ранг щун
1360,reinigen::V,čistiť,марцӏ бан
1361,waschen::V,myť,шюшин
1362,abwischen::V,utrieť,лишин
1363,spülen::V,vyplachovať,вилаган
1364,fegen::V,zametať,башин
1365,kehren::V,zametať,бахьлан
1366,baden::V,kúpať sa,щинавун учӏлан
1367,sich waschen::V,umývať sa,диссун
1368,sich waschen::V,umývať sa,лажин диссун
1369,sich waschen::V,umývať sa,лажин дислан
1370,sich waschen::V,umývať sa,биссун
1371,sich waschen::V,umývať sa,чурх бислан
1372,ausziehen::V,zobliecť,ликкан
1373,anziehen::V,obliecť,лаххан
1374,sich anziehen::V,obliecť sa,янна лаххан
1375,kämmen::V,česať,ттарал дуккан
1376,schmücken::V,ozdobiť,чӏюлу бан
1377,sagen::V,povedať,учин
1378,sprechen::V,hovoriť,гъалгъа тӏун
1379,reden::V,rozprávať,гъалгъа тӏун
1380,sich unterhalten::V,rozprávať sa,гъалгъа тӏун
1381,fragen::V,spýtať sa,цӏуххин
1382,bitten::V,prosiť,тавакъю буллан
1383,erzählen::V,rozprávať,хавар бусан
1384,mitteilen::V,oznámiť,баян бан
1385,mitteilen::V,oznámiť,хавар бан
1386,nennen::V,nazvať,цӏа дизан
1387,nennen::V,menovať,цӏа дизан
1388,rufen::V,volať,оьвтӏун
1389,rufen::V,zavolať,оьвтӏун
1390,prahlen::V,vystatovať sa,цӏа дуллан
1391,übersetzen::V,preložiť,таржума бан
1392,denken::V,myslieť,пикри буллан
1393,glauben::V,veriť,вих хьун
1394,bemerken::V,podotknuť,хӏисав хъун
1395,bemerken::V,spozorovať,хӏисав хъун
1396,erkennen::V,poznať,увчӏин
1397,begreifen::V,pochopiť,бувчӏин
1398,begreifen::V,porozumieť,бувчӏин
1399,verstehen::V,rozumieť,
1400,lernen::V,učiť sa,лахьлан
1401,lernen::V,učiť sa,лахьхьин
1402,wissen::V,vedieť,кӏулну бикӏан
1403,wissen::V,vedieť,хавар бикӏан
1404,sich erinnern an::V,pamätať si na,дакӏнин бутан
1405,vergessen::V,zabudnuť,хъама битан
1406,messen::V,merať,дуцин дуллан
1407,messen::V,merať,дуцин дан
1408,zählen::V,počítať,дуккин
1409,rechnen::V,rátať,хӏисав дан
1410,rechnen::V,počítať,хӏисав дан
1411,lesen::V,čítať,ккалан
1412,malen::V,maľovať,сурат дуллан
1413,zeichnen::V,kresliť,сурат дуллан
1414,schreiben::V,písať,чичин
1415,schreiben::V,písať,чичлан
1416,besitzen::V,mať,дуну икӏан
1417,besitzen::V,mať,дуну дикӏан
1418,besitzen::V,mať,заллуну икӏан
1419,besitzen::V,vlastniť,дуну икӏан
