,Concept_ID,ml,da
650,oben::ADV,മുകളിൽ,oppe
651,oben::ADV,മുകളിൽ,ovenpå
652,hinauf::ADV,മുകളിൽ,op
653,hinauf::ADV,മുകളിൽ,opad
654,überall::ADV,എല്ലായിടത്തും,overalt
655,nicht::ADV,ഇല്ല,ikke
656,ein wenig::ADV,കുറച്ച്,lidt
657,kaum::ADV,കഷ്ടിച്ച്,knap
658,kaum::ADV,കഷ്ടിച്ച്,næppe
659,sehr::ADV,വളരെ,meget
660,so::ADV,അങ്ങനെ,så
661,noch::ADV,ഇപ്പോഴും,endnu
662,nur::ADV,മാത്രം,kun
663,nur::ADV,മാത്രം,bare
664,schon::ADV,നേരത്തേ തന്നെ,alt
665,schon::ADV,നേരത്തേ തന്നെ,allerede
666,wieder::ADV,വീണ്ടും,igen
667,vergebens::ADV,വിഫല,forgæves
668,vor::PRP,മുമ്പിൽ,foran
669,vor::PRP,മുമ്പിൽ,uden for
670,hinter::PRP,പുറകിൽ,bag
671,hinter::PRP,പുറകിൽ,bagved
672,unter::PRP,കീഴിൽ,under
673,durch::PRP,ഉള്ളിലൂടെ,gennem
674,durch::PRP,ഉള്ളിലൂടെ,igennem
675,neben::PRP,അടുത്ത്,ved siden af
676,zwischen::PRP,ഇടയ്ക്ക്,mellem
677,wegen::PRP,നിമിത്തം,på grund af
678,dies::PRN,ഇത്,dette
679,das::PRN,അത്,det
680,alles::PRN,എല്ലാം,alt
681,ich::PRN,ഞാൻ,jeg
682,du::PRN,നിങ്ങൾ,du
683,er::PRN,അദ്ദേഹം,han
684,er::PRN,അയാൾ,han
685,er::PRN,അവൻ,han
686,er::PRN,അവർ,han
687,er::PRN,അവൾ,han
688,wir::PRN,നമ്മൾ,vi
689,ihr::PRN,നിങ്ങൾ,I
690,sie::PRN,അവർ,de
691,was::FPRN,എന്ത്,hvad
692,wer::FPRN,ആര്,hvem
693,wo::FADV,എവിടെ,hvor
694,wohin::FADV,എവിടേക്ക്,hvorhen
695,wie::FADV,എങ്ങനെ,hvordan
696,warum::FADV,എന്തുകൊണ്ട്,hvorfor
697,wieviel::FNUM,എത്ര,hvor meget
698,eins::NUM,ഒന്ന്,én
699,zwei::NUM,രണ്ട്,to
700,drei::NUM,മൂന്ന്,tre
701,vier::NUM,നാല്,fire
702,fünf::NUM,അഞ്ച്,fem
703,sechs::NUM,ആറ്,seks
704,sieben::NUM,ഏഴ്,syv
705,acht::NUM,എട്ട്,otte
706,neun::NUM,ഒമ്പത്,ni
707,zehn::NUM,പത്ത്,ti
708,elf::NUM,പതിനൊന്ന്,elleve
709,zwölf::NUM,പന്ത്രണ്ട്,tolv
710,zwanzig::NUM,ഇരുപത്,tyve
711,dreißig::NUM,മുപ്പത്,tredive
712,vierzig::NUM,നാൽപ്പത്,fyrre
713,vierzig::NUM,നാൽപ്പത്,fyrretyve
714,fünfzig::NUM,അൻപത്,halvtreds
715,sechzig::NUM,അറുപത്,tres
716,siebzig::NUM,എഴുപത്,halvfjerds
717,achtzig::NUM,എൺപത്,firs
718,neunzig::NUM,തൊണ്ണൂറ്,halvfems
719,hundert::NUM,നൂറ്,hundrede
720,tausend::NUM,ആയിരം,tusind
721,und::CNJ,ഉം,og
722,oder::CNJ,അഥവാ,eller
723,stehen::V,നിൽക്കുക,stå
724,sitzen::V,ഇരിക്കുക,sidde
725,liegen::V,കിടക്കുക,ligge
726,hängen::V,തൂങ്ങുക,hænge
727,werden::V,ആയിത്തീരുക,blive
728,passieren::V,സംഭവിക്കുക,ske
729,passieren::V,സംഭവിക്കുക,hænde
730,beginnen::V,ആരംഭിക്കുക,begynde
731,enden::V,അവസാനിപ്പിക്കുക,ende
732,wechseln::V,മാറ്റുക,veksle
733,aufgehen[Sonne]::V,ഉയരുക,gå op
734,aufgehen[Sonne]::V,ഉയരുക,stå op
735,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,gå ned
736,scheinen[Sonne]::V,പ്രകാശിക്കുക,skinne
737,donnern::V,ഇടിവെട്ടുക,tordne
738,wehen::V,വീശുക,blæse
739,strömen::V,ഒഴുകുക,strømme
740,fließen::V,ഒഴുകുക,flyde
741,sich drehen::V,ചുറ്റുക,dreje sig
742,sich drehen::V,കറക്കുക,dreje sig
743,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,vakle
744,schwingen::V,ആടുക,svinge
745,fallen::V,വീഴുക,falde
746,brennen::V,കത്തുക,brænde
747,rauchen::V,പുകയുക,ryge
748,regnen::V,മഴ_പെയ്യുക,regne
749,gefrieren::V,തണത്ത്_മരവിക്കുക,fryse
750,tauen::V,അലിയുക,tø
751,schmelzen::V,ഉരുകുക,smelte
752,trocknen::V,വരളുക,tørre
753,sieden::V,തിളപ്പിക്കുക,koge
754,faulen::V,ചീയുക,rådne
755,verfaulen::V,അഴുകുക,rådne
756,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,briste
757,versinken::V,മുക്കുക,synke
758,versinken::V,മുക്കുക,synke ned
759,vergehen::V,കടന്നുപോകുക,forløbe
760,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,vise sig
761,verschwinden::V,അദൃശ്യമാകുക,forsvinde
762,sinken::V,താഴുക,synke
763,abnehmen::V,കുറിയുക,aftage
764,zunehmen::V,വർദ്ധിക്കുക,tiltage
765,steigen::V,ഉയരുക,stige
766,wachsen::V,വളരുക,gro
767,wachsen::V,വളരുക,vokse
768,glänzen::V,മിന്നുക,glinse
769,funkeln::V,തിളങ്ങുക,tindre
770,lärmen::V,ശബ്ദമുണ്ടാക്കുക,larme
771,läuten::V,മണിമുഴങ്ങുക,ringe
772,klingeln::V,ചിലമ്പുക,ringe
773,klirren::V,കിലുക്കുക,klirre
774,brausen::V,മുഴങ്ങുക,bruse
775,rauschen::V,അനങ്ങുക,suse
776,klingen::V,മുഴക്കുക,lyde
777,klingen::V,മുഴക്കുക,klinge
778,bellen::V,കുരയ്ക്കുക,gø
779,heulen::V,ഓരിയിടുക,hyle
780,blasen::V,ഊതുക,blæse
781,pfeifen::V,വിസിലടിക്കുക,fløjte
782,schreien::V,ആക്രോശിക്കുക,skrige
783,stöhnen::V,അരക്കം,stønne
784,stöhnen::V,ആർത്തനാദം,stønne
785,zittern::V,വിറയ്ക്കുക,dirre
786,zittern::V,വിറയ്ക്കുക,skælve
787,leben::V,താമസിക്കുക,leve
788,geboren werden::V,ജനിക്കുക,fødes
789,atmen::V,ശ്വസിക്കുക,ånde
790,trinken::V,കുടിക്കുക,drikke
791,essen::V,കഴിക്കുക,spise
792,schlucken::V,വിഴുങ്ങുക,synke
793,müde werden::V,ക്ഷീണിക്കുക,blive træt
794,einschlafen::V,നിദ്രിക്കുക,falde i søvn
795,schlafen::V,ഉറങ്ങുക,sove
796,aufwachen::V,ഉണരുക,vågne
797,aufstehen::V,എഴുന്നേൽക്കുക,stå op
798,sich erholen::V,വിശ്രമിക്കുക,komme sig
799,krank werden::V,ദീനംപിടിക്കുക,blive syg
800,krank sein::V,രോഗികളാകുക,være syg
801,schmerzen::V,വേദനിക്കുക,smerte
802,husten::V,ചുമയ്ക്കുക,hoste
803,genesen::V,സുഖപ്പെടുക,komme sig
804,sterben::V,മരിക്കുക,dø
805,umkommen::V,മരിക്കുക,omkomme
806,sich bewegen::V,സ്ഥലം_മാറുക,bevæge sig
807,sich rühren::V,ചലിക്കുക,røre på sig
808,sich erheben::V,നിൽക്കുക,rejse sig
809,sich setzen::V,ഇരിക്കുക,sætte sig
810,hinfallen::V,വീഴുക,
811,laufen::V,നടക്കുക,løbe
812,schreiten::V,നടക്കുക,skride
813,spazierengehen::V,ഉലാത്തുക,gå en tur
814,eilen::V,പാഞ്ഞെത്തുക,ile
815,sich beeilen::V,തിരിക്കുകൂട്ടുക,skynde sig
816,sich beeilen::V,തിടുക്കം_കാട്ടുക,skynde sig
817,sausen::V,കുതിക്കുക,suse
818,rennen::V,ഓടുക,løbe
819,rennen::V,ഓടുക,rende
820,springen::V,ചാടുക,hoppe
821,springen::V,ചാടുക,springe
822,klettern::V,കയറുക,klatre
823,schaukeln::V,ഇളകുക,gynge
824,kriechen::V,പതുങ്ങികയറുക,krybe
825,schwimmen::V,നീന്തുക,svømme
826,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,dykke
827,rudern::V,തുഴയുക,ro
828,fahren::V,വാഹനം ഓടിക്കുക,køre
829,fliegen::V,പറക്കുക,flyve
830,gehen::V,പോകുക,gå
831,weggehen::V,വിടുക,gå bort
832,abfahren::V,പുറപ്പെടുക,køre bort
833,anhalten::V,നിർത്തുക,standse
834,hineingehen::V,പ്രവേശിക്കുക,gå ind
835,eintreten::V,പ്രവേശിക്കുക,træde ind
836,kommen::V,വരുക,komme
837,ankommen::V,എത്തിച്ചേരുക,ankomme
838,zurückkommen::V,തിരിച്ചു വരുക,komme tilbage
839,bleiben::V,തുടരുക,blive
840,bleiben::V,തുടരുക,forblive
841,warten::V,കാത്തിരിക്കുക,vente
842,erwarten::V,പ്രതീക്ഷിക്കുക,vente
843,erwarten::V,പ്രതീക്ഷിക്കുക,afvente
844,suchen::V,തിരയുക,søge
845,finden::V,കണ്ടെത്തുക,finde
846,versuchen::V,ശ്രമിക്കുക,forsøge
847,vorbereiten::V,തയ്യാറെടുക്കുക,forberede
848,lieben::V,സ്നേഹിക്കുക,elske
849,mögen::V,ഇഷ്ടപ്പെടുക,holde af
850,mögen::V,ഇഷ്ടപ്പെടുക,kunne lide
851,lachen::V,ചിരിക്കുക,le
852,rühren::V,ഹൃദയം സ്പർശിക്കുക,røre
853,weinen::V,തേങ്ങുക,græde
854,schimpfen::V,പിറുപിറുക്കുക,skænde
855,sich ärgern::V,കോപിക്കുക,ærgre sig
856,sich fürchten::V,പേടിക്കുക,være bange
857,fürchten::V,പേടിക്കുക,være bange for
858,fliehen::V,രക്ഷപ്പെടുക,flygte
859,flüchten::V,രക്ഷപ്പെടുക,flygte
860,sehen::V,കാണുക,se
861,anschauen::V,നോക്കുക,se på
862,anschauen::V,നോക്കുക,betragte
863,ansehen::V,നോക്കുക,anse
864,hören::V,കേൾക്കുക,høre
865,zuhören::V,ശ്രദ്ധിക്കുക,høre til
866,probieren::V,രുചിയുള്ളതായി_തോന്നുക,smage
867,probieren::V,രുചിയുള്ളതായി_തോന്നുക,smage på
868,riechen::V,മണത്തു_നോക്കുക,lugte
869,fühlen::V,സ്പർശിച്ചറിയുക,føle
870,scheinen::V,കാണപ്പെടുക,synes
871,zu sehen sein::V,വെളിച്ചപ്പെടുക,synes
872,vernehmen::V,കേൾക്കുക,erfare
873,frieren::V,വിറയ്ക്കുക,fryse
874,tun::V,ചെയ്യുക,gøre
875,können::V,കഴിയുക,kunne
876,wollen::V,വേണുക,ville
877,anfangen::V,തുടങ്ങുക,begynde
878,beenden::V,പൂർത്തിയാക്കുക,afslutte
879,aufhören::V,നിർത്തുക,ophøre
880,aufhören::V,നിർത്തുക,holde op
881,gelingen::V,വിജയിക്കുക,lykkes
882,geraten::V,പരിണമിക്കുക,blive
883,öffnen::V,തുറക്കുക,åbne
884,schließen::V,അടയ്ക്കുക,lukke
885,stellen::V,വയ്ക്കുക,stille
886,setzen::V,വയ്ക്കുക,sætte
887,legen::V,ഇടുക,lægge
888,berühren::V,തൊടുക,berøre
889,verbinden::V,ഘടിപ്പിക്കുക,forbinde
890,bedecken::V,മുടുക,dække
891,bedecken::V,മുടുക,bedække
892,aufhängen::V,കെട്ടിതൂക്കുക,hænge
893,aufhängen::V,കെട്ടിതൂക്കുക,hænge op
894,anzünden::V,കത്തിക്കുക,tænde
895,anzünden::V,കത്തിക്കുക,antænde
896,aufheben::V,പെറുക്കിയെടുക്കുക,løfte
897,aufheben::V,പെറുക്കിയെടുക്കുക,tage op
898,zurücklassen::V,വച്ചുപോരുക,lade tilbage
899,verlieren::V,നഷ്ടപ്പെടുക,miste
900,fallen lassen::V,വീഴ്ത്തുക,tabe
901,fallen lassen::V,വീഴ്ത്തുക,droppe
902,machen::V,ഉണ്ടാക്കുക,gøre
903,herstellen::V,ഉൽപാദിപ്പിക്കുക,fremstille
904,bauen::V,നിർമ്മിക്കുക,bygge
905,reparieren::V,നന്നാക്കുക,reparere
906,verbessern::V,മെച്ചപ്പെടുക,rette
907,verbessern::V,മെച്ചപ്പെടുക,forbedre
908,ändern::V,മാറ്റംവരുത്തുക,ændre
909,graben::V,കുഴിക്കുക,grave
910,beugen::V,വണങ്ങുക,bøje
911,biegen::V,കുനിയുക,bøje
912,drehen::V,തിരിക്കുക,dreje
913,wenden::V,തിരിയുക,vende
914,umdrehen::V,തിരിയുക,dreje om
915,heben::V,ഉയർത്തുക,hæve
916,hochheben::V,ഉയർത്തുക,løfte
917,ergreifen::V,ബലമായി_പിടിക്കുക,gribe fat i
918,halten::V,പിടിക്കുക,holde
919,drücken::V,അമർത്തുക,trykke
920,schieben::V,തള്ളുക,skyde
921,schieben::V,തള്ളുക,skubbe
922,kratzen::V,ചുരണ്ടുക,klø
923,kratzen::V,ചുരണ്ടുക,kradse
924,lecken::V,നക്കുക,slikke
925,beißen::V,കടിക്കുക,bide
926,abreißen::V,കീറിക്കളയുക,rive af
927,abschneiden::V,മുറിച്ചുമാറ്റുക,skære af
928,binden::V,കെട്ടുക,binde
929,stecken::V,തുളയ്ക്കുക,stikke
930,brechen::V,ഉടയുക,brække
931,klopfen::V,തട്ടുക,banke
932,hauen::V,അടിക്കുക,hugge
933,kleben::V,ഒട്ടിക്കുക,klistre
934,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,gnide
935,streichen::V,പടർത്തുക,smøre
936,schleifen::V,പൊടിക്കുക,slibe
937,schneiden::V,മുറിക്കുക,skære
938,schneiden::V,മുറിക്കുക,klippe
939,rütteln::V,മുട്ടുക,ruske
940,schütteln::V,കുലുക്കുക,ryste
941,schwenken::V,ആടുക,svinge
942,schütten::V,ഒഴിക്കുക,hælde
943,füllen::V,നിറയ്ക്കുക,fylde
944,einwickeln::V,പൊതിയുക,pakke ind
945,tragen::V,വഹിക്കുക,bære
946,schleppen::V,വലിച്ചിഴയ്ക്കുക,slæbe
947,ziehen::V,വലിക്കുക,trække
948,aufbewahren::V,വയ്ക്കുക,opbevare
949,werfen::V,എറിയുക,kaste
950,fangen::V,പിടിക്കുക,fange
951,packen::V,തട്ടിപ്പറിക്കുക,gribe
952,verstecken::V,മറയ്ക്കുക,gemme
953,teilen::V,വിഭജിക്കുക,dele
954,schicken::V,അയയ്ക്കുക,sende
955,bringen::V,കൊണ്ടുവരുക,bringe
956,hinzufügen::V,കൂട്ടുക,tilføje
957,bekommen::V,കിട്ടുക,få
958,erhalten::V,സ്വീകരിക്കുക,få
959,nehmen::V,എടുക്കുക,tage
960,wählen::V,തിരഞ്ഞെടുക്കുക,vælge
961,auswählen::V,തിരഞ്ഞെടുക്കുക,udvælge
962,bewahren::V,പുലർത്തുക,bevare
963,behindern::V,തടയിടുക,hindre
964,behindern::V,തടയിടുക,forhindre
965,verderben::V,നശിപ്പിക്കുക,ødelægge
966,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,beskadige
967,zerbrechen::V,ഉടയുക,brække itu
968,zerreißen::V,കീറുക,rive itu
969,zerstören::V,നശിപ്പിക്കുക,ødelægge
970,verbrennen::V,കത്തിനശിക്കുക,brænde
971,verbrennen::V,കത്തിച്ചുകളയുക,brænde
972,geben::V,കൊടുക്കുക,give
973,geben::V,തരുക,give
974,reichen::V,കൈമാറുക,række
975,schenken::V,സമ്മാനം കൊടുക്കുക,forære
976,versprechen::V,വാഗ്ദാനം_നൽകുക,love
977,wünschen::V,ആഗ്രഹിക്കുക,ønske
978,loben::V,പുകഴ്ത്തുക,rose
979,küssen::V,ഉമ്മവയ്ക്കുക,kysse
980,wiegen::V,ഇളകുക,vugge
981,zudecken::V,മുടുക,dække til
982,wecken::V,ഉണർത്തുക,vække
983,zeigen::V,കാണിക്കുക,vise
984,führen::V,നടത്തുക,føre
985,lehren::V,പഠിപ്പിക്കുക,lære
986,unterrichten::V,പരിശീലിപ്പിക്കുക,undervise
987,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,opdrage
988,leiten::V,നയിക്കുക,lede
989,antreiben::V,പ്രേരിപ്പിക്കുക,skynde på
990,lassen::V,അനുവദിക്കുക,få til at
991,einladen::V,ക്ഷണിക്കുക,indbyde
992,einladen::V,ക്ഷണിക്കുക,invitere
993,vereinigen::V,കൂടിച്ചേരുക,forene
994,besuchen::V,സന്ദർശിക്കുക,besøge
995,treffen::V,തമ്മിൽ കാണുക,møde
996,sich versammeln::V,സംയോജിപ്പിക്കുക,forsamles
997,spielen::V,കളിക്കുക,lege
998,spielen::V,കളിക്കുക,spille
999,singen::V,പാടുക,synge
1000,tanzen::V,നൃത്തം ചെയ്യുക,danse
1001,sich trennen::V,നേർപെടുത്തുക,skilles
1002,verlassen::V,പിൻവാങ്ങുക,forlade
1003,retten::V,രക്ഷിക്കുക,redde
1004,bewachen::V,കാവൽനിൽക്കുക,bevogte
1005,schützen::V,പരിരക്ഷിക്കുക,skærme
1006,schützen::V,പരിരക്ഷിക്കുക,beskytte
1007,verteidigen::V,പ്രതിരോധിക്കുക,forsvare
1008,sich schlagen::V,കലഹിക്കുക,slås
1009,schießen::V,വെടിവെക്കുക,skyde
1010,siegen::V,വിജയിക്കുക,sejre
1011,ärgern::V,വിഷമിപ്പിക്കുക,ærgre
1012,schlagen::V,അടിക്കുക,slå
1013,treten::V,തൊഴിക്കുക,sparke
1014,stechen::V,കുത്തുക,stikke
1015,stoßen::V,തള്ളുക,støde
1016,stehlen::V,മോഷ്ടിക്കുക,stjæle
1017,stören::V,ശല്യപ്പെടുത്തുക,forstyrre
1018,belästigen::V,മെനക്കെടുക,genere
1019,belästigen::V,മെനക്കെടുക,ulejlige
1020,verbergen::V,മറയ്ക്കുക,skjule
1021,verbergen::V,ഒളിക്കുക,skjule
1022,täuschen::V,കബളിപ്പിക്കുക,villede
1023,betrügen::V,ചതിക്കുക,bedrage
1024,töten::V,കൊല്ലുക,dræbe
1025,wohnen::V,താമസിക്കുക,bo
1026,arbeiten::V,ജോലിചെയ്യുക,arbejde
1027,sammeln::V,സഞ്ചയിക്കുക,samle
1028,pflücken::V,പറിച്ചെടുക്കുക,plukke
1029,jagen::V,വേട്ടയാടുക,jage
1030,fischen::V,മീൻ പിടിക്കുക,fiske
1031,fassen::V,പിടിക്കുക,fange
1032,hüten::V,ചേർക്കുക,vogte
1033,treiben::V,വാഹനം_ഓടിക്കുക,drive
1034,anbinden::V,കെട്ടിയിടുക,binde fast
1035,füttern::V,തീറ്റുക,fodre
1036,melken::V,പാലുകറക്കുക,malke
1037,hacken::V,വെട്ടിമുറിക്കുക,hakke
1038,gießen::V,നനയ്ക്കുക,hælde
1039,reifen::V,പാകമാകുക,modne
1040,zubereiten::V,പാചകം_ചെയ്യുക,tilberede
1041,kochen::V,വേവിക്കുക,koge
1042,backen::V,ബേക്ക് ചെയ്യുക,bage
1043,braten::V,പോരിക്കുക,stege
1044,umrühren::V,ഇളക്കുക,røre om
1045,stricken::V,മെടയുക,strikke
1046,nähen::V,തുന്നുക,sy
1047,färben::V,ചായം പൂശുക,farve
1048,reinigen::V,വൃത്തിയാക്കുക,rense
1049,reinigen::V,വൃത്തിയാക്കുക,gøre ren
1050,waschen::V,കഴുകുക,vaske
1051,abwischen::V,തുടയ്ക്കുക,tørre af
1052,spülen::V,കഴുകുക,skylle
1053,fegen::V,അടിച്ചുവാരുക,feje
1054,kehren::V,അടിച്ചുവാരുക,feje
1055,baden::V,നീന്തിത്തുടിക്കുക,bade
1056,sich waschen::V,കഴുകുക,vaske sig
1057,ausziehen::V,ഇഴുക്കുക,tage af
1058,anziehen::V,ഉടുക്കുക,tage på
1059,sich anziehen::V,ധരിച്ച നേടുകയുക,klæde sig på
1060,kämmen::V,മുടിചീകുക,rede
1061,kämmen::V,മുടിചീകുക,frisere
1062,schmücken::V,അലങ്കരിക്കുക,pynte
1063,schmücken::V,അലങ്കരിക്കുക,smykke
1064,sagen::V,പറയുക,sige
1065,sprechen::V,സംസാരിക്കുക,snakke
1066,reden::V,സംസാരിക്കുക,tale
1067,reden::V,സംസാരിക്കുക,snakke
1068,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,snakke sammen
1069,fragen::V,ചോദിക്കുക,spørge
1070,bitten::V,അപേക്ഷിക്കുക,bede
1071,erzählen::V,പറയുക,berette
1072,erzählen::V,പറയുക,fortælle
1073,mitteilen::V,അറിയിക്കുക,meddele
1074,nennen::V,പേരിടുക,nævne
1075,rufen::V,വിളിക്കുക,råbe
1076,prahlen::V,പൊങ്ങച്ചം പറയുക,prale
1077,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,oversætte
1078,denken::V,ചിന്തിക്കുക,tænke
1079,glauben::V,വിശ്വസിക്കുക,tro
1080,bemerken::V,ശ്രദ്ധിക്കുക,bemærke
1081,bemerken::V,ശ്രദ്ധിക്കുക,lægge mærke til
1082,erkennen::V,തിരിചറിയുക,genkende
1083,begreifen::V,കൈപ്പിടിയിലാക്കുക,begribe
1084,verstehen::V,മനസ്സിലാക്കുക,forstå
1085,lernen::V,പഠിക്കുക,lære
1086,wissen::V,അറിയുക,vide
1087,sich erinnern an::V,ഓർമിക്കുക,mindes
1088,sich erinnern an::V,ഓർമിക്കുക,huske på
1089,vergessen::V,മറക്കുക,glemme
1090,messen::V,അളക്കുക,måle
1091,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,tælle
1092,rechnen::V,ഗണിക്കുക,regne
1093,lesen::V,വായിക്കുക,læse
1094,malen::V,ചിത്രം വരയ്ക്കുക,male
1095,zeichnen::V,വരയ്ക്കുക,tegne
1096,schreiben::V,എഴുതുക,skrive
1097,besitzen::V,സ്വന്തമാക്കുക,eje
1098,besitzen::V,സ്വന്തമാക്കുക,besidde
1099,kaufen::V,വാങ്ങുക,købe
1100,verkaufen::V,വിൽക്കുക,sælge
1101,bezahlen::V,പരിഹാരം ചെയ്യുക,betale
1102,zahlen::V,പണം അടയ്ക്കുക,betale
1103,beherrschen::V,ഭരിക്കുക,beherske
1104,ertragen::V,താങ്ങുക,tåle
1105,ertragen::V,താങ്ങുക,udholde
