,Concept_ID,udm,pt
182,Elch::N,койык,alce
183,Fuchs::N,ӟичы,raposa
184,Hase::N,кеч,lebre
185,Maus::N,шыр,rato
186,Wolf::N,кион,lobo
187,Vogel::N,тылобурдо,ave
188,Vogel::N,тылобурдо,pássaro
189,Schwarm::N,уллё,bando
190,Schwarm::N,уллё,enxame
191,Huhn::N,курег,galinha
192,Hahn::N,атас,galo
193,Gans::N,ӟазег,ganso
194,Adler::N,ӧрзи,águia
195,Ente::N,ӵӧж,pata
196,Eule::N,кучыран,mocho
197,Eule::N,кучыран,coruja
198,Kranich::N,тури,grou
199,Krähe::N,куака,gralha
200,Kuckuck::N,кикы,cuco
201,Schwan::N,юсь,cisne
202,Fisch::N,чорыг,peixe
203,Barsch::N,юш,perca
204,Hecht::N,чипей,lúcio
205,Schlange[Tier]::N,кый,serpente
206,Wurm::N,нумыр,verme
207,Spinne::N,чонари,aranha
208,Ameise::N,кузьыли,formiga
209,Laus::N,тэй,piolho
210,Mücke::N,нымы,mosquito
211,Mücke::N,чибинь,mosquito
212,Fliege::N,кут,mosca
213,Schmetterling::N,бубыли,borboleta
214,Beere::N,узы-боры,bago
215,Apfel::N,яблок,maçã
216,Pilz::N,губи,fungo
217,Pilz::N,губи,cogumelo
218,Zwiebel::N,сугон,cebola
219,Saat::N,кидыс,sementeira
220,Korn::N,тысь,grão
221,Heu::N,турын,feno
222,Schale::N,кыд,casca
223,Grube::N,гу,cova
224,Grube::N,гу,fossa
225,Grube::N,гоп,cova
226,Grube::N,гоп,fossa
227,Falle::N,налик,armadilha
228,Schlinge::N,гиӟ,laço
229,Schlinge::N,герд,laço
230,Spur::N,пытьы,pista
231,Spur::N,пытьы,vestígio
232,Spur::N,бервыл,pista
233,Spur::N,бервыл,vestígio
234,Asche::N,пень,cinza
235,Dreck::N,дэри,sujidade
236,Eisen::N,корт,ferro
237,Gold::N,зарни,ouro
238,Silber::N,азвесь,prata
239,Kohle::N,эгыр,carvão
240,Glas::N,стекло,vidro
241,Glas::N,пияла,vidro
242,Lehm::N,сюй,barro
243,Lehm::N,сюй,argila
244,Sand::N,луо,areia
245,Mensch::N,мурт,homem
246,Mensch::N,мурт,pessoa
247,Mensch::N,адями,homem
248,Mensch::N,адями,pessoa
249,Mann::N,воргорон,homem
250,Frau::N,кышномурт,mulher
251,Kind::N,нуны,filho
252,Kind::N,нуны,criança
253,Kind::N,пинал,filho
254,Kind::N,пинал,criança
255,Junge::N,пи,rapaz
256,Junge::N,пи,menino
257,Mädchen::N,ныл,menina
258,Mädchen::N,ныл,rapariga
259,Familie::N,семья,família
260,Großvater::N,песятай,avô
261,Großvater::N,пересь атай,avô
262,Großmutter::N,песянай,avó
263,Großmutter::N,пересь анай,avó
264,Eltern::N,атай-анай,pais
265,Eltern::N,бубы-мумы,pais
266,Vater::N,айы,pai
267,Vater::N,атай,pai
268,Mutter::N,мумы,mãe
269,Sohn::N,пи,filho
270,Tochter::N,ныл,filha
271,Bruder::N,агай,irmão
272,Schwester::N,апа,irmã
273,Schwester::N,сузэр,irmã
274,Onkel::N,агай,tio
275,Tante::N,апа,tia
276,Tante::N,кенак,tia
277,Ehemann::N,карт,esposo
278,Ehefrau::N,кышно,esposa
279,Freude::N,шумпотон,prazer
280,Freude::N,шумпотон,alegria
281,Gelächter::N,горем,risada
282,Gelächter::N,горем,gargalhada
283,Glück::N,шуд,felicidade
284,Kummer::N,кайгу,aflição
285,Kummer::N,кайгу,desgosto
286,Kummer::N,куректон,aflição
287,Kummer::N,куректон,desgosto
288,Wunsch::N,мылпотон,desejo
289,Lust::N,потон,vontade
290,Geist::N,лул,mente
291,Geist::N,лул,espírito
292,Gedanke::N,малпан,ideia
293,Gedanke::N,малпан,pensamento
294,Gedächtnis::N,йырсазь,memória
295,Gedächtnis::N,тодэваён,memória
296,Verstand::N,йырвизь,razão
297,Verstand::N,йырвизь,inteligência
298,Sinn::N,смысл,sentido
299,Sinn::N,смысл,significado
300,Grund::N,муг,causa
301,Grund::N,муг,motivo
302,Grund::N,ньӧм,causa
303,Grund::N,ньӧм,motivo
304,Wahrheit::N,зэм,verdade
305,Wahrheit::N,шонер,verdade
306,Gespräch::N,вераськон,conversa
307,Gespräch::N,вераськон,conversação
308,Märchen::N,выжыкыл,conto
309,Erzählung::N,верос,conto
310,Erzählung::N,верос,narrativa
311,Nachricht::N,ивор,mensagem
312,Neuigkeit::N,выльивор,notícia
313,Neuigkeit::N,выльивор,novidade
314,Name::N,ним,nome
315,Rätsel::N,мадькыл,adivinha
316,Rede::N,верам,oração
317,Rede::N,верам,discurso
318,Sprache::N,кыл,língua
319,Stimme::N,куара,voz
320,Wort::N,кыл,palavra
321,Zeichen::N,пус,marca
322,Zeichen::N,тодмет,marca
323,Ruf::N,ӧтён,grito
324,Ruf::N,ӧтён,chamada
325,Ruf::N,чортон,grito
326,Ruf::N,чортон,chamada
327,Lärm::N,ӵашетон,ruído
328,Lärm::N,ӵашетон,barulho
329,Laut::N,куара,som
330,Ton::N,куара,tom
331,Lied::N,кырӟан,canção
332,Ruhe::N,чалмыт улон,calma
333,Ruhe::N,чалмыт улон,silêncio
334,Leute::N,адямиос,gente
335,Leute::N,адямиос,pessoas
336,Volk::N,калык,povo
337,Volk::N,калык,nação
338,Arbeit::N,уж,trabalho
339,Gast::N,куно,hóspede
340,Gast::N,куно,convidado
341,Geschenk::N,салам,prenda
342,Geschenk::N,салам,presente
343,Geschenk::N,кузьым,prenda
344,Geschenk::N,кузьым,presente
345,Spiel::N,шудон,jogo
346,Gesellschaft::N,калык,companhia
347,Hilfe::N,юрттон,ajuda
348,Hilfe::N,юрттон,socorro
349,Freund::N,эш,amigo
350,Freund::N,юлтош,amigo
351,Kamerad::N,тодмо,camarada
352,Angelegenheit::N,уж,assunto
353,Anzahl::N,лыд,número
354,Anzahl::N,лыд,quantidade
355,Art::N,тус,tipo
356,Art::N,тус,espécie
357,Stück::N,юдэс,pedaço
358,Teil::N,люкет,peça
359,Teil::N,люкет,parte
360,Hälfte::N,ӝыны,metade
361,Kreis::N,котырес,círculo
362,Kreuz::N,крест,cruz
363,Linie::N,гож,linha
364,Strich::N,гож,traço
365,Abstand::N,вис,distância
366,Abstand::N,кусып,distância
367,Entfernung::N,кусып,distância
368,Gegend::N,инты,área
369,Gegend::N,инты,região
370,Platz::N,инты,lugar
371,Ort::N,инты,sítio
372,Ort::N,места,sítio
373,Seite::N,пал,lado
374,Mitte::N,шор,meio
375,Gegenstand::N,арбери,objecto
376,Sache::N,котыр,coisa
377,Rand::N,дур,bordo
378,Rand::N,дур,margem
379,Rand::N,шаер,bordo
380,Rand::N,шаер,margem
381,Kante::N,дур,borda
382,Kante::N,дур,aresta
383,Ecke::N,сэрег,esquina
384,Spitze::N,йыл,ponta
385,Ende::N,пум,cabo
386,Ende::N,пум,extremo
387,Loch::N,пась,furo
388,Loch::N,пась,buraco
389,Winkel::N,сэрег,canto
390,Winkel::N,сэрег,ângulo
391,Muster::N,пужы,padrão
392,Muster::N,пужы,desenho
393,Größe::N,быдӟала,tamanho
394,Länge::N,кузьдала,comprimento
395,Höhe::N,ӝуждала,altura
396,Höhe::N,ӝуждала,altitude
397,Gewicht::N,сектала,peso
398,Gewicht::N,секытлык,peso
399,Menge::N,лыд,quantidade
400,Menge::N,лыдпус,quantidade
401,Haufen::N,люк,pilha
402,Reihe::N,чур,fila
403,Boot::N,пыж,barco
404,Boot::N,лодка,barco
405,Ruder::N,полыс,remo
406,Schlitten::N,додьы,trenó
407,Ski::N,куас,esqui
408,Lagerfeuer::N,тылскем,fogueira
409,Last::N,секыт,carga
410,Gang::N,ветлон,curso
411,Gang::N,ветлон,caminhada
412,Schritt::N,вамыш,passo
413,Norden::N,уйпал,norte
414,Süden::N,лымшор,sul
415,Westen::N,шунды пуксён,oeste
416,Westen::N,шунды пуксён,ocidente
417,Osten::N,шунды ӝужан,este
418,Osten::N,шунды ӝужан,leste
419,Osten::N,шунды ӝужан,oriente
420,Holz::N,пу,madeira
421,Brett::N,пул,tábua
422,Brett::N,пул,prancha
423,Platte::N,плита,laje
424,Platte::N,плита,chapa
425,Stütze::N,пыкет,apoio
426,Stütze::N,пыкет,suporte
427,Stange::N,пуӵ,vara
428,Stange::N,пуӵ,barra
429,Stock::N,боды,pau
430,Stock::N,боды,bengala
431,Stab::N,пуӵ,bastão
432,Stab::N,боды,bastão
433,Rohr::N,труба,cano
434,Haus::N,юрт,casa
435,Heim::N,корка,lar
436,Heim::N,корка,casa
437,Ofen::N,гур,estufa
438,Ofen::N,гур,aquecedor
439,Fußboden::N,выж,piso
440,Tisch::N,ӝӧк,mesa
441,Stuhl::N,пукон,cadeira
442,Wiege::N,кӧкы,berço
443,Wiege::N,зыбка,berço
444,Bett::N,валес,cama
445,Regal::N,ӝажы,estante
446,Regal::N,ӝажы,prateleira
447,Kiste::N,ящик,caixa
448,Fenster::N,укно,janela
449,Fenster::N,косяк,janela
450,Tür::N,ӧс,porta
451,Tor::N,ӟезьы,portão
452,Zaun::N,забор,cerca
453,Zaun::N,забор,vedação
454,Dach::N,липет,telhado
455,Leiter::N,падӟа,escada
456,Leiter::N,падӟа,escada móvel
457,Besen::N,ӵужон,vassoura
458,Besen::N,исьнер,vassoura
459,Spaten::N,лопатка,pá
460,Schaufel::N,ютырон,pá
461,Gabel::N,тэчы,garfo
462,Gabel::N,вилка,garfo
463,Löffel::N,пуньы,colher
464,Messer::N,пурт,faca
465,Nagel::N,кортӵог,cravo
466,Netz::N,сеть,rede
467,Haken::N,курик,gancho
468,Griff::N,ныд,asa
469,Griff::N,ныд,cabo
470,Schloss::N,тунгон,fechadura
471,Bild::N,суред,imagem
472,Figur::N,фигура,figura
473,Puppe::N,мунё,boneca
474,Beutel::N,пуйы,saco
475,Beutel::N,пуйы,bolsa
476,Bündel::N,керттэт,fardo
477,Tasche::N,пуйы,saco
478,Tasche::N,пуйы,bolso
479,Tasche::N,сумка,saco
480,Tasche::N,сумка,bolso
481,Eimer::N,ведра,balde
482,Deckel::N,ӵоксэт,tampa
483,Geschirr::N,тусьты-пуньы,louça
484,Sack::N,пуйы,saca
485,Tasse::N,ӵаша,chávena
486,Topf::N,миска,tacho
487,Topf::N,миска,panela
488,Kessel::N,пурты,caldeira
489,Essen::N,сиськон,refeição
490,Nahrung::N,сион,comida
491,Nahrung::N,сион,alimento
492,Speise::N,сиён,prato
493,Fleisch::N,сӥль,carne
494,Getreide::N,ю тысь,cereais
495,Brei::N,ӝук,puré
496,Brot::N,нянь,pão
497,Scheibe::N,шорем,fatia
498,Fett::N,кӧй,banha
499,Fett::N,кӧй,gordura
500,Butter::N,вӧй,manteiga
501,Öl::N,вӧй,azeite
502,Salz::N,сылал,sal
503,Suppe::N,шыд,sopa
504,Suppe::N,шыд,caldo
505,Honig::N,чечы,mel
506,Milch::N,йӧл,leite
507,Tee::N,чай,chá
508,Leder::N,сурон,couro
509,Wolle::N,гон,lã
510,Wolle::N,ыжгон,lã
511,Stoff::N,куэм,pano
512,Stoff::N,куэм,tecido
513,Nadel::N,вень,agulha
514,Faden::N,сӥньыс,fio
515,Knopf::N,бирды,botão
516,Knoten::N,герд,nó
517,Farbe::N,буёл,corante
518,Kleidung::N,дӥсь,roupa
519,Kleidung::N,дӥсь,vestuário
520,Hemd::N,дэрем,camisa
521,Kragen::N,сирес,gola
522,Ärmel::N,саес,manga
523,Hose::N,брюки,calça
524,Hose::N,штань,calça
525,Gürtel::N,кускерттон,cinto
526,Mütze::N,ызьы,boné
527,Mütze::N,ызьы,barrete
528,Schuh::N,ботинка,sapato
529,Stiefel::N,сапег,bota
530,Ring::N,зундэс,anel
531,Band::N,лента,fita
532,Band::N,лента,faixa
533,Kamm::N,сын,pente
534,Spiegel::N,синучкон,espelho
535,Riemen::N,е,correia
536,Schnur::N,гозы,corda
537,Schnur::N,гозы,cordel
538,Leine::N,думет,trela
539,Decke::N,шобрет,cobertor
540,Kissen::N,миндэр,almofada
541,Tuch::N,кышет,pano
542,Handtuch::N,ӵушкон,toalha
543,Kraft::N,кать,força
544,Kraft::N,ӟигар,força
545,Stärke::N,юнлык,força
546,Gesundheit::N,тазалык,saúde
547,Krankheit::N,висён,doença
548,Krankheit::N,висён,enfermidade
549,Schmerz::N,висён,dor
550,Wunde::N,яра,chaga
551,Wunde::N,яра,ferida
552,Fieber::N,кезег,febre
553,Arznei::N,эмъюм,remédio
554,Brücke::N,выж,ponte
555,Brunnen::N,колдэч,poço
556,Weide::N,возь,pastagem
557,Pfad::N,сюрес,senda
558,Pfad::N,сюрес,trilho
559,Weg::N,сюрес,caminho
560,Straße::N,сюрес,via
561,Straße::N,сюрес,estrada
562,Dorf::N,гурт,aldeia
563,Stadt::N,кар,cidade
564,Stadt::N,город,cidade
565,Brief::N,гожтэт,carta
566,Buch::N,книга,livro
567,Buchstabe::N,буква,letra
568,Zeitung::N,газет,jornal
569,Leben::N,улон,vida
570,Tod::N,кулон,morte
571,Grab::N,шайгу,túmulo
572,Grab::N,шайгу,sepultura
573,Kirche::N,черк,igreja
574,Sünde::N,сьӧлык,pecado
575,Gott::N,ӥнмар,deus
576,Arbeiter::N,рабочий,operário
577,Arbeiter::N,рабочий,trabalhador
578,Chef::N,начальник,chefe
579,Chef::N,начальник,patrão
580,Meister::N,кибашлы,mestre
581,Arzt::N,врач,médico
582,Lehrer::N,дышетӥсь,professor
583,Geld::N,уксё,dinheiro
584,Geld::N,коньдон,dinheiro
585,Geschäft::N,уж,negócio
586,Laden::N,магазин,loja
587,Preis::N,дун,preço
588,Ware::N,вуз,mercadoria
589,Nutzen::N,пайда,proveito
590,Reichtum::N,узырлык,riqueza
591,Welt::N,дунне,mundo
592,Land::N,шаер,país
593,Staat::N,кун,Estado
594,König::N,эксэй,rei
595,Macht::N,власть,poder
596,Macht::N,власть,potência
597,Grenze::N,кунгож,fronteira
598,Krieg::N,ож,guerra
599,Feind::N,тушмон,inimigo
600,Gewalt::N,эриктэман,violência
601,Kampf::N,нюръяськон,luta
602,Kampf::N,нюръяськон,combate
603,Bogen[Waffe]::N,пукыӵ,arco
604,Pfeil::N,пукыӵ вень,seta
605,Pfeil::N,пукыӵ вень,flecha
606,Gewehr::N,пыӵал,espingarda
607,Fehler::N,янгыш,erro
608,Fehler::N,янгыш,falha
609,Lüge::N,пӧян,mentira
610,Lüge::N,алдан,mentira
611,Lüge::N,ӧрекчан,mentira
612,Schaden::N,изъян,dano
613,Schaden::N,изъян,estrago
614,Unglück::N,куректон,desgraça
615,Unglück::N,шудтэме усён,desgraça
616,Schuld::N,янгыш,culpa
617,Alter::N,арлыд,idade
618,Schluss::N,пум,fim
619,Zeit::N,дыр,tempo
620,Tag::N,нунал,dia
621,Morgen::N,ӵукна,manhã
622,Mittag::N,лымшор,meio-dia
623,Abend::N,ӝыт,noite
624,Abend::N,ӝыт,tardinha
625,Abend::N,акшан,noite
626,Abend::N,акшан,tardinha
627,Nacht::N,уй,noite
628,Woche::N,арня,semana
629,Monat::N,толэзь,mês
630,Jahr::N,ар,ano
631,Frühling::N,тулыс,primavera
632,Sommer::N,гужем,verão
633,Herbst::N,сӥзьыл,outono
634,Winter::N,тол,inverno
635,Januar::N,выльартолэзь,Janeiro
636,Februar::N,тулыспал,Fevereiro
637,März::N,южтолэзь,Março
638,April::N,оштолэзь,Abril
639,Mai::N,куартолэзь,Maio
640,Juni::N,вожотолэзь,Junho
641,Juli::N,пӧсьтолэзь,Julho
642,August::N,гудырикошкон,Agosto
643,September::N,куарусён,Setembro
644,Oktober::N,выльӝуктолэзь,Outubro
645,November::N,шуркынмон,Novembro
646,Dezember::N,толсур,Dezembro
647,Montag::N,вордӥськон,segunda-feira
648,Dienstag::N,вторник,terça-feira
649,Mittwoch::N,вирнунал,quarta-feira
650,Donnerstag::N,покчиарня,quinta-feira
651,Freitag::N,удмуртарня,sexta-feira
652,Samstag::N,кӧснунал,sábado
653,Sonntag::N,арня,domingo
654,groß::A,бадӟым,grande
655,klein::A,пичи,pequeno
656,lang::A,кузь,comprido
657,kurz::A,вакчи,curto
658,breit::A,паськыт,largo
659,schmal::A,сюлэг,estreito
660,dicht::A,ӵем,denso
661,dick[Gegenstand]::A,зӧк,grosso
662,dünn::A,векчи,delgado
663,fein::A,векчи,fino
664,fein::A,векчи,subtil
665,fest::A,юн,firme
666,fest::A,юн,sólido
667,fest::A,чурыт,firme
668,fest::A,чурыт,sólido
669,flach::A,ӵошкыт,plano
670,glatt::A,гылыт,liso
671,glatt::A,вольыт,liso
672,hart::A,чурыт,duro
673,weich::A,небыт,mole
674,rund::A,котырес,redondo
675,spitz::A,йылсо,agudo
676,scharf::A,лэчыт,afiado
677,stumpf::A,ныж,rombo
678,schwer::A,секыт,pesado
679,schön::A,чебер,belo
680,schön::A,чебер,bonito
681,heiß::A,пӧсь,quente
682,warm::A,шуныт,quente
683,kalt::A,кезьыт,frio
684,kühl::A,юзмыт,fresco
685,kühl::A,салкым,fresco
686,frisch::A,выль,fresco
687,feucht::A,мускыт,húmido
688,nass::A,котмем,molhado
689,trocken::A,кӧс,seco
690,voll::A,тыр,cheio
691,leer::A,буш,vazio
692,leer::A,тырттэм,vazio
693,offen::A,усьтэм,aberto
694,geschlossen::A,ӵогам,fechado
695,geschlossen::A,пунням,fechado
696,sauber::A,ӝикыт,limpo
697,sauber::A,чылкыт,limpo
698,schmutzig::A,нӧд,sujo
699,roh::A,ыль,cru
700,reif::A,вуэм,maduro
701,lecker::A,ческыт,delicioso
702,süß::A,ческыт,doce
703,bitter::A,курыт,amargo
704,sauer::A,чырс,azedo
705,hell::A,югыт,claro
706,dunkel::A,пеймыт,escuro
707,dunkel::A,пеймыт,sombrio
708,schwarz::A,сьӧд,preto
709,weiß::A,тӧдьы,branco
710,rot::A,горд,vermelho
711,gelb::A,ӵуж,amarelo
712,blau::A,лыз,azul
713,grün::A,вож,verde
714,grau::A,пурысь,cinzento
715,bunt::A,куӵо,colorido
716,billig::A,дунтэм,barato
717,teuer::A,дуно,caro
718,wertvoll::A,дуно,valioso
719,wertvoll::A,дуно,precioso
720,blind::A,сукыр,cego
721,blind::A,синтэм,cego
722,taub::A,пельтэм,surdo
723,kräftig::A,кужмо,forte
724,kräftig::A,кужмо,poderoso
725,stark::A,юн,forte
726,stark::A,юн,robusto
727,stark::A,кужмо,forte
728,stark::A,кужмо,robusto
729,schwach::A,ляб,débil
730,schwach::A,начар,débil
731,fett::A,кӧй,gordo
732,schlank::A,веськыт,esbelto
733,schlank::A,веськрес,esbelto
734,hübsch::A,чебер,giro
735,hübsch::A,чебер,bonito
736,hübsch::A,синмаськымон,giro
737,hübsch::A,синмаськымон,bonito
738,böse::A,лек,mau
739,dumm::A,шузи,parvo
740,dumm::A,шузи,estúpido
741,dumm::A,визьтэм,parvo
742,dumm::A,визьтэм,estúpido
743,faul::A,азьтэм,preguiçoso
744,fleißig::A,сюлмо,aplicado
745,fleißig::A,сюлмо,diligente
746,geizig::A,сук,avarento
747,klug::A,визьмо,prudente
748,klug::A,визьмо,inteligente
749,geschickt::A,усто,hábil
750,geschickt::A,быгатӥсь,hábil
751,lieb::A,мусо,caro
752,lieb::A,мусо,querido
753,lustig::A,шулдыр,alegre
754,sanft::A,мусо,suave
755,sanft::A,мусо,brando
756,sanft::A,эрке,suave
757,sanft::A,эрке,brando
758,hungrig::A,сютэм,faminto
759,krank::A,висись,doente
760,krank::A,висись,enfermo
761,nackt::A,гольык,nu
762,nackt::A,гольык,despido
763,traurig::A,мӧзмыт,triste
764,lebendig::A,улэп,vivo
765,gut::A,ӟеч,bom
766,gut::A,умой,bom
767,schlecht::A,урод,mau
768,schlecht::A,урод,ruim
769,schlecht::A,алама,mau
770,schlecht::A,алама,ruim
771,richtig::A,шонер,justo
772,richtig::A,шонер,correcto
773,schlimm::A,алама,mau
774,schlimm::A,алама,grave
775,wahr::A,зэмос,verdadeiro
776,alt::A,вуж,velho
777,alt::A,вуж,antigo
778,neu::A,выль,novo
779,ehemalig::A,азьвылэз,antigo
780,alt[Lebewesen]::A,пересь,velho
781,jung::A,егит,jovem
782,jung::A,пинал,jovem
783,arm::A,начар,pobre
784,arm::A,куанер,pobre
785,reich::A,узыр,rico
786,bekannt::A,тодмо,conhecido
787,berühmt::A,дано,famoso
788,berühmt::A,дано,célebre
789,fremd::A,ят,alheio
790,fremd::A,ят,estranho
791,verschieden::A,пӧртэм,diverso
792,verschieden::A,пӧртэм,diferente
793,nah::A,матысь,próximo
794,fern::A,кыдёкысь,remoto
795,fern::A,кыдёкысь,distante
796,linker::A,паллян,esquerdo
797,rechter::A,бур,direito
798,rechter::A,бурпал,direito
799,anderer::A,мукет,outro
800,erster::A,нырысетӥез,primeiro
801,zweiter::A,кыктэтӥез,segundo
802,dritter::A,кунньметӥез,terceiro
803,letzter::A,берло,final
804,letzter::A,берло,último
805,letzter::A,берпум,final
806,letzter::A,берпум,último
807,allein::ADV,огназ,só
808,auf einmal::ADV,огдыре,de vez
809,zusammen::ADV,ӵош,juntos
810,zusammen::ADV,валче,juntos
811,lange::ADV,кема,muito tempo
812,plötzlich::ADV,мапламтэ шорысь,de repente
813,sofort::ADV,али ик,imediatamente
814,später::ADV,бергес,mais tarde
815,später::ADV,берлогес,mais tarde
816,jetzt::ADV,али,agora
817,jetzt::ADV,табере,agora
818,heute::ADV,туннэ,hoje
819,morgen::ADV,ӵуказе,amanhã
820,bald::ADV,ӝоген,logo
821,bald::ADV,ӝоген,breve
822,dann::ADV,берло,então
