,Concept_ID,kk,te
683,dumm::A,миы жоқ,తెలివిలేని
684,faul::A,жалқау,సోమరియైన
685,faul::A,еріншек,సోమరియైన
686,fleißig::A,ұқыпты,శ్రద్దగల
687,geizig::A,сараң,పిసినారియైన
688,klug::A,жетік,తెలివిగల
689,klug::A,ақылды,తెలివిగల
690,geschickt::A,шебер,నిపుణతగల
691,lieb::A,абзал,ప్రియమైన
692,lieb::A,айналайын,ప్రియమైన
693,lustig::A,көңілді,ఉల్లాసము గల
694,sanft::A,жуас,సాధువైన
695,hungrig::A,аш,ఆకలిగొనిన
696,krank::A,кеселді,వ్యాధిగల
697,nackt::A,жалаңаш,దిగంబరమైన
698,traurig::A,қапа,విచారముగల
699,lebendig::A,тірі,ప్రాణముతో నున్న
700,lebendig::A,жанды,ప్రాణముతో నున్న
701,gut::A,жақсы,మంచి
702,schlecht::A,жаман,చెడ్డ
703,richtig::A,дұрыс,సరియైన
704,schlimm::A,жаман,అసహ్యమైన
705,wahr::A,нағыз,నిజమైన
706,alt::A,ескі,ముసలి
707,neu::A,жаңа,క్రొత్త
708,ehemalig::A,өткен,పూర్వపు
709,ehemalig::A,бұрынғы,పూర్వపు
710,alt[Lebewesen]::A,кексе,ముసలి
711,jung::A,науша,పసి
712,arm::A,кедей,బీద
713,arm::A,дәулетсіз,బీద
714,reich::A,малды,ధనవంతుడైన
715,bekannt::A,таныс,తెలిసిన
716,bekannt::A,көзтаныс,తెలిసిన
717,berühmt::A,атақты,ప్రపిద్దికెక్కివ
718,fremd::A,бөтен,అన్యమైన
719,verschieden::A,түрлі,భేదమైన
720,nah::A,жуық,దగ్గఱనున్న
721,nah::A,етене,దగ్గఱనున్న
722,fern::A,алыс,దూరమందున్న
723,fern::A,алыстағы,దూరమందున్న
724,linker::A,сол,ఎడమప్రక్కగ
725,linker::A,солшыл,ఎడమప్రక్కగ
726,rechter::A,оң,కుడి
727,anderer::A,өзге,వేఱ్తెన
728,anderer::A,былайғы,వేఱ్తెన
729,erster::A,алғашқы,మొదటి
730,zweiter::A,екінші,రెండన
731,dritter::A,үшінші,మూడో
732,letzter::A,артқы,కడపటి
733,letzter::A,кейінгі,కడపటి
734,allein::ADV,серіксіз,ఒంటిగా
735,auf einmal::ADV,бірден,హరాత్తుగ
736,zusammen::ADV,бірлесіп,కలిసి
737,lange::ADV,ұзақ,బహుకాలము
738,plötzlich::ADV,кенет,హరాత్తుగ
739,sofort::ADV,әне-міне дегенше,తక్షణము
740,später::ADV,артынан,ఇటీవలి
741,jetzt::ADV,енді,ఇప్పుడు
742,jetzt::ADV,қазір,ఇప్పుడు
743,heute::ADV,бүгін,నేడు
744,morgen::ADV,ертең,ఱేపు
745,bald::ADV,тез,శీఘ్రముగ
746,dann::ADV,онан соң,అప్పుడు
747,dann::ADV,сонан соң,అప్పుడు
748,gestern::ADV,кеше,నిన్నటి దినము
749,einst::ADV,бірде,పూర్వమొకప్పుడు
750,einst::ADV,бір кезде,పూర్వమొకప్పుడు
751,damals::ADV,анада,అప్పుడు
752,danach::ADV,онан соң,అప్పుడు
753,danach::ADV,сонан соң,అప్పుడు
754,vorher::ADV,бұрын,ఎదుట
755,zuerst::ADV,әуелі,మొదటిలో
756,zuerst::ADV,алдымен,మొదటిలో
757,einmal::ADV,бір жолы,ఒకసారి
758,manchmal::ADV,кейде,అప్పటప్పటికి
759,oft::ADV,ылғи,తఱచుగా
760,immer::ADV,өнебойы,ఎల్లప్పుడు
761,niemals::ADV,ешуақытта,ఎప్పుడునులేదు
762,hier::ADV,бұнда,ఇక్కడ
763,hier::ADV,осында,ఇక్కడ
764,hierhin::ADV,бермен,ఇక్కడకు
765,von hier::ADV,бер жақтан,ఇక్కడనుండి
766,dort::ADV,анда,అక్కడ
767,dorthin::ADV,әрі,అక్కడికి
768,geradeaus::ADV,тура,సూటిగా
769,vorwärts::ADV,ілгері,ముందుకు
770,rückwärts::ADV,артқа,వెనుకకు
771,zurück::ADV,кейін қарай,వెనుకభాగము
772,unten::ADV,төменде,క్రింద
773,hinab::ADV,астына,కిందికి
774,hinab::ADV,төмен,కిందికి
775,oben::ADV,жоғарыда,మీద
776,hinauf::ADV,өрге,పైకి
777,überall::ADV,әрқайда,అంతటా
778,nicht::ADV,емес,కాదు
779,ein wenig::ADV,азырақ,కొంచెము
780,ein wenig::ADV,аздаған,కొంచెము
781,ein wenig::ADV,азғантай,కొంచెము
782,kaum::ADV,зорға,చాలిచాలక
783,sehr::ADV,орасан,చాల
784,so::ADV,бұлай,ఆలాగున
785,so::ADV,былайша,ఆలాగున
786,noch::ADV,әлі,ఇప్పటికిని
787,nur::ADV,ғана,మాత్రము
788,schon::ADV,түге,ఇదివఱకే
789,wieder::ADV,жаңа,తిరిగి
790,wieder::ADV,қайта,తిరిగి
791,wieder::ADV,жаңадан,తిరిగి
792,vergebens::ADV,бекер,నిష్ఫలముగా
793,vor::PRP,алды,ముందు
794,hinter::PRP,артынан,వెనుక
795,unter::PRP,түп,క్రింద
796,unter::PRP,маңында,క్రింద
797,durch::PRP,арқылы,ద్వారా
798,neben::PRP,іргеде,దగ్గెర
799,neben::PRP,жанында,దగ్గెర
800,zwischen::PRP,арада,మధ్య
801,wegen::PRP,үшін,కారణంగా
802,dies::PRN,бұ,ఇది
803,dies::PRN,осы,ఇది
804,das::PRN,сол,అది
805,alles::PRN,дүйім,సకలము
806,alles::PRN,күллі,సకలము
807,ich::PRN,мен,నేను
808,du::PRN,сен,నీవు
809,er::PRN,ол,అతడు
810,wir::PRN,біз,మనము
811,ihr::PRN,сіз,మీరు
812,sie::PRN,олар,వారు
813,was::FPRN,не,ఏమి
814,wer::FPRN,кім,ఎవడు
815,wo::FADV,кәні,ఎక్కడ
816,wo::FADV,қайда,ఎక్కడ
817,wohin::FADV,қайда,ఎందుకు
818,wie::FADV,калай,ఎట్టు
819,warum::FADV,неғып,ఏల
820,wieviel::FNUM,неше,ఎంత
821,wieviel::FNUM,қанша,ఎంత
822,eins::NUM,бір,ఒకటి
823,zwei::NUM,екі,రెండు
824,drei::NUM,үш,మూడు
825,vier::NUM,төрт,నాలుగు
826,fünf::NUM,бес,అయిదు
827,sechs::NUM,алты,ఆఱు
828,sieben::NUM,жеті,ఏరు
829,acht::NUM,сегіз,ఎనిమదు
830,neun::NUM,тоғыз,తొమ్మిది
831,zehn::NUM,он,పది
832,elf::NUM,он бір,పదునొకొండు
833,zwölf::NUM,он екі,పండ్రండు
834,zwanzig::NUM,жиырма,ఇరుపది
835,dreißig::NUM,отыз,ముప్పది
836,vierzig::NUM,қырық,నలువది
837,fünfzig::NUM,елу,ఏబది
838,sechzig::NUM,алпыс,అరుపది
839,siebzig::NUM,жетпіс,డెబ్బది
840,achtzig::NUM,сексен,ఎనుబది
841,neunzig::NUM,тоқсан,తొంబది
842,hundert::NUM,жүз,నూఱు
843,tausend::NUM,мың,వేయి
844,und::CNJ,та,మఱియు
845,oder::CNJ,әлде,లేక
846,oder::CNJ,немесе,లేక
847,stehen::V,тұру,నిలుచు
848,sitzen::V,отыру,కూర్చుండు
849,liegen::V,жату,పండుకొనుట
850,hängen::V,ілу,వ్రేలాడదీయు
851,werden::V,болу,అగు
852,werden::V,түрегелу,అగు
853,passieren::V,болу,సంభవించు
854,beginnen::V,басталу,ఆరంభించు
855,enden::V,ада болу,తీరుట
856,wechseln::V,құбылу,మార్చు
857,wechseln::V,өзгеру,మార్చు
858,aufgehen[Sonne]::V,шығу,ఉదయించు
859,untergehen[Sonne]::V,батыру,అస్తమించు
860,scheinen[Sonne]::V,жылтырау,ప్రకాశించు
861,donnern::V,күркіреу,ఉరుముట
862,wehen::V,огып тур,దురద్పప్టము
863,strömen::V,сорғалау,పారుట
864,fließen::V,ағу,ప్రవహించు
865,sich drehen::V,айналу,తిరుగు
866,schwanken::V,толықсу,ఆడించుట
867,schwingen::V,тербелу,ఊగుట
868,fallen::V,құлау,పడు
869,fallen::V,жығылу,పడు
870,fallen::V,төмендеу,పడు
871,brennen::V,жану,కాలుట
872,rauchen::V,түтету,పొగసుట
873,regnen::V,жауу,కురిపించుట
874,gefrieren::V,мұздай қату,గడ్డకట్టు
875,gefrieren::V,мұз боп қату,గడ్డకట్టు
876,tauen::V,жібу,కరగు
877,schmelzen::V,еру,కరగు
878,trocknen::V,курау,యెండుట
879,sieden::V,қайнау,ఉడుకు
880,faulen::V,иістену,క్రుళ్లు
881,verfaulen::V,шіру,క్షిణించు
882,reißen::V,жыртылу,చించు
883,versinken::V,малтығу,మునుగు
884,vergehen::V,өту,సంభవించు
885,erscheinen::V,көріну,కనబడు
886,erscheinen::V,көрініп қалу,కనబడు
887,verschwinden::V,ғайып_болу,అదృశ్యమగు
888,sinken::V,ылдилау,ముణుగుట
889,sinken::V,төмендеу,ముణుగుట
890,abnehmen::V,кемітілу,తగ్గు
891,zunehmen::V,көбею,పెరుగుట
892,steigen::V,қобу,లేచు
893,steigen::V,көтерілу,లేచు
894,steigen::V,жоғарылау,లేచు
895,wachsen::V,өсу,పెరుగు
896,glänzen::V,жалтырау,ప్రకాశించు
897,funkeln::V,жарқырау,ప్రకాశించు
898,funkeln::V,нұрлану,ప్రకాశించు
899,funkeln::V,жылтылдау,ప్రకాశించు
900,lärmen::V,шулау,అరుచుట
901,lärmen::V,шуылдау,అరుచుట
902,läuten::V,қоңыраулату,మేళవించుట
903,klingeln::V,дыңғырлау,వాయించుట
904,klirren::V,дыңылдату,ఘంటానాదము
905,brausen::V,тасу,గర్జించు
906,rauschen::V,сусылдау,చటచటమనుట
907,rauschen::V,сыбдырлау,చటచటమనుట
908,klingen::V,дыбыс шығару,ధ్వనించుట
909,bellen::V,үру,అఱచు
910,heulen::V,ұлу,కూయు
911,blasen::V,үру,దురద్పప్టము
912,pfeifen::V,ысқыру,ఈలవేయు
913,schreien::V,шыңғыру,అఱచు
914,schreien::V,айғайлау,అఱచు
915,schreien::V,байбайлау,అఱచు
916,schreien::V,бажалақтау,అఱచు
917,stöhnen::V,ыңырсу,మూలుగు
918,stöhnen::V,ыңкылдау,మూలుగు
919,zittern::V,қалш,వణకు
920,zittern::V,қалшылдату,వణకు
921,leben::V,жасау,జీవించుట
922,leben::V,күнелту,జీవించుట
923,leben::V,күн көру,జీవించుట
924,leben::V,тіршілік ету,జీవించుట
925,geboren werden::V,туу,పుట్టుట
926,atmen::V,дем алу,ఉపిరి తీయు
927,atmen::V,ауа жұту,ఉపిరి తీయు
928,trinken::V,ішу,త్రాగు
929,trinken::V,ұрттау,త్రాగు
930,essen::V,жеу,తిను
931,essen::V,тамақтану,తిను
932,schlucken::V,жұту,మ్రింగు
933,müde werden::V,болдыру,అలయు
934,einschlafen::V,үйыктап калу,నిద్రించు
935,schlafen::V,ұйықтау,నిద్రురించు
936,aufwachen::V,ояну,మేలుకొను
937,aufstehen::V,ояну,లేచు
938,sich erholen::V,тынығу,నడ్డి వాల్చు
939,krank werden::V,кеселдену,జబ్బుపడు
940,krank werden::V,сырқаттану,జబ్బుపడు
941,krank werden::V,ауырып қалу,జబ్బుపడు
942,krank werden::V,ауыра бастау,జబ్బుపడు
943,krank werden::V,кеселге ұшырау,జబ్బుపడు
944,krank werden::V,сырқаттанып қалу,జబ్బుపడు
945,krank sein::V,ауыру,జబ్బు చేయు
946,krank sein::V,сырқаттану,జబ్బు చేయు
947,schmerzen::V,ауырады,నొచ్చుట
948,husten::V,жөтелу,దగ్గుట
949,genesen::V,айығу,కుదురుట
950,sterben::V,өлу,మరణించు
951,sterben::V,қайтыс,మరణించు
952,sterben::V,жантапсыру,మరణించు
953,umkommen::V,өлу,నశించు
954,umkommen::V,қаза табу,నశించు
955,sich bewegen::V,жылжу,కదలు
956,sich rühren::V,қыбырлау,కదలు
957,sich erheben::V,тұру,లేచు
958,sich setzen::V,отыру,కూర్చుణ్డు
959,hinfallen::V,жығылу,దొర్లు
960,laufen::V,жояу жүру,నడచు
961,schreiten::V,кадамдау,అడుగుపెట్టుట
962,spazierengehen::V,қыдыру,పచారు చేయు
963,eilen::V,асығу,తొందరపడు
964,eilen::V,жеделдену,తొందరపడు
965,eilen::V,жедепдеу,తొందరపడు
966,sich beeilen::V,асығу,త్వరపెట్టు
967,sich beeilen::V,жеделдену,త్వరపెట్టు
968,sausen::V,заулау,విసరికొట్టు
969,rennen::V,жүгіру,పరుగెత్తు
970,springen::V,секіру,దుముకు
971,klettern::V,өрмелеп шығу,ఎక్కు
972,schaukeln::V,тербелу,ఉయ్యాల ఊగు 
973,kriechen::V,еңбектеу,ప్రాకు
974,schwimmen::V,жүзу,ఈదు
975,schwimmen::V,малту,ఈదు
976,schwimmen::V,қалықтау,ఈదు
977,tauchen::V,сүңгу,మునుగు
978,rudern::V,есу,తెడ్లతోఁగడపు
979,fahren::V,бару,నడపు
980,fliegen::V,ұшу,ఎగురు
981,gehen::V,бару,పోవు
982,weggehen::V,кету,బయలుదేరు
983,abfahren::V,жөнелу,విడిచిపోవు
984,anhalten::V,тоқтау,నిలుపు
985,hineingehen::V,кіру,ప్రవేశించు
986,eintreten::V,ену,ప్రవేశించు
987,kommen::V,жету,వచ్చు
988,ankommen::V,келу,వచ్చి చేరు
989,zurückkommen::V,қайту,తిరిగీవచ్చుట
990,bleiben::V,қалу,ఉండు
991,warten::V,тосу,కనిపెట్టు
992,erwarten::V,күту,నిరిక్షించు
993,suchen::V,іздеу,వెదకు
994,finden::V,табу,కనుగొను
995,versuchen::V,талпыну,ప్రయత్నించు
996,vorbereiten::V,әзірлеу,తయారుచేయు
997,lieben::V,сүю,ప్రేమించు
998,mögen::V,жарату,ఇష్టపడు
999,mögen::V,жақсы_көру,ఇష్టపడు
1000,lachen::V,күлу,నవ్వు
1001,lachen::V,күлісу,నవ్వు
1002,rühren::V,көңілін бұзу,గుండె తాకు
1003,weinen::V,жылау,వీడ్చు
1004,schimpfen::V,ақырып-бақыру,గొణుగు
1005,sich ärgern::V,ашулану,అలుగు
1006,sich fürchten::V,сескену,భయపడు
1007,fürchten::V,қауіптену,భయపడు
1008,fürchten::V,сақсыну,భయపడు
1009,fliehen::V,қашу,పాఱిపోపు
1010,fliehen::V,қашып кету,పాఱిపోపు
1011,flüchten::V,қашу,తప్పించుకొను
1012,flüchten::V,қашып кету,తప్పించుకొను
1013,sehen::V,көру,చూచు
1014,anschauen::V,назар салу,చూచు
1015,ansehen::V,тамашалау,కాచియుండు
1016,hören::V,есту,విను
1017,zuhören::V,тыңдау,విను
1018,zuhören::V,құлақ қою,విను
1019,probieren::V,тату,చవిచూచుట
1020,probieren::V,дәм тату,చవిచూచుట
1021,riechen::V,иіскеу,వాసనచూచు
1022,fühlen::V,сезу,స్పర్శించుట
1023,fühlen::V,сезіну,స్పర్శించుట
1024,scheinen::V,болып көріну,కనబడు
1025,zu sehen sein::V,көріну,చూవు
1026,vernehmen::V,есту,విను
1027,vernehmen::V,есітіп қалу,విను
1028,frieren::V,тоңу,చలికి వడకు
1029,frieren::V,жаурау,చలికి వడకు
1030,tun::V,ету,చేయు
1031,tun::V,істеу,చేయు
1032,können::V,білу,గల
1033,wollen::V,қалау,కోరు
1034,anfangen::V,бастау,ఆరంభించు
1035,beenden::V,бітіру,ముగించు
1036,beenden::V,адақтау,ముగించు
1037,beenden::V,тамамдау,ముగించు
1038,beenden::V,аяқтап шығу,ముగించు
1039,aufhören::V,доғару,నిలుపు
1040,gelingen::V,жолы түсу,గెలుపాందు
1041,geraten::V,калу,వెలువడు
1042,öffnen::V,ашу,తెఱచు
1043,öffnen::V,ашып қою,తెఱచు
1044,schließen::V,жабу,మూయు
1045,stellen::V,қою,ఉంచు
1046,stellen::V,қойдыру,ఉంచు
1047,setzen::V,отырғызу,ఉంచు
1048,legen::V,салу,పెట్టు
1049,legen::V,калау,పెట్టు
1050,berühren::V,тию,తాకు
1051,verbinden::V,байлап алу,చేర్చుట
1052,verbinden::V,сабақтастыру,చేర్చుట
1053,bedecken::V,бүркеу,మూయు
1054,aufhängen::V,ілу,వ్రేలాడదీయు
1055,aufhängen::V,асып қою,వ్రేలాడదీయు
1056,anzünden::V,тұтату,వెలిగించు
1057,aufheben::V,көтеру,సేకరించు
1058,zurücklassen::V,қалдыру,విడుచు
1059,verlieren::V,жоғалту,పోగొట్టుకొను
1060,fallen lassen::V,құлатып алу,జాఱవిడుచు
1061,fallen lassen::V,қолдан түсіріп алу,జాఱవిడుచు
1062,machen::V,ету,చేయు
1063,machen::V,жасау,చేయు
1064,machen::V,жасап шығару,చేయు
1065,herstellen::V,жасап шығару,ఉత్పత్తిచేయు
1066,bauen::V,тұрғызу,నిర్మించు
1067,reparieren::V,оңдау,సరిచేయు
1068,verbessern::V,дұрыстау,వృద్ధి చేయు
1069,ändern::V,өзгерту,మార్చు
1070,graben::V,үңгу,త్రవ్వు
1071,beugen::V,буғу,వంచు
1072,biegen::V,ию,వంచు
1073,biegen::V,майыстыру,వంచు
1074,drehen::V,айналдыру,నూలువడుకు
1075,wenden::V,екінші жағын айналдыру,త్రిప్పు
1076,umdrehen::V,бұру,త్రిప్పు
1077,heben::V,көтеру,ఎత్తు
1078,hochheben::V,жоғарылату,ఎత్తు
1079,hochheben::V,көтеру,ఎత్తు
1080,ergreifen::V,бас_салу,వశపఱచుకొను
1081,ergreifen::V,шап_беріп_ұстап_алу,వశపఱచుకొను
1082,ergreifen::V,шап_беру,వశపఱచుకొను
1083,ergreifen::V,шап_ете_түсу,వశపఱచుకొను
1084,halten::V,тұту,ఉంచు
1085,halten::V,ұстау,ఉంచు
1086,drücken::V,басу,అణచు
1087,schieben::V,итеру,నొక్కు
1088,kratzen::V,қыру,గోకు
1089,lecken::V,жалау,నాకు
1090,beißen::V,қабу,కఱచు
1091,beißen::V,тістеу,కఱచు
1092,beißen::V,қауып алу,కఱచు
1093,abreißen::V,үзу,తెగతెంచు
1094,abschneiden::V,қырқу,తెగకొట్టు
1095,binden::V,байланыстыру,కట్టు
1096,binden::V,байлап_алу,కట్టు
1097,binden::V,байластыру,కట్టు
1098,binden::V,байлау,కట్టు
1099,binden::V,буу,కట్టు
1100,binden::V,матау,కట్టు
1101,binden::V,сабақтастыру,కట్టు
1102,binden::V,ұштастыру,కట్టు
1103,stecken::V,сұғу,తగులుకొనివుండుట
1104,brechen::V,сындыру,పగులగొట్టు
1105,klopfen::V,қағу,కొట్టు
1106,hauen::V,соғу,కొట్టు
1107,kleben::V,желімдеу,అంటుకొను
1108,reiben::V,үйкеу,రాచు
1109,streichen::V,сүйкеу,వ్యాపింపజేయు
1110,schleifen::V,егеу,రాచు
1111,schleifen::V,қайрау,రాచు
1112,schleifen::V,егеулеу,రాచు
1113,schneiden::V,кесу,కోయు
1114,rütteln::V,қозғау,కుదిలించుట
1115,rütteln::V,жұлмалау,కుదిలించుట
1116,schütteln::V,дірілдету,కదల్చు
1117,schütteln::V,селкілдету,కదల్చు
1118,schwenken::V,бұлғау,ఊచుట
1119,schwenken::V,сермеу,ఊచుట
1120,schütten::V,құю,పోయు
1121,füllen::V,толтыру,నింపు
1122,einwickeln::V,орау,చుట్టు
1123,tragen::V,алып жүру,మోయు
1124,schleppen::V,тарту,ఈడ్చు
1125,ziehen::V,тарту,ఈడ్చు
1126,aufbewahren::V,сақтау,కాపాడు
1127,werfen::V,лақтыру,విసరు
1128,fangen::V,қармау,పట్టుకొను
1129,fangen::V,қағып алу,పట్టుకొను
1130,packen::V,шап беру,పట్టుకొను
1131,packen::V,шап ете түсу,పట్టుకొను
1132,packen::V,шап беріп ұстап алу,పట్టుకొను
1133,verstecken::V,тығу,దాచు
1134,verstecken::V,жасыру,దాచు
1135,teilen::V,бөлу,భాగించు
1136,schicken::V,жіберу,పంపు
1137,bringen::V,әкелу,తెచ్చు
1138,bringen::V,алып келу,తెచ్చు
1139,hinzufügen::V,қосу,చేర్చు
1140,hinzufügen::V,үстеу,చేర్చు
1141,bekommen::V,алу,సంపాదించు
1142,erhalten::V,алмақ,పుచ్చుకొను
1143,nehmen::V,алу,తీసికొను
1144,nehmen::V,алмақ,తీసికొను
1145,wählen::V,таңдау,ఇష్టపడు
1146,auswählen::V,екшеу,ఏరుకొను
1147,auswählen::V,саралау,ఏరుకొను
1148,auswählen::V,сұрыптау,ఏరుకొను
1149,auswählen::V,сайлап алу,ఏరుకొను
1150,bewahren::V,сақтау,భద్రపఱుచు
1151,behindern::V,оралғы болу,అడ్డగించుట
1152,verderben::V,бүлдіру,చెఱచు
1153,beschädigen::V,бұзу,చెరుపుట
1154,zerbrechen::V,уату,పగులగొట్టు
1155,zerreißen::V,жырту,చించు
1156,zerstören::V,қирату,వాశనము చేయు
1157,zerstören::V,талқандау,వాశనము చేయు
1158,verbrennen::V,өртеу,కాల్చు
1159,verbrennen::V,жандыру,కాల్చు
1160,verbrennen::V,өртеп жіберу,కాల్చు
1161,verbrennen::V,жандырып жіберу,కాల్చు
1162,geben::V,беру,ఇచ్చు
1163,reichen::V,беру,అందుకొనుట
1164,schenken::V,тарту,అర్పించు
1165,versprechen::V,уәде беру,వాగ్దత్తము చేయు
1166,wünschen::V,тілеу,కోరు
1167,loben::V,мақтау,స్తుతించు
1168,loben::V,дәріптеу,స్తుతించు
1169,küssen::V,сүю,ముద్దుపెట్టుకొను
1170,wiegen::V,тербеу,ఊచుట
1171,zudecken::V,бүркеу,మూయు
1172,wecken::V,ояту,నిద్రపలేపుట
1173,zeigen::V,көрсету,చూవు
1174,führen::V,ерту,దారిచూపు
1175,führen::V,жетектеу,దారిచూపు
1176,lehren::V,оқыту,బోధించు
1177,unterrichten::V,оқыту,నేర్పు
1178,aufziehen::V,бағу,పెంచు
1179,leiten::V,басқару,తీసుకపోవుట
1180,leiten::V,жетекшілік ету,తీసుకపోవుట
1181,antreiben::V,асықтыру,ప్రేరేపించు
1182,lassen::V,-ткізу,అనుమతించు
1183,lassen::V,мәжбүр ету,అనుమతించు
1184,einladen::V,шақыру,ఆహ్వానించు
1185,vereinigen::V,біріктіру,కూడుట
1186,vereinigen::V,біріктіріп қою,కూడుట
1187,besuchen::V,кіріп шығу,పోయి చూచు
1188,besuchen::V,барып шығу,పోయి చూచు
1189,treffen::V,кездесу,కలియు
1190,sich versammeln::V,топталу,కూర్చు
1191,spielen::V,ойнау,ఆట లాడు
1192,singen::V,сайрау,పాడు
1193,tanzen::V,билеу,నృత్యముచేయు
1194,sich trennen::V,айрылысу,ఎడబాయుట
1195,verlassen::V,тастау,విడుచు
1196,retten::V,құтқару,తప్పించుట
1197,bewachen::V,күзету,కాపాడు
1198,schützen::V,жақтау,రక్షించు
1199,schützen::V,жақтасу,రక్షించు
1200,verteidigen::V,қорғау,రక్షించు
1201,sich schlagen::V,алысу,జగడమాడు
1202,schießen::V,ату,కాల్చు
1203,siegen::V,жеңу,గెలుచు
1204,ärgern::V,ашуландыру,పీడించుట
1205,schlagen::V,ұру,కొట్టు
1206,treten::V,тебу,తన్ను
1207,stechen::V,шаншу,కుట్టు
1208,stoßen::V,түрту,గెంటు
1209,stehlen::V,ұрлау,దొంగిలించు
1210,stören::V,кесірлен,కలతపఱచు
1211,belästigen::V,мазасын алу,పీడించు
1212,verbergen::V,сездірмеу,దాచు
1213,täuschen::V,жалған айту,మోసము చేయు
1214,betrügen::V,алдау,మోసపుచ్చు
1215,betrügen::V,алдап кету,మోసపుచ్చు
1216,betrügen::V,ақымақ қылу,మోసపుచ్చు
1217,töten::V,құрту,చంపు
1218,töten::V,өлтіру,చంపు
1219,wohnen::V,мекендеу,నివసించు
1220,wohnen::V,өмір сүру,నివసించు
1221,arbeiten::V,істеу,పనిచేయు
1222,arbeiten::V,еңбектену,పనిచేయు
1223,sammeln::V,жыю,ప్రోగుచేయు
1224,pflücken::V,жұлу,యేరుట
1225,jagen::V,аулау,వేటాడు
1226,fischen::V,балык_аулау,వెదకు
1227,fassen::V,ұстау,పట్టుకొమ
1228,hüten::V,жаю,మందచేరుట
1229,hüten::V,бағу,మందచేరుట
1230,treiben::V,айдау,నడపు
1231,anbinden::V,байлау,కట్టు
1232,füttern::V,ас ішкізу,భోజనము పెట్టు
1233,füttern::V,азықтандыру,భోజనము పెట్టు
1234,füttern::V,қоректендіру,భోజనము పెట్టు
1235,melken::V,сауу,పాలు పితుకు
1236,hacken::V,турау,నఱకు
1237,gießen::V,суару,నీళ్ళుకట్టుట
1238,reifen::V,жетілу,పండుట
1239,zubereiten::V,даяр ету,వండు
1240,kochen::V,асу,వండు
1241,backen::V,пісіру,రొట్టెకాల్చు
1242,braten::V,қуыру,వేపు
1243,umrühren::V,былғалау,కదులుట
1244,umrühren::V,сапырылыстыру,కదులుట
1245,stricken::V,торлау,అల్లు
1246,stricken::V,тоқу,అల్లు
1247,nähen::V,тігу,కుట్టు
1248,färben::V,бояу,రంగు వేయు
1249,färben::V,сырлау,రంగు వేయు
1250,reinigen::V,аршу,శుభ్రము చేయు
1251,reinigen::V,тазалау,శుభ్రము చేయు
1252,waschen::V,жуу,కడుగు
1253,abwischen::V,сүрту,తుడుచు
1254,spülen::V,шаю,నీటిలో జడించు
1255,fegen::V,сыпыру,ఊడ్చు
1256,kehren::V,сыпыру,ఊడ్చు
1257,baden::V,шомылу,స్నానము చేయు
1258,sich waschen::V,жуыну,కడుగు
1259,ausziehen::V,шешу,విప్పు
1260,anziehen::V,кигізу,ధరించు
1261,sich anziehen::V,киіну,బట్టలు వేసుకొను
1262,sich anziehen::V,киіну,తొడుగుకొను
1263,kämmen::V,тарау,దువ్వుట
1264,schmücken::V,әсемдеу,అలంకరించు
1265,schmücken::V,мәнерлеу,అలంకరించు
1266,schmücken::V,көріктендіру,అలంకరించు
1267,sagen::V,деу,చెప్పు
1268,sagen::V,айту,చెప్పు
1269,sprechen::V,деу,చెప్పు
1270,sprechen::V,айту,చెప్పు
1271,reden::V,сөйлеу,మాటలాడు
1272,reden::V,сөйлесу,మాటలాడు
1273,reden::V,тіл қатысу,మాటలాడు
1274,sich unterhalten::V,сұхбаттасу,ముచ్చటలాడు
1275,fragen::V,сұрау,ప్రశ్నించు
1276,bitten::V,өтіну,కోరు
1277,bitten::V,жалыну,కోరు
1278,erzählen::V,айту,చెప్పు
1279,mitteilen::V,білдіру,తెలియజేయు
1280,nennen::V,атау,పేరు వెట్టు
1281,rufen::V,шақыру,పిలుచు
1282,prahlen::V,бөсу,జల్లి
1283,übersetzen::V,аудару,తర్జుమాచేయు
1284,denken::V,ойлау,ఆలోచించు
1285,glauben::V,нану,నమ్ము
1286,glauben::V,илану,నమ్ము
1287,bemerken::V,аңғару,గుర్తించు
1288,erkennen::V,тану,గుర్తించు
1289,begreifen::V,ұғу,గ్రహించు
1290,begreifen::V,аңғарып алу,గ్రహించు
1291,verstehen::V,пайым,గ్రహించు
1292,verstehen::V,түсіну,గ్రహించు
1293,lernen::V,оқу,నేర్చు కొను
1294,wissen::V,хабардар болу,తెలిసికొను
1295,sich erinnern an::V,еске түсіру,జ్ఞాపకముంచుకొను
1296,vergessen::V,ұмыту,మఱచిపోవు
1297,messen::V,өлшеу,కొలుచుట
1298,zählen::V,санау,లెక్కపెట్టు
1299,rechnen::V,санап шығару,లెక్కపెట్టు
1300,rechnen::V,санап шығу,లెక్కపెట్టు
1301,rechnen::V,санау,లెక్కపెట్టు
1302,lesen::V,оқу,చదువు
1303,malen::V,сурет салу,పూనుట
1304,zeichnen::V,сурет салу,వ్రాసుట
1305,schreiben::V,жазу,వ్రాయు
1306,besitzen::V,болу,కలిగియుండు
1307,kaufen::V,алу,కొను
1308,kaufen::V,әперу,కొను
1309,verkaufen::V,сату,అమ్ము
1310,bezahlen::V,төлеу,చెల్లించు
1311,bezahlen::V,ақы беру,చెల్లించు
1312,bezahlen::V,ақы төлеу,చెల్లించు
1313,zahlen::V,төлеу,చెల్లించు
