,Concept_ID,ce,pt
811,wieviel::FNUM,маса,quanto
812,eins::NUM,цхьаъ,um
813,zwei::NUM,шиъ,dois
814,drei::NUM,кхоъ,três
815,vier::NUM,диъ,quatro
816,fünf::NUM,пхиъ,cinco
817,sechs::NUM,ялх,seis
818,sieben::NUM,ворхӏ,sete
819,acht::NUM,бархӏ,oito
820,neun::NUM,исс,nove
821,zehn::NUM,итт,dez
822,elf::NUM,цхьайтта,onze
823,zwölf::NUM,шийтта,doze
824,zwanzig::NUM,ткъа,vinte
825,dreißig::NUM,ткъе итт,trinta
826,vierzig::NUM,шовзткъа,quarenta
827,fünfzig::NUM,шовзткъе итт,cinquenta
828,sechzig::NUM,кхузткъа,sessenta
829,siebzig::NUM,кхузткъе итт,setenta
830,achtzig::NUM,дезткъа,oitenta
831,neunzig::NUM,дезткъе итт,noventa
832,hundert::NUM,бӏе,cem
833,hundert::NUM,бӏе,cento
834,tausend::NUM,эзар,mil
835,und::CNJ,a,e
836,oder::CNJ,я,ou
837,stehen::V,латта,estar em pé
838,sitzen::V,хиъна ӏан,estar sentado
839,liegen::V,ӏилла,jazer
840,liegen::V,ӏилла,estar deitado
841,hängen::V,кхаза,pender
842,hängen::V,кхаза,estar pendurado
843,werden::V,хила,tornar-se
844,passieren::V,хила,acontecer
845,beginnen::V,доло,começar
846,enden::V,дӏадерза,acabar
847,enden::V,дӏадерза,terminar
848,wechseln::V,хийца,variar
849,wechseln::V,хийца,alternar
850,aufgehen[Sonne]::V,кхета,nascer
851,untergehen[Sonne]::V,чубуза,pôr-se
852,scheinen[Sonne]::V,серло яла,brilhar
853,donnern::V,къекъа,trovejar
854,wehen::V,хьекха,soprar
855,strömen::V,эха,correr
856,fließen::V,охьаэха,fluir
857,sich drehen::V,хьийза,girar
858,schwanken::V,леста,oscilar
859,schwingen::V,лесто,vibrar
860,fallen::V,охьакхета,cair
861,brennen::V,дага,arder
862,rauchen::V,оза,fumegar
863,regnen::V,догlа догlу,chover
864,gefrieren::V,гӏоро,gelar
865,gefrieren::V,гӏоро,congelar
866,tauen::V,даша,derreter
867,tauen::V,даша,descongelar
868,schmelzen::V,лала,fundir-se
869,trocknen::V,дакъо,secar
870,sieden::V,кхехка,ferver
871,faulen::V,дахкадала,estragar-se
872,verfaulen::V,дахкадала,apodrecer
873,reißen::V,хеда,romper-se
874,versinken::V,хичудаха,afundar-se
875,vergehen::V,дlаэха,passar
876,erscheinen::V,схьадала,aparecer
877,erscheinen::V,ӏоттадала,aparecer
878,verschwinden::V,къайладала,desaparecer
879,sinken::V,лахдала,descer
880,zunehmen::V,лакхадала,crescer
881,zunehmen::V,лакхадала,aumentar
882,steigen::V,хьаладала,subir
883,wachsen::V,кхиа,crescer
884,glänzen::V,лепа,brilhar
885,funkeln::V,къега,cintilar
886,lärmen::V,гӏовгӏаян,fazer barulho
887,läuten::V,детта,chocalhar
888,klingeln::V,дека,tocar
889,klirren::V,дека,tinir
890,brausen::V,хьаьдда даха,bramar
891,rauschen::V,леста,murmurar
892,rauschen::V,леста,rumorejar
893,klingen::V,дека,soar
894,bellen::V,лета,ladrar
895,heulen::V,угӏа,uivar
896,blasen::V,хӏуп баха,soprar
897,pfeifen::V,шок етта,assobiar
898,schreien::V,мохь бетта,gritar
899,stöhnen::V,узарш дан,gemer
900,zittern::V,дега,tremer
901,leben::V,даха,viver
902,geboren werden::V,хила,nascer
903,atmen::V,садеӏа,respirar
904,trinken::V,мала,beber
905,essen::V,кхалла,comer
906,schlucken::V,къурдбан,engolir
907,müde werden::V,кӏаддала,cansar-se
908,einschlafen::V,наб кхета,adormecer
909,schlafen::V,вижа,dormir
910,schlafen::V,наб ян,dormir
911,schlafen::V,дижина хила,dormir
912,aufwachen::V,самадала,acordar
913,aufstehen::V,гӏатта,levantar-se
914,sich erholen::V,садаӏа,descansar
915,krank werden::V,цомгуш хила,adoecer
916,krank werden::V,цомгуш хила,ficar doente
917,krank sein::V,цомгуш хила,estar doente
918,schmerzen::V,лаза,doer
919,schmerzen::V,ӏийжа,doer
920,husten::V,йовхарш етта,tossir
921,genesen::V,тадала,convalescer
922,sterben::V,дала,morrer
923,umkommen::V,хӏаллакхила,perecer
924,sich bewegen::V,лела,mover-se
925,sich rühren::V,меттахъхьен,mexer-se
926,sich erheben::V,хьалагlатта,levantar-se
927,sich setzen::V,хаа,sentar-se
928,hinfallen::V,дожа,cair
929,hinfallen::V,охьакхета,cair
930,laufen::V,вада,andar
931,laufen::V,вада,caminhar
932,laufen::V,хьада,andar
933,laufen::V,хьада,caminhar
934,schreiten::V,болар дан,andar
935,schreiten::V,болар дан,caminhar
936,schreiten::V,ког баккха,andar
937,schreiten::V,ког баккха,caminhar
938,spazierengehen::V,доладала,passear
939,eilen::V,сихдала,apressar-se
940,sich beeilen::V,сихдала,apressar-se
941,sich beeilen::V,сихдала,despachar-se
942,rennen::V,дада,correr
943,springen::V,ирхкхийсадала,saltar
944,klettern::V,тӏедийла,trepar
945,schaukeln::V,техко,baloiçar
946,kriechen::V,такха,rastejar
947,kriechen::V,такха,arrastar-se
948,schwimmen::V,некадан,nadar
949,tauchen::V,чулелха,mergulhar
950,rudern::V,дига лело,remar
951,rudern::V,кема лело,remar
952,fahren::V,хахка,ir
953,fliegen::V,тӏемадала,voar
954,gehen::V,лeла,ir
955,gehen::V,лeла,andar
956,weggehen::V,дӏадаха,partir
957,weggehen::V,дӏадаха,ir-se embora
958,abfahren::V,дӏадаха,sair
959,abfahren::V,дӏадаха,partir
960,anhalten::V,саца,parar
961,hineingehen::V,чудала,entrar
962,eintreten::V,чудала,entrar
963,kommen::V,кхача,vir
964,kommen::V,дӏакхача,vir
965,kommen::V,схьакхача,vir
966,ankommen::V,кхача,chegar
967,ankommen::V,схьакхача,chegar
968,zurückkommen::V,юхада,voltar
969,zurückkommen::V,юхада,regressar
970,bleiben::V,диса,ficar
971,bleiben::V,диса,permanecer
972,warten::V,хьежа,esperar
973,warten::V,cобар дан,esperar
974,erwarten::V,хьоьжуш ӏан,esperar
975,erwarten::V,хьоьжуш ӏан,aguardar
976,suchen::V,леха,buscar
977,suchen::V,леха,procurar
978,finden::V,каро,achar
979,finden::V,каро,encontrar
980,versuchen::V,дан хьажа,tentar
981,vorbereiten::V,кечъян,preparar
982,lieben::V,деза,amar
983,lieben::V,деза,querer
984,mögen::V,безамхила,gostar de
985,lachen::V,дела,rir
986,lachen::V,дела,rir-se
987,rühren::V,хьедан,comover
988,weinen::V,делха,chorar
989,schimpfen::V,чехо,ralhar
990,sich ärgern::V,оьгӏазъэха,zangar-se
991,sich fürchten::V,кхера,ter medo de
992,sich fürchten::V,кхера,ter receio de
993,fürchten::V,кхера,temer
994,fürchten::V,кхера,recear
995,fliehen::V,дӏадада,fugir
996,flüchten::V,дӏадада,refugiar-se
997,sehen::V,ган,ver
998,anschauen::V,хьажа,olhar
999,anschauen::V,хьежа,olhar
1000,ansehen::V,хьовса,mirar
1001,hören::V,хаза,ouvir
1002,zuhören::V,ладогӏа,escutar
1003,probieren::V,хьажа,provar
1004,probieren::V,хьажа,saborear
1005,riechen::V,хьожа яха,cheirar
1006,fühlen::V,хаадала,sentir
1007,scheinen::V,мотта,parecer
1008,zu sehen sein::V,гуш хила,estar à vista
1009,vernehmen::V,бартхатта,ouvir
1010,frieren::V,гӏоро,ter frio
1011,tun::V,дан,fazer
1012,können::V,дадала,saber
1013,wollen::V,тӏергӏа,querer
1014,anfangen::V,доло,iniciar
1015,beenden::V,довла,acabar
1016,beenden::V,довла,terminar
1017,aufhören::V,саца,cessar
1018,aufhören::V,саца,desistir
1019,gelingen::V,кадала,sair bem
1020,gelingen::V,кадала,dar bom resultado
1021,geraten::V,хила,sair
1022,geraten::V,хила,dar resultado
1023,öffnen::V,дӏаделла,abrir
1024,öffnen::V,схьаделла,abrir
1025,schließen::V,къовла,fechar
1026,schließen::V,дӏачӏагӏа,fechar
1027,stellen::V,хlотто,pôr
1028,stellen::V,хlотто,colocar
1029,setzen::V,дийгӏа,pôr
1030,setzen::V,дийгӏа,meter
1031,legen::V,охьадилла,pôr
1032,legen::V,охьадилла,meter
1033,berühren::V,хьедан,tocar
1034,verbinden::V,вовшахтаса,unir
1035,verbinden::V,вовшахтаса,ligar
1036,bedecken::V,тилла,cobrir
1037,bedecken::V,тӏетаса,cobrir
1038,aufhängen::V,хьалаолла,pendurar
1039,anzünden::V,лато,acender
1040,aufheben::V,айа,apanhar
1041,aufheben::V,айа,levantar
1042,zurücklassen::V,дита,deixar
1043,verlieren::V,дайа,perder
1044,fallen lassen::V,охьадожо,deixar cair
1045,machen::V,дан,fazer
1046,herstellen::V,дан,produzir
1047,bauen::V,гӏишлоян,edificar
1048,bauen::V,гӏишлоян,construir
1049,reparieren::V,тадан,reparar
1050,reparieren::V,тадан,consertar
1051,verbessern::V,нисдан,melhorar
1052,ändern::V,хийца,mudar
1053,ändern::V,хийца,alterar
1054,graben::V,ахка,cavar
1055,beugen::V,сатто,curvar
1056,biegen::V,сатто,vergar
1057,drehen::V,хьовзо,girar
1058,umdrehen::V,хьовзo,virar
1059,umdrehen::V,хьовзo,revolver
1060,heben::V,айа,levantar
1061,heben::V,хьалаайа,levantar
1062,hochheben::V,хьалаайа,erguer
1063,hochheben::V,хьалаайа,levantar
1064,ergreifen::V,дӏалаца,apanhar
1065,halten::V,латто,segurar
1066,drücken::V,тӏетаӏо,apertar
1067,schieben::V,татта,empurrar
1068,kratzen::V,мӏараш тийса,raspar
1069,lecken::V,мотт хьекха,lamber
1070,beißen::V,катoха,morder
1071,abreißen::V,схьадаккха,arrancar
1072,abschneiden::V,кхада,talhar
1073,binden::V,дӏадехка,ligar
1074,binden::V,вовшахтаса,ligar
1075,stecken::V,чудахийта,meter
1076,stecken::V,чудахийта,enfiar
1077,brechen::V,кагдан,romper
1078,brechen::V,кагдан,quebrar
1079,klopfen::V,детта,bater
1080,hauen::V,етта,bater
1081,kleben::V,тӏелато,colar
1082,reiben::V,хьекхо,esfregar
1083,streichen::V,тlехьакха,barrar
1084,schleifen::V,ирдан,afiar
1085,schneiden::V,ларга,cortar
1086,rütteln::V,лесто,sacudir
1087,schütteln::V,лесто,abanar
1088,schütteln::V,лесто,sacudir
1089,schwenken::V,лесто,agitar
1090,schütten::V,дотта,deitar
1091,füllen::V,дуза,encher
1092,einwickeln::V,хьарчо,envolver
1093,einwickeln::V,хьарчо,embrulhar
1094,tragen::V,дахьа,levar
1095,tragen::V,дахьа,trazer
1096,schleppen::V,ийзо,arrastar
1097,ziehen::V,озо,puxar
1098,aufbewahren::V,ӏалашдан,guardar
1099,aufbewahren::V,ӏалашдан,conservar
1100,werfen::V,кхосса,lançar
1101,fangen::V,леца,apanhar
1102,packen::V,леца,agarrar
1103,verstecken::V,къайладаккха,esconder
1104,teilen::V,декъа,partir
1105,teilen::V,декъа,dividir
1106,schicken::V,дӏадахьийта,enviar
1107,bringen::V,дан,trazer
1108,hinzufügen::V,тӏетоха,acrescentar
1109,bekommen::V,даккха,obter
1110,erhalten::V,даккха,receber
1111,nehmen::V,схьаэца,tomar
1112,wählen::V,харжа,eleger
1113,wählen::V,харжа,escolher
1114,auswählen::V,харжа,escolher
1115,auswählen::V,харжа,seleccionar
1116,bewahren::V,lалашдан,guardar
1117,bewahren::V,lалашдан,conservar
1118,behindern::V,новкъарло ян,impedir
1119,verderben::V,талхо,estragar
1120,verderben::V,талхо,corromper
1121,beschädigen::V,дохо,danificar
1122,zerbrechen::V,дохо,romper
1123,zerbrechen::V,дохо,quebrar
1124,zerbrechen::V,кагдан,romper
1125,zerbrechen::V,кагдан,quebrar
1126,zerreißen::V,хадо,rasgar
1127,zerstören::V,дохо,destruir
1128,zerstören::V,кагдан,destruir
1129,verbrennen::V,даго,queimar
1130,geben::V,яла,dar
1131,reichen::V,дӏадала,passar
1132,reichen::V,дӏакховдо,passar
1133,schenken::V,совгӏат дан,oferecer
1134,versprechen::V,ваӏда дан,prometer
1135,wünschen::V,лаа,desejar
1136,loben::V,хасто,louvar
1137,küssen::V,оба яккха,beijar
1138,wiegen::V,тахка,embalar
1139,zudecken::V,тӏетаса,tapar
1140,zudecken::V,тӏетаса,cobrir
1141,wecken::V,самадаккха,acordar
1142,wecken::V,самадаккха,despertar
1143,zeigen::V,гайта,mostrar
1144,führen::V,дига,guiar
1145,führen::V,дига,conduzir
1146,lehren::V,ӏамо,ensinar
1147,unterrichten::V,хьеха,instruir
1148,aufziehen::V,кхио,criar
1149,leiten::V,урхалла дан,dirigir
1150,leiten::V,урхалла дан,conduzir
1151,antreiben::V,сихдан,impelir
1152,lassen::V,-йта,fazer
1153,einladen::V,кхайкха,convidar
1154,vereinigen::V,цхьаьнатоха,unir
1155,vereinigen::V,цхьаьнатоха,reunir
1156,besuchen::V,хьажахIотта,ir ver
1157,besuchen::V,хьажахIотта,visitar
1158,treffen::V,дуьхьалкхета,encontrar
1159,sich versammeln::V,гулдан,reunir-se
1160,spielen::V,ловза,jogar
1161,spielen::V,ловза,brincar
1162,singen::V,лакха,cantar
1163,tanzen::V,хелхадала,bailar
1164,sich trennen::V,къаста,apartar-se
1165,verlassen::V,дита,deixar
1166,verlassen::V,дита,abandonar
1167,retten::V,кӏелхьардаккха,salvar
1168,bewachen::V,ха дан,vigiar
1169,bewachen::V,ха дан,guardar
1170,schützen::V,лардан,proteger
1171,verteidigen::V,лардан,defender
1172,sich schlagen::V,етта,brigar
1173,sich schlagen::V,етта,bater-se
1174,schießen::V,детта,disparar
1175,siegen::V,тола,vencer
1176,ärgern::V,оьгӏаздахийта,irritar
1177,ärgern::V,оьгӏаздахийта,aborrecer
1178,schlagen::V,тоха,bater
1179,treten::V,мийра тоха,pisar
1180,stechen::V,ӏотта,picar
1181,stechen::V,къовзо,picar
1182,stoßen::V,татта,empurrar
1183,stehlen::V,лачкъо,furtar
1184,stören::V,новкъарло ян,perturbar
1185,belästigen::V,сагатдан,incomodar
1186,belästigen::V,сагатдан,importunar
1187,verbergen::V,къайладаккха,ocultar
1188,verbergen::V,къайладаккха,esconder
1189,täuschen::V,ӏexo,iludir
1190,täuschen::V,ӏexo,enganar
1191,betrügen::V,ледан,burlar
1192,betrügen::V,ледан,enganar
1193,töten::V,ден,matar
1194,wohnen::V,даха,morar
1195,arbeiten::V,къахьега,trabalhar
1196,sammeln::V,гулдан,recolher
1197,sammeln::V,гулдан,coleccionar
1198,pflücken::V,даха,colher
1199,jagen::V,талла,caçar
1200,fischen::V,чӏерий леца,pescar
1201,fassen::V,лаца,apanhar
1202,fassen::V,схьалаца,apanhar
1203,hüten::V,лардан,guardar
1204,treiben::V,лахка,conduzir
1205,anbinden::V,дӏадехка,atar
1206,füttern::V,хӏума яла,dar de comer a
1207,melken::V,оза,ordenhar
1208,gießen::V,хи тоха,regar
1209,reifen::V,хьекъа,amadurecer
1210,zubereiten::V,кечъян,preparar
1211,zubereiten::V,кхача бан,preparar
1212,kochen::V,кхача бан,cozer
1213,backen::V,датта,cozer
1214,braten::V,кхарза,assar
1215,braten::V,кхарза,fritar
1216,umrühren::V,кего,remexer
1217,nähen::V,тега,coser
1218,nähen::V,тега,costurar
1219,färben::V,басардан,tingir
1220,färben::V,басардан,colorir
1221,reinigen::V,цӏандан,limpar
1222,reinigen::V,цӏандан,purificar
1223,waschen::V,йила,lavar
1224,waschen::V,йитта,lavar
1225,waschen::V,дӏадайа,lavar
1226,abwischen::V,дӏадайа,limpar
1227,abwischen::V,дӏадайа,esfregar
1228,spülen::V,хи кхарза,lavar
1229,spülen::V,хи кхарза,enxaguar
1230,fegen::V,нуй хьакха,varrer
1231,kehren::V,нуй хьакха,varrer
1232,baden::V,лийча,banhar
1233,baden::V,лийча,tomar banho
1234,sich waschen::V,юьхь йила,lavar-se
1235,ausziehen::V,духар дӏадаккха,despir
1236,sich anziehen::V,духа,vestir-se
1237,kämmen::V,ехк хьакха,pentear
1238,schmücken::V,хаздан,adornar
1239,sagen::V,ала,dizer
1240,sprechen::V,баха,falar
1241,sprechen::V,мотт бийца,falar
1242,reden::V,къамел дан,falar
1243,sich unterhalten::V,къамел дан,conversar
1244,fragen::V,хатта,perguntar
1245,bitten::V,деха,pedir
1246,erzählen::V,дийца,contar
1247,mitteilen::V,хаам бан,comunicar
1248,mitteilen::V,хаам бан,participar
1249,nennen::V,цӏе яккха,nomear
1250,nennen::V,цӏе яккха,apelidar
1251,rufen::V,кхайкха,chamar
1252,prahlen::V,куралла ян,gabar-se
1253,prahlen::V,куралла ян,vangloriar-se
1254,prahlen::V,дозалла дан,gabar-se
1255,prahlen::V,дозалла дан,vangloriar-se
1256,übersetzen::V,гоч дан,traduzir
1257,denken::V,ойла ян,pensar
1258,glauben::V,теша,crer
1259,bemerken::V,ган,notar
1260,bemerken::V,ган,observar
1261,erkennen::V,довза,reconhecer
1262,begreifen::V,кхета,apreender
1263,begreifen::V,кхета,compreender
1264,verstehen::V,кхета,entender
1265,verstehen::V,кхета,compreender
1266,lernen::V,деша,aprender
1267,wissen::V,хаа,saber
1268,sich erinnern an::V,дагадан,lembrar-se de
1269,sich erinnern an::V,дагадан,recordar-se de
1270,vergessen::V,дицдала,esquecer
1271,messen::V,дуста,medir
1272,zählen::V,дагардан,contar
1273,rechnen::V,лара,calcular
1274,lesen::V,еша,ler
1275,malen::V,сурт дилла,pintar
1276,zeichnen::V,сурт дилла,desenhar
1277,schreiben::V,яздан,escrever
1278,besitzen::V,доладан,possuir
1279,kaufen::V,эца,comprar
1280,verkaufen::V,дохка,vender
1281,bezahlen::V,мах бала,pagar
1282,zahlen::V,мах бала,pagar
1283,beherrschen::V,собаре хила,imperar
1284,ertragen::V,лан,suportar
1285,ertragen::V,сатоха,suportar
1286,ertragen::V,садетта,suportar
1287,Schwarm::N,,bando
1288,Schwarm::N,,enxame
1289,Schlinge::N,,laço
1290,Art::N,,tipo
1291,Art::N,,espécie
1292,Entfernung::N,,distância
1293,Griff::N,,asa
1294,Griff::N,,cabo
1295,Figur::N,,figura
1296,Bogen[Waffe]::N,,arco
1297,so::ADV,,tão
1298,so::ADV,,assim
1299,abnehmen::V,,diminuir
1300,abnehmen::V,,decrescer
1301,sausen::V,,correr
1302,wenden::V,,virar
1303,wenden::V,,voltar
1304,hacken::V,,rachar
1305,stricken::V,,tricotar
1306,stricken::V,,fazer malha
1307,anziehen::V,,vestir
