,Concept_ID,sl,ml
636,reich::A,bogàt,സമ്പന്നമായ
637,bekannt::A,znán,പരിചിതമായ
638,berühmt::A,sláven,പ്രശസ്തനായ
639,berühmt::A,znamenít,പ്രശസ്തനായ
640,fremd::A,túj,വൈദേശികമായ
641,verschieden::A,razlíčen,വ്യത്യസ്തമായ
642,nah::A,blížnji,അരികത്തുള്ള
643,fern::A,dáleč,അകലെയുള്ള
644,linker::A,lévi,അവശേഷിച്ച
645,rechter::A,désni,വലത്തേ
646,anderer::A,drúgi,മറ്റുള്ള
647,erster::A,pŕvi,ആദ്യത്തെ
648,zweiter::A,drúgi,രണ്ടാം
649,dritter::A,trétji,മൂന്നാമത്
650,letzter::A,poslédnji,അവസാനത്തെ
651,allein::ADV,sám,തനിച്ചുള്ള
652,auf einmal::ADV,obênem,ഉടന്
653,zusammen::ADV,skúpaj,ഒരുമിച്ച
654,lange::ADV,dólgo,നീണ്ട_കാലത്തേയ്ക്ക്
655,plötzlich::ADV,náglo,പെട്ടെന്ന്
656,plötzlich::ADV,nenádoma,പെട്ടെന്ന്
657,sofort::ADV,prècej,തത്ക്ഷണം
658,später::ADV,poznêje,പിന്നീട്
659,jetzt::ADV,zdàj,ഇപ്പോൾ
660,heute::ADV,dánes,ഇന്ന്
661,morgen::ADV,jútri,നാളെ
662,bald::ADV,kmálu,ഉടനെ
663,dann::ADV,nató,അപ്പോൾ
664,gestern::ADV,včéraj,ഇന്നലെ
665,einst::ADV,nékdaj,പണ്ടൊരിക്കല്
666,damals::ADV,tedàj,അപ്പോൾ
667,damals::ADV,takràt,അപ്പോൾ
668,danach::ADV,potèm,പിന്നീട്
669,vorher::ADV,poprèj,മുൻപ്
670,zuerst::ADV,spŕva,ആദ്യം
671,einmal::ADV,ênkrat,ഒരിക്കൽ
672,manchmal::ADV,včásih,ചിലപ്പോൾ
673,oft::ADV,pogósto,പലപ്പോഴും
674,immer::ADV,védno,എപ്പോഴും
675,immer::ADV,zméraj,എപ്പോഴും
676,niemals::ADV,nikdàr,ഒരിക്കലും
677,hier::ADV,tù,ഇവിടെ
678,hier::ADV,túkaj,ഇവിടെ
679,hierhin::ADV,sèmkaj,ഇവിടേക്ക്
680,von hier::ADV,od tú,ഇവിടെനിന്ന്
681,dort::ADV,tàm,അവിടെ
682,dorthin::ADV,tjà,അവിടേക്ക്
683,geradeaus::ADV,rávno napréj,മുമ്പിൽ
684,geradeaus::ADV,rávno napréj,മുമന്നോട്ട്
685,vorwärts::ADV,napréj,മുന്നോട്ട്
686,rückwärts::ADV,zádaj,തലതിരിച്ച്
687,zurück::ADV,nazáj,പുറകിലേക്ക്
688,unten::ADV,dôli,താഴെ
689,unten::ADV,spôdaj,താഴെ
690,hinab::ADV,dôl,താഴേക്ക്
691,oben::ADV,gôri,മുകളിൽ
692,oben::ADV,zgôraj,മുകളിൽ
693,hinauf::ADV,gôr,മുകളിൽ
694,überall::ADV,povsód,എല്ലായിടത്തും
695,nicht::ADV,ne,ഇല്ല
696,ein wenig::ADV,málo,കുറച്ച്
697,kaum::ADV,kómaj,കഷ്ടിച്ച്
698,sehr::ADV,zeló,വളരെ
699,so::ADV,takó,അങ്ങനെ
700,noch::ADV,še,ഇപ്പോഴും
701,nur::ADV,samó,മാത്രം
702,schon::ADV,žè,നേരത്തേ തന്നെ
703,wieder::ADV,spét,വീണ്ടും
704,vergebens::ADV,zamàn,വിഫല
705,vergebens::ADV,zastónj,വിഫല
706,vor::PRP,pred,മുമ്പിൽ
707,hinter::PRP,za,പുറകിൽ
708,unter::PRP,pod,കീഴിൽ
709,durch::PRP,skózi,ഉള്ളിലൂടെ
710,neben::PRP,kràj,അടുത്ത്
711,neben::PRP,póleg,അടുത്ത്
712,zwischen::PRP,med,ഇടയ്ക്ക്
713,zwischen::PRP,izmed,ഇടയ്ക്ക്
714,wegen::PRP,zarádi,നിമിത്തം
715,dies::PRN,tó,ഇത്
716,das::PRN,tó,അത്
717,alles::PRN,vsè,എല്ലാം
718,ich::PRN,jàz,ഞാൻ
719,du::PRN,tí,നിങ്ങൾ
720,er::PRN,òn,അദ്ദേഹം
721,er::PRN,òn,അയാൾ
722,er::PRN,òn,അവൻ
723,er::PRN,òn,അവർ
724,er::PRN,òn,അവൾ
725,wir::PRN,mí,നമ്മൾ
726,ihr::PRN,ví,നിങ്ങൾ
727,sie::PRN,ôni,അവർ
728,was::FPRN,káj,എന്ത്
729,wer::FPRN,kdó,ആര്
730,wo::FADV,kjé,എവിടെ
731,wohin::FADV,kám,എവിടേക്ക്
732,wie::FADV,kakó,എങ്ങനെ
733,warum::FADV,zakáj,എന്തുകൊണ്ട്
734,wieviel::FNUM,kóliko,എത്ര
735,eins::NUM,êden,ഒന്ന്
736,zwei::NUM,dvá,രണ്ട്
737,drei::NUM,trí,മൂന്ന്
738,vier::NUM,štíri,നാല്
739,fünf::NUM,pét,അഞ്ച്
740,sechs::NUM,šést,ആറ്
741,sieben::NUM,sédem,ഏഴ്
742,acht::NUM,ósem,എട്ട്
743,neun::NUM,devét,ഒമ്പത്
744,zehn::NUM,desét,പത്ത്
745,elf::NUM,enájst,പതിനൊന്ന്
746,zwölf::NUM,dvánajst,പന്ത്രണ്ട്
747,zwanzig::NUM,dvájset,ഇരുപത്
748,dreißig::NUM,trídeset,മുപ്പത്
749,vierzig::NUM,štírideset,നാൽപ്പത്
750,fünfzig::NUM,pétdeset,അൻപത്
751,sechzig::NUM,šéstdeset,അറുപത്
752,siebzig::NUM,sédemdeset,എഴുപത്
753,achtzig::NUM,ósemdeset,എൺപത്
754,neunzig::NUM,devétdeset,തൊണ്ണൂറ്
755,hundert::NUM,stó,നൂറ്
756,tausend::NUM,tísoč,ആയിരം
757,und::CNJ,in,ഉം
758,oder::CNJ,áli,അഥവാ
759,stehen::V,státi,നിൽക്കുക
760,sitzen::V,sedéti,ഇരിക്കുക
761,liegen::V,ležáti,കിടക്കുക
762,hängen::V,viséti,തൂങ്ങുക
763,werden::V,postáti,ആയിത്തീരുക
764,passieren::V,zgodíti se,സംഭവിക്കുക
765,beginnen::V,začéti se,ആരംഭിക്കുക
766,enden::V,končáti se,അവസാനിപ്പിക്കുക
767,wechseln::V,ménjati se,മാറ്റുക
768,aufgehen[Sonne]::V,vzíti,ഉയരുക
769,untergehen[Sonne]::V,zaíti,അടുക്കി_വയ്ക്കുക
770,scheinen[Sonne]::V,sijáti,പ്രകാശിക്കുക
771,donnern::V,grméti,ഇടിവെട്ടുക
772,wehen::V,píhati,വീശുക
773,strömen::V,líti,ഒഴുകുക
774,fließen::V,têči,ഒഴുകുക
775,sich drehen::V,vrtéti se,ചുറ്റുക
776,sich drehen::V,vrtéti se,കറക്കുക
777,schwanken::V,kolébati,ഇരുവശത്തേയ്ക്കും_ആടുക
778,schwingen::V,níhati,ആടുക
779,fallen::V,pádati,വീഴുക
780,brennen::V,goréti,കത്തുക
781,rauchen::V,kadíti se,പുകയുക
782,regnen::V,deževáti,മഴ_പെയ്യുക
783,gefrieren::V,zmŕzniti,തണത്ത്_മരവിക്കുക
784,tauen::V,tájati,അലിയുക
785,schmelzen::V,kopnéti,ഉരുകുക
786,trocknen::V,sušíti se,വരളുക
787,sieden::V,kipéti,തിളപ്പിക്കുക
788,faulen::V,gníti,ചീയുക
789,verfaulen::V,zgníti,അഴുകുക
790,reißen::V,tŕgati se,ശബ്ദത്തോടെ_മുറിയുക
791,versinken::V,pogrézniti se,മുക്കുക
792,vergehen::V,miníti,കടന്നുപോകുക
793,erscheinen::V,pojáviti se,പ്രത്യക്ഷപ്പെടുക
794,verschwinden::V,izgíniti,അദൃശ്യമാകുക
795,sinken::V,péšati,താഴുക
796,abnehmen::V,pojémati,കുറിയുക
797,zunehmen::V,véčati se,വർദ്ധിക്കുക
798,zunehmen::V,množíti se,വർദ്ധിക്കുക
799,steigen::V,dvígati se,ഉയരുക
800,wachsen::V,rásti,വളരുക
801,glänzen::V,sijáti,മിന്നുക
802,funkeln::V,ískriti se,തിളങ്ങുക
803,lärmen::V,ropotáti,ശബ്ദമുണ്ടാക്കുക
804,lärmen::V,razgrájati,ശബ്ദമുണ്ടാക്കുക
805,läuten::V,zvoníti,മണിമുഴങ്ങുക
806,klingeln::V,zvončkljáti,ചിലമ്പുക
807,klirren::V,žvenketáti,കിലുക്കുക
808,brausen::V,šuméti,മുഴങ്ങുക
809,rauschen::V,šuštéti,അനങ്ങുക
810,rauschen::V,šelestéti,അനങ്ങുക
811,klingen::V,zvenéti,മുഴക്കുക
812,bellen::V,lájati,കുരയ്ക്കുക
813,heulen::V,zavíjati,ഓരിയിടുക
814,blasen::V,píhniti,ഊതുക
815,pfeifen::V,pískati,വിസിലടിക്കുക
816,pfeifen::V,žvížgati,വിസിലടിക്കുക
817,schreien::V,kričáti,ആക്രോശിക്കുക
818,stöhnen::V,stókati,അരക്കം
819,stöhnen::V,stókati,ആർത്തനാദം
820,zittern::V,drgetáti,വിറയ്ക്കുക
821,leben::V,živéti,താമസിക്കുക
822,geboren werden::V,rodíti se,ജനിക്കുക
823,atmen::V,díhati,ശ്വസിക്കുക
824,trinken::V,píti,കുടിക്കുക
825,essen::V,jésti,കഴിക്കുക
826,schlucken::V,požírati,വിഴുങ്ങുക
827,müde werden::V,péšati,ക്ഷീണിക്കുക
828,müde werden::V,utrúditi se,ക്ഷീണിക്കുക
829,einschlafen::V,zaspáti,നിദ്രിക്കുക
830,schlafen::V,spáti,ഉറങ്ങുക
831,aufwachen::V,zbudíti se,ഉണരുക
832,aufstehen::V,vstáti,എഴുന്നേൽക്കുക
833,sich erholen::V,oddahníti se,വിശ്രമിക്കുക
834,krank werden::V,oboléti,ദീനംപിടിക്കുക
835,krank sein::V,bíti bolán,രോഗികളാകുക
836,schmerzen::V,boléti,വേദനിക്കുക
837,husten::V,kášljati,ചുമയ്ക്കുക
838,genesen::V,okrévati,സുഖപ്പെടുക
839,sterben::V,umréti,മരിക്കുക
840,umkommen::V,pogíniti,മരിക്കുക
841,sich bewegen::V,zganíti se,സ്ഥലം_മാറുക
842,sich rühren::V,premakníti se,ചലിക്കുക
843,sich erheben::V,vstájati,നിൽക്കുക
844,sich erheben::V,vzdígniti se,നിൽക്കുക
845,sich setzen::V,sésti,ഇരിക്കുക
846,hinfallen::V,pásti dôl,വീഴുക
847,laufen::V,hodíti,നടക്കുക
848,schreiten::V,stópati,നടക്കുക
849,spazierengehen::V,na sprehòd íti,ഉലാത്തുക
850,eilen::V,drvéti,പാഞ്ഞെത്തുക
851,sich beeilen::V,hitéti,തിരിക്കുകൂട്ടുക
852,sich beeilen::V,hitéti,തിടുക്കം_കാട്ടുക
853,sausen::V,dírkati,കുതിക്കുക
854,rennen::V,dírjati,ഓടുക
855,springen::V,skákati,ചാടുക
856,klettern::V,plézati,കയറുക
857,schaukeln::V,kolébati,ഇളകുക
858,kriechen::V,pláziti se,പതുങ്ങികയറുക
859,schwimmen::V,plávati,നീന്തുക
860,tauchen::V,potápljati se,വെള്ളത്തിലേക്ക് ചാടുക
861,rudern::V,vesláti,തുഴയുക
862,fahren::V,vozíti se,വാഹനം ഓടിക്കുക
863,fahren::V,peljáti se,വാഹനം ഓടിക്കുക
864,fliegen::V,létati,പറക്കുക
865,gehen::V,íti,പോകുക
866,weggehen::V,odíti,വിടുക
867,abfahren::V,odpeljáti se,പുറപ്പെടുക
868,anhalten::V,ustáviti se,നിർത്തുക
869,hineingehen::V,íti nóter,പ്രവേശിക്കുക
870,eintreten::V,vstopíti,പ്രവേശിക്കുക
871,kommen::V,príti,വരുക
872,ankommen::V,prispéti,എത്തിച്ചേരുക
873,ankommen::V,prihájati,എത്തിച്ചേരുക
874,zurückkommen::V,vrníti se,തിരിച്ചു വരുക
875,bleiben::V,ostáti,തുടരുക
876,warten::V,čákati,കാത്തിരിക്കുക
877,erwarten::V,pričakováti,പ്രതീക്ഷിക്കുക
878,suchen::V,iskáti,തിരയുക
879,finden::V,nájti,കണ്ടെത്തുക
880,versuchen::V,poskúšati,ശ്രമിക്കുക
881,vorbereiten::V,pripráviti,തയ്യാറെടുക്കുക
882,lieben::V,ljubíti,സ്നേഹിക്കുക
883,mögen::V,márati,ഇഷ്ടപ്പെടുക
884,lachen::V,smejáti se,ചിരിക്കുക
885,rühren::V,ganíti,ഹൃദയം സ്പർശിക്കുക
886,weinen::V,jókati,തേങ്ങുക
887,weinen::V,plákati,തേങ്ങുക
888,schimpfen::V,psováti,പിറുപിറുക്കുക
889,schimpfen::V,zmérjati,പിറുപിറുക്കുക
890,sich ärgern::V,jezíti se,കോപിക്കുക
891,sich fürchten::V,báti se,പേടിക്കുക
892,fürchten::V,báti se,പേടിക്കുക
893,fliehen::V,bežáti,രക്ഷപ്പെടുക
894,flüchten::V,pobégniti,രക്ഷപ്പെടുക
895,sehen::V,vídeti,കാണുക
896,anschauen::V,oglédati,നോക്കുക
897,ansehen::V,glédati,നോക്കുക
898,hören::V,slíšati,കേൾക്കുക
899,zuhören::V,poslúšati,ശ്രദ്ധിക്കുക
900,probieren::V,poskúšati,രുചിയുള്ളതായി_തോന്നുക
901,riechen::V,dúhati,മണത്തു_നോക്കുക
902,fühlen::V,čutíti,സ്പർശിച്ചറിയുക
903,scheinen::V,zdéti se,കാണപ്പെടുക
904,zu sehen sein::V,vídeti se,വെളിച്ചപ്പെടുക
905,vernehmen::V,čúti,കേൾക്കുക
906,frieren::V,zébsti,വിറയ്ക്കുക
907,tun::V,délati,ചെയ്യുക
908,können::V,môči,കഴിയുക
909,wollen::V,hotéti,വേണുക
910,anfangen::V,začéti,തുടങ്ങുക
911,beenden::V,dokončáti,പൂർത്തിയാക്കുക
912,aufhören::V,prenéhati,നിർത്തുക
913,gelingen::V,uspéti,വിജയിക്കുക
914,gelingen::V,posréčiti se,വിജയിക്കുക
915,geraten::V,obnêsti se,പരിണമിക്കുക
916,öffnen::V,odpréti,തുറക്കുക
917,schließen::V,zapréti,അടയ്ക്കുക
918,stellen::V,postáviti,വയ്ക്കുക
919,setzen::V,posadíti,വയ്ക്കുക
920,legen::V,položíti,ഇടുക
921,berühren::V,dotíkati se,തൊടുക
922,verbinden::V,obvézati,ഘടിപ്പിക്കുക
923,bedecken::V,pokríti,മുടുക
924,aufhängen::V,obésiti,കെട്ടിതൂക്കുക
925,anzünden::V,zažgáti,കത്തിക്കുക
926,aufheben::V,vzdígniti,പെറുക്കിയെടുക്കുക
927,zurücklassen::V,zapustíti,വച്ചുപോരുക
928,verlieren::V,izgubíti,നഷ്ടപ്പെടുക
929,fallen lassen::V,navréči,വീഴ്ത്തുക
930,machen::V,naredíti,ഉണ്ടാക്കുക
931,machen::V,napráviti,ഉണ്ടാക്കുക
932,herstellen::V,izdélati,ഉൽപാദിപ്പിക്കുക
933,bauen::V,gradíti,നിർമ്മിക്കുക
934,reparieren::V,popráviti,നന്നാക്കുക
935,verbessern::V,izbóljšati,മെച്ചപ്പെടുക
936,ändern::V,spremeníti,മാറ്റംവരുത്തുക
937,graben::V,kopáti,കുഴിക്കുക
938,graben::V,grêbsti,കുഴിക്കുക
939,beugen::V,upogníti,വണങ്ങുക
940,biegen::V,zavíjati,കുനിയുക
941,drehen::V,vrtéti,തിരിക്കുക
942,wenden::V,obrníti,തിരിയുക
943,umdrehen::V,zasúkati,തിരിയുക
944,heben::V,dvígati,ഉയർത്തുക
945,hochheben::V,privzdígniti,ഉയർത്തുക
946,ergreifen::V,zgrábiti,ബലമായി_പിടിക്കുക
947,halten::V,držáti,പിടിക്കുക
948,drücken::V,tiščáti,അമർത്തുക
949,schieben::V,ríniti,തള്ളുക
950,kratzen::V,práskati,ചുരണ്ടുക
951,lecken::V,lízati,നക്കുക
952,beißen::V,grísti,കടിക്കുക
953,abreißen::V,odtŕgati,കീറിക്കളയുക
954,abschneiden::V,odrézati,മുറിച്ചുമാറ്റുക
955,binden::V,vézati,കെട്ടുക
956,stecken::V,vtakníti,തുളയ്ക്കുക
957,brechen::V,lomíti,ഉടയുക
958,klopfen::V,tólči,തട്ടുക
959,hauen::V,séči,അടിക്കുക
960,kleben::V,lépiti,ഒട്ടിക്കുക
961,reiben::V,tréti,തിരുമ്മിത്തുടയ്ക്കുക
962,reiben::V,dŕgniti,തിരുമ്മിത്തുടയ്ക്കുക
963,streichen::V,namázati,പടർത്തുക
964,schleifen::V,brúsiti,പൊടിക്കുക
965,schneiden::V,rézati,മുറിക്കുക
966,rütteln::V,strésti,മുട്ടുക
967,schütteln::V,majáti,കുലുക്കുക
968,schwenken::V,obrníti,ആടുക
969,schütten::V,sípati,ഒഴിക്കുക
970,füllen::V,napolníti,നിറയ്ക്കുക
971,einwickeln::V,zavíti,പൊതിയുക
972,tragen::V,nêsti,വഹിക്കുക
973,schleppen::V,vláčiti,വലിച്ചിഴയ്ക്കുക
974,ziehen::V,vléči,വലിക്കുക
975,aufbewahren::V,shranjeváti,വയ്ക്കുക
976,werfen::V,lúčati,എറിയുക
977,fangen::V,ujéti,പിടിക്കുക
978,packen::V,prijéti,തട്ടിപ്പറിക്കുക
979,verstecken::V,skríti,മറയ്ക്കുക
980,teilen::V,razdelíti,വിഭജിക്കുക
981,schicken::V,pošíljati,അയയ്ക്കുക
982,bringen::V,prinêsti,കൊണ്ടുവരുക
983,hinzufügen::V,pristáviti,കൂട്ടുക
984,bekommen::V,dobíti,കിട്ടുക
985,erhalten::V,prejéti,സ്വീകരിക്കുക
986,nehmen::V,vzéti,എടുക്കുക
987,wählen::V,izbírati,തിരഞ്ഞെടുക്കുക
988,auswählen::V,izbráti,തിരഞ്ഞെടുക്കുക
989,bewahren::V,ohraníti,പുലർത്തുക
990,behindern::V,ovírati,തടയിടുക
991,verderben::V,pokváriti,നശിപ്പിക്കുക
992,beschädigen::V,poškodováti,ക്ഷതമേൽപ്പിക്കുക
993,zerbrechen::V,razlomíti,ഉടയുക
994,zerreißen::V,raztŕgati,കീറുക
995,zerstören::V,razrúšiti,നശിപ്പിക്കുക
996,verbrennen::V,sežgáti,കത്തിനശിക്കുക
997,verbrennen::V,sežgáti,കത്തിച്ചുകളയുക
998,geben::V,dáti,കൊടുക്കുക
999,geben::V,dáti,തരുക
1000,reichen::V,séči,കൈമാറുക
1001,reichen::V,molíti,കൈമാറുക
1002,schenken::V,podáriti,സമ്മാനം കൊടുക്കുക
1003,versprechen::V,obljubíti,വാഗ്ദാനം_നൽകുക
1004,wünschen::V,vóščiti,ആഗ്രഹിക്കുക
1005,loben::V,hváliti,പുകഴ്ത്തുക
1006,küssen::V,poljubováti,ഉമ്മവയ്ക്കുക
1007,wiegen::V,zíbati,ഇളകുക
1008,zudecken::V,pokríti,മുടുക
1009,wecken::V,zbudíti,ഉണർത്തുക
1010,zeigen::V,pokázati,കാണിക്കുക
1011,führen::V,vêsti,നടത്തുക
1012,lehren::V,učíti,പഠിപ്പിക്കുക
1013,unterrichten::V,poučeváti,പരിശീലിപ്പിക്കുക
1014,aufziehen::V,vzgojíti,വളർത്തിക്കൊണ്ടുവരുക
1015,leiten::V,uprávljati,നയിക്കുക
1016,antreiben::V,goníti,പ്രേരിപ്പിക്കുക
1017,lassen::V,povzročíti,അനുവദിക്കുക
1018,einladen::V,povábiti,ക്ഷണിക്കുക
1019,vereinigen::V,zdrúžiti,കൂടിച്ചേരുക
1020,besuchen::V,obiskáti,സന്ദർശിക്കുക
1021,treffen::V,pogodíti,തമ്മിൽ കാണുക
1022,sich versammeln::V,zbráti se,സംയോജിപ്പിക്കുക
1023,spielen::V,igráti se,കളിക്കുക
1024,singen::V,péti,പാടുക
1025,tanzen::V,plésati,നൃത്തം ചെയ്യുക
1026,sich trennen::V,ločíti se,നേർപെടുത്തുക
1027,verlassen::V,zapustíti,പിൻവാങ്ങുക
1028,retten::V,réšiti,രക്ഷിക്കുക
1029,bewachen::V,strážiti,കാവൽനിൽക്കുക
1030,schützen::V,sčítiti,പരിരക്ഷിക്കുക
1031,verteidigen::V,braníti,പ്രതിരോധിക്കുക
1032,sich schlagen::V,têpsti se,കലഹിക്കുക
1033,schießen::V,stréljati,വെടിവെക്കുക
1034,siegen::V,zmágati,വിജയിക്കുക
1035,ärgern::V,jezíti,വിഷമിപ്പിക്കുക
1036,ärgern::V,razbúriti,വിഷമിപ്പിക്കുക
1037,schlagen::V,têpsti,അടിക്കുക
1038,schlagen::V,udáriti,അടിക്കുക
1039,treten::V,teptáti,തൊഴിക്കുക
1040,stechen::V,ubôsti,കുത്തുക
1041,stoßen::V,peháti,തള്ളുക
1042,stoßen::V,drégniti,തള്ളുക
1043,stehlen::V,ukrásti,മോഷ്ടിക്കുക
1044,stehlen::V,pokrásti,മോഷ്ടിക്കുക
1045,stören::V,motíti,ശല്യപ്പെടുത്തുക
1046,belästigen::V,nadlegováti,മെനക്കെടുക
1047,verbergen::V,skríti,മറയ്ക്കുക
1048,verbergen::V,skríti,ഒളിക്കുക
1049,täuschen::V,slepíti,കബളിപ്പിക്കുക
1050,betrügen::V,várati,ചതിക്കുക
1051,betrügen::V,ogoljufáti,ചതിക്കുക
1052,töten::V,ubíti,കൊല്ലുക
1053,wohnen::V,prebívati,താമസിക്കുക
1054,arbeiten::V,délati,ജോലിചെയ്യുക
1055,sammeln::V,zbráti,സഞ്ചയിക്കുക
1056,pflücken::V,obráti,പറിച്ചെടുക്കുക
1057,jagen::V,lovíti,വേട്ടയാടുക
1058,fischen::V,ribáriti,മീൻ പിടിക്കുക
1059,fassen::V,zajéti,പിടിക്കുക
1060,hüten::V,pásti,ചേർക്കുക
1061,treiben::V,pogánjati,വാഹനം_ഓടിക്കുക
1062,anbinden::V,privézati,കെട്ടിയിടുക
1063,füttern::V,kŕmiti,തീറ്റുക
1064,melken::V,mólsti,പാലുകറക്കുക
1065,hacken::V,sékati,വെട്ടിമുറിക്കുക
1066,gießen::V,ulíti,നനയ്ക്കുക
1067,reifen::V,zoréti,പാകമാകുക
1068,zubereiten::V,pripráviti,പാചകം_ചെയ്യുക
1069,kochen::V,kúhati,വേവിക്കുക
1070,backen::V,cvréti,ബേക്ക് ചെയ്യുക
1071,braten::V,pêči,പോരിക്കുക
1072,umrühren::V,preméšati,ഇളക്കുക
1073,stricken::V,plêsti,മെടയുക
1074,nähen::V,šívati,തുന്നുക
1075,färben::V,bárvati,ചായം പൂശുക
1076,reinigen::V,očístiti,വൃത്തിയാക്കുക
1077,waschen::V,opráti,കഴുകുക
1078,abwischen::V,obrísati,തുടയ്ക്കുക
1079,spülen::V,splakováti,കഴുകുക
1080,fegen::V,pométati,അടിച്ചുവാരുക
1081,kehren::V,mésti,അടിച്ചുവാരുക
1082,baden::V,kópati se,നീന്തിത്തുടിക്കുക
1083,sich waschen::V,umíti se,കഴുകുക
1084,ausziehen::V,izvléči,ഇഴുക്കുക
1085,anziehen::V,obléči,ഉടുക്കുക
1086,sich anziehen::V,obléči se,ധരിച്ച നേടുകയുക
1087,kämmen::V,česáti,മുടിചീകുക
1088,schmücken::V,okrasíti,അലങ്കരിക്കുക
1089,sagen::V,dejáti,പറയുക
1090,sprechen::V,govoríti,സംസാരിക്കുക
1091,reden::V,rêči,സംസാരിക്കുക
1092,sich unterhalten::V,razgovárjati se,നർമ്മസല്ലാപം നടത്തുക
1093,fragen::V,vprášati,ചോദിക്കുക
1094,bitten::V,prosíti,അപേക്ഷിക്കുക
1095,erzählen::V,práviti,പറയുക
1096,mitteilen::V,naznániti,അറിയിക്കുക
1097,nennen::V,imenováti,പേരിടുക
1098,rufen::V,klícati,വിളിക്കുക
1099,prahlen::V,baháti se,പൊങ്ങച്ചം പറയുക
1100,übersetzen::V,prevêsti,പരിഭാഷപ്പെടുത്തുക
1101,denken::V,mísliti,ചിന്തിക്കുക
1102,glauben::V,verjéti,വിശ്വസിക്കുക
1103,bemerken::V,opáziti,ശ്രദ്ധിക്കുക
1104,erkennen::V,spoznáti,തിരിചറിയുക
1105,begreifen::V,pôjmiti,കൈപ്പിടിയിലാക്കുക
1106,verstehen::V,razuméti,മനസ്സിലാക്കുക
1107,lernen::V,učíti se,പഠിക്കുക
1108,wissen::V,znáti,അറിയുക
1109,wissen::V,védeti,അറിയുക
1110,sich erinnern an::V,spómniti se,ഓർമിക്കുക
1111,vergessen::V,pozábiti,മറക്കുക
1112,messen::V,mériti,അളക്കുക
1113,zählen::V,štéti,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1114,rechnen::V,račúnati,ഗണിക്കുക
1115,lesen::V,bráti,വായിക്കുക
1116,lesen::V,čítati,വായിക്കുക
1117,malen::V,slíkati,ചിത്രം വരയ്ക്കുക
1118,zeichnen::V,rísati,വരയ്ക്കുക
1119,schreiben::V,písati,എഴുതുക
1120,besitzen::V,iméti,സ്വന്തമാക്കുക
1121,kaufen::V,kupíti,വാങ്ങുക
1122,verkaufen::V,prodáti,വിൽക്കുക
1123,bezahlen::V,pláčati,പരിഹാരം ചെയ്യുക
1124,zahlen::V,plačeváti,പണം അടയ്ക്കുക
1125,beherrschen::V,obvládati,ഭരിക്കുക
1126,ertragen::V,prenêsti,താങ്ങുക
1127,Verstand::N,,മനസ്സ്
