,Concept_ID,lt,no
820,wieder::ADV,iš naujo,igjen
821,vergebens::ADV,veltui,forgjeves
822,vergebens::ADV,bergždžiai,forgjeves
823,vor::PRP,prieš,foran
824,vor::PRP,prieš,utenfor
825,hinter::PRP,už,bak
826,hinter::PRP,už,bakom
827,unter::PRP,po,under
828,durch::PRP,pro,gjennom
829,durch::PRP,pro,igjennom
830,durch::PRP,per,gjennom
831,durch::PRP,per,igjennom
832,neben::PRP,prie,ved siden av
833,neben::PRP,šalia,ved siden av
834,zwischen::PRP,tarp,mellom
835,wegen::PRP,dėl,på grunn av
836,wegen::PRP,dėlei,på grunn av
837,dies::PRN,šis,dette
838,dies::PRN,šitas,dette
839,das::PRN,tat,det
840,alles::PRN,visas,alt
841,ich::PRN,aš,jeg
842,du::PRN,tu,du
843,er::PRN,jis,han
844,wir::PRN,mes,vi
845,ihr::PRN,jūs,dere
846,sie::PRN,ji,de
847,sie::PRN,jos,de
848,was::FPRN,kas,hva
849,wer::FPRN,kas,hvem
850,wo::FADV,kur,hvor
851,wohin::FADV,kur,hvor ... hen
852,wohin::FADV,kur link,hvor ... hen
853,wie::FADV,kaip,hvordan
854,warum::FADV,kod̃ėl,hvorfor
855,warum::FADV,dėl ko,hvorfor
856,wieviel::FNUM,kiek,hvor mye
857,eins::NUM,vienas,en
858,eins::NUM,vienas,ett
859,zwei::NUM,du,to
860,drei::NUM,trys,tre
861,vier::NUM,keturi,fire
862,fünf::NUM,penki,fem
863,sechs::NUM,šeši,seks
864,sieben::NUM,septyni,sju
865,acht::NUM,aštuoni,åtte
866,neun::NUM,devyni,ni
867,zehn::NUM,dešimt,ti
868,elf::NUM,vienuolika,elleve
869,zwölf::NUM,dvylika,tolv
870,zwanzig::NUM,dvidešimt,tjue
871,dreißig::NUM,trisdešimt,tretti
872,vierzig::NUM,keturiasdešimt,førti
873,fünfzig::NUM,penkiasdešimt,femti
874,sechzig::NUM,šešiasdešimt,seksti
875,siebzig::NUM,septyniasdešimt,sytti
876,achtzig::NUM,aštuoniasdešimt,åtti
877,neunzig::NUM,devyniasdešimt,nitti
878,hundert::NUM,šimtas,hundre
879,tausend::NUM,tūkstantis,tusen
880,und::CNJ,ĩr,og
881,oder::CNJ,ar,eller
882,oder::CNJ,arba,eller
883,stehen::V,stovėti,stå
884,sitzen::V,sėdėti,sitte
885,liegen::V,gulėti,ligge
886,hängen::V,kyboti,henge
887,hängen::V,kabėti,henge
888,werden::V,taptis,bli
889,werden::V,darytis,bli
890,passieren::V,atsitikti,skje
891,passieren::V,atsitikti,hende
892,passieren::V,pasitaikyti,skje
893,passieren::V,pasitaikyti,hende
894,beginnen::V,prasid́ėti,begynne
895,enden::V,baigtis,ende
896,enden::V,baigtis,slutte
897,wechseln::V,keistis,veksle
898,wechseln::V,pasikeisti,veksle
899,aufgehen[Sonne]::V,tekėti,stå opp
900,aufgehen[Sonne]::V,patekėti,stå opp
901,untergehen[Sonne]::V,leistis,gå ned
902,untergehen[Sonne]::V,nusileisti,gå ned
903,scheinen[Sonne]::V,šviesti,skinne
904,donnern::V,griausti,tordne
905,donnern::V,griaudėti,tordne
906,wehen::V,pūsti,blåse
907,strömen::V,lietis,strømme
908,strömen::V,plūsti,strømme
909,fließen::V,tekėti,flyte
910,sich drehen::V,suktis,dreie seg
911,sich drehen::V,pasisukti,dreie seg
912,schwanken::V,svyruoti,svaie
913,schwingen::V,suptis,svinge
914,fallen::V,pulti,falle
915,fallen::V,kristi,falle
916,brennen::V,degti,brenne
917,rauchen::V,rūkyti,ryke
918,regnen::V,lyti,regne
919,gefrieren::V,užšalti,fryse
920,tauen::V,tirpti,tine
921,schmelzen::V,lydytis,smelte
922,trocknen::V,džiūti,tørre
923,sieden::V,virti,koke
924,faulen::V,pūti,råtne
925,verfaulen::V,švinkti,råtne
926,reißen::V,plyšti,briste
927,reißen::V,trūkti,briste
928,versinken::V,skę̃sti,synke
929,versinken::V,skę̃sti,synke ned
930,versinken::V,grimzti,synke
931,versinken::V,grimzti,synke ned
932,vergehen::V,praeiti,forløpe
933,erscheinen::V,pasirodyti,synes
934,verschwinden::V,dingti,forsvinne
935,verschwinden::V,išnykti,forsvinne
936,verschwinden::V,pranykti,forsvinne
937,sinken::V,kristi,synke
938,abnehmen::V,mažėti,avta
939,abnehmen::V,mažėti,minske
940,abnehmen::V,silpnėti,avta
941,abnehmen::V,silpnėti,minske
942,zunehmen::V,didėti,tilta
943,zunehmen::V,padaugėti,tilta
944,steigen::V,kilti,stige
945,wachsen::V,augti,gro
946,wachsen::V,augti,vokse
947,glänzen::V,blizgėti,skinne
948,funkeln::V,žibėti,tindre
949,lärmen::V,triukšmauti,bråke
950,läuten::V,skambinti,ringe
951,klingeln::V,skambinti,ringe
952,klirren::V,žvangėti,klirre
953,brausen::V,šniokšti,bruse
954,rauschen::V,ošti,suse
955,rauschen::V,šlamėti,suse
956,klingen::V,skardėti,lyde
957,klingen::V,skardėti,klinge
958,bellen::V,loti,gjø
959,bellen::V,loti,bjeffe
960,heulen::V,kaukti,ule
961,heulen::V,staugti,ule
962,blasen::V,pūsti,blåse
963,pfeifen::V,švilpti,plystre
964,pfeifen::V,švilpauti,plystre
965,schreien::V,šaukti,skrike
966,stöhnen::V,dejuoti,stønne
967,stöhnen::V,aimanuoti,stønne
968,zittern::V,virpėti,dirre
969,zittern::V,virpėti,skjelve
970,leben::V,gyventi,leve
971,geboren werden::V,gimti,fødes
972,atmen::V,alsuoti,ånde
973,atmen::V,alsuoti,puste
974,atmen::V,kvėpuoti,ånde
975,atmen::V,kvėpuoti,puste
976,trinken::V,gerti,drikke
977,essen::V,valgyti,spise
978,schlucken::V,praryti,svelge
979,müde werden::V,nuvargti,bli trett
980,müde werden::V,privargti,bli trett
981,einschlafen::V,užmigti,sovne
982,schlafen::V,miegoti,sove
983,aufwachen::V,pabusti,våkne
984,aufstehen::V,keltis,stå opp
985,aufstehen::V,atsikelti,stå opp
986,sich erholen::V,pailsėti,bli bra
987,sich erholen::V,pailsėti,komme seg
988,sich erholen::V,poilsiauti,bli bra
989,sich erholen::V,poilsiauti,komme seg
990,krank werden::V,susirgti,bli syk
991,krank sein::V,sirgti,være syk
992,schmerzen::V,sopėti,gjøre vondt
993,schmerzen::V,skaudėti,gjøre vondt
994,husten::V,kosėti,hoste
995,genesen::V,sveikti,komme seg
996,genesen::V,taisytis,komme seg
997,sterben::V,mirti,dø
998,sterben::V,numirti,dø
999,umkommen::V,žūti,omkomme
1000,sich bewegen::V,judėti,bevege seg
1001,sich bewegen::V,pasijudinti,bevege seg
1002,sich rühren::V,krutėti,røre på seg
1003,sich erheben::V,pakilti,reise seg
1004,sich erheben::V,atsikelti,reise seg
1005,sich setzen::V,sėstis,sette sig
1006,sich setzen::V,atsisėsti,sette sig
1007,hinfallen::V,parkristi,falle over ende
1008,hinfallen::V,pargriūti,falle over ende
1009,laufen::V,eiti,løpe
1010,schreiten::V,žengti,skride
1011,schreiten::V,žingsniuoti,skride
1012,spazierengehen::V,pasivaikščioti,spasere
1013,spazierengehen::V,pasivaikščioti,gå en tur
1014,eilen::V,skubėti,ile
1015,sich beeilen::V,paskub́ėti,skynde seg
1016,sich beeilen::V,pasiskubinti,skynde seg
1017,sausen::V,dumti,suse
1018,sausen::V,lėkti,suse
1019,rennen::V,bėgti,løpe
1020,springen::V,šokti,hoppe
1021,springen::V,šokti,springe
1022,klettern::V,kopti,klatre
1023,schaukeln::V,supti,huske
1024,schaukeln::V,linguoti,huske
1025,kriechen::V,ropoti,krype
1026,kriechen::V,šliaužti,krype
1027,schwimmen::V,plaukti,svømme
1028,tauchen::V,nerti,dykke
1029,rudern::V,irtis,ro
1030,rudern::V,irkluoti,ro
1031,fahren::V,važiuoti,kjøre
1032,fahren::V,važinėti,kjøre
1033,fliegen::V,lėkti,fly
1034,fliegen::V,skristi,fly
1035,gehen::V,eiti,gå
1036,weggehen::V,išeiti,gå bort
1037,abfahren::V,išvykti,reise
1038,abfahren::V,išvažiuoti,reise
1039,anhalten::V,sustoti,stanse
1040,hineingehen::V,įeiti,gå inn
1041,eintreten::V,įžengti,tre inn
1042,kommen::V,ateiti,komme
1043,ankommen::V,ateiti,ankomme
1044,ankommen::V,ateiti,komme til
1045,zurückkommen::V,grį̃žti,komme tilbake
1046,zurückkommen::V,sugrį̃žti,komme tilbake
1047,bleiben::V,likti,bli
1048,bleiben::V,likti,forbli
1049,bleiben::V,pasilikti,bli
1050,bleiben::V,pasilikti,forbli
1051,warten::V,laukti,vente
1052,erwarten::V,laukti,vente
1053,suchen::V,ieškoti,søke
1054,finden::V,rasti,finne
1055,finden::V,surasti,finne
1056,versuchen::V,mėginti,prøve
1057,versuchen::V,mėginti,forsøke
1058,vorbereiten::V,rengti,forberede
1059,lieben::V,myĺėti,elske
1060,mögen::V,ḿėgti,like
1061,mögen::V,patikti,like
1062,lachen::V,juoktis,le
1063,rühren::V,jaudinti,røre
1064,rühren::V,graudinti,røre
1065,weinen::V,verkti,gråte
1066,schimpfen::V,bartis,skjelle
1067,sich ärgern::V,pykti,ergre seg
1068,sich ärgern::V,apmaudauti,ergre seg
1069,sich fürchten::V,bijoti,være redd
1070,sich fürchten::V,baimintis,være redd
1071,fürchten::V,bijoti,være redd for
1072,fürchten::V,baimintis,være redd for
1073,fliehen::V,bėgti,rømme
1074,fliehen::V,bėgti,flykte
1075,fliehen::V,sprukti,rømme
1076,fliehen::V,sprukti,flykte
1077,flüchten::V,pabėgti,flykte
1078,sehen::V,žiūŕėti,se
1079,anschauen::V,žiūŕėti,se på
1080,anschauen::V,žiūŕėti,betrakte
1081,ansehen::V,žiūrėti į,anse
1082,ansehen::V,pažiūrėti į,anse
1083,hören::V,girdėti,høre
1084,zuhören::V,klausytis,tilhøre
1085,probieren::V,ragauti,smake
1086,probieren::V,ragauti,smake på
1087,probieren::V,paragauti,smake
1088,probieren::V,paragauti,smake på
1089,riechen::V,uosti,lukte
1090,riechen::V,užuosti,lukte
1091,fühlen::V,justi,føle
1092,fühlen::V,jausti,føle
1093,fühlen::V,pajusti,føle
1094,scheinen::V,rodytis,se ut
1095,scheinen::V,atrodyti,se ut
1096,zu sehen sein::V,pasirodyti,synes
1097,vernehmen::V,išgirsti,få vite
1098,frieren::V,šalti,fryse
1099,tun::V,daryti,gjøre
1100,können::V,galėti,kunne
1101,können::V,pajėgti,kunne
1102,wollen::V,norėti,ville
1103,anfangen::V,pradėti,begynne
1104,anfangen::V,prasid́ėti,begynne
1105,beenden::V,baigti,avslutte
1106,beenden::V,užbaigti,avslutte
1107,aufhören::V,liautis,slutte
1108,aufhören::V,liautis,holde opp
1109,gelingen::V,pavykti,lykkes
1110,gelingen::V,pasisekti,lykkes
1111,geraten::V,nusisekti,bli
1112,öffnen::V,atverti,åpne
1113,öffnen::V,atidaryti,åpne
1114,schließen::V,uždaryti,lukke
1115,schließen::V,uždaryti,stenge
1116,stellen::V,statyti,stille
1117,stellen::V,pastatyti,stille
1118,setzen::V,sodinti,sette
1119,setzen::V,pasodinti,sette
1120,legen::V,dėti,legge
1121,legen::V,pad́ėti,legge
1122,berühren::V,liesti,berøre
1123,berühren::V,paliesti,berøre
1124,verbinden::V,jungti,forbinde
1125,verbinden::V,surišti,forbinde
1126,bedecken::V,uždengti,dekke
1127,aufhängen::V,pakarti,henge
1128,aufhängen::V,pakarti,henge opp
1129,aufhängen::V,pakabinti,henge
1130,aufhängen::V,pakabinti,henge opp
1131,anzünden::V,padegti,tenne
1132,anzünden::V,padegti,antenne
1133,anzünden::V,padegti,tenne på
1134,aufheben::V,pakelti,løfte
1135,aufheben::V,pakelti,ta opp
1136,zurücklassen::V,palikti,slippe tilbake
1137,verlieren::V,pamesti,miste
1138,fallen lassen::V,atsisakyti,droppe
1139,fallen lassen::V,atsisakyti,la falle
1140,machen::V,dirbti,lage
1141,machen::V,dirbti,gjøre
1142,herstellen::V,gaminti,fremstille
1143,bauen::V,statyti,bygge
1144,bauen::V,pastatyti,bygge
1145,reparieren::V,taisyti,reparere
1146,reparieren::V,remontuoti,reparere
1147,verbessern::V,gerinti,rette
1148,verbessern::V,gerinti,forbedre
1149,verbessern::V,ištaisyti,rette
1150,verbessern::V,ištaisyti,forbedre
1151,ändern::V,keisti,forandre
1152,ändern::V,pakeisti,forandre
1153,graben::V,kasti,grave
1154,beugen::V,lenkti,bøye
1155,beugen::V,palenkti,bøye
1156,biegen::V,lenkti,bøye
1157,biegen::V,palenkti,bøye
1158,drehen::V,sukti,dreie
1159,wenden::V,kreipti,vende
1160,wenden::V,pakreipti,vende
1161,umdrehen::V,sukti,snu
1162,umdrehen::V,apversti,snu
1163,heben::V,kelti,heve
1164,heben::V,pakelti,heve
1165,hochheben::V,pakelti,løfte
1166,ergreifen::V,čiupti,gripe
1167,ergreifen::V,čiupti,få tak i
1168,ergreifen::V,griebti,gripe
1169,ergreifen::V,griebti,få tak i
1170,halten::V,laikyti,holde
1171,halten::V,palaikyti,holde
1172,drücken::V,spausti,trykke
1173,schieben::V,stumti,skyve
1174,kratzen::V,kasyti,klø
1175,kratzen::V,kasyti,klore
1176,kratzen::V,grandyti,klø
1177,kratzen::V,grandyti,klore
1178,lecken::V,laižyti,slikke
1179,beißen::V,kandžioti,bite
1180,abreißen::V,nuplėšti,rive av
1181,abschneiden::V,atpjauti,skjære av
1182,abschneiden::V,atkirpti,skjære av
1183,binden::V,rišti,binde
1184,binden::V,surišti,binde
1185,stecken::V,kišti,stikke
1186,stecken::V,įkišti,stikke
1187,brechen::V,lūžti,bryte
1188,brechen::V,lūžti,briste
1189,brechen::V,laužyti,bryte
1190,brechen::V,laužyti,briste
1191,klopfen::V,belsti,banke
1192,klopfen::V,barbenti,banke
1193,hauen::V,mušti,hogge
1194,kleben::V,lipdyti,klistre
1195,kleben::V,klijuoti,klistre
1196,reiben::V,trinti,gni
1197,reiben::V,tarkuoti,gni
1198,streichen::V,tepti,stryke
1199,streichen::V,užtepti,stryke
1200,schleifen::V,galą́sti,slipe
1201,schneiden::V,pjauti,klippe
1202,schneiden::V,kirpti,klippe
1203,rütteln::V,purtyti,ruske
1204,schütteln::V,purtyti,riste
1205,schwenken::V,mojuoti,svinge
1206,schütten::V,pilti,helle
1207,schütten::V,berti,helle
1208,füllen::V,pildyti,fylle
1209,füllen::V,pripildyti,fylle
1210,einwickeln::V,įvynioti,vikle inn
1211,einwickeln::V,suvynioti,vikle inn
1212,tragen::V,nešti,bære
1213,tragen::V,nešioti,bære
1214,schleppen::V,vilkti,slepe
1215,ziehen::V,tempti,dra
1216,ziehen::V,tempti,trekke
1217,aufbewahren::V,laikyti,oppbevare
1218,aufbewahren::V,laikyti,ta vare på
1219,werfen::V,mesti,kaste
1220,werfen::V,sviesti,kaste
1221,fangen::V,sugauti,fange
1222,packen::V,čiupti,gripe
1223,packen::V,čiupti,gripe tak i
1224,packen::V,griebti,gripe
1225,packen::V,griebti,gripe tak i
1226,verstecken::V,slėpti,gjemme
1227,verstecken::V,slapstyti,gjemme
1228,teilen::V,dalyti,dele
1229,teilen::V,padalyti,dele
1230,schicken::V,sių̃sti,sende
1231,schicken::V,pasių̃sti,sende
1232,bringen::V,atnešti,bringe
1233,hinzufügen::V,pridėti,tilføye
1234,bekommen::V,gauti,få
1235,erhalten::V,gauti,få
1236,nehmen::V,paimti,ta
1237,wählen::V,rinkti,velge
1238,wählen::V,išsirinkti,velge
1239,auswählen::V,išrinkti,velge ut
1240,bewahren::V,išsaugoti,bevare
1241,behindern::V,trukdyti,hindre
1242,behindern::V,trukdyti,forhindre
1243,verderben::V,sugadinti,ødelegge
1244,beschädigen::V,žaloti,skade
1245,beschädigen::V,gadinti,skade
1246,zerbrechen::V,sukulti,brekke i stykker
1247,zerbrechen::V,sudaužyti,brekke i stykker
1248,zerreißen::V,perplėšti,rive i stykker
1249,zerreißen::V,suplėšyti,rive i stykker
1250,zerstören::V,suardyti,ødelegge
1251,zerstören::V,sugriauti,ødelegge
1252,verbrennen::V,deginti,brenne
1253,verbrennen::V,deginti,brenne opp
1254,verbrennen::V,sudeginti,brenne
1255,verbrennen::V,sudeginti,brenne opp
1256,geben::V,duoti,gi
1257,geben::V,paduoti,gi
1258,reichen::V,paduoti,rekke
1259,schenken::V,dovanoti,forære
1260,schenken::V,dovanoti,skjenke
1261,versprechen::V,žadėti,love
1262,versprechen::V,pažadėti,love
1263,wünschen::V,norėti,ønske
1264,wünschen::V,linḱėti,ønske
1265,loben::V,girti,rose
1266,loben::V,pagirti,rose
1267,küssen::V,bučiuoti,kysse
1268,wiegen::V,supti,vogge
1269,zudecken::V,užkloti,dekke til
1270,zudecken::V,uždengti,dekke til
1271,wecken::V,žadinti,vekke
1272,zeigen::V,rodyti,vise
1273,führen::V,vesti,føre
1274,führen::V,vadovauti,føre
1275,lehren::V,mokyti,lære
1276,lehren::V,išmokyti,lære
1277,unterrichten::V,dėstyti,undervise
1278,aufziehen::V,išauginti,oppdra
1279,leiten::V,valdyti,lede
1280,leiten::V,vadovauti,lede
1281,antreiben::V,uiti,drive på
1282,antreiben::V,raginti,drive på
1283,antreiben::V,skubinti,drive på
1284,lassen::V,paliepti,få til å
1285,einladen::V,kviesti,be
1286,einladen::V,kviesti,invitere
1287,einladen::V,pakviesti,be
1288,einladen::V,pakviesti,invitere
1289,vereinigen::V,sujungti,forene
1290,vereinigen::V,suvienyti,forene
1291,besuchen::V,lankyti,besøke
1292,besuchen::V,aplankyti,besøke
1293,treffen::V,sutikti,møte
1294,treffen::V,sutikti,treffe
1295,treffen::V,pasitikti,møte
1296,treffen::V,pasitikti,treffe
1297,sich versammeln::V,susirinkti,forsamles
1298,spielen::V,groti,leke
1299,spielen::V,groti,spille
1300,spielen::V,žaisti,leke
1301,spielen::V,žaisti,spille
1302,singen::V,dainuoti,synge
1303,tanzen::V,šokti,danse
1304,sich trennen::V,skirtis,skilles
1305,sich trennen::V,išsiskirti,skilles
1306,verlassen::V,palikti,forlate
1307,retten::V,gelbėti,redde
1308,bewachen::V,sergėti,bevokte
1309,schützen::V,ginti,verne
1310,schützen::V,ginti,beskytte
1311,schützen::V,apginti,verne
1312,schützen::V,apginti,beskytte
1313,verteidigen::V,ginti,forsvare
1314,verteidigen::V,apginti,forsvare
1315,sich schlagen::V,muštis,slåss
1316,schießen::V,šauti,skyte
1317,schießen::V,šaudyti,skyte
1318,siegen::V,nugalėti,seire
1319,ärgern::V,pykinti,ergre
1320,schlagen::V,mušti,
1321,schlagen::V,smogti,
1322,schlagen::V,trenkti,
1323,treten::V,mygti,sparke
1324,stechen::V,gelti,stikke
1325,stechen::V,smeigti,stikke
1326,stoßen::V,stumti,støte
1327,stoßen::V,pastumti,støte
1328,stehlen::V,vogti,stjele
1329,stören::V,trikdyti,forstyrre
1330,belästigen::V,apsunkinti,plage
1331,belästigen::V,apsunkinti,sjenere
1332,verbergen::V,slėpti,gjemme
1333,verbergen::V,paslėpti,gjemme
1334,täuschen::V,klaidinti,villede
1335,betrügen::V,apgauti,bedra
1336,töten::V,žudyti,drepe
1337,töten::V,nužudyti,drepe
1338,wohnen::V,gyventi,bo
1339,arbeiten::V,dirbti,arbeide
1340,arbeiten::V,triūsti,arbeide
1341,sammeln::V,rinkti,samle
1342,pflücken::V,skinti,plukke
1343,pflücken::V,raškyti,plukke
1344,jagen::V,medžioti,jage
1345,fischen::V,žvejoti,fiske
1346,fassen::V,sučiupti,fange
1347,hüten::V,ganyti,vokte
1348,treiben::V,ginti,drive
1349,anbinden::V,pririšti,feste
1350,füttern::V,šerti,fore
1351,melken::V,melžti,melke
1352,hacken::V,kapoti,hakke
1353,gießen::V,lieti,helle
1354,gießen::V,laistyti,helle
1355,reifen::V,nokti,modne
1356,reifen::V,sirpti,modne
1357,zubereiten::V,ruošti,lage
1358,zubereiten::V,ruošti,tilberede
1359,zubereiten::V,gaminti,lage
1360,zubereiten::V,gaminti,tilberede
1361,kochen::V,virti,koke
1362,kochen::V,virinti,koke
1363,backen::V,kepti,bake
1364,braten::V,kepti,steke
1365,braten::V,kepinti,steke
1366,umrühren::V,maišyti,røre om
1367,umrühren::V,pamaišyti,røre om
1368,stricken::V,megzti,strikke
1369,nähen::V,siūti,sy
1370,färben::V,dažyti,farge
1371,färben::V,nudažyti,farge
1372,reinigen::V,valyti,rense
1373,reinigen::V,valyti,gjøre ren
1374,reinigen::V,švarinti,rense
1375,reinigen::V,švarinti,gjøre ren
1376,waschen::V,plauti,vaske
1377,waschen::V,mazgoti,vaske
1378,waschen::V,skalbti,vaske
1379,abwischen::V,nušluostyti,tørke av
1380,spülen::V,plauti,spyle
1381,spülen::V,plauti,skylle
1382,spülen::V,skalauti,spyle
1383,spülen::V,skalauti,skylle
1384,fegen::V,šluoti,feie
1385,kehren::V,šluoti,koste
1386,baden::V,maudytis,bade
1387,sich waschen::V,praustis,vaske seg
1388,ausziehen::V,numauti,ta av
1389,ausziehen::V,nuvilkti,ta av
1390,anziehen::V,mauti,ta på
1391,anziehen::V,apsivilkti,ta på
1392,sich anziehen::V,rengtis,kle på seg
1393,sich anziehen::V,apsirengti,kle på seg
1394,kämmen::V,šukuoti,gre
1395,kämmen::V,šukuoti,kjemme
1396,schmücken::V,puošti,pynte
1397,schmücken::V,puošti,smykke
1398,schmücken::V,dabinti,pynte
1399,schmücken::V,dabinti,smykke
1400,schmücken::V,gražinti,pynte
1401,schmücken::V,gražinti,smykke
1402,sagen::V,tarti,si
1403,sprechen::V,kalbėti,snakke
1404,reden::V,šnekėti,tale
1405,reden::V,šnekėti,snakke
1406,sich unterhalten::V,kalbėtis,samtale
1407,sich unterhalten::V,šnekučiuotis,samtale
1408,fragen::V,klausti,spørre
1409,bitten::V,prašyti,be
1410,erzählen::V,pasakoti,fortelle
1411,mitteilen::V,skelbti,meddele
1412,mitteilen::V,pranešti,meddele
1413,nennen::V,vadinti,kalle
1414,nennen::V,vardyti,kalle
1415,rufen::V,šaukti,rope
1416,rufen::V,kviesti,rope
1417,prahlen::V,girtis,skryte
1418,übersetzen::V,versti,oversette
1419,übersetzen::V,išversti,oversette
1420,denken::V,galvoti,tenke
1421,glauben::V,manyti,tro
1422,glauben::V,tikėti,tro
1423,bemerken::V,pamatyti,bemerke
1424,bemerken::V,pamatyti,legge merke til
1425,bemerken::V,pastebėti,bemerke
1426,bemerken::V,pastebėti,legge merke til
1427,erkennen::V,pažinti,gjenkjenne
1428,erkennen::V,atpažinti,gjenkjenne
1429,begreifen::V,suvokti,begripe
1430,verstehen::V,suprasti,forstå
1431,verstehen::V,suprasti,skjønne
1432,lernen::V,mokytis,lære
1433,wissen::V,žinoti,vite
1434,sich erinnern an::V,prisiminti,huske på
1435,vergessen::V,užmiršti,glemme
1436,messen::V,matuoti,måle
1437,zählen::V,skaičiuoti,telle
1438,rechnen::V,skaičiuoti,regne
1439,lesen::V,skaityti,lese
1440,malen::V,tapyti,male
1441,zeichnen::V,piešti,tegne
1442,zeichnen::V,žymėti,tegne
1443,zeichnen::V,braižyti,tegne
1444,schreiben::V,rašyti,skrive
1445,besitzen::V,turėti,eie
1446,besitzen::V,turėti,inneha
1447,kaufen::V,pirkti,kjøpe
1448,verkaufen::V,parduoti,selge
1449,bezahlen::V,apmokėti,betale
1450,zahlen::V,mokėti,betale
1451,beherrschen::V,valdyti,beherske
1452,ertragen::V,kę̃sti,orke
1453,ertragen::V,pakelti,orke
1454,ertragen::V,iškę̃sti,orke
