,Concept_ID,av,es
143,Feder::N,хӏули,pluma
144,Fell::N,тӏом,piel
145,Fell::N,цӏоко,piel
146,Flügel::N,кваркьи,ala
147,Klaue::N,галъ,garra
148,Kralle::N,квачӏ,uña
149,Kralle::N,квачӏ,garra
150,Kralle::N,катиквачӏ,uña
151,Kralle::N,катиквачӏ,garra
152,Schwanz::N,рачӏ,cola
153,Ei::N,хоно,huevo
154,Nest::N,бусен,nido
155,Bau::N,каратӏ,madriguera
156,Tier::N,хӏайван,animal
157,Herde::N,рехъен,rebaño
158,Herde::N,рехъед,rebaño
159,Kuh::N,гӏака,vaca
160,Bulle::N,оц,toro
161,Pferd::N,чу,caballo
162,Schaf::N,чахъу,oveja
163,Schwein::N,болъон,cerdo
164,Hund::N,гьой,perro
165,Katze::N,кету,gato
166,Bär::N,ци,oso
167,Eichhörnchen::N,гвангва,ardilla
168,Fuchs::N,цер,zorro
169,Hase::N,гӏанкӏ,liebre
170,Maus::N,гӏункӏкӏ,ratón
171,Wolf::N,бацӏ,lobo
172,Vogel::N,хӏинчӏ,ave
173,Vogel::N,хӏинчӏ,pájaro
174,Schwarm::N,тӏел,bandada
175,Huhn::N,гӏанкӏу,gallina
176,Hahn::N,хӏелеко,gallo
177,Gans::N,хъаз,oca
178,Gans::N,хъаз,ganso
179,Adler::N,цӏум,águila
180,Ente::N,ордек,pato
181,Eule::N,беццаруз,lechuza
182,Kranich::N,къункъра,grulla
183,Krähe::N,гъеду,corneja
184,Kuckuck::N,гагу,cuco
185,Schwan::N,хӏанкъва,cisne
186,Fisch::N,ччугӏа,pez
187,Barsch::N,окунь,perca
188,Hecht::N,щука,lucio
189,Schlange[Tier]::N,борохь,serpiente
190,Wurm::N,хӏапара,gusano
191,Spinne::N,хъанхъра,araña
192,Ameise::N,цӏунцӏра,hormiga
193,Laus::N,нацӏ,piojo
194,Mücke::N,кӏкӏара,mosquito
195,Fliege::N,тӏутӏ,mosca
196,Schmetterling::N,кӏалкӏучӏ,mariposa
197,Apfel::N,гӏеч,manzana
198,Pilz::N,гӏурдахӏан,seta
199,Pilz::N,гӏурдахӏан,hongo
200,Zwiebel::N,кӏочӏопер,cebolla
201,Saat::N,хьон,siembra
202,Korn::N,мугь,grano
203,Heu::N,хер,heno
204,Schale::N,хъал,cáscara
205,Grube::N,гвенд,foso
206,Falle::N,къор,trampa
207,Falle::N,къотен,trampa
208,Schlinge::N,кӏичӏ,lazo
209,Spur::N,лъалкӏ,huella
210,Asche::N,рахъу,ceniza
211,Dreck::N,гъиз,suciedad
212,Dreck::N,хӏарщ,suciedad
213,Eisen::N,махх,hierro
214,Gold::N,месед,oro
215,Silber::N,гӏарац,plata
216,Kohle::N,тӏурччи,carbón
217,Glas::N,цӏер,vidrio
218,Glas::N,цӏер,cristal
219,Lehm::N,хӏатӏ,barro
220,Sand::N,сали,arena
221,Mensch::N,чи,hombre
222,Mensch::N,чи,ser humano
223,Mann::N,бихьинчи,hombre
224,Frau::N,гӏадан,mujer
225,Kind::N,лъимер,niño
226,Junge::N,вас,chico
227,Junge::N,вас,muchacho
228,Mädchen::N,яс,chica
229,Mädchen::N,яс,muchacha
230,Familie::N,хъизан,familia
231,Großvater::N,кӏудада,abuelo
232,Großmutter::N,кӏодо,abuela
233,Eltern::N,эбел-эмен,padres
234,Vater::N,эмен,padre
235,Mutter::N,эбел,madre
236,Sohn::N,вас,hijo
237,Tochter::N,яс,hija
238,Bruder::N,вац,hermano
239,Schwester::N,яц,hermana
240,Onkel::N,даци,tío
241,Tante::N,ада,tía
242,Ehemann::N,рос,esposo
243,Ehefrau::N,чӏужу,esposa
244,Freude::N,ракӏбохи,placer
245,Freude::N,ракӏбохи,alegría
246,Gelächter::N,релъи,risa
247,Gelächter::N,релъи,carcajada
248,Glück::N,талихӏ,felicidad
249,Glück::N,талихӏ-рохел,felicidad
250,Kummer::N,хӏалкъай,pena
251,Wunsch::N,къасд,deseo
252,Lust::N,гъира,ganas
253,Geist::N,чӏанкӏ,mente
254,Geist::N,чӏанкӏ,espíritu
255,Geist::N,рухӏ-жан,mente
256,Geist::N,рухӏ-жан,espíritu
257,Gedanke::N,пикру,idea
258,Gedanke::N,пикру,pensamiento
259,Verstand::N,лумалъи,razón
260,Verstand::N,лумалъи,entendimiento
261,Verstand::N,цӏодорлъи,razón
262,Verstand::N,цӏодорлъи,entendimiento
263,Sinn::N,магӏна,sentido
264,Sinn::N,магӏна,significado
265,Grund::N,багьана,causa
266,Wahrheit::N,ритӏухълъи,verdad
267,Gespräch::N,накъит,conversación
268,Märchen::N,маргьа,cuento
269,Erzählung::N,къиса,cuento
270,Erzählung::N,къиса,narración
271,Nachricht::N,хабар,mensaje
272,Neuigkeit::N,хабар-гӏазаб,noticia
273,Name::N,цӏар,nombre
274,Rätsel::N,бицанкӏо,acertijo
275,Rätsel::N,бицанкӏо,adivinanza
276,Rede::N,речь,discurso
277,Rede::N,калам,discurso
278,Sprache::N,мацӏ,lengua
279,Stimme::N,гьаракь,voz
280,Wort::N,рагӏи,palabra
281,Zeichen::N,ишара,señal
282,Zeichen::N,гӏаламат,señal
283,Ruf::N,ахӏи,llamada
284,Lärm::N,хъуй,ruido
285,Lärm::N,хъуй,barullo
286,Lärm::N,хъуди,ruido
287,Lärm::N,хъуди,barullo
288,Laut::N,гьаракь,sonido
289,Laut::N,сас,sonido
290,Lied::N,кечӏ,canción
291,Ruhe::N,рахӏат,calma
292,Ruhe::N,рахӏат,silencio
293,Leute::N,гӏадамал,gente
294,Volk::N,халкъ,pueblo
295,Arbeit::N,хӏалтӏи,trabajo
296,Gast::N,гьобол,huésped
297,Gast::N,гьобол,invitado
298,Geschenk::N,сайигъат,regalo
299,Spiel::N,хӏай,juego
300,Spiel::N,расанди,juego
301,Gesellschaft::N,жамагӏат,compañía
302,Hilfe::N,кумек,ayuda
303,Hilfe::N,кумек,socorro
304,Freund::N,гьудул,amigo
305,Kamerad::N,гьалмагъ,camarada
306,Kamerad::N,гьалмагъ,compañero
307,Angelegenheit::N,къваригӏел,asunto
308,Anzahl::N,рикӏкӏен,cantidad
309,Art::N,жинс,tipo
310,Art::N,жинс,clase
311,Stück::N,кесек,pieza
312,Teil::N,пай,parte
313,Hälfte::N,бащдаб,mitad
314,Kreis::N,гор,círculo
315,Kreuz::N,хъанч,cruz
316,Linie::N,мухъ,línea
317,Strich::N,хӏучч,raya
318,Strich::N,хӏучч,trazo
319,Abstand::N,манзил,distancia
320,Entfernung::N,манзил,distancia
321,Gegend::N,рахъ,región
322,Gegend::N,рахъ,comarca
323,Platz::N,бакӏ,espacio
324,Ort::N,бакӏ,sitio
325,Seite::N,рахъ,lado
326,Seite::N,рахъ,costado
327,Mitte::N,бакьулъбакӏ,medio
328,Mitte::N,бакьулъбакӏ,centro
329,Gegenstand::N,жо,objeto
330,Sache::N,жо,cosa
331,Rand::N,мицӏир,borde
332,Kante::N,рагӏал,borde
333,Kante::N,рагӏа-ракьан,borde
334,Ecke::N,цили,esquina
335,Spitze::N,тӏогь,punta
336,Ende::N,кӏал,cabo
337,Ende::N,кӏал,extremo
338,Loch::N,каратӏ,agujero
339,Loch::N,каратӏ,abertura
340,Muster::N,накъиш,dibujo
341,Größe::N,кӏодо́лъи,tamaño
342,Länge::N,халалъи,longitud
343,Höhe::N,борхалъи,altura
344,Höhe::N,борхалъи,altitud
345,Gewicht::N,бакӏлъи,peso
346,Haufen::N,гъуни,montón
347,Reihe::N,ирга́,fila
348,Boot::N,раса,bote
349,Boot::N,раса,barca
350,Ruder::N,раххан,remo
351,Schlitten::N,чанагъ,trineo
352,Ski::N,лыжаби,esquí
353,Lagerfeuer::N,цӏа,hoguera
354,Last::N,бакӏлъи,carga
355,Gang::N,хьвади,marcha
356,Gang::N,хьвада-чӏвади,marcha
357,Schritt::N,гали,paso
358,Norden::N,шимал,norte
359,Süden::N,юг,sur
360,Süden::N,къибла,sur
361,Westen::N,гъарб,oeste
362,Westen::N,магъриб,oeste
363,Osten::N,шаркъ,este
364,Osten::N,машрикъ,este
365,Holz::N,цӏул,madera
366,Brett::N,хъарщи,tabla
367,Platte::N,къоно,placa
368,Platte::N,къоно,plancha
369,Stange::N,гӏер,vara
370,Stange::N,гӏер,percha
371,Stock::N,тӏил,palo
372,Stock::N,тӏил,bastón
373,Stab::N,гӏер,vara
374,Stab::N,гӏер,bastón
375,Rohr::N,турба,tubo
376,Haus::N,ригь,casa
377,Haus::N,рукъзал,casa
378,Heim::N,рукъ,hogar
379,Ofen::N,печь,estufa
380,Fußboden::N,чӏабар,suelo
381,Tisch::N,стол,mesa
382,Stuhl::N,бакӏу,silla
383,Wiege::N,кини,cuna
384,Bett::N,кровать,cama
385,Regal::N,хъарщи,estantería
386,Kiste::N,ящик,caja
387,Kiste::N,тӏалагъуд,caja
388,Fenster::N,гордо,ventana
389,Tür::N,нуцӏа,puerta
390,Tor::N,каву,puerta
391,Zaun::N,раци,valla
392,Zaun::N,раци,cercado
393,Dach::N,тӏох,techo
394,Dach::N,тӏох,tejado
395,Leiter::N,мали,escalera
396,Besen::N,жул,escoba
397,Spaten::N,бел,pala
398,Schaufel::N,раххан,pala
399,Schaufel::N,раххан,paleta
400,Gabel::N,гӏучӏ,tenedor
401,Löffel::N,гъуд,cuchara
402,Messer::N,нус,cuchillo
403,Nagel::N,магӏ,clavo
404,Netz::N,гьин,red
405,Haken::N,гъанцӏа,gancho
406,Haken::N,гъанцӏа,corchete
407,Griff::N,гӏоркь,asa
408,Griff::N,гӏоркь,mango
409,Schloss::N,кӏулал,cerradura
410,Bild::N,сурат,imagen
411,Puppe::N,нани,muñeca
412,Beutel::N,таргьа,bolsa
413,Bündel::N,къай,haz
414,Tasche::N,сумка,bolso
415,Tasche::N,къвачӏа,bolso
416,Eimer::N,ведро,cubo
417,Deckel::N,тӏалъел,tapa
418,Deckel::N,тӏалъел,tapadera
419,Deckel::N,дадитӏалъел,tapa
420,Deckel::N,дадитӏалъел,tapadera
421,Geschirr::N,цӏарагӏ,vajilla
422,Sack::N,хъап,saco
423,Sack::N,къандалъо,saco
424,Tasse::N,чашка,taza
425,Topf::N,хьаг,olla
426,Topf::N,хьаг,marmita
427,Kessel::N,хьаг,caldera
428,Kessel::N,гереги,caldera
429,Essen::N,тӏагӏам,comida
430,Nahrung::N,квен,alimento
431,Speise::N,квен,plato
432,Fleisch::N,гьан,carne
433,Getreide::N,бугӏа-ролъ,cereales
434,Getreide::N,могьолабл_культураби,cereales
435,Brei::N,карщ,puré
436,Brei::N,карщ,papilla
437,Brot::N,чед,pan
438,Scheibe::N,мочӏу,lonja
439,Scheibe::N,мочӏу,rebanada
440,Fett::N,беэнлъи,grasa
441,Butter::N,нах,mantequilla
442,Öl::N,нах,aceite
443,Salz::N,цӏам,sal
444,Suppe::N,чурпа,sopa
445,Honig::N,гьоцӏо,miel
446,Milch::N,рахь,leche
447,Tee::N,чай,té
448,Leder::N,тӏом,cuero
449,Wolle::N,квас,lana
450,Stoff::N,ххам,tela
451,Stoff::N,ххам,tejido
452,Nadel::N,рокӏкӏен,aguja
453,Faden::N,кун,hilo
454,Knopf::N,маргъал,botón
455,Knoten::N,гарацӏ,nudo
456,Farbe::N,релъен,pintura
457,Kleidung::N,ретӏел,ropa
458,Kleidung::N,ретӏел,vestidos
459,Hemd::N,гурде,camisa
460,Kragen::N,габур,cuello
461,Ärmel::N,къвал,manga
462,Hose::N,тӏажу,pantalón
463,Gürtel::N,рачел,cinturón
464,Mütze::N,тӏагъур,gorro
465,Stiefel::N,этек,bota
466,Stiefel::N,чакма,bota
467,Ring::N,баргъич,anillo
468,Band::N,лента,cinta
469,Kamm::N,гьоркьо,peine
470,Spiegel::N,матӏу,espejo
471,Riemen::N,рижу,correa
472,Decke::N,одея́ло,manta
473,Kissen::N,къандалъо,almohada
474,Tuch::N,квархьи,pañuelo
475,Handtuch::N,беркӏалрацӏцӏ,toalla
476,Kraft::N,гуч,fuerza
477,Kraft::N,къуват,fuerza
478,Stärke::N,хӏалкӏвей,fuerza
479,Gesundheit::N,сахлъи́,salud
480,Krankheit::N,унти,enfermedad
481,Krankheit::N,щокълъи,enfermedad
482,Schmerz::N,унти,dolor
483,Wunde::N,ругъун,llaga
484,Wunde::N,ругъун,herida
485,Fieber::N,цӏа-кан,fiebre
486,Arznei::N,дару,medicina
487,Arznei::N,дару,medicamento
488,Brücke::N,кьо,puente
489,Brunnen::N,гъуй,pozo
490,Weide::N,рицӏцӏ,pasto
491,Weide::N,лъичӏирма,pasto
492,Weide::N,гӏурдаллъи,pasto
493,Weide::N,ри́цӏигъветӏ,pasto
494,Weide::N,рицӏцӏигъветӏ,pasto
495,Pfad::N,сухъмахъ,sendero
496,Weg::N,нух,camino
497,Straße::N,нух,vía
498,Straße::N,нух,carretera
499,Dorf::N,росу,aldea
500,Dorf::N,росу,pueblo
501,Stadt::N,шагьар,ciudad
502,Brief::N,кагъат,carta
503,Brief::N,рисалат,carta
504,Buch::N,тӏехь,libro
505,Buchstabe::N,хӏарп,letra
506,Buchstabe::N,хӏарп,carácter
507,Zeitung::N,газет,diario
508,Zeitung::N,газет,periódico
509,Leben::N,яшав,vida
510,Tod::N,хвел,muerte
511,Grab::N,хоб,tumba
512,Grab::N,хоб,sepulcro
513,Kirche::N,килиса,iglesia
514,Sünde::N,хӏакъ,pecado
515,Sünde::N,мунагь,pecado
516,Gott::N,бичас,dios
517,Gott::N,аллагь,dios
518,Arbeiter::N,хӏалтӏухъан,obrero
519,Arbeiter::N,хӏалтӏухъан,trabajador
520,Chef::N,хӏаким,jefe
521,Chef::N,начальник,jefe
522,Meister::N,устар,maestro
523,Meister::N,мастер,maestro
524,Meister::N,махщалилав,maestro
525,Arzt::N,жайрахӏ,médico
526,Lehrer::N,мугӏалим,profesor
527,Geld::N,гӏарац,dinero
528,Laden::N,тукен,tienda
529,Preis::N,багьа,precio
530,Ware::N,къайи,mercancía
531,Nutzen::N,мунпагӏат,provecho
532,Reichtum::N,бечелъи,riqueza
533,Welt::N,дуниял,mundo
534,Land::N,улка,país
535,Land::N,икълим,país
536,Staat::N,пачалихъ,Estado
537,König::N,пача,rey
538,König::N,малик,rey
539,König::N,къирал,rey
540,König::N,падишагь,rey
541,Macht::N,кверщел,poder
542,Macht::N,кверщел,potencia
543,Grenze::N,гӏорхъи,frontera
544,Krieg::N,рагъ,guerra
545,Feind::N,тушман,enemigo
546,Gewalt::N,зулму,violencia
547,Kampf::N,къеркьей,lucha
548,Kampf::N,къеркьей,combate
549,Bogen[Waffe]::N,газаргъо,arco
550,Pfeil::N,чӏор,flecha
551,Gewehr::N,туманкӏ,fusil
552,Gewehr::N,туманкӏ,escopeta
553,Fehler::N,гъалатӏ,error
554,Lüge::N,гьереси,mentira
555,Schaden::N,зиян,daño
556,Schaden::N,зарал,daño
557,Unglück::N,балагь,desgracia
558,Schuld::N,гӏайиб,culpa
559,Alter::N,гӏумру,edad
560,Schluss::N,ахир,fin
561,Schluss::N,ахир,final
562,Zeit::N,заман,tiempo
563,Tag::N,къо,día
564,Morgen::N,радалмех,mañana
565,Mittag::N,къадемех,mediodía
566,Abend::N,релъедамех,noche
567,Nacht::N,сордо,noche
568,Woche::N,анкь,semana
569,Monat::N,моцӏ,mes
570,Jahr::N,сон,año
571,Jahr::N,лъагӏел,año
572,Frühling::N,их,primavera
573,Sommer::N,рии,verano
574,Herbst::N,хасалихълъи,otoño
575,Winter::N,кьин,invierno
576,Januar::N,январь,enero
577,Februar::N,февра́ль,febrero
578,März::N,март,marzo
579,April::N,апрель,abril
580,Mai::N,май,mayo
581,Juni::N,июнь,junio
582,Juli::N,июль,julio
583,August::N,август,agosto
584,September::N,сентябрь,septiembre
585,Oktober::N,октябрь,octubre
586,November::N,ноябрь,noviembre
587,Dezember::N,декабрь,diciembre
588,Montag::N,итни,lunes
589,Dienstag::N,талат,martes
590,Mittwoch::N,арбагӏ,miércoles
591,Donnerstag::N,хамиз,jueves
592,Freitag::N,рузман,viernes
593,Samstag::N,щамат,sábado
594,Sonntag::N,гьатӏан,domingo
595,groß::A,кӏудияб,grande
596,klein::A,гьитӏинаб,pequeño
597,lang::A,халатаб,largo
598,kurz::A,къокъаб,corto
599,breit::A,гӏебаб,ancho
600,schmal::A,къваридаб,estrecho
601,dicht::A,ризаб,denso
602,dick[Gegenstand]::A,бицатаб,grueso
603,dünn::A,тӏеренаб,fino
604,dünn::A,тӏеренаб,delgado
605,fein::A,тӏеренаб,fino
606,fein::A,тӏеренаб,delicado
607,fest::A,къвакӏараб,firme
608,fest::A,къвакӏараб,sólido
609,flach::A,чӏепараб,plano
610,glatt::A,цӏвакараб,liso
611,hart::A,кьварараб,duro
612,weich::A,тамахаб,muelle
613,rund::A,гургинаб,redondo
614,spitz::A,бегӏераб,agudo
615,spitz::A,бегӏераб,apuntado
616,scharf::A,рекӏараб,agudo
617,scharf::A,рекӏараб,afilado
618,stumpf::A,тӏехӏараб,sin filo
619,stumpf::A,рекӏинчӏеб,sin filo
620,schwer::A,бакӏаб,pesado
621,schön::A,берцинаб,bello
622,schön::A,берцинаб,hermoso
623,heiß::A,лагьараб,caluroso
624,warm::A,хинаб,cálido
625,warm::A,хинаб,caliente
626,kalt::A,квачараб,frío
627,kühl::A,квачараб,fresco
628,frisch::A,цӏияб,fresco
629,feucht::A,рагьараб,húmedo
630,nass::A,би́ччараб,mojado
631,trocken::A,бакъвараб,seco
632,leer::A,чӏобогояб,vacío
633,offen::A,рагьараб,abierto
634,geschlossen::A,рахараб-къараб,cerrado
635,sauber::A,бацӏцӏадаб,limpio
636,schmutzig::A,гъизараб,sucio
637,roh::A,хамаб,crudo
638,roh::A,гӏатӏгояб,crudo
639,reif::A,барщараб,maduro
640,lecker::A,тӏагӏамаб,rico
641,lecker::A,тӏагӏамаб,sabroso
642,süß::A,гьуинаб,dulce
643,bitter::A,кьогӏаб,amargo
644,sauer::A,цӏекӏаб,agrio
645,hell::A,канаб,claro
646,dunkel::A,бецӏаб,oscuro
647,schwarz::A,чӏегӏераб,negro
648,weiß::A,хъахӏаб,blanco
649,rot::A,багӏараб,rojo
650,gelb::A,гӏобилаб,amarillo
651,gelb::A,тӏогьилаб,amarillo
652,blau::A,хъахӏилаб,azul
653,grün::A,гӏурччинаб,verde
654,grau::A,накӏкӏуяб,gris
655,bunt::A,къвекӏаб,multicolor
656,bunt::A,чара-гъараб,multicolor
657,billig::A,учузаб,barato
658,teuer::A,хири́яб,caro
659,wertvoll::A,къиматаб,valioso
660,wertvoll::A,къиматаб,precioso
661,blind::A,беццаб,ciego
662,taub::A,гъугъаб,sordo
663,kräftig::A,гучаб,fuerte
664,stark::A,къуватаб,fuerte
665,stark::A,къуватаб,vigoroso
666,schwach::A,гӏажизаб,débil
667,fett::A,кьарияб,obeso
668,schlank::A,чергесаб,esbelto
669,hübsch::A,гьайбатаб,mono
670,hübsch::A,гьайбатаб,guapo
671,böse::A,ракӏквешаб,malo
672,dumm::A,гьагаб,tonto
673,dumm::A,гьагаб,estúpido
674,dumm::A,гӏантаб,tonto
675,dumm::A,гӏантаб,estúpido
676,faul::A,кӏохӏалаб,vago
677,faul::A,кӏохӏалаб,perezoso
678,faul::A,кӏухӏа́лаб,vago
679,faul::A,кӏухӏа́лаб,perezoso
680,fleißig::A,хӏаракатаб,aplicado
681,fleißig::A,хӏаракатаб,diligente
682,geizig::A,къарумаб,avaro
683,klug::A,лумияб,sensato
684,klug::A,лумияб,inteligente
685,geschickt::A,махщел бугев,hábil
686,lieb::A,гӏазизаб,querido
687,lustig::A,кепаб,alegre
688,sanft::A,хӏалимаб,suave
689,sanft::A,хӏере́наб,suave
690,hungrig::A,бакъараб,hambriento
691,krank::A,щокъаб,enfermo
692,krank::A,унтараб,enfermo
693,nackt::A,гӏицӏаб,desnudo
694,nackt::A,чӏанкӏараб,desnudo
695,traurig::A,пашманаб,triste
696,lebendig::A,чӏагояб,vivo
697,lebendig::A,чӏагояб,viviente
698,gut::A,лъикӏаб,bueno
699,schlecht::A,къадараб,malo
700,richtig::A,битӏараб,justo
701,richtig::A,битӏараб,correcto
702,schlimm::A,нажасаб,malo
703,schlimm::A,нажасаб,grave
704,schlimm::A,къабихӏаб,malo
705,schlimm::A,къабихӏаб,grave
706,wahr::A,хӏакъаб,verídico
707,wahr::A,хӏакъаб,verdadero
708,wahr::A,битӏараб,verídico
709,wahr::A,битӏараб,verdadero
710,alt::A,басрияб,viejo
711,neu::A,цӏияб,nuevo
712,ehemalig::A,цебе́госеб,antiguo
713,alt[Lebewesen]::A,хераб,viejo
714,jung::A,тӏинчӏаб,joven
715,jung::A,гӏолохъанаб,joven
716,arm::A,пакъираб,pobre
717,reich::A,бечедаб,rico
718,bekannt::A,лъалеб,conocido
719,berühmt::A,машгьураб,famoso
720,berühmt::A,машгьураб,célebre
721,fremd::A,чияр,extraño
722,verschieden::A,батӏи-батӏияб,diverso
723,verschieden::A,батӏи-батӏияб,distinto
724,verschieden::A,батӏи-батӏияб,diferente
725,nah::A,гӏагарда бугеб,cercano
726,fern::A,рикӏкӏадаб,lejano
727,linker::A,квегӏаб,izquierdo
728,rechter::A,кваранаб,derecho
729,anderer::A,батӏияб,otro
730,erster::A,тӏоцебесеб,primero
731,zweiter::A,кӏиабилеб,segundo
732,dritter::A,лъабабилеб,tercero
733,letzter::A,ахирисеб,último
734,allein::ADV,ялгъузго,a solo
735,auf einmal::ADV,цихӏинтӏаго,de una vez
736,zusammen::ADV,цойида,juntos
737,plötzlich::ADV,цойидасанго,de repente
738,sofort::ADV,гьебсагӏат,en seguida
739,jetzt::ADV,гьанже,ahora
740,heute::ADV,жакъа,hoy
741,morgen::ADV,метер,mañana
742,bald::ADV,гьабсагӏаталъ,pronto
743,bald::ADV,гьабсагӏаталъ,en breve
744,dann::ADV,цинги,luego
745,dann::ADV,цинги,entonces
746,gestern::ADV,сон,ayer
747,einst::ADV,цин,antaño
748,damals::ADV,гьебмехалъ,entonces
749,damals::ADV,гьебмехалда,entonces
750,danach::ADV,цинги,después
751,danach::ADV,хадуса,después
752,vorher::ADV,цебе,antes
753,zuerst::ADV,тӏоцебе,primero
754,einmal::ADV,цинцӏул,una vez
755,einmal::ADV,цихӏин,una vez
756,einmal::ADV,цоцӏул,una vez
757,manchmal::ADV,олоцӏул,a veces
758,oft::ADV,гӏемерго,a menudo
759,oft::ADV,гӏемерго,con frecuencia
760,immer::ADV,кидаго,siempre
761,niemals::ADV,киданиги,jamás
