,Concept_ID,lv,mn
61,Bauch::N,vēders,хэвлий
62,Bauch::N,vēders,гэдэс
63,Nabel::N,гӧг,хүйс
64,Nabel::N,naba,хүйс
65,Busen::N,морӧс,хөх
66,Busen::N,krūts,хөх
67,Brust::N,морӧс,цээж
68,Brust::N,krūts,цээж
69,Schulter::N,пельпом,мөр
70,Schulter::N,пельпом,бугалга
71,Schulter::N,plecs,мөр
72,Schulter::N,plecs,бугалга
73,Arm::N,ки,гар
74,Arm::N,roka,гар
75,Arm::N,delms,гар
76,Ellenbogen::N,гырддза,тохой
77,Ellenbogen::N,elkonis,тохой
78,Hand::N,ки,гар
79,Hand::N,ки,алга
80,Hand::N,roka,гар
81,Hand::N,roka,алга
82,Hand::N,plauksta,гар
83,Hand::N,plauksta,алга
84,Handfläche::N,ки пыдӧс,алга
85,Handfläche::N,delna,алга
86,Handfläche::N,plauksta,алга
87,Finger::N,чунь,хуруу
88,Finger::N,pirksts,хуруу
89,Fingernagel::N,гыж,хурууны хумс
90,Fingernagel::N,nags,хурууны хумс
91,Nagel[Anatomie]::N,гыж,хумс
92,Nagel[Anatomie]::N,nags,хумс
93,Zeh::N,кок чунь,хуруу
94,Zeh::N,pirksts,хуруу
95,Fuß::N,кок,хөл
96,Fuß::N,kāja,хөл
97,Ferse::N,кокбӧр,өсгий
98,Ferse::N,papēdis,өсгий
99,Knie::N,пидзӧс,өвдөг
100,Knie::N,celis,өвдөг
101,Oberschenkel::N,лядьвей,гуя
102,Oberschenkel::N,бек,гуя
103,Oberschenkel::N,ciska,гуя
104,Oberschenkel::N,augšstilbs,гуя
105,Bein::N,кок,хөл
106,Bein::N,kāja,хөл
107,Körper::N,туша,бие
108,Körper::N,вывтыр,бие
109,Körper::N,miesa,бие
110,Körper::N,ķermenis,бие
111,Haut::N,ку,арьс
112,Haut::N,āda,арьс
113,Blut::N,вир,цус
114,Blut::N,asins,цус
115,Ader::N,сӧн,судас
116,Ader::N,asinsvads,судас
117,Sehne::N,вез,бүлх
118,Sehne::N,вез,шандас
119,Sehne::N,dzīsla,бүлх
120,Sehne::N,dzīsla,шандас
121,Knochen::N,лы,яс
122,Knochen::N,kauls,яс
123,Gehirn::N,вем,тархи
124,Gehirn::N,smadzenes,тархи
125,Herz::N,сьӧлӧм,зүрх
126,Herz::N,sirds,зүрх
127,Magen::N,кынӧм,ходоод
128,Magen::N,kuņģis,ходоод
129,Leber::N,мус,элэг
130,Leber::N,aknas,элэг
131,Atem::N,лов,амьсгаа
132,Atem::N,elpa,амьсгаа
133,Hunger::N,тшыг,өлсгөлөн
134,Hunger::N,bads,өлсгөлөн
135,Hunger::N,izsalkums,өлсгөлөн
136,Träne::N,синва,нулимс
137,Träne::N,asara,нулимс
138,Geschmack::N,кӧр,амт
139,Geschmack::N,чӧсмӧс,амт
140,Geschmack::N,garša,амт
141,Geruch::N,зын,үнэр
142,Geruch::N,дук,үнэр
143,Geruch::N,smaka,үнэр
144,Schlaf::N,узьӧм,нойр
145,Schlaf::N,miegs,нойр
146,Traum::N,вӧт,зүүд
147,Traum::N,вӧтасьӧм,зүүд
148,Traum::N,sapnis,зүүд
149,Himmel::N,енэж,тэнгэр
150,Himmel::N,енэж,огторгуй
151,Himmel::N,debess,тэнгэр
152,Himmel::N,debess,огторгуй
153,Sonne::N,шонді,нар
154,Sonne::N,saule,нар
155,Mond::N,тӧлысь,сар
156,Mond::N,mēness,сар
157,Stern::N,кодзув,од
158,Stern::N,zvaigzne,од
159,Luft::N,сынӧд,агаар
160,Luft::N,gaiss,агаар
161,Wind::N,тӧв,салхи
162,Wind::N,vējš,салхи
163,Welle::N,гы,долгио
164,Welle::N,гы,давалгаа
165,Welle::N,vilnis,долгио
166,Welle::N,vilnis,давалгаа
167,Wasser::N,ва,ус
168,Wasser::N,ūdens,ус
169,Stein::N,из,чулуу
170,Stein::N,akmens,чулуу
171,Boden::N,му,хөрс
172,Boden::N,augsne,хөрс
173,Erde::N,му,газар
174,Erde::N,му,шороо
175,Erde::N,му-ва,газар
176,Erde::N,му-ва,шороо
177,Erde::N,zeme,газар
178,Erde::N,zeme,шороо
179,Staub::N,бус,тоос
180,Staub::N,putekļi,тоос
181,Rauch::N,тшын,утаа
182,Rauch::N,dūmi,утаа
183,Funke::N,кинь,оч
184,Funke::N,би кинь,оч
185,Funke::N,dzirkstele,оч
186,Feuer::N,би,гал
187,Feuer::N,uguns,гал
188,Licht::N,югӧр,гэрэл
189,Licht::N,югӧр,гэгээ
190,Licht::N,gaisma,гэрэл
191,Licht::N,gaisma,гэгээ
192,Schatten::N,вуджӧр,сүүдэр
193,Schatten::N,ēna,сүүдэр
194,Wetter::N,поводдя,тэнгэр
195,Wetter::N,поводдя,цаг уур
196,Wetter::N,laiks,тэнгэр
197,Wetter::N,laiks,цаг уур
198,Nebel::N,ру,будан
199,Nebel::N,онь,будан
200,Nebel::N,migla,будан
201,Wolke::N,кымӧр,үүл
202,Wolke::N,mākonis,үүл
203,Regen::N,зэр,бороо
204,Regen::N,lietus,бороо
205,Schnee::N,лым,цас
206,Schnee::N,sniegs,цас
207,Eis::N,йи,мөс
208,Eis::N,ledus,мөс
209,Frost::N,кӧдзыд,хүйт
210,Frost::N,sals,хүйт
211,Kälte::N,кӧдзыд,хүйт
212,Kälte::N,saltums,хүйт
213,Kälte::N,aukstums,хүйт
214,Hitze::N,пӧсь,халуун
215,Hitze::N,гожӧд,халуун
216,Hitze::N,karstums,халуун
217,Raureif::N,пуж,цан
218,Raureif::N,пуж,хяруу
219,Raureif::N,гыӧр,цан
220,Raureif::N,гыӧр,хяруу
221,Raureif::N,sarma,цан
222,Raureif::N,sarma,хяруу
223,Regenbogen::N,ӧшкамӧшка,солонго
224,Regenbogen::N,varavīksne,солонго
225,Donner::N,гым,тэнгэрийн дуу
226,Donner::N,pērkons,тэнгэрийн дуу
227,Strömung::N,ва ныр,урсгал
228,Strömung::N,визувтӧм,урсгал
229,Strömung::N,straume,урсгал
230,Strömung::N,strāvojums,урсгал
231,Tropfen::N,войт,дусал
232,Tropfen::N,lāse,дусал
233,Schaum::N,быг,хөөс
234,Schaum::N,быгзьӧм,хөөс
235,Schaum::N,putas,хөөс
236,Schmutz::N,няйт,хир
237,Schmutz::N,няйт,шавхай
238,Schmutz::N,dubļi,хир
239,Schmutz::N,dubļi,шавхай
240,See::N,ты,нуур
241,See::N,ezers,нуур
242,Sumpf::N,гыбад,намаг
243,Sumpf::N,гыбад,балчиг
244,Sumpf::N,кад,намаг
245,Sumpf::N,кад,балчиг
246,Sumpf::N,dumbrājs,намаг
247,Sumpf::N,dumbrājs,балчиг
248,Sumpf::N,staignājs,намаг
249,Sumpf::N,staignājs,балчиг
250,Moor::N,нюр,хүлрийн намаг
251,Moor::N,purvs,хүлрийн намаг
252,Moor::N,muklājs,хүлрийн намаг
253,Wiese::N,видз,нуга
254,Wiese::N,pļava,нуга
255,Wald::N,вӧр,ой
256,Wald::N,mežs,ой
257,Hügel::N,дзиб,болдог
258,Hügel::N,мыльк,болдог
259,Hügel::N,нӧрыс,болдог
260,Hügel::N,paugurs,болдог
261,Anhöhe::N,мыльк,гүвээ
262,Anhöhe::N,нӧрыс,гүвээ
263,Anhöhe::N,paugurs,гүвээ
264,Berg::N,чой,уул
265,Berg::N,керӧс,уул
266,Berg::N,kalns,уул
267,Gipfel::N,чук,орой
268,Gipfel::N,чук,оргил
269,Gipfel::N,virsotne,орой
270,Gipfel::N,virsotne,оргил
271,Höhle::N,рудӧг,агуй
272,Höhle::N,ala,агуй
273,Abhang::N,ньывк,хүр
274,Abhang::N,бокша,хүр
275,Abhang::N,nogāze,хүр
276,Quelle::N,ӧшмӧс,булаг
277,Quelle::N,avots,булаг
278,Bach::N,шор,горхи
279,Bach::N,urga,горхи
280,Bach::N,strauts,горхи
281,Fluss::N,ю,гол
282,Fluss::N,ю,мөрөн
283,Fluss::N,upe,гол
284,Fluss::N,upe,мөрөн
285,Ufer::N,вадор,эрэг
286,Ufer::N,krasts,эрэг
287,Küste::N,вадор,эрэг
288,Küste::N,piekraste,эрэг
289,Festland::N,му,хуурай газар
290,Festland::N,sauszeme,хуурай газар
291,Meer::N,саридз,далай
292,Meer::N,саридз,тэнгис
293,Meer::N,jūra,далай
294,Meer::N,jūra,тэнгис
295,Bucht::N,куръя,булан
296,Bucht::N,куръя,далайн тохой
297,Bucht::N,līcis,булан
298,Bucht::N,līcis,далайн тохой
299,Insel::N,ді,арал
300,Insel::N,sala,арал
301,Blume::N,дзоридз,цэцэг
302,Blume::N,puķe,цэцэг
303,Blume::N,zieds,цэцэг
304,Gras::N,турун,өвс
305,Gras::N,турун,ногоо
306,Gras::N,zāle,өвс
307,Gras::N,zāle,ногоо
308,Wurzel::N,вуж,үндэс
309,Wurzel::N,sakne,үндэс
310,Baum::N,пу,мод
311,Baum::N,koks,мод
312,Stamm::N,пучер,иш
313,Stamm::N,пучер,гуалин
314,Stamm::N,stumbrs,иш
315,Stamm::N,stumbrs,гуалин
316,Rinde::N,кырсь,холтос
317,Rinde::N,miza,холтос
318,Ast::N,ув,гишүү
319,Ast::N,zars,гишүү
320,Zweig::N,вож,салаа
321,Zweig::N,nozare,салаа
322,Blatt::N,кор,навч
323,Blatt::N,lapa,навч
324,Birke::N,кыдз,хус
325,Birke::N,bērzs,хус
326,Kiefer[Baum]::N,пожӧм,нарс
327,Kiefer[Baum]::N,priede,нарс
328,Weide[Baum]::N,бадь,уд
329,Weide[Baum]::N,бадь,бургас
330,Weide[Baum]::N,kārkls,уд
331,Weide[Baum]::N,kārkls,бургас
332,Tanne::N,коз,гачуур
333,Tanne::N,egle,гачуур
334,Horn::N,сюр,эвэр
335,Horn::N,rags,эвэр
336,Feder::N,гӧн,өд
337,Feder::N,тывборд,өд
338,Feder::N,spalva,өд
339,Fell::N,ку,арьс
340,Fell::N,āda,арьс
341,Flügel::N,борд,жигүүр
342,Flügel::N,борд,далавч
343,Flügel::N,spārns,жигүүр
344,Flügel::N,spārns,далавч
345,Klaue::N,гыж,савар
346,Klaue::N,гыж,хумс
347,Klaue::N,nags,савар
348,Klaue::N,nags,хумс
349,Kralle::N,гыж,савар
350,Kralle::N,nags,савар
351,Schwanz::N,бӧж,сүүл
352,Schwanz::N,ļipa,сүүл
353,Ei::N,кольк,өндөг
354,Ei::N,ola,өндөг
355,Nest::N,поз,үүр
356,Nest::N,ligzda,үүр
357,Bau::N,горс,нүх
358,Bau::N,горс,элүү
359,Bau::N,пырмӧс,нүх
360,Bau::N,пырмӧс,элүү
361,Bau::N,гу,нүх
362,Bau::N,гу,элүү
363,Bau::N,ala,нүх
364,Bau::N,ala,элүү
365,Tier::N,пемӧс,амьтан
366,Tier::N,пемӧс,адгуус
367,Tier::N,dzīvnieks,амьтан
368,Tier::N,dzīvnieks,адгуус
369,Herde::N,стада,сүрэг
370,Herde::N,кельӧб,сүрэг
371,Herde::N,ganāmpulks,сүрэг
372,Kuh::N,мӧс,үнээ
373,Kuh::N,govs,үнээ
374,Bulle::N,ӧш,бух
375,Bulle::N,bullis,бух
376,Pferd::N,вӧв,морь
377,Pferd::N,вӧв,адуу
378,Pferd::N,zirgs,морь
379,Pferd::N,zirgs,адуу
380,Schaf::N,ыж,хонь
381,Schaf::N,aita,хонь
382,Schwein::N,порсь,гахай
383,Schwein::N,cūka,гахай
384,Hund::N,пон,нохой
385,Hund::N,suns,нохой
386,Katze::N,кань,муур
387,Katze::N,кань,мигуй
388,Katze::N,kaķis,муур
389,Katze::N,kaķis,мигуй
390,Bär::N,ош,баавгай
391,Bär::N,lācis,баавгай
392,Eichhörnchen::N,ур,хэрэм
393,Eichhörnchen::N,vāvere,хэрэм
394,Elch::N,йӧра,хандгай
395,Elch::N,alnis,хандгай
396,Fuchs::N,руч,үнэг
397,Fuchs::N,lapsa,үнэг
398,Hase::N,кӧч,туулай
399,Hase::N,zaķis,туулай
400,Maus::N,шыр,хулгана
401,Maus::N,pele,хулгана
402,Wolf::N,кӧин,чоно
403,Wolf::N,vilks,чоно
404,Vogel::N,кай,шувуу
405,Vogel::N,лэбач,шувуу
406,Vogel::N,putns,шувуу
407,Schwarm::N,чукӧр,сүрэг
408,Schwarm::N,spiets,сүрэг
409,Huhn::N,курӧг,тахиа
410,Huhn::N,vista,тахиа
411,Hahn::N,петук,эр тахиа
412,Hahn::N,gailis,эр тахиа
413,Gans::N,дзодзӧг,галуу
414,Gans::N,zoss,галуу
415,Adler::N,кутш,бүргэд
416,Adler::N,ērglis,бүргэд
417,Ente::N,утка,нугас
418,Ente::N,pīle,нугас
419,Eule::N,сюзь,ууль
420,Eule::N,pūce,ууль
421,Kranich::N,тури,тогоруу
422,Kranich::N,dzērve,тогоруу
423,Krähe::N,рака,хэрээ
424,Krähe::N,vārna,хэрээ
425,Kuckuck::N,кӧк,хөхөө
426,Kuckuck::N,dzeguze,хөхөө
427,Schwan::N,юсь,хун
428,Schwan::N,gulbis,хун
429,Fisch::N,чери,загас
430,Fisch::N,zivs,загас
431,Barsch::N,ёкыш,алгана
432,Barsch::N,asaris,алгана
433,Hecht::N,сир,цурхай
434,Hecht::N,līdaka,цурхай
435,Schlange[Tier]::N,кый,могой
436,Schlange[Tier]::N,čūska,могой
437,Wurm::N,номыр,өт
438,Wurm::N,номыр,хорхой
439,Wurm::N,tārps,өт
440,Wurm::N,tārps,хорхой
441,Spinne::N,черань,аалз
442,Spinne::N,zirneklis,аалз
443,Ameise::N,кодзувкот,шоргоолж
444,Ameise::N,skudra,шоргоолж
445,Laus::N,той,бөөс
446,Laus::N,uts,бөөс
447,Mücke::N,ном,шумуул
448,Mücke::N,ods,шумуул
449,Fliege::N,гут,ялаа
450,Fliege::N,muša,ялаа
451,Schmetterling::N,бобув,эрвээхэй
452,Schmetterling::N,tauriņš,эрвээхэй
453,Beere::N,тусь,жимсгэнэ
454,Beere::N,вотӧс,жимсгэнэ
455,Beere::N,oga,жимсгэнэ
456,Apfel::N,яблӧг,алим
457,Apfel::N,ābols,алим
458,Pilz::N,тшак,мөөг
459,Pilz::N,sēne,мөөг
460,Zwiebel::N,луккок,сонгино
461,Zwiebel::N,йӧнгыль,сонгино
462,Zwiebel::N,sīpols,сонгино
463,Saat::N,тусь,тариа
464,Saat::N,кӧйдыс,тариа
465,Saat::N,sēkla,тариа
466,Korn::N,тусь,үр
467,Korn::N,тусь,мөхлөг
468,Korn::N,grauds,үр
469,Korn::N,grauds,мөхлөг
470,Heu::N,турун,өвс
471,Heu::N,siens,өвс
472,Schale::N,кор,хальс
473,Schale::N,čaula,хальс
474,Schale::N,čaumala,хальс
475,Grube::N,гу,алам
476,Grube::N,гу,нүх
477,Grube::N,bedre,алам
478,Grube::N,bedre,нүх
479,Falle::N,лэч,хавх
480,Falle::N,лэч,занга
481,Falle::N,slazds,хавх
482,Falle::N,slazds,занга
483,Falle::N,lamatas,хавх
484,Falle::N,lamatas,занга
485,Schlinge::N,лэч,урхи
486,Schlinge::N,cilpa,урхи
487,Spur::N,туй,мөр
488,Spur::N,pēda,мөр
489,Asche::N,пӧм,үнс
490,Asche::N,pelni,үнс
491,Dreck::N,няйт,хир
492,Dreck::N,dubļi,хир
493,Eisen::N,кӧрт,төмөр
494,Eisen::N,dzelzs,төмөр
495,Gold::N,зарни,алт
496,Gold::N,zelts,алт
497,Silber::N,эзысь,мөнгө
498,Silber::N,sudrabs,мөнгө
499,Kohle::N,шом,нүүрс
500,Kohle::N,ogle,нүүрс
501,Glas::N,стеклӧ,шил
502,Glas::N,stikls,шил
503,Lehm::N,сёй,шавар
504,Lehm::N,māls,шавар
505,Sand::N,лыа,элс
506,Sand::N,smiltis,элс
507,Mensch::N,морт,хүн
508,Mensch::N,cilvēks,хүн
509,Mann::N,аймӧрт,эр
510,Mann::N,аймӧрт,эрэгтэй
511,Mann::N,мужичӧй,эр
512,Mann::N,мужичӧй,эрэгтэй
513,Mann::N,vīrietis,эр
514,Mann::N,vīrietis,эрэгтэй
515,Frau::N,ань,эмэгтэй
516,Frau::N,ань,хатагтай
517,Frau::N,нывбаба,эмэгтэй
518,Frau::N,нывбаба,хатагтай
519,Frau::N,sieviete,эмэгтэй
520,Frau::N,sieviete,хатагтай
521,Kind::N,кага,хүүхэд
522,Kind::N,bērns,хүүхэд
523,Junge::N,пи,хүү
524,Junge::N,zēns,хүү
525,Junge::N,puika,хүү
526,Junge::N,puisis,хүү
527,Mädchen::N,ныв,охин
528,Mädchen::N,ныв,бүсгүй
529,Mädchen::N,meiča,охин
530,Mädchen::N,meiča,бүсгүй
531,Mädchen::N,skuķis,охин
532,Mädchen::N,skuķis,бүсгүй
533,Mädchen::N,meitene,охин
534,Mädchen::N,meitene,бүсгүй
535,Familie::N,семья,айл
536,Familie::N,ģimene,айл
537,Großvater::N,пӧль,өвгөн аав
538,Großvater::N,vecaistēvs,өвгөн аав
539,Großmutter::N,баб,эмэг эх
540,Großmutter::N,баб,эмгээ
541,Großmutter::N,vecāmāte,эмэг эх
542,Großmutter::N,vecāmāte,эмгээ
543,Eltern::N,ай-мам,эцэг эх
544,Eltern::N,бать-мам,эцэг эх
545,Eltern::N,vecāki,эцэг эх
546,Vater::N,бать,аав
547,Vater::N,бать,эцэг
548,Vater::N,ай,аав
549,Vater::N,ай,эцэг
550,Vater::N,tēvs,аав
551,Vater::N,tēvs,эцэг
552,Mutter::N,мам,эх
553,Mutter::N,мам,ээж
554,Mutter::N,māte,эх
555,Mutter::N,māte,ээж
556,Sohn::N,пи,хүү
557,Sohn::N,dēls,хүү
558,Tochter::N,ныв,охин
559,Tochter::N,meita,охин
560,Bruder::N,вок,ах
561,Bruder::N,вок,дүү
562,Bruder::N,brālis,ах
563,Bruder::N,brālis,дүү
564,Schwester::N,чой,эгч
565,Schwester::N,чой,охин дүү
566,Schwester::N,māsa,эгч
567,Schwester::N,māsa,охин дүү
568,Onkel::N,дядь,авга ах
569,Onkel::N,дядь,нагац ах
570,Onkel::N,tēvocis,авга ах
571,Onkel::N,tēvocis,нагац ах
572,Tante::N,тьӧт,авга эгч
573,Tante::N,тьӧт,нагац эгч
574,Tante::N,tante,авга эгч
575,Tante::N,tante,нагац эгч
576,Ehemann::N,верӧс,нөхөр
577,Ehemann::N,vīrs,нөхөр
578,Ehefrau::N,гӧтыр,эхнэр
579,Ehefrau::N,гӧтыр,гэргий
580,Ehefrau::N,sieva,эхнэр
581,Ehefrau::N,sieva,гэргий
582,Freude::N,радлун,баяр
583,Freude::N,радлун,баясгалан
584,Freude::N,prieks,баяр
585,Freude::N,prieks,баясгалан
586,Gelächter::N,серам,инээдэм
587,Gelächter::N,smiekli,инээдэм
588,Glück::N,шуд,жаргалан
589,Glück::N,laime,жаргалан
590,Kummer::N,шог,гаслан
591,Kummer::N,bēdas,гаслан
592,Kummer::N,raizes,гаслан
593,Wunsch::N,кӧсйӧм,ерөөл
594,Wunsch::N,vēlme,ерөөл
595,Wunsch::N,vēlējums,ерөөл
596,Lust::N,кыскӧм,дур
597,Lust::N,кыскӧм,хүсэл
598,Lust::N,радейтӧм,дур
599,Lust::N,радейтӧм,хүсэл
600,Lust::N,kāre,дур
601,Lust::N,kāre,хүсэл
602,Geist::N,лов,оюун
603,Geist::N,gars,оюун
604,Gedanke::N,мӧвп,сэтгэл
605,Gedanke::N,doma,сэтгэл
606,Gedächtnis::N,паметь,ой
607,Gedächtnis::N,паметь,цээж
608,Gedächtnis::N,atmiņa,ой
609,Gedächtnis::N,atmiņa,цээж
610,Verstand::N,вежӧр,ухаан
611,Verstand::N,prāts,ухаан
612,Sinn::N,мог,утга
613,Sinn::N,вежӧртас,утга
614,Sinn::N,nozīme,утга
615,Grund::N,помка,учир
616,Grund::N,pamats,учир
617,Grund::N,iemesls,учир
618,Wahrheit::N,збыль,үнэн
619,Wahrheit::N,збыльтор,үнэн
620,Wahrheit::N,taisnība,үнэн
621,Wahrheit::N,patiesība,үнэн
622,Gespräch::N,сёрни,яриа
623,Gespräch::N,saruna,яриа
624,Märchen::N,мойд,явган үлгэр
625,Märchen::N,pasaka,явган үлгэр
626,Erzählung::N,висьт,тууж
627,Erzählung::N,stāsts,тууж
628,Erzählung::N,nostāsts,тууж
629,Nachricht::N,юӧртӧм,мэдээ
630,Nachricht::N,ziņa,мэдээ
631,Neuigkeit::N,выльтор,сонин
632,Neuigkeit::N,jaunums,сонин
633,Name::N,ним,нэр
634,Name::N,vārds,нэр
635,Rätsel::N,нӧдкыв,оньсого
636,Rätsel::N,mīkla,оньсого
637,Rede::N,сёрни,хэлсэн үг
638,Rede::N,runa,хэлсэн үг
639,Sprache::N,кыв,хэл
640,Sprache::N,valoda,хэл
641,Stimme::N,гӧлӧс,дуу
642,Stimme::N,вом шы,дуу
643,Stimme::N,balss,дуу
644,Wort::N,кыв,үг
645,Wort::N,vārds,үг
646,Zeichen::N,пас,тамга
647,Zeichen::N,пас,тэмдэг
648,Zeichen::N,zīme,тамга
649,Zeichen::N,zīme,тэмдэг
650,Ruf::N,чукӧстчӧм,дуудлага
651,Ruf::N,корӧм,дуудлага
652,Ruf::N,sauciens,дуудлага
653,Lärm::N,шы,шуугиан
654,Lärm::N,шы,чимээ
655,Lärm::N,зык,шуугиан
656,Lärm::N,зык,чимээ
657,Lärm::N,зычитӧм,шуугиан
658,Lärm::N,зычитӧм,чимээ
659,Lärm::N,troksnis,шуугиан
660,Lärm::N,troksnis,чимээ
661,Laut::N,шы,анир
662,Laut::N,шы,дуу
663,Laut::N,skaņa,анир
664,Laut::N,skaņa,дуу
665,Ton::N,шы,авиа
666,Ton::N,шы,аялгуу
667,Ton::N,tonis,авиа
668,Ton::N,tonis,аялгуу
669,Lied::N,сьылан,дуу
670,Lied::N,сьыланкыв,дуу
671,Lied::N,dziesma,дуу
672,Ruhe::N,чӧв,энх
673,Ruhe::N,чӧв,тайван
674,Ruhe::N,miers,энх
675,Ruhe::N,miers,тайван
676,Leute::N,йӧз,хүмүүс
677,Leute::N,войтыр,хүмүүс
678,Leute::N,ļaudis,хүмүүс
679,Leute::N,cilvēki,хүмүүс
680,Volk::N,йӧз,улс
681,Volk::N,войтыр,улс
682,Volk::N,tauta,улс
683,Arbeit::N,удж,ажил
684,Arbeit::N,удж,хөдөлмөр
685,Arbeit::N,darbs,ажил
686,Arbeit::N,darbs,хөдөлмөр
687,Gast::N,гӧсть,зочин
688,Gast::N,гӧсть,айлчин
689,Gast::N,viešņa,зочин
690,Gast::N,viešņa,айлчин
691,Gast::N,ciemiņš,зочин
692,Gast::N,ciemiņš,айлчин
693,Geschenk::N,козин,бэлэг
694,Geschenk::N,dāvana,бэлэг
695,Spiel::N,ворсан,наадам
696,Spiel::N,ворсан,тоглоом
697,Spiel::N,rotaļa,наадам
698,Spiel::N,rotaļa,тоглоом
699,Gesellschaft::N,котыр,хамт байх
700,Gesellschaft::N,biedrība,хамт байх
701,Gesellschaft::N,kompānija,хамт байх
702,Hilfe::N,отсӧг,тусламж
703,Hilfe::N,palīdzība,тусламж
704,Freund::N,ёрт,найз
705,Freund::N,ёрт,нөхөр
706,Freund::N,draugs,найз
707,Freund::N,draugs,нөхөр
708,Kamerad::N,ёрт,хань
709,Kamerad::N,ёрт,нөхөр
710,Kamerad::N,biedrs,хань
711,Kamerad::N,biedrs,нөхөр
712,Angelegenheit::N,мог,хэрэг
713,Angelegenheit::N,делӧ,хэрэг
714,Angelegenheit::N,darīšana,хэрэг
715,Anzahl::N,лыд,тоо
716,Anzahl::N,тшӧт,тоо
717,Anzahl::N,skaits,тоо
718,Anzahl::N,daudzums,тоо
719,Art::N,сикас,төрөл
720,Art::N,сикас,янз
721,Art::N,suga,төрөл
722,Art::N,suga,янз
723,Art::N,šķira,төрөл
724,Art::N,šķira,янз
725,Stück::N,тор,хэсэг
726,Stück::N,gabals,хэсэг
727,Teil::N,юкӧн,хувь
728,Teil::N,юкӧн,хэсэг
729,Teil::N,daļa,хувь
730,Teil::N,daļa,хэсэг
731,Hälfte::N,пӧв,хагас
732,Hälfte::N,джын,хагас
733,Hälfte::N,puse,хагас
734,Kreis::N,кытш,тойрог
735,Kreis::N,кытш,хүрээ
736,Kreis::N,aplis,тойрог
737,Kreis::N,aplis,хүрээ
738,Kreis::N,riņķis,тойрог
739,Kreis::N,riņķis,хүрээ
740,Kreuz::N,перна,загалмай
741,Kreuz::N,крест,загалмай
742,Kreuz::N,krusts,загалмай
743,Linie::N,визь,шугам
744,Linie::N,līnija,шугам
745,Strich::N,визь,зураас
746,Strich::N,svītra,зураас
747,Abstand::N,кост,зай
748,Abstand::N,коласт,зай
749,Abstand::N,atstarpe,зай
750,Entfernung::N,ылна,зай
751,Entfernung::N,ылна,хол ойр
752,Entfernung::N,attālums,зай
753,Entfernung::N,attālums,хол ойр
754,Entfernung::N,atstatums,зай
755,Entfernung::N,atstatums,хол ойр
756,Gegend::N,му-ва,хавь
757,Gegend::N,му-ва,газар
758,Gegend::N,apvidus,хавь
759,Gegend::N,apvidus,газар
760,Gegend::N,apgabals,хавь
761,Gegend::N,apgabals,газар
762,Platz::N,ылдӧс,зай
763,Platz::N,ылдӧс,завсар
764,Platz::N,йир,зай
765,Platz::N,йир,завсар
766,Platz::N,гӧгӧртас,зай
767,Platz::N,гӧгӧртас,завсар
768,Platz::N,vieta,зай
769,Platz::N,vieta,завсар
770,Ort::N,ин,газар
771,Ort::N,ин,байр
772,Ort::N,места,газар
773,Ort::N,места,байр
774,Ort::N,vieta,газар
775,Ort::N,vieta,байр
776,Seite::N,бок,тал
