,Concept_ID,de,bg
0,Auge::N,Auge,око
1,Ohr::N,Ohr,ухо
2,Nase::N,Nase,нос
3,Mund::N,Mund,уста
4,Zahn::N,Zahn,зъб
5,Zunge::N,Zunge,език
6,Lippe::N,Lippe,устна
7,Wange::N,Wange,буза
8,Gesicht::N,Gesicht,лице
9,Gesicht::N,Gesicht,образ
10,Stirn::N,Stirn,чело
11,Haar::N,Haar,коса
12,Haar::N,Haar,косъм
13,Schnurrbart::N,Schnurrbart,мустаци
14,Bart::N,Bart,брада
15,Kinn::N,Kinn,брада
16,Kinn::N,Kinn,брадичка
17,Kiefer[Anatomie]::N,Kiefer,челюст
18,Kehle::N,Kehle,гърло
19,Hals::N,Hals,врат
20,Genick::N,Genick,тил
21,Kopf::N,Kopf,глава
22,Rücken::N,Rücken,гръб
23,Bauch::N,Bauch,корем
24,Nabel::N,Nabel,пъп
25,Busen::N,Busen,бозка
26,Brust::N,Brust,гръд
27,Schulter::N,Schulter,рамо
28,Schulter::N,Schulter,плещи
29,Arm::N,Arm,ръка
30,Ellenbogen::N,Ellenbogen,лакът
31,Hand::N,Hand,ръка
32,Hand::N,Hand,китка
33,Handfläche::N,Handfläche,длан
34,Finger::N,Finger,пръст
35,Fingernagel::N,Fingernagel,нокът
36,Nagel[Anatomie]::N,Nagel,нокът
37,Zeh::N,Zeh,пръст на крак
38,Fuß::N,Fuß,крак
39,Fuß::N,Fuß,нога
40,Ferse::N,Ferse,пета
41,Knie::N,Knie,коляно
42,Oberschenkel::N,Oberschenkel,бедро
43,Bein::N,Bein,крак
44,Bein::N,Bein,нога
45,Körper::N,Körper,тяло
46,Haut::N,Haut,кожа
47,Blut::N,Blut,кръв
48,Ader::N,Ader,вена
49,Ader::N,Ader,артерия
50,Sehne::N,Sehne,жила
51,Sehne::N,Sehne,сухожилие
52,Knochen::N,Knochen,кост
53,Gehirn::N,Gehirn,мозък
54,Herz::N,Herz,сърце
55,Magen::N,Magen,стомах
56,Leber::N,Leber,черен дроб
57,Atem::N,Atem,дишане
58,Hunger::N,Hunger,глад
59,Träne::N,Träne,сълза
60,Geschmack::N,Geschmack,вкус
61,Geruch::N,Geruch,миризма
62,Schlaf::N,Schlaf,сън
63,Traum::N,Traum,сън
64,Himmel::N,Himmel,небе
65,Sonne::N,Sonne,слънце
66,Mond::N,Mond,луна
67,Mond::N,Mond,месец
68,Stern::N,Stern,звезда
69,Luft::N,Luft,въздух
70,Wind::N,Wind,вятър
71,Welle::N,Welle,вълна
72,Wasser::N,Wasser,вода
73,Stein::N,Stein,камък
74,Boden::N,Boden,земя
75,Boden::N,Boden,почва
76,Erde::N,Erde,земя
77,Erde::N,Erde,почва
78,Staub::N,Staub,прах
79,Rauch::N,Rauch,дим
80,Rauch::N,Rauch,пушек
81,Funke::N,Funke,искра
82,Feuer::N,Feuer,огън
83,Licht::N,Licht,светлина
84,Schatten::N,Schatten,сянка
85,Wetter::N,Wetter,време
86,Nebel::N,Nebel,мъгла
87,Wolke::N,Wolke,облак
88,Regen::N,Regen,дъжд
89,Schnee::N,Schnee,сняг
90,Eis::N,Eis,лед
91,Frost::N,Frost,мраз
92,Kälte::N,Kälte,студ
93,Hitze::N,Hitze,жега
94,Hitze::N,Hitze,горещина
95,Raureif::N,Raureif,скреж
96,Raureif::N,Raureif,слана
97,Regenbogen::N,Regenbogen,дъга
98,Donner::N,Donner,гръм
99,Strömung::N,Strömung,течение
100,Tropfen::N,Tropfen,капка
101,Schaum::N,Schaum,пяна
102,Schmutz::N,Schmutz,кал
103,Schmutz::N,Schmutz,мръсотия
104,See::N,See,езеро
105,Sumpf::N,Sumpf,блато
106,Moor::N,Moor,мочурище
107,Wiese::N,Wiese,ливада
108,Wald::N,Wald,гора
109,Hügel::N,Hügel,рид
110,Hügel::N,Hügel,хълм
111,Anhöhe::N,Anhöhe,могила
112,Anhöhe::N,Anhöhe,възвишение
113,Berg::N,Berg,планина
114,Gipfel::N,Gipfel,връх
115,Höhle::N,Höhle,пещера
116,Abhang::N,Abhang,склон
117,Abhang::N,Abhang,стръмнина
118,Quelle::N,Quelle,извор
119,Bach::N,Bach,поток
120,Fluss::N,Fluss,река
121,Ufer::N,Ufer,бряг
122,Küste::N,Küste,бряг
123,Küste::N,Küste,крайбрежие
124,Festland::N,Festland,суша
125,Meer::N,Meer,море
126,Bucht::N,Bucht,залив
127,Insel::N,Insel,остров
128,Blume::N,Blume,цвете
129,Gras::N,Gras,трева
130,Wurzel::N,Wurzel,корен
131,Baum::N,Baum,дърво
132,Stamm::N,Stamm,стъбло
133,Rinde::N,Rinde,кора
134,Ast::N,Ast,клон
135,Zweig::N,Zweig,клон
136,Blatt::N,Blatt,лист
137,Birke::N,Birke,бреза
138,Kiefer[Baum]::N,Kiefer,бор
139,Weide[Baum]::N,Weide,върба
140,Tanne::N,Tanne,ела
141,Horn::N,Horn,рог
142,Feder::N,Feder,перо
143,Fell::N,Fell,кожа
144,Flügel::N,Flügel,крило
145,Klaue::N,Klaue,нокът
146,Kralle::N,Kralle,нокът
147,Schwanz::N,Schwanz,опашка
148,Ei::N,Ei,яйце
149,Nest::N,Nest,гнездо
150,Bau::N,Bau,дупка
151,Tier::N,Tier,животно
152,Herde::N,Herde,стадо
153,Kuh::N,Kuh,крава
154,Bulle::N,Bulle,бик
155,Pferd::N,Pferd,кон
156,Schaf::N,Schaf,овца
157,Schwein::N,Schwein,свиня
158,Hund::N,Hund,куче
159,Katze::N,Katze,котка
160,Bär::N,Bär,мечка
161,Eichhörnchen::N,Eichhörnchen,катерица
162,Elch::N,Elch,лос
163,Fuchs::N,Fuchs,лисица
164,Hase::N,Hase,заек
165,Maus::N,Maus,мишка
166,Wolf::N,Wolf,вълк
167,Vogel::N,Vogel,птица
168,Schwarm::N,Schwarm,рой
169,Schwarm::N,Schwarm,рояк
170,Huhn::N,Huhn,кокошка
171,Hahn::N,Hahn,петел
172,Gans::N,Gans,гъска
173,Adler::N,Adler,орел
174,Ente::N,Ente,патица
175,Eule::N,Eule,сова
176,Kranich::N,Kranich,жерав
177,Krähe::N,Krähe,врана
178,Kuckuck::N,Kuckuck,кукувица
179,Schwan::N,Schwan,лебед
180,Fisch::N,Fisch,риба
181,Barsch::N,Barsch,костур
182,Hecht::N,Hecht,щука
183,Schlange[Tier]::N,Schlange,змия
184,Wurm::N,Wurm,червей
185,Spinne::N,Spinne,паяк
186,Ameise::N,Ameise,мравка
187,Laus::N,Laus,въшка
188,Mücke::N,Mücke,комар
189,Fliege::N,Fliege,муха
190,Schmetterling::N,Schmetterling,пеперуда
191,Beere::N,Beere,плод
192,Apfel::N,Apfel,ябълка
193,Pilz::N,Pilz,гъба
194,Zwiebel::N,Zwiebel,лук
195,Zwiebel::N,Zwiebel,кромид
196,Saat::N,Saat,семе
197,Korn::N,Korn,зърно
198,Heu::N,Heu,сено
199,Schale::N,Schale,кора
200,Grube::N,Grube,яма
201,Grube::N,Grube,дупка
202,Falle::N,Falle,примка
203,Schlinge::N,Schlinge,клуп
204,Spur::N,Spur,диря
205,Spur::N,Spur,следа
206,Asche::N,Asche,пепел
207,Dreck::N,Dreck,кал
208,Eisen::N,Eisen,желязо
209,Gold::N,Gold,злато
210,Silber::N,Silber,сребро
211,Kohle::N,Kohle,въглища
212,Glas::N,Glas,стъкло
213,Lehm::N,Lehm,глина
214,Sand::N,Sand,пясък
215,Mensch::N,Mensch,човек
216,Mann::N,Mann,мъж
217,Frau::N,Frau,жена
218,Kind::N,Kind,дете
219,Junge::N,Junge,момче
220,Mädchen::N,Mädchen,момиче
221,Familie::N,Familie,фамилия
222,Familie::N,Familie,семейство
223,Großvater::N,Großvater,дядо
224,Großmutter::N,Großmutter,баба
225,Eltern::N,Eltern,родители
226,Vater::N,Vater,баща
227,Mutter::N,Mutter,майка
228,Sohn::N,Sohn,син
229,Tochter::N,Tochter,дъщеря
230,Bruder::N,Bruder,брат
231,Schwester::N,Schwester,сестра
232,Onkel::N,Onkel,чичо
233,Onkel::N,Onkel,вуйчо
234,Tante::N,Tante,леля
235,Ehemann::N,Ehemann,съпруг
236,Ehefrau::N,Ehefrau,съпруга
237,Freude::N,Freude,радост
238,Gelächter::N,Gelächter,смях
239,Glück::N,Glück,щастие
240,Kummer::N,Kummer,тъга
241,Wunsch::N,Wunsch,желание
242,Lust::N,Lust,желание
243,Geist::N,Geist,дух
244,Gedanke::N,Gedanke,мисъл
245,Gedächtnis::N,Gedächtnis,памет
246,Verstand::N,Verstand,ум
247,Verstand::N,Verstand,разум
248,Sinn::N,Sinn,смисъл
249,Grund::N,Grund,причина
250,Wahrheit::N,Wahrheit,правда
251,Gespräch::N,Gespräch,разговор
252,Märchen::N,Märchen,приказка
253,Erzählung::N,Erzählung,разказ
254,Nachricht::N,Nachricht,вест
255,Nachricht::N,Nachricht,известие
256,Neuigkeit::N,Neuigkeit,новина
257,Name::N,Name,име
258,Rätsel::N,Rätsel,гатанка
259,Rede::N,Rede,реч
260,Rede::N,Rede,слово
261,Sprache::N,Sprache,език
262,Stimme::N,Stimme,глас
263,Wort::N,Wort,дума
264,Zeichen::N,Zeichen,знак
265,Ruf::N,Ruf,зов
266,Lärm::N,Lärm,шум
267,Lärm::N,Lärm,глъчка
268,Laut::N,Laut,звук
269,Ton::N,Ton,тон
270,Lied::N,Lied,песен
271,Ruhe::N,Ruhe,тишина
272,Ruhe::N,Ruhe,спокойствие
273,Leute::N,Leute,хора
274,Volk::N,Volk,народ
275,Arbeit::N,Arbeit,труд
276,Arbeit::N,Arbeit,работа
277,Gast::N,Gast,гост
278,Geschenk::N,Geschenk,дар
279,Geschenk::N,Geschenk,подарък
280,Spiel::N,Spiel,игра
281,Gesellschaft::N,Gesellschaft,общество
282,Hilfe::N,Hilfe,помощ
283,Freund::N,Freund,приятел
284,Kamerad::N,Kamerad,другар
285,Angelegenheit::N,Angelegenheit,работа
286,Anzahl::N,Anzahl,брой
287,Anzahl::N,Anzahl,количество
288,Art::N,Art,вид
289,Stück::N,Stück,къс
290,Stück::N,Stück,парче
291,Teil::N,Teil,дял
292,Teil::N,Teil,част
293,Hälfte::N,Hälfte,половина
