,Concept_ID,ka,ml
593,geschlossen::A,დახურული,അടച്ച
594,sauber::A,სუფთა,വൃത്തിയുള്ള
595,sauber::A,წმინდა,വൃത്തിയുള്ള
596,schmutzig::A,ტალახიანი,അഴുക്കുനിറഞ്ഞ
597,roh::A,უმი,അസംസ്കൃതമായ
598,reif::A,მწიფე,പഴുത്ത
599,lecker::A,გემრიელი,രുചികരമായ
600,süß::A,ტკბილი,മധുരമുള്ള
601,bitter::A,მწარე,കടുത്ത
602,sauer::A,მჟავე,പുളിപ്പുള്ള
603,hell::A,ნათელი,ജ്വലിക്കുന്ന
604,dunkel::A,ბნელი,ഇരുണ്ട
605,schwarz::A,შავი,കറുത്ത
606,weiß::A,თეთრი,വെളുത്ത
607,rot::A,წითელი,ചുവന്ന
608,gelb::A,ყვითელი,മഞ്ഞനിറമായ
609,blau::A,ლურჯი,നീലനിറമുള്ള
610,blau::A,ცისფერი,നീലനിറമുള്ള
611,grün::A,მწვანე,പച്ചനിറമുള്ള
612,grau::A,რუხი,ചാരനിറത്തിലുള്ള
613,grau::A,ნაცრისფერი,ചാരനിറത്തിലുള്ള
614,bunt::A,ჭრელი,വർണ്ണശബളമായ
615,bunt::A,ფერადი,വർണ്ണശബളമായ
616,billig::A,იაფი,വിലകുറഞ്ഞ
617,teuer::A,ძვირი,ചെലവേറിയ
618,wertvoll::A,ღირსიანი,വിലപിടിപ്പുള്ള
619,blind::A,ბრმა,അന്ധനായ
620,taub::A,ყრუ,കേൾവിക്കുറവുള്ള
621,kräftig::A,ძალავანი,ശക്തിയുള്ള
622,stark::A,ძლიერი,ബലമുള്ള
623,stark::A,ღონიერი,ബലമുള്ള
624,schwach::A,სუსტი,ക്ഷീണിച്ച
625,fett::A,სქელი,കൊഴുപ്പുള്ള
626,schlank::A,გამხდარი,മെലിഞ്ഞ
627,hübsch::A,ეშხიანი,മനോഹരമായ
628,hübsch::A,მშვენიერი,മനോഹരമായ
629,böse::A,ავი,പാപിയായ
630,böse::A,ბოროტი,പാപിയായ
631,dumm::A,ბოთე,വിവരംകെട്ട
632,dumm::A,სულელი,വിവരംകെട്ട
633,faul::A,ზანტი,അലസനായ
634,faul::A,ზარმაცი,അലസനായ
635,fleißig::A,ბეჯითი,അദ്ധ്വാനശീലമുള്ള
636,fleißig::A,მუყაითი,അദ്ധ്വാനശീലമുള്ള
637,geizig::A,ძუნწი,പിശുക്കനായ
638,klug::A,ჭკვიანი,ബുദ്ധിസാമർഥ്യമുള്ള
639,geschickt::A,მარჯვე,പ്രതിഭാശാലി
640,geschickt::A,გაწაფული,പ്രതിഭാശാലി
641,lieb::A,სატრფიალო,പ്രിയപ്പെട്ട
642,lustig::A,მხიარული,ആനന്ദകരമായ
643,sanft::A,ალერსიანი,സൌമ്യമായ
644,sanft::A,გრძნობიერი,സൌമ്യമായ
645,hungrig::A,მშიერი,വിശപ്പുള്ള
646,krank::A,სნეული,അസുഖമുള്ള
647,krank::A,ავადმყოფი,അസുഖമുള്ള
648,nackt::A,ტიტველი,നഡമായ
649,traurig::A,მწუხარე,വിഷമമുള്ള
650,traurig::A,სევდიანი,വിഷമമുള്ള
651,lebendig::A,ცოცხალი,ഉപജീവനം
652,gut::A,კარგი,നല്ല
653,schlecht::A,უხეირო,മോശമായ
654,richtig::A,ნამდვილი,ശരിയായ
655,schlimm::A,ცუდი,വൃത്തികെട്ട
656,wahr::A,სწორი,ശരിയായ
657,wahr::A,ჭეშმარიტი,ശരിയായ
658,alt::A,ძველი,പഴയ
659,neu::A,ახალი,പുതിയ
660,ehemalig::A,ყოფილი,മുൻ
661,alt[Lebewesen]::A,ბებერი,വയസ്സുള്ള
662,jung::A,ნორჩი,കൌമാരമായ
663,jung::A,ახალგაზრდა,കൌമാരമായ
664,arm::A,ღარიბი,പാവപ്പെട്ട
665,reich::A,მდიდარი,സമ്പന്നമായ
666,bekannt::A,ცნობილი,പരിചിതമായ
667,berühmt::A,გამოჩენილი,പ്രശസ്തനായ
668,fremd::A,უცხო,വൈദേശികമായ
669,fremd::A,გარეშე,വൈദേശികമായ
670,verschieden::A,სხვაგვარი,വ്യത്യസ്തമായ
671,nah::A,ახლო,അരികത്തുള്ള
672,fern::A,შორი,അകലെയുള്ള
673,fern::A,შორეული,അകലെയുള്ള
674,linker::A,მარცხენა,അവശേഷിച്ച
675,rechter::A,მარჯვენა,വലത്തേ
676,anderer::A,სხვა,മറ്റുള്ള
677,erster::A,პირველი,ആദ്യത്തെ
678,zweiter::A,მეორე,രണ്ടാം
679,dritter::A,მესამე,മൂന്നാമത്
680,letzter::A,ბოლო,അവസാനത്തെ
681,letzter::A,უკანასკნელი,അവസാനത്തെ
682,allein::ADV,მარტო,തനിച്ചുള്ള
683,auf einmal::ADV,ერთდროულად,ഉടന്
684,zusammen::ADV,ერთად,ഒരുമിച്ച
685,lange::ADV,დიდხანს,നീണ്ട_കാലത്തേയ്ക്ക്
686,plötzlich::ADV,მოულოდნელად,പെട്ടെന്ന്
687,sofort::ADV,ახლავე,തത്ക്ഷണം
688,später::ADV,მოგვიანებით,പിന്നീട്
689,jetzt::ADV,ახლა,ഇപ്പോൾ
690,heute::ADV,დღეს,ഇന്ന്
691,morgen::ADV,ხვალ,നാളെ
692,bald::ADV,მალე,ഉടനെ
693,dann::ADV,მერე,അപ്പോൾ
694,gestern::ADV,გუშინ,ഇന്നലെ
695,einst::ADV,ოდესღაც,പണ്ടൊരിക്കല്
696,damals::ADV,მაშინ,അപ്പോൾ
697,danach::ADV,მერმე,പിന്നീട്
698,danach::ADV,შემდეგ,പിന്നീട്
699,vorher::ADV,ადრე,മുൻപ്
700,vorher::ADV,წინათ,മുൻപ്
701,zuerst::ADV,ჯერ,ആദ്യം
702,einmal::ADV,ერთხელ,ഒരിക്കൽ
703,manchmal::ADV,ხან,ചിലപ്പോൾ
704,manchmal::ADV,ზოგჯერ,ചിലപ്പോൾ
705,oft::ADV,ხშირად,പലപ്പോഴും
706,immer::ADV,მუდამ,എപ്പോഴും
707,immer::ADV,ყოველთვის,എപ്പോഴും
708,niemals::ADV,არასდროს,ഒരിക്കലും
709,hier::ADV,აქ,ഇവിടെ
710,hierhin::ADV,აქეთ,ഇവിടേക്ക്
711,von hier::ADV,აქედან,ഇവിടെനിന്ന്
712,dort::ADV,იქ,അവിടെ
713,dorthin::ADV,იქით,അവിടേക്ക്
714,geradeaus::ADV,პირდაპირ,മുമ്പിൽ
715,geradeaus::ADV,პირდაპირ,മുമന്നോട്ട്
716,vorwärts::ADV,წინ,മുന്നോട്ട്
717,rückwärts::ADV,უკან,തലതിരിച്ച്
718,zurück::ADV,უკანვე,പുറകിലേക്ക്
719,unten::ADV,დაბლა,താഴെ
720,unten::ADV,ქვევით,താഴെ
721,hinab::ADV,ძირს,താഴേക്ക്
722,oben::ADV,ზემოთ,മുകളിൽ
723,hinauf::ADV,ზევით,മുകളിൽ
724,überall::ADV,ყველგან,എല്ലായിടത്തും
725,nicht::ADV,არ,ഇല്ല
726,ein wenig::ADV,ცოტა,കുറച്ച്
727,kaum::ADV,ძლივს,കഷ്ടിച്ച്
728,sehr::ADV,მეტად,വളരെ
729,sehr::ADV,ძალიან,വളരെ
730,so::ADV,ისე,അങ്ങനെ
731,noch::ADV,ჯერ,ഇപ്പോഴും
732,nur::ADV,მხოლოდ,മാത്രം
733,schon::ADV,უკვე,നേരത്തേ തന്നെ
734,wieder::ADV,ისევ,വീണ്ടും
735,wieder::ADV,კიდევ,വീണ്ടും
736,vergebens::ADV,ამაოდ,വിഫല
737,vergebens::ADV,ტყუილად,വിഫല
738,vor::PRP,წინ,മുമ്പിൽ
739,hinter::PRP,უკან,പുറകിൽ
740,hinter::PRP,მიღმა,പുറകിൽ
741,unter::PRP,ქვეშ,കീഴിൽ
742,unter::PRP,ქვევით,കീഴിൽ
743,durch::PRP,გავლით,ഉള്ളിലൂടെ
744,neben::PRP,გვერდით,അടുത്ത്
745,zwischen::PRP,შუა,ഇടയ്ക്ക്
746,zwischen::PRP,შორის,ഇടയ്ക്ക്
747,wegen::PRP,გამო,നിമിത്തം
748,wegen::PRP,შედეგად,നിമിത്തം
749,dies::PRN,ეს,ഇത്
750,das::PRN,ეგ,അത്
751,alles::PRN,ყველაფერი,എല്ലാം
752,ich::PRN,მე,ഞാൻ
753,du::PRN,შენ,നിങ്ങൾ
754,er::PRN,ის,അദ്ദേഹം
755,er::PRN,ის,അയാൾ
756,er::PRN,ის,അവൻ
757,er::PRN,ის,അവർ
758,er::PRN,ის,അവൾ
759,er::PRN,იგი,അദ്ദേഹം
760,er::PRN,იგი,അയാൾ
761,er::PRN,იგი,അവൻ
762,er::PRN,იგი,അവർ
763,er::PRN,იგი,അവൾ
764,wir::PRN,ჩვენ,നമ്മൾ
765,ihr::PRN,თქვენ,നിങ്ങൾ
766,sie::PRN,ისინი,അവർ
767,was::FPRN,რა,എന്ത്
768,wer::FPRN,ვინ,ആര്
769,wo::FADV,სად,എവിടെ
770,wohin::FADV,საით,എവിടേക്ക്
771,wie::FADV,როგორ,എങ്ങനെ
772,warum::FADV,რაზე,എന്തുകൊണ്ട്
773,warum::FADV,რატომ,എന്തുകൊണ്ട്
774,wieviel::FNUM,რამდენი,എത്ര
775,eins::NUM,ერთი,ഒന്ന്
776,zwei::NUM,ორი,രണ്ട്
777,drei::NUM,სამი,മൂന്ന്
778,vier::NUM,ოთხი,നാല്
779,fünf::NUM,ხუთი,അഞ്ച്
780,sechs::NUM,ექვსი,ആറ്
781,sieben::NUM,შვიდი,ഏഴ്
782,acht::NUM,რვა,എട്ട്
783,neun::NUM,ცხრა,ഒമ്പത്
784,zehn::NUM,ათი,പത്ത്
785,elf::NUM,თერთმეტი,പതിനൊന്ന്
786,zwölf::NUM,თორმეტი,പന്ത്രണ്ട്
787,zwanzig::NUM,ოცი,ഇരുപത്
788,dreißig::NUM,ოცდაათი,മുപ്പത്
789,vierzig::NUM,ორმოცი,നാൽപ്പത്
790,fünfzig::NUM,ორმოცდაათი,അൻപത്
791,sechzig::NUM,სამოცი,അറുപത്
792,siebzig::NUM,სამოცდაათი,എഴുപത്
793,achtzig::NUM,ოთხმოცი,എൺപത്
794,neunzig::NUM,ოთხმოცდაათი,തൊണ്ണൂറ്
795,hundert::NUM,ასი,നൂറ്
796,tausend::NUM,ათასი,ആയിരം
797,und::CNJ,და,ഉം
798,oder::CNJ,ან,അഥവാ
799,stehen::V,დგას,നിൽക്കുക
800,sitzen::V,ზის,ഇരിക്കുക
801,liegen::V,აწევს,കിടക്കുക
802,hängen::V,კიდია,തൂങ്ങുക
803,werden::V,გახდება,ആയിത്തീരുക
804,passieren::V,მოხდება,സംഭവിക്കുക
805,beginnen::V,იწყება,ആരംഭിക്കുക
806,enden::V,გათავდება,അവസാനിപ്പിക്കുക
807,wechseln::V,იცვლება,മാറ്റുക
808,aufgehen[Sonne]::V,ამოდის,ഉയരുക
809,untergehen[Sonne]::V,ჩადის,അടുക്കി_വയ്ക്കുക
810,scheinen[Sonne]::V,ანათებს,പ്രകാശിക്കുക
811,donnern::V,ქუხს,ഇടിവെട്ടുക
812,wehen::V,ქრის,വീശുക
813,wehen::V,დაუბერავს,വീശുക
814,strömen::V,იღვრება,ഒഴുകുക
815,fließen::V,დის,ഒഴുകുക
816,fließen::V,მიედინება,ഒഴുകുക
817,sich drehen::V,ტრიალებს,ചുറ്റുക
818,sich drehen::V,ტრიალებს,കറക്കുക
819,schwanken::V,ირხევა,ഇരുവശത്തേയ്ക്കും_ആടുക
820,schwingen::V,ირხევა,ആടുക
821,fallen::V,დავარდება,വീഴുക
822,brennen::V,იწვის,കത്തുക
823,rauchen::V,ბოლავს,പുകയുക
824,rauchen::V,აბოლებს,പുകയുക
825,regnen::V,წვიმს,മഴ_പെയ്യുക
826,gefrieren::V,იყინება,തണത്ത്_മരവിക്കുക
827,tauen::V,დნება,അലിയുക
828,schmelzen::V,დნება,ഉരുകുക
829,trocknen::V,გაშრება,വരളുക
830,sieden::V,დუღს,തിളപ്പിക്കുക
831,faulen::V,ლპება,ചീയുക
832,verfaulen::V,ლპება,അഴുകുക
833,reißen::V,დაიხევა,ശബ്ദത്തോടെ_മുറിയുക
834,versinken::V,ეფლობა,മുക്കുക
835,versinken::V,ჩაიძირება,മുക്കുക
836,vergehen::V,გადის,കടന്നുപോകുക
837,erscheinen::V,გამოჩნდება,പ്രത്യക്ഷപ്പെടുക
838,verschwinden::V,გააქრება,അദൃശ്യമാകുക
839,verschwinden::V,დაიკარგება,അദൃശ്യമാകുക
840,sinken::V,დაიწევს,താഴുക
841,abnehmen::V,შემცირდება,കുറിയുക
842,zunehmen::V,გასუქდება,വർദ്ധിക്കുക
843,steigen::V,მოიმატებს,ഉയരുക
844,wachsen::V,იზრდება,വളരുക
845,wachsen::V,მრავლდება,വളരുക
846,glänzen::V,ბრწყინავს,മിന്നുക
847,funkeln::V,კაშკაშებს,തിളങ്ങുക
848,lärmen::V,ხმაურობს,ശബ്ദമുണ്ടാക്കുക
849,läuten::V,დარეკავს,മണിമുഴങ്ങുക
850,klingeln::V,დარეკავს,ചിലമ്പുക
851,klirren::V,დააწკარუნებს,കിലുക്കുക
852,brausen::V,ბობოქრობს,മുഴങ്ങുക
853,rauschen::V,შრიალებს,അനങ്ങുക
854,klingen::V,ხმას გამოსცემს,മുഴക്കുക
855,bellen::V,უყეფს,കുരയ്ക്കുക
856,heulen::V,ღმუის,ഓരിയിടുക
857,blasen::V,დაუბერავს,ഊതുക
858,pfeifen::V,უსტვენს,വിസിലടിക്കുക
859,schreien::V,ყვირის,ആക്രോശിക്കുക
860,stöhnen::V,კვნესის,അരക്കം
861,stöhnen::V,კვნესის,ആർത്തനാദം
862,zittern::V,აძაგძაგებს,വിറയ്ക്കുക
863,leben::V,ცოცხლობს,താമസിക്കുക
864,geboren werden::V,იშვება,ജനിക്കുക
865,geboren werden::V,იბადება,ജനിക്കുക
866,atmen::V,სუნთქავს,ശ്വസിക്കുക
867,trinken::V,სვამს,കുടിക്കുക
868,trinken::V,დალევს,കുടിക്കുക
869,essen::V,შეჭამს,കഴിക്കുക
870,schlucken::V,ყლაპავს,വിഴുങ്ങുക
871,müde werden::V,დაიქანცება,ക്ഷീണിക്കുക
872,einschlafen::V,დაიძინებს,നിദ്രിക്കുക
873,schlafen::V,სძინავს,ഉറങ്ങുക
874,aufwachen::V,გაიღვიძებს,ഉണരുക
875,aufstehen::V,ადგება,എഴുന്നേൽക്കുക
876,sich erholen::V,დაისვენებს,വിശ്രമിക്കുക
877,krank werden::V,ავად გახდება,ദീനംപിടിക്കുക
878,krank sein::V,ავადმყოფობს,രോഗികളാകുക
879,schmerzen::V,სტკივა,വേദനിക്കുക
880,husten::V,ახველებს,ചുമയ്ക്കുക
881,genesen::V,მორჩება,സുഖപ്പെടുക
882,sterben::V,კვდება,മരിക്കുക
883,umkommen::V,დაიღუპება,മരിക്കുക
884,sich bewegen::V,იძვრის,സ്ഥലം_മാറുക
885,sich bewegen::V,მოძრაობს,സ്ഥലം_മാറുക
886,sich rühren::V,გაინძრევა,ചലിക്കുക
887,sich erheben::V,ადგება,നിൽക്കുക
888,sich setzen::V,დაჯდება,ഇരിക്കുക
889,hinfallen::V,დაეცემა,വീഴുക
890,laufen::V,დადის,നടക്കുക
891,schreiten::V,აბიჯებს,നടക്കുക
892,spazierengehen::V,დასეირნობს,ഉലാത്തുക
893,eilen::V,მიიჩქარის,പാഞ്ഞെത്തുക
894,sich beeilen::V,აჩქარდება,തിരിക്കുകൂട്ടുക
895,sich beeilen::V,აჩქარდება,തിടുക്കം_കാട്ടുക
896,sausen::V,მიქრის,കുതിക്കുക
897,rennen::V,დარბის,ഓടുക
898,springen::V,ხტის,ചാടുക
899,klettern::V,ძვრება,കയറുക
900,schaukeln::V,ქანაობს,ഇളകുക
901,kriechen::V,დაბობღავს,പതുങ്ങികയറുക
902,schwimmen::V,ცურავს,നീന്തുക
903,tauchen::V,ჩაიძირება,വെള്ളത്തിലേക്ക് ചാടുക
904,rudern::V,ნიჩაბს უსვამს,തുഴയുക
905,fahren::V,დადის,വാഹനം ഓടിക്കുക
906,fahren::V,მგზავრობს,വാഹനം ഓടിക്കുക
907,fliegen::V,იფრენს,പറക്കുക
908,fliegen::V,გაფრინდება,പറക്കുക
909,gehen::V,მიდის,പോകുക
910,weggehen::V,წამოდის,വിടുക
911,abfahren::V,მიემგზავრება,പുറപ്പെടുക
912,anhalten::V,ჩერდება,നിർത്തുക
913,hineingehen::V,შედის,പ്രവേശിക്കുക
914,eintreten::V,შედის,പ്രവേശിക്കുക
915,kommen::V,მოდის,വരുക
916,ankommen::V,ჩადის,എത്തിച്ചേരുക
917,zurückkommen::V,დაბრუნდება,തിരിച്ചു വരുക
918,bleiben::V,დარჩება,തുടരുക
919,warten::V,ელოდება,കാത്തിരിക്കുക
920,erwarten::V,ელის,പ്രതീക്ഷിക്കുക
921,erwarten::V,დაიცდის,പ്രതീക്ഷിക്കുക
922,suchen::V,ეძებს,തിരയുക
923,suchen::V,მოძებნის,തിരയുക
924,finden::V,მიაგნებს,കണ്ടെത്തുക
925,finden::V,გამოძებნის,കണ്ടെത്തുക
926,versuchen::V,ცდის,ശ്രമിക്കുക
927,versuchen::V,ცდილობს,ശ്രമിക്കുക
928,vorbereiten::V,მოამზადებს,തയ്യാറെടുക്കുക
929,lieben::V,უყვარს,സ്നേഹിക്കുക
930,mögen::V,ეტრფის,ഇഷ്ടപ്പെടുക
931,lachen::V,იცინის,ചിരിക്കുക
932,rühren::V,გულს აუჩუყებს,ഹൃദയം സ്പർശിക്കുക
933,weinen::V,ტირის,തേങ്ങുക
934,schimpfen::V,შეიგინება,പിറുപിറുക്കുക
935,sich ärgern::V,გაბრაზობს,കോപിക്കുക
936,sich fürchten::V,შიშობს,പേടിക്കുക
937,fürchten::V,ფრთხილობს,പേടിക്കുക
938,fliehen::V,გაიქცევა,രക്ഷപ്പെടുക
939,flüchten::V,გაიქცევა,രക്ഷപ്പെടുക
940,sehen::V,ხედავს,കാണുക
941,anschauen::V,ნახავს,നോക്കുക
942,ansehen::V,უყურებს,നോക്കുക
943,hören::V,ისმენს,കേൾക്കുക
944,zuhören::V,მოისმენს,ശ്രദ്ധിക്കുക
945,probieren::V,გასინჯავს,രുചിയുള്ളതായി_തോന്നുക
946,riechen::V,ყნოსავს,മണത്തു_നോക്കുക
947,fühlen::V,გრძნობს,സ്പർശിച്ചറിയുക
948,scheinen::V,ეჩვენება,കാണപ്പെടുക
949,zu sehen sein::V,მოჩანს,വെളിച്ചപ്പെടുക
950,vernehmen::V,გაიგებს,കേൾക്കുക
951,frieren::V,იყინება,വിറയ്ക്കുക
952,tun::V,აკეთებს,ചെയ്യുക
953,können::V,შეიძლება,കഴിയുക
954,wollen::V,უნდა,വേണുക
955,anfangen::V,დაიწყებს,തുടങ്ങുക
956,beenden::V,ამთავრებს,പൂർത്തിയാക്കുക
957,aufhören::V,შეწყვეტს,നിർത്തുക
958,gelingen::V,მოახერხებს,വിജയിക്കുക
959,geraten::V,გამოდის,പരിണമിക്കുക
960,öffnen::V,გახსნის,തുറക്കുക
961,schließen::V,ხურავს,അടയ്ക്കുക
962,schließen::V,დაკეტავს,അടയ്ക്കുക
963,stellen::V,დადგამს,വയ്ക്കുക
964,setzen::V,დასვამს,വയ്ക്കുക
965,legen::V,დადებს,ഇടുക
966,berühren::V,შეახებს,തൊടുക
967,berühren::V,მიაკარებს,തൊടുക
968,verbinden::V,შეაერთებს,ഘടിപ്പിക്കുക
969,bedecken::V,გადააფარებს,മുടുക
970,aufhängen::V,დაკიდებს,കെട്ടിതൂക്കുക
971,anzünden::V,დაანთებს,കത്തിക്കുക
972,anzünden::V,მოუკიდებს,കത്തിക്കുക
973,aufheben::V,აიღებს,പെറുക്കിയെടുക്കുക
974,aufheben::V,აიყვანს,പെറുക്കിയെടുക്കുക
975,zurücklassen::V,დატოვებს,വച്ചുപോരുക
976,verlieren::V,დაკარგავს,നഷ്ടപ്പെടുക
977,fallen lassen::V,გაუვარდება,വീഴ്ത്തുക
978,machen::V,გააკეთებს,ഉണ്ടാക്കുക
979,machen::V,გამოიწვევს,ഉണ്ടാക്കുക
980,herstellen::V,დაამზადებს,ഉൽപാദിപ്പിക്കുക
981,bauen::V,ააშენებს,നിർമ്മിക്കുക
982,reparieren::V,შეაკეთებს,നന്നാക്കുക
983,reparieren::V,გაარემონტებს,നന്നാക്കുക
984,verbessern::V,გამოაკეთებს,മെച്ചപ്പെടുക
985,verbessern::V,გააუმჯობესებს,മെച്ചപ്പെടുക
986,ändern::V,შეცვლის,മാറ്റംവരുത്തുക
987,graben::V,თხრის,കുഴിക്കുക
988,beugen::V,ხრის,വണങ്ങുക
989,biegen::V,გაღუნავს,കുനിയുക
990,drehen::V,ატრიალებს,തിരിക്കുക
991,wenden::V,მოაბრუნებს,തിരിയുക
992,umdrehen::V,შეატრიალებს,തിരിയുക
993,heben::V,ასწევს,ഉയർത്തുക
994,hochheben::V,აიყვანს,ഉയർത്തുക
995,ergreifen::V,სტაცებს,ബലമായി_പിടിക്കുക
996,halten::V,უჭირავს,പിടിക്കുക
997,drücken::V,დააწვება,അമർത്തുക
998,schieben::V,მისწევს,തള്ളുക
999,kratzen::V,მოფხანს,ചുരണ്ടുക
1000,lecken::V,ლოკავს,നക്കുക
1001,beißen::V,უკბენს,കടിക്കുക
1002,abreißen::V,გლეჯს,കീറിക്കളയുക
1003,abreißen::V,მოწყვეტს,കീറിക്കളയുക
1004,abschneiden::V,გაჭრის,മുറിച്ചുമാറ്റുക
1005,binden::V,შეკრავს,കെട്ടുക
1006,binden::V,გადააბამს,കെട്ടുക
1007,stecken::V,ჩაასობს,തുളയ്ക്കുക
1008,brechen::V,მოიტეხს,ഉടയുക
1009,klopfen::V,აკაკუნებს,തട്ടുക
1010,hauen::V,ლეწავს,അടിക്കുക
1011,kleben::V,წებავს,ഒട്ടിക്കുക
1012,kleben::V,დააწებებს,ഒട്ടിക്കുക
1013,reiben::V,დაზელს,തിരുമ്മിത്തുടയ്ക്കുക
1014,streichen::V,უსვამს,പടർത്തുക
1015,schleifen::V,ლესავს,പൊടിക്കുക
1016,schneiden::V,გაჭრის,മുറിക്കുക
1017,rütteln::V,არხევს,മുട്ടുക
1018,schütteln::V,არყევს,കുലുക്കുക
1019,schütteln::V,ანძრევს,കുലുക്കുക
1020,schwenken::V,აქნევს,ആടുക
1021,schütten::V,ღვრის,ഒഴിക്കുക
1022,schütten::V,დააქცევს,ഒഴിക്കുക
1023,füllen::V,გაავსებს,നിറയ്ക്കുക
1024,einwickeln::V,შეახვევს,പൊതിയുക
1025,tragen::V,მიიტანს,വഹിക്കുക
1026,schleppen::V,მიათრევს,വലിച്ചിഴയ്ക്കുക
1027,ziehen::V,წევს,വലിക്കുക
1028,ziehen::V,ათრევს,വലിക്കുക
1029,aufbewahren::V,შეინახავს,വയ്ക്കുക
1030,werfen::V,ისვრის,എറിയുക
1031,fangen::V,დაიჭერს,പിടിക്കുക
1032,packen::V,სტაცებს,തട്ടിപ്പറിക്കുക
1033,verstecken::V,მალავს,മറയ്ക്കുക
1034,teilen::V,დაყოფს,വിഭജിക്കുക
1035,schicken::V,გაგზავნის,അയയ്ക്കുക
1036,bringen::V,მოიტანს,കൊണ്ടുവരുക
1037,hinzufügen::V,დაამატებს,കൂട്ടുക
1038,bekommen::V,ამოიღებს,കിട്ടുക
1039,erhalten::V,იღებს,സ്വീകരിക്കുക
1040,nehmen::V,აიღებს,എടുക്കുക
1041,wählen::V,გადაარჩევს,തിരഞ്ഞെടുക്കുക
1042,auswählen::V,ამოარჩევს,തിരഞ്ഞെടുക്കുക
1043,bewahren::V,ინარჩუნებს,പുലർത്തുക
1044,behindern::V,აბრკოლებს,തടയിടുക
1045,behindern::V,გააძნელებს,തടയിടുക
1046,verderben::V,გააფუჭებს,നശിപ്പിക്കുക
1047,beschädigen::V,დააზიანებს,ക്ഷതമേൽപ്പിക്കുക
1048,zerbrechen::V,დაამტვრევს,ഉടയുക
1049,zerreißen::V,გახევს,കീറുക
1050,zerstören::V,მოსპობს,നശിപ്പിക്കുക
1051,zerstören::V,დაანგრევს,നശിപ്പിക്കുക
1052,verbrennen::V,დაწვავს,കത്തിനശിക്കുക
1053,verbrennen::V,დაწვავს,കത്തിച്ചുകളയുക
1054,geben::V,აძლევს,കൊടുക്കുക
1055,geben::V,აძლევს,തരുക
1056,reichen::V,მიაწოდებს,കൈമാറുക
1057,schenken::V,აჩუქებს,സമ്മാനം കൊടുക്കുക
1058,versprechen::V,აღუთქვამს,വാഗ്ദാനം_നൽകുക
1059,wünschen::V,უსურვებს,ആഗ്രഹിക്കുക
1060,loben::V,აქებს,പുകഴ്ത്തുക
1061,loben::V,ამკობს,പുകഴ്ത്തുക
1062,küssen::V,აკოცებს,ഉമ്മവയ്ക്കുക
1063,wiegen::V,არხევს,ഇളകുക
1064,zudecken::V,გადახურავს,മുടുക
1065,wecken::V,გააღვიძებს,ഉണർത്തുക
1066,zeigen::V,დაანახვებს,കാണിക്കുക
1067,führen::V,მიჰყავს,നടത്തുക
1068,lehren::V,ასწავლის,പഠിപ്പിക്കുക
1069,unterrichten::V,ასწავლის,പരിശീലിപ്പിക്കുക
1070,aufziehen::V,აღზრდის,വളർത്തിക്കൊണ്ടുവരുക
1071,leiten::V,აწარმოებს,നയിക്കുക
1072,leiten::V,ხელმძღვანელობს,നയിക്കുക
1073,antreiben::V,დააჩქარებს,പ്രേരിപ്പിക്കുക
1074,lassen::V,ა--ინებს,അനുവദിക്കുക
1075,einladen::V,მოიპატიჟებს,ക്ഷണിക്കുക
1076,vereinigen::V,შეაერთებს,കൂടിച്ചേരുക
1077,besuchen::V,სანახავად მიდის,സന്ദർശിക്കുക
1078,treffen::V,შეხვდება,തമ്മിൽ കാണുക
1079,sich versammeln::V,შეიკრიბება,സംയോജിപ്പിക്കുക
1080,spielen::V,ეთამაშება,കളിക്കുക
1081,singen::V,მღერის,പാടുക
1082,tanzen::V,ცეკვავს,നൃത്തം ചെയ്യുക
1083,sich trennen::V,მოშორდება,നേർപെടുത്തുക
1084,verlassen::V,მიატოვებს,പിൻവാങ്ങുക
1085,retten::V,იხსნის,രക്ഷിക്കുക
1086,retten::V,გადაარჩენს,രക്ഷിക്കുക
1087,bewachen::V,დარაჯობს,കാവൽനിൽക്കുക
1088,bewachen::V,უთვალთვალებს,കാവൽനിൽക്കുക
1089,schützen::V,დაიფარავს,പരിരക്ഷിക്കുക
1090,verteidigen::V,დაიცავს,പ്രതിരോധിക്കുക
1091,sich schlagen::V,იჩხუბებს,കലഹിക്കുക
1092,schießen::V,ისვრის,വെടിവെക്കുക
1093,siegen::V,გაიმარჯვებს,വിജയിക്കുക
1094,ärgern::V,აჯავრებს,വിഷമിപ്പിക്കുക
1095,schlagen::V,ცემს,അടിക്കുക
1096,treten::V,პანღურს ამოჰკრავს,തൊഴിക്കുക
1097,stechen::V,სჩხვლეტს,കുത്തുക
1098,stoßen::V,დაეჯახება,തള്ളുക
1099,stehlen::V,ქურდობს,മോഷ്ടിക്കുക
1100,stehlen::V,მოიპარავს,മോഷ്ടിക്കുക
1101,stören::V,შეაწუხებს,ശല്യപ്പെടുത്തുക
1102,belästigen::V,მობეზრდება,മെനക്കെടുക
1103,verbergen::V,დამალავს,മറയ്ക്കുക
1104,verbergen::V,დამალავს,ഒളിക്കുക
1105,täuschen::V,შეცდებს,കബളിപ്പിക്കുക
1106,betrügen::V,მოატყუებს,ചതിക്കുക
1107,töten::V,მოკლავს,കൊല്ലുക
1108,wohnen::V,ცხოვრობს,താമസിക്കുക
1109,wohnen::V,ბინადრობს,താമസിക്കുക
