,Concept_ID,sk,fr
421,Stange::N,tyč,barre
422,Stange::N,tyč,perche
423,Stock::N,palica,canne
424,Stab::N,palica,bâton
425,Rohr::N,rúra,tube
426,Rohr::N,rúra,tuyau
427,Haus::N,dom,maison
428,Heim::N,domov,maison
429,Ofen::N,pec,poêle
430,Ofen::N,kachle,poêle
431,Fußboden::N,dlážka,plancher
432,Fußboden::N,podlaha,plancher
433,Tisch::N,stôl,table
434,Stuhl::N,stolička,chaise
435,Wiege::N,kolíska,berceau
436,Bett::N,lôžko,lit
437,Bett::N,posteľ,lit
438,Regal::N,regál,étagère
439,Regal::N,polica,étagère
440,Kiste::N,debna,caisse
441,Fenster::N,okno,fenêtre
442,Fenster::N,oblok,fenêtre
443,Tür::N,dvere,porte
444,Tor::N,vráta,porte
445,Tor::N,vráta,portail
446,Zaun::N,plot,clôture
447,Zaun::N,ohrada,clôture
448,Dach::N,krov,toit
449,Dach::N,strecha,toit
450,Leiter::N,rebrík,échelle
451,Leiter::N,rebrina,échelle
452,Besen::N,metla,balai
453,Spaten::N,rýľ,bêche
454,Schaufel::N,lopata,pelle
455,Gabel::N,vidlička,fourchette
456,Löffel::N,lyžica,cuiller
457,Messer::N,nôž,couteau
458,Nagel::N,klinec,clou
459,Netz::N,sieť,filet
460,Haken::N,hák,croc
461,Haken::N,hák,crochet
462,Haken::N,háčik,croc
463,Haken::N,háčik,crochet
464,Griff::N,rukoväť,prise
465,Griff::N,rukoväť,manche
466,Schloss::N,zámka,serrure
467,Bild::N,obraz,image
468,Bild::N,obraz,tableau
469,Figur::N,figúra,figure
470,Puppe::N,bábka,poupée
471,Puppe::N,bábika,poupée
472,Beutel::N,vrece,sac
473,Beutel::N,vrece,petit sac
474,Beutel::N,vrecko,sac
475,Beutel::N,vrecko,petit sac
476,Bündel::N,uzlík,paquet
477,Bündel::N,uzlík,faisceau
478,Bündel::N,zväzok,paquet
479,Bündel::N,zväzok,faisceau
480,Tasche::N,taška,sac
481,Tasche::N,kabelka,sac
482,Eimer::N,vedro,seau
483,Deckel::N,vrchnák,couvercle
484,Deckel::N,pokrývka,couvercle
485,Geschirr::N,nádoba,vaisselle
486,Sack::N,mech,sac
487,Sack::N,vrece,sac
488,Tasse::N,šálka,tasse
489,Topf::N,hrniec,pot
490,Topf::N,hrniec,marmite
491,Kessel::N,kotol,chaudron
492,Essen::N,jedlo,repas
493,Essen::N,jedlo,manger
494,Nahrung::N,strava,nourriture
495,Nahrung::N,potrava,nourriture
496,Speise::N,jedlo,plat
497,Fleisch::N,mäso,viande
498,Getreide::N,obilie,blé
499,Getreide::N,obilie,céréales
500,Brei::N,kaša,purée
501,Brei::N,kaša,bouillie
502,Brot::N,chlieb,pain
503,Scheibe::N,kotúč,tranche
504,Scheibe::N,krajec,tranche
505,Fett::N,tuk,graisse
506,Fett::N,masť,graisse
507,Butter::N,maslo,beurre
508,Öl::N,olej,huile
509,Salz::N,soľ,sel
510,Suppe::N,polievka,soupe
511,Suppe::N,polievka,potage
512,Honig::N,med,miel
513,Milch::N,mlieko,lait
514,Tee::N,čaj,thé
515,Leder::N,koža,cuir
516,Wolle::N,vlna,laine
517,Stoff::N,súkno,tissu
518,Stoff::N,súkno,étoffe
519,Nadel::N,ihla,aiguille
520,Faden::N,niť,fil
521,Faden::N,vlákno,fil
522,Knopf::N,gombík,bouton
523,Knoten::N,uzol,nœud
524,Farbe::N,farba,peinture
525,Kleidung::N,šaty,vêtements
526,Kleidung::N,šaty,habillement
527,Kleidung::N,šatstvo,vêtements
528,Kleidung::N,šatstvo,habillement
529,Hemd::N,košeľa,chemise
530,Kragen::N,golier,col
531,Ärmel::N,rukáv,manche
532,Hose::N,nohavice,pantalon
533,Gürtel::N,pás,ceinture
534,Gürtel::N,opasok,ceinture
535,Mütze::N,čiapka,bonnet
536,Mütze::N,čiapka,casquette
537,Schuh::N,obuv,soulier
538,Schuh::N,obuv,chaussure
539,Schuh::N,topánka,soulier
540,Schuh::N,topánka,chaussure
541,Stiefel::N,čižma,botte
542,Ring::N,prsteň,bague
543,Band::N,stuha,ruban
544,Kamm::N,hrebeň,peigne
545,Spiegel::N,zrkadlo,glace
546,Spiegel::N,zrkadlo,miroir
547,Riemen::N,remeň,lanière
548,Riemen::N,remeň,courroie
549,Schnur::N,šnúra,corde
550,Schnur::N,šnúra,ficelle
551,Leine::N,vodidlo,laisse
552,Decke::N,deka,couverture
553,Decke::N,prikrývka,couverture
554,Kissen::N,poduška,oreiller
555,Tuch::N,šatka,drap
556,Tuch::N,šatka,fichu
557,Handtuch::N,uterák,serviette
558,Handtuch::N,uterák,essuie-mains
559,Kraft::N,moc,force
560,Stärke::N,sila,vigueur
561,Gesundheit::N,zdravie,santé
562,Krankheit::N,nemoc,maladie
563,Krankheit::N,choroba,maladie
564,Schmerz::N,bolesť,douleur
565,Wunde::N,rana,plaie
566,Wunde::N,rana,blessure
567,Fieber::N,horúčka,fièvre
568,Arznei::N,liek,remède
569,Arznei::N,liek,médecine
570,Brücke::N,most,pont
571,Brunnen::N,studňa,puits
572,Weide::N,pastva,pâturage
573,Pfad::N,chodník,sentier
574,Weg::N,cesta,voie
575,Weg::N,cesta,chemin
576,Straße::N,hradská,route
577,Dorf::N,dedina,village
578,Stadt::N,mesto,cité
579,Stadt::N,mesto,ville
580,Brief::N,list,lettre
581,Buch::N,kniha,livre
582,Buchstabe::N,litera,lettre
583,Buchstabe::N,litera,caractère
584,Buchstabe::N,písmeno,lettre
585,Buchstabe::N,písmeno,caractère
586,Zeitung::N,noviny,journal
587,Leben::N,život,vie
588,Tod::N,smrť,mort
589,Grab::N,hrob,tombe
590,Kirche::N,kostol,église
591,Sünde::N,hriech,péché
592,Gott::N,boh,dieu
593,Arbeiter::N,robotník,ouvrier
594,Arbeiter::N,robotník,travailleur
595,Arbeiter::N,pracnovík,ouvrier
596,Arbeiter::N,pracnovík,travailleur
597,Chef::N,šéf,chef
598,Chef::N,šéf,patron
599,Chef::N,riaditeľ,chef
600,Chef::N,riaditeľ,patron
601,Meister::N,majster,maître
602,Arzt::N,lekár,médecin
603,Lehrer::N,učiteľ,professeur
604,Lehrer::N,učiteľ,instituteur
605,Geld::N,peniaze,argent
606,Geschäft::N,obchod,affaire
607,Geschäft::N,obchod,commerce
608,Laden::N,obchod,magasin
609,Laden::N,obchod,boutique
610,Preis::N,cena,prix
611,Ware::N,tovar,marchandise
612,Nutzen::N,osoh,profit
613,Nutzen::N,úžitok,profit
614,Reichtum::N,bohatstvo,richesse
615,Welt::N,svet,monde
616,Land::N,územie,pays
617,Land::N,krajina,pays
618,Staat::N,štát,État
619,König::N,kráľ,roi
620,Macht::N,moc,pouvoir
621,Macht::N,moc,puissance
622,Macht::N,mocnosť,pouvoir
623,Macht::N,mocnosť,puissance
624,Grenze::N,hranica,frontière
625,Krieg::N,vojna,guerre
626,Feind::N,nepriateľ,ennemi
627,Gewalt::N,násilie,violence
628,Kampf::N,boj,lutte
629,Kampf::N,boj,combat
630,Bogen[Waffe]::N,luk,arc
631,Pfeil::N,šíp,flèche
632,Pfeil::N,strela,flèche
633,Gewehr::N,puška,fusil
634,Fehler::N,omyl,faute
635,Fehler::N,omyl,erreur
636,Fehler::N,chyba,faute
637,Fehler::N,chyba,erreur
638,Lüge::N,lož,mensonge
639,Schaden::N,ujma,dégât
640,Schaden::N,ujma,dommage
641,Schaden::N,škoda,dégât
642,Schaden::N,škoda,dommage
643,Unglück::N,nešťastie,malheur
644,Schuld::N,vina,faute
645,Schuld::N,vina,culpabilité
646,Schuld::N,previnenie,faute
647,Schuld::N,previnenie,culpabilité
648,Alter::N,vek,âge
649,Schluss::N,záver,fin
650,Schluss::N,koniec,fin
651,Zeit::N,čas,temps
652,Tag::N,deň,jour
653,Tag::N,deň,journée
654,Morgen::N,ráno,matin
655,Morgen::N,ráno,matinée
656,Mittag::N,poludnie,midi
657,Abend::N,večer,soir
658,Abend::N,večer,soirée
659,Nacht::N,noc,nuit
660,Woche::N,týždeň,semaine
661,Monat::N,mesiac,mois
662,Jahr::N,rok,an
663,Jahr::N,rok,année
664,Frühling::N,jar,printemps
665,Sommer::N,leto,été
666,Herbst::N,jeseň,automne
667,Winter::N,zima,hiver
668,Januar::N,január,janvier
669,Februar::N,február,février
670,März::N,marec,mars
671,April::N,apríl,avril
672,Mai::N,máj,mai
673,Juni::N,jún,juin
674,Juli::N,júl,juillet
675,August::N,august,août
676,September::N,september,septembre
677,Oktober::N,október,octobre
678,November::N,november,novembre
679,Dezember::N,december,décembre
680,Montag::N,pondelok,lundi
681,Dienstag::N,utorok,mardi
682,Mittwoch::N,streda,mercredi
683,Donnerstag::N,štvrtok,jeudi
684,Freitag::N,piatok,vendredi
685,Samstag::N,sobota,samedi
686,Sonntag::N,nedeľa,dimanche
687,groß::A,veľký,grand
688,klein::A,malý,petit
689,lang::A,dlhý,long
690,kurz::A,krátky,court
691,breit::A,široký,large
692,schmal::A,úzky,étroit
693,dicht::A,hustý,dense
694,dick[Gegenstand]::A,tlstý,épais
695,dünn::A,tenký,mince
696,fein::A,jemný,fin
697,fein::A,jemný,menu
698,fest::A,pevný,ferme
699,fest::A,pevný,solide
700,flach::A,rovný,plat
701,flach::A,plochý,plat
702,glatt::A,hladký,poli
703,glatt::A,hladký,lisse
704,hart::A,tvrdý,dur
705,weich::A,mäkký,mou
706,rund::A,guľatý,rond
707,rund::A,okrúhly,rond
708,spitz::A,končitý,aigu
709,spitz::A,končitý,pointu
710,scharf::A,ostrý,tranchant
711,stumpf::A,tupý,mousse
712,stumpf::A,tupý,émoussé
713,schwer::A,ťažký,lourd
714,schwer::A,ťažký,pesant
715,schön::A,pekný,beau
716,schön::A,krásny,beau
717,heiß::A,horúci,chaud
718,heiß::A,horúci,très chaud
719,warm::A,teplý,chaud
720,kalt::A,studený,froid
721,kühl::A,chladný,frais
722,frisch::A,svieži,frais
723,feucht::A,vlhký,humide
724,feucht::A,zvlhnutý,humide
725,nass::A,mokrý,mouillé
726,trocken::A,suchý,sec
727,voll::A,plný,plein
728,voll::A,plný,rempli
729,leer::A,prázdny,vide
730,offen::A,otvorený,ouvert
731,geschlossen::A,zavretý,clos
732,geschlossen::A,zavretý,fermé
733,sauber::A,čistý,net
734,sauber::A,čistý,propre
735,schmutzig::A,špinavý,sale
736,schmutzig::A,špinavý,crasseux
737,roh::A,surový,cru
738,roh::A,surový,brut
739,reif::A,zrelý,mûr
740,lecker::A,chutný,délicieux
741,lecker::A,chutný,appétissant
742,süß::A,sladký,doux
743,bitter::A,horký,amer
744,sauer::A,kyslý,aigre
745,hell::A,jasný,clair
746,hell::A,svetlý,clair
747,dunkel::A,temný,sombre
748,schwarz::A,čierny,noir
749,weiß::A,biely,blanc
750,rot::A,červený,rouge
751,gelb::A,žltý,jaune
752,blau::A,modrý,bleu
753,blau::A,belasý,bleu
754,grün::A,zelený,vert
755,grau::A,šedý,gris
756,bunt::A,pestrý,multicolore
757,billig::A,lacný,bon marché
758,teuer::A,drahý,cher
759,wertvoll::A,cenný,précieux
760,blind::A,slepý,aveugle
761,taub::A,hluchý,sourd
762,kräftig::A,silný,fort
763,kräftig::A,silný,vigoureux
764,stark::A,silný,fort
765,stark::A,silný,puissant
766,schwach::A,slabý,faible
767,schwach::A,bezvládny,faible
768,fett::A,tučný,gras
769,schlank::A,štíhly,svelte
770,hübsch::A,šumný,joli
771,hübsch::A,švárny,joli
772,böse::A,zlý,mauvais
773,dumm::A,hlúpy,sot
774,dumm::A,hlúpy,bête
775,faul::A,lenivý,fainéant
776,faul::A,lenivý,paresseux
777,fleißig::A,snaživý,appliqué
778,fleißig::A,usilovný,appliqué
779,geizig::A,skupý,avare
780,geizig::A,lakomý,avare
781,klug::A,múdry,intelligent
782,klug::A,bystrý,intelligent
783,geschickt::A,zručný,habile
784,geschickt::A,šikovný,habile
785,lieb::A,milý,cher
786,lieb::A,milý,gentil
787,lustig::A,veselý,gai
788,lustig::A,veselý,joyeux
789,sanft::A,nežný,doux
790,hungrig::A,lačný,affamé
791,hungrig::A,hladný,affamé
792,krank::A,chorý,malade
793,krank::A,nemocný,malade
794,nackt::A,nahý,nu
795,traurig::A,smutný,triste
796,lebendig::A,živý,vivant
797,gut::A,dobrý,bon
798,schlecht::A,zlý,mauvais
799,richtig::A,správny,juste
800,richtig::A,správny,correct
801,schlimm::A,zlý,grave
802,schlimm::A,zlý,mauvais
803,schlimm::A,nepríjemný,grave
804,schlimm::A,nepríjemný,mauvais
805,wahr::A,pravý,vrai
806,wahr::A,pravý,véritable
807,wahr::A,pravdivý,vrai
808,wahr::A,pravdivý,véritable
809,alt::A,starý,vieux
810,neu::A,nový,neuf
811,neu::A,nový,nouveau
812,ehemalig::A,bývalý,ancien
813,alt[Lebewesen]::A,starý,âgé
814,alt[Lebewesen]::A,starý,vieux
815,jung::A,mladý,jeune
816,arm::A,chudobný,pauvre
817,reich::A,bohatý,riche
818,bekannt::A,známy,connu
819,berühmt::A,slávny,fameux
820,berühmt::A,slávny,célèbre
821,berühmt::A,povestný,fameux
822,berühmt::A,povestný,célèbre
823,fremd::A,cudzí,étranger
824,verschieden::A,rôzny,différent
825,verschieden::A,rozličný,différent
826,nah::A,blízky,lié
827,nah::A,blízky,proche
828,fern::A,ďaleký,éloigné
829,fern::A,ďaleký,lointain
830,linker::A,ľavý,gauche
831,rechter::A,pravý,droit
832,anderer::A,iný,autre
833,anderer::A,druhý,autre
834,erster::A,prvý,premier
835,zweiter::A,druhý,second
836,zweiter::A,druhý,deuxième
837,dritter::A,tretí,troisième
838,letzter::A,ostatný,dernier
839,letzter::A,posledný,dernier
840,allein::ADV,sám,seul
841,auf einmal::ADV,zároveň,à la fois
842,zusammen::ADV,spolu,ensemble
843,zusammen::ADV,spoločne,ensemble
844,lange::ADV,dlho,longtemps
845,plötzlich::ADV,náhle,tout à coup
846,sofort::ADV,hneď,immédiatement
