,Concept_ID,fi,be
813,sie::PRN,he,яны
814,was::FPRN,mikä,што
815,wer::FPRN,ken,хто
816,wer::FPRN,kuka,хто
817,wo::FADV,missä,дзе
818,wohin::FADV,mihin,куды
819,wie::FADV,miten,як
820,wie::FADV,kuinka,як
821,warum::FADV,miksi,чаму
822,wieviel::FNUM,paljonko,колькі
823,wieviel::FNUM,kuinka paljon,колькі
824,eins::NUM,yksi,адзін
825,zwei::NUM,kaksi,два
826,drei::NUM,kolme,тры
827,vier::NUM,neljä,чатыры
828,fünf::NUM,viisi,пяць
829,sechs::NUM,kuusi,шесць
830,sieben::NUM,seitsemän,сем
831,acht::NUM,kahdeksan,восем
832,neun::NUM,yhdeksän,дзевяць
833,zehn::NUM,kymmenen,дзесяць
834,elf::NUM,yksitoista,адзінаццаць
835,zwölf::NUM,kaksitoista,дванаццаць
836,zwanzig::NUM,kaksikymmentä,дваццаць
837,dreißig::NUM,kolmekymmentä,трыццаць
838,vierzig::NUM,neljäkymmentä,сорак
839,fünfzig::NUM,viisikymmentä,пядзесят
840,sechzig::NUM,kuusikymmentä,шесдзесят
841,siebzig::NUM,seitsemänkymmentä,семдзесят
842,achtzig::NUM,kahdeksankymmentä,восемдзесят
843,neunzig::NUM,yhdeksänkymmentä,дзевяноста
844,hundert::NUM,sata,сто
845,tausend::NUM,tuhat,тысяча
846,und::CNJ,ja,і
847,und::CNJ,ja,ды
848,oder::CNJ,tai,або
849,stehen::V,seisoa,стаяць
850,sitzen::V,istua,сядзець
851,liegen::V,maata,ляжаць
852,hängen::V,riippua,вісець
853,werden::V,tulla,стаць
854,werden::V,tulla,зрабіцца
855,werden::V,joutua,стаць
856,werden::V,joutua,зрабіцца
857,passieren::V,sattua,трапіцца
858,passieren::V,tapahtua,трапіцца
859,beginnen::V,alkaa,пачацца
860,enden::V,loppua,кончыцца
861,enden::V,päättyä,кончыцца
862,wechseln::V,vaihtua,мяняцца
863,wechseln::V,vaihdella,мяняцца
864,aufgehen[Sonne]::V,nousta,узысці
865,untergehen[Sonne]::V,laskea,зайсці
866,scheinen[Sonne]::V,paistaa,свяціць
867,donnern::V,jyristä,грымець
868,wehen::V,tuulla,дзьмуць
869,wehen::V,puhaltaa,дзьмуць
870,strömen::V,virrata,ліцца
871,fließen::V,valua,цячы
872,fließen::V,juosta,цячы
873,sich drehen::V,pyöriä,круціцца
874,sich drehen::V,pyöriä,варочацца
875,schwanken::V,horjua,хістацца
876,schwingen::V,heilua,гайдацца
877,schwingen::V,heilua,калыхацца
878,schwingen::V,värähdellä,гайдацца
879,schwingen::V,värähdellä,калыхацца
880,fallen::V,pudota,падаць
881,fallen::V,langeta,падаць
882,brennen::V,palaa,гарэць
883,rauchen::V,savuta,дымець
884,regnen::V,sataa,дажджыць
885,gefrieren::V,jäätyä,замерзнуць
886,tauen::V,sulaa,раставаць
887,schmelzen::V,sulaa,плавіцца
888,trocknen::V,kuivua,сохнуць
889,sieden::V,kiehua,кіпець
890,faulen::V,mädätä,гнісці
891,verfaulen::V,mädätä,згнісці
892,verfaulen::V,mädäntyä,згнісці
893,reißen::V,revetä,ірвацца
894,versinken::V,upota,тануць
895,versinken::V,vajota,тануць
896,vergehen::V,kulua,праходзіць
897,erscheinen::V,ilmestyä,зʼявіцца
898,verschwinden::V,kadota,знікнуць
899,sinken::V,vajota,спадаць
900,abnehmen::V,vähetä,паменшыцца
901,zunehmen::V,kasvaa,павялічвацца
902,zunehmen::V,lisääntyä,павялічвацца
903,steigen::V,nousta,паднімацца
904,wachsen::V,kasvaa,расці
905,glänzen::V,kiiltää,блішчаць
906,funkeln::V,kipinöidä,бліскаць
907,lärmen::V,meluta,шумець
908,läuten::V,soida,званіць
909,klingeln::V,soida,званіць
910,klirren::V,kalista,бразгаць
911,brausen::V,kohista,бушаваць
912,rauschen::V,kohista,шастаць
913,klingen::V,soida,гучаць
914,bellen::V,haukkua,брахаць
915,heulen::V,ulvoa,выць
916,blasen::V,puhaltaa,дзьмухнуць
917,pfeifen::V,viheltää,свістаць
918,schreien::V,kirkua,крычаць
919,stöhnen::V,voihkia,стагнаць
920,zittern::V,vapista,дрыжаць
921,leben::V,elää,жыць
922,geboren werden::V,syntyä,нарадзіцца
923,atmen::V,hengittää,дыхаць
924,trinken::V,juoda,піць
925,essen::V,syödä,есці
926,schlucken::V,niellä,глытаць
927,müde werden::V,uupua,стаміцца
928,einschlafen::V,uinahtaa,заснуць
929,schlafen::V,maata,спаць
930,schlafen::V,nukkua,спаць
931,aufwachen::V,herätä,рассыпацца
932,aufstehen::V,nousta,устаць
933,aufstehen::V,nousta ylös,устаць
934,sich erholen::V,levätä,адпачываць
935,krank werden::V,sairastua,захварэць
936,krank sein::V,potea,хварэць
937,krank sein::V,sairastaa,хварэць
938,schmerzen::V,särkeä,балець
939,schmerzen::V,kivistää,балець
940,husten::V,yskiä,кашляць
941,genesen::V,toipua,паправіцца
942,genesen::V,toipua,паздаравець
943,sterben::V,kuolla,памерці
944,umkommen::V,saada surmansa,загінуць
945,umkommen::V,kuolla,загінуць
946,sich bewegen::V,liikkua,рухацца
947,sich rühren::V,liikahtaa,варушыцца
948,sich erheben::V,nousta,устаць
949,sich setzen::V,istuutua,сесці
950,hinfallen::V,kaatua,упасці
951,laufen::V,kävellä,хадзіць
952,schreiten::V,astua,шагаць
953,schreiten::V,astua,крочыць
954,schreiten::V,astella,шагаць
955,schreiten::V,astella,крочыць
956,spazierengehen::V,kävellä,гуляць
957,eilen::V,kiirehtiä,спяшацца
958,sich beeilen::V,kiirehtiä,спяшацца
959,sich beeilen::V,olla kiireissään,спяшацца
960,sausen::V,rynnätä,імчацца
961,sausen::V,viilettää,імчацца
962,rennen::V,juosta,бегаць
963,springen::V,hypätä,скакаць
964,klettern::V,kiivetä,лазіць
965,schaukeln::V,kiikkua,гайдацца
966,kriechen::V,ryömiä,поўзаць
967,schwimmen::V,uida,плаваць
968,tauchen::V,sukeltaa,ныраць
969,rudern::V,soutaa,веславаць
970,fahren::V,ajaa,ехаць
971,fahren::V,kulkea,ехаць
972,fliegen::V,lentää,лятаць
973,gehen::V,käydä,ісці
974,weggehen::V,lähteä,пайсці
975,weggehen::V,poistua,пайсці
976,abfahren::V,lähteä,адʼяжджаць
977,anhalten::V,pysähtyä,спыніцца
978,anhalten::V,pysähtyä,затрымацца
979,anhalten::V,seisahtua,спыніцца
980,anhalten::V,seisahtua,затрымацца
981,hineingehen::V,mennä sisään,уваходзіць
982,eintreten::V,astua sisään,увайсці
983,kommen::V,tulla,прыйсці
984,ankommen::V,saapua,прыбыць
985,zurückkommen::V,palata,вярнуцца
986,bleiben::V,jäädä,застацца
987,bleiben::V,viipyä,застацца
988,warten::V,odottaa,чакаць
989,erwarten::V,odottaa,чакаць
990,suchen::V,etsiä,шукаць
991,finden::V,löytää,знайсці
992,versuchen::V,yrittää,прабаваць
993,vorbereiten::V,valmistaa,падрыхтаваць
994,lieben::V,pitää,кахаць
995,lieben::V,rakastaa,кахаць
996,mögen::V,pitää,любіць
997,mögen::V,tykätä,любіць
998,lachen::V,nauraa,смяяцца
999,rühren::V,liikuttaa,расчуліць
1000,weinen::V,itkeä,плакаць
1001,schimpfen::V,haukkua,лаяцца
1002,sich ärgern::V,suuttua,сердаваць
1003,sich fürchten::V,pelätä,баяцца
1004,fürchten::V,pelätä,баяцца
1005,fliehen::V,paeta,уцякаць
1006,flüchten::V,paeta,уцячы
1007,sehen::V,nähdä,бачыць
1008,anschauen::V,katsoa,паглядзець
1009,ansehen::V,katsoa,глядзець
1010,hören::V,kuulla,чуць
1011,zuhören::V,kuunnella,слухаць
1012,probieren::V,maistaa,каштаваць
1013,riechen::V,haistaa,нюхаць
1014,fühlen::V,tuntea,адчуваць
1015,scheinen::V,tuntua,здавацца
1016,zu sehen sein::V,näkyä,віднецца
1017,vernehmen::V,kuulla,пачуць
1018,frieren::V,palella,мёрзнуць
1019,tun::V,tehdä,рабіць
1020,können::V,osata,умець
1021,wollen::V,tahtoa,хацець
1022,anfangen::V,ruveta,пачаць
1023,anfangen::V,aloittaa,пачаць
1024,beenden::V,lopettaa,закончыць
1025,aufhören::V,loppua,перастаць
1026,gelingen::V,onnistua,удацца
1027,geraten::V,sujua,аказацца
1028,geraten::V,joutua,аказацца
1029,öffnen::V,avata,адчыніць
1030,öffnen::V,aukaista,адчыніць
1031,schließen::V,sulkea,зачыніць
1032,stellen::V,panna,паставіць
1033,stellen::V,asettaa,паставіць
1034,setzen::V,panna,пасадзіць
1035,setzen::V,istuttaa,пасадзіць
1036,legen::V,panna,класці
1037,legen::V,asettaa,класці
1038,berühren::V,koskea,чапаць
1039,berühren::V,koskettaa,чапаць
1040,verbinden::V,liittää,звязаць
1041,verbinden::V,yhdistää,звязаць
1042,bedecken::V,kattaa,накрыць
1043,bedecken::V,peittää,накрыць
1044,aufhängen::V,ripustaa,павесіць
1045,anzünden::V,sytyttää,запаліць
1046,aufheben::V,ylös nostaa,падняць
1047,aufheben::V,nostaa,падняць
1048,zurücklassen::V,jättää,пакінуць
1049,verlieren::V,kadottaa,згубіць
1050,fallen lassen::V,pudottaa,упусціць
1051,machen::V,tehdä,зрабіць
1052,herstellen::V,tuottaa,вырабіць
1053,herstellen::V,valmistaa,вырабіць
1054,bauen::V,rakentaa,будаваць
1055,reparieren::V,korjata,правіць
1056,verbessern::V,parantaa,палепшыць
1057,ändern::V,muuttaa,змяніць
1058,graben::V,kaivaa,капаць
1059,beugen::V,taivuttaa,сагнуць
1060,biegen::V,taivuttaa,пагнуць
1061,drehen::V,kääntää,вярцець
1062,wenden::V,kääntää,павярнуць
1063,umdrehen::V,kääntää,перавярнуць
1064,heben::V,nostaa,падымаць
1065,heben::V,kohottaa,падымаць
1066,hochheben::V,nostaa,падняць
1067,ergreifen::V,tarttua,схапіць
1068,ergreifen::V,tarttua,схваціць
1069,halten::V,pitää,трымаць
1070,drücken::V,painaa,націскаць
1071,drücken::V,puristaa,націскаць
1072,schieben::V,työntää,пхаць
1073,schieben::V,työntää,штурхаць
1074,kratzen::V,raapia,скрэбці
1075,lecken::V,nuolla,лізаць
1076,beißen::V,purra,кусаць
1077,abreißen::V,repiä,адарваць
1078,abschneiden::V,leikata poikki,адрэзаць
1079,abschneiden::V,leikata,адрэзаць
1080,binden::V,sitoa,вязаць
1081,stecken::V,pistää,уваткнуць
1082,brechen::V,murtaa,зламаць
1083,klopfen::V,koputtaa,стукаць
1084,klopfen::V,kolkuttaa,стукаць
1085,hauen::V,lyödä,біць
1086,kleben::V,liimata,клеіць
1087,reiben::V,hieroa,церці
1088,reiben::V,hangata,церці
1089,streichen::V,sivellä,намазаць
1090,schleifen::V,hioa,тачыць
1091,schneiden::V,leikata,рэзаць
1092,rütteln::V,ravistaa,хістаць
1093,schütteln::V,pudistaa,трэсці
1094,schwenken::V,heiluttaa,махаць
1095,schütten::V,kaataa,наліць
1096,füllen::V,täyttää,напоўніць
1097,einwickeln::V,kääriä,загарнуць
1098,tragen::V,kantaa,несці
1099,schleppen::V,raahata,цягнуць
1100,ziehen::V,vetää,цягнуць
1101,aufbewahren::V,säilyttää,захоўваць
1102,werfen::V,viskata,кідаць
1103,fangen::V,napata,лавіць
1104,fangen::V,ottaa kiinni,лавіць
1105,packen::V,tarttua,схапіць
1106,packen::V,tarttua,схваціць
1107,verstecken::V,kätkeä,схаваць
1108,verstecken::V,piilottaa,схаваць
1109,teilen::V,jakaa,раздзяліць
1110,schicken::V,lähettää,пасылаць
1111,bringen::V,viedä,прынесці
1112,hinzufügen::V,lisätä,дабавіць
1113,bekommen::V,saada,дастаць
1114,erhalten::V,saada,атрымаць
1115,nehmen::V,ottaa,ўзяць
1116,wählen::V,valita,выбраць
1117,auswählen::V,valikoida,адабраць
1118,bewahren::V,säilyttää,захаваць
1119,behindern::V,estää,перашкаджаць
1120,verderben::V,pilata,сапсаваць
1121,verderben::V,turmella,сапсаваць
1122,beschädigen::V,vioittaa,пашкодзіць
1123,beschädigen::V,vahingoittaa,пашкодзіць
1124,zerbrechen::V,rikkoa,разбіць
1125,zerreißen::V,repiä rikki,разадраць
1126,zerreißen::V,repiä palasiksi,разадраць
1127,zerstören::V,hävittää,разбурыць
1128,verbrennen::V,polttaa,спаліць
1129,geben::V,antaa,даць
1130,reichen::V,ojentaa,перадаць
1131,schenken::V,lahjoittaa,дарыць
1132,versprechen::V,luvata,абяцаць
1133,wünschen::V,toivottaa,жадаць
1134,loben::V,ylistää,хваліць
1135,küssen::V,suudella,цалаваць
1136,wiegen::V,tuudittaa,гушкаць
1137,wiegen::V,tuudittaa,калыхаць
1138,wiegen::V,keinuttaa,гушкаць
1139,wiegen::V,keinuttaa,калыхаць
1140,zudecken::V,peittää,накрыць
1141,wecken::V,herättää,пабудзіць
1142,zeigen::V,näyttää,паказаць
1143,zeigen::V,osoittaa,паказаць
1144,führen::V,johdattaa,весці
1145,lehren::V,opettaa,вучыць
1146,unterrichten::V,opettaa,выкладаць
1147,aufziehen::V,kasvattaa,выхаваць
1148,leiten::V,johtaa,кіраваць
1149,antreiben::V,hoputtaa,падганяць
1150,lassen::V,antaa,прымусіць
1151,einladen::V,kutsua,запрасіць
1152,vereinigen::V,yhdistää,абʼяднаць
1153,besuchen::V,vierailla,наведаць
1154,treffen::V,tavata,сустрэць
1155,sich versammeln::V,kokoontua,сабрацца
1156,spielen::V,pelata,гуляць
1157,spielen::V,leikkiä,гуляць
1158,singen::V,laulaa,пець
1159,singen::V,laulaa,спяваць
1160,tanzen::V,tanssia,танцаваць
1161,sich trennen::V,erota,расстацца
1162,verlassen::V,jättää,пакінуць
1163,retten::V,pelastaa,выратаваць
1164,bewachen::V,vartioida,ахоўваць
1165,schützen::V,suojella,уберагаць
1166,verteidigen::V,puolustaa,абараніць
1167,sich schlagen::V,tapella,біцца
1168,sich schlagen::V,tapella,драцца
1169,schießen::V,ampua,страляць
1170,siegen::V,voittaa,перамагчы
1171,ärgern::V,ärsyttää,злаваць
1172,schlagen::V,lyödä,ударыць
1173,treten::V,potkaista,штурхаць
1174,stechen::V,pistää,укалоць
1175,stoßen::V,sysätä,папхнуць
1176,stoßen::V,työntää,папхнуць
1177,stehlen::V,varastaa,украсці
1178,stören::V,häiritä,перашкодзіць
1179,belästigen::V,häiritä,дакучаць
1180,verbergen::V,kätkeä,скрыць
1181,verbergen::V,kätkeä,схаваць
1182,täuschen::V,harhauttaa,падмануць
1183,betrügen::V,pettää,змахляваць
1184,betrügen::V,petkuttaa,змахляваць
1185,töten::V,tappaa,забіць
1186,wohnen::V,asua,жыць
1187,arbeiten::V,tehdä työtä,працаваць
1188,arbeiten::V,työskennellä,працаваць
1189,sammeln::V,koota,сабраць
1190,sammeln::V,kerätä,сабраць
1191,pflücken::V,poimia,зрываць
1192,jagen::V,metsästää,паляваць
1193,fischen::V,kalastaa,рыбачыць
1194,fassen::V,pyydystää,злавіць
1195,fassen::V,saalistaa,злавіць
1196,hüten::V,paimentaa,пасвіць
1197,treiben::V,ajaa,гнаць
1198,anbinden::V,kytkeä,прывязаць
1199,füttern::V,ruokkia,карміць
1200,melken::V,lypsää,даіць
1201,hacken::V,hakata,сячы
1202,gießen::V,kastella,паліць
1203,reifen::V,kypsyä,паспець
1204,zubereiten::V,valmistaa,зварыць
1205,zubereiten::V,valmistaa,згатаваць
1206,kochen::V,keittää,варыць
1207,backen::V,leipoa,пячы
1208,braten::V,paistaa,смажыць
1209,umrühren::V,hämmentää,перамяшаць
1210,stricken::V,kutoa,вязаць
1211,stricken::V,neuloa,вязаць
1212,nähen::V,ommella,шыць
1213,färben::V,värjätä,пафарбаваць
1214,färben::V,värittää,пафарбаваць
1215,reinigen::V,puhdistaa,ачысціць
1216,waschen::V,pestä,мыць
1217,abwischen::V,pyyhkiä,выцерці
1218,spülen::V,huuhtoa,паласкаць
1219,fegen::V,pyyhkäistä,падмятаць
1220,kehren::V,lakaista,месці
1221,baden::V,kylpeä,купацца
1222,sich waschen::V,peseytyä,мыцца
1223,ausziehen::V,riisua,зняць
1224,anziehen::V,pukea ylleen,надзець
1225,sich anziehen::V,pukeutua,адзецца
1226,kämmen::V,kammata,прычасаць
1227,schmücken::V,koristaa,аздобіць
1228,schmücken::V,kaunistaa,аздобіць
1229,sagen::V,sanoa,сказаць
1230,sprechen::V,puhua,гаварыць
1231,reden::V,keskustella,размаўляць
1232,sich unterhalten::V,jutella,гутарыць
1233,fragen::V,kysyä,спытаць
1234,bitten::V,pyytää,прасіць
1235,erzählen::V,kertoa,расказаць
1236,mitteilen::V,ilmoittaa,паведаміць
1237,nennen::V,kutsua,назваць
1238,nennen::V,nimittää,назваць
1239,rufen::V,kutsua,зваць
1240,prahlen::V,kerskailla,хваліцца
1241,übersetzen::V,kääntää,перакласці
1242,denken::V,miettiä,думаць
1243,denken::V,ajatella,думаць
1244,glauben::V,uskoa,верыць
1245,bemerken::V,huomata,заўважыць
1246,erkennen::V,tunnistaa,пазнаць
1247,begreifen::V,ymmärtää,спасцігнуць
1248,verstehen::V,ymmärtää,пачуць
1249,lernen::V,oppia,вучыцца
1250,wissen::V,tietää,знаць
1251,sich erinnern an::V,muistaa,памятаць
1252,vergessen::V,unohtaa,забыць
1253,messen::V,mitata,мераць
1254,zählen::V,laskea,лічыць
1255,rechnen::V,laskea,лічыць
1256,lesen::V,lukea,чытаць
1257,malen::V,maalata,маляваць
1258,zeichnen::V,piirtää,рысаваць
1259,zeichnen::V,piirustaa,рысаваць
1260,schreiben::V,kirjoittaa,пісаць
1261,besitzen::V,omistaa,мець
1262,kaufen::V,ostaa,купіць
1263,verkaufen::V,myydä,прадаць
1264,bezahlen::V,maksaa,заплаціць
1265,zahlen::V,maksaa,плаціць
1266,beherrschen::V,hallita,уладаць
1267,beherrschen::V,hallita,валодаць
1268,ertragen::V,kestää,выцерпець
