,Concept_ID,en,ko
99,Sumpf::N,swamp,습지
100,Moor::N,moor,저습지
101,Wiese::N,meadow,목초지
102,Wald::N,forest,숲
103,Hügel::N,hill,언덕
104,Anhöhe::N,elevation,언덕
105,Berg::N,mountain,산
106,Gipfel::N,summit,졀졍
107,Höhle::N,cave,공동
108,Abhang::N,slope,몰매
109,Quelle::N,source,근원
110,Bach::N,brook,내
111,Fluss::N,river,강
112,Ufer::N,shore,강변
113,Ufer::N,shore,바닷가
114,Küste::N,coast,해변
115,Küste::N,coast,해변가
116,Festland::N,land,본토
117,Meer::N,sea,바다
118,Bucht::N,cove,협만
119,Insel::N,island,섬
120,Blume::N,flower,꽃
121,Gras::N,grass,풀
122,Wurzel::N,root,뿌리
123,Baum::N,tree,나무
124,Stamm::N,trunk,대
125,Rinde::N,bark,나무껍질
126,Ast::N,limb,가지
127,Zweig::N,branch,가지
128,Blatt::N,leaf,잎
129,Birke::N,birch,자작나무
130,Kiefer[Baum]::N,pine,소나무
131,Weide[Baum]::N,willow,쉬양버들
132,Tanne::N,fir,전나무
133,Horn::N,horn,뿔
134,Feder::N,feather,깃털
135,Fell::N,fur,피혁모피
136,Flügel::N,wing,날개
137,Klaue::N,claw,갈고리 발톺
138,Kralle::N,claw,발툭
139,Schwanz::N,tail,꼬리
140,Ei::N,egg,알
141,Nest::N,nest,보금자리
142,Bau::N,lair,굴
143,Tier::N,animal,짐승
144,Herde::N,flock,가축의떼
145,Kuh::N,cow,암소
146,Bulle::N,bull,황소
147,Pferd::N,horse,말
148,Schaf::N,sheep,양
149,Schwein::N,pig,돼지
150,Hund::N,dog,개
151,Katze::N,cat,고양이
152,Bär::N,bear,콤
153,Eichhörnchen::N,squirrel,다람쥐
154,Elch::N,elk,고라니
155,Fuchs::N,fox,여우
156,Hase::N,hare,토끼
157,Maus::N,mouse,쥐
158,Wolf::N,wolf,늑대
159,Vogel::N,bird,새
160,Schwarm::N,swarm,뗴
161,Huhn::N,chicken,암탉
162,Hahn::N,cock,수탉
163,Gans::N,goose,거위
164,Adler::N,eagle,수리
165,Ente::N,duck,오리
166,Eule::N,owl,부엉이
167,Kranich::N,crane,두루미
168,Krähe::N,crow,까마귀
169,Kuckuck::N,cuckoo,뻐꾸기
170,Schwan::N,swan,배조
171,Fisch::N,fish,물고기
172,Barsch::N,perch,농어
173,Hecht::N,pike,에속스
174,Schlange[Tier]::N,snake,뱀
175,Wurm::N,worm,벌레
176,Spinne::N,spider,거미
177,Ameise::N,ant,개미
178,Laus::N,louse,이
179,Mücke::N,midge,모기
180,Fliege::N,fly,날기
181,Schmetterling::N,butterfly,나비
182,Beere::N,berry,장과
183,Apfel::N,apple,사과
184,Pilz::N,mushroom,고방이
185,Zwiebel::N,onion,양파
186,Saat::N,seed,씨
187,Korn::N,grain,알맹이
188,Heu::N,hay,건초
189,Schale::N,husk,피상
190,Grube::N,pit,
191,Falle::N,trap,함정
192,Schlinge::N,noose,올가미
193,Schlinge::N,noose,멜빵붕대
194,Spur::N,track,발지국
195,Asche::N,ashes,재
196,Dreck::N,filth,똥
197,Dreck::N,filth,오물
198,Eisen::N,iron,쇠
199,Eisen::N,iron,철
200,Gold::N,gold,항금
201,Silber::N,silver,은
202,Kohle::N,coal,슻
203,Glas::N,glass,유리
204,Lehm::N,clay,찰흙
205,Sand::N,sand,모래
206,Mensch::N,human,사람
207,Mann::N,man,남자
208,Frau::N,woman,여자
209,Kind::N,child,아이
210,Junge::N,boy,소녁
211,Mädchen::N,girl,소녀
212,Familie::N,family,가족
213,Großvater::N,grandfather,할아버지
214,Großmutter::N,grandmother,할머니
215,Eltern::N,parents,어버오
216,Vater::N,father,아버지
217,Mutter::N,mother,어머니
218,Sohn::N,son,아들
219,Tochter::N,daughter,딸기
220,Bruder::N,brother,형제
221,Schwester::N,sister,누이
222,Onkel::N,uncle,백부
223,Tante::N,aunt,아주머니
224,Ehemann::N,husband,남편
225,Ehefrau::N,wife,아내
226,Freude::N,joy,기쁨
227,Gelächter::N,laughter,웃음
228,Glück::N,happiness,즐거움
229,Kummer::N,grief,슬픔
230,Wunsch::N,wish,소망
231,Lust::N,desire,
232,Geist::N,spirit,할기
233,Gedanke::N,thought,상념
234,Gedächtnis::N,memory,기억
235,Verstand::N,mind,분별
236,Verstand::N,mind,지능
237,Sinn::N,meaning,센스
238,Grund::N,reason,까닭
239,Wahrheit::N,truth,참
240,Wahrheit::N,truth,진실
241,Gespräch::N,talk,대화
242,Märchen::N,fairy tale,동화
243,Erzählung::N,story,이야기
244,Nachricht::N,message,
245,Neuigkeit::N,news,뉴스
246,Name::N,name,이름
247,Rätsel::N,puzzle,수수께끼
248,Rede::N,speech,연설
249,Sprache::N,language,말
250,Stimme::N,voice,목소리
251,Wort::N,word,낱말
252,Zeichen::N,sign,신호
253,Ruf::N,call,부름
254,Lärm::N,noise,소동
255,Laut::N,sound,음성
256,Ton::N,tone,목소리
257,Lied::N,song,노래
258,Ruhe::N,calm,쉼
259,Leute::N,people,사람들
260,Volk::N,nation,국중
261,Arbeit::N,work,근로
262,Arbeit::N,work,너무
263,Gast::N,guest,손님
264,Geschenk::N,gift,행하
265,Spiel::N,game,무리
266,Gesellschaft::N,company,교제
267,Hilfe::N,help,거들음
268,Hilfe::N,help,보좌
269,Freund::N,friend,친구
270,Kamerad::N,companion,동실자
271,Angelegenheit::N,matter,용무
272,Anzahl::N,count,어떤
273,Anzahl::N,count,수
274,Art::N,sort,정류
275,Stück::N,piece,일부분
276,Teil::N,part,몱
277,Teil::N,part,구훠
278,Hälfte::N,half,2분의
279,Kreis::N,circle,고리
280,Kreuz::N,cross,열십자
281,Linie::N,line,선
282,Strich::N,stroke,스침
283,Abstand::N,gap,거리
284,Entfernung::N,distance,거리
285,Gegend::N,area,곳
286,Gegend::N,area,부금
287,Platz::N,space,장소
288,Ort::N,place,장소
289,Seite::N,side,옆면
290,Mitte::N,middle,궁간
291,Gegenstand::N,item,항목
292,Sache::N,thing,뭉에
293,Rand::N,fringe,가
294,Kante::N,edge,귀퉁
295,Ecke::N,corner,구석
296,Spitze::N,tip,끝
297,Spitze::N,tip,참단
298,Ende::N,end,말당
299,Loch::N,hole,빙옷
300,Winkel::N,angle,각도
301,Muster::N,pattern,본
302,Muster::N,pattern,견복
303,Größe::N,size,신장
304,Länge::N,length,길이긺
305,Höhe::N,height,높이
306,Gewicht::N,weight,추
307,Menge::N,amount,수양
308,Haufen::N,heap,퇴적
309,Reihe::N,row,열
310,Boot::N,boat,보트
311,Ruder::N,oar,노
312,Schlitten::N,sleigh,썰매
313,Ski::N,ski,스키
314,Lagerfeuer::N,campfire,캠프의 모닥불
315,Last::N,load,무거운짐
316,Gang::N,walk,걸음
317,Schritt::N,step,보조
318,Norden::N,north,북쪽 
319,Süden::N,south,남쪽
320,Westen::N,west,서쪽
321,Osten::N,east,동쪽
322,Holz::N,wood,목재
323,Brett::N,board,마루널
324,Platte::N,slab,탤
325,Platte::N,slab,금속판
326,Stütze::N,bracket,버팀목
327,Stange::N,pole,장대
328,Stock::N,stick,막대기
329,Stab::N,staff,작대기
330,Rohr::N,pipe,갈대
331,Haus::N,house,집
332,Heim::N,home,집
333,Ofen::N,stove,아궁이
334,Fußboden::N,floor,마루
335,Tisch::N,table,탁자
336,Stuhl::N,chair,의자
337,Wiege::N,cradle,발상지
338,Bett::N,bed,침대
339,Regal::N,shelf,서가
340,Kiste::N,box,짐궤
341,Fenster::N,window,눔
342,Tür::N,door,문
343,Tor::N,gate,대문
344,Zaun::N,fence,담장
345,Dach::N,roof,지붕
346,Leiter::N,ladder,사닥다리
347,Besen::N,broom,비
348,Spaten::N,spade,가래
349,Schaufel::N,shovel,삽
350,Gabel::N,fork,갈래
351,Löffel::N,spoon,숟가락
352,Messer::N,knife,나이프
353,Nagel::N,nail,발툽
354,Netz::N,net,그물
355,Haken::N,hook,갈고리
356,Griff::N,handle,움켜쥠
357,Schloss::N,lock,자물쇠
358,Bild::N,picture,그림
359,Figur::N,figure,몸메
360,Puppe::N,doll,인형
361,Beutel::N,pouch,클
362,Bündel::N,bundle,자근다발
363,Tasche::N,bag,가방
364,Eimer::N,bucket,동이
365,Deckel::N,cover,뚜껑
366,Geschirr::N,dishes,식시
367,Sack::N,sack,조갑
368,Tasse::N,cup,차잔
369,Topf::N,pot,단지
370,Kessel::N,kettle,주전자
371,Essen::N,meal,먹기
372,Nahrung::N,food,식료
373,Speise::N,dish,음식물
374,Fleisch::N,meat,고기
375,Getreide::N,corn,곡물
376,Brei::N,mush,젤리
377,Brot::N,bread,빵
378,Scheibe::N,slice,원반
379,Fett::N,fat,기름
380,Butter::N,butter,버터
381,Öl::N,oil,올리브유
382,Salz::N,salt,소금
383,Suppe::N,soup,국
384,Suppe::N,soup,수프
385,Honig::N,honey,감미
386,Milch::N,milk,유즙
387,Tee::N,tea,차
388,Leder::N,leather,가죽
389,Wolle::N,wool,양털
390,Stoff::N,cloth,패료
391,Nadel::N,needle,바늘
392,Faden::N,thread,콘실
393,Knopf::N,button,단추
394,Knoten::N,knot,곁절
395,Farbe::N,paint,색
396,Kleidung::N,clothes,옷입기
397,Hemd::N,shirt,속옷
398,Kragen::N,collar,깃
399,Ärmel::N,sleeve,소매
400,Hose::N,trousers,바지
401,Gürtel::N,belt,밴드
402,Mütze::N,cap,모자
403,Schuh::N,shoe,구두
404,Stiefel::N,boot,장화
405,Ring::N,ring,고리
406,Band::N,ribbon,리본
407,Kamm::N,comb,빗
408,Spiegel::N,mirror,거울
409,Riemen::N,strap,가죽끈
410,Schnur::N,string,밧줄
411,Leine::N,leash,고삐줄
412,Decke::N,blanket,이부자리
413,Kissen::N,pillow,깔개
414,Tuch::N,scarf,천
415,Handtuch::N,towel,수건
416,Kraft::N,force,세력
417,Stärke::N,strength,힘
418,Gesundheit::N,health,위생
419,Krankheit::N,illness,병
420,Schmerz::N,pain,아픔고통
421,Wunde::N,wound,상처
422,Fieber::N,fever,열별
423,Arznei::N,medicine,약
424,Brücke::N,bridge,교량
425,Brunnen::N,well,원천
426,Weide::N,pasture,목장
427,Pfad::N,path,좁은길
428,Weg::N,way,길
429,Straße::N,road,길
430,Dorf::N,village,촌
431,Dorf::N,village,촌락
432,Stadt::N,town,도시
433,Brief::N,letter,서한
434,Buch::N,book,책
435,Buchstabe::N,character,문자
436,Zeitung::N,newspaper,신문
437,Leben::N,life,삶
438,Tod::N,death,죽음
439,Grab::N,grave,무덤
440,Kirche::N,church,교회
441,Sünde::N,sin,부정
442,Gott::N,god,하느님
443,Arbeiter::N,worker,일하는사람
444,Chef::N,boss,사장
445,Meister::N,master,명인
446,Meister::N,master,대가
447,Arzt::N,doctor,의사
448,Lehrer::N,teacher,교사
449,Geld::N,money,돈
450,Geschäft::N,business,일
451,Laden::N,shop,가게
452,Preis::N,price,가격
453,Ware::N,ware,상품
454,Nutzen::N,profit,이익
455,Reichtum::N,wealth,많음
456,Welt::N,world,세상
457,Land::N,country,지방
458,Staat::N,state,국가
459,König::N,king,국왕
460,Macht::N,power,힘
461,Grenze::N,border,국경
462,Krieg::N,war,전쟁
463,Feind::N,enemy,적
464,Gewalt::N,violence,권력
465,Kampf::N,fight,전투
466,Bogen[Waffe]::N,bow,활
467,Pfeil::N,arrow,화살
468,Gewehr::N,gun,무기
469,Fehler::N,mistake,오류
470,Lüge::N,lie,거짓말
471,Schaden::N,damage,손상
472,Unglück::N,misfortune,불행
473,Schuld::N,fault,부채
474,Alter::N,age,연령
475,Schluss::N,conclusion,마감
476,Zeit::N,time,때
477,Zeit::N,time,시간
478,Tag::N,day,하루
479,Morgen::N,morning,이침
480,Mittag::N,noon,대낮
481,Abend::N,evening,저녁
482,Nacht::N,night,밤
483,Woche::N,week,근무일
484,Monat::N,month,달
485,Jahr::N,year,해
486,Frühling::N,spring,봄
487,Sommer::N,summer,여름
488,Herbst::N,autumn,가을
489,Winter::N,winter,겨울
490,Januar::N,January,일월
491,Februar::N,February,이월
492,März::N,March,삼월
493,April::N,April,사월
494,Mai::N,May,오월
495,Juni::N,June,유월
496,Juli::N,July,칠월
497,August::N,August,팔월
498,September::N,September,구월
499,Oktober::N,October,시월
500,November::N,November,십일월
501,Dezember::N,December,십이월
502,Montag::N,Monday,월요일
503,Dienstag::N,Tuesday,화요일
504,Mittwoch::N,Wednesday,수요일
505,Donnerstag::N,Thursday,모교일
506,Freitag::N,Friday,그묘일
507,Samstag::N,Saturday,토요일
508,Sonntag::N,Sunday,일요일
509,groß::A,big,큰
510,klein::A,little,자근
511,lang::A,long,긴
512,kurz::A,short,짧은
513,breit::A,wide,넓은
514,schmal::A,narrow,좁은
515,dicht::A,dense,농밀한
516,dick[Gegenstand]::A,thick,두꺼운
517,dünn::A,thin,얇은
518,fein::A,delicate,미세한
519,fest::A,firm,굳은
520,flach::A,flat,얕은
521,glatt::A,smooth,반들반들한
522,hart::A,hard,굳은
523,weich::A,soft,연한
524,rund::A,round,둥근
525,spitz::A,pointed,뾰족한
526,scharf::A,sharp,날카로운
527,stumpf::A,blunt,무딘
528,schwer::A,heavy,무거운
529,schön::A,beautiful,멋진
530,heiß::A,hot,뜨거운
531,warm::A,warm,따뜻한
532,kalt::A,cold,찬
533,kühl::A,cool,서늘한
534,frisch::A,fresh,신선한
535,feucht::A,damp,축축한
536,nass::A,wet,젖은
537,trocken::A,dry,마른
538,voll::A,full,완전한
539,leer::A,empty,빈
540,offen::A,open,열린
541,geschlossen::A,closed,닫힌
542,sauber::A,clean,깨끗한
543,schmutzig::A,dirty,더러운
544,roh::A,raw,날게잇의
545,reif::A,ripe,이근
546,lecker::A,delicious,맛있는
547,süß::A,sweet,단
548,bitter::A,bitter,찌르는듯한
549,sauer::A,sour,산성의
550,hell::A,bright,밝은
551,dunkel::A,dark,어두운
552,schwarz::A,black,검은
553,weiß::A,white,하얀
554,rot::A,red,붉은
555,gelb::A,yellow,황색
556,blau::A,blue,푸른
557,grün::A,green,녹색의
558,grau::A,grey,회색의
559,bunt::A,colourful,알록달록한
560,bunt::A,colorful,알록달록한
561,billig::A,cheap,싼
562,teuer::A,dear,값비산
563,wertvoll::A,precious,가치가많은
564,blind::A,blind,눈먼
565,taub::A,deaf,무감간한
566,kräftig::A,powerful,강장한
567,stark::A,strong,강한
568,schwach::A,weak,약한
569,fett::A,fat,실찐
570,schlank::A,slim,호리호리한
571,hübsch::A,pretty,예쁜
572,böse::A,evil,나쁜
573,dumm::A,stupid,어리석은
574,faul::A,lazy,너덜너덜한
575,fleißig::A,diligent,근면한
576,geizig::A,stingy,인색한
577,klug::A,clever,
578,geschickt::A,skilful,교묘한
579,geschickt::A,skillful,교묘한
580,lieb::A,dear,친애하는
581,lustig::A,merry,유쾌한
582,sanft::A,gentle,온화한
583,hungrig::A,hungry,배고픈
584,krank::A,sick,병든
585,nackt::A,naked,벌거벗은
586,traurig::A,sad,슬픈
587,lebendig::A,living,살아있는
588,gut::A,good,좋은
589,schlecht::A,bad,나쁜
590,richtig::A,correct,바른
591,schlimm::A,nasty,못된
592,wahr::A,true,참된
593,alt::A,old,늙은
594,neu::A,new,새
595,ehemalig::A,former,전의
596,alt[Lebewesen]::A,aged,낡은
597,jung::A,young,젊은
598,arm::A,poor,가난한
599,reich::A,rich,풍부한
600,bekannt::A,familiar,저명한
601,berühmt::A,famous,유명한
602,fremd::A,foreign,타처이
603,verschieden::A,different,따른
604,nah::A,near,가까운
605,fern::A,far,먼
606,linker::A,left,왼쭉의
607,rechter::A,right,오른쪽의
608,anderer::A,other,다른
609,erster::A,first,첫째
610,zweiter::A,second,둘째
611,dritter::A,third,셋째
612,letzter::A,last,의후자의
613,allein::ADV,alone,훌로
614,auf einmal::ADV,at once,갑자기
615,zusammen::ADV,together,모아서
616,lange::ADV,long,오래
617,plötzlich::ADV,suddenly,둘연한
618,sofort::ADV,instantly,즉시
619,später::ADV,later,보다늦은
620,jetzt::ADV,now,목하
621,heute::ADV,today,오늘
622,morgen::ADV,tomorrow,내일
623,bald::ADV,soon,곱
624,dann::ADV,then,그경우에
625,gestern::ADV,yesterday,어제
626,einst::ADV,once,옛날에
627,damals::ADV,at that time,그때에
628,danach::ADV,afterwards,그 뒤에
629,vorher::ADV,before,미리
630,zuerst::ADV,at first,최초로
631,einmal::ADV,once,한번
632,manchmal::ADV,sometimes,땓대로
633,oft::ADV,often,땓대로
634,immer::ADV,always,늘
635,niemals::ADV,never,결코...(하지)않다
636,hier::ADV,here,여기
637,hierhin::ADV,hither,여기로
638,hierhin::ADV,to here,여기로
639,hierhin::ADV,here,여기로
640,von hier::ADV,hence,
641,dort::ADV,there,거기
642,dorthin::ADV,thither,저기예
643,dorthin::ADV,there,저기예
644,dorthin::ADV,to there,저기예
645,geradeaus::ADV,ahead,곧장
646,vorwärts::ADV,forward,앞으로
647,rückwärts::ADV,backward,뒤로
648,zurück::ADV,back,제자리로
649,unten::ADV,below,아래에
650,hinab::ADV,down,아래쪽으로
651,oben::ADV,above,위에
652,hinauf::ADV,up,위쪽으로
653,überall::ADV,everywhere,도처에
654,nicht::ADV,not,안
655,ein wenig::ADV,a little,적음
656,kaum::ADV,hardly,가의
657,sehr::ADV,very,자주
658,so::ADV,so,그와같이
659,noch::ADV,still,아직
660,nur::ADV,only,다만
661,schon::ADV,already,이미
662,wieder::ADV,again,다시
663,vergebens::ADV,in vain,헛되이
664,vor::PRP,in front of,앞에
665,hinter::PRP,behind,뒤에
666,unter::PRP,under,잍에
667,durch::PRP,through,통고하여
668,neben::PRP,next to,와나란히
669,zwischen::PRP,between,의사이로
670,wegen::PRP,because of,때문에
671,dies::PRN,this,이
672,das::PRN,that,저
673,alles::PRN,everything,모든것
674,ich::PRN,I,나
675,du::PRN,you,너
676,du::PRN,thou,너
677,er::PRN,he,그
678,wir::PRN,we,우리
679,ihr::PRN,you,너희들
680,sie::PRN,they,그들
681,was::FPRN,what,뭣
682,wer::FPRN,who,누구
683,wo::FADV,where,어디
684,wohin::FADV,where ... to,어디로
685,wohin::FADV,where to,어디로
686,wohin::FADV,where,어디로
687,wie::FADV,how,어떻게
688,warum::FADV,why,왜
689,wieviel::FNUM,how much,얼마만큰
690,eins::NUM,one,하나
691,zwei::NUM,two,둘
692,drei::NUM,three,셋
693,vier::NUM,four,넷
694,fünf::NUM,five,다섯
695,sechs::NUM,six,여섯
696,sieben::NUM,seven,일곱
697,acht::NUM,eight,여덟
698,neun::NUM,nine,아홉
699,zehn::NUM,ten,열
700,elf::NUM,eleven,열하나
701,zwölf::NUM,twelve,열둘
702,zwanzig::NUM,twenty,스물
703,dreißig::NUM,thirty,서름
704,vierzig::NUM,forty,마흔
705,fünfzig::NUM,fifty,숸
706,sechzig::NUM,sixty,에순
707,siebzig::NUM,seventy,일흔
708,achtzig::NUM,eighty,여든
709,neunzig::NUM,ninety,아흔
710,hundert::NUM,a hundred,백
711,tausend::NUM,a thousand,천
712,und::CNJ,and,와
713,oder::CNJ,or,아니면
714,stehen::V,stand,서다
715,sitzen::V,sit,앉다
716,liegen::V,lie,눕다
717,hängen::V,hang,달다
718,werden::V,become,되다
719,passieren::V,happen,지장옶다
720,beginnen::V,begin,시작되다
721,enden::V,end,큳내다
722,wechseln::V,change,병경하다
723,aufgehen[Sonne]::V,rise,뜨다
724,untergehen[Sonne]::V,set,지다
725,scheinen[Sonne]::V,shine,빛나다
726,donnern::V,thunder,천둥치다
727,wehen::V,blow,풀다
728,strömen::V,stream,흐르다
729,fließen::V,flow,흐르다
730,sich drehen::V,revolve,돌다
731,schwanken::V,sway,동요하다
732,schwingen::V,swing,흔들다
733,fallen::V,fall,떨어지다
734,brennen::V,burn,타다
735,rauchen::V,smoke,김이나다
736,regnen::V,rain,비가오다
737,gefrieren::V,freeze,얼다
738,tauen::V,thaw,녹다
739,schmelzen::V,melt,녹다
740,trocknen::V,dry,홈치다
741,sieden::V,boil,끓다
742,faulen::V,rot,부패하다
743,verfaulen::V,decay,썩다
744,reißen::V,snap,지바찢다
745,versinken::V,sink,가라앉다
746,vergehen::V,pass,지나가다
747,erscheinen::V,appear,나타나다
748,verschwinden::V,disappear,사라지다
749,sinken::V,drop,가라앉다
750,abnehmen::V,decrease,떼어내다
751,zunehmen::V,increase,증가하다
752,steigen::V,rise,상승하다
753,wachsen::V,grow,생기하다
754,glänzen::V,shine,뛰오나다
755,funkeln::V,sparkle,불티가잍어나다
756,lärmen::V,be noisy,떠들다
757,läuten::V,chime,울시다
758,klingeln::V,ring,초닌총을울리다
759,klirren::V,tinkle,탁탁울리다
760,brausen::V,roar,쏴쏴소리내다
761,rauschen::V,rustle,솨솨
762,klingen::V,sound,반향하다
763,bellen::V,bark,짖다
764,heulen::V,howl,포효하다
765,blasen::V,blow,불다
766,pfeifen::V,whistle,피리를불다
767,schreien::V,shout,절규하다
768,stöhnen::V,groan,신음하다
769,zittern::V,tremble,저뉼하다
770,leben::V,be alive,살다
771,geboren werden::V,be born,태어난
772,atmen::V,breathe,숨쉬다
773,trinken::V,drink,마시다
774,essen::V,eat,먹다
775,schlucken::V,swallow,들이켜다
776,müde werden::V,get tired,
777,einschlafen::V,fall asleep,잠들다
778,schlafen::V,sleep,자다
779,aufwachen::V,wake up,눈트다
780,aufstehen::V,get up,서다
781,sich erholen::V,relax,회복하다
782,krank werden::V,fall ill,
783,krank sein::V,be ill,
784,schmerzen::V,ache,아프다
785,husten::V,cough,잔기침하다
786,genesen::V,recover,낫다
787,sterben::V,die,죽다
788,umkommen::V,perish,못쓰게되다
789,sich bewegen::V,move,움직이다
790,sich rühren::V,budge,움직이다
791,sich erheben::V,stand up,이러서다
792,sich setzen::V,sit down,앉히다
793,hinfallen::V,tumble,넘어지다
794,laufen::V,walk,걷다
795,schreiten::V,pace,보행하다
796,spazierengehen::V,go for a walk,산보하다
797,eilen::V,rush,서둘다
798,sich beeilen::V,hurry,서둘게하다
799,sausen::V,dash,서들러 떠나다
800,rennen::V,run,달리다
801,springen::V,jump,도약하다
802,klettern::V,climb,갑겨오르다
803,schaukeln::V,seesaw,흔들리게하다
804,kriechen::V,creep,기다
805,schwimmen::V,swim,헤엄치다
806,tauchen::V,dive,잠기다
807,rudern::V,row,물을헤치다
808,fahren::V,drive,가다
809,fahren::V,drive,나르다
810,fliegen::V,fly,날다
811,gehen::V,go,가다
812,weggehen::V,go away,팔리다
813,abfahren::V,depart,출발하다
814,anhalten::V,stop,멈추다
815,hineingehen::V,go in,(그리로)가다
816,eintreten::V,enter,들러가다
817,kommen::V,come,오다
818,ankommen::V,arrive,고챀하다
819,zurückkommen::V,come back,보기
820,bleiben::V,stay,체류
821,warten::V,wait,기다리다
822,erwarten::V,wait for,기대하다
823,suchen::V,seek,찾다
824,suchen::V,seek,구하다
825,suchen::V,look for,찾다
826,suchen::V,look for,구하다
827,finden::V,find,찾아내다
828,versuchen::V,try,시험하다
829,vorbereiten::V,prepare,재비하다
830,lieben::V,love,사랑하다
831,mögen::V,like,줗아하다
832,lachen::V,laugh,웃다
833,rühren::V,move,건드리다
834,weinen::V,weep,울다
835,schimpfen::V,grumble,꾸짖다
836,sich ärgern::V,be annoyed,화를내게 하다
837,sich fürchten::V,be afraid,두려원하다
838,fürchten::V,be afraid of,두려원하다
839,fliehen::V,flee,도망치다
840,flüchten::V,escape,도주하다
841,sehen::V,see,보다
842,anschauen::V,look at,바라보다
843,ansehen::V,watch,바라보다
844,hören::V,hear,듣다
845,zuhören::V,listen,듣다
846,probieren::V,taste,시식하다
847,riechen::V,smell,내새를맡다
848,fühlen::V,feel,느끼다
849,scheinen::V,seem,...것같다
850,zu sehen sein::V,show,보이는
851,vernehmen::V,hear,듣다
852,vernehmen::V,hear,들어서일다
853,frieren::V,be cold,춥다
854,tun::V,do,하다
855,können::V,can,할주릴다
856,wollen::V,want,바라다
857,anfangen::V,start,시작하다
858,beenden::V,finish,다하다
859,aufhören::V,stop,그만두다
860,gelingen::V,succeed,성국하다
861,geraten::V,turn out,잘되어가다
862,öffnen::V,open,열다
863,schließen::V,close,추측하다
864,stellen::V,put,세우다
865,setzen::V,place,놓다
866,legen::V,lay,눕히다
867,berühren::V,touch,대다
868,verbinden::V,connect,옝열하다
869,bedecken::V,cover,덮다
870,aufhängen::V,hang up,매달다
871,anzünden::V,light,점화하다
872,aufheben::V,pick up,위로올리다
873,zurücklassen::V,leave,튀에남기다
874,verlieren::V,lose,잃다
875,fallen lassen::V,drop,떨어뜨리다
876,machen::V,make,하다
877,herstellen::V,produce,제조하다
878,bauen::V,build,짓다
879,reparieren::V,mend,수셩자다
880,verbessern::V,improve,정정하다
881,ändern::V,alter,바꾸다
882,graben::V,dig,파다
883,beugen::V,bow,구부리다
