,Concept_ID,uz,tr
805,durch::PRP,bo'ylab,sayesinde
806,durch::PRP,bo'ylab,ortasından
807,neben::PRP,yonida,yanında
808,zwischen::PRP,orada,arasında
809,wegen::PRP,sababli,dolayı
810,dies::PRN,o'sha,bu
811,das::PRN,narigi,o
812,das::PRN,narigi,şu
813,alles::PRN,har nima,hepsi
814,alles::PRN,har nima,her şey
815,ich::PRN,men,ben
816,du::PRN,sen,sen
817,er::PRN,u,o
818,wir::PRN,biz,biz
819,ihr::PRN,siz,siz
820,sie::PRN,ular,onlar
821,was::FPRN,nima,ne
822,wer::FPRN,kim,kim
823,wo::FADV,qaerda,nerede
824,wohin::FADV,qayerga,nereye
825,wie::FADV,qanday,nasıl
826,warum::FADV,nega,neden
827,wieviel::FNUM,qancha,kaç
828,wieviel::FNUM,qancha,ne kadar
829,eins::NUM,bir,bir
830,zwei::NUM,ikki,iki
831,drei::NUM,uch,üç
832,vier::NUM,to'rt,dört
833,fünf::NUM,besh,beş
834,sechs::NUM,olti,altı
835,sieben::NUM,etti,yedi
836,acht::NUM,sakkiz,sekiz
837,neun::NUM,to'qqiz,dokuz
838,zehn::NUM,o'n,on
839,elf::NUM,o'n bir,on bir
840,zwölf::NUM,o'n ikki,on iki
841,zwanzig::NUM,yigirma,yirmi
842,dreißig::NUM,o'ttiz,otuz
843,vierzig::NUM,qirq,kırk
844,fünfzig::NUM,ällik,elli
845,sechzig::NUM,oltmish,altmış
846,siebzig::NUM,etmish,yetmiş
847,achtzig::NUM,sakson,seksen
848,neunzig::NUM,to'qson,doksan
849,hundert::NUM,yuz,yüz
850,tausend::NUM,ming,bin
851,und::CNJ,va,ve
852,und::CNJ,va,ile
853,oder::CNJ,yo,ya
854,oder::CNJ,yo,yahut
855,stehen::V,turmoq,durmak
856,sitzen::V,o'tirmoq,oturmak
857,liegen::V,yotmoq,yatmak
858,hängen::V,osilmoq,asılı olmak
859,werden::V,bo'lmoq,olmak
860,werden::V,bo'lmoq,olunmak
861,passieren::V,bo'lib o'tmoq,olmak
862,beginnen::V,boshlanmoq,başlamak
863,enden::V,bitmoq,bitmek
864,enden::V,bitmoq,sona ermek
865,wechseln::V,o'zgarmoq,değişmek
866,aufgehen[Sonne]::V,chiqmoq,doğmak
867,untergehen[Sonne]::V,botmoq,batmak
868,scheinen[Sonne]::V,yaraqlamoq,parlamak
869,donnern::V,gulduramoq,gök gürlemek
870,wehen::V,elpimoq,esmek
871,strömen::V,oqmoq,akmak
872,fließen::V,oqmoq,akmak
873,sich drehen::V,aylanmoq,dönmek
874,schwanken::V,qoqilmoq,sallanmak
875,schwingen::V,lopillamoq,titremek
876,fallen::V,tushmoq,düşmek
877,brennen::V,yonmoq,yanmak
878,rauchen::V,tutamoq,tütmek
879,regnen::V,yomg'ir yog'moq,yağmak
880,gefrieren::V,muzlamoq,donmak
881,tauen::V,ärimoq,erimek
882,schmelzen::V,ärimoq,erimek
883,trocknen::V,qurimoq,kurumak
884,sieden::V,qaynamoq,kaynamak
885,faulen::V,chirimoq,çürümek
886,verfaulen::V,chirimoq,çürümek
887,reißen::V,qayt qilmoq,yırtılmak
888,versinken::V,g'arq bo'lmoq,batmak
889,vergehen::V,o'tmoq,geçmek
890,erscheinen::V,zuhur ätmoq,görünmek
891,verschwinden::V,yo'qolmoq,kaybolmak
892,sinken::V,pasaymoq,inmek
893,abnehmen::V,kamaymoq,azalmak
894,zunehmen::V,urchimoq,artmak
895,zunehmen::V,urchimoq,çoğalmak
896,steigen::V,oshmoq,artmak
897,steigen::V,oshmoq,yükselmek
898,wachsen::V,o'smoq,büyümek
899,wachsen::V,o'smoq,gelişmek
900,glänzen::V,porlamoq,parlamak
901,funkeln::V,yalt ätmoq,parıldamak
902,lärmen::V,taraq ätmoq,gürültü yapmak
903,läuten::V,jiringlamoq,çalmak
904,klingeln::V,jiringlamoq,zil çalmak
905,klirren::V,sharaqlamoq,şakırdamak
906,klirren::V,sharaqlamoq,zangırdamak
907,brausen::V,vag'illamoq,köpürmek
908,brausen::V,vag'illamoq,kükremek
909,rauschen::V,shitirlamoq,fışırdamak
910,klingen::V,yangramoq,tınlamak
911,bellen::V,hurmoq,havlamak
912,heulen::V,uvlamoq,ulumak
913,blasen::V,puflamoq,üflemek
914,pfeifen::V,xushtak chalmoq ,düdük çalmak
915,schreien::V,qiyqirmoq,bağırmak
916,schreien::V,qiyqirmoq,haykırmak
917,stöhnen::V,nola qilmoq,inlemek
918,zittern::V,titramoq,titremek
919,leben::V,yashamoq,yaşamak
920,leben::V,yashamoq,hayatta olmak
921,geboren werden::V,tug'ilmoq,doğmak
922,atmen::V,nafas chiqarmoq,solunmak
923,atmen::V,nafas chiqarmoq,nefes almak
924,trinken::V,ichmoq,içmek
925,essen::V,emoq,yemek
926,schlucken::V,yutmoq,yutmak
927,müde werden::V,horimoq,yorulmak
928,einschlafen::V,uxlab qolmoq,uykuya dalmak
929,schlafen::V,uxlamoq,uyumak
930,aufwachen::V,uyg'onmoq,uyanmak
931,aufstehen::V,qo'pmoq,kalkmak
932,aufstehen::V,qo'pmoq,yataktan kalkmak
933,sich erholen::V,dam olmoq,dinlenmek
934,krank werden::V,kasallanmoq,hastalanmak
935,krank sein::V,betob yotmoq,hasta olmak
936,schmerzen::V,og'rimoq,ağrımak
937,husten::V,yo'talmoq,öksürmek
938,genesen::V,tuzalmoq,şifa bulmak
939,sterben::V,o'lmoq,ölmek
940,sterben::V,o'lmoq,vefat etmek
941,umkommen::V,halok bo'lmoq,ölmek
942,sich bewegen::V,harakat qilmoq,hareket etmek
943,sich rühren::V,qimirlamoq,kımıldanmak
944,sich erheben::V,qo'pmoq,kalkmak
945,sich erheben::V,qo'pmoq,ayağa kalkmak
946,sich setzen::V,o'tirmoq,oturmak
947,hinfallen::V,yiqilmoq,yere düşmek
948,laufen::V,yurmoq,yürümek
949,schreiten::V,yurmoq,yürümek
950,schreiten::V,yurmoq,adım atmak
951,spazierengehen::V,sayr ätmoq,gezmek
952,spazierengehen::V,sayr ätmoq,dolaşmak
953,eilen::V,tezlamoq,seğirtmek
954,sich beeilen::V,shoshmoq,acele etmek
955,sausen::V,chopqillamoq,hızla gitmek
956,rennen::V,yugurmoq,koşmak
957,springen::V,sakramoq,atlamak
958,springen::V,sakramoq,sıçramak
959,klettern::V,yuqorilamoq,tırmanmak
960,schaukeln::V,irg'amoq,sallanmak
961,kriechen::V,ämaklamoq,sürünmek
962,schwimmen::V,suzmoq,yüzmek
963,tauchen::V,chu'mmoq,dalmak
964,rudern::V,eshkak eshmoq,kürek çekmek
965,fahren::V,haydamoq,gitmek
966,fliegen::V,uchmoq,uçmak
967,gehen::V,bormoq,gitmek
968,weggehen::V,ketoq,gitmek
969,abfahren::V,jo'namoq,kalkmak
970,anhalten::V,to'xtamoq,durmak
971,hineingehen::V,kirmoq,içeri girmek
972,eintreten::V,kirmoq,girmek
973,kommen::V,kelmoq,gelmek
974,ankommen::V,etib kelmoq,varmak
975,zurückkommen::V,qaytib kelmoq,dönmek
976,bleiben::V,qolmoq,kalmak
977,warten::V,poylamoq,beklemek
978,erwarten::V,kutmoq,beklemek
979,suchen::V,izlamoq,aramak
980,finden::V,topmoq,bulmak
981,versuchen::V,chalishmoq,denemek
982,vorbereiten::V,hozirlamoq,hazırlamak
983,lieben::V,sevmoq,sevmek
984,mögen::V,ardoqlamoq,beğenmek
985,lachen::V,kulmoq,gülmek
986,rühren::V,ta'sirlantirmoq,dokunmak
987,rühren::V,ta'sirlantirmoq,duygulandırmak
988,weinen::V,yig'lamoq,ağlamak
989,schimpfen::V,koyinmoq,küfretmek
990,sich ärgern::V,g'azab qilmoq,kızmak
991,sich fürchten::V,hurkmoq,korkmak
992,fürchten::V,qo'rqmoq,korkmak
993,fliehen::V,qochmoq,kaçmak
994,flüchten::V,qochmoq,kaçmak
995,sehen::V,ko'rmoq,görmek
996,anschauen::V,razm solmoq,seyretmek
997,ansehen::V,razm qilmoq,bakmak
998,hören::V,äshitmoq,duymak
999,hören::V,äshitmoq,işitmek
1000,zuhören::V,tinglamoq,dinlemek
1001,probieren::V,tatib ko'rmoq,denemek
1002,probieren::V,tatib ko'rmoq,tadına bakmak
1003,riechen::V,iskamoq,kokusunu almak
1004,fühlen::V,sezmoq,duymak
1005,fühlen::V,sezmoq,hissetmek
1006,scheinen::V,tuyilmoq,görünmek
1007,zu sehen sein::V,ko'rinmoq,görünmek
1008,vernehmen::V,äshitmoq,haber almak
1009,frieren::V,sovuq qotmoq,üşümek
1010,tun::V,ätmoq,etmek
1011,tun::V,ätmoq,yapmak
1012,können::V,-a olmoq,bilmek
1013,können::V,-y olmoq,bilmek
1014,wollen::V,istamoq,istemek
1015,anfangen::V,boshlamoq,başlamak
1016,beenden::V,bitirmoq,bitirmek
1017,aufhören::V,tinmoq,bitmek
1018,gelingen::V,muvaffaqiyat qozonmoq,başarmak
1019,geraten::V,bo'lmoq,düşmek
1020,öffnen::V,ochmoq,açmak
1021,schließen::V,yopmoq,kapamak
1022,stellen::V,qo'ymoq,koymak
1023,setzen::V,o'tqazmoq,koymak
1024,setzen::V,o'tqazmoq,oturtmak
1025,legen::V,yotqizmoq,koymak
1026,legen::V,yotqizmoq,yatırmak
1027,berühren::V,tegmoq,dokunmak
1028,verbinden::V,ulamoq,bağlamak
1029,verbinden::V,ulamoq,birleştirmek
1030,bedecken::V,bekitmoq,örtmek
1031,bedecken::V,bekitmoq,kaplamak
1032,aufhängen::V,ildirmoq,asmak
1033,anzünden::V,yondirmoq,yakmak
1034,anzünden::V,yondirmoq,ateşlemek
1035,aufheben::V,ko'tarmoq,kaldırmak
1036,zurücklassen::V,ayrilmoq,geride bırakmak
1037,verlieren::V,yo'qotmoq,yitirmek
1038,verlieren::V,yo'qotmoq,kaybetmek
1039,fallen lassen::V,tushirmoq,düşürmek
1040,machen::V,qilmoq,yapmak
1041,herstellen::V,chiqarmoq,yapmak
1042,herstellen::V,chiqarmoq,imal etmek
1043,bauen::V,solmoq,kurmak
1044,bauen::V,solmoq,inşa etmek
1045,reparieren::V,tuzatmoq,onarmak
1046,reparieren::V,tuzatmoq,tamir etmek
1047,verbessern::V,isloh qilmoq,düzeltmek
1048,ändern::V,o'zgartirmoq,değiştirmek
1049,graben::V,qazimoq,kazmak
1050,beugen::V,bukmoq,eğmek
1051,biegen::V,bukmoq,bükmek
1052,drehen::V,aylantirmoq,çevirmek
1053,drehen::V,aylantirmoq,döndürmek
1054,wenden::V,burmoq,çevirmek
1055,umdrehen::V,ag'darmoq,çevirmek
1056,heben::V,yuksaltirmoq,kaldırmak
1057,hochheben::V,ko'tarmoq,yukarı kaldırmak
1058,ergreifen::V,tutamlamoq,tutmak
1059,ergreifen::V,tutamlamoq,yakalamak
1060,halten::V,tutmoq,tutmak
1061,drücken::V,bosmoq,sıkmak
1062,schieben::V,surmoq,itmek
1063,schieben::V,surmoq,sürmek
1064,kratzen::V,qashimoq,kaşımak
1065,lecken::V,mijimoq,yalamak
1066,beißen::V,tishlamoq,ısırmak
1067,abreißen::V,emirmoq,koparmak
1068,abschneiden::V,cho'rt kesmoq,keserek ayırmak
1069,binden::V,bog'lamoq,bağlamak
1070,stecken::V,suqmoq,sokmak
1071,brechen::V,sindirmoq,kırmak
1072,klopfen::V,dukurlamoq,çalmak
1073,hauen::V,urmoq,vurmak
1074,kleben::V,yopishtirmoq,yapıştırmak
1075,reiben::V,surkamoq,ovmak
1076,reiben::V,surkamoq,sürtmek
1077,streichen::V,surkamoq,sürmek
1078,schleifen::V,qayramoq,bilemek
1079,schneiden::V,kesmoq,kesmek
1080,rütteln::V,chayqamoq,sallamak
1081,schütteln::V,chayqamoq,sarsmak
1082,schütteln::V,chayqamoq,çalkamak
1083,schwenken::V,chayqatmoq,sallamak
1084,schütten::V,quymoq,dökmek
1085,schütten::V,quymoq,akıtmak
1086,füllen::V,to'ldirmoq,doldurmak
1087,einwickeln::V,chulg'amoq,sarmak
1088,tragen::V,tashimoq,taşımak
1089,schleppen::V,sudramoq,sürüklemek
1090,ziehen::V,tortmoq,çekmek
1091,aufbewahren::V,tutmoq,saklamak
1092,werfen::V,tashlamoq,atmak
1093,fangen::V,tutmoq,tutmak
1094,fangen::V,tutmoq,yakalamak
1095,packen::V,opqochmoq,tutmak
1096,packen::V,opqochmoq,yakalamak
1097,verstecken::V,yashirmoq,saklamak
1098,teilen::V,bo'lmoq,bölmek
1099,teilen::V,bo'lmoq,ayırmak
1100,schicken::V,yubormoq,yollamak
1101,schicken::V,yubormoq,göndermek
1102,bringen::V,keltirmoq,getirmek
1103,hinzufügen::V,tirkamoq,katmak
1104,hinzufügen::V,tirkamoq,eklemek
1105,bekommen::V,olmoq,almak
1106,bekommen::V,olmoq,eline geçmek
1107,erhalten::V,olmoq,almak
1108,nehmen::V,olmoq,almak
1109,wählen::V,saylamoq,seçmek
1110,auswählen::V,saylamoq,seçmek
1111,auswählen::V,saylamoq,ayırmak
1112,bewahren::V,saqlamoq,korumak
1113,behindern::V,xalal bermoq,engellemek
1114,verderben::V,xazon qilmoq,bozmak
1115,beschädigen::V,buzmoq,zedelemek
1116,beschädigen::V,buzmoq,ziyan vermek
1117,zerbrechen::V,sindirmoq,kırmak
1118,zerreißen::V,yirtmoq,yırtmak
1119,zerstören::V,vayron qilmoq,yıkmak
1120,zerstören::V,vayron qilmoq,tahrip etmek
1121,verbrennen::V,kuydirmoq,yakmak
1122,geben::V,bermoq,vermek
1123,reichen::V,bermoq,uzatmak
1124,schenken::V,sovg'a qilmoq,hediye etmek
1125,versprechen::V,va'da bermoq,vaat etmek
1126,wünschen::V,orziqmoq,kutlamak
1127,loben::V,maqtamoq,övmek
1128,küssen::V,o'pmoq,öpmek
1129,wiegen::V,tebratmoq,sallamak
1130,zudecken::V,yopmoq,örtmek
1131,wecken::V,uyg'otmoq,uyandırmak
1132,zeigen::V,ko'rsatmoq,göstermek
1133,führen::V,boshlik bo'lmoq,gezdirmek
1134,führen::V,boshlik bo'lmoq,yol göstermek
1135,lehren::V,o'rgatmoq,okutmak
1136,lehren::V,o'rgatmoq,öğretmek
1137,unterrichten::V,dars bermoq,öğretmek
1138,aufziehen::V,o'stirmoq,yetiştirmek
1139,leiten::V,boshqarmoq,yönetmek
1140,leiten::V,boshqarmoq,idare etmek
1141,antreiben::V,shoshiltirmoq,teşvik etmek
1142,lassen::V,ruxsat bermoq,-tırmak
1143,einladen::V,taklif kilmoq,davet etmek
1144,vereinigen::V,qo'shmoq,birleştirmek
1145,besuchen::V,mehmonga bormoq,uğramak
1146,besuchen::V,mehmonga bormoq,ziyaret etmek
1147,besuchen::V,mehmonga bormoq,görmeye gitmek
1148,treffen::V,duchor bo'lmoq,rastlamak
1149,treffen::V,duchor bo'lmoq,isabet etmek
1150,sich versammeln::V,to'planmoq,toplanmak
1151,spielen::V,o'ynamoq,oynamak
1152,singen::V,yalla qilmoq,söylemek
1153,singen::V,yalla qilmoq,şarkı söylemek
1154,tanzen::V,raqs qilmoq,oynamak
1155,tanzen::V,raqs qilmoq,dans etmek
1156,sich trennen::V,yakkalanmoq,ayrılmak
1157,verlassen::V,qoldirmoq,bırakmak
1158,verlassen::V,qoldirmoq,terk etmek
1159,retten::V,qutqazmoq,kurtarmak
1160,bewachen::V,qo'rimoq,gözetmek
1161,schützen::V,yoniga olmoq,korumak
1162,verteidigen::V,yoqlamoq,savunmak
1163,sich schlagen::V,yoqalashmoq,dövüşmek
1164,schießen::V,otmoq,ateş etmek
1165,siegen::V,engmoq,yenmek
1166,ärgern::V,jahl chiqarmoq,kızdırmak
1167,schlagen::V,urmoq,dövmek
1168,treten::V,tepmoq,tepmek
1169,stechen::V,qadamoq,sokmak
1170,stechen::V,qadamoq,batırmak
1171,stoßen::V,turtmoq,itmek
1172,stehlen::V,o'g'rilamoq,çalmak
1173,stören::V,tebratmoq,bozmak
1174,stören::V,tebratmoq,etkilemek
1175,belästigen::V,g'ashini keltirmoq,rahatsız etmek
1176,verbergen::V,berkitmoq,saklamak
1177,täuschen::V,aldamoq,aldatmak
1178,betrügen::V,tirriq qilmoq,aldatmak
1179,betrügen::V,tirriq qilmoq,dolandırmak
1180,töten::V,o'ldirmoq,öldürmek
1181,wohnen::V,istiqomat qilmoq,oturmak
1182,arbeiten::V,ishlamoq,çalışmak
1183,sammeln::V,yig'moq,toplamak
1184,pflücken::V,termoq,koparmak
1185,jagen::V,ov qilmoq,avlanmak
1186,fischen::V,baliq ovlamoq,balık tutmak
1187,fassen::V,ilinmoq,tutmak
1188,fassen::V,ilinmoq,yakalamak
1189,hüten::V,boqtirmoq,otlatmak
1190,treiben::V,haydamoq,gütmek
1191,anbinden::V,bog'lamoq,bağlamak
1192,füttern::V,edirmoq,beslemek
1193,melken::V,sog'moq,sağmak
1194,hacken::V,chopmoq,yarmak
1195,gießen::V,oqizmoq,sulamak
1196,reifen::V,qizarmoq,olgunlaşmak
1197,zubereiten::V,pishirmoq,hazırlamak
1198,kochen::V,qaynatmoq,pişirmek
1199,kochen::V,qaynatmoq,kaynatmak
1200,backen::V,yopmoq,pişirmek
1201,backen::V,yopmoq,fırında pişirmek
1202,braten::V,qovurmoq,kızartmak
1203,umrühren::V,atalamoq,karıştırmak
1204,stricken::V,to'qimoq,örmek
1205,nähen::V,tikmoq,dikmek
1206,färben::V,bo'yoqlamoq,boyamak
1207,reinigen::V,tozalamoq,temizlemek
1208,waschen::V,yuvmoq,yıkamak
1209,abwischen::V,surkamoq,silmek
1210,spülen::V,chaymoq,çalkamak
1211,fegen::V,cho'tkalamoq,süpürmek
1212,kehren::V,supurmoq,süpürmek
1213,baden::V,cho'milmoq,yıkanmak
1214,baden::V,cho'milmoq,banyo yapmak
1215,sich waschen::V,yuvinmoq,yıkanmak
1216,ausziehen::V,echintirmoq,çıkarmak
1217,anziehen::V,kiymoq,giymek
1218,sich anziehen::V,kiyinmoq,giyinmek
1219,kämmen::V,taramoq,taramak
1220,schmücken::V,yasatmoq,süslemek
1221,sagen::V,aytmoq,demek
1222,sagen::V,aytmoq,söylemek
1223,sprechen::V,so'zlamoq,konuşmak
1224,reden::V,gapirmoq,konuşmak
1225,sich unterhalten::V,suhbatlashmoq,sohbet etmek
1226,fragen::V,so'ramoq,sormak
1227,bitten::V,iltimos qilmoq,dilemek
1228,bitten::V,iltimos qilmoq,rica etmek
1229,erzählen::V,aytib bermoq,bahsetmek
1230,erzählen::V,aytib bermoq,hikâye etmek
1231,mitteilen::V,bildirmoq,bildirmek
1232,nennen::V,atamoq,adlandırmak
1233,rufen::V,chaqirmoq,çağırmak
1234,prahlen::V,gerdaymoq,övünmek
1235,übersetzen::V,tarjima qilmoq,çevirmek
1236,übersetzen::V,tarjima qilmoq,tercüme etmek
1237,denken::V,o'ylamoq,düşünmek
1238,glauben::V,ishonmoq,inanmak
1239,glauben::V,ishonmoq,zannetmek
1240,bemerken::V,payqamoq,farkına varmak
1241,erkennen::V,tanimoq,tanımak
1242,begreifen::V,tushunmoq,anlamak
1243,begreifen::V,tushunmoq,kavramak
1244,verstehen::V,anglamoq,duymak
1245,verstehen::V,anglamoq,anlamak
1246,lernen::V,o'qimoq,öğrenmek
1247,wissen::V,bilmoq,bilmek
1248,sich erinnern an::V,äsni tanimoq,hatırlamak
1249,vergessen::V,unutmoq,unutmak
1250,messen::V,o'lchamoq,ölçmek
1251,zählen::V,raqamlamoq,saymak
1252,rechnen::V,cho'tlamoq,hesap etmek
1253,lesen::V,o'qimoq,okumak
1254,malen::V,rasm solmoq,resmini yapmak
1255,zeichnen::V,chizmoq,çizmek
1256,schreiben::V,yozmoq,yazmak
1257,besitzen::V,ägalamoq,haiz olmak
1258,besitzen::V,ägalamoq,sahip olmak
1259,kaufen::V,olmoq,almak
1260,verkaufen::V,sotmoq,satmak
1261,bezahlen::V,to'lamoq,ödemek
1262,zahlen::V,to'lamoq,ödemek
1263,beherrschen::V,ägalamoq,hâkim olmak
1264,ertragen::V,chidamoq,dayanmak
1265,ertragen::V,chidamoq,katlanmak
