,Concept_ID,kv,tt
793,hängen::V,ӧшавны,эленү
794,werden::V,лоны,булу
795,passieren::V,аркмыны,булу
796,beginnen::V,петны,башлану
797,enden::V,-сь,бетү
798,enden::V,бырны,бетү
799,wechseln::V,вежсьыны,үзгәртү
800,aufgehen[Sonne]::V,петавны,чыгу
801,untergehen[Sonne]::V,пуксьыны,бату
802,scheinen[Sonne]::V,югьявны,яктырту
803,donnern::V,гымавны,күкрәү
804,wehen::V,пӧлявны,исү
805,strömen::V,киссьыны,агу
806,fließen::V,визывтны,агу
807,sich drehen::V,бергавны,бөтерелү
808,schwanken::V,кӧвьясьны,икеләнү
809,schwingen::V,дюттясьны,тирбәлү
810,fallen::V,усьны,егылу
811,brennen::V,сотчыны,яну
812,rauchen::V,тшынасьны,төтәү
813,rauchen::V,тшынасьны,төтенләү
814,regnen::V,зэрны,яву
815,gefrieren::V,гегдыны,кату
816,tauen::V,сывны,эрү
817,tauen::V,сывны,эретү
818,schmelzen::V,сывны,эрү
819,schmelzen::V,сывны,эретү
820,trocknen::V,косьмыны,кибү
821,sieden::V,пизьны,ургылу
822,faulen::V,нёльзьыны,черү
823,verfaulen::V,тӧрмыны,черү
824,verfaulen::V,сiсьмыны,черү
825,reißen::V,косясьны,өзелү
826,versinken::V,вӧйны,бату
827,vergehen::V,мунны,авышу
828,erscheinen::V,мыччисьны,пәйда булу
829,verschwinden::V,ӧшны,югалу
830,verschwinden::V,ӧшны,юк булу
831,sinken::V,ямны,кимү
832,sinken::V,ямны,кайту
833,abnehmen::V,ямны,азаю
834,zunehmen::V,паськавны,арту
835,zunehmen::V,паськавны,күбәю
836,zunehmen::V,паськавны,ишәю
837,steigen::V,лэбтiсьны,үсү
838,wachsen::V,быдмыны,үсү
839,glänzen::V,свиттявны,ялкылдау
840,funkeln::V,югйовтлыны,ялтырау
841,funkeln::V,югйӧв-керны,ялтырау
842,lärmen::V,чавзыны,шаулау
843,läuten::V,диньгыны,шалтырату
844,klingeln::V,силькӧтны,шалтырату
845,klirren::V,жольӧтны,чылтырау
846,brausen::V,гуасьны,давыллау
847,brausen::V,гуасьны,дулау
848,rauschen::V,кышӧтны,кыштырдау
849,klingen::V,горавны,ишетелү
850,bellen::V,увтны,өрү
851,bellen::V,вувтны,өрү
852,heulen::V,уннявны,улау
853,blasen::V,пӧлявны,өрү
854,pfeifen::V,пиксыны,сызгырту
855,schreien::V,айзыны,кычкыру
856,stöhnen::V,ойзыны,ыңгырашу
857,stöhnen::V,ружтыны,ыңгырашу
858,zittern::V,легьявны,калтырау
859,zittern::V,легьявны,калтырану
860,leben::V,овны,яшәү
861,leben::V,овны,гомер итү
862,geboren werden::V,шогмыны,туу
863,atmen::V,лолавны,сулау
864,trinken::V,юны,эчү
865,essen::V,сёйны,ашау
866,schlucken::V,ньылавны,йоту
867,müde werden::V,мыдзны,ялыгу
868,müde werden::V,мыдзны,йөгенү
869,einschlafen::V,ланьтны,йокыга китү
870,schlafen::V,узьны,йоклау
871,aufwachen::V,саймыны,уяну
872,aufwachen::V,пальмыны,уяну
873,aufstehen::V,сувтны,тору
874,sich erholen::V,шоччисьлыны,ял алу
875,sich erholen::V,шоччисьлыны,истирахәт итү
876,krank werden::V,моржитны,чирләү
877,krank sein::V,шогавны,чирләү
878,krank sein::V,визьӧтны,чирләү
879,schmerzen::V,висьны,авырту
880,husten::V,кашляйтны,ютәлләү
881,genesen::V,бурдны,савыгу
882,genesen::V,бурдны,сәламәтләнү
883,sterben::V,кувны,үлү
884,sterben::V,кувны,дөнья кую
885,sterben::V,кувны,вафат булу
886,umkommen::V,вийсьыны,үлү
887,sich bewegen::V,локны,йөрү
888,sich bewegen::V,ветлӧтны,йөрү
889,sich rühren::V,вӧрзьӧтчыны,кыймылдау
890,sich erheben::V,сувтны,басу
891,sich setzen::V,пуксьыны,утыру
892,hinfallen::V,пӧрласьны,егылу
893,laufen::V,мунны,җәяүләү
894,schreiten::V,тальччавны,атлау
895,spazierengehen::V,котрасьны,йөрү
896,spazierengehen::V,котрасьны,йөргенү
897,eilen::V,тэрмасьны,ашыгу
898,sich beeilen::V,тэрмасьны,ашыгу
899,sich beeilen::V,тэрмасьны,кызулау
900,sausen::V,вирдавны-котӧртны,җилдерү
901,springen::V,чеччавны,сикерү
902,klettern::V,кышасьны,үрмәләү
903,schaukeln::V,чурликасьны,атыну
904,kriechen::V,кыскасьны-мунны,шуышу
905,kriechen::V,кыскасьны-мунны,үрмәләү
906,schwimmen::V,вартчыны,йөзү
907,tauchen::V,сунгисьны ваӧ,чуму
908,rudern::V,сынны,ишү
909,fahren::V,мунны,бару
910,fliegen::V,лэбавны,очу
911,gehen::V,мунны,йөрү
912,weggehen::V,мунны,китү
913,abfahren::V,иньдӧтчыны,кузгалу
914,abfahren::V,мунны,кузгалу
915,anhalten::V,сувтны,тукталу
916,hineingehen::V,пырны,инү
917,eintreten::V,пырны,инү
918,kommen::V,локны,килү
919,ankommen::V,локны,бару
920,zurückkommen::V,бертны,кире кайту
921,zurückkommen::V,панӧвтсьыны,кире кайту
922,bleiben::V,кольччыны,калу
923,warten::V,видзчисьны,көтү
924,erwarten::V,видзчисьны,көтү
925,suchen::V,кошшыны,эзләү
926,finden::V,адззыны,табу
927,versuchen::V,пондыны,маташу
928,versuchen::V,пондӧтны,маташу
929,vorbereiten::V,лӧсьӧтны,хәзерләү
930,lieben::V,милуйтны,сөю
931,lieben::V,милуйтны,ярату
932,mögen::V,радейтны,өнәү
933,lachen::V,серавны,көлү
934,rühren::V,сьӧлӧм вӧрзьӧтны,дулкынландыру
935,weinen::V,горзыны,елау
936,schimpfen::V,видчыны,сүгү
937,schimpfen::V,видчыны,сүгенү
938,sich ärgern::V,лёкавны,ачулану
939,sich fürchten::V,повны,курку
940,fürchten::V,повны,калтырау
941,fürchten::V,повны,калтырану
942,fliehen::V,пышшыны,арка бирү
943,flüchten::V,пышшыны,качу
944,sehen::V,адззыны,күрү
945,anschauen::V,видзӧтны,карау
946,ansehen::V,видзӧтны,карау
947,ansehen::V,видзӧтны,күзәтү
948,hören::V,кывны,ишетү
949,zuhören::V,кывзыны,тыңлау
950,probieren::V,пешлыны,тату
951,riechen::V,дукавны,иснәү
952,fühlen::V,кывны,тою
953,fühlen::V,кывны,сизү
954,scheinen::V,декуйтчыны,күренү
955,zu sehen sein::V,тыдавны,күренү
956,vernehmen::V,тӧдмавны,ишетү
957,frieren::V,гегдыны,өшү
958,frieren::V,гегдыны,күшегү
959,tun::V,керны,итү
960,können::V,вермыны,алу
961,wollen::V,мӧдны,теләү
962,anfangen::V,петны,керешү
963,beenden::V,ештӧтны,бетерү
964,beenden::V,ештӧтны,тәмамлау
965,beenden::V,керыштны,бетерү
966,beenden::V,керыштны,тәмамлау
967,aufhören::V,дугдыны,бетү
968,gelingen::V,шогмыны,уңу
969,geraten::V,мыччисьны,сабышу
970,öffnen::V,осьтны,ачу
971,schließen::V,пӧднавны,ябу
972,stellen::V,сувтӧтны,кую
973,setzen::V,пуксьӧтны,утырту
974,legen::V,пуктыны,яткыру
975,berühren::V,вӧрзьӧтны,тию
976,verbinden::V,йитны,ялгау
977,bedecken::V,вевттьыны,өрту
978,bedecken::V,вевттьыны,каплау
979,bedecken::V,вевттьыны,томалау
980,aufhängen::V,ӧшӧтны,асу
981,anzünden::V,ӧзтыны,кабызу
982,aufheben::V,лэбтыны,күтәрү
983,zurücklassen::V,кольны,калдыру
984,verlieren::V,ӧштыны,югалту
985,fallen lassen::V,уськӧтны,төшерү
986,machen::V,керны,ясау
987,machen::V,керны,эшләү
988,herstellen::V,вӧчны,ясау
989,bauen::V,строитны,кору
990,reparieren::V,вочны,төзәтү
991,verbessern::V,бурсьӧтны,яхшырту
992,ändern::V,вежны,үзгәртү
993,graben::V,гарйыны,казу
994,beugen::V,кусіньтны,ию
995,biegen::V,чукыльтыштны,бөгү
996,drehen::V,бергӧтны,бору
997,drehen::V,бергӧтны,бөтерү
998,wenden::V,бергӧтны,бору
999,umdrehen::V,бергӧтны,түнтәрү
1000,heben::V,лэбтыны,күтәрү
1001,hochheben::V,лэбтыны,күтәрү
1002,ergreifen::V,кватитны,эләктерү
1003,halten::V,видзны,тоту
1004,drücken::V,личкыны,кысу
1005,schieben::V,тойлавны,кузгату
1006,kratzen::V,шаркӧтны,тырнау
1007,lecken::V,нювны,ялау
1008,beißen::V,йирны,тешләү
1009,abreißen::V,орӧтны,өзү
1010,abschneiden::V,шӧрыштны,кыю
1011,abschneiden::V,шӧрыштны,кисү
1012,abschneiden::V,вундыштны,кыю
1013,abschneiden::V,вундыштны,кисү
1014,binden::V,гӧрдззыны,бәйләү
1015,stecken::V,мӧртны,төртү
1016,stecken::V,мӧртны,тыгу
1017,brechen::V,жугдыны,сындыру
1018,klopfen::V,зукӧтны,шаку
1019,klopfen::V,зукӧтны,шакылдау
1020,hauen::V,желльыны,кыйнау
1021,kleben::V,лякӧтны,ябыштыру
1022,reiben::V,зыртны,ышку
1023,streichen::V,мавтны,ягу
1024,schleifen::V,кыскыны,кайрау
1025,schneiden::V,вундавны,кисү
1026,rütteln::V,шатлавны,селкетү
1027,schütteln::V,зыбӧтны,селкетү
1028,schwenken::V,ӧвтны,болгау
1029,schwenken::V,макайтны,болгау
1030,schütten::V,кисьтны,кою
1031,füllen::V,тыртны,тутыру
1032,füllen::V,тырсьӧтны,тутыру
1033,einwickeln::V,тубны,төрү
1034,tragen::V,новйӧтны,ташу
1035,schleppen::V,кыскыны,сөйрәү
1036,schleppen::V,кыскыны,өстерәү
1037,ziehen::V,кыскыны,тарту
1038,aufbewahren::V,видзны,саклау
1039,werfen::V,шентывлыны,ыргыту
1040,fangen::V,кутны,тоту
1041,packen::V,кутасьны,эләктерү
1042,packen::V,кватитны,эләктерү
1043,verstecken::V,дзебны,яшерү
1044,teilen::V,торйӧтны,бүлү
1045,schicken::V,иньдыны,җибәрү
1046,bringen::V,вайны,китерү
1047,hinzufügen::V,содтыны,өстәү
1048,bekommen::V,получитны,алу
1049,erhalten::V,получитны,алу
1050,nehmen::V,босьтны,алу
1051,wählen::V,бӧрйыны,сайлау
1052,auswählen::V,бӧрйыны,сайлау
1053,bewahren::V,видзны,саклау
1054,behindern::V,падтыны,комачаулау
1055,verderben::V,изводавны,бозу
1056,beschädigen::V,паздыны,бозу
1057,zerbrechen::V,паздыны,вату
1058,zerreißen::V,косявны,өзү
1059,zerreißen::V,косявны,ерту
1060,zerstören::V,паздыны,җимерү
1061,verbrennen::V,сотны,яндыру
1062,verbrennen::V,сотны,көйдерү
1063,geben::V,сетны,бирү
1064,reichen::V,сетны,тапшыру
1065,schenken::V,козьнавны,бүләкләү
1066,versprechen::V,кӧсйыны,вәгъдә бирү
1067,wünschen::V,бурсьыны,котлау
1068,loben::V,ошкыны,мактау
1069,küssen::V,окавны,үбү
1070,wiegen::V,тюттьӧтны,тирбәтү
1071,zudecken::V,вевттьыны,ябу
1072,zudecken::V,вевттьыны,бөркәү
1073,wecken::V,саймӧтны,уяту
1074,zeigen::V,мыччавны,күрсәтү
1075,führen::V,нуӧтны,йөртү
1076,lehren::V,велӧтны,өйрәтү
1077,unterrichten::V,велӧтны,укыту
1078,aufziehen::V,быдтыны,асрау
1079,leiten::V,юравны,җитәкләү
1080,leiten::V,веськӧтлыны,җитәкләү
1081,antreiben::V,тэрмӧтны,куалау
1082,antreiben::V,тэрмӧтны,әйдәләү
1083,antreiben::V,тэрмӧтны,ашыктыру
1084,lassen::V,-ӧтыны,мәҗбүр итү
1085,einladen::V,корны,чакыру
1086,vereinigen::V,ӧтувтны,берләштерү
1087,vereinigen::V,ӧтлаавны,берләштерү
1088,besuchen::V,пыравлыны,керешү
1089,treffen::V,пантавны,очрату
1090,sich versammeln::V,ӧксьыны,җыелышу
1091,spielen::V,орсны,уйнау
1092,singen::V,сьывны,җырлау
1093,tanzen::V,йӧктыны,бию
1094,sich trennen::V,торьясьны,аерылу
1095,sich trennen::V,торьясьны,ташлашу
1096,verlassen::V,кольны,ташлау
1097,verlassen::V,кольны,калдыру
1098,retten::V,мынтны,коткару
1099,bewachen::V,смекайтны,каравыллау
1100,schützen::V,дорйыны,ышыклау
1101,verteidigen::V,дорйыны,яклау
1102,verteidigen::V,дорйыны,саклау
1103,sich schlagen::V,тышкасьны,сугышу
1104,schießen::V,лыйны,ату
1105,siegen::V,вермыны,җиңү
1106,ärgern::V,лӧгӧтны,ачуландыру
1107,schlagen::V,базнитны,ору
1108,schlagen::V,базнитны,бәрү
1109,schlagen::V,базнитны,тукмау
1110,treten::V,чужьявны,тибү
1111,stechen::V,бытшкыны,кадау
1112,stoßen::V,тапкыны,этү
1113,stoßen::V,тойыштны,этү
1114,stehlen::V,гусявны,урлау
1115,stören::V,костіавны,комачаулау
1116,belästigen::V,назыляйтны,борчу
1117,belästigen::V,назыляйтны,билмазалау
1118,verbergen::V,дзебны,яшерү
1119,täuschen::V,бӧбӧтны,алдату
1120,täuschen::V,пӧрьявны,алдату
1121,betrügen::V,муклачитны,хәрәмләшү
1122,töten::V,вийны,үтерү
1123,wohnen::V,овны,яшәү
1124,arbeiten::V,уджавны,эшләү
1125,sammeln::V,ӧктыны,туплау
1126,pflücken::V,судзлавны,өзү
1127,jagen::V,вӧравны,аулау
1128,fischen::V,чериавны,балык тоту
1129,fassen::V,кутны,тоту
1130,hüten::V,вердны,көтү
1131,hüten::V,йирсьӧтны,көтү
1132,treiben::V,вашӧтны,куалау
1133,anbinden::V,кӧртавны,бәйләү
1134,füttern::V,вердны,туйдыру
1135,melken::V,высьтыны,саву
1136,melken::V,чилькӧтны,саву
1137,hacken::V,керавны,чабу
1138,gießen::V,киськавны,сугару
1139,reifen::V,кисьмыны,җитешү
1140,zubereiten::V,лӧсьӧтны,пешеренү
1141,kochen::V,пуны,пешерү
1142,kochen::V,пуны,кайнату
1143,backen::V,пӧжавны,пешерү
1144,braten::V,жаритны,куыру
1145,braten::V,жаритны,кыздыру
1146,umrühren::V,соравны,бутау
1147,umrühren::V,соравны,болгату
1148,stricken::V,домавны,бәйләү
1149,nähen::V,вурны,тегү
1150,färben::V,краситны,ману
1151,reinigen::V,весӧтны,чистарту
1152,waschen::V,пеславны,юу
1153,abwischen::V,чышкыны,сөртү
1154,spülen::V,гывьявны,чайкау
1155,fegen::V,чышкыны,себерү
1156,kehren::V,чышкыны,себерү
1157,baden::V,купайтчыны ,коену
1158,sich waschen::V,миссьыны,юыну
1159,ausziehen::V,гыжтӧтны,чишенү
1160,ausziehen::V,пӧрччавны,чишенү
1161,anziehen::V,пасьтавны,кию
1162,sich anziehen::V,пасьтасьны,киенү
1163,kämmen::V,сынавны,тарау
1164,schmücken::V,баситны,бизәү
1165,schmücken::V,баситны,бизәкләү
1166,sagen::V,висьтавны,дию
1167,sagen::V,висьтавны,әйтү
1168,sprechen::V,шуны,сөйләү
1169,sprechen::V,шуны,сөйләшү
1170,reden::V,баитны,сөйләү
1171,sich unterhalten::V,сёрнитны,сөйләшү
1172,fragen::V,юавны,сорау
1173,fragen::V,юавны,сорашу
1174,bitten::V,корны,үтенү
1175,erzählen::V,висьтавны,сөйләү
1176,mitteilen::V,висьтавны,белдерү
1177,nennen::V,нимтны,дию
1178,rufen::V,китсавны,дәшү
1179,rufen::V,корны,дәшү
1180,rufen::V,чукӧстны,дәшү
1181,prahlen::V,ошшасьны,мактану
1182,prahlen::V,ошшасьны,шапырыну
1183,übersetzen::V,вуджӧтны,күчерү
1184,denken::V,чайтны,уйлау
1185,glauben::V,веритны,инану
1186,bemerken::V,казявны,искәрү
1187,erkennen::V,тӧдсавны,тану
1188,begreifen::V,вежӧртны,аңлау
1189,begreifen::V,вежӧртны,төшенү
1190,verstehen::V,кывны,аңлау
1191,verstehen::V,кывны,төшенү
1192,lernen::V,велӧтчыны,уку
1193,lernen::V,велӧтчыны,өйрәнү
1194,wissen::V,тӧдны,белү
1195,sich erinnern an::V,касьтывны,хәтерләү
1196,vergessen::V,вунӧтны,оныту
1197,messen::V,меряйтны,үлчәү
1198,zählen::V,лыддьыны,санау
1199,rechnen::V,лыддьыны,исәпләү
1200,lesen::V,лыддьӧтны,уку
1201,zeichnen::V,гижмавны,язу-сызу
1202,zeichnen::V,гижмавны,сурәт ясау
1203,schreiben::V,гижны,язу
1204,besitzen::V,лоны,биләү
1205,kaufen::V,небны,алу
1206,verkaufen::V,вузавны,сату
1207,bezahlen::V,вештыны,түләү
1208,zahlen::V,вештыны,түләү
1209,ertragen::V,терпитны,чыдау
1210,Insel::N,,атау
1211,Insel::N,,утрау
1212,Menge::N,,микъдар
1213,Gewalt::N,,көчләү
1214,Alter::N,,яшь
1215,richtig::A,,дөрес
1216,wahr::A,,чып-чын
1217,berühmt::A,,атаклы
1218,allein::ADV,,ялгыз
1219,rennen::V,,йөгерү
1220,malen::V,,рәсем ясау
1221,malen::V,,сурәт ясау
1222,malen::V,,сурәтләү
1223,beherrschen::V,,ия булу
