,Concept_ID,uk,el
746,hinauf::ADV,вгору,προς τα πάνω
747,überall::ADV,скрізь,παντού
748,nicht::ADV,не,δεν
749,ein wenig::ADV,трохи,λιγάκι
750,ein wenig::ADV,небагато,λιγάκι
751,kaum::ADV,ледве,μόλις
752,sehr::ADV,дуже,πολύ
753,so::ADV,так,έτσι
754,noch::ADV,ще,ακόμα
755,nur::ADV,лише,μόνο
756,nur::ADV,тільки,μόνο
757,schon::ADV,вже,ήδη
758,schon::ADV,вже,κιόλας
759,wieder::ADV,знову,ξανά
760,vergebens::ADV,дарма,μάταια
761,vor::PRP,перед,μπροστά σε
762,vor::PRP,перед,μπροστά από
763,hinter::PRP,ззаду,πίσω από 
764,hinter::PRP,позаду,πίσω από 
765,unter::PRP,під,υπό
766,unter::PRP,під,κάτω από
767,durch::PRP,крізь,διά
768,durch::PRP,крізь,διά μέσου
769,neben::PRP,біля,δίπλα σε
770,zwischen::PRP,між,μεταξύ
771,zwischen::PRP,між,ανάμεσα σε
772,wegen::PRP,з-за,για
773,wegen::PRP,з-за,λόγω
774,wegen::PRP,через,για
775,wegen::PRP,через,λόγω
776,dies::PRN,це,αυτό
777,das::PRN,то,το
778,alles::PRN,все,όλα
779,ich::PRN,я,εγώ
780,du::PRN,ти,σύ
781,du::PRN,ти,εσύ
782,er::PRN,він,αυτός
783,wir::PRN,ми,εμείς
784,ihr::PRN,ви,εσείς
785,sie::PRN,вони,αυτοί
786,was::FPRN,що,τι
787,wer::FPRN,хто,ποιος
788,wo::FADV,де,πού
789,wohin::FADV,куди,πού
790,wohin::FADV,куди,για πού
791,wie::FADV,як,πώς
792,warum::FADV,чому,γιατί
793,wieviel::FNUM,скільки,πόσος
794,eins::NUM,один,ένα
795,zwei::NUM,два,δύο
796,drei::NUM,три,τρία
797,drei::NUM,три,τρεις
798,vier::NUM,чотири,τέσσερα
799,vier::NUM,чотири,τέσσερις
800,fünf::NUM,п’ять,πέντε
801,sechs::NUM,шість,έξι
802,sieben::NUM,сім,εφτά
803,acht::NUM,вісім,οχτώ
804,neun::NUM,дев’ять,εννιά
805,zehn::NUM,десять,δέκα
806,elf::NUM,одинадцять,έντεκα
807,zwölf::NUM,дванадцять,δώδεκα
808,zwanzig::NUM,двадцять,είκοσι
809,dreißig::NUM,тридцять,τριάντα
810,vierzig::NUM,сорок,σαράντα
811,fünfzig::NUM,п’ятдесят,πενήντα
812,sechzig::NUM,шістдесят,εξήντα
813,siebzig::NUM,сімдесят,εβδομήντα
814,achtzig::NUM,вісімдесят,ογδόντα
815,neunzig::NUM,дев’яносто,ενενήντα
816,hundert::NUM,сто,εκατό
817,tausend::NUM,тисяча,χίλιοι
818,und::CNJ,і,και
819,oder::CNJ,або,ή
820,stehen::V,стояти,στέκομαι
821,stehen::V,стояти,είμαι όρθιος
822,sitzen::V,сидіти,κάθομαι
823,liegen::V,лежати,είμαι ξαπλωμένος
824,hängen::V,висіти,κρέμομαι
825,werden::V,стати,γίνομαι
826,werden::V,робитися,γίνομαι
827,passieren::V,трапитися,συμβαίνω
828,beginnen::V,початися,αρχίζω
829,enden::V,кінчитися,τελειώνω
830,wechseln::V,мінятися,αλλάζω
831,aufgehen[Sonne]::V,зійти,βγαίνω
832,aufgehen[Sonne]::V,зійти,ανατέλλω
833,untergehen[Sonne]::V,зайти,δύω
834,untergehen[Sonne]::V,зайти,βασιλεύω
835,scheinen[Sonne]::V,світити,λάμπω
836,donnern::V,гриміти,βροντώ
837,wehen::V,віяти,φυσώ
838,strömen::V,литися,ρέω
839,strömen::V,литися,τρέχω
840,fließen::V,текти,ρέω
841,sich drehen::V,обертатися,γυρίζω
842,sich drehen::V,обертатися,στρέφομαι
843,schwanken::V,коливатися,ταλαντεύομαι
844,schwingen::V,хитатися,αιωρούμαι
845,schwingen::V,хитатися,ταλαντεύομαι
846,schwingen::V,гойдатися,αιωρούμαι
847,schwingen::V,гойдатися,ταλαντεύομαι
848,fallen::V,падати,πέφτω
849,brennen::V,горіти,καίω
850,rauchen::V,диміти,καπνίζω
851,regnen::V,дощити,βρέχω
852,gefrieren::V,змерзнути,παγώνω
853,tauen::V,танути,λειώνω
854,schmelzen::V,плавитися,λειώνω
855,trocknen::V,сохнути,στεγνώνω
856,sieden::V,кипіти,βράζω
857,faulen::V,гнити,σαπίζω
858,verfaulen::V,згнити,σαπίζω
859,reißen::V,рватися,σχίζω
860,versinken::V,тонути,βουλιάζω
861,versinken::V,тонути,βυθίζομαι
862,vergehen::V,проходити,περνώ
863,erscheinen::V,з’явитися,εμφανίζομαι
864,verschwinden::V,щезнути,χάνομαι
865,verschwinden::V,щезнути,εξαφανίζομαι
866,verschwinden::V,зникнути,χάνομαι
867,verschwinden::V,зникнути,εξαφανίζομαι
868,sinken::V,спадати,κατεβαίνω
869,abnehmen::V,поменшитися,μειώνομαι 
870,zunehmen::V,збільшуватися,αυξάνω
871,zunehmen::V,збільшуватися,μεγαλώνω
872,steigen::V,підніматися,ανεβαίνω
873,wachsen::V,рости,μεγαλώνω
874,glänzen::V,блищати,γυαλίζω
875,funkeln::V,блискати,αστράφτω
876,funkeln::V,блискати,σπιθοβολώ
877,lärmen::V,шуміти,θορυβώ
878,läuten::V,дзвонити,χτυπώ 
879,klingeln::V,дзвонити,κουδουνίζω
880,klirren::V,дзвякати,κουδουνίζω
881,brausen::V,бушувати,βουΐζω
882,rauschen::V,шелестіти,βουΐζω
883,klingen::V,лунати,ηχώ
884,klingen::V,звучати,ηχώ
885,bellen::V,гавкати,γαυγίζω
886,heulen::V,вити,ουρλιάζω
887,blasen::V,дунути,φυσώ
888,pfeifen::V,свистіти,σφυρίζω
889,schreien::V,кричати,κραυγάζω
890,stöhnen::V,стогнати,βογγώ
891,zittern::V,тремтіти,τρέμω
892,leben::V,жити,ζω
893,geboren werden::V,народитися,γεννιέμαι
894,atmen::V,дихати,αναπνέω
895,trinken::V,пити,πίνω
896,essen::V,їсти,τρώω
897,schlucken::V,ковтати,καταπίνω
898,müde werden::V,втомитися,κουράζομαι
899,einschlafen::V,заснути,αποκοιμιέμαι
900,schlafen::V,спати,κοιμάμαι
901,aufwachen::V,прокинутися,ξυπνώ
902,aufstehen::V,встати,σηκώνομαι
903,sich erholen::V,відпочивати,ξεκουράζομαι
904,krank werden::V,захворіти,αρρωσταίνω
905,krank sein::V,хворіти,ασθενώ
906,schmerzen::V,боліти,πονώ
907,husten::V,кашляти,βήχω
908,genesen::V,одужати,θεραπεύομαι
909,genesen::V,видужати,θεραπεύομαι
910,sterben::V,померти,πεθαίνω
911,umkommen::V,згинути,πεθαίνω
912,sich bewegen::V,рухатися,κουνιέμαι
913,sich rühren::V,ворушитися,σαλεύω
914,sich erheben::V,встати,επαναστατώ
915,sich setzen::V,сісти,κάθομαι
916,hinfallen::V,упасти,πέφτω κάτω
917,laufen::V,ходити,τρέχω
918,schreiten::V,крокувати,βαδίζω
919,spazierengehen::V,гуляти,κάνω βόλτα
920,spazierengehen::V,гуляти,πηγαίνω περίπατο
921,eilen::V,спішити,σπεύδω
922,sich beeilen::V,поспішати,βιάζομαι
923,sausen::V,мчатися,τρέχω γρήγορα
924,rennen::V,бігати,τρέχω
925,springen::V,скакати,πηδώ
926,springen::V,стрибати,πηδώ
927,klettern::V,лазити,σκαρφαλώνω
928,schaukeln::V,гойдатися,κουνιέμαι
929,kriechen::V,повзати,έρπω
930,kriechen::V,повзати,σέρνομαι
931,schwimmen::V,пливти,κολυμπώ
932,schwimmen::V,плавати,κολυμπώ
933,tauchen::V,пірнати,βουτώ
934,rudern::V,гребти,κωπηλατώ
935,rudern::V,веслувати,κωπηλατώ
936,fahren::V,їхати,πηγαίνω
937,fliegen::V,літати,πετώ
938,gehen::V,іти,βαδίζω
939,gehen::V,іти,πηγαίνω
940,weggehen::V,піти,φεύγω
941,abfahren::V,від’їхати,ξεκινώ
942,abfahren::V,від’їхати,αναχωρώ
943,abfahren::V,відправитися,ξεκινώ
944,abfahren::V,відправитися,αναχωρώ
945,anhalten::V,зупинитися,σταματώ
946,hineingehen::V,входити,μπαίνω
947,eintreten::V,увійти,μπαίνω
948,eintreten::V,увійти,εισέρχομαι
949,kommen::V,прийти,έρχομαι
950,ankommen::V,прибути,φτάνω
951,zurückkommen::V,повернутися,επιστρέφω
952,bleiben::V,залишитися,μένω
953,warten::V,чекати,περιμένω
954,erwarten::V,чекати,αναμένω
955,erwarten::V,чекати,περιμένω
956,suchen::V,шукати,ψάχνω
957,finden::V,знайти,βρίσκω
958,versuchen::V,випробовувати,προσπαθώ
959,vorbereiten::V,підготувати,προετοιμάζω
960,lieben::V,любити,αγαπώ
961,mögen::V,любити,μου αρέσει
962,mögen::V,подобатися,μου αρέσει
963,lachen::V,сміятися,γελώ
964,rühren::V,розчулити,συγκινώ
965,weinen::V,плакати,κλαίω
966,schimpfen::V,лаятися,βρίζω
967,sich ärgern::V,сердитися,θυμώνω
968,sich fürchten::V,боятися,φοβάμαι
969,fürchten::V,боятися,φοβάμαι
970,fliehen::V,тікати,φεύγω
971,flüchten::V,утекти,δραπετεύω
972,sehen::V,бачити,βλέπω
973,anschauen::V,поглянути,κοιτάζω
974,ansehen::V,дивитися на,βλέπω
975,hören::V,чути,ακούω
976,zuhören::V,слухати,ακούω
977,probieren::V,покуштувати,δοκιμάζω
978,riechen::V,нюхати,μυρίζω
979,riechen::V,нюхати,οσφραίνομαι
980,fühlen::V,відчувати,αισθάνομαι
981,scheinen::V,здаватися,φαίνομαι
982,zu sehen sein::V,виднітися,φαίνομαι
983,vernehmen::V,почути,ακούω
984,vernehmen::V,почути,μαθαίνω
985,frieren::V,мерзнути,κρυώνω
986,tun::V,робити,κάνω
987,können::V,могти,ξέρω
988,können::V,могти,μπορώ
989,wollen::V,хотіти,θέλω
990,anfangen::V,почати,αρχίζω
991,beenden::V,закінчити,τελειώνω
992,aufhören::V,перестати,παύω
993,gelingen::V,вдатися,πετυχαίνω
994,geraten::V,опинитися,γίνομαι
995,öffnen::V,відкрити,ανοίγω
996,schließen::V,закрити,κλείνω
997,stellen::V,поставити,θέτω
998,setzen::V,посадити,θέτω
999,legen::V,класти,θέτω
1000,berühren::V,чіпати,εγγίζω
1001,verbinden::V,зв’язати,συνδέω
1002,bedecken::V,покрити,σκεπάζω
1003,aufhängen::V,повісити,κρεμώ
1004,anzünden::V,запалити,ανάβω
1005,aufheben::V,підняти,σηκώνω
1006,zurücklassen::V,залишити,εγκαταλείπω
1007,verlieren::V,загубити,χάνω
1008,fallen lassen::V,упустити,αφήνω να πέσει
1009,machen::V,зробити,κάνω
1010,machen::V,зробити,φτιάχνω
1011,herstellen::V,виготовити,κατασκευάζω
1012,bauen::V,будувати,χτίζω
1013,bauen::V,будувати,οικοδομώ
1014,reparieren::V,лагодити,επισκευάζω
1015,reparieren::V,лагодити,επιδιορθώνω
1016,verbessern::V,поліпшити,βελτιώνω
1017,verbessern::V,поліпшити,καλυτερεύω
1018,ändern::V,змінити,αλλάζω
1019,graben::V,копати,σκάβω
1020,beugen::V,зігнути,λυγίζω
1021,biegen::V,погнути,κάμπτω
1022,drehen::V,вертіти,στρέφω
1023,wenden::V,повернути,γυρίζω
1024,umdrehen::V,перевернути,γυρίζω
1025,heben::V,піднімати,υψώνω
1026,heben::V,піднімати,σηκώνω
1027,hochheben::V,підняти,υψώνω
1028,hochheben::V,підняти,σηκώνω
1029,ergreifen::V,схопити,πιάνω
1030,ergreifen::V,схопити,αρπάζω
1031,halten::V,тримати,βαστώ
1032,drücken::V,натискати,πιέζω
1033,schieben::V,пхати,σπρώχνω
1034,schieben::V,штовхати,σπρώχνω
1035,kratzen::V,шкребти,γρατσουνίζω
1036,lecken::V,лизати,γλείφω
1037,beißen::V,кусати,δαγκάνω
1038,abreißen::V,відірвати,κόβω
1039,abreißen::V,відірвати,σχίζω
1040,abschneiden::V,відрізати,αποκόπτω
1041,binden::V,в’язати,δένω
1042,stecken::V,увіткнути,χώνω
1043,brechen::V,зламати,σπάζω
1044,klopfen::V,стукати,χτυπώ
1045,klopfen::V,стукати,τινάζω
1046,hauen::V,бити,χτυπώ
1047,kleben::V,клеїти,κολλώ
1048,reiben::V,терти,τρίβω
1049,streichen::V,намазати,αλείφω
1050,schleifen::V,точити,ακονίζω
1051,schneiden::V,різати,κόβω
1052,rütteln::V,хитати,σείω
1053,rütteln::V,хитати,τινάζω
1054,schütteln::V,трясти,σείω
1055,schütteln::V,трясти,κουνώ
1056,schwenken::V,махати,κουνώ
1057,schütten::V,налити,χύνω
1058,füllen::V,наповнити,γεμίζω
1059,einwickeln::V,загорнути,τυλίγω
1060,tragen::V,нести,φέρνω
1061,schleppen::V,тягти,κουβαλώ
1062,ziehen::V,тягнути,τραβώ
1063,aufbewahren::V,зберігати,φυλάω
1064,werfen::V,кидати,ρίχνω
1065,fangen::V,ловити,πιάνω
1066,packen::V,схопити,τσακώνω
1067,verstecken::V,сховати,κρύβω
1068,teilen::V,розділити,μερίζω
1069,schicken::V,посилати,στέλνω
1070,bringen::V,принести,φέρνω
1071,hinzufügen::V,додати,προσθέτω
1072,bekommen::V,дістати,προσκομίζω
1073,erhalten::V,одержати,παίρνω
1074,erhalten::V,одержати,λαμβάνω
1075,nehmen::V,взяти,πιάνω
1076,nehmen::V,взяти,παίρνω
1077,wählen::V,вибрати,εκλέγω
1078,auswählen::V,відібрати,διαλέγω
1079,bewahren::V,зберегти,διατηρώ
1080,behindern::V,перешкоджати,εμποδίζω
1081,verderben::V,зіпсувати,χαλώ
1082,beschädigen::V,зашкодити,ζημιώνω
1083,zerbrechen::V,розбити,σπάζω
1084,zerreißen::V,розірвати,σχίζω
1085,zerstören::V,зруйнувати,καταστρέφω
1086,verbrennen::V,спалити,καίω
1087,geben::V,дати,δίνω
1088,reichen::V,передати,δίνω
1089,schenken::V,дарувати,χαρίζω
1090,versprechen::V,обіцяти,υπόσχομαι
1091,wünschen::V,бажати,εύχομαι
1092,loben::V,хвалити,επαινώ
1093,küssen::V,цілувати,φιλώ
1094,wiegen::V,качати,κουνώ
1095,wiegen::V,качати,νανουρίζω
1096,zudecken::V,накрити,σκεπάζω
1097,wecken::V,розбудити,ξυπνώ
1098,zeigen::V,показати,δείχνω
1099,führen::V,вести,οδηγώ
1100,lehren::V,вчити,διδάσκω
1101,unterrichten::V,викладати,διδάσκω
1102,aufziehen::V,виховати,ανατρέφω
1103,leiten::V,керувати,ηγούμαι
1104,leiten::V,керувати,διευθύνω
1105,antreiben::V,підганяти,σπρώχνω
1106,antreiben::V,підганяти,παρακινώ
1107,lassen::V,змусити,αφήνω
1108,einladen::V,запросити,προσκαλώ
1109,vereinigen::V,об’єднати,ενώνω
1110,besuchen::V,завітати,επισκέπτομαι
1111,besuchen::V,відвідати,επισκέπτομαι
1112,treffen::V,зустріти,συναντώ
1113,sich versammeln::V,зібратися,μαζεύομαι
1114,spielen::V,грати,παίζω
1115,singen::V,співати,τραγουδώ
1116,tanzen::V,танцювати,χορεύω
1117,sich trennen::V,розлучитися,αποχωρίζομαι
1118,verlassen::V,покинути,εγκαταλείπω
1119,retten::V,врятувати,σώζω
1120,bewachen::V,охороняти,φρουρώ
1121,schützen::V,уберігати,προστατεύω
1122,verteidigen::V,захистити,υπερασπίζω
1123,sich schlagen::V,битися,χτυπιέμαι
1124,sich schlagen::V,дратися,χτυπιέμαι
1125,schießen::V,стріляти,πυροβολώ
1126,siegen::V,перемогти,νικώ
1127,ärgern::V,сердити,τσαντίζω
1128,schlagen::V,ударити,χτυπώ
1129,treten::V,штовхати,κλοτσώ
1130,stechen::V,вколоти,τρυπώ
1131,stoßen::V,штовхнути,ωθώ
1132,stoßen::V,штовхнути,σπρώχνω
1133,stehlen::V,украсти,κλέβω
1134,stören::V,перешкодити,διαταράσσω
1135,belästigen::V,докучати,ενοχλώ
1136,verbergen::V,сховати,κρύβω
1137,täuschen::V,обдурити,παραπλανώ
1138,betrügen::V,зшахраювати,απατώ
1139,töten::V,убити,σκοτώνω
1140,töten::V,убити,θανατώνω
1141,wohnen::V,жити,μένω
1142,wohnen::V,жити,κατοικώ
1143,wohnen::V,мешкати,μένω
1144,wohnen::V,мешкати,κατοικώ
1145,arbeiten::V,працювати,δουλεύω
1146,arbeiten::V,працювати,εργάζομαι
1147,sammeln::V,зібрати,μαζεύω
1148,sammeln::V,зібрати,συλλέγω
1149,pflücken::V,зривати,κόβω
1150,jagen::V,полювати,κυνηγώ
1151,fischen::V,рибалити,ψαρεύω
1152,fassen::V,піймати,πιάνω
1153,hüten::V,пасти,φυλάγω
1154,hüten::V,пасти,προσέχω
1155,treiben::V,гнати,οδηγώ
1156,anbinden::V,прив’язати,δένω
1157,füttern::V,годувати,ταΐζω
1158,füttern::V,харчувати,ταΐζω
1159,melken::V,доїти,αρμέγω
1160,hacken::V,рубати,κόβω
1161,gießen::V,полити,ποτίζω
1162,reifen::V,дозріти,ωριμάζω
1163,zubereiten::V,зготовити,ετοιμάζω
1164,zubereiten::V,приготувати,ετοιμάζω
1165,kochen::V,варити,βράζω
1166,kochen::V,готувати,βράζω
1167,backen::V,пекти,ψήνω
1168,braten::V,смажити,τηγανίζω
1169,umrühren::V,переміщати,ανακατεύω
1170,stricken::V,в’язати,πλέκω
1171,nähen::V,шити,ράβω
1172,färben::V,пофарбувати,βάφω
1173,färben::V,пофарбувати,χρωματίζω
1174,reinigen::V,очистити,καθαρίζω
1175,waschen::V,мити,πλένω
1176,abwischen::V,витерти,σφουγγίζω
1177,spülen::V,полоскати,ξεπλένω
1178,fegen::V,підмітати,σκουπίζω
1179,kehren::V,мести,σκουπίζω
1180,baden::V,купатися,κάνω μπάνιο
1181,sich waschen::V,митися,πλένομαι
1182,ausziehen::V,зняти,βγάζω
1183,anziehen::V,надіти,φορώ
1184,sich anziehen::V,одягтися,ντύνομαι
1185,sich anziehen::V,одягнутися,ντύνομαι
1186,kämmen::V,зачесати,χτενίζω
1187,schmücken::V,оздобити,στολίζω
1188,sagen::V,сказати,λέω
1189,sprechen::V,говорити,μιλώ
1190,reden::V,розмовляти,μιλώ
1191,reden::V,розмовляти,κουβεντιάζω
1192,sich unterhalten::V,бесідувати,συνομιλώ
1193,sich unterhalten::V,бесідувати,κουβεντιάζω
1194,fragen::V,запитати,ρωτώ
1195,bitten::V,просити,ζητώ
1196,bitten::V,просити,παρακαλώ
1197,erzählen::V,розповісти,διηγούμαι
1198,mitteilen::V,повідомити,πληροφορώ
1199,nennen::V,назвати,ονομάζω
1200,rufen::V,кликати,φωνάζω
1201,prahlen::V,хвалитися,καυχιέμαι
1202,übersetzen::V,перекласти,μεταφράζω
1203,denken::V,думати,σκέφτομαι
1204,denken::V,мислити,σκέφτομαι
1205,glauben::V,вірити,πιστεύω
1206,bemerken::V,помітити,παρατηρώ
1207,erkennen::V,пізнати,αναγνωρίζω
1208,begreifen::V,осягнути,καταλαβαίνω
1209,verstehen::V,почути,ακούω
1210,lernen::V,навчатися,μαθαίνω
1211,wissen::V,знати,ξέρω
1212,sich erinnern an::V,пам’ятати,θυμάμαι
1213,vergessen::V,забути,ξεχνώ
1214,messen::V,міряти,μετρώ
1215,zählen::V,лічити,μετρώ
1216,rechnen::V,рахувати,λογαριάζω
1217,lesen::V,читати,διαβάζω
1218,malen::V,малювати,ζωγραφίζω
1219,zeichnen::V,рисувати,σχεδιάζω
1220,schreiben::V,писати,γράφω
1221,besitzen::V,мати,κατέχω
1222,kaufen::V,купити,αγοράζω
1223,verkaufen::V,продати,πουλώ
1224,bezahlen::V,заплатити,πληρώνω
1225,zahlen::V,платити,πληρώνω
1226,beherrschen::V,володіти,κυριαρχώ
1227,ertragen::V,витерпіти,βαστώ
1228,ertragen::V,витерпіти,αντέχω
